date_obj,Guthix%20crozier price
2015-09-22,7436
2015-09-23,7635
2015-09-24,7635
2015-09-25,7625
2015-09-27,7505
2015-09-28,7291
2015-09-29,7291
2015-09-30,7082
2015-10-05,6868
2015-10-06,6717
2015-10-07,6717
2015-10-08,6780
2015-10-09,7057
2015-10-10,7057
2015-10-11,6954
2015-10-12,6842
2015-10-13,6842
2015-10-14,6682
2015-10-15,6681
2015-10-16,6618
2015-10-17,6618
2015-10-18,6570
2015-10-19,6504
2015-10-20,6577
2015-10-22,7031
2015-10-23,7364
2015-10-24,7728
2015-10-25,8115
2015-10-26,8439
2015-10-27,8439
2015-10-29,8739
2015-10-30,8483
2015-10-31,8211
2015-11-01,8211
2015-11-02,8088
2015-11-03,8088
2015-11-04,8029
2015-11-05,8029
2015-11-06,8098
2015-11-07,7705
2015-11-08,7705
2015-11-09,7613
2015-11-10,7613
2015-11-11,7445
2015-11-12,7445
2015-11-13,7346
2015-11-14,7346
2015-11-15,7139
2015-11-16,7139
2015-11-17,7006
2015-11-18,7006
2015-11-19,7063
2015-11-20,7165
2015-11-21,7165
2015-11-22,7052
2015-11-23,7052
2015-11-24,6998
2015-11-25,7021
2015-11-26,7021
2015-11-27,7050
2015-11-28,7131
2015-11-29,7135
2015-11-30,7073
2015-12-01,7073
2015-12-02,7296
2015-12-03,7559
2015-12-04,7559
2015-12-05,7701
2015-12-06,7865
2015-12-07,7865
2015-12-08,7885
2015-12-09,7932
2015-12-10,8146
2015-12-11,8321
2015-12-12,8407
2015-12-13,8423
2015-12-14,8423
2015-12-15,8509
2015-12-16,8873
2015-12-17,8873
2015-12-18,9198
2015-12-19,9198
2015-12-20,9510
2015-12-21,9510
2015-12-22,9913
2015-12-23,10151
2015-12-24,10151
2015-12-25,10430
2015-12-26,10698
2015-12-27,10865
2015-12-28,10865
2015-12-29,10938
2015-12-30,10676
2015-12-31,10676
2016-01-01,10622
2016-01-02,10612
2016-01-03,10414
2016-01-04,9893
2016-01-05,9893
2016-01-06,9649
2016-01-07,9570
2016-01-08,9532
2016-01-09,9476
2016-01-10,9387
2016-01-11,9341
2016-01-12,9285
2016-01-13,9285
2016-01-14,9262
2016-01-15,9142
2016-01-16,9187
2016-01-17,9290
2016-01-18,9172
2016-01-19,9172
2016-01-20,9171
2016-01-21,9171
2016-01-22,9136
2016-01-23,8908
2016-01-24,9002
2016-01-25,8754
2016-01-26,8754
2016-01-27,8642
2016-01-28,8642
2016-01-29,8458
2016-01-30,8458
2016-01-31,8242
2016-02-01,7900
2016-02-02,7900
2016-02-03,7607
2016-02-04,7267
2016-02-05,6972
2016-02-06,6762
2016-02-07,6762
2016-02-08,6627
2016-02-09,6445
2016-02-10,6389
2016-02-11,6389
2016-02-12,6280
2016-02-13,6167
2016-02-14,6211
2016-02-15,6134
2016-02-16,6094
2016-02-17,6022
2016-02-18,6022
2016-02-19,5930
2016-02-20,5860
2016-02-21,5998
2016-02-22,5998
2016-02-23,5893
2016-02-24,5747
2016-02-25,5610
2016-02-26,5610
2016-02-27,5506
2016-02-28,5506
2016-02-29,5433
2016-03-01,5626
2016-03-02,5866
2016-03-03,5942
2016-03-04,5902
2016-03-05,6045
2016-03-06,6038
2016-03-07,6123
2016-03-08,6181
2016-03-09,6317
2016-03-10,6266
2016-03-11,6351
2016-03-12,6281
2016-03-13,6259
2016-03-14,6213
2016-03-15,6022
2016-03-16,5968
2016-03-17,5983
2016-03-18,5976
2016-03-19,6134
2016-03-20,6289
2016-03-21,6415
2016-03-22,6445
2016-03-23,6532
2016-03-24,6661
2016-03-25,6845
2016-03-26,7061
2016-03-27,6836
2016-03-28,6747
2016-03-29,6637
2016-03-30,6637
2016-03-31,6562
2016-04-01,6542
2016-04-02,6540
2016-04-03,6481
2016-04-04,6438
2016-04-05,6358
2016-04-06,6204
2016-04-07,6137
2016-04-08,6033
2016-04-09,6005
2016-04-10,6048
2016-04-11,6048
2016-04-12,5968
2016-04-13,5940
2016-04-14,5785
2016-04-15,5686
2016-04-16,5567
2016-04-17,5359
2016-04-18,5216
2016-04-19,5173
2016-04-20,5096
2016-04-21,4857
2016-04-22,4857
2016-04-23,4800
2016-04-24,4718
2016-04-25,4712
2016-04-26,4673
2016-04-27,4548
2016-04-28,4449
2016-04-29,4449
2016-04-30,4362
2016-05-01,4307
2016-05-02,4206
2016-05-03,4178
2016-05-04,4144
2016-05-05,4081
2016-05-06,4081
2016-05-07,3975
2016-05-08,3981
2016-05-09,3914
2016-05-10,3956
2016-05-11,3956
2016-05-12,3987
2016-05-13,3982
2016-05-14,3911
2016-05-15,3865
2016-05-16,3956
2016-05-17,3980
2016-05-18,4057
2016-05-19,4081
2016-05-22,4166
2016-05-23,4253
2016-05-24,4457
2016-05-25,4419
2016-05-26,4473
2016-05-27,4570
2016-05-28,4601
2016-05-29,4610
2016-05-30,4610
2016-05-31,4610
2016-06-01,4569
2016-06-02,4477
2016-06-03,4376
2016-06-04,4225
2016-06-05,4179
2016-06-06,4041
2016-06-07,4041
2016-06-08,3931
2016-06-09,3814
2016-06-10,3809
2016-06-11,3859
2016-06-12,3861
2016-06-13,3861
2016-06-14,3806
2016-06-15,3793
2016-06-16,3710
2016-06-17,3686
2016-06-18,3753
2016-06-19,3763
2016-06-20,3791
2016-06-21,3770
2016-06-22,3892
2016-06-23,4013
2016-06-24,4028
2016-06-25,3989
2016-06-26,3989
2016-06-27,3840
2016-06-28,3656
2016-06-29,3617
2016-06-30,3470
2016-07-01,3378
2016-07-02,3403
2016-07-03,3303
2016-07-04,3285
2016-07-05,3230
2016-07-06,3210
2016-07-07,3211
2016-07-08,3203
2016-07-09,3230
2016-07-10,3180
2016-07-11,3198
2016-07-12,3196
2016-07-13,3190
2016-07-14,3321
2016-07-15,3484
2016-07-16,3607
2016-07-17,3709
2016-07-18,3889
2016-07-23,4556
2016-07-24,4721
2016-07-25,4710
2016-07-26,4710
2016-07-27,4559
2016-07-28,4559
2016-07-29,4506
2016-07-30,4542
2016-07-31,4542
2016-08-01,4611
2016-08-02,4555
2016-08-03,4502
2016-08-04,4502
2016-08-05,4401
2016-08-06,4304
2016-08-07,4185
2016-08-08,4185
2016-08-09,4037
2016-08-10,4004
2016-08-11,4004
2016-08-12,3868
2016-08-13,3868
2016-08-14,3760
2016-08-15,3711
2016-08-16,3709
2016-08-17,3709
2016-08-18,3674
2016-08-19,3701
2016-08-20,3691
2016-08-21,3691
2016-08-22,3578
2016-08-23,3567
2016-08-24,3567
2016-08-25,3535
2016-08-26,3535
2016-08-28,3560
2016-08-31,3579
2016-09-01,3636
2016-09-02,3636
2016-09-03,3666
2016-09-04,3716
2016-09-05,3797
2016-09-06,3871
2016-09-07,3871
2016-09-08,4021
2016-09-09,4021
2016-09-10,4080
2016-09-11,4080
2016-09-12,4151
2016-09-13,4304
2016-09-14,4304
2016-09-15,4380
2016-09-16,4380
2016-09-17,4396
2016-09-18,4309
2016-09-19,4349
2016-09-20,4349
2016-09-21,4472
2016-09-22,4448
2016-09-23,4474
2016-09-24,4474
2016-09-25,4439
2016-09-26,4439
2016-09-27,4377
2016-09-28,4275
2016-09-29,4275
2016-09-30,4195
2016-10-01,4315
2016-10-02,4315
2016-10-03,4386
2016-10-04,4562
2016-10-05,4663
2016-10-06,4805
2016-10-07,4805
2016-10-08,4976
2016-10-09,4976
2016-10-10,5054
2016-10-11,5269
2016-10-12,5269
2016-10-13,5409
2016-10-14,5534
2016-10-15,5716
2016-10-16,5828
2016-10-17,5715
2016-10-18,5715
2016-10-19,5603
2016-10-20,5616
2016-10-21,5686
2016-10-22,5686
2016-10-23,5815
2016-10-24,6026
2016-10-25,6026
2016-10-26,6010
2016-10-27,6010
2016-10-28,5827
2016-10-29,5760
2016-10-30,5760
2016-10-31,5732
2016-11-01,5732
2016-11-02,5607
2016-11-03,5607
2016-11-04,5508
2016-11-05,5508
2016-11-06,5316
2016-11-07,5316
2016-11-08,5166
2016-11-09,5029
2016-11-10,5029
2016-11-11,4899
2016-11-12,4784
2016-11-13,4784
2016-11-14,4739
2016-11-15,4708
2016-12-07,3959
2016-12-08,3922
2016-12-09,3911
2016-12-10,3911
2016-12-11,3983
2016-12-12,4043
2016-12-13,3992
2016-12-14,3953
2016-12-15,3953
2016-12-16,3913
2016-12-17,3851
2016-12-18,3833
2016-12-19,3770
2016-12-20,3675
2016-12-21,3659
2016-12-22,3659
2016-12-23,3687
2016-12-24,3687
2016-12-25,3595
2016-12-26,3595
2016-12-27,3608
2016-12-28,3597
2016-12-29,3541
2016-12-30,3546
2016-12-31,3555
2017-01-01,3587
2017-01-02,3623
2017-01-03,3668
2017-01-04,3615
2017-01-05,3615
2017-01-06,3564
2017-01-07,3522
2017-01-08,3482
2017-01-09,3383
2017-01-10,3358
2017-01-11,3291
2017-01-12,3201
2017-01-13,3201
2017-01-14,3113
2017-01-15,3022
2017-01-16,3008
2017-01-17,2973
2017-01-18,2934
2017-01-19,2934
2017-01-20,2935
2017-01-21,2956
2017-01-22,2941
2017-01-23,2984
2017-01-27,3245
2017-01-28,3178
2017-01-29,3232
2017-01-30,3350
2017-01-31,3414
2017-02-01,3541
2017-02-02,3650
2017-02-03,3785
2017-02-04,3909
2017-02-05,4090
2017-02-06,4226
2017-02-07,4296
2017-02-08,4415
2017-02-09,4415
2017-02-10,4472
2017-02-11,4526
2017-02-12,4526
2017-02-13,4671
2017-02-14,4743
2017-02-15,4788
2017-02-16,4728
2017-02-18,4601
2017-02-19,4463
2017-02-20,4324
2017-02-21,4237
2017-02-22,4237
2017-02-23,4173
2017-02-24,4173
2017-02-25,4089
2017-02-26,3914
2017-02-27,3853
2017-02-28,3942
2017-03-01,4046
2017-03-02,4033
2017-03-03,4033
2017-03-04,3972
2017-03-05,3972
2017-03-06,3949
2017-03-07,4056
2017-03-08,4079
2017-03-09,4030
2017-03-10,4064
2017-03-11,4035
2017-03-12,4004
2017-03-13,4147
2017-03-14,4120
2017-03-15,4123
2017-03-16,4263
2017-03-17,4344
2017-03-18,4288
2017-03-19,4333
2017-03-20,4454
2017-03-21,4401
2017-03-22,4374
2017-03-23,4325
2017-03-24,4270
2017-03-25,4270
2017-03-26,4089
2017-03-27,3888
2017-03-28,3730
2017-03-29,3781
2017-03-30,3934
2017-03-31,3953
2017-04-01,3953
2017-04-02,3884
2017-04-03,3971
2017-04-04,3982
2017-04-12,3958
2017-04-13,4044
2017-04-14,4158
2017-04-15,4360
2017-04-16,4574
2017-04-17,4795
2017-04-18,4884
2017-04-19,5039
2017-04-20,5093
2017-04-21,5289
2017-04-22,5289
2017-04-23,5330
2017-04-24,5380
2017-04-25,5339
2017-04-26,5339
2017-04-27,5513
2017-04-28,5780
2017-04-29,5970
2017-04-30,6060
2017-05-01,6078
2017-05-02,5797
2017-05-03,5539
2017-05-04,5385
2017-05-05,5249
2017-05-06,5309
2017-05-07,5317
2017-05-08,5502
2017-05-09,5603
2017-05-10,5845
2017-05-11,6138
2017-05-12,6343
2017-05-13,6271
2017-05-14,6271
2017-05-15,6064
2017-05-16,6102
2017-05-17,6302
2017-05-18,6388
2017-05-19,6388
2017-05-20,6589
2017-05-21,6589
2017-05-22,6664
2017-05-23,6873
2017-05-24,7088
2017-05-25,6747
2017-05-26,6576
2017-05-27,6599
2017-05-28,6764
2017-05-29,7070
2017-05-30,7387
2017-05-31,7575
2017-06-01,7581
2017-06-02,7552
2017-06-03,7552
2017-06-04,7602
2017-06-05,7455
2017-06-06,7242
2017-06-07,6993
2017-06-08,6993
2017-06-09,6664
2017-06-10,6330
2017-06-11,6013
2017-06-12,6013
2017-06-13,5712
2017-06-14,5426
2017-06-15,5160
2017-06-16,4902
2017-06-17,4750
2017-06-18,4668
2017-06-19,4668
2017-06-20,4527
2017-06-21,4311
2017-06-22,4311
2017-06-23,4109
2017-06-24,4069
2017-06-25,3973
2017-06-26,3832
2017-06-27,3685
2017-06-28,3589
2017-06-29,3556
2017-06-30,3502
2017-07-01,3502
2017-07-02,3429
2017-07-03,3438
2017-07-04,3407
2017-07-05,3407
2017-07-06,3436
2017-07-07,3436
2017-07-08,3339
2017-07-13,3674
2017-07-14,3823
2017-07-15,3823
2017-07-16,3968
2017-07-17,4100
2017-07-18,4100
2017-07-19,4131
2017-07-20,4196
2017-07-21,4339
2017-07-22,4520
2017-07-23,4634
2017-07-24,4634
2017-07-25,4704
2017-07-26,4561
2017-07-27,4378
2017-07-28,4345
2017-07-29,4345
2017-07-30,4201
2017-07-31,4201
2017-08-01,4094
2017-08-02,3936
2017-08-03,4024
2017-08-04,4024
2017-08-05,4028
2017-08-06,3983
2017-08-09,4084
2017-08-10,4131
2017-08-11,4181
2017-08-12,4194
2017-08-13,4194
2017-08-14,4162
2017-08-15,4109
2017-08-16,4109
2017-08-17,4105
2017-08-18,4105
2017-08-19,4226
2017-08-20,4156
2017-08-21,4052
2017-08-22,3975
2017-08-23,3914
2017-08-24,3914
2017-08-25,3960
2017-08-26,4157
2017-08-27,4344
2017-08-28,4448
2017-08-29,4448
2017-08-30,4549
2017-08-31,4549
2017-09-01,4691
2017-09-02,4907
2017-09-03,4907
2017-09-04,5124
2017-09-05,5354
2017-09-06,5364
2017-09-07,5300
2017-09-08,5300
2017-09-09,5265
2017-09-10,5223
2017-09-11,5223
2017-09-12,5417
2017-09-13,5548
2017-09-14,5627
2017-09-15,5627
2017-09-16,5543
2017-09-17,5588
2017-09-18,5588
2017-09-19,5416
2017-09-20,5364
2017-09-21,5364
2017-09-22,5161
2017-09-23,5161
2017-09-24,4981
2017-09-25,4981
2017-09-26,5050
2017-09-27,5050
2017-09-28,5272
2017-09-29,5402
2017-09-30,5402
2017-10-01,5431
2017-10-02,5692
2017-10-03,5692
2017-10-04,5906
2017-10-05,5906
2017-10-06,6167
2017-10-07,6277
2017-10-08,6402
2017-10-09,6290
2017-10-10,6507
2017-10-11,6507
2017-10-12,6377
2017-10-13,6172
2017-10-14,5936
2017-10-15,5936
2017-10-16,5728
2017-10-17,5728
2017-10-18,5712
2017-10-19,5712
2017-10-20,5854
2017-10-21,6001
2017-10-22,6050
2017-10-23,5926
2017-10-24,5680
2017-10-25,5539
2017-10-26,5401
2017-10-27,5303
2017-10-28,5303
2017-10-29,5049
2017-10-30,4824
2017-10-31,4991
2017-11-01,4991
2017-11-02,5196
2017-11-03,5196
2017-11-04,5216
2017-11-05,5216
2017-11-06,5210
2017-11-07,5298
2017-11-08,5309
2017-11-09,5319
2017-11-10,5319
2017-11-11,5496
2017-11-12,5558
2017-11-13,5591
2017-11-14,5591
2017-11-15,5701
2017-11-16,5673
2017-11-17,5673
2017-11-18,5954
2017-11-19,5979
2017-11-20,5840
2017-11-21,5637
2017-11-22,5637
2017-11-23,5477
2017-11-24,5477
2017-11-25,5339
2017-11-26,5339
2017-11-27,5158
2017-11-28,4942
2017-11-29,4942
2017-11-30,4820
2017-12-01,4695
2017-12-02,4695
2017-12-03,4617
2017-12-04,4617
2017-12-05,4593
2017-12-06,4593
2017-12-07,4601
2017-12-08,4601
2017-12-09,4599
2017-12-10,4633
2017-12-11,4685
2017-12-12,4685
2017-12-13,4609
2017-12-14,4609
2017-12-15,4579
2017-12-16,4579
2017-12-17,4590
2017-12-18,4732
2017-12-19,4732
2017-12-20,4662
2017-12-21,4625
2017-12-22,4625
2017-12-23,4637
2017-12-24,4637
2017-12-25,4626
2017-12-26,4638
2017-12-27,4624
2017-12-28,4624
2017-12-29,4629
2017-12-30,4608
2017-12-31,4608
2018-01-01,4669
2018-01-02,4575
2018-01-03,4477
2018-01-04,4321
2018-01-05,4215
2018-01-06,4220
2018-01-07,4369
2018-01-08,4369
2018-01-09,4442
2018-01-10,4442
2018-01-11,4508
2018-01-12,4508
2018-01-13,4500
2018-01-14,4459
2018-01-15,4388
2018-01-16,4396
2018-01-17,4503
2018-01-18,4657
2018-01-19,4657
2018-01-20,4739
2018-01-21,4756
2018-01-22,4804
2018-01-23,4721
2018-01-25,4581
2018-01-26,4449
2018-01-27,4379
2018-01-28,4304
2018-01-29,4276
2018-01-30,4214
2018-01-31,4185
2018-02-01,4185
2018-02-02,4086
2018-02-03,4023
2018-02-04,3929
2018-02-05,3929
2018-02-06,3821
2018-02-07,3872
2018-02-08,3872
2018-02-09,4012
2018-02-10,4012
2018-02-11,4130
2018-02-12,4288
2018-02-13,4331
2018-02-14,4497
2018-02-15,4532
2018-02-16,4544
2018-02-17,4699
2018-02-18,4699
2018-02-19,4768
2018-02-20,4768
2018-02-21,4695
2018-02-22,4695
2018-02-23,4704
2018-02-24,4704
2018-02-25,4842
2018-02-26,4842
2018-02-27,4940
2018-02-28,4940
2018-03-01,5050
2018-03-02,5141
2018-03-03,5186
2018-03-04,5186
2018-03-05,5011
2018-03-06,4791
2018-03-07,4684
2018-03-08,4684
2018-03-09,4594
2018-03-10,4594
2018-03-11,4448
2018-03-12,4448
2018-03-13,4237
2018-03-14,4143
2018-03-15,4143
2018-03-16,3983
2018-03-17,3783
2018-03-18,3888
2018-03-19,3888
2018-03-20,4044
2018-03-21,4044
2018-03-23,4123
2018-03-24,4211
2018-03-25,4295
2018-03-26,4295
2018-03-27,4351
2018-03-28,4351
2018-03-29,4442
2018-03-30,4442
2018-03-31,4379
2018-04-01,4379
2018-04-02,4300
2018-04-03,4434
2018-04-04,4513
2018-04-05,4513
2018-04-06,4432
2018-04-07,4432
2018-04-08,4357
2018-04-09,4329
2018-04-10,4329
2018-04-11,4228
2018-04-12,4336
2018-04-13,4336
2018-04-14,4472
2018-04-15,4530
2018-04-16,4530
2018-04-17,4676
2018-04-18,4676
2018-04-19,4901
2018-04-20,5031
2018-04-21,4940
2018-04-22,4940
2018-04-23,5051
2018-04-24,5051
2018-04-25,5181
2018-04-26,5181
2018-04-27,5419
2018-04-28,5411
2018-04-29,5411
2018-04-30,5487
2018-05-01,5586
2018-05-03,5630
2018-05-04,5630
2018-05-05,5495
2018-05-06,5495
2018-05-07,5239
2018-05-08,5239
2018-05-09,4979
2018-05-10,4780
2018-05-11,4780
2018-05-12,4732
2018-05-13,4732
2018-05-14,4615
2018-05-15,4615
2018-05-16,4568
2018-05-17,4551
2018-05-18,4506
2018-05-19,4604
2018-05-20,4604
2018-05-21,4692
2018-05-22,4692
2018-05-23,4727
2018-05-24,4727
2018-05-25,4616
2018-05-26,4600
2018-05-27,4600
2018-05-28,4453
2018-05-29,4519
2018-05-30,4519
2018-05-31,4502
2018-06-01,4551
2018-06-02,4436
2018-06-03,4436
2018-06-04,4325
2018-06-05,4253
2018-06-06,4172
2018-06-07,4172
2018-06-08,4130
2018-06-09,4130
2018-06-10,4108
2018-06-11,4108
2018-06-12,4075
2018-06-13,4087
2018-06-14,4098
2018-06-15,4098
2018-06-16,4034
2018-06-17,4183
2018-06-18,4379
2018-06-19,4588
2018-06-20,4588
2018-06-21,4703
2018-06-22,4843
2018-06-23,4843
2018-06-24,4895
2018-06-25,4955
2018-06-26,4955
2018-06-27,4998
2018-06-28,5005
2018-06-29,4970
2018-06-30,4970
2018-07-01,4989
2018-07-02,4989
2018-07-03,4981
2018-07-04,4981
2018-07-05,4892
2018-07-06,4857
2018-07-07,4857
2018-07-08,4779
2018-07-09,4717
2018-07-10,4551
2018-07-11,4544
2018-07-12,4544
2018-07-13,4445
2018-07-14,4382
2018-07-15,4382
2018-07-16,4296
2018-07-17,4176
2018-07-18,4136
2018-07-19,4136
2018-07-20,4052
2018-07-21,4010
2018-07-22,3996
2018-07-23,3957
2018-07-24,3886
2018-07-25,3886
2018-07-26,3857
2018-07-27,3759
2018-07-28,3759
2018-07-29,3652
2018-07-30,3595
2018-07-31,3517
2018-08-01,3517
2018-08-02,3436
2018-08-03,3436
2018-08-04,3508
2018-08-05,3527
2018-08-06,3587
2018-08-07,3634
2018-08-08,3642
2018-08-09,3642
2018-08-10,3655
2018-08-11,3723
2018-08-12,3785
2018-08-14,3944
2018-08-16,3991
2018-08-17,4047
2018-08-18,4047
2018-08-19,4100
2018-08-20,4198
2018-08-21,4198
2018-08-22,4251
2018-08-23,4354
2018-08-24,4438
2018-08-25,4568
2018-08-26,4568
2018-08-27,4478
2018-08-28,4683
2018-08-29,4756
2018-08-30,4767
2018-08-31,4654
2018-09-01,4585
2018-09-02,4520
2018-09-03,4490
2018-09-04,4340
2018-09-05,4177
2018-09-06,4177
2018-09-07,4062
2018-09-08,3976
2018-09-09,3976
2018-09-10,3864
2018-09-11,3864
2018-09-12,3854
2018-09-13,3854
2018-09-14,3822
2018-09-15,3772
2018-09-16,3772
2018-09-17,3770
2018-09-18,3908
2018-09-19,3998
2018-09-20,4020
2018-09-21,4093
2018-09-22,4161
2018-09-23,4242
2018-09-24,4224
2018-09-25,4224
2018-09-26,4166
2018-09-27,4166
2018-09-28,4122
2018-09-29,4052
2018-09-30,3965
2018-10-01,3827
2018-10-02,3912
2018-10-03,3963
2018-10-04,3963
2018-10-05,3949
2018-10-06,4064
2018-10-07,4064
2018-10-08,4266
2018-10-09,4480
2018-10-10,4692
2018-10-11,4927
2018-10-12,4927
2018-10-13,5164
2018-10-14,5307
2018-10-15,5521
2018-10-16,5796
2018-10-17,6081
2018-10-18,6381
2018-10-19,6693
2018-10-20,6693
2018-10-21,7028
2018-10-22,7380
2018-10-23,7380
2018-10-24,7749
2018-10-25,8111
2018-10-26,8501
2018-10-27,8866
2018-10-28,9190
2018-10-29,9190
2018-10-30,9644
2018-10-31,9837
2018-11-01,10299
2018-11-03,11025
2018-11-04,11407
2018-11-05,11938
2018-11-06,12453
2018-11-07,13010
2018-11-08,13648
2018-11-09,13977
2018-11-10,14289
2018-11-11,14595
2018-11-12,14552
2018-11-13,13824
2018-11-14,13168
2018-11-15,12595
2018-11-16,11998
2018-11-17,11465
2018-11-18,10910
2018-11-19,10871
2018-11-20,10575
2018-11-21,10076
2018-11-22,9774
2018-11-23,9465
2018-11-24,9168
2018-11-25,8833
2018-11-26,8493
2018-11-27,8068
2018-11-28,7725
2018-11-29,7450
2018-12-01,6919
2018-12-02,6754
2018-12-03,6754
2018-12-04,6536
2018-12-05,6414
2018-12-07,6238
2018-12-09,5940
2018-12-10,5977
2018-12-11,6074
2018-12-12,5969
2018-12-13,5677
2018-12-14,5556
2018-12-15,5451
2018-12-16,5522
2018-12-17,5570
2018-12-18,5564
2018-12-19,5588
2018-12-20,5528
2018-12-21,5464
2018-12-22,5459
2018-12-23,5527
2018-12-24,5615
2018-12-25,5634
2018-12-26,5626
2018-12-27,5591
2018-12-28,5569
2018-12-29,5619
2018-12-30,5616
2018-12-31,5573
2019-01-01,5469
2019-01-02,5564
2019-01-03,5689
2019-01-04,5767
2019-01-05,5717
2019-01-06,5744
2019-01-08,5841
2019-01-10,5864
2019-01-11,5926
2019-01-12,5959
2019-01-13,5986
2019-01-14,5953
2019-01-15,6004
2019-01-16,6056
2019-01-17,6194
2019-01-18,6391
2019-01-19,6349
2019-01-20,6320
2019-01-21,6528
2019-01-22,6652
2019-01-23,6607
2019-01-24,6723
2019-01-25,6957
2019-01-26,7000
2019-01-27,7008
2019-01-28,7048
2019-01-29,6994
2019-01-30,6873
2019-01-31,6729
2019-02-01,6627
2019-02-02,6494
2019-02-03,6389
2019-02-04,6389
2019-02-05,6176
2019-02-06,6176
2019-02-07,5946
2019-02-08,5700
2019-02-09,5612
2019-02-10,5533
2019-02-11,5464
2019-02-12,5332
2019-02-13,5252
2019-02-14,5200
2019-02-15,5089
2019-02-16,4997
2019-02-17,4857
2019-02-18,4715
2019-02-19,4596
2019-02-20,4475
2019-02-21,4316
2019-02-22,4215
2019-02-23,4229
2019-02-24,4245
2019-02-25,4259
2019-02-26,4236
2019-02-27,4231
2019-02-28,4221
2019-03-01,4270
2019-03-02,4252
2019-03-03,4161
2019-03-04,4090
2019-03-05,4031
2019-03-06,3963
2019-03-07,3911
2019-03-08,3807
2019-03-09,3777
2019-03-10,3711
2019-03-11,3631
2019-03-12,3681
2019-03-13,3686
2019-03-14,3710
2019-03-15,3745
2019-03-16,3805
2019-03-17,3819
2019-03-18,3892
2019-03-19,3942
2019-03-20,3939
2019-03-21,3991
2019-03-22,4148
2019-03-23,4191
2019-03-24,4233
2019-03-25,4247
