date_obj,Guthan's%20armour%20set price
2016-06-15,7519542
2016-06-16,7483390
2016-06-17,7385723
2016-06-18,7357645
2016-06-19,7321094
2016-06-20,7301392
2016-06-21,7275084
2016-06-22,7326310
2016-06-23,7547336
2016-06-24,7660628
2016-06-25,7922599
2016-06-26,8016960
2016-06-27,7934205
2016-06-28,7829482
2016-06-29,7740793
2016-06-30,7694406
2016-07-01,7813381
2016-07-02,8110306
2016-07-03,8049519
2016-07-04,8014638
2016-07-05,7968496
2016-07-06,7782131
2016-07-07,7399387
2016-07-08,7105306
2016-07-09,7003455
2016-07-10,6885556
2016-07-11,6681248
2016-07-12,6465359
2016-07-13,6225963
2016-07-14,5953698
2016-07-15,6239522
2016-07-16,6551458
2016-07-17,6663791
2016-07-18,6673691
2016-07-23,6261694
2016-07-24,6114842
2016-07-25,5993014
2016-07-26,6147339
2016-07-27,6083955
2016-07-28,6008981
2016-07-29,6078391
2016-07-30,6068273
2016-07-31,6032218
2016-08-01,6013151
2016-08-02,6018778
2016-08-03,6020704
2016-08-04,5982443
2016-08-05,5862886
2016-08-06,5807616
2016-08-07,5810265
2016-08-08,5710912
2016-08-09,5578518
2016-08-10,5421249
2016-08-11,5371150
2016-08-12,5279455
2016-08-13,5322517
2016-08-14,5375685
2016-08-15,5505639
2016-08-16,5780841
2016-08-17,6011896
2016-08-18,5939868
2016-08-19,5856343
2016-08-20,5849629
2016-08-21,6085253
2016-08-22,6053376
2016-08-23,5929733
2016-08-24,5766843
2016-08-25,5548938
2016-08-26,5556249
2016-08-28,5640271
2016-08-31,5468318
2016-09-01,5456774
2016-09-02,5456564
2016-09-03,5457466
2016-09-04,5465485
2016-09-05,5455831
2016-09-06,5449766
2016-09-07,5514804
2016-09-08,5530408
2016-09-09,5574124
2016-09-10,5550084
2016-09-11,5657900
2016-09-12,5553206
2016-09-13,5426305
2016-09-14,5326849
2016-09-15,5310510
2016-09-16,5413062
2016-09-17,5673295
2016-09-18,5956960
2016-09-19,6254793
2016-09-20,6485987
2016-09-21,6742739
2016-09-22,6914846
2016-09-23,7194825
2016-09-24,7069743
2016-09-25,6910366
2016-09-26,6572551
2016-09-27,6510588
2016-09-28,6385950
2016-09-29,6168886
2016-09-30,6264823
2016-10-01,6302556
2016-10-02,6282897
2016-10-03,6245975
2016-10-04,6182482
2016-10-05,6096181
2016-10-06,6057775
2016-10-07,5976549
2016-10-08,6108493
2016-10-09,6177781
2016-10-10,6141028
2016-10-11,6122369
2016-10-12,6108516
2016-10-13,6088364
2016-10-14,6113335
2016-10-15,6340153
2016-10-16,6580573
2016-10-17,6632716
2016-10-18,6708494
2016-10-19,6972694
2016-10-20,6993397
2016-10-21,7264979
2016-10-22,7312027
2016-10-23,7279507
2016-10-24,7256356
2016-10-25,7240477
2016-10-26,7140561
2016-10-27,7111667
2016-10-28,7148879
2016-10-29,7391709
2016-10-30,7595686
2016-10-31,7595441
2016-11-01,7608596
2016-11-02,7596034
2016-11-03,7533711
2016-11-04,7472108
2016-11-05,7461791
2016-11-06,7391122
2016-11-07,7283539
2016-11-08,7217108
2016-11-09,7052819
2016-11-10,6743824
2016-11-11,6610689
2016-11-12,6739826
2016-11-13,6774207
2016-11-14,6908847
2016-11-15,6778574
2016-12-07,6589789
2016-12-08,6503883
2016-12-09,6497378
2016-12-10,6529877
2016-12-11,6646806
2016-12-12,6819046
2016-12-13,6831959
2016-12-14,6973041
2016-12-15,7090723
2016-12-16,7313340
2016-12-17,7674266
2016-12-18,7797921
2016-12-19,8038907
2016-12-20,8344524
2016-12-21,8473281
2016-12-22,8594867
2016-12-23,8548525
2016-12-24,8487533
2016-12-25,8445808
2016-12-26,8550742
2016-12-27,8745423
2016-12-28,8895840
2016-12-29,8859345
2016-12-30,8757633
2016-12-31,8690793
2017-01-01,8497869
2017-01-02,8478544
2017-01-03,8433774
2017-01-04,8246318
2017-01-05,7834002
2017-01-06,7442301
2017-01-07,7070185
2017-01-08,6716841
2017-01-09,6380998
2017-01-10,6082607
2017-01-11,6041314
2017-01-12,6064894
2017-01-13,6096708
2017-01-14,6131836
2017-01-15,6188652
2017-01-16,6068082
2017-01-17,6002592
2017-01-18,5957880
2017-01-19,5959787
2017-01-20,5967441
2017-01-21,6008407
2017-01-22,5970341
2017-01-23,5911213
2017-01-27,5731709
2017-01-28,5692046
2017-01-29,5723304
2017-01-30,5724560
2017-01-31,5779410
2017-02-01,5885300
2017-02-02,5898762
2017-02-03,5917278
2017-02-04,5897233
2017-02-05,5903793
2017-02-06,5908182
2017-02-07,5904940
2017-02-08,5834616
2017-02-09,5825422
2017-02-10,5791477
2017-02-11,5766544
2017-02-12,5766679
2017-02-13,5751491
2017-02-14,5787124
2017-02-15,5763551
2017-02-16,5802781
2017-02-18,5858587
2017-02-19,5857192
2017-02-20,5789329
2017-02-21,5702698
2017-02-22,5515598
2017-02-23,5251502
2017-02-24,5000298
2017-02-25,4981323
2017-02-26,5092133
2017-02-27,5183461
2017-02-28,5149603
2017-03-01,5145682
2017-03-02,5138639
2017-03-03,5188942
2017-03-04,5336707
2017-03-05,5415235
2017-03-06,5465017
2017-03-07,5450247
2017-03-08,5419639
2017-03-09,5337126
2017-03-10,5244009
2017-03-11,5173164
2017-03-12,5133138
2017-03-13,5043720
2017-03-14,4863877
2017-03-15,4652691
2017-03-16,4558809
2017-03-17,4449136
2017-03-18,4357976
2017-03-19,4168414
2017-03-20,4064890
2017-03-21,4081561
2017-03-22,4171549
2017-03-23,4373605
2017-03-24,4592286
2017-03-25,4821813
2017-03-26,4887804
2017-03-27,4765413
2017-03-28,4713127
2017-03-29,4690959
2017-03-30,4824716
2017-03-31,4990117
2017-04-01,4962033
2017-04-02,4936904
2017-04-03,4819065
2017-04-04,4761741
2017-04-12,4673087
2017-04-13,4643781
2017-04-14,4625522
2017-04-15,4593084
2017-04-16,4646964
2017-04-17,4695950
2017-04-18,4648681
2017-04-19,4613771
2017-04-20,4596981
2017-04-21,4593779
2017-04-22,4613014
2017-04-23,4682399
2017-04-24,4631235
2017-04-25,4651440
2017-04-26,4662394
2017-04-27,4666726
2017-04-28,4707429
2017-04-29,4745949
2017-04-30,4844353
2017-05-01,4881184
2017-05-02,4946667
2017-05-03,5027323
2017-05-04,5273567
2017-05-05,5536247
2017-05-06,5591648
2017-05-07,5675159
2017-05-08,5595785
2017-05-09,5511780
2017-05-10,5387518
2017-05-11,5180892
2017-05-12,5000389
2017-05-13,4908714
2017-05-14,4863280
2017-05-15,4800760
2017-05-16,4814615
2017-05-17,4911445
2017-05-18,4848424
2017-05-19,4849063
2017-05-20,4969761
2017-05-21,5070053
2017-05-22,5149742
2017-05-23,5077480
2017-05-24,4983432
2017-05-25,4786066
2017-05-26,4604543
2017-05-27,4698004
2017-05-28,4800796
2017-05-29,4908003
2017-05-30,4981913
2017-05-31,5123071
2017-06-01,4986357
2017-06-02,4854806
2017-06-03,4923311
2017-06-04,4961897
2017-06-05,4824988
2017-06-06,4615605
2017-06-07,4486153
2017-06-08,4523845
2017-06-09,4447860
2017-06-10,4325168
2017-06-11,4132999
2017-06-12,3926349
2017-06-13,3923849
2017-06-14,4112277
2017-06-15,4176552
2017-06-16,4187969
2017-06-17,4179233
2017-06-18,4133366
2017-06-19,4074335
2017-06-20,4031409
2017-06-21,3959067
2017-06-22,3974704
2017-06-23,3994559
2017-06-24,4010312
2017-06-25,4032575
2017-06-26,4026116
2017-06-27,4049693
2017-06-28,4015631
2017-06-29,4039637
2017-06-30,4052636
2017-07-01,4039085
2017-07-02,4036766
2017-07-03,4044436
2017-07-04,4035690
2017-07-05,4018255
2017-07-06,3986935
2017-07-07,4047398
2017-07-08,4086485
2017-07-13,3968161
2017-07-14,3937135
2017-07-15,3954912
2017-07-16,4010183
2017-07-17,3991173
2017-07-18,4034985
2017-07-19,4105630
2017-07-20,4265851
2017-07-21,4434389
2017-07-22,4634351
2017-07-23,4775278
2017-07-24,4763910
2017-07-25,4736022
2017-07-26,4708671
2017-07-27,4713543
2017-07-28,4687171
2017-07-29,4693750
2017-07-30,4669350
2017-07-31,4635091
2017-08-01,4580496
2017-08-02,4559301
2017-08-03,4554367
2017-08-04,4529727
2017-08-05,4494896
2017-08-06,4485916
2017-08-09,4421254
2017-08-10,4329384
2017-08-11,4342768
2017-08-12,4352097
2017-08-13,4311788
2017-08-14,4275954
2017-08-15,4263755
2017-08-16,4236729
2017-08-17,4190414
2017-08-18,4175551
2017-08-19,4223521
2017-08-20,4337055
2017-08-21,4381683
2017-08-22,4276183
2017-08-23,4232044
2017-08-24,4254254
2017-08-25,4214628
2017-08-26,4323247
2017-08-27,4446690
2017-08-28,4440054
2017-08-29,4389566
2017-08-30,4373300
2017-08-31,4446056
2017-09-01,4410412
2017-09-02,4441177
2017-09-03,4515149
2017-09-04,4540848
2017-09-05,4738565
2017-09-06,4763020
2017-09-07,4570240
2017-09-08,4524772
2017-09-09,4504852
2017-09-10,4474931
2017-09-11,4422902
2017-09-12,4433042
2017-09-13,4409836
2017-09-14,4584625
2017-09-15,4704465
2017-09-16,4865128
2017-09-17,4901753
2017-09-18,4896317
2017-09-19,4909023
2017-09-20,4863442
2017-09-21,4829503
2017-09-22,4802070
2017-09-23,4792868
2017-09-24,4815643
2017-09-25,4781905
2017-09-26,4755563
2017-09-27,4760874
2017-09-28,4772407
2017-09-29,4763944
2017-09-30,4764257
2017-10-01,4781459
2017-10-02,4727593
2017-10-03,4686044
2017-10-04,4663432
2017-10-05,4609322
2017-10-06,4747181
2017-10-07,4795600
2017-10-08,4859986
2017-10-09,4905449
2017-10-10,4919654
2017-10-11,4989135
2017-10-12,4948937
2017-10-13,4945160
2017-10-14,5114867
2017-10-15,5078365
2017-10-16,5000432
2017-10-17,4974632
2017-10-18,4960091
2017-10-19,4905120
2017-10-20,4930924
2017-10-21,5028945
2017-10-22,4980180
2017-10-23,4917102
2017-10-24,4864163
2017-10-25,4842626
2017-10-26,5052916
2017-10-27,5214732
2017-10-28,5360764
2017-10-29,5556563
2017-10-30,5490536
2017-10-31,5402613
2017-11-01,5340045
2017-11-02,5209921
2017-11-03,5038933
2017-11-04,4944732
2017-11-05,4836248
2017-11-06,4722801
2017-11-07,4649080
2017-11-08,4586128
2017-11-09,4569454
2017-11-10,4603950
2017-11-11,4571125
2017-11-12,4595848
2017-11-13,4540860
2017-11-14,4488004
2017-11-15,4436391
2017-11-16,4415481
2017-11-17,4380831
2017-11-18,4397311
2017-11-19,4395734
2017-11-20,4443508
2017-11-21,4436175
2017-11-22,4440208
2017-11-23,4431996
2017-11-24,4463460
2017-11-25,4457545
2017-11-26,4405518
2017-11-27,4357455
2017-11-28,4295630
2017-11-29,4147666
2017-11-30,4066123
2017-12-01,4030243
2017-12-02,4047850
2017-12-03,4039695
2017-12-04,4024606
2017-12-05,3978919
2017-12-06,3939659
2017-12-07,3930005
2017-12-08,3961536
2017-12-09,3990065
2017-12-10,4044499
2017-12-11,3977522
2017-12-12,3952060
2017-12-13,3953799
2017-12-14,3954172
2017-12-15,3946934
2017-12-16,3954409
2017-12-17,3990071
2017-12-18,4021885
2017-12-19,3958519
2017-12-20,3934937
2017-12-21,3946060
2017-12-22,4065965
2017-12-23,4143925
2017-12-24,4332298
2017-12-25,4449579
2017-12-26,4497549
2017-12-27,4465204
2017-12-28,4469186
2017-12-29,4488057
2017-12-30,4570057
2017-12-31,4520644
2018-01-01,4458393
2018-01-02,4443671
2018-01-03,4356607
2018-01-04,4150314
2018-01-05,4004885
2018-01-06,4080977
2018-01-07,4189557
2018-01-08,4250956
2018-01-09,4070729
2018-01-10,3954571
2018-01-11,3917291
2018-01-12,3949186
2018-01-13,4049589
2018-01-14,4147150
2018-01-15,4255851
2018-01-16,4196160
2018-01-17,4123145
2018-01-18,4100365
2018-01-19,4112150
2018-01-20,4183343
2018-01-21,4294636
2018-01-22,4357116
2018-01-23,4387293
2018-01-25,4547387
2018-01-26,4477165
2018-01-27,4448895
2018-01-28,4478561
2018-01-29,4442287
2018-01-30,4538256
2018-01-31,4577392
2018-02-01,4627215
2018-02-02,4581117
2018-02-03,4599507
2018-02-04,4612367
2018-02-05,4598210
2018-02-06,4562814
2018-02-07,4549877
2018-02-08,4515148
2018-02-09,4453738
2018-02-10,4359726
2018-02-11,4264848
2018-02-12,4117553
2018-02-13,4031400
2018-02-14,3977716
2018-02-15,4034491
2018-02-16,4168494
2018-02-17,4268492
2018-02-18,4141902
2018-02-19,4104694
2018-02-20,4130812
2018-02-21,4184689
2018-02-22,4163108
2018-02-23,4191213
2018-02-24,4213751
2018-02-25,4193130
2018-02-26,4199470
2018-02-27,4171966
2018-02-28,4189884
2018-03-01,4153616
2018-03-02,4185956
2018-03-03,4245049
2018-03-04,4266643
2018-03-05,4253977
2018-03-06,4212447
2018-03-07,4183682
2018-03-08,4169249
2018-03-09,4192392
2018-03-10,4186377
2018-03-11,4174785
2018-03-12,4175050
2018-03-13,4201590
2018-03-14,4168999
2018-03-15,4138743
2018-03-16,4152372
2018-03-17,4153734
2018-03-18,4172494
2018-03-19,4135732
2018-03-20,4127121
2018-03-21,4122487
2018-03-23,4127954
2018-03-24,4160402
2018-03-25,4176327
2018-03-26,4149118
2018-03-27,4150379
2018-03-28,4177094
2018-03-29,4176336
2018-03-30,4191309
2018-03-31,4211466
2018-04-01,4221100
2018-04-02,4214096
2018-04-03,4190453
2018-04-04,4171953
2018-04-05,4256505
2018-04-06,4227529
2018-04-07,4227750
2018-04-08,4218484
2018-04-09,4207777
2018-04-10,4203878
2018-04-11,4175293
2018-04-12,4109898
2018-04-13,4153153
2018-04-14,4199080
2018-04-15,4221865
2018-04-16,4235469
2018-04-17,4239184
2018-04-18,4232983
2018-04-19,4225433
2018-04-20,4156378
2018-04-21,4130571
2018-04-22,4118953
2018-04-23,4050369
2018-04-24,4007363
2018-04-25,3984162
2018-04-26,3987614
2018-04-27,4010541
2018-04-28,4048761
2018-04-29,4075910
2018-04-30,4062702
2018-05-01,4107968
2018-05-03,4087026
2018-05-04,4099428
2018-05-05,4123262
2018-05-06,4110261
2018-05-07,4154991
2018-05-08,4122865
2018-05-09,4133605
2018-05-10,4104223
2018-05-11,4033791
2018-05-12,4019389
2018-05-13,4012330
2018-05-14,4020425
2018-05-15,4035223
2018-05-16,4061143
2018-05-17,4053015
2018-05-18,4067043
2018-05-19,4075131
2018-05-20,4056409
2018-05-21,4037083
2018-05-22,4022323
2018-05-23,3985364
2018-05-24,3962520
2018-05-25,3988803
2018-05-26,3986482
2018-05-27,4045190
2018-05-28,4043788
2018-05-29,4058466
2018-05-30,4098258
2018-05-31,4095874
2018-06-01,4106195
2018-06-02,4128331
2018-06-03,4090016
2018-06-04,4154760
2018-06-05,4179703
2018-06-06,4104122
2018-06-07,3900683
2018-06-08,3771560
2018-06-09,3594389
2018-06-10,3417626
2018-06-11,3360373
2018-06-12,3310485
2018-06-13,3233236
2018-06-14,3195969
2018-06-15,3186794
2018-06-16,3272620
2018-06-17,3280127
2018-06-18,3257479
2018-06-19,3210615
2018-06-20,3181769
2018-06-21,3158268
2018-06-22,3171862
2018-06-23,3209449
2018-06-24,3180292
2018-06-25,3178768
2018-06-26,3187807
2018-06-27,3176419
2018-06-28,3221771
2018-06-29,3252341
2018-06-30,3265557
2018-07-01,3315366
2018-07-02,3355272
2018-07-03,3372633
2018-07-04,3361824
2018-07-05,3378253
2018-07-06,3465319
2018-07-07,3554549
2018-07-08,3659606
2018-07-09,3673454
2018-07-10,3723192
2018-07-11,3728286
2018-07-12,3648075
2018-07-13,3661404
2018-07-14,3664573
2018-07-15,3676249
2018-07-16,3663114
2018-07-17,3631221
2018-07-18,3572846
2018-07-19,3547029
2018-07-20,3529800
2018-07-21,3554474
2018-07-22,3590587
2018-07-23,3590444
2018-07-24,3585982
2018-07-25,3588427
2018-07-26,3577264
2018-07-27,3533518
2018-07-28,3566677
2018-07-29,3550922
2018-07-30,3521168
2018-07-31,3487836
2018-08-01,3482588
2018-08-02,3455960
2018-08-03,3432717
2018-08-04,3452862
2018-08-05,3586068
2018-08-06,3582847
2018-08-07,3579180
2018-08-08,3582273
2018-08-09,3550368
2018-08-10,3513390
2018-08-11,3479965
2018-08-12,3468129
2018-08-14,3379388
2018-08-16,3183680
2018-08-17,3141067
2018-08-18,3252670
2018-08-19,3214937
2018-08-20,3304324
2018-08-21,3350690
2018-08-22,3343960
2018-08-23,3331125
2018-08-24,3306642
2018-08-25,3357420
2018-08-26,3356011
2018-08-27,3370111
2018-08-28,3355170
2018-08-29,3372338
2018-08-30,3445241
2018-08-31,3555022
2018-09-01,3677504
2018-09-02,3774992
2018-09-03,3894069
2018-09-04,3878937
2018-09-05,3842353
2018-09-06,3882561
2018-09-07,3851679
2018-09-08,3904614
2018-09-09,3936328
2018-09-10,3921379
2018-09-11,3923112
2018-09-12,3991146
2018-09-13,3970233
2018-09-14,3968755
2018-09-15,4028614
2018-09-16,4045227
2018-09-17,4070931
2018-09-18,4069405
2018-09-19,4039619
2018-09-20,4017162
2018-09-21,4024400
2018-09-22,4034745
2018-09-23,4122304
2018-09-24,4103352
2018-09-25,4079444
2018-09-26,4050384
2018-09-27,4003945
2018-09-28,3952296
2018-09-29,4010083
2018-09-30,4007565
2018-10-01,3963954
2018-10-02,3951901
2018-10-03,3893235
2018-10-04,3863503
2018-10-05,3856229
2018-10-06,3841741
2018-10-07,3821179
2018-10-08,3794135
2018-10-09,3785061
2018-10-10,3742562
2018-10-11,3676703
2018-10-12,3712992
2018-10-13,3797960
2018-10-14,3827552
2018-10-15,3855667
2018-10-16,3812418
2018-10-17,3745575
2018-10-18,3653118
2018-10-19,3659158
2018-10-20,3746914
2018-10-21,3768844
2018-10-22,3714186
2018-10-23,3651541
2018-10-24,3614823
2018-10-25,3617816
2018-10-26,3730232
2018-10-27,3813595
2018-10-28,3915216
2018-10-29,3850917
2018-10-30,3890289
2018-10-31,4004544
2018-11-01,4109867
2018-11-03,4252211
2018-11-04,4428656
2018-11-05,4385746
2018-11-06,4404191
2018-11-07,4587197
2018-11-08,4569038
2018-11-09,4565406
2018-11-10,4593578
2018-11-11,4736149
2018-11-12,4891274
2018-11-13,5002657
2018-11-14,5144366
