date_obj,Red%20elegant%20skirt price
2019-04-08,2651
2019-04-09,2651
2019-04-10,2623
2019-04-11,2623
2019-04-12,2623
2019-04-13,2623
2019-04-14,2623
2019-04-15,2554
2019-04-16,2554
2019-04-17,2554
2019-04-18,2554
2019-04-19,2554
2019-04-20,2554
2019-04-21,2554
2019-04-22,2504
2019-04-23,2504
2019-04-24,2504
2019-04-25,2504
2019-04-26,2504
2019-04-27,2504
2019-04-28,2519
2019-04-29,2519
2019-04-30,2519
2019-05-01,2519
2019-05-02,2519
2019-05-03,2566
2019-05-04,2566
2019-05-05,2566
2019-05-06,2566
2019-05-07,2566
2019-05-08,2620
2019-05-09,2620
2019-05-10,2620
2019-05-11,2620
2019-05-12,2620
2019-05-13,2620
2019-05-14,2626
2019-05-15,2626
2019-05-16,2626
2019-05-17,2626
2019-05-18,2626
2019-05-19,2607
2019-05-20,2607
2019-05-21,2607
2019-05-22,2607
2019-05-23,2607
2019-05-24,2607
2019-05-25,2568
2019-05-26,2568
2019-05-27,2568
2019-05-28,2568
2019-05-29,2568
2019-05-30,2568
2019-05-31,2523
2019-06-01,2523
2019-06-02,2523
2019-06-03,2523
2019-06-04,2523
2019-06-05,2523
2019-06-06,2434
2019-06-07,2434
2019-06-08,2434
2019-06-09,2434
2019-06-10,2434
2019-06-11,2434
2019-06-12,2357
2019-06-13,2357
2019-06-14,2357
2019-06-15,2357
2019-06-16,2357
2019-06-17,2294
2019-06-18,2294
2019-06-19,2294
2019-06-20,2294
2019-06-21,2294
2019-06-22,2294
2019-06-23,2247
2019-06-24,2247
2019-06-25,2247
2019-06-26,2247
2019-06-27,2247
2019-06-28,2247
2019-06-29,2261
2019-06-30,2261
2019-07-01,2261
2019-07-02,2261
2019-07-03,2261
2019-07-04,2261
2019-07-05,2302
2019-07-06,2302
2019-07-07,2302
2019-07-08,2302
2019-07-09,2302
2019-07-10,2302
2019-07-11,2345
2019-07-12,2345
2019-07-13,2345
2019-07-14,2345
2019-07-15,2345
2019-07-16,2345
2019-07-17,2405
2019-07-18,2405
2019-07-19,2405
2019-07-20,2405
2019-07-21,2405
2019-07-22,2405
2019-07-23,2500
2019-07-24,2500
2019-07-25,2500
2019-07-26,2500
2019-07-27,2500
2019-07-28,2500
2019-07-29,2500
2019-07-30,2499
2019-07-31,2499
2019-08-01,2499
2019-08-02,2499
2019-08-03,2499
2019-08-04,2514
2019-08-05,2514
2019-08-06,2514
2019-08-07,2514
2019-08-08,2514
2019-08-09,2514
2019-08-10,2392
2019-08-11,2392
2019-08-12,2392
2019-08-13,2392
2019-08-14,2392
2019-08-15,2288
2019-08-16,2288
2019-08-17,2288
2019-08-18,2288
2019-08-19,2288
2019-08-20,2209
2019-08-21,2209
2019-08-22,2209
2019-08-23,2209
2019-08-24,2209
2019-08-24,2209
2019-08-25,2209
2019-08-25,2209
2019-08-26,2129
2019-08-26,2129
2019-08-27,2129
2019-08-27,2129
2019-08-28,2129
2019-08-29,2129
2019-08-30,2127
2019-08-31,2127
2019-09-01,2127
2019-09-02,2127
2019-09-03,2127
2019-09-04,2162
2019-09-05,2162
2019-09-06,2162
2019-09-07,2162
2019-09-08,2162
2019-09-09,2162
2019-09-10,2162
2019-09-11,2162
2019-09-12,2104
2019-09-13,2104
2019-09-14,2104
2019-09-15,2104
2019-09-16,2104
2019-09-17,2104
2019-09-18,2104
2019-09-19,2191
2019-09-20,2191
2019-09-21,2191
2019-09-22,2191
2019-09-23,2191
2019-09-24,2191
2019-09-25,2191
2019-09-26,2191
2019-09-27,2191
2019-09-28,2092
2019-09-29,2092
2019-09-30,2092
2019-10-01,2092
2019-10-02,2092
2019-10-03,2092
2019-10-04,2092
2019-10-05,2024
2019-10-06,2024
2019-10-07,2024
2019-10-08,2024
2019-10-09,2024
2019-10-10,2024
2019-10-11,1992
2019-10-12,1992
2019-10-13,1992
2019-10-14,1992
2019-10-15,1992
2019-10-16,1992
2019-10-17,1992
2019-10-18,1903
2019-10-19,1903
2019-10-20,1903
2019-10-21,1903
2019-10-22,1903
2019-10-23,1903
2019-10-24,1831
2019-10-25,1831
2019-10-26,1831
2019-10-27,1831
2019-10-28,1831
2019-10-29,1831
2019-10-30,1831
2019-10-31,1757
2019-11-01,1757
2019-11-02,1757
2019-11-03,1757
2019-11-04,1757
2019-11-05,1757
2019-11-06,1757
2019-11-07,1757
2019-11-08,1757
2019-11-09,1757
2019-11-10,1757
2019-11-11,1757
2019-11-12,1757
2019-11-13,1780
2019-11-14,1780
2019-11-15,1780
2019-11-16,1780
2019-11-17,1780
2019-11-18,1780
2019-11-19,1750
2019-11-20,1750
2019-11-21,1750
2019-11-22,1750
2019-11-23,1750
2019-11-24,1750
2019-11-25,1750
2019-11-26,1720
2019-11-27,1720
2019-11-28,1720
2019-11-29,1720
2019-11-30,1720
2019-12-01,1720
2019-12-02,1720
2019-12-03,1720
2019-12-04,1672
2019-12-05,1672
2019-12-06,1672
2019-12-07,1672
2019-12-08,1672
2019-12-09,1672
2019-12-10,1672
2019-12-11,1658
2019-12-12,1658
2019-12-13,1658
2019-12-14,1658
2019-12-15,1658
2019-12-16,1658
2019-12-17,1612
2019-12-18,1612
2019-12-19,1612
2019-12-20,1612
2019-12-21,1612
2019-12-22,1612
2019-12-23,1612
2019-12-24,1612
2019-12-25,1579
2019-12-26,1579
2019-12-27,1579
2019-12-28,1579
2019-12-29,1579
2019-12-30,1579
2019-12-31,1579
2020-01-01,1579
2020-01-02,1501
2020-01-03,1501
2020-01-04,1501
2020-01-05,1501
2020-01-06,1501
2020-01-07,1501
2020-01-08,1444
2020-01-09,1444
2020-01-10,1444
2020-01-11,1444
2020-01-12,1444
2020-01-13,1444
2020-01-14,1444
2020-01-15,1376
2020-01-16,1376
2020-01-17,1376
2020-01-18,1376
2020-01-19,1376
2020-01-20,1376
2020-01-21,1376
2020-01-22,1315
2020-01-23,1315
2020-01-24,1315
2020-01-25,1315
2020-01-26,1315
2020-01-27,1315
2020-01-28,1259
2020-01-29,1259
2020-01-30,1259
2020-01-31,1259
2020-02-01,1259
2020-02-02,1259
2020-02-03,1259
2020-02-04,1239
2020-02-05,1239
2020-02-06,1239
2020-02-07,1239
2020-02-08,1239
2020-02-09,1239
2020-02-10,1205
2020-02-11,1205
2020-02-12,1205
2020-02-13,1205
2020-02-14,1205
2020-02-15,1185
2020-02-16,1185
2020-02-17,1185
2020-02-18,1185
2020-02-19,1185
2020-02-20,1158
2020-02-21,1158
2020-02-22,1158
2020-02-23,1158
2020-02-24,1158
2020-02-25,1158
2020-02-26,1158
2020-02-27,1136
2020-02-28,1136
2020-02-29,1136
2020-03-01,1136
2020-03-02,1136
2020-03-03,1136
2020-03-04,1136
2020-03-05,1090
2020-03-06,1090
2020-03-07,1090
2020-03-08,1090
2020-03-09,1090
2020-03-10,1090
2020-03-11,1082
2020-03-12,1082
2020-03-13,1082
2020-03-14,1082
2020-03-15,1082
2020-03-16,1082
2020-03-17,1079
2020-03-18,1079
2020-03-19,1079
2020-03-20,1079
2020-03-21,1079
2020-03-22,1059
2020-03-23,1059
2020-03-24,1059
2020-03-25,1059
2020-03-26,1059
2020-03-27,1058
2020-03-28,1058
2020-03-29,1058
2020-03-30,1058
2020-03-31,1065
2020-04-01,1065
2020-04-02,1065
2020-04-03,1065
2020-04-04,1065
2020-04-05,1056
2020-04-06,1056
2020-04-07,1056
2020-04-08,1056
2020-04-09,1056
2020-04-10,1043
2020-04-11,1043
2020-04-12,1043
2020-04-13,1043
2020-04-14,1013
2020-04-15,1013
2020-04-16,1013
2020-04-17,1013
2020-04-18,1013
2020-04-19,993
2020-04-20,993
2020-04-21,993
2020-04-22,993
2020-04-23,963
2020-04-24,963
2020-04-25,963
2020-04-26,963
2020-04-27,963
2020-04-28,963
2020-04-29,963
2020-04-30,963
2020-05-01,963
2020-05-02,948
2020-05-03,948
2020-05-04,948
2020-05-05,948
2020-05-06,973
2020-05-07,973
2020-05-08,973
2020-05-09,973
2020-05-10,973
2020-05-11,1006
2020-05-12,1006
2020-05-13,1006
