date_obj,Gold%20headband price
2015-09-08,22191
2015-09-09,22191
2015-09-10,22128
2015-09-11,22128
2015-09-12,21769
2015-09-13,21724
2015-09-14,21724
2015-09-15,21368
2015-09-16,21368
2015-09-17,21427
2015-09-18,21427
2015-09-19,21246
2015-09-20,21246
2015-09-21,21429
2015-09-22,21760
2015-09-23,22401
2015-09-24,22401
2015-09-25,22973
2015-09-27,23575
2015-09-28,24255
2015-09-29,24255
2015-09-30,25029
2015-10-05,25601
2015-10-06,26059
2015-10-07,26059
2015-10-08,25987
2015-10-09,26001
2015-10-10,26001
2015-10-11,26374
2015-10-12,27235
2015-10-13,27235
2015-10-14,27824
2015-10-15,28392
2015-10-16,28392
2015-10-17,29027
2015-10-18,29679
2015-10-19,29767
2015-10-20,30128
2015-10-22,30647
2015-10-23,30647
2015-10-24,30602
2015-10-25,30427
2015-10-26,30427
2015-10-27,30037
2015-10-29,29975
2015-10-30,29975
2015-10-31,29927
2015-11-01,29927
2015-11-02,30164
2015-11-03,30164
2015-11-04,30488
2015-11-05,30488
2015-11-06,30530
2015-11-07,29905
2015-11-08,29905
2015-11-09,30165
2015-11-10,30165
2015-11-11,30627
2015-11-12,30627
2015-11-13,30390
2015-11-14,30390
2015-11-15,29051
2015-11-16,29051
2015-11-17,29363
2015-11-18,29363
2015-11-19,29191
2015-11-20,30301
2015-11-21,30301
2015-11-22,30642
2015-11-23,30642
2015-11-24,30477
2015-11-25,30507
2015-11-26,30507
2015-11-27,29835
2015-11-28,30407
2015-11-29,30908
2015-11-30,31392
2015-12-01,31392
2015-12-02,31838
2015-12-03,31838
2015-12-04,32008
2015-12-05,32008
2015-12-06,30700
2015-12-07,30700
2015-12-08,30839
2015-12-09,31137
2015-12-10,31137
2015-12-11,30376
2015-12-12,30376
2015-12-13,30116
2015-12-14,30116
2015-12-15,31313
2015-12-16,31313
2015-12-17,31914
2015-12-18,32354
2015-12-19,32354
2015-12-20,32448
2015-12-21,32448
2015-12-22,31979
2015-12-23,31979
2015-12-24,31322
2015-12-25,31322
2015-12-26,30854
2015-12-27,30638
2015-12-28,30638
2015-12-29,30100
2015-12-30,30100
2015-12-31,29671
2016-01-01,29671
2016-01-02,29742
2016-01-03,29487
2016-01-04,29072
2016-01-05,29072
2016-01-06,28770
2016-01-07,28770
2016-01-08,27815
2016-01-09,27815
2016-01-10,27459
2016-01-11,27459
2016-01-12,26712
2016-01-13,26712
2016-01-14,25829
2016-01-15,25829
2016-01-16,25572
2016-01-17,25316
2016-01-18,24691
2016-01-19,24691
2016-01-20,24108
2016-01-21,24108
2016-01-22,23824
2016-01-23,23824
2016-01-24,23471
2016-01-25,23010
2016-01-26,23010
2016-01-27,22618
2016-01-28,22618
2016-01-29,22370
2016-01-30,22370
2016-01-31,22271
2016-02-01,21739
2016-02-02,21739
2016-02-03,21406
2016-02-04,21406
2016-02-05,20609
2016-02-06,20047
2016-02-07,20047
2016-02-08,19996
2016-02-09,19996
2016-02-10,19465
2016-02-11,19465
2016-02-12,18972
2016-02-13,18836
2016-02-14,18836
2016-02-15,18550
2016-02-16,18550
2016-02-17,18226
2016-02-18,18226
2016-02-19,18081
2016-02-20,18081
2016-02-21,17889
2016-02-22,17889
2016-02-23,18640
2016-02-24,18640
2016-02-25,19162
2016-02-26,19162
2016-02-27,20110
2016-02-28,20554
2016-02-29,21179
2016-03-01,21179
2016-03-02,21131
2016-03-03,20851
2016-03-04,20851
2016-03-05,20444
2016-03-06,20307
2016-03-07,20307
2016-03-08,20144
2016-03-09,20084
2016-03-10,20084
2016-03-11,20217
2016-03-12,20106
2016-03-13,20106
2016-03-14,19703
2016-03-15,19044
2016-03-16,19009
2016-03-17,19009
2016-03-18,19424
2016-03-19,19742
2016-03-20,19618
2016-03-21,19618
2016-03-22,19998
2016-03-23,20221
2016-03-24,20221
2016-03-25,20087
2016-03-26,20202
2016-03-27,20202
2016-03-28,20310
2016-03-29,20522
2016-03-30,20522
2016-03-31,20793
2016-04-01,20793
2016-04-02,20823
2016-04-03,20814
2016-04-04,21203
2016-04-05,21203
2016-04-06,20809
2016-04-07,20809
2016-04-08,20423
2016-04-09,19431
2016-04-10,19312
2016-04-11,19312
2016-04-12,19054
2016-04-13,19054
2016-04-14,18727
2016-04-15,18733
2016-04-16,18929
2016-04-17,19032
2016-04-18,19009
2016-04-19,19009
2016-04-20,18420
2016-04-21,18420
2016-04-22,17971
2016-04-23,17612
2016-04-24,16946
2016-04-25,16686
2016-04-26,16686
2016-04-27,16122
2016-04-28,16122
2016-04-29,15509
2016-04-30,15155
2016-05-01,15155
2016-05-02,14741
2016-05-03,14017
2016-05-04,14017
2016-05-05,13429
2016-05-06,13429
2016-05-07,12757
2016-05-08,12757
2016-05-09,12268
2016-05-10,11725
2016-05-11,11725
2016-05-12,11289
2016-05-13,10856
2016-05-14,11035
2016-05-15,11226
2016-05-16,11226
2016-05-17,11069
2016-05-18,10979
2016-05-19,10979
2016-05-22,10736
2016-05-23,10934
2016-05-24,11295
2016-05-25,11295
2016-05-26,11159
2016-05-27,11024
2016-05-28,11024
2016-05-29,10738
2016-05-30,10738
2016-05-31,10454
2016-06-01,10578
2016-06-02,10760
2016-06-03,10760
2016-06-04,10650
2016-06-05,10830
2016-06-06,11000
2016-06-07,11000
2016-06-08,11091
2016-06-09,11182
2016-06-10,11330
2016-06-11,11614
2016-06-12,11781
2016-06-13,11781
2016-06-14,11832
2016-06-15,11964
2016-06-16,12163
2016-06-17,12149
2016-06-18,12149
2016-06-19,12218
2016-06-20,12446
2016-06-21,12446
2016-06-22,12510
2016-06-23,12770
2016-06-24,12770
2016-06-25,12969
2016-06-26,12969
2016-06-27,13116
2016-06-28,13490
2016-06-29,13509
2016-06-30,13509
2016-07-01,13397
2016-07-02,13397
2016-07-03,13159
2016-07-04,13017
2016-07-05,13017
2016-07-06,12622
2016-07-07,12622
2016-07-08,12254
2016-07-09,11692
2016-07-10,11107
2016-07-11,10551
2016-07-12,10551
2016-07-13,10023
2016-07-14,9557
2016-07-15,9112
2016-07-16,8656
2016-07-17,8656
2016-07-18,8223
2016-07-23,7432
2016-07-24,7060
2016-07-25,6734
2016-07-26,6734
2016-07-27,6397
2016-07-28,6397
2016-07-29,6077
2016-07-30,5781
2016-07-31,5781
2016-08-01,5558
2016-08-02,5378
2016-08-03,5378
2016-08-04,5109
2016-08-05,5109
2016-08-06,4897
2016-08-07,4936
2016-08-08,4936
2016-08-09,4792
2016-08-10,4792
2016-08-11,4685
2016-08-12,4685
2016-08-13,4659
2016-08-14,4659
2016-08-15,4467
2016-08-16,4467
2016-08-17,4443
2016-08-18,4443
2016-08-19,4424
2016-08-20,4424
2016-08-21,4336
2016-08-22,4336
2016-08-23,4231
2016-08-24,4231
2016-08-25,4169
2016-08-26,4169
2016-08-28,4010
2016-08-31,3984
2016-09-01,3911
2016-09-02,3911
2016-09-03,3911
2016-09-04,3981
2016-09-05,3981
2016-09-06,3920
2016-09-07,3920
2016-09-08,3920
2016-09-09,3942
2016-09-10,3942
2016-09-11,3895
2016-09-12,3895
2016-09-13,3869
2016-09-14,3869
2016-09-15,3823
2016-09-16,3823
2016-09-17,3908
2016-09-18,3908
2016-09-19,3947
2016-09-20,3947
2016-09-21,4049
2016-09-22,4049
2016-09-23,4228
2016-09-24,4228
2016-09-25,4428
2016-09-26,4428
2016-09-27,4428
2016-09-28,4519
2016-09-29,4519
2016-09-30,4566
2016-10-01,4566
2016-10-02,4566
2016-10-03,4651
2016-10-04,4651
2016-10-05,4731
2016-10-06,4731
2016-10-07,4731
2016-10-08,4804
2016-10-09,4804
2016-10-10,4804
2016-10-11,4742
2016-10-12,4742
2016-10-13,4742
2016-10-14,4752
2016-10-15,4752
2016-10-16,4778
2016-10-17,4778
2016-10-18,4813
2016-10-19,4813
2016-10-20,4859
2016-10-21,4859
2016-10-22,4859
2016-10-23,4765
2016-10-24,4765
2016-10-25,4950
2016-10-26,4950
2016-10-27,4909
2016-10-28,4909
2016-10-29,4957
2016-10-30,4957
2016-10-31,4772
2016-11-01,4772
2016-11-02,4735
2016-11-03,4735
2016-11-04,4707
2016-11-05,4707
2016-11-06,4688
2016-11-07,4688
2016-11-08,4647
2016-11-09,4647
2016-11-10,4619
2016-11-11,4619
2016-11-12,4492
2016-11-13,4492
2016-11-14,4414
2016-11-15,4414
2016-12-07,3708
2016-12-08,3716
2016-12-09,3725
2016-12-10,3725
2016-12-11,3700
2016-12-12,3700
2016-12-13,3657
2016-12-14,3697
2016-12-15,3697
2016-12-16,3701
2016-12-17,3825
2016-12-18,3825
2016-12-19,3804
2016-12-20,3804
2016-12-21,3766
2016-12-22,3766
2016-12-23,3800
2016-12-24,3800
2016-12-25,3756
2016-12-26,3756
2016-12-27,3730
2016-12-28,3730
2016-12-29,3697
2016-12-30,3697
2016-12-31,3699
2017-01-01,3699
2017-01-02,3665
2017-01-03,3665
2017-01-04,3532
2017-01-05,3532
2017-01-06,3532
2017-01-07,3355
2017-01-08,3355
2017-01-09,3235
2017-01-10,3235
2017-01-11,3205
2017-01-12,3191
2017-01-13,3191
2017-01-14,3145
2017-01-15,3151
2017-01-16,3211
2017-01-17,3231
2017-01-18,3212
2017-01-19,3212
2017-01-20,3156
2017-01-21,3158
2017-01-22,3158
2017-01-23,3110
2017-01-27,3005
2017-01-28,2987
2017-01-29,2981
2017-01-30,2981
2017-01-31,2956
2017-02-01,2972
2017-02-02,2972
2017-02-03,3032
2017-02-04,3113
2017-02-05,3113
2017-02-06,2976
2017-02-07,2976
2017-02-08,2842
2017-02-09,2842
2017-02-10,2816
2017-02-11,2833
2017-02-12,2833
2017-02-13,2736
2017-02-14,2736
2017-02-15,2728
2017-02-16,2752
2017-02-18,2678
2017-02-19,2666
2017-02-20,2666
2017-02-21,2638
2017-02-22,2638
2017-02-23,2629
2017-02-24,2629
2017-02-25,2625
2017-02-26,2625
2017-02-27,2555
2017-02-28,2563
2017-03-01,2563
2017-03-02,2499
2017-03-03,2499
2017-03-04,2437
2017-03-05,2437
2017-03-06,2495
2017-03-07,2495
2017-03-08,2534
2017-03-09,2534
2017-03-10,2525
2017-03-11,2525
2017-03-12,2512
2017-03-13,2477
2017-03-14,2440
2017-03-15,2440
2017-03-16,2353
2017-03-17,2353
2017-03-18,2327
2017-03-19,2256
2017-03-20,2177
2017-03-21,2177
2017-03-22,2112
2017-03-23,2112
2017-03-24,2054
2017-03-25,2054
2017-03-26,1989
2017-03-27,1989
2017-03-28,1985
2017-03-29,1956
2017-03-30,1956
2017-03-31,1908
2017-04-01,1908
2017-04-02,1882
2017-04-03,1898
2017-04-04,1898
2017-04-12,1787
2017-04-13,1754
2017-04-14,1754
2017-04-15,1744
2017-04-16,1810
2017-04-17,1810
2017-04-18,1871
2017-04-19,1871
2017-04-20,1911
2017-04-21,1911
2017-04-22,1917
2017-04-23,1917
2017-04-24,1964
2017-04-25,1952
2017-04-26,1952
2017-04-27,1900
2017-04-28,1900
2017-04-29,1866
2017-04-30,1866
2017-05-01,1905
2017-05-02,1905
2017-05-03,1923
2017-05-04,1930
2017-05-05,1930
2017-05-06,1867
2017-05-07,1867
2017-05-08,1832
2017-05-09,1782
2017-05-10,1782
2017-05-11,1745
2017-05-12,1745
2017-05-13,1709
2017-05-14,1709
2017-05-15,1675
2017-05-16,1610
2017-05-17,1610
2017-05-18,1549
2017-05-19,1549
2017-05-20,1499
2017-05-21,1499
2017-05-22,1434
2017-05-23,1434
2017-05-24,1377
2017-05-25,1377
2017-05-26,1326
2017-05-27,1326
2017-05-28,1269
2017-05-29,1269
2017-05-30,1205
2017-05-31,1200
2017-06-01,1200
2017-06-02,1174
2017-06-03,1174
2017-06-04,1115
2017-06-05,1115
2017-06-06,1059
2017-06-07,1059
2017-06-08,1006
2017-06-09,1006
2017-06-10,976
2017-06-11,987
2017-06-12,987
2017-06-13,1031
2017-06-14,1031
2017-06-15,1054
2017-06-16,1054
2017-06-17,1092
2017-06-18,1048
2017-06-19,1048
2017-06-20,1041
2017-06-21,1041
2017-06-22,1090
2017-06-23,1090
2017-06-24,1090
2017-06-25,1108
2017-06-26,1108
2017-06-27,1093
2017-06-28,1093
2017-06-29,1093
2017-06-30,1093
2017-07-01,1093
2017-07-02,1115
2017-07-03,1141
2017-07-04,1141
2017-07-05,1147
2017-07-06,1147
2017-07-07,1152
2017-07-08,1152
2017-07-13,1135
2017-07-14,1091
2017-07-15,1091
2017-07-16,1099
2017-07-17,1099
2017-07-18,1138
2017-07-19,1138
2017-07-20,1170
2017-07-21,1170
2017-07-22,1139
2017-07-23,1139
2017-07-24,1155
2017-07-25,1155
2017-07-26,1204
2017-07-27,1204
2017-07-28,1225
2017-07-29,1225
2017-07-30,1255
2017-07-31,1255
2017-08-01,1255
2017-08-02,1260
2017-08-03,1260
2017-08-04,1216
2017-08-05,1181
2017-08-06,1181
2017-08-09,1118
2017-08-10,1118
2017-08-11,1118
2017-08-12,1118
2017-08-13,1154
2017-08-14,1154
2017-08-15,1181
2017-08-16,1181
2017-08-17,1177
2017-08-18,1177
2017-08-19,1174
2017-08-20,1174
2017-08-21,1164
2017-08-22,1164
2017-08-23,1114
2017-08-24,1114
2017-08-25,1114
2017-08-26,1104
2017-08-27,1104
2017-08-28,1080
2017-08-29,1080
2017-08-30,1080
2017-08-31,1115
2017-09-01,1115
2017-09-02,1097
2017-09-03,1097
2017-09-04,1117
2017-09-05,1117
2017-09-06,1124
2017-09-07,1124
2017-09-08,1115
2017-09-09,1115
2017-09-10,1109
2017-09-11,1109
2017-09-12,1147
2017-09-13,1147
2017-09-14,1151
2017-09-15,1151
2017-09-16,1167
2017-09-17,1165
2017-09-18,1165
2017-09-19,1165
2017-09-20,1165
2017-09-21,1165
2017-09-22,1140
2017-09-23,1140
2017-09-24,1108
2017-09-25,1108
2017-09-26,1115
2017-09-27,1115
2017-09-28,1127
2017-09-29,1127
2017-09-30,1159
2017-10-01,1159
2017-10-02,1138
2017-10-03,1138
2017-10-04,1138
2017-10-05,1105
2017-10-06,1105
2017-10-07,1081
2017-10-08,1081
2017-10-09,1054
2017-10-10,1054
2017-10-11,1021
2017-10-12,1021
2017-10-13,1009
2017-10-14,1009
2017-10-15,1006
2017-10-16,1006
2017-10-17,1027
2017-10-18,1027
2017-10-19,1053
2017-10-20,1053
2017-10-21,1027
2017-10-22,1027
2017-10-23,1003
2017-10-24,1003
2017-10-25,981
2017-10-26,981
2017-10-27,942
2017-10-28,942
2017-10-29,907
2017-10-30,907
2017-10-31,873
2017-11-01,873
2017-11-02,873
2017-11-03,855
2017-11-04,845
2017-11-05,845
2017-11-06,835
2017-11-07,835
2017-11-08,813
2017-11-09,813
2017-11-10,827
2017-11-11,827
2017-11-12,836
2017-11-13,836
2017-11-14,853
2017-11-15,853
2017-11-16,864
2017-11-17,864
2017-11-18,872
2017-11-19,861
2017-11-20,861
2017-11-21,832
2017-11-22,832
2017-11-23,832
2017-11-24,838
2017-11-25,838
2017-11-26,854
2017-11-27,854
2017-11-28,860
2017-11-29,860
2017-11-30,860
2017-12-01,878
2017-12-02,878
2017-12-03,886
2017-12-04,886
2017-12-05,897
2017-12-06,897
2017-12-07,894
2017-12-08,894
2017-12-09,894
2017-12-10,916
2017-12-11,916
2017-12-12,924
2017-12-13,924
2017-12-14,945
2017-12-15,945
2017-12-16,944
2017-12-17,944
2017-12-18,967
2017-12-19,967
2017-12-20,980
2017-12-21,980
2017-12-22,991
2017-12-23,991
2017-12-24,1004
2017-12-25,1004
2017-12-26,1019
2017-12-27,1019
2017-12-28,1059
2017-12-29,1059
2017-12-30,1044
2017-12-31,1044
2018-01-01,1042
2018-01-02,1042
2018-01-03,1020
2018-01-04,1020
2018-01-05,1020
2018-01-06,1020
2018-01-07,1003
2018-01-08,1003
2018-01-09,952
2018-01-10,952
2018-01-11,923
2018-01-12,923
2018-01-13,955
2018-01-14,955
2018-01-15,979
2018-01-16,979
2018-01-17,993
2018-01-18,993
2018-01-19,962
2018-01-20,939
2018-01-21,939
2018-01-22,910
2018-01-23,910
2018-01-24,879
2018-01-25,879
2018-01-26,855
2018-01-27,855
2018-01-28,849
2018-01-29,860
2018-01-30,869
2018-01-31,869
2018-02-01,872
2018-02-02,872
2018-02-03,881
2018-02-04,881
2018-02-05,879
2018-02-06,879
2018-02-07,875
2018-02-08,875
2018-02-09,868
2018-02-10,868
2018-02-11,873
2018-02-12,873
2018-02-13,882
2018-02-14,882
2018-02-15,901
2018-02-16,901
2018-02-17,890
2018-02-18,890
2018-02-19,886
2018-02-20,886
2018-02-21,904
2018-02-22,904
2018-02-23,919
2018-02-24,919
2018-02-25,929
2018-02-26,929
2018-02-27,893
2018-02-28,893
2018-03-01,851
2018-03-02,845
2018-03-03,837
2018-03-04,837
2018-03-05,828
2018-03-06,828
2018-03-07,856
2018-03-08,856
2018-03-09,892
2018-03-10,892
2018-03-11,883
2018-03-12,894
2018-03-13,894
2018-03-14,900
2018-03-15,900
2018-03-16,895
2018-03-17,860
2018-03-18,860
2018-03-19,817
2018-03-20,781
2018-03-21,781
2018-03-23,761
2018-03-24,749
2018-03-25,739
2018-03-26,739
2018-03-27,762
2018-03-28,762
2018-03-29,800
2018-03-30,800
2018-03-31,787
2018-04-01,787
2018-04-02,826
2018-04-03,826
2018-04-04,867
2018-04-05,867
2018-04-06,910
2018-04-07,910
2018-04-08,956
2018-04-09,956
2018-04-10,992
2018-04-11,992
2018-04-12,1026
2018-04-13,1026
2018-04-14,1026
2018-04-15,1031
2018-04-16,1031
2018-04-17,1018
2018-04-18,1018
2018-04-19,1018
2018-04-20,992
2018-04-21,992
2018-04-22,995
2018-04-23,981
2018-04-24,981
2018-04-25,944
2018-04-26,944
2018-04-27,980
2018-04-28,980
2018-04-29,1013
2018-04-30,1013
2018-05-01,1012
2018-05-03,978
2018-05-04,978
2018-05-05,959
2018-05-06,959
2018-05-07,937
2018-05-08,937
2018-05-09,899
2018-05-10,893
2018-05-11,893
2018-05-12,910
2018-05-13,910
2018-05-14,921
2018-05-15,921
2018-05-16,952
2018-05-17,952
2018-05-18,991
2018-05-19,991
2018-05-20,1034
2018-05-21,1050
2018-05-22,1050
2018-05-23,1055
2018-05-24,1055
2018-05-25,1026
2018-05-26,1013
2018-05-27,1013
2018-05-28,1016
2018-05-29,1016
2018-05-30,1019
2018-05-31,1019
2018-06-01,1013
2018-06-02,1014
2018-06-03,1014
2018-06-04,1025
2018-06-05,1042
2018-06-06,1068
2018-06-07,1068
2018-06-08,1054
2018-06-09,1054
2018-06-10,1029
2018-06-11,1029
2018-06-12,1023
2018-06-13,1032
2018-06-14,1032
2018-06-15,1021
2018-06-16,1021
2018-06-17,1009
2018-06-18,1009
2018-06-19,1008
2018-06-20,1008
2018-06-21,979
2018-06-22,979
2018-06-23,957
2018-06-24,957
2018-06-25,960
2018-06-26,960
2018-06-27,962
2018-06-28,987
2018-06-29,990
2018-06-30,990
2018-07-01,1018
2018-07-02,1018
2018-07-03,1038
2018-07-04,1038
2018-07-05,1042
2018-07-06,1001
2018-07-07,1001
2018-07-08,960
2018-07-09,937
2018-07-10,937
2018-07-11,947
2018-07-12,947
2018-07-13,985
2018-07-14,1005
2018-07-15,1005
2018-07-16,979
2018-07-17,992
2018-07-18,992
2018-07-19,1002
2018-07-20,1002
2018-07-21,1036
2018-07-22,1054
2018-07-23,1023
2018-07-24,1023
2018-07-25,1020
2018-07-26,1020
2018-07-27,1012
2018-07-28,1012
2018-07-29,991
2018-07-30,973
2018-07-31,991
2018-08-01,991
2018-08-02,1011
2018-08-03,1011
2018-08-04,1017
2018-08-05,1017
2018-08-06,974
2018-08-07,944
2018-08-08,928
2018-08-09,928
2018-08-10,921
2018-08-11,918
2018-08-12,880
2018-08-14,853
2018-08-16,843
2018-08-17,831
2018-08-18,831
2018-08-19,809
2018-08-20,794
2018-08-21,794
2018-08-22,810
2018-08-23,810
2018-08-24,792
2018-08-25,787
2018-08-26,787
2018-08-27,771
2018-08-28,750
2018-08-29,750
2018-08-30,781
2018-08-31,806
2018-09-01,844
2018-09-02,844
2018-09-03,870
2018-09-04,907
2018-09-05,936
2018-09-06,936
2018-09-07,956
2018-09-08,987
2018-09-09,987
2018-09-10,993
2018-09-11,993
2018-09-12,1021
2018-09-13,1021
2018-09-14,1040
2018-09-15,1083
2018-09-16,1083
2018-09-17,1129
2018-09-18,1180
2018-09-19,1180
2018-09-20,1219
2018-09-21,1219
2018-09-22,1237
2018-09-23,1237
2018-09-24,1241
2018-09-25,1241
2018-09-26,1267
2018-09-27,1267
2018-09-28,1282
2018-09-29,1282
2018-09-30,1264
2018-10-01,1232
2018-10-02,1232
2018-10-03,1229
2018-10-04,1229
2018-10-05,1209
2018-10-06,1211
2018-10-07,1211
2018-10-08,1190
2018-10-09,1176
2018-10-10,1211
2018-10-11,1270
2018-10-12,1270
2018-10-13,1328
2018-10-14,1328
2018-10-15,1360
2018-10-16,1360
2018-10-17,1367
2018-10-18,1380
2018-10-19,1431
2018-10-20,1431
2018-10-21,1454
2018-10-22,1518
2018-10-23,1518
2018-10-24,1522
2018-10-25,1522
2018-10-26,1469
2018-10-27,1439
2018-10-28,1386
2018-10-29,1386
2018-10-30,1380
2018-10-31,1392
2018-11-01,1381
2018-11-03,1375
2018-11-04,1321
2018-11-05,1317
2018-11-06,1301
2018-11-07,1301
2018-11-08,1308
2018-11-09,1352
2018-11-10,1388
2018-11-11,1388
2018-11-12,1389
2018-11-13,1404
2018-11-14,1404
2018-11-15,1394
2018-11-16,1414
2018-11-17,1445
2018-11-18,1470
2018-11-19,1500
2018-11-20,1532
2018-11-21,1550
2018-11-22,1569
2018-11-23,1620
2018-11-24,1652
2018-11-25,1699
2018-11-26,1699
2018-11-27,1750
2018-11-28,1814
2018-11-29,1828
2018-12-01,1855
2018-12-02,1885
2018-12-03,1885
2018-12-04,1899
2018-12-05,1957
2018-12-07,1982
2018-12-09,2027
2018-12-10,1965
2018-12-11,1965
2018-12-12,1907
2018-12-13,1862
2018-12-14,1829
2018-12-15,1786
2018-12-16,1750
2018-12-17,1750
2018-12-18,1712
2018-12-19,1712
2018-12-20,1650
2018-12-21,1600
2018-12-22,1600
2018-12-23,1577
2018-12-24,1544
2018-12-25,1544
2018-12-26,1535
2018-12-27,1505
2018-12-28,1505
2018-12-29,1484
2018-12-30,1465
2018-12-31,1439
2019-01-01,1431
2019-01-02,1398
2019-01-03,1404
2019-01-04,1403
2019-01-05,1421
2019-01-06,1385
2019-01-08,1326
2019-01-10,1278
2019-01-11,1237
2019-01-12,1207
2019-01-13,1185
2019-01-14,1144
2019-01-15,1118
2019-01-16,1109
2019-01-17,1063
2019-01-18,1036
2019-01-19,1013
2019-01-20,998
2019-01-21,990
2019-01-22,952
2019-01-23,960
2019-01-24,974
2019-01-25,978
2019-01-26,980
2019-01-27,976
2019-01-28,987
2019-01-29,990
2019-01-30,988
2019-01-31,972
2019-02-01,955
2019-02-02,918
2019-02-03,882
2019-02-04,879
2019-02-05,879
2019-02-06,879
2019-02-07,867
2019-02-08,838
2019-02-09,820
2019-02-10,799
2019-02-11,795
2019-02-12,794
2019-02-13,781
2019-02-14,781
2019-02-15,759
2019-02-16,730
2019-02-17,701
2019-02-18,687
2019-02-19,672
2019-02-20,661
2019-02-21,638
2019-02-22,634
2019-02-23,611
2019-02-24,602
2019-02-25,587
2019-02-26,570
2019-02-27,559
2019-02-28,559
2019-03-01,545
2019-03-02,551
2019-03-03,560
2019-03-04,575
2019-03-05,600
2019-03-06,603
2019-03-07,602
2019-03-08,602
2019-03-09,614
2019-03-10,625
2019-03-11,634
2019-03-12,649
2019-03-13,649
2019-03-14,661
2019-03-15,690
2019-03-16,701
2019-03-17,723
2019-03-18,745
2019-03-19,746
2019-03-20,708
2019-03-21,672
2019-03-22,653
2019-03-23,659
2019-03-24,672
2019-03-25,682
2019-03-26,698
2019-03-27,698
2019-03-28,718
2019-03-29,739
2019-03-30,739
2019-03-31,762
2019-04-01,783
2019-04-02,813
2019-04-03,812
2019-04-04,815
2019-04-05,834
2019-04-06,834
2019-04-07,846
2019-04-08,847
2019-04-09,826
2019-04-10,824
2019-04-11,792
2019-04-12,752
2019-04-13,719
2019-04-14,685
2019-04-15,652
2019-04-16,634
2019-04-17,636
2019-04-18,632
2019-04-19,642
2019-04-20,642
2019-04-21,642
2019-04-22,630
2019-04-23,644
2019-04-24,638
2019-04-25,657
2019-04-26,673
2019-04-27,673
2019-04-28,689
