date_obj,Sulliuscep%20cap price
2018-03-02,1113
2018-03-03,1113
2018-03-04,1113
2018-03-05,1098
2018-03-06,1098
2018-03-07,1098
2018-03-08,1048
2018-03-09,1048
2018-03-10,1048
2018-03-11,1071
2018-03-12,1071
2018-03-13,1071
2018-03-14,1086
2018-03-15,1086
2018-03-16,1086
2018-03-17,1065
2018-03-18,1065
2018-03-19,1065
2018-03-20,1086
2018-03-21,1086
2018-03-23,1086
2018-03-24,1106
2018-03-26,1106
2018-03-27,1115
2018-03-28,1115
2018-03-29,1115
2018-03-30,1118
2018-03-31,1118
2018-04-01,1118
2018-04-02,1134
2018-04-03,1134
2018-04-04,1134
2018-04-05,1128
2018-04-06,1128
2018-04-08,1112
2018-04-09,1112
2018-04-10,1112
2018-04-11,1113
2018-04-12,1113
2018-04-13,1113
2018-04-14,1113
2018-04-16,1101
2018-04-17,1101
2018-04-18,1101
2018-04-19,1086
2018-04-20,1086
2018-04-21,1086
2018-04-22,1085
2018-04-23,1085
2018-04-24,1085
2018-04-25,1076
2018-04-26,1076
2018-04-27,1076
2018-04-28,1084
2018-04-29,1084
2018-04-30,1084
2018-05-02,1076
2018-05-03,1076
2018-05-04,1076
2018-05-05,1090
2018-05-06,1090
2018-05-07,1090
2018-05-08,1090
2018-05-09,1107
2018-05-10,1107
2018-05-11,1107
2018-05-12,1114
2018-05-13,1114
2018-05-14,1114
2018-05-15,1114
2018-05-16,1127
2018-05-17,1127
2018-05-18,1127
2018-05-19,1153
2018-05-20,1153
2018-05-21,1153
2018-05-22,1176
2018-05-23,1176
2018-05-24,1176
2018-05-25,1157
2018-05-26,1157
2018-05-27,1157
2018-05-28,1149
2018-05-29,1149
2018-05-30,1149
2018-05-31,1150
2018-06-01,1150
2018-06-02,1152
2018-06-03,1152
2018-06-04,1152
2018-06-05,1129
2018-06-06,1129
2018-06-07,1129
2018-06-08,1128
2018-06-09,1128
2018-06-10,1128
2018-06-11,1132
2018-06-12,1132
2018-06-13,1132
2018-06-14,1174
2018-06-15,1174
2018-06-16,1174
2018-06-17,1198
2018-06-18,1198
2018-06-19,1198
2018-06-20,1214
2018-06-21,1214
2018-06-22,1214
2018-06-23,1225
2018-06-24,1225
2018-06-25,1225
2018-06-26,1229
2018-06-27,1229
2018-06-28,1229
2018-06-29,1233
2018-06-30,1233
2018-07-01,1233
2018-07-02,1233
2018-07-03,1245
2018-07-04,1245
2018-07-05,1245
2018-07-06,1243
2018-07-07,1243
2018-07-08,1243
2018-07-09,1243
2018-07-10,1228
2018-07-11,1228
2018-07-12,1228
2018-07-13,1228
2018-07-14,1214
2018-07-15,1214
2018-07-16,1214
2018-07-17,1226
2018-07-18,1226
2018-07-19,1226
2018-07-20,1262
2018-07-21,1262
2018-07-22,1302
2018-07-23,1302
2018-07-24,1302
2018-07-25,1346
2018-07-26,1346
2018-07-27,2905
2018-07-28,2905
2018-07-29,2905
2018-07-30,2905
2018-07-31,2905
2018-08-01,2905
2018-08-02,2905
2018-08-03,2905
2018-08-04,2944
2018-08-05,2944
2018-08-06,2944
2018-08-07,2944
2018-08-08,2944
2018-08-09,2944
2018-08-10,2944
2018-08-11,2944
2018-08-12,2944
2018-08-14,2944
2018-08-16,3069
2018-08-17,3069
2018-08-18,3069
2018-08-19,3069
2018-08-20,3069
2018-08-21,3069
2018-08-22,3069
2018-08-23,3069
2018-08-24,3069
2018-08-25,3069
2018-08-26,3069
2018-08-27,3039
2018-08-28,3039
2018-08-29,3039
2018-08-30,3039
2018-08-31,3039
2018-09-01,3039
2018-09-02,3039
2018-09-03,3039
2018-09-04,3039
2018-09-05,3039
2018-09-06,3039
2018-09-07,3068
2018-09-08,3068
2018-09-09,3068
2018-09-10,3068
2018-09-11,3068
2018-09-12,3068
2018-09-13,3068
2018-09-14,3068
2018-09-15,3068
2018-09-16,3068
2018-09-17,3068
2018-09-18,3089
2018-09-19,3089
2018-09-20,3089
2018-09-21,3089
2018-09-22,3089
2018-09-23,3089
2018-09-24,3089
2018-09-25,3089
2018-09-26,3089
2018-09-27,3089
2018-09-28,3089
2018-09-29,3089
2018-09-30,3089
2018-10-02,3134
2018-10-03,3134
2018-10-04,3134
2018-10-05,3134
2018-10-06,3134
2018-10-07,3134
2018-10-08,3134
2018-10-09,3134
2018-10-10,3134
2018-10-11,3134
2018-10-12,3134
2018-10-13,3179
2018-10-14,3179
2018-10-15,3179
2018-10-16,3179
2018-10-17,3179
2018-10-18,3179
2018-10-19,3179
2018-10-20,3179
2018-10-21,3179
2018-10-22,3179
2018-10-23,3179
2018-10-24,3226
2018-10-25,3226
2018-10-26,3226
2018-10-27,3226
2018-10-28,3226
2018-10-29,3226
2018-10-30,3226
2018-10-31,3226
2018-11-01,3226
2018-11-03,3237
2018-11-04,3237
2018-11-05,3237
2018-11-06,3237
2018-11-07,3237
2018-11-08,3237
2018-11-09,3237
2018-11-10,3237
2018-11-11,3237
2018-11-12,3380
2018-11-13,3380
2018-11-14,3380
2018-11-15,3380
2018-11-16,3380
2018-11-17,3380
2018-11-18,3380
2018-11-19,3380
2018-11-20,3472
2018-11-21,3472
2018-11-22,3472
2018-11-23,3472
2018-11-24,3472
2018-11-25,3472
2018-11-26,3472
2018-11-27,3472
2018-11-28,3543
2018-11-29,3543
2018-12-01,3543
2018-12-02,3543
2018-12-03,3543
2018-12-04,3543
2018-12-05,3714
2018-12-07,3714
2018-12-09,3714
2018-12-10,3714
2018-12-11,3714
2018-12-12,3823
2018-12-13,3823
2018-12-14,3823
2018-12-15,3823
2018-12-16,3823
2018-12-17,3823
2018-12-18,3823
2018-12-19,3815
2018-12-20,3815
2018-12-21,3815
2018-12-22,3815
2018-12-23,3815
2018-12-24,3815
2018-12-25,3815
2018-12-26,3815
2018-12-27,3859
2018-12-28,3859
2018-12-29,3859
2018-12-30,3859
2018-12-31,3859
2019-01-01,3859
2019-01-02,3859
2019-01-03,3857
2019-01-04,3857
2019-01-05,3857
2019-01-06,3857
2019-01-08,3857
2019-01-10,3849
2019-01-11,3849
2019-01-12,3849
2019-01-13,3849
2019-01-14,3672
2019-01-15,3672
2019-01-16,3672
2019-01-17,3672
2019-01-18,3499
2019-01-19,3499
2019-01-20,3499
2019-01-21,3499
2019-01-22,3519
2019-01-23,3519
2019-01-24,3519
2019-01-25,3519
2019-01-26,3519
2019-01-27,3598
2019-01-28,3598
2019-01-29,3598
2019-01-30,3598
2019-01-31,3598
2019-02-01,3631
2019-02-02,3631
2019-02-03,3631
2019-02-04,3631
2019-02-05,3631
2019-02-06,3620
2019-02-07,3620
2019-02-08,3620
2019-02-09,3620
2019-02-10,3518
2019-02-11,3518
2019-02-12,3518
2019-02-13,3518
2019-02-14,3518
2019-02-15,3408
2019-02-16,3408
2019-02-17,3408
2019-02-18,3408
2019-02-19,3408
2019-02-20,3408
2019-02-21,3270
2019-02-22,3270
2019-02-23,3270
2019-02-24,3270
2019-02-25,3139
2019-02-26,3139
2019-02-27,3139
2019-02-28,3139
2019-03-01,3139
2019-03-02,3139
2019-03-03,3139
2019-03-04,2997
2019-03-05,2997
2019-03-06,2997
2019-03-07,2997
2019-03-08,2997
2019-03-09,2930
2019-03-10,2930
2019-03-11,2930
2019-03-12,2930
2019-03-13,2930
2019-03-14,2803
2019-03-15,2803
2019-03-16,2803
2019-03-17,2690
2019-03-18,2690
2019-03-19,2690
2019-03-20,2690
2019-03-21,2572
2019-03-22,2572
2019-03-23,2572
2019-03-24,2572
2019-03-25,2458
2019-03-26,2458
2019-03-27,2458
2019-03-28,2458
2019-03-29,2466
2019-03-30,2466
2019-03-31,2466
2019-04-01,2466
2019-04-02,2466
2019-04-03,2466
2019-04-04,2557
2019-04-05,2557
2019-04-06,2557
2019-04-07,2557
2019-04-08,2557
2019-04-09,2557
2019-04-10,2523
2019-04-11,2523
2019-04-12,2523
2019-04-13,2523
2019-04-14,2523
2019-04-15,2438
2019-04-16,2438
2019-04-17,2438
2019-04-18,2438
2019-04-19,2438
2019-04-20,2348
2019-04-21,2348
2019-04-22,2348
2019-04-23,2348
2019-04-24,2348
2019-04-25,2331
2019-04-26,2331
2019-04-27,2331
2019-04-28,2331
2019-04-29,2331
2019-04-30,2234
2019-05-01,2234
2019-05-02,2234
2019-05-03,2234
2019-05-04,2234
2019-05-05,2133
2019-05-06,2133
2019-05-07,2133
2019-05-08,2133
2019-05-09,2133
2019-05-10,2133
2019-05-11,2036
2019-05-12,2036
2019-05-13,2036
2019-05-14,2036
2019-05-15,2036
2019-05-16,1995
2019-05-17,1995
2019-05-18,1995
2019-05-19,1995
2019-05-20,1995
2019-05-21,1995
2019-05-22,1995
2019-05-23,1900
2019-05-24,1900
2019-05-25,1900
2019-05-26,1900
2019-05-27,1900
2019-05-28,1813
2019-05-29,1813
2019-05-30,1813
2019-05-31,1813
2019-06-01,1813
2019-06-02,1731
2019-06-03,1731
2019-06-04,1731
2019-06-05,1731
2019-06-06,1731
2019-06-07,1653
2019-06-08,1653
2019-06-09,1653
2019-06-10,1653
2019-06-11,1653
2019-06-12,1577
2019-06-13,1577
2019-06-14,1577
2019-06-15,1577
2019-06-16,1577
2019-06-17,1577
2019-06-18,1530
2019-06-19,1530
2019-06-20,1530
2019-06-21,1530
2019-06-22,1530
2019-06-23,1528
2019-06-24,1528
2019-06-25,1528
2019-06-26,1528
2019-06-27,1528
2019-06-28,1528
2019-06-29,1528
2019-06-30,1547
2019-07-01,1547
2019-07-02,1547
2019-07-03,1547
2019-07-04,1547
2019-07-05,1547
2019-07-06,1594
2019-07-07,1594
2019-07-08,1594
2019-07-09,1594
2019-07-10,1594
2019-07-11,1594
2019-07-12,1669
2019-07-13,1669
2019-07-14,1669
2019-07-15,1669
2019-07-16,1669
2019-07-17,1669
2019-07-18,1751
2019-07-19,1751
2019-07-20,1751
2019-07-21,1751
2019-07-22,1751
2019-07-23,1812
2019-07-24,1812
2019-07-25,1812
2019-07-26,1812
2019-07-27,1812
2019-07-28,1848
2019-07-29,1848
2019-07-30,1848
2019-07-31,1848
2019-08-01,1848
2019-08-02,1924
2019-08-03,1924
2019-08-04,1924
2019-08-05,1924
2019-08-06,1924
2019-08-07,1932
2019-08-08,1932
2019-08-09,1932
2019-08-10,1932
2019-08-11,1932
2019-08-12,1932
2019-08-13,1872
2019-08-14,1872
2019-08-15,1872
2019-08-16,1872
2019-08-17,1872
2019-08-18,1791
2019-08-19,1791
2019-08-20,1791
2019-08-21,1791
2019-08-22,1791
2019-08-23,1791
2019-08-24,1732
2019-08-24,1732
2019-08-25,1732
2019-08-25,1732
2019-08-26,1732
2019-08-26,1732
2019-08-27,1732
2019-08-27,1732
2019-08-28,1732
2019-08-29,1732
2019-08-30,1701
2019-08-31,1701
2019-09-01,1701
2019-09-02,1701
2019-09-03,1701
2019-09-04,1627
2019-09-05,1627
2019-09-06,1627
2019-09-07,1627
2019-09-08,1627
2019-09-09,1627
2019-09-10,1564
2019-09-11,1564
2019-09-12,1564
2019-09-13,1564
2019-09-14,1564
2019-09-15,1564
2019-09-16,1530
2019-09-17,1530
2019-09-18,1530
2019-09-19,1530
2019-09-20,1530
2019-09-21,1530
2019-09-22,1509
2019-09-23,1509
2019-09-24,1509
2019-09-25,1509
2019-09-26,1509
2019-09-27,1509
2019-09-28,1465
2019-09-29,1465
2019-09-30,1465
2019-10-01,1465
2019-10-02,1465
2019-10-03,1465
2019-10-04,1401
2019-10-05,1401
2019-10-06,1401
2019-10-07,1401
2019-10-08,1401
2019-10-09,1401
2019-10-10,1350
2019-10-11,1350
2019-10-12,1350
2019-10-13,1350
2019-10-14,1350
2019-10-15,1350
2019-10-16,1358
2019-10-17,1358
2019-10-18,1358
2019-10-19,1358
2019-10-20,1358
2019-10-21,1358
2019-10-22,1358
2019-10-23,1416
2019-10-24,1416
2019-10-25,1416
2019-10-26,1416
2019-10-27,1416
2019-10-28,1416
2019-10-29,1416
2019-10-30,1457
2019-10-31,1457
2019-11-01,1457
2019-11-02,1457
2019-11-03,1457
2019-11-04,1457
2019-11-05,1397
2019-11-06,1397
2019-11-07,1397
2019-11-08,1397
2019-11-09,1397
2019-11-10,1377
2019-11-11,1377
2019-11-12,1377
2019-11-13,1377
2019-11-14,1377
2019-11-15,1377
2019-11-16,1405
2019-11-17,1405
2019-11-18,1405
2019-11-19,1405
2019-11-20,1405
2019-11-21,1405
2019-11-22,1405
2019-11-23,1405
2019-11-24,1405
2019-11-25,1368
2019-11-26,1368
2019-11-27,1368
2019-11-28,1368
2019-11-29,1368
2019-11-30,1368
2019-12-01,1368
2019-12-02,1368
2019-12-03,1330
2019-12-04,1330
2019-12-05,1330
2019-12-06,1330
2019-12-07,1330
2019-12-08,1330
2019-12-09,1330
2019-12-10,1270
2019-12-11,1270
2019-12-12,1270
2019-12-13,1270
2019-12-14,1270
2019-12-15,1270
2019-12-16,1270
2019-12-17,1270
2019-12-18,1213
2019-12-19,1213
2019-12-20,1213
2019-12-21,1213
2019-12-22,1213
2019-12-23,1213
2019-12-24,1163
2019-12-25,1163
2019-12-26,1163
2019-12-27,1163
2019-12-28,1163
2019-12-29,1163
2019-12-30,1113
2019-12-31,1113
2020-01-01,1113
2020-01-02,1113
2020-01-03,1113
2020-01-04,1064
2020-01-05,1064
2020-01-06,1064
2020-01-07,1064
2020-01-08,1064
2020-01-09,1015
2020-01-10,1015
2020-01-11,1015
2020-01-12,1015
2020-01-13,1015
2020-01-14,987
2020-01-15,987
2020-01-16,987
2020-01-17,987
2020-01-18,987
2020-01-19,981
2020-01-20,981
2020-01-21,981
2020-01-22,981
2020-01-23,981
2020-01-24,981
2020-01-25,981
2020-01-26,981
2020-01-27,988
2020-01-28,988
2020-01-29,988
2020-01-30,988
2020-01-31,988
2020-02-01,988
2020-02-02,971
2020-02-03,971
2020-02-04,971
2020-02-05,971
2020-02-06,971
2020-02-07,971
2020-02-08,971
2020-02-09,1019
2020-02-10,1019
2020-02-11,1019
2020-02-12,1019
2020-02-13,1019
2020-02-14,1019
2020-02-15,1037
2020-02-16,1037
2020-02-17,1037
2020-02-18,1037
2020-02-19,1037
2020-02-20,1023
2020-02-21,1023
2020-02-22,1023
2020-02-23,1023
2020-02-24,1023
2020-02-25,1023
2020-02-26,1057
2020-02-27,1057
2020-02-28,1057
2020-02-29,1057
2020-03-01,1057
2020-03-02,1057
2020-03-03,1030
2020-03-04,1030
2020-03-05,1030
2020-03-06,1030
2020-03-07,1030
2020-03-08,1030
2020-03-09,1010
2020-03-10,1010
2020-03-11,1010
2020-03-12,1010
2020-03-13,1010
2020-03-14,1010
2020-03-15,1055
2020-03-16,1055
2020-03-17,1055
2020-03-18,1055
2020-03-19,1055
2020-03-20,1106
2020-03-21,1106
2020-03-22,1106
2020-03-23,1106
2020-03-24,1162
2020-03-25,1162
2020-03-26,1162
2020-03-27,1162
2020-03-28,1218
2020-03-29,1218
2020-03-30,1218
2020-03-31,1267
2020-04-01,1267
2020-04-02,1267
2020-04-03,1267
2020-04-04,1232
2020-04-05,1232
2020-04-06,1232
2020-04-07,1175
2020-04-08,1175
2020-04-09,1125
2020-04-10,1125
2020-04-11,1125
2020-04-12,1078
2020-04-13,1078
2020-04-14,1035
2020-04-15,1035
2020-04-16,1035
2020-04-17,990
2020-04-18,990
2020-04-19,947
2020-04-20,947
2020-04-21,947
2020-04-22,941
2020-04-23,941
2020-04-24,941
2020-04-25,941
2020-04-26,942
2020-04-27,942
2020-04-28,942
2020-04-29,947
2020-04-30,947
2020-05-01,947
2020-05-02,947
2020-05-03,990
2020-05-04,990
2020-05-05,990
2020-05-06,1026
2020-05-07,1026
2020-05-08,1026
2020-05-09,1028
2020-05-10,1028
2020-05-11,1028
2020-05-12,1030
2020-05-13,1030
