date_obj,Ensouled%20scorpion%20head price
2020-04-30,1099
2020-05-01,1078
2020-05-02,1024
2020-05-03,1016
2020-05-04,1067
2020-05-05,1121
2020-05-06,1119
2020-05-07,1084
2020-05-08,1105
2020-05-09,1155
2020-05-10,1204
2020-05-11,1167
2020-05-12,1108
2020-05-13,1150
