date_obj,Barrows%20teleport%20(tablet) price
2020-01-06,2997
2020-01-07,2989
2020-01-08,2856
2020-01-09,2818
2020-01-10,2811
2020-01-11,2896
2020-01-12,3041
2020-01-13,3146
2020-01-14,3122
2020-01-15,3050
2020-01-16,2951
2020-01-17,2822
2020-01-18,2811
2020-01-19,2902
2020-01-20,3027
2020-01-21,3047
2020-01-22,3067
2020-01-23,3052
2020-01-24,2961
2020-01-25,2957
2020-01-26,2937
2020-01-27,2912
2020-01-28,2900
2020-01-29,2926
2020-01-30,2965
2020-01-31,2920
2020-02-01,2882
2020-02-02,2815
2020-02-03,2789
2020-02-04,2752
2020-02-05,2704
2020-02-06,2678
2020-02-07,2629
2020-02-08,2622
2020-02-09,2642
2020-02-10,2686
2020-02-11,2663
2020-02-12,2651
2020-02-13,2631
2020-02-14,2585
2020-02-15,2601
2020-02-16,2615
2020-02-17,2614
2020-02-18,2626
2020-02-19,2629
2020-02-20,2610
2020-02-21,2610
2020-02-22,2564
2020-02-23,2571
2020-02-24,2597
2020-02-25,2620
2020-02-26,2573
2020-02-27,2573
2020-02-28,2568
2020-02-29,2580
2020-03-01,2616
2020-03-02,2628
2020-03-03,2760
2020-03-04,2898
2020-03-05,2930
2020-03-06,2951
2020-03-07,2940
2020-03-08,2952
2020-03-09,2937
2020-03-10,2934
2020-03-11,2942
2020-03-12,2971
2020-03-13,3118
2020-03-14,3158
2020-03-15,3315
2020-03-16,3480
2020-03-17,3445
2020-03-18,3431
2020-03-19,3380
2020-03-20,3304
2020-03-21,3227
2020-03-22,3264
2020-03-23,3197
2020-03-24,3190
2020-03-25,3090
2020-03-26,3057
2020-03-27,3039
2020-03-28,3004
2020-03-29,2962
2020-03-30,2956
2020-03-31,2953
2020-04-01,3036
2020-04-02,3178
2020-04-03,3196
2020-04-04,3321
2020-04-05,3488
2020-04-06,3651
2020-04-07,3662
2020-04-08,3545
2020-04-09,3371
2020-04-10,3214
2020-04-11,3115
2020-04-12,3143
2020-04-13,3151
2020-04-14,3121
2020-04-15,3043
2020-04-16,3010
2020-04-17,2982
2020-04-18,2976
2020-04-19,3018
2020-04-20,3162
2020-04-21,3085
2020-04-22,3072
2020-04-23,3011
2020-04-24,3025
2020-04-25,2981
2020-04-26,2939
2020-04-27,2863
