date_obj,Black%20wizard%20robe%20(g) price
2015-07-13,278932
2015-07-14,277724
2015-07-15,282635
2015-07-16,283726
2015-07-17,285883
2015-07-18,290255
2015-07-19,292912
2015-07-20,300544
2015-07-21,304425
2015-07-22,307732
2015-07-23,307732
2015-07-24,317713
2015-07-25,330816
2015-07-26,343399
2015-07-27,356967
2015-07-28,373697
2015-07-29,387062
2015-07-30,383035
2015-07-31,385299
2015-08-01,383381
2015-08-02,385164
2015-08-03,392161
2015-08-04,400589
2015-08-05,408157
2015-08-06,416895
2015-08-07,416895
2015-08-08,420553
2015-08-09,422062
2015-08-10,415915
2015-08-11,407042
2015-08-12,407042
2015-08-13,400287
2015-08-14,393963
2015-08-15,393963
2015-08-16,393522
2015-08-17,391515
2015-08-18,393071
2015-08-19,391588
2015-08-20,395061
2015-08-21,393629
2015-08-22,394640
2015-08-23,395864
2015-08-24,392977
2015-08-25,392977
2015-08-26,388712
2015-08-27,387172
2015-08-28,389625
2015-08-29,390923
2015-08-30,393210
2015-08-31,391410
2015-09-01,395811
2015-09-02,395811
2015-09-03,397761
2015-09-04,400747
2015-09-05,400747
2015-09-06,400166
2015-09-07,397962
2015-09-08,398139
2015-09-09,399865
2015-09-10,395451
2015-09-11,392207
2015-09-12,388985
2015-09-13,387399
2015-09-14,387399
2015-09-15,387395
2015-09-16,387395
2015-09-17,391328
2015-09-18,394700
2015-09-19,395048
2015-09-20,405095
2015-09-21,407800
2015-09-22,417859
2015-09-23,421266
2015-09-24,421266
2015-09-25,429134
2015-09-27,442688
2015-09-28,451889
2015-09-29,451889
2015-09-30,464384
2015-10-05,491716
2015-10-06,498081
2015-10-07,494730
2015-10-08,498022
2015-10-09,500597
2015-10-10,500597
2015-10-11,507682
2015-10-12,502026
2015-10-13,502026
2015-10-14,496532
2015-10-15,489116
2015-10-16,484670
2015-10-17,484670
2015-10-18,482442
2015-10-19,483687
2015-10-20,479141
2015-10-22,482892
2015-10-23,491461
2015-10-24,493574
2015-10-25,499425
2015-10-26,496603
2015-10-27,496603
2015-10-29,503112
2015-10-30,514032
2015-10-31,513391
2015-11-01,513391
2015-11-02,517208
2015-11-03,521278
2015-11-04,521278
2015-11-05,520725
2015-11-06,516815
2015-11-07,513452
2015-11-08,520320
2015-11-09,527300
2015-11-10,529510
2015-11-11,539313
2015-11-12,554683
2015-11-13,569324
2015-11-14,583621
2015-11-15,598856
2015-11-16,612925
2015-11-17,624837
2015-11-18,636741
2015-11-19,640126
2015-11-20,652584
2015-11-21,652584
2015-11-22,666379
2015-11-23,666379
2015-11-24,646215
2015-11-25,627060
2015-11-26,627060
2015-11-27,630003
2015-11-28,631194
2015-11-29,615619
2015-11-30,598695
2015-12-01,577736
2015-12-02,565253
2015-12-03,555387
2015-12-04,555387
2015-12-05,544173
2015-12-06,537448
2015-12-07,527222
2015-12-08,526287
2015-12-09,532073
2015-12-10,540391
2015-12-11,549619
2015-12-12,562405
2015-12-13,571634
2015-12-14,571634
2015-12-15,571228
2015-12-16,579019
2015-12-17,579019
2015-12-18,584498
2015-12-19,586916
2015-12-20,592448
2015-12-21,589816
2015-12-22,585476
2015-12-23,587130
2015-12-24,585081
2015-12-25,590068
2015-12-26,589579
2015-12-27,592353
2015-12-28,604912
2015-12-29,608814
2015-12-30,620363
2015-12-31,626788
2016-01-01,626788
2016-01-02,636147
2016-01-03,634111
2016-01-04,625009
2016-01-05,621546
2016-01-06,622637
2016-01-07,622637
2016-01-08,620810
2016-01-09,620810
2016-01-10,615406
2016-01-11,602820
2016-01-12,592435
2016-01-13,578579
2016-01-14,564484
2016-01-15,557352
2016-01-16,547694
2016-01-17,532977
2016-01-18,513790
2016-01-19,494837
2016-01-20,473493
2016-01-21,463607
2016-01-22,461833
2016-01-23,455655
2016-01-24,453125
2016-01-25,452261
2016-01-26,442526
2016-01-27,433141
2016-01-28,433141
2016-01-29,421298
2016-01-30,421298
2016-01-31,413741
2016-02-01,407703
2016-02-02,404454
2016-02-03,399601
2016-02-04,398543
2016-02-05,400895
2016-02-06,398985
2016-02-07,397217
2016-02-08,398515
2016-02-09,408698
2016-02-10,419499
2016-02-11,427603
2016-02-12,427603
2016-02-13,442697
2016-02-14,442697
2016-02-15,458047
2016-02-16,462897
2016-02-17,473467
2016-02-18,473467
2016-02-19,484482
2016-02-20,501550
2016-02-21,512031
2016-02-22,512031
2016-02-23,521669
2016-02-24,527015
2016-02-25,536728
2016-02-26,536728
2016-02-27,540716
2016-02-28,546476
2016-02-29,545306
2016-03-01,552639
2016-03-02,551803
2016-03-03,548237
2016-03-04,556939
2016-03-05,573655
2016-03-06,584655
2016-03-07,585683
2016-03-08,588262
2016-03-09,597533
2016-03-10,606712
2016-03-11,608780
2016-03-12,599078
2016-03-13,588843
2016-03-14,574152
2016-03-15,564206
2016-03-16,556176
2016-03-17,551283
2016-03-18,547085
2016-03-19,538012
2016-03-20,531214
2016-03-21,521500
2016-03-22,510457
2016-03-23,498541
2016-03-24,492837
2016-03-25,497214
2016-03-26,497871
2016-03-27,489110
2016-03-28,476301
2016-03-29,456972
2016-03-30,456972
2016-03-31,448546
2016-04-01,442313
2016-04-02,435506
2016-04-03,446653
2016-04-04,459290
2016-04-05,475582
2016-04-06,488459
2016-04-07,502215
2016-04-08,506323
2016-04-09,501387
2016-04-10,492199
2016-04-11,492199
2016-04-12,482062
2016-04-13,476031
2016-04-14,463239
2016-04-15,461204
2016-04-16,462492
2016-04-17,462555
2016-04-18,456373
2016-04-19,453652
2016-04-20,452773
2016-04-21,445762
2016-04-22,445762
2016-04-23,438954
2016-04-24,436295
2016-04-25,432810
2016-04-26,430884
2016-04-27,419256
2016-04-28,413481
2016-04-29,405550
2016-04-30,400551
2016-05-01,399250
2016-05-02,401890
2016-05-03,402818
2016-05-04,398819
2016-05-05,401543
2016-05-06,401543
2016-05-07,399283
2016-05-08,391775
2016-05-09,392000
2016-05-10,395716
2016-05-11,397488
2016-05-12,397047
2016-05-13,396010
2016-05-14,399644
2016-05-15,403559
2016-05-16,401028
2016-05-17,401968
2016-05-18,401530
2016-05-19,401108
2016-05-22,390554
2016-05-23,390271
2016-05-24,386754
2016-05-25,389934
2016-05-26,386874
2016-05-27,393047
2016-05-28,393047
2016-05-29,397981
2016-05-30,391012
2016-05-31,387396
2016-06-01,385997
2016-06-02,385748
2016-06-03,388593
2016-06-04,387161
2016-06-05,384506
2016-06-06,384154
2016-06-07,384154
2016-06-08,381751
2016-06-09,379208
2016-06-10,376808
2016-06-11,376794
2016-06-12,380852
2016-06-13,385934
2016-06-14,382556
2016-06-15,382449
2016-06-16,381185
2016-06-17,380436
2016-06-18,380436
2016-06-19,380185
2016-06-20,383098
2016-06-21,384831
2016-06-22,382028
2016-06-23,384617
2016-06-24,380774
2016-06-25,380416
2016-06-26,386331
2016-06-27,384388
2016-06-28,383710
2016-06-29,385079
2016-06-30,384948
2016-07-01,382478
2016-07-02,384943
2016-07-03,384987
2016-07-04,390890
2016-07-05,398808
2016-07-06,393452
2016-07-07,390341
2016-07-08,386319
2016-07-09,382477
2016-07-10,375004
2016-07-11,362945
2016-07-12,346522
2016-07-13,329457
2016-07-14,313075
2016-07-15,297733
2016-07-16,287718
2016-07-17,274426
2016-07-18,263369
2016-07-23,239317
2016-07-24,232136
2016-07-25,223157
2016-07-26,223157
2016-07-27,219940
2016-07-28,219292
2016-07-29,217726
2016-07-30,218098
2016-07-31,220630
2016-08-01,218668
2016-08-02,213075
2016-08-03,206896
2016-08-04,203137
2016-08-05,200389
2016-08-06,198580
2016-08-07,194337
2016-08-08,192210
2016-08-09,193269
2016-08-10,193061
2016-08-11,195844
2016-08-12,196381
2016-08-13,193947
2016-08-14,191164
2016-08-15,190208
2016-08-16,195950
2016-08-17,197776
2016-08-18,197266
2016-08-19,195520
2016-08-20,195323
2016-08-21,197556
2016-08-22,201640
2016-08-23,203168
2016-08-24,198441
2016-08-25,200803
2016-08-26,200803
2016-08-28,210168
2016-08-31,215904
2016-09-01,222864
2016-09-02,222864
2016-09-03,225215
2016-09-04,225472
2016-09-05,224310
2016-09-06,221774
2016-09-07,217038
2016-09-08,213516
2016-09-09,213251
2016-09-10,216279
2016-09-11,216279
2016-09-12,216611
2016-09-13,213915
2016-09-14,212311
2016-09-15,210225
2016-09-16,210682
2016-09-17,211274
2016-09-18,212851
2016-09-19,214300
2016-09-20,214300
2016-09-21,215278
2016-09-22,218195
2016-09-23,218156
2016-09-24,218156
2016-09-25,216160
2016-09-26,212108
2016-09-27,213422
2016-09-28,214431
2016-09-29,214431
2016-09-30,215994
2016-10-01,218744
2016-10-02,221412
2016-10-03,219469
2016-10-04,219785
2016-10-05,220078
2016-10-06,221677
2016-10-07,224648
2016-10-08,228834
2016-10-09,233516
2016-10-10,239267
2016-10-11,245021
2016-10-12,250396
2016-10-13,257838
2016-10-14,264796
2016-10-15,269952
2016-10-16,263924
2016-10-17,261885
2016-10-18,259743
2016-10-19,261084
2016-10-20,261327
2016-10-21,264309
2016-10-22,264309
2016-10-23,267381
2016-10-24,268714
2016-10-25,268714
2016-10-26,270182
2016-10-27,268490
2016-10-28,268490
2016-10-29,274562
2016-10-30,273938
2016-10-31,271349
2016-11-01,271349
2016-11-02,273012
2016-11-03,272189
2016-11-04,274623
2016-11-05,274623
2016-11-06,272388
2016-11-07,278941
2016-11-08,280649
2016-11-09,288428
2016-11-10,284770
2016-11-11,287140
2016-11-12,285701
2016-11-13,287720
2016-11-14,289725
2016-11-15,297335
2016-12-07,340443
2016-12-08,329591
2016-12-09,324421
2016-12-10,324421
2016-12-11,323629
2016-12-12,319908
2016-12-13,319131
2016-12-14,317395
2016-12-15,317395
2016-12-16,317966
2016-12-17,310278
2016-12-18,307131
2016-12-19,300957
2016-12-20,290162
2016-12-21,280432
2016-12-22,273415
2016-12-23,274489
2016-12-24,274622
2016-12-25,274860
2016-12-26,267662
2016-12-27,261815
2016-12-28,260969
2016-12-29,260331
2016-12-30,259096
2016-12-31,255395
2017-01-01,256925
2017-01-02,255450
2017-01-03,255915
2017-01-04,252430
2017-01-05,249387
2017-01-06,248544
2017-01-07,249107
2017-01-08,250116
2017-01-09,248072
2017-01-10,250224
2017-01-11,255252
2017-01-12,258118
2017-01-13,264102
2017-01-14,263585
2017-01-15,266466
2017-01-16,270349
2017-01-17,270506
2017-01-18,271913
2017-01-19,269675
2017-01-20,264251
2017-01-21,259712
2017-01-22,260162
2017-01-23,257930
2017-01-27,250869
2017-01-28,248847
2017-01-29,247448
2017-01-30,246798
2017-01-31,241716
2017-02-01,239607
2017-02-02,240814
2017-02-03,246742
2017-02-04,249668
2017-02-05,248712
2017-02-06,249414
2017-02-07,248860
2017-02-08,248174
2017-02-09,248174
2017-02-10,247236
2017-02-11,252496
2017-02-12,250848
2017-02-13,252607
2017-02-14,256367
2017-02-15,252150
2017-02-16,253352
2017-02-18,251195
2017-02-19,246933
2017-02-20,243688
2017-02-21,242817
2017-02-22,241035
2017-02-23,239146
2017-02-24,236401
2017-02-25,234122
2017-02-26,229982
2017-02-27,227317
2017-02-28,227561
2017-03-01,224742
2017-03-02,222839
2017-03-03,225794
2017-03-04,227115
2017-03-05,228694
2017-03-06,229812
2017-03-07,228930
2017-03-08,230357
2017-03-09,226886
2017-03-10,228346
2017-03-11,227259
2017-03-12,223026
2017-03-13,217690
2017-03-14,219227
2017-03-15,226690
2017-03-16,232357
2017-03-17,234693
2017-03-18,238541
2017-03-19,236928
2017-03-20,238124
2017-03-21,240067
2017-03-22,238144
2017-03-23,237344
2017-03-24,233991
2017-03-25,233669
2017-03-26,236385
2017-03-27,237408
2017-03-28,239828
2017-03-29,238283
2017-03-30,232324
2017-03-31,231924
2017-04-01,233485
2017-04-02,232363
2017-04-03,231037
2017-04-04,231780
2017-04-12,242006
2017-04-13,240691
2017-04-14,244941
2017-04-15,247541
2017-04-16,245402
2017-04-17,243025
2017-04-18,242011
2017-04-19,245877
2017-04-20,250647
2017-04-21,249256
2017-04-22,251379
2017-04-23,249084
2017-04-24,246693
2017-04-25,246125
2017-04-26,246125
2017-04-27,247655
2017-04-28,248397
2017-04-29,253318
2017-04-30,258500
2017-05-01,260963
2017-05-02,261087
2017-05-03,264437
2017-05-04,269544
2017-05-05,272826
2017-05-06,274517
2017-05-07,274707
2017-05-08,276312
2017-05-09,278545
2017-05-10,275035
2017-05-11,274277
2017-05-12,272338
2017-05-13,268403
2017-05-14,269571
2017-05-15,272247
2017-05-16,272840
2017-05-17,269622
2017-05-18,267672
2017-05-19,267672
2017-05-20,265713
2017-05-21,265713
2017-05-22,270026
2017-05-23,268590
2017-05-24,273854
2017-05-25,272993
2017-05-26,271243
2017-05-27,270085
2017-05-28,266814
2017-05-29,258933
2017-05-30,258597
2017-05-31,256313
2017-06-01,252751
2017-06-02,249480
2017-06-03,248905
2017-06-04,245839
2017-06-05,242234
2017-06-06,238960
2017-06-07,235699
2017-06-08,235699
2017-06-09,227176
2017-06-10,222062
2017-06-11,219240
2017-06-12,219018
2017-06-13,219945
2017-06-14,218824
2017-06-15,222572
2017-06-16,224187
2017-06-17,227055
2017-06-18,223936
2017-06-19,223936
2017-06-20,225008
2017-06-21,223254
2017-06-22,223714
2017-06-23,226701
2017-06-24,227175
2017-06-25,228912
2017-06-26,226610
2017-06-27,225697
2017-06-28,225753
2017-06-29,222453
2017-06-30,220830
2017-07-01,220830
2017-07-02,217338
2017-07-03,216122
2017-07-04,211205
2017-07-05,211205
2017-07-06,215332
2017-07-07,215332
2017-07-08,214766
2017-07-13,216820
2017-07-14,214456
2017-07-15,214456
2017-07-16,215277
2017-07-17,221528
2017-07-18,223924
2017-07-19,227458
2017-07-20,232326
2017-07-21,231940
2017-07-22,236808
2017-07-23,246454
2017-07-24,253064
2017-07-25,263547
2017-07-26,262118
2017-07-27,263563
2017-07-28,266913
2017-07-29,265867
2017-07-30,268991
2017-07-31,276543
2017-08-01,278748
2017-08-02,274602
2017-08-03,271279
2017-08-04,267810
2017-08-05,264051
2017-08-06,262364
2017-08-07,261668
2017-08-08,263140
2017-08-09,265229
2017-08-10,263399
2017-08-11,263148
2017-08-12,264569
2017-08-13,272273
2017-08-14,276417
2017-08-15,280562
2017-08-16,281228
2017-08-17,277644
2017-08-18,277644
2017-08-19,271797
2017-08-20,269590
2017-08-21,269081
2017-08-22,269553
2017-08-23,269702
2017-08-24,274698
2017-08-25,273257
2017-08-26,272932
2017-08-27,273297
2017-08-28,272604
2017-08-29,272579
2017-08-30,267351
2017-08-31,269027
2017-09-01,267972
2017-09-02,270750
2017-09-03,279078
2017-09-04,283172
2017-09-05,281379
2017-09-06,282368
2017-09-07,278865
2017-09-08,276889
2017-09-09,281520
2017-09-10,279321
2017-09-11,275402
2017-09-12,275402
2017-09-13,275873
2017-09-14,273902
2017-09-15,273902
2017-09-16,272381
2017-09-17,274239
2017-09-18,272051
2017-09-19,270585
2017-09-20,269684
2017-09-22,263403
2017-09-23,261493
2017-09-24,260193
2017-09-25,265453
2017-09-26,263909
2017-09-27,266199
2017-09-28,266309
2017-09-29,265593
2017-09-30,264102
2017-10-01,269823
2017-10-02,279285
2017-10-03,283621
2017-10-04,283621
2017-10-05,280699
2017-10-06,276638
2017-10-07,274838
2017-10-08,273102
2017-10-09,273842
2017-10-10,274822
2017-10-11,274822
2017-10-12,272822
2017-10-13,269605
2017-10-14,274203
2017-10-15,274203
2017-10-16,276480
2017-10-17,276480
2017-10-18,278252
2017-10-19,277552
2017-10-20,277847
2017-10-21,279442
2017-10-22,282639
2017-10-23,282540
2017-10-24,278850
2017-10-25,277465
2017-10-26,275060
2017-10-27,273949
2017-10-28,273949
2017-10-29,275597
2017-10-30,273334
2017-10-31,267572
2017-11-01,267572
2017-11-02,263870
2017-11-03,260946
2017-11-04,254771
2017-11-05,251200
2017-11-06,246894
2017-11-07,244188
2017-11-08,238081
2017-11-09,235459
2017-11-10,237432
2017-11-11,239401
2017-11-12,235683
2017-11-13,234391
2017-11-14,233359
2017-11-15,231410
2017-11-16,234365
2017-11-17,233437
2017-11-18,237474
2017-11-19,236119
2017-11-20,233537
2017-11-21,228902
2017-11-22,228832
2017-11-23,227671
2017-11-24,222868
2017-11-25,218854
2017-11-26,213952
2017-11-27,213952
2017-11-28,216799
2017-11-29,217913
2017-11-30,223309
2017-12-01,222783
2017-12-02,218429
2017-12-03,219569
2017-12-04,224588
2017-12-05,234762
2017-12-06,238217
2017-12-07,240319
2017-12-08,243709
2017-12-09,249405
2017-12-10,256465
2017-12-11,258649
2017-12-12,256366
2017-12-13,254052
2017-12-14,250259
2017-12-15,249088
2017-12-16,252348
2017-12-17,244610
2017-12-18,238178
2017-12-19,233784
2017-12-20,234371
2017-12-21,238927
2017-12-22,238237
2017-12-23,235036
2017-12-24,231916
2017-12-25,232698
2017-12-26,233069
2017-12-27,227055
2017-12-28,224015
2017-12-29,224548
2017-12-30,222082
2017-12-31,224553
2018-01-01,223216
2018-01-02,223068
2018-01-03,225886
2018-01-04,222844
2018-01-05,225398
2018-01-06,228827
2018-01-07,232241
2018-01-08,235355
2018-01-09,231171
2018-01-10,225869
2018-01-11,224769
2018-01-12,223805
2018-01-13,226885
2018-01-14,228738
2018-01-15,224168
2018-01-16,223056
2018-01-17,221552
2018-01-18,224893
2018-01-19,224893
2018-01-20,225942
2018-01-21,224739
2018-01-22,224358
2018-01-23,223971
2018-01-24,227462
2018-01-25,228412
2018-01-26,229855
2018-01-27,228440
2018-01-28,232551
2018-01-29,240744
2018-01-30,242011
2018-01-31,241721
2018-02-01,242990
2018-02-02,241322
2018-02-03,241922
2018-02-04,238904
2018-02-05,238600
2018-02-06,239206
2018-02-07,238732
2018-02-08,238732
2018-02-09,239048
2018-02-10,237313
2018-02-11,240339
2018-02-12,240245
2018-02-13,237000
2018-02-14,234185
2018-02-15,237535
2018-02-16,236548
2018-02-17,240338
2018-02-18,242793
2018-02-19,242895
2018-02-20,245031
2018-02-21,249219
2018-02-22,253393
2018-02-23,248996
2018-02-24,246353
2018-02-25,247590
2018-02-26,244831
2018-02-27,244427
2018-02-28,244139
2018-03-01,246748
2018-03-02,250079
2018-03-03,251602
2018-03-04,251602
2018-03-05,247910
2018-03-06,246397
2018-03-07,243486
2018-03-08,240354
2018-03-09,242523
2018-03-10,242384
2018-03-11,240114
2018-03-12,240739
2018-03-13,247738
2018-03-14,250459
2018-03-15,252768
2018-03-16,254951
2018-03-17,258917
2018-03-18,260557
2018-03-20,267359
2018-03-21,270298
2018-03-22,270772
2018-03-23,271649
2018-03-24,274094
2018-03-25,274635
2018-03-26,276543
2018-03-27,278026
2018-03-28,283017
2018-03-29,284254
2018-03-30,284432
2018-03-31,286988
2018-04-01,286350
2018-04-02,288264
2018-04-03,292170
2018-04-04,297089
2018-04-05,297089
2018-04-06,298678
2018-04-07,298678
2018-04-08,311850
2018-04-09,320364
2018-04-10,324193
2018-04-11,338853
2018-04-12,354563
2018-04-13,367568
2018-04-14,367568
2018-04-15,369987
2018-04-16,369987
2018-04-17,375824
2018-04-18,375824
2018-04-19,374816
2018-04-20,371217
2018-04-21,368368
2018-04-22,362411
2018-04-23,360132
2018-04-24,359433
2018-04-25,364800
2018-04-26,364800
2018-04-27,372811
2018-04-28,373804
2018-04-29,374816
2018-04-30,368113
2018-05-01,372535
2018-05-02,370711
2018-05-03,374786
2018-05-04,374846
2018-05-05,382440
2018-05-06,382440
2018-05-07,388465
2018-05-08,379520
2018-05-09,372604
2018-05-10,373438
2018-05-11,377639
2018-05-12,378885
2018-05-13,378885
2018-05-14,376291
2018-05-15,383862
2018-05-16,385348
2018-05-17,381865
2018-05-18,381353
2018-05-19,381206
2018-05-20,382265
2018-05-21,386325
2018-05-22,392103
2018-05-23,384375
2018-05-24,384067
2018-05-25,381345
2018-05-26,383558
2018-05-27,383558
2018-05-28,383653
2018-05-29,383009
2018-05-30,383231
2018-05-31,381350
2018-06-01,380008
2018-06-02,376040
2018-06-03,376040
2018-06-04,371226
2018-06-05,367763
2018-06-06,367097
2018-06-07,367097
2018-06-08,367924
2018-06-09,367924
2018-06-10,363818
2018-06-11,363818
2018-06-12,359510
2018-06-13,353102
2018-06-14,346332
2018-06-15,346332
2018-06-16,341745
2018-06-17,340452
2018-06-18,334599
2018-06-19,328165
2018-06-20,328165
2018-06-21,319395
2018-06-22,312350
2018-06-23,312350
2018-06-24,312336
2018-06-25,309197
2018-06-26,307525
2018-06-27,308860
2018-06-28,311580
2018-06-29,312068
2018-06-30,316464
2018-07-01,312783
2018-07-02,312783
2018-07-03,307799
2018-07-04,305792
2018-07-05,305823
2018-07-06,307693
2018-07-07,307634
2018-07-08,302207
2018-07-09,300530
2018-07-10,299039
2018-07-11,299715
2018-07-12,301848
2018-07-13,299682
2018-07-14,293614
2018-07-15,299074
2018-07-16,296140
2018-07-17,297548
2018-07-18,298669
2018-07-19,297444
2018-07-20,302201
2018-07-21,305148
2018-07-22,305626
2018-07-23,300923
2018-07-24,298684
2018-07-25,294534
2018-07-26,293673
2018-07-27,288280
2018-07-28,285947
2018-07-29,285175
2018-07-30,282653
2018-07-31,283067
2018-08-01,283067
2018-08-02,281183
2018-08-03,279011
2018-08-04,280688
2018-08-05,280153
2018-08-06,280509
2018-08-07,277230
2018-08-08,275875
2018-08-09,275875
2018-08-10,271180
2018-08-11,267396
2018-08-12,263990
2018-08-14,268198
2018-08-16,264801
2018-08-17,266319
2018-08-18,270893
2018-08-19,279847
2018-08-20,288240
2018-08-21,297175
2018-08-22,307141
2018-08-23,320822
2018-08-24,335373
2018-08-25,348708
2018-08-26,363279
2018-08-27,378133
2018-08-28,393653
2018-08-29,410357
2018-08-30,424759
2018-08-31,444938
2018-09-01,461716
2018-09-02,476399
2018-09-03,489616
2018-09-04,495801
2018-09-05,492738
2018-09-06,492738
2018-09-07,497792
2018-09-08,501789
2018-09-09,508828
2018-09-10,516059
2018-09-11,521803
2018-09-12,528313
2018-09-13,530817
2018-09-14,536422
2018-09-15,540481
2018-09-16,551686
2018-09-17,546741
2018-09-18,546736
2018-09-19,545304
2018-09-20,536402
2018-09-21,516924
2018-09-22,496872
2018-09-23,481720
2018-09-24,470924
2018-09-25,467105
2018-09-26,457783
2018-09-27,451333
2018-09-28,443538
2018-09-29,440497
2018-09-30,440854
2018-10-01,436692
2018-10-02,442794
2018-10-03,447050
2018-10-04,449688
2018-10-05,454250
2018-10-06,452088
2018-10-07,451879
2018-10-08,454916
2018-10-09,454308
2018-10-10,456596
2018-10-11,455084
2018-10-12,452009
2018-10-13,454345
2018-10-14,456885
2018-10-15,456692
2018-10-16,459564
2018-10-17,464455
2018-10-18,458942
2018-10-19,454227
2018-10-20,451805
2018-10-21,456720
2018-10-22,462934
2018-10-23,465704
2018-10-24,469855
2018-10-25,474577
2018-10-26,476725
2018-10-27,478211
2018-10-28,477339
2018-10-29,477570
2018-10-30,473064
2018-10-31,485553
2018-11-01,504154
2018-11-03,555646
2018-11-04,583184
2018-11-05,612147
2018-11-06,642755
2018-11-07,674893
2018-11-08,708638
2018-11-09,744070
2018-11-10,781274
2018-11-11,820338
2018-11-12,861355
2018-11-13,904423
2018-11-15,997128
2018-11-16,1046985
2018-11-17,1099335
2018-11-18,1152492
2018-11-19,1208701
2018-11-20,1247132
2018-11-21,1269510
2018-11-22,1266124
2018-11-23,1234566
2018-11-24,1197747
2018-11-25,1168347
2018-11-26,1154885
2018-11-27,1124963
2018-11-28,1106299
2018-11-29,1077386
2018-12-01,1016796
2018-12-02,989045
2018-12-03,978040
2018-12-04,961502
2018-12-05,945337
2018-12-07,915870
2018-12-09,883791
2018-12-10,864821
2018-12-11,858409
2018-12-12,840526
2018-12-13,816812
2018-12-14,791410
2018-12-15,783145
2018-12-16,777548
2018-12-17,773311
2018-12-18,768999
2018-12-19,760885
2018-12-20,752961
2018-12-21,761056
2018-12-22,769897
2018-12-23,779682
2018-12-24,773767
2018-12-25,778620
2018-12-26,775906
2018-12-27,788241
2018-12-28,799826
2018-12-29,795732
2018-12-30,782676
2018-12-31,778132
2019-01-01,778304
2019-01-02,773487
2019-01-03,770201
2019-01-04,764229
2019-01-05,751378
2019-01-06,735839
2019-01-08,723296
2019-01-10,701593
2019-01-11,692476
2019-01-12,677752
2019-01-13,663773
2019-01-14,644112
2019-01-15,618032
2019-01-16,597506
2019-01-17,584957
2019-01-18,571025
2019-01-19,563002
2019-01-20,550429
2019-01-21,540623
2019-01-22,529462
2019-01-23,521445
2019-01-24,512653
2019-01-25,500662
2019-01-26,489624
2019-01-27,477678
2019-01-28,466764
2019-01-29,458727
2019-01-30,454844
2019-01-31,454811
2019-02-01,453217
2019-02-02,452711
2019-02-03,449377
2019-02-04,454511
2019-02-05,457716
2019-02-06,461479
2019-02-07,468694
2019-02-08,480983
2019-02-09,488597
2019-02-10,493572
2019-02-11,502909
2019-02-12,519710
2019-02-13,525136
2019-02-14,524778
2019-02-15,524049
2019-02-16,523616
2019-02-17,516117
2019-02-18,508241
2019-02-19,499655
2019-02-20,495547
2019-02-21,493632
2019-02-22,500663
2019-02-23,495145
2019-02-24,491188
2019-02-25,492649
2019-02-26,491604
2019-02-27,486426
2019-02-28,482046
2019-03-01,476997
2019-03-02,469923
2019-03-03,467232
2019-03-04,464898
2019-03-05,474698
2019-03-06,481608
2019-03-07,486609
2019-03-08,488045
2019-03-09,488011
2019-03-10,491825
2019-03-11,492125
2019-03-12,494955
2019-03-13,494524
2019-03-14,498901
2019-03-15,505245
2019-03-16,512903
2019-03-17,527682
2019-03-18,534177
2019-03-19,544828
2019-03-20,540477
