date_obj,Shorts%20(blue) price
2016-11-01,1928
2016-11-02,1928
2016-11-03,1928
2016-11-04,1928
2016-11-05,1928
2016-11-06,1903
2016-11-07,1903
2016-11-08,1903
2016-11-09,1903
2016-11-10,1903
2016-11-11,1903
2016-11-12,1903
2016-11-13,1903
2016-11-14,1816
2016-11-15,1816
2016-11-16,1816
2016-11-17,1816
2016-11-18,1816
2016-11-19,1816
2016-11-20,1816
2016-11-21,1756
2016-11-22,1756
2016-11-23,1756
2016-11-24,1756
2016-11-25,1756
2016-11-26,1756
2016-11-27,1756
2016-11-28,1756
2016-11-29,1728
2016-11-30,1728
2016-12-01,1728
2016-12-02,1728
2016-12-03,1728
2016-12-04,1728
2016-12-05,1705
2016-12-06,1705
2016-12-07,1705
2016-12-08,1705
2016-12-09,1705
2016-12-10,1705
2016-12-11,1705
2016-12-12,1701
2016-12-13,1701
2016-12-14,1701
2016-12-15,1701
2016-12-16,1701
2016-12-17,1701
2016-12-18,1701
2016-12-19,1698
2016-12-20,1698
2016-12-21,1698
2016-12-22,1698
2016-12-23,1698
2016-12-24,1698
2016-12-25,1698
2016-12-26,1724
2016-12-27,1724
2016-12-28,1724
2016-12-29,1724
2016-12-30,1724
2016-12-31,1724
2017-01-01,1786
2017-01-02,1786
2017-01-03,1786
2017-01-04,1786
2017-01-05,1786
2017-01-06,1786
2017-01-07,1813
2017-01-08,1813
2017-01-09,1813
2017-01-10,1813
2017-01-11,1813
2017-01-12,1813
2017-01-13,1790
2017-01-14,1790
2017-01-15,1790
2017-01-16,1790
2017-01-17,1790
2017-01-18,1790
2017-01-19,1743
2017-01-20,1743
2017-01-21,1743
2017-01-22,1743
2017-01-23,1743
2017-01-24,1743
2017-01-25,1723
2017-01-26,1723
2017-01-27,1723
2017-01-28,1723
2017-01-29,1723
2017-01-30,1723
2017-01-31,1641
2017-02-01,1641
2017-02-02,1641
2017-02-03,1641
2017-02-04,1641
2017-02-05,1560
2017-02-06,1560
2017-02-07,1560
2017-02-08,1560
2017-02-09,1560
2017-02-10,1560
2017-02-11,1544
2017-02-12,1544
2017-02-13,1544
2017-02-14,1544
2017-02-15,1544
2017-02-16,1544
2017-02-17,1536
2017-02-18,1536
2017-02-19,1536
2017-02-20,1536
2017-02-21,1536
2017-02-22,1536
2017-02-23,1536
2017-02-24,1527
2017-02-25,1527
2017-02-26,1527
2017-02-27,1527
2017-02-28,1527
2017-03-01,1527
2017-03-02,1504
2017-03-03,1504
2017-03-04,1504
2017-03-05,1504
2017-03-06,1504
2017-03-07,1441
2017-03-08,1441
2017-03-09,1441
2017-03-10,1441
2017-03-11,1441
2017-03-12,1441
2017-03-13,1443
2017-03-14,1443
2017-03-15,1443
2017-03-16,1443
2017-03-17,1443
2017-03-18,1421
2017-03-19,1421
2017-03-20,1421
2017-03-21,1421
2017-03-22,1421
2017-03-23,1397
2017-03-24,1397
2017-03-25,1397
2017-03-26,1397
2017-03-27,1397
2017-03-28,1397
2017-03-29,1335
2017-03-30,1335
2017-03-31,1335
2017-04-01,1335
2017-04-02,1335
2017-04-03,1335
2017-04-04,1327
2017-04-05,1327
2017-04-06,1327
2017-04-07,1327
2017-04-08,1327
2017-04-09,1385
2017-04-10,1385
2017-04-11,1385
2017-04-12,1385
2017-04-13,1385
2017-04-14,1385
2017-04-15,1341
2017-04-16,1341
2017-04-17,1341
2017-04-18,1341
2017-04-19,1341
2017-04-20,1285
2017-04-21,1285
2017-04-22,1285
2017-04-23,1285
2017-04-24,1285
2017-04-25,1285
2017-04-26,1274
2017-04-27,1274
2017-04-28,1274
2017-04-29,1274
2017-04-30,1274
2017-05-01,1334
2017-05-02,1334
2017-05-03,1334
2017-05-04,1334
2017-05-05,1334
2017-05-06,1334
2017-05-07,1336
2017-05-08,1336
2017-05-09,1336
2017-05-10,1336
2017-05-11,1336
2017-05-12,1351
2017-05-13,1351
2017-05-14,1351
2017-05-15,1351
2017-05-16,1351
2017-05-17,1351
2017-05-18,1378
2017-05-19,1378
2017-05-20,1378
2017-05-21,1378
2017-05-22,1378
2017-05-23,1378
2017-05-24,1407
2017-05-25,1407
2017-05-26,1407
2017-05-27,1407
2017-05-28,1407
2017-05-29,1407
2017-05-30,1432
2017-05-31,1432
2017-06-01,1432
2017-06-02,1432
2017-06-03,1432
2017-06-04,1458
2017-06-05,1458
2017-06-06,1458
2017-06-07,1458
2017-06-08,1500
2017-06-09,1500
2017-06-10,1483
2017-06-11,1483
2017-06-12,1483
2017-06-13,1483
2017-06-14,1483
2017-06-15,1477
2017-06-16,1477
2017-06-17,1477
2017-06-18,1477
2017-06-19,1477
2017-06-20,1491
2017-06-21,1491
2017-06-22,1491
2017-06-23,1491
2017-06-24,1491
2017-06-25,1491
2017-06-26,1458
2017-06-27,1458
2017-06-28,1458
2017-06-29,1458
2017-06-30,1458
2017-07-01,1458
2017-07-02,1476
2017-07-03,1476
2017-07-04,1476
2017-07-05,1476
2017-07-06,1476
2017-07-07,1476
2017-07-08,1461
2017-07-09,1461
2017-07-10,1461
2017-07-11,1461
2017-07-12,1461
2017-07-13,1461
2017-07-14,1467
2017-07-15,1467
2017-07-16,1467
2017-07-17,1467
2017-07-18,1467
2017-07-19,1467
2017-07-20,1425
2017-07-21,1425
2017-07-22,1425
2017-07-23,1425
2017-07-24,1425
2017-07-25,1425
2017-07-26,1425
2017-07-27,1450
2017-07-28,1450
2017-07-29,1450
2017-07-30,1450
2017-07-31,1450
2017-08-01,1465
2017-08-02,1465
2017-08-03,1465
2017-08-04,1465
2017-08-05,1465
2017-08-06,1465
2017-08-07,1494
2017-08-08,1494
2017-08-09,1494
2017-08-10,1494
2017-08-11,1494
2017-08-12,1485
2017-08-13,1485
2017-08-14,1485
2017-08-15,1485
2017-08-16,1485
2017-08-17,1485
2017-08-18,1516
2017-08-19,1516
2017-08-20,1516
2017-08-21,1516
2017-08-22,1516
2017-08-23,1516
2017-08-24,1531
2017-08-25,1531
2017-08-26,1531
2017-08-27,1531
2017-08-28,1531
2017-08-29,1531
2017-08-30,1531
2017-08-31,1522
2017-09-01,1522
2017-09-02,1522
2017-09-03,1522
2017-09-04,1522
2017-09-05,1539
2017-09-06,1539
2017-09-07,1539
2017-09-08,1539
2017-09-09,1539
2017-09-10,1539
2017-09-11,1545
2017-09-12,1545
2017-09-13,1545
2017-09-14,1545
2017-09-15,1545
2017-09-16,1545
2017-09-17,1521
2017-09-18,1521
2017-09-19,1521
2017-09-20,1521
2017-09-21,1521
2017-09-22,1521
2017-09-23,1547
2017-09-24,1547
2017-09-25,1547
2017-09-26,1547
2017-09-27,1547
2017-09-28,1547
2017-09-29,1523
2017-09-30,1523
2017-10-01,1523
2017-10-02,1523
2017-10-03,1523
2017-10-04,1523
2017-10-05,1523
2017-10-06,1519
2017-10-07,1519
2017-10-08,1519
2017-10-09,1519
2017-10-10,1519
2017-10-11,1519
2017-10-12,1519
2017-10-13,1448
2017-10-14,1448
2017-10-15,1448
2017-10-16,1448
2017-10-17,1448
2017-10-18,1448
2017-10-19,1481
2017-10-20,1481
2017-10-21,1481
2017-10-22,1481
2017-10-23,1481
2017-10-24,1504
2017-10-25,1504
2017-10-26,1504
2017-10-27,1504
2017-10-28,1504
2017-10-29,1504
2017-10-30,1508
2017-10-31,1508
2017-11-01,1508
2017-11-02,1508
2017-11-03,1508
2017-11-04,1508
2017-11-05,1517
2017-11-06,1517
2017-11-07,1517
2017-11-08,1517
2017-11-09,1517
2017-11-10,1517
2017-11-11,1517
2017-11-12,1492
2017-11-13,1492
2017-11-14,1492
2017-11-15,1492
2017-11-16,1492
2017-11-17,1492
2017-11-18,1492
2017-11-19,1498
2017-11-20,1498
2017-11-21,1498
2017-11-22,1498
2017-11-23,1498
2017-11-24,1498
2017-11-25,1498
2017-11-26,1494
2017-11-27,1494
2017-11-28,1494
2017-11-29,1494
2017-11-30,1494
2017-12-01,1494
2017-12-02,1523
2017-12-03,1523
2017-12-04,1523
2017-12-05,1523
2017-12-06,1523
2017-12-07,1523
2017-12-08,1544
2017-12-09,1544
2017-12-10,1544
2017-12-11,1544
2017-12-12,1544
2017-12-13,1544
2017-12-14,1581
2017-12-15,1581
2017-12-16,1581
2017-12-17,1581
2017-12-18,1581
2017-12-19,1656
2017-12-20,1656
2017-12-21,1656
2017-12-22,1656
2017-12-23,1656
2017-12-24,1656
2017-12-25,1656
2017-12-26,1649
2017-12-27,1649
2017-12-28,1649
2017-12-29,1649
2017-12-30,1649
2017-12-31,1649
2018-01-01,1673
2018-01-02,1673
2018-01-03,1673
2018-01-04,1673
2018-01-05,1673
2018-01-06,1616
2018-01-07,1616
2018-01-08,1616
2018-01-09,1616
2018-01-10,1616
2018-01-11,1616
2018-01-12,1564
2018-01-13,1564
2018-01-14,1564
2018-01-15,1564
2018-01-16,1564
2018-01-17,1564
2018-01-18,1543
2018-01-19,1543
2018-01-20,1543
2018-01-21,1543
2018-01-22,1543
2018-01-23,1565
2018-01-24,1565
2018-01-25,1565
2018-01-26,1565
2018-01-27,1568
2018-01-28,1568
2018-01-29,1568
2018-01-30,1622
2018-01-31,1622
2018-02-01,1622
2018-02-02,1622
2018-02-03,1637
2018-02-04,1637
2018-02-05,1637
2018-02-06,1637
2018-02-07,1611
2018-02-08,1611
2018-02-09,1611
2018-02-10,1611
2018-02-11,1612
2018-02-12,1612
2018-02-13,1612
2018-02-14,1600
2018-02-15,1600
2018-02-16,1600
2018-02-17,1629
2018-02-18,1629
2018-02-19,1629
2018-02-20,1600
2018-02-21,1600
2018-02-22,1600
2018-02-23,1602
2018-02-24,1602
2018-02-25,1602
2018-02-26,1602
2018-02-27,1615
2018-02-28,1615
2018-03-01,1615
2018-03-02,1662
2018-03-03,1662
2018-03-04,1662
2018-03-05,1629
2018-03-06,1629
2018-03-07,1629
2018-03-08,1634
2018-03-09,1634
2018-03-10,1634
2018-03-11,1620
2018-03-12,1620
2018-03-13,1620
2018-03-14,1687
2018-03-15,1687
2018-03-16,1687
2018-03-17,1750
2018-03-18,1750
2018-03-19,1750
2018-03-20,1750
2018-03-21,1742
2018-03-23,1742
2018-03-24,1742
2018-03-26,1732
2018-03-27,1732
2018-03-28,1732
2018-03-29,1763
2018-03-30,1763
2018-03-31,1763
2018-04-01,1763
2018-04-02,1772
2018-04-03,1772
2018-04-04,1772
2018-04-05,1772
2018-04-06,1811
2018-04-08,1811
2018-04-09,1811
2018-04-10,1811
2018-04-11,1834
2018-04-12,1834
2018-04-13,1834
2018-04-14,1834
2018-04-16,1834
2018-04-17,1834
2018-04-18,1834
2018-04-19,1834
2018-04-20,1794
2018-04-21,1794
2018-04-22,1794
2018-04-23,1794
2018-04-24,1818
2018-04-25,1818
2018-04-26,1818
2018-04-27,1818
2018-04-28,1818
2018-04-29,1820
2018-04-30,1820
2018-05-01,1820
2018-05-02,1820
2018-05-03,1820
2018-05-04,1863
2018-05-05,1863
2018-05-06,1863
2018-05-07,1863
2018-05-08,1908
2018-05-09,1908
2018-05-10,1908
2018-05-11,1908
2018-05-12,1952
2018-05-13,1952
2018-05-14,1952
2018-05-15,1952
2018-05-16,1905
2018-05-17,1905
2018-05-18,1905
2018-05-19,1905
2018-05-20,1850
2018-05-21,1850
2018-05-22,1850
2018-05-23,1850
2018-05-24,1861
2018-05-25,1861
2018-05-26,1861
2018-05-27,1861
2018-05-28,1911
2018-05-29,1911
2018-05-30,1911
2018-05-31,1911
2018-06-01,1929
2018-06-02,1929
2018-06-03,1929
2018-06-04,1929
2018-06-05,1934
2018-06-06,1934
2018-06-07,1934
2018-06-08,1934
2018-06-09,1967
2018-06-10,1967
2018-06-11,1967
2018-06-12,1967
2018-06-13,1896
2018-06-14,1896
2018-06-15,1896
2018-06-16,1896
2018-06-17,1884
2018-06-18,1884
2018-06-19,1884
2018-06-20,1884
2018-06-21,1884
2018-06-22,1884
2018-06-23,1884
2018-06-24,1884
2018-06-25,1874
2018-06-26,1874
2018-06-27,1874
2018-06-28,1874
2018-06-29,1836
2018-06-30,1836
2018-07-01,1836
2018-07-02,1801
2018-07-03,1801
2018-07-04,1801
2018-07-05,1801
2018-07-06,1748
2018-07-07,1748
2018-07-08,1748
2018-07-09,1756
2018-07-10,1756
2018-07-11,1756
2018-07-12,1756
2018-07-13,1756
2018-07-14,1738
2018-07-15,1738
2018-07-16,1738
2018-07-17,1823
2018-07-18,1823
2018-07-19,1823
2018-07-20,1823
2018-07-21,1786
2018-07-22,1786
2018-07-23,1774
2018-07-24,1774
2018-07-25,1774
2018-07-26,1774
2018-07-27,1794
2018-07-28,1794
2018-07-29,1794
2018-07-30,1865
2018-07-31,1865
2018-08-01,1865
2018-08-02,1908
2018-08-03,1908
2018-08-04,1908
2018-08-05,1847
2018-08-06,1847
2018-08-07,1847
2018-08-08,1788
2018-08-09,1788
2018-08-10,1788
2018-08-11,1713
2018-08-12,1713
2018-08-14,1680
2018-08-16,1680
2018-08-17,1738
2018-08-18,1738
2018-08-19,1738
2018-08-20,1759
2018-08-21,1759
2018-08-22,1759
2018-08-23,1808
2018-08-24,1808
2018-08-25,1808
2018-08-26,1883
2018-08-27,1883
2018-08-28,1883
2018-08-29,1916
2018-08-30,1916
2018-08-31,1916
2018-09-01,1957
2018-09-02,1957
2018-09-03,1957
2018-09-04,1985
2018-09-05,1985
2018-09-06,1985
2018-09-07,1978
2018-09-08,1978
2018-09-09,1978
2018-09-10,1963
2018-09-11,1963
2018-09-12,1963
2018-09-13,1963
2018-09-14,1980
2018-09-15,1980
2018-09-16,1980
2018-09-17,1982
2018-09-18,1982
2018-09-19,1982
2018-09-20,1933
2018-09-21,1933
2018-09-22,1933
2018-09-23,1933
2018-09-24,1932
2018-09-25,1932
2018-09-26,1932
2018-09-27,1932
2018-09-28,1942
2018-09-29,1942
2018-09-30,1942
2018-10-02,1893
2018-10-03,1893
2018-10-04,1893
2018-10-05,1864
2018-10-06,1864
2018-10-07,1864
2018-10-08,1794
2018-10-09,1794
2018-10-10,1794
2018-10-11,1809
2018-10-12,1809
2018-10-13,1809
2018-10-14,1809
2018-10-15,1828
2018-10-16,1828
2018-10-17,1828
2018-10-18,1828
2018-10-19,1861
2018-10-20,1861
2018-10-21,1861
2018-10-22,1861
2018-10-23,1882
2018-10-24,1882
2018-10-25,1882
2018-10-26,1882
2018-10-27,1896
2018-10-28,1896
2018-10-29,1896
2018-10-30,1896
2018-10-31,1937
2018-11-01,1937
2018-11-03,1885
2018-11-04,1885
2018-11-05,1808
2018-11-06,1808
2018-11-07,1808
2018-11-08,1806
2018-11-09,1806
2018-11-10,1816
2018-11-11,1816
2018-11-12,1816
2018-11-13,1854
2018-11-14,1854
2018-11-15,1854
2018-11-16,1838
2018-11-17,1838
2018-11-18,1838
2018-11-19,1839
2018-11-20,1839
2018-11-21,1839
2018-11-22,1820
2018-11-23,1820
2018-11-24,1820
2018-11-25,1762
2018-11-26,1762
2018-11-27,1762
2018-11-28,1673
2018-11-29,1673
2018-12-01,1606
2018-12-02,1640
2018-12-03,1640
2018-12-04,1640
2018-12-05,1625
2018-12-07,1625
2018-12-09,1596
2018-12-10,1596
2018-12-11,1556
2018-12-12,1556
2018-12-13,1615
2018-12-14,1615
2018-12-15,1615
2018-12-16,1575
2018-12-17,1575
2018-12-18,1624
2018-12-19,1624
2018-12-20,1624
2018-12-21,1657
2018-12-22,1657
2018-12-23,1657
2018-12-24,1671
2018-12-25,1671
2018-12-26,1671
2018-12-27,1680
2018-12-28,1680
2018-12-29,1680
2018-12-30,1693
2018-12-31,1693
2019-01-01,1693
2019-01-02,1745
