date_obj,Oil%20lantern price
2019-05-31,819
2019-06-01,819
2019-06-02,806
2019-06-03,806
2019-06-04,806
2019-06-05,806
2019-06-06,800
2019-06-07,800
2019-06-08,773
2019-06-09,761
2019-06-10,761
2019-06-11,770
2019-06-12,770
2019-06-13,775
2019-06-14,775
2019-06-15,778
2019-06-16,812
2019-06-17,812
2019-06-18,824
2019-06-19,824
2019-06-20,800
2019-06-21,800
2019-06-22,818
2019-06-23,842
2019-06-24,842
2019-06-25,875
2019-06-26,875
2019-06-27,908
2019-06-28,908
2019-06-29,907
2019-06-30,907
2019-07-01,903
2019-07-02,903
2019-07-03,913
2019-07-04,913
2019-07-05,916
2019-07-06,916
2019-07-07,906
2019-07-08,906
2019-07-09,883
2019-07-10,883
2019-07-11,849
2019-07-12,827
2019-07-13,827
2019-07-14,842
2019-07-15,842
2019-07-16,855
2019-07-17,864
2019-07-18,864
2019-07-19,862
2019-07-20,862
2019-07-21,860
2019-07-22,860
2019-07-23,862
2019-07-24,862
2019-07-25,844
2019-07-26,844
2019-07-27,812
2019-07-28,812
2019-07-29,791
2019-07-30,791
2019-07-31,773
2019-08-01,773
2019-08-02,781
2019-08-03,789
2019-08-04,789
2019-08-05,806
2019-08-06,806
2019-08-07,801
2019-08-08,801
2019-08-09,798
2019-08-10,760
2019-08-11,760
2019-08-12,765
2019-08-13,765
2019-08-14,773
2019-08-15,773
2019-08-16,782
2019-08-17,782
2019-08-18,783
2019-08-19,783
2019-08-20,779
2019-08-21,779
2019-08-22,774
2019-08-23,774
2019-08-24,761
2019-08-24,761
2019-08-25,761
2019-08-25,761
2019-08-26,735
2019-08-26,735
2019-08-27,735
2019-08-27,735
2019-08-28,720
2019-08-29,720
2019-08-30,685
2019-08-31,685
2019-09-01,664
2019-09-02,664
2019-09-03,678
2019-09-04,678
2019-09-05,673
2019-09-06,673
2019-09-07,650
2019-09-08,650
2019-09-09,660
2019-09-10,660
2019-09-11,657
2019-09-12,657
2019-09-13,652
2019-09-14,652
2019-09-15,642
2019-09-16,642
2019-09-17,639
2019-09-18,639
2019-09-19,625
2019-09-20,625
2019-09-21,617
2019-09-22,617
2019-09-23,632
2019-09-24,632
2019-09-25,632
2019-09-26,637
2019-09-27,637
2019-09-28,636
2019-09-29,636
2019-09-30,633
2019-10-01,633
2019-10-02,626
2019-10-03,626
2019-10-04,639
2019-10-05,639
2019-10-06,637
2019-10-07,637
2019-10-08,653
2019-10-09,653
2019-10-10,653
2019-10-11,673
2019-10-12,673
2019-10-13,680
2019-10-14,680
2019-10-15,654
2019-10-16,654
2019-10-17,642
2019-10-18,642
2019-10-19,646
2019-10-20,646
2019-10-21,641
2019-10-22,641
2019-10-23,649
2019-10-24,649
2019-10-25,646
2019-10-26,646
2019-10-27,642
2019-10-28,642
2019-10-29,658
2019-10-30,658
2019-10-31,658
2019-11-01,679
2019-11-02,679
2019-11-03,683
2019-11-04,683
2019-11-05,683
2019-11-06,675
2019-11-07,675
2019-11-08,673
2019-11-09,673
2019-11-10,686
2019-11-11,686
2019-11-12,686
2019-11-13,720
2019-11-14,720
2019-11-15,745
2019-11-16,745
2019-11-17,762
2019-11-18,762
2019-11-19,742
2019-11-20,742
2019-11-21,742
2019-11-22,721
2019-11-23,721
2019-11-24,715
2019-11-25,715
2019-11-26,722
2019-11-27,722
2019-11-28,743
2019-11-29,743
2019-11-30,747
2019-12-01,747
2019-12-02,754
2019-12-03,754
2019-12-04,747
2019-12-05,747
2019-12-06,747
2019-12-07,763
2019-12-08,763
2019-12-09,783
2019-12-10,783
2019-12-11,808
2019-12-12,808
2019-12-13,807
2019-12-14,807
2019-12-15,787
2019-12-16,787
2019-12-17,780
2019-12-18,780
2019-12-19,780
2019-12-20,777
2019-12-21,777
2019-12-22,774
2019-12-23,774
2019-12-24,783
2019-12-25,783
2019-12-26,800
2019-12-27,785
2019-12-28,782
2019-12-29,782
2019-12-30,799
2019-12-31,799
2020-01-01,791
2020-01-02,791
2020-01-03,787
2020-01-04,787
2020-01-05,788
2020-01-06,788
2020-01-07,772
2020-01-08,772
2020-01-09,772
2020-01-10,762
2020-01-11,783
2020-01-12,783
2020-01-13,795
2020-01-14,795
2020-01-15,791
2020-01-16,791
2020-01-17,792
2020-01-18,792
2020-01-19,803
2020-01-20,803
2020-01-21,803
2020-01-22,776
2020-01-23,776
2020-01-24,777
2020-01-25,777
2020-01-26,793
2020-01-27,793
2020-01-28,799
2020-01-29,799
2020-01-30,764
2020-01-31,764
2020-02-01,763
2020-02-02,739
2020-02-03,739
2020-02-04,739
2020-02-05,739
2020-02-06,715
2020-02-07,715
2020-02-08,697
2020-02-09,697
2020-02-10,680
2020-02-11,680
2020-02-12,679
2020-02-13,679
2020-02-14,693
2020-02-15,693
2020-02-16,695
2020-02-17,695
2020-02-18,693
2020-02-19,693
2020-02-20,683
2020-02-21,683
2020-02-22,693
2020-02-23,693
2020-02-24,679
2020-02-25,679
2020-02-26,690
2020-02-27,690
2020-02-28,689
2020-02-29,689
2020-03-01,684
2020-03-02,684
2020-03-03,683
2020-03-04,683
2020-03-05,716
2020-03-06,744
2020-03-07,744
2020-03-08,770
2020-03-09,801
2020-03-10,839
2020-03-11,879
2020-03-12,918
2020-03-13,918
2020-03-14,936
2020-03-15,936
2020-03-16,905
2020-03-17,905
2020-03-18,920
2020-03-19,924
2020-03-20,924
2020-03-21,937
2020-03-22,967
2020-03-23,936
2020-03-24,971
2020-03-25,987
2020-03-26,1019
2020-03-27,1043
2020-03-28,1016
2020-03-29,989
2020-03-30,983
2020-03-31,970
2020-04-01,932
2020-04-02,885
2020-04-03,885
2020-04-04,891
2020-04-05,912
2020-04-06,925
2020-04-07,951
2020-04-08,922
2020-04-09,922
2020-04-10,950
2020-04-11,943
2020-04-12,946
2020-04-13,950
2020-04-14,953
2020-04-15,967
2020-04-16,967
2020-04-17,924
2020-04-18,877
2020-04-19,833
2020-04-20,791
2020-04-21,752
2020-04-22,728
2020-04-23,735
2020-04-24,733
2020-04-25,727
2020-04-26,723
2020-04-27,736
2020-04-28,754
2020-04-29,760
2020-04-30,791
2020-05-01,794
2020-05-02,824
2020-05-03,851
2020-05-04,858
2020-05-05,882
2020-05-06,883
2020-05-07,846
2020-05-08,859
2020-05-09,877
2020-05-10,869
2020-05-11,864
2020-05-12,831
2020-05-13,836
