date_obj,Stripy%20pirate%20shirt%20(red) price
2019-03-05,970
2019-03-06,970
2019-03-07,985
2019-03-08,985
2019-03-09,985
2019-03-10,985
2019-03-11,985
2019-03-12,995
2019-03-13,995
2019-03-14,995
2019-03-15,995
2019-03-16,995
2019-03-17,945
2019-03-18,945
2019-03-19,945
2019-03-20,945
2019-03-21,945
2019-03-22,968
2019-03-23,968
2019-03-24,968
2019-03-25,968
2019-03-26,998
2019-03-27,998
2019-03-28,998
2019-03-29,998
2019-03-30,998
2019-03-31,1004
2019-04-01,1004
2019-04-02,1004
2019-04-03,1004
2019-04-04,1004
2019-04-05,996
2019-04-06,996
2019-04-07,996
2019-04-08,996
2019-04-09,996
2019-04-10,1034
2019-04-11,1034
2019-04-12,1034
2019-04-13,1046
2019-04-14,1046
2019-04-15,1046
2019-04-16,1046
2019-04-17,1039
2019-04-18,1039
2019-04-19,1039
2019-04-20,1039
2019-04-21,1007
2019-04-22,1007
2019-04-23,1007
2019-04-24,1007
2019-04-25,961
2019-04-26,961
2019-04-27,961
2019-04-28,961
2019-04-29,942
2019-04-30,942
2019-05-01,942
2019-05-02,942
2019-05-03,904
2019-05-04,904
2019-05-05,904
2019-05-06,904
2019-05-07,902
2019-05-08,902
2019-05-09,902
2019-05-10,902
2019-05-11,870
2019-05-12,870
2019-05-13,870
2019-05-14,835
2019-05-15,835
2019-05-16,835
2019-05-17,835
2019-05-18,804
2019-05-19,804
2019-05-20,804
2019-05-21,804
2019-05-22,804
2019-05-23,805
2019-05-24,805
2019-05-25,805
2019-05-26,805
2019-05-27,805
2019-05-28,780
2019-05-29,780
2019-05-30,780
2019-05-31,780
2019-06-01,780
2019-06-02,767
2019-06-03,767
2019-06-04,767
2019-06-05,767
2019-06-06,767
2019-06-07,769
2019-06-08,769
2019-06-09,769
2019-06-10,769
2019-06-11,769
2019-06-12,803
2019-06-13,803
2019-06-14,803
2019-06-15,803
2019-06-16,803
2019-06-17,831
2019-06-18,831
2019-06-19,831
2019-06-20,831
2019-06-21,831
2019-06-22,869
2019-06-23,869
2019-06-24,869
2019-06-25,869
2019-06-26,869
2019-06-27,878
2019-06-28,878
2019-06-29,878
2019-06-30,878
2019-07-01,878
2019-07-02,878
2019-07-03,919
2019-07-04,919
2019-07-05,919
2019-07-06,919
2019-07-07,941
2019-07-08,941
2019-07-09,941
2019-07-10,941
2019-07-11,898
2019-07-12,898
2019-07-13,898
2019-07-14,898
2019-07-15,898
2019-07-16,920
2019-07-17,920
2019-07-18,920
2019-07-19,920
2019-07-20,920
2019-07-21,900
2019-07-22,900
2019-07-23,900
2019-07-24,900
2019-07-25,900
2019-07-26,860
2019-07-27,860
2019-07-28,860
2019-07-29,860
2019-07-30,860
2019-07-31,833
2019-08-01,833
2019-08-02,833
2019-08-03,833
2019-08-04,833
2019-08-05,833
2019-08-06,802
2019-08-07,802
2019-08-08,802
2019-08-09,802
2019-08-10,779
2019-08-11,779
2019-08-12,779
2019-08-13,779
2019-08-14,779
2019-08-15,779
2019-08-16,772
2019-08-17,772
2019-08-18,772
2019-08-19,772
2019-08-20,772
2019-08-21,772
2019-08-22,739
2019-08-23,739
2019-08-24,739
2019-08-24,739
2019-08-25,739
2019-08-25,739
2019-08-26,739
2019-08-26,739
2019-08-27,739
2019-08-27,739
2019-08-28,739
2019-08-29,752
2019-08-30,752
2019-08-31,752
2019-09-01,752
2019-09-02,752
2019-09-03,754
2019-09-04,754
2019-09-05,754
2019-09-06,754
2019-09-07,754
2019-09-08,754
2019-09-09,785
2019-09-10,785
2019-09-11,785
2019-09-12,785
2019-09-13,785
2019-09-14,785
2019-09-15,785
2019-09-16,802
2019-09-17,802
2019-09-18,802
2019-09-19,802
2019-09-20,802
2019-09-21,802
2019-09-22,802
2019-09-23,799
2019-09-24,799
2019-09-25,799
2019-09-26,799
2019-09-27,799
2019-09-28,799
2019-09-29,799
2019-09-30,836
2019-10-01,836
2019-10-02,836
2019-10-03,836
2019-10-04,836
2019-10-05,836
2019-10-06,855
2019-10-07,855
2019-10-08,855
2019-10-09,855
2019-10-10,855
2019-10-11,855
2019-10-12,855
2019-10-13,892
2019-10-14,892
2019-10-15,892
2019-10-16,892
2019-10-17,892
2019-10-18,892
2019-10-19,892
2019-10-20,848
2019-10-21,848
2019-10-22,848
2019-10-23,848
2019-10-24,848
2019-10-25,848
2019-10-26,847
2019-10-27,847
2019-10-28,847
2019-10-29,847
2019-10-30,847
2019-10-31,847
2019-11-01,847
2019-11-02,809
2019-11-03,809
2019-11-04,809
2019-11-05,809
2019-11-06,809
2019-11-07,809
2019-11-08,809
2019-11-09,783
2019-11-10,783
2019-11-11,783
2019-11-12,783
2019-11-13,783
2019-11-14,783
2019-11-15,783
2019-11-16,783
2019-11-17,813
2019-11-18,813
2019-11-19,813
2019-11-20,813
2019-11-21,813
2019-11-22,813
2019-11-23,813
2019-11-24,813
2019-11-25,848
2019-11-26,848
2019-11-27,848
2019-11-28,848
2019-11-29,848
2019-11-30,848
2019-12-01,848
2019-12-02,848
2019-12-03,867
2019-12-04,867
2019-12-05,867
2019-12-06,867
2019-12-07,867
2019-12-08,867
2019-12-09,867
2019-12-10,906
2019-12-11,906
2019-12-12,906
2019-12-13,906
2019-12-14,906
2019-12-15,944
2019-12-16,944
2019-12-17,944
2019-12-18,944
2019-12-19,944
2019-12-20,944
2019-12-21,980
2019-12-22,980
2019-12-23,980
2019-12-24,980
2019-12-25,980
2019-12-26,980
2019-12-27,980
2019-12-28,1020
2019-12-29,1020
2019-12-30,1020
2019-12-31,1020
2020-01-01,1020
2020-01-02,1020
2020-01-03,1020
2020-01-04,1038
2020-01-05,1038
2020-01-06,1038
2020-01-07,1038
2020-01-08,1038
2020-01-09,1006
2020-01-10,1006
2020-01-11,1006
2020-01-12,1006
2020-01-13,1006
2020-01-14,1006
2020-01-15,1022
2020-01-16,1022
2020-01-17,1022
2020-01-18,1022
2020-01-19,1022
2020-01-20,1033
2020-01-21,1033
2020-01-22,1033
2020-01-23,1033
2020-01-24,1033
2020-01-25,1033
2020-01-26,1033
2020-01-27,1011
2020-01-28,1011
2020-01-29,1011
2020-01-30,1011
2020-01-31,1011
2020-02-01,1011
2020-02-02,1011
2020-02-03,977
2020-02-04,977
2020-02-05,977
2020-02-06,977
2020-02-07,977
2020-02-08,977
2020-02-09,977
2020-02-10,940
2020-02-11,940
2020-02-12,940
2020-02-13,940
2020-02-14,940
2020-02-15,940
2020-02-16,893
2020-02-17,893
2020-02-18,893
2020-02-19,893
2020-02-20,893
2020-02-21,893
2020-02-22,849
2020-02-23,849
2020-02-24,849
2020-02-25,849
2020-02-26,849
2020-02-27,812
2020-02-28,812
2020-02-29,812
2020-03-01,812
2020-03-02,812
2020-03-03,812
2020-03-04,812
2020-03-05,816
2020-03-06,816
2020-03-07,816
2020-03-08,816
2020-03-09,816
2020-03-10,791
2020-03-11,791
2020-03-12,791
2020-03-13,791
2020-03-14,791
2020-03-15,770
2020-03-16,770
2020-03-17,770
2020-03-18,770
2020-03-19,770
2020-03-20,763
2020-03-21,763
2020-03-22,763
2020-03-23,763
2020-03-24,763
2020-03-25,753
2020-03-26,753
2020-03-27,753
2020-03-28,753
2020-03-29,762
2020-03-30,762
2020-03-31,762
2020-04-01,762
2020-04-02,782
2020-04-03,782
2020-04-04,782
2020-04-05,782
2020-04-06,743
2020-04-07,743
2020-04-08,743
2020-04-09,708
2020-04-10,708
2020-04-11,708
2020-04-12,686
2020-04-13,686
2020-04-14,686
2020-04-15,690
2020-04-16,690
2020-04-17,690
2020-04-18,690
2020-04-19,693
2020-04-20,693
2020-04-21,693
2020-04-22,693
2020-04-23,695
2020-04-24,695
2020-04-25,695
2020-04-26,695
2020-04-27,687
2020-04-28,687
2020-04-29,687
2020-04-30,687
2020-05-01,687
2020-05-02,711
2020-05-03,711
2020-05-04,711
2020-05-05,711
2020-05-06,718
2020-05-07,718
2020-05-08,718
2020-05-09,718
2020-05-10,718
2020-05-11,700
2020-05-12,700
2020-05-13,700
