date_obj,Bandos%20crozier price
2016-10-11,6431
2016-10-12,6611
2016-10-13,6611
2016-10-14,6694
2016-10-15,6694
2016-10-16,7007
2016-10-17,7295
2016-10-18,7295
2016-10-19,7401
2016-10-20,7401
2016-10-21,7275
2016-10-22,7275
2016-10-23,7197
2016-10-24,7329
2016-10-25,7329
2016-10-26,7343
2016-10-27,7343
2016-10-28,7343
2016-10-29,7128
2016-10-30,7128
2016-10-31,6999
2016-11-01,6999
2016-11-02,7002
2016-11-03,7002
2016-11-04,7014
2016-11-05,7014
2016-11-06,7192
2016-11-07,7192
2016-11-08,7101
2016-11-09,7101
2016-11-10,6950
2016-11-11,6950
2016-11-12,6861
2016-11-13,6861
2016-11-14,6703
2016-11-15,6703
2016-12-07,5665
2016-12-08,5662
2016-12-09,5662
2016-12-10,5507
2016-12-11,5470
2016-12-12,5470
2016-12-13,5462
2016-12-14,5697
2016-12-15,5697
2016-12-16,5747
2016-12-17,5791
2016-12-18,5791
2016-12-19,5748
2016-12-20,5774
2016-12-21,5774
2016-12-22,5898
2016-12-23,5878
2016-12-24,5878
2016-12-25,5716
2016-12-26,5716
2016-12-27,5503
2016-12-28,5503
2016-12-29,5381
2016-12-30,5381
2016-12-31,5296
2017-01-01,5201
2017-01-02,5127
2017-01-03,5127
2017-01-04,5162
2017-01-05,5162
2017-01-06,5085
2017-01-07,5307
2017-01-08,5307
2017-01-09,5322
2017-01-10,5322
2017-01-11,5274
2017-01-12,5021
2017-01-13,5021
2017-01-14,4874
2017-01-15,4712
2017-01-16,4650
2017-01-17,4626
2017-01-18,4551
2017-01-19,4551
2017-01-20,4497
2017-01-21,4534
2017-01-22,4534
2017-01-23,4448
2017-01-27,4597
2017-01-28,4602
2017-01-29,4797
2017-01-30,4797
2017-01-31,4986
2017-02-01,5027
2017-02-02,5027
2017-02-03,5035
2017-02-04,5286
2017-02-05,5465
2017-02-06,5562
2017-02-07,5562
2017-02-08,5487
2017-02-09,5487
2017-02-10,5323
2017-02-11,5253
2017-02-12,5253
2017-02-13,5362
2017-02-14,5575
2017-02-15,5575
2017-02-16,5442
2017-02-18,5210
2017-02-19,5121
2017-02-20,5121
2017-02-21,5077
2017-02-22,5077
2017-02-23,5246
2017-02-24,5246
2017-02-25,5426
2017-02-26,5426
2017-02-27,5642
2017-02-28,5671
2017-03-01,5671
2017-03-02,5634
2017-03-03,5634
2017-03-04,5433
2017-03-05,5433
2017-03-06,5257
2017-03-07,5257
2017-03-08,5454
2017-03-09,5454
2017-03-10,5451
2017-03-11,5328
2017-03-12,5235
2017-03-13,5168
2017-03-14,5131
2017-03-15,5238
2017-03-16,5444
2017-03-17,5472
2017-03-18,5472
2017-03-19,5533
2017-03-20,5481
2017-03-21,5691
2017-03-22,5691
2017-03-23,5736
2017-03-24,5696
2017-03-25,5696
2017-03-26,5582
2017-03-27,5582
2017-03-28,5449
2017-03-29,5206
2017-03-30,5206
2017-03-31,5371
2017-04-01,5371
2017-04-02,5572
2017-04-03,5630
2017-04-04,5630
2017-04-05,5586
2017-04-12,5019
2017-04-13,4927
2017-04-14,4927
2017-04-15,5003
2017-04-16,5040
2017-04-17,4999
2017-04-18,4917
2017-04-19,4852
2017-04-20,4852
2017-04-21,4829
2017-04-22,4829
2017-04-23,4673
2017-04-24,4468
2017-04-25,4346
2017-04-26,4346
2017-04-27,4249
2017-04-28,4409
2017-04-29,4549
2017-04-30,4704
2017-05-01,4704
2017-05-02,4634
2017-05-03,4634
2017-05-04,4566
2017-05-05,4557
2017-05-06,4552
2017-05-07,4437
2017-05-08,4437
2017-05-09,4377
2017-05-10,4569
2017-05-11,4720
2017-05-12,4948
2017-05-13,5086
2017-05-14,5086
2017-05-15,5176
2017-05-16,5335
2017-05-17,5335
2017-05-18,5545
2017-05-19,5545
2017-05-20,5742
2017-05-21,5742
2017-05-22,5985
2017-05-23,6117
2017-05-24,6410
2017-05-25,6410
2017-05-26,6621
2017-05-27,6623
2017-05-28,6813
2017-05-29,6929
2017-05-30,7127
2017-05-31,7378
2017-06-01,7697
2017-06-02,7717
2017-06-03,7717
2017-06-04,7701
2017-06-05,7701
2017-06-06,7503
2017-06-07,7503
2017-06-08,7480
2017-06-09,7480
2017-06-10,7481
2017-06-11,7252
2017-06-12,7252
2017-06-13,7042
2017-06-14,6727
2017-06-15,6727
2017-06-16,6390
2017-06-17,6390
2017-06-18,6070
2017-06-19,6070
2017-06-20,5769
2017-06-21,5769
2017-06-22,5493
2017-06-23,5493
2017-06-24,5364
2017-06-25,5364
2017-06-26,5238
2017-06-27,5238
2017-06-28,5056
2017-06-29,5056
2017-06-30,4924
2017-07-01,4924
2017-07-02,4856
2017-07-03,4660
2017-07-04,4660
2017-07-05,4580
2017-07-06,4425
2017-07-07,4425
2017-07-08,4372
2017-07-09,4163
2017-07-13,4515
2017-07-14,4558
2017-07-15,4558
2017-07-16,4537
2017-07-17,4450
2017-07-18,4450
2017-07-19,4613
2017-07-20,4732
2017-07-21,4756
2017-07-22,4538
2017-07-23,4339
2017-07-24,4339
2017-07-25,4218
2017-07-26,4207
2017-07-27,4149
2017-07-28,4149
2017-07-29,4197
2017-07-30,4386
2017-07-31,4386
2017-08-01,4445
2017-08-02,4659
2017-08-03,4659
2017-08-04,4888
2017-08-05,5051
2017-08-06,5051
2017-08-07,5205
2017-08-08,5390
2017-08-09,5373
2017-08-10,5373
2017-08-11,5261
2017-08-12,5261
2017-08-13,5292
2017-08-14,5292
2017-08-15,5494
2017-08-16,5494
2017-08-17,5577
2017-08-18,5577
2017-08-19,5531
2017-08-20,5366
2017-08-21,5366
2017-08-22,5280
2017-08-23,5280
2017-08-24,5103
2017-08-25,5103
2017-08-26,5352
2017-08-27,5583
2017-08-28,5583
2017-08-29,5731
2017-08-30,6017
2017-08-31,6017
2017-09-01,6104
2017-09-02,6371
2017-09-03,6371
2017-09-04,6617
2017-09-05,6938
2017-09-06,6938
2017-09-07,6856
2017-09-08,6856
2017-09-09,6781
2017-09-10,6448
2017-09-11,6448
2017-09-12,6272
2017-09-13,6074
2017-09-14,5886
2017-09-15,5886
2017-09-16,5942
2017-09-17,5730
2017-09-18,5730
2017-09-19,5443
2017-09-20,5176
2017-09-22,4929
2017-09-23,4929
2017-09-24,4763
2017-09-25,4763
2017-09-26,4643
2017-09-27,4643
2017-09-28,4758
2017-09-29,4758
2017-09-30,4904
2017-10-01,5080
2017-10-02,5193
2017-10-03,5193
2017-10-04,5159
2017-10-05,5159
2017-10-06,5217
2017-10-07,5300
2017-10-08,5343
2017-10-09,5400
2017-10-10,5299
2017-10-11,5299
2017-10-12,5135
2017-10-13,5253
2017-10-14,5290
2017-10-15,5290
2017-10-16,5364
2017-10-17,5364
2017-10-18,5475
2017-10-19,5475
2017-10-20,5719
2017-10-21,5820
2017-10-22,5645
2017-10-23,5645
2017-10-24,5622
2017-10-25,5534
2017-10-26,5534
2017-10-27,5498
2017-10-28,5498
2017-10-29,5330
2017-10-30,5330
2017-10-31,5282
2017-11-01,5282
2017-11-02,5400
2017-11-03,5400
2017-11-04,5549
2017-11-05,5549
2017-11-06,5650
2017-11-07,5650
2017-11-08,5686
2017-11-09,5693
2017-11-10,5693
2017-11-11,5886
2017-11-12,5889
2017-11-13,5889
2017-11-14,5988
2017-11-15,5988
2017-11-16,6062
2017-11-17,6062
2017-11-18,6114
2017-11-19,6114
2017-11-20,6173
2017-11-21,6173
2017-11-22,6141
2017-11-23,6141
2017-11-24,6002
2017-11-25,5715
2017-11-26,5715
2017-11-27,5429
2017-11-28,5429
2017-11-29,5185
2017-11-30,5185
2017-12-01,4993
2017-12-02,4993
2017-12-03,4843
2017-12-04,4843
2017-12-05,4745
2017-12-06,4745
2017-12-07,4767
2017-12-08,4767
2017-12-09,4619
2017-12-10,4510
2017-12-11,4510
2017-12-12,4338
2017-12-13,4338
2017-12-14,4147
2017-12-15,4002
2017-12-16,4002
2017-12-17,3911
2017-12-18,3815
2017-12-19,3815
2017-12-20,3688
2017-12-21,3593
2017-12-22,3593
2017-12-23,3530
2017-12-24,3530
2017-12-25,3446
2017-12-26,3431
2017-12-27,3482
2017-12-28,3482
2017-12-29,3439
2017-12-30,3331
2017-12-31,3331
2018-01-01,3268
2018-01-02,3268
2018-01-03,3220
2018-01-04,3220
2018-01-05,3167
2018-01-06,3124
2018-01-07,3124
2018-01-08,3057
2018-01-09,2994
2018-01-10,2994
2018-01-11,2953
2018-01-12,2953
2018-01-13,2884
2018-01-14,2884
2018-01-15,2810
2018-01-16,2884
2018-01-17,2885
2018-01-18,2961
2018-01-19,2961
2018-01-20,2963
2018-01-21,2914
2018-01-22,2940
2018-01-23,2873
2018-01-24,2854
2018-01-25,2854
2018-01-26,2879
2018-01-27,2912
2018-01-28,2946
2018-01-29,3016
2018-01-30,3150
2018-01-31,3303
2018-02-01,3303
2018-02-02,3338
2018-02-03,3368
2018-02-04,3399
2018-02-05,3399
2018-02-06,3436
2018-02-07,3442
2018-02-08,3442
2018-02-09,3555
2018-02-10,3555
2018-02-11,3627
2018-02-12,3673
2018-02-13,3673
2018-02-14,3591
2018-02-15,3591
2018-02-16,3525
2018-02-17,3619
2018-02-18,3619
2018-02-19,3752
2018-02-20,3752
2018-02-21,3757
2018-02-22,3757
2018-02-23,3830
2018-02-24,3830
2018-02-25,3833
2018-02-26,3909
2018-02-27,3913
2018-02-28,3913
2018-03-01,3947
2018-03-02,4005
2018-03-03,4131
2018-03-04,4131
2018-03-05,4075
2018-03-06,3896
2018-03-07,3741
2018-03-08,3741
2018-03-09,3616
2018-03-10,3616
2018-03-11,3460
2018-03-12,3460
2018-03-13,3362
2018-03-14,3340
2018-03-15,3340
2018-03-16,3255
2018-03-17,3190
2018-03-18,3190
2018-03-20,3394
2018-03-21,3394
2018-03-22,3441
2018-03-23,3441
2018-03-24,3455
2018-03-25,3487
2018-03-26,3487
2018-03-27,3433
2018-03-28,3433
2018-03-29,3530
2018-03-30,3530
2018-03-31,3407
2018-04-01,3407
2018-04-02,3284
2018-04-03,3241
2018-04-04,3169
2018-04-05,3169
2018-04-06,3102
2018-04-07,3102
2018-04-08,3075
2018-04-09,3002
2018-04-10,3002
2018-04-11,2937
2018-04-12,3010
2018-04-13,3010
2018-04-14,3093
2018-04-15,3146
2018-04-16,3146
2018-04-17,3260
2018-04-18,3260
2018-04-19,3300
2018-04-20,3382
2018-04-21,3363
2018-04-22,3363
2018-04-23,3394
2018-04-24,3394
2018-04-25,3466
2018-04-26,3466
2018-04-27,3557
2018-04-28,3609
2018-04-29,3650
2018-04-30,3627
2018-05-01,3624
2018-05-02,3624
2018-05-03,3795
2018-05-04,3795
2018-05-05,3837
2018-05-06,3837
2018-05-07,3825
2018-05-08,3825
2018-05-09,3901
2018-05-10,3999
2018-05-11,3999
2018-05-12,3990
2018-05-13,3990
2018-05-14,3810
2018-05-15,3810
2018-05-16,3671
2018-05-17,3671
2018-05-18,3670
2018-05-19,3520
2018-05-20,3520
2018-05-21,3470
2018-05-22,3470
2018-05-23,3455
2018-05-24,3455
2018-05-25,3528
2018-05-26,3618
2018-05-27,3618
2018-05-28,3657
2018-05-29,3669
2018-05-30,3644
2018-05-31,3529
2018-06-01,3532
2018-06-02,3541
2018-06-03,3541
2018-06-04,3495
2018-06-05,3454
2018-06-06,3441
2018-06-07,3441
2018-06-08,3547
2018-06-09,3547
2018-06-10,3434
2018-06-11,3482
2018-06-12,3498
2018-06-13,3438
2018-06-14,3461
2018-06-15,3461
2018-06-16,3563
2018-06-17,3665
2018-06-18,3773
2018-06-19,3910
2018-06-20,3910
2018-06-21,3994
2018-06-22,4127
2018-06-23,4127
2018-06-24,4197
2018-06-25,4250
2018-06-26,4250
2018-06-27,4259
2018-06-28,4271
2018-06-29,4250
2018-06-30,4251
2018-07-01,4290
2018-07-02,4290
2018-07-03,4249
2018-07-04,4249
2018-07-05,4210
2018-07-06,4169
2018-07-07,4169
2018-07-08,4209
2018-07-09,4145
2018-07-10,4028
2018-07-11,3908
2018-07-12,3908
2018-07-13,3808
2018-07-14,3718
2018-07-15,3718
2018-07-16,3655
2018-07-17,3637
2018-07-18,3637
2018-07-19,3630
2018-07-20,3496
2018-07-21,3482
2018-07-22,3412
2018-07-23,3388
2018-07-24,3391
2018-07-25,3346
2018-07-26,3299
2018-07-27,3231
2018-07-28,3161
2018-07-29,3106
2018-07-30,3048
2018-07-31,2952
2018-08-01,2952
2018-08-02,2892
2018-08-03,2871
2018-08-04,2958
2018-08-05,2953
2018-08-06,2902
2018-08-07,2866
2018-08-08,2873
2018-08-09,2879
2018-08-10,2873
2018-08-11,2860
2018-08-12,2865
2018-08-14,2876
2018-08-16,2877
2018-08-17,2900
2018-08-18,2956
2018-08-19,3016
2018-08-20,3119
2018-08-21,3119
2018-08-22,3082
2018-08-23,3108
2018-08-24,3170
2018-08-25,3219
2018-08-26,3219
2018-08-27,3177
2018-08-28,3263
2018-08-29,3263
2018-08-30,3273
2018-08-31,3164
2018-09-01,3046
2018-09-02,3041
2018-09-03,3014
2018-09-04,2948
2018-09-05,2947
2018-09-06,2947
2018-09-07,2917
2018-09-08,2953
2018-09-09,2908
2018-09-10,2882
2018-09-11,2882
2018-09-12,2904
2018-09-13,2926
2018-09-14,2976
2018-09-15,2956
2018-09-16,2956
2018-09-17,2941
2018-09-18,3087
2018-09-19,3087
2018-09-20,3228
2018-09-21,3366
2018-09-22,3458
2018-09-23,3548
2018-09-24,3531
2018-09-25,3531
2018-09-26,3503
2018-09-27,3503
2018-09-28,3491
2018-09-29,3476
2018-09-30,3448
2018-10-01,3463
2018-10-02,3501
2018-10-03,3563
2018-10-04,3563
2018-10-05,3488
2018-10-06,3454
2018-10-07,3414
2018-10-08,3402
2018-10-09,3402
2018-10-10,3321
2018-10-11,3340
2018-10-12,3392
2018-10-13,3534
2018-10-14,3662
2018-10-15,3820
2018-10-16,4006
2018-10-17,4167
2018-10-18,4304
2018-10-19,4485
2018-10-20,4629
2018-10-21,4847
2018-10-22,5090
2018-10-23,5090
2018-10-24,5345
2018-10-25,5613
2018-10-26,5894
2018-10-27,6004
2018-10-28,6096
2018-10-29,6401
2018-10-30,6690
2018-10-31,6997
2018-11-01,7343
2018-11-03,7945
2018-11-04,8196
2018-11-05,8601
2018-11-06,9032
2018-11-07,9474
2018-11-08,9948
2018-11-09,10446
2018-11-10,10880
2018-11-11,11374
2018-11-12,11712
2018-11-13,11536
2018-11-14,11190
2018-11-15,10666
2018-11-16,10192
2018-11-17,10038
2018-11-18,10061
2018-11-19,9737
2018-11-20,9250
2018-11-21,8787
2018-11-22,8384
2018-11-23,8322
2018-11-24,8202
2018-11-25,7941
2018-11-26,8046
2018-11-27,8107
2018-11-28,7935
2018-11-29,7671
2018-12-01,7051
2018-12-02,6750
2018-12-03,6470
2018-12-04,6179
2018-12-05,6087
2018-12-07,5910
2018-12-09,5556
2018-12-10,5536
2018-12-11,5765
2018-12-12,5709
2018-12-13,5554
2018-12-14,5458
2018-12-15,5262
2018-12-16,5182
2018-12-17,5190
2018-12-18,5093
2018-12-19,5075
2018-12-20,5030
2018-12-21,5032
2018-12-22,5054
2018-12-23,5079
2018-12-24,5116
2018-12-25,5186
2018-12-26,5182
2018-12-27,5145
2018-12-28,5152
2018-12-29,5125
2018-12-30,5020
2018-12-31,4908
2019-01-01,4827
2019-01-02,4818
2019-01-03,4908
2019-01-04,4868
2019-01-05,4841
2019-01-06,4869
2019-01-08,4879
2019-01-10,4967
2019-01-11,4956
2019-01-12,4999
2019-01-13,5020
2019-01-14,5039
2019-01-15,5086
2019-01-16,5209
2019-01-17,5259
2019-01-18,5386
2019-01-19,5403
2019-01-20,5463
2019-01-21,5522
2019-01-22,5507
2019-01-23,5507
2019-01-24,5591
2019-01-25,5598
2019-01-26,5592
2019-01-27,5538
2019-01-28,5486
2019-01-29,5391
2019-01-30,5331
2019-01-31,5246
2019-02-01,5141
2019-02-02,5028
2019-02-03,4929
2019-02-04,4876
2019-02-05,4762
2019-02-06,4637
2019-02-07,4543
2019-02-08,4422
2019-02-09,4328
2019-02-10,4221
2019-02-11,4113
2019-02-12,4024
2019-02-13,3974
2019-02-14,3959
2019-02-15,3901
2019-02-16,3812
2019-02-17,3755
2019-02-18,3706
2019-02-19,3682
2019-02-20,3692
2019-02-21,3723
2019-02-22,3747
2019-02-23,3827
2019-02-24,3908
2019-02-25,3974
2019-02-26,4016
2019-02-27,4194
2019-02-28,4291
2019-03-01,4257
2019-03-02,4174
2019-03-03,4050
2019-03-04,3963
2019-03-05,3858
2019-03-06,3799
2019-03-07,3694
2019-03-08,3694
2019-03-09,3644
2019-03-10,3589
2019-03-11,3553
2019-03-12,3555
2019-03-13,3503
2019-03-14,3465
2019-03-15,3451
2019-03-16,3390
2019-03-17,3365
2019-03-18,3376
2019-03-19,3367
