date_obj,Crushed%20superior%20dragon%20bones price
2018-07-12,11007
2018-07-13,11007
2018-07-14,11007
2018-07-15,11007
2018-07-16,11007
2018-07-17,11007
2018-07-18,11007
2018-07-19,11007
2018-07-20,11007
2018-07-21,11007
2018-07-22,11007
2018-07-23,11007
2018-07-24,11007
2018-07-25,11007
2018-07-26,11007
2018-07-27,11007
2018-07-28,11007
2018-07-29,11007
2018-07-30,11007
2018-07-31,11007
2018-08-01,11007
2018-08-02,11007
2018-08-03,11007
2018-08-04,11007
2018-08-05,11007
2018-08-06,11007
2018-08-07,11007
2018-08-08,11007
2018-08-09,11007
2018-08-10,11007
2018-08-11,11007
2018-08-12,11007
2018-08-14,11536
2018-08-16,11536
2018-08-17,11536
2018-08-18,11536
2018-08-19,11536
2018-08-20,11536
2018-08-21,11536
2018-08-22,11536
2018-08-23,11536
2018-08-24,11536
2018-08-25,11536
2018-08-26,11536
2018-08-27,11536
2018-08-28,11536
2018-08-29,11536
2018-08-30,11536
2018-08-31,11536
2018-09-01,11536
2018-09-02,11536
2018-09-03,11536
2018-09-04,11536
2018-09-05,11536
2018-09-06,11536
2018-09-07,11536
2018-09-08,11536
2018-09-09,11536
2018-09-10,11536
2018-09-11,11536
2018-09-12,11536
2018-09-13,11536
2018-09-14,11536
2018-09-15,12066
2018-09-16,12066
2018-09-17,12066
2018-09-18,12066
2018-09-19,12066
2018-09-20,12066
2018-09-21,12066
2018-09-22,12066
2018-09-23,12066
2018-09-24,12066
2018-09-25,12066
2018-09-26,12066
2018-09-27,12066
2018-09-28,12066
2018-09-29,12066
2018-09-30,12066
2018-10-02,12066
2018-10-03,12066
2018-10-04,12066
2018-10-05,12066
2018-10-06,12066
2018-10-07,12066
2018-10-08,12066
2018-10-09,12066
2018-10-10,12066
2018-10-11,12066
2018-10-12,12066
2018-10-13,12066
2018-10-14,12066
2018-10-15,12066
2018-10-16,12066
2018-10-17,12066
2018-10-18,12066
2018-10-19,12648
2018-10-20,12648
2018-10-21,12648
2018-10-22,12648
2018-10-23,12648
2018-10-24,12648
2018-10-25,12648
2018-10-26,12648
2018-10-27,12648
2018-10-28,12648
2018-10-29,12648
2018-10-30,12648
2018-10-31,12648
2018-11-01,12648
2018-11-03,12648
2018-11-04,12648
2018-11-05,12648
2018-11-06,12648
2018-11-07,12648
2018-11-08,12648
2018-11-09,12648
2018-11-10,12648
2018-11-11,12648
2018-11-12,12648
2018-11-13,12648
2018-11-14,12648
2018-11-15,12648
2018-11-16,12648
2018-11-17,12773
2018-11-18,12773
2018-11-19,12773
2018-11-20,12773
2018-11-21,12773
2018-11-22,12773
2018-11-23,12773
2018-11-24,12773
2018-11-25,12773
2018-11-26,12773
2018-11-27,12773
2018-11-28,12773
2018-11-29,12773
2018-12-01,12773
2018-12-02,12773
2018-12-03,12773
2018-12-04,12773
2018-12-05,12773
2018-12-07,12773
2018-12-09,12337
2018-12-10,12337
2018-12-11,12337
2018-12-12,12337
2018-12-13,12337
2018-12-14,12337
2018-12-15,12337
2018-12-16,12337
2018-12-17,12337
2018-12-18,12337
2018-12-19,12337
2018-12-20,12337
2018-12-21,12337
2018-12-22,12337
2018-12-23,12337
2018-12-24,12337
2018-12-25,12337
2018-12-26,12337
2018-12-27,12337
2018-12-28,12337
2018-12-29,12337
2018-12-30,12337
2018-12-31,12337
2019-01-01,12337
2019-01-02,12394
2019-01-03,12394
2019-01-04,12394
2019-01-05,12394
2019-01-06,12394
2019-01-08,12394
2019-01-10,12394
2019-01-11,12394
2019-01-12,12394
2019-01-13,12394
2019-01-14,12394
2019-01-15,12394
2019-01-16,12394
2019-01-17,12394
2019-01-18,12394
2019-01-19,12394
2019-01-20,12113
2019-01-21,12113
2019-01-22,12113
2019-01-23,12113
2019-01-24,12113
2019-01-25,12113
2019-01-26,12113
2019-01-27,12113
2019-01-28,12113
2019-01-29,12113
2019-01-30,12113
2019-01-31,12113
2019-02-01,12113
2019-02-02,12113
2019-02-03,12113
2019-02-04,12113
2019-02-05,12113
2019-02-06,12113
2019-02-07,12113
2019-02-08,12113
2019-02-09,12113
2019-02-10,12113
2019-02-11,12303
2019-02-12,12303
2019-02-13,12303
2019-02-14,12303
2019-02-15,12303
2019-02-16,12303
2019-02-17,12303
2019-02-18,12303
2019-02-19,12303
2019-02-20,12303
2019-02-21,12303
2019-02-22,12303
2019-02-23,12303
2019-02-24,12303
2019-02-25,12303
2019-02-26,12303
2019-02-27,12303
2019-02-28,12303
2019-03-01,12303
2019-03-02,12303
2019-03-03,12303
2019-03-04,12303
2019-03-05,12303
2019-03-06,12303
2019-03-07,12303
2019-03-08,12303
2019-03-09,12303
2019-03-10,12303
2019-03-11,12303
2019-03-12,12303
2019-03-13,12303
2019-03-14,12303
2019-03-15,12303
2019-03-16,12303
2019-03-17,12303
2019-03-18,12303
2019-03-19,12303
2019-03-20,12183
2019-03-21,12183
2019-03-22,12183
2019-03-23,12183
2019-03-24,12183
2019-03-25,12183
2019-03-26,12183
2019-03-27,12183
2019-03-28,12183
2019-03-29,12183
2019-03-30,12183
2019-03-31,12183
2019-04-01,12183
2019-04-02,12183
2019-04-03,12183
2019-04-04,12183
2019-04-05,12183
2019-04-06,12183
2019-04-07,12183
2019-04-08,12183
2019-04-09,12183
2019-04-10,12183
2019-04-11,12183
2019-04-12,12183
2019-04-13,12183
2019-04-14,11896
2019-04-15,11896
2019-04-16,11896
2019-04-17,11896
2019-04-18,11896
2019-04-19,11896
2019-04-20,11896
2019-04-21,11896
2019-04-22,11896
2019-04-23,11896
2019-04-24,11896
2019-04-25,11896
2019-04-26,11896
2019-04-27,11896
2019-04-28,11896
2019-04-29,11896
2019-04-30,11896
2019-05-01,11896
2019-05-02,11896
2019-05-03,11896
2019-05-04,11896
2019-05-05,11896
2019-05-06,11896
2019-05-07,11896
2019-05-08,11896
2019-05-09,11896
2019-05-10,11896
2019-05-11,11896
2019-05-12,11896
2019-05-13,11896
2019-05-14,11638
2019-05-15,11638
2019-05-16,11638
2019-05-17,11638
2019-05-18,11638
2019-05-19,11638
2019-05-20,11638
2019-05-21,11638
2019-05-22,11638
2019-05-23,11638
2019-05-24,11638
2019-05-25,11638
2019-05-26,11638
2019-05-27,11638
2019-05-28,11638
2019-05-29,11638
2019-05-30,11638
2019-05-31,11638
2019-06-01,11638
2019-06-02,11638
2019-06-03,11638
2019-06-04,11577
2019-06-05,11577
2019-06-06,11577
2019-06-07,11577
2019-06-08,11577
2019-06-09,11577
2019-06-10,11577
2019-06-11,11577
2019-06-12,11577
2019-06-13,11577
2019-06-14,11577
2019-06-15,11577
2019-06-16,11577
2019-06-17,11577
2019-06-18,11577
2019-06-19,11577
2019-06-20,11577
2019-06-21,11577
2019-06-22,11577
2019-06-23,11577
2019-06-24,11577
2019-06-25,11577
2019-06-26,11577
2019-06-27,11577
2019-06-28,11922
2019-06-29,11922
2019-06-30,11922
2019-07-01,11922
2019-07-02,11922
2019-07-03,11922
2019-07-04,11922
2019-07-05,11922
2019-07-06,11922
2019-07-07,11922
2019-07-08,11922
2019-07-09,11922
2019-07-10,11922
2019-07-11,11922
2019-07-12,11922
2019-07-13,11922
2019-07-14,11922
2019-07-15,11922
2019-07-16,11922
2019-07-17,11851
2019-07-18,11851
2019-07-19,11851
2019-07-20,11851
2019-07-21,11851
2019-07-22,11851
2019-07-23,11851
2019-07-24,11851
2019-07-25,11851
2019-07-26,11851
2019-07-27,11851
2019-07-28,11851
2019-07-29,11851
2019-07-30,11851
2019-07-31,11851
2019-08-01,11851
2019-08-02,11851
2019-08-03,11851
2019-08-04,11851
2019-08-05,11851
2019-08-06,11851
2019-08-07,11851
2019-08-08,11851
2019-08-09,11851
2019-08-10,11851
2019-08-11,11851
2019-08-12,11851
2019-08-13,11762
2019-08-14,11762
2019-08-15,11762
2019-08-16,11762
2019-08-17,11762
2019-08-18,11762
2019-08-19,11762
2019-08-20,11762
2019-08-21,11762
2019-08-22,11762
2019-08-23,11762
2019-08-24,11762
2019-08-24,11762
2019-08-25,11762
2019-08-25,11762
2019-08-26,11762
2019-08-27,11762
2019-08-27,11762
2019-08-28,11762
2019-08-29,11762
2019-08-30,11762
2019-08-31,11762
2019-09-01,11762
2019-09-02,11762
2019-09-03,11762
2019-09-04,11762
2019-09-05,11762
2019-09-06,11762
2019-09-07,11762
2019-09-08,11762
2019-09-09,11762
2019-09-10,11762
2019-09-11,11762
2019-09-12,11762
2019-09-13,11762
2019-09-14,12013
2019-09-15,12013
2019-09-16,12013
2019-09-17,12013
2019-09-18,12013
2019-09-19,12013
2019-09-20,12013
2019-09-21,12013
2019-09-22,12013
2019-09-23,12013
2019-09-24,12013
2019-09-25,12013
2019-09-26,12013
2019-09-27,12013
2019-09-28,12013
2019-09-29,12013
2019-09-30,12013
2019-10-01,12013
2019-10-02,12013
2019-10-03,12013
2019-10-04,12013
2019-10-05,12013
2019-10-06,12013
2019-10-07,12013
2019-10-08,12561
2019-10-09,12561
2019-10-10,12561
2019-10-11,12561
2019-10-12,12561
2019-10-13,12561
2019-10-14,12561
2019-10-15,12561
2019-10-16,12561
2019-10-17,12561
2019-10-18,12561
2019-10-19,12561
2019-10-20,12561
2019-10-21,12561
2019-10-22,12561
2019-10-23,12561
2019-10-24,12561
2019-10-25,12561
2019-10-26,12561
2019-10-27,12561
2019-10-28,12561
2019-10-29,12561
2019-10-30,12561
2019-10-31,12561
2019-11-01,12561
2019-11-02,12561
2019-11-03,12561
2019-11-04,12561
2019-11-05,12890
2019-11-06,12890
2019-11-07,12890
2019-11-08,12890
2019-11-09,12890
2019-11-10,12890
2019-11-11,12890
2019-11-12,12890
2019-11-13,12890
2019-11-14,12890
2019-11-15,12890
2019-11-16,12890
2019-11-17,12890
2019-11-18,12890
2019-11-19,12890
2019-11-20,12890
2019-11-21,12890
2019-11-22,12890
2019-11-23,12890
2019-11-24,12890
2019-11-25,12890
2019-11-26,12890
2019-11-27,12890
2019-11-28,12890
2019-11-29,12890
2019-11-30,12890
2019-12-01,12890
2019-12-02,12890
2019-12-03,12890
2019-12-04,12890
2019-12-05,13372
2019-12-06,13372
2019-12-07,13372
2019-12-08,13372
2019-12-09,13372
2019-12-10,13372
2019-12-11,13372
2019-12-12,13372
2019-12-13,13372
2019-12-14,13372
2019-12-15,13372
2019-12-16,13372
2019-12-17,13372
2019-12-18,13372
2019-12-19,13372
2019-12-20,13372
2019-12-21,13372
2019-12-22,13372
2019-12-23,13372
2019-12-24,13372
2019-12-25,13372
2019-12-26,13372
2019-12-27,13372
2019-12-28,13372
2019-12-29,13372
2019-12-30,13372
2019-12-31,13372
2020-01-01,13372
2020-01-02,13853
2020-01-03,13853
2020-01-04,13853
2020-01-05,13853
2020-01-06,13853
2020-01-07,13853
2020-01-08,13853
2020-01-09,13853
2020-01-10,13853
2020-01-11,13853
2020-01-12,13853
2020-01-13,13853
2020-01-14,13853
2020-01-15,13853
2020-01-16,13853
2020-01-17,13853
2020-01-18,13853
2020-01-19,13853
2020-01-20,13853
2020-01-21,13853
2020-01-22,13853
2020-01-23,13853
2020-01-24,13853
2020-01-25,13853
2020-01-26,13964
2020-01-27,13964
2020-01-28,13964
2020-01-29,13964
2020-01-30,13964
2020-01-31,13964
2020-02-01,13964
2020-02-02,13964
2020-02-03,13964
2020-02-04,13964
2020-02-05,13964
2020-02-06,13964
2020-02-07,13964
2020-02-08,13964
2020-02-09,13964
2020-02-10,13964
2020-02-11,13964
2020-02-12,13964
2020-02-13,13964
2020-02-14,13289
2020-02-15,13289
2020-02-16,13289
2020-02-17,13289
2020-02-18,13289
2020-02-19,13289
2020-02-20,13289
2020-02-21,13289
2020-02-22,13289
2020-02-23,13289
2020-02-24,13289
2020-02-25,13289
2020-02-26,13289
2020-02-27,13289
2020-02-28,13289
2020-02-29,13289
2020-03-01,13289
2020-03-02,13289
2020-03-03,12672
2020-03-04,12672
2020-03-05,12672
2020-03-06,12672
2020-03-07,12672
2020-03-08,12672
2020-03-09,12672
2020-03-10,12672
2020-03-11,12672
2020-03-12,12672
2020-03-13,12672
2020-03-14,12672
2020-03-15,12672
2020-03-16,12672
2020-03-17,12672
2020-03-18,12672
2020-03-19,12672
2020-03-20,12672
2020-03-21,12672
2020-03-22,12672
2020-03-23,12672
2020-03-24,12484
2020-03-25,12484
2020-03-26,12484
2020-03-27,12484
2020-03-28,12484
2020-03-29,12484
2020-03-30,12484
2020-03-31,12484
2020-04-01,12484
2020-04-02,12484
2020-04-03,12484
2020-04-04,12484
2020-04-05,12484
2020-04-06,12484
2020-04-07,12484
2020-04-08,12484
2020-04-09,12484
2020-04-10,12484
2020-04-11,12528
2020-04-12,12528
2020-04-13,12528
2020-04-14,12528
2020-04-15,12528
2020-04-16,12528
2020-04-17,12528
2020-04-18,12528
2020-04-19,12528
2020-04-20,12528
2020-04-21,12528
2020-04-22,12528
2020-04-23,12528
2020-04-24,12528
2020-04-25,12528
2020-04-26,12360
2020-04-27,12360
2020-04-28,12360
2020-04-29,12360
2020-04-30,12360
2020-05-01,12360
2020-05-02,12360
2020-05-03,12360
2020-05-04,12360
2020-05-05,12360
2020-05-06,12360
2020-05-07,12360
2020-05-08,12360
2020-05-09,12360
2020-05-10,12209
2020-05-11,12209
2020-05-12,12209
2020-05-13,12209
