date_obj,Snapdragon%20seed price
2016-01-02,43205
2016-01-03,42949
2016-01-04,42215
2016-01-05,42534
2016-01-06,43352
2016-01-07,43863
2016-01-08,43855
2016-01-09,43680
2016-01-10,44064
2016-01-11,43809
2016-01-12,43545
2016-01-13,44018
2016-01-14,44139
2016-01-15,44617
2016-01-16,44772
2016-01-17,45115
2016-01-18,45909
2016-01-19,46434
2016-01-20,46929
2016-01-21,47462
2016-01-22,46822
2016-01-23,45033
2016-01-24,43661
2016-01-25,43735
2016-01-26,44162
2016-01-27,45172
2016-01-28,45906
2016-01-29,46616
2016-01-30,46875
2016-01-31,47359
2016-02-01,47766
2016-02-02,48458
2016-02-03,49385
2016-02-04,50479
2016-02-05,50743
2016-02-06,49514
2016-02-07,48326
2016-02-08,47468
2016-02-09,47142
2016-02-10,47375
2016-02-11,47539
2016-02-12,47613
2016-02-13,47172
2016-02-14,46012
2016-02-15,46710
2016-02-16,47124
2016-02-17,47415
2016-02-18,47580
2016-02-19,47916
2016-02-20,47433
2016-02-21,46563
2016-02-22,46791
2016-02-23,47088
2016-02-24,46701
2016-02-25,46516
2016-02-26,46203
2016-02-27,45549
2016-02-28,46200
2016-02-29,46928
2016-03-01,47180
2016-03-02,47435
2016-03-03,47818
2016-03-04,47720
2016-03-05,47151
2016-03-06,46451
2016-03-07,45836
2016-03-08,46069
2016-03-09,45871
2016-03-10,44809
2016-03-11,43180
2016-03-12,42481
2016-03-13,42887
2016-03-14,43282
2016-03-15,43689
2016-03-16,44394
2016-03-17,45397
2016-03-18,44998
2016-03-19,45052
2016-03-20,44423
2016-03-21,43566
2016-03-22,43697
2016-03-23,43001
2016-03-24,42346
2016-03-25,41949
2016-03-26,41673
2016-03-27,41429
2016-03-28,41525
2016-03-29,42369
2016-03-31,42219
2016-04-01,41909
2016-04-02,42088
2016-04-03,42749
2016-04-04,42990
2016-04-05,43650
2016-04-06,44183
2016-04-07,44233
2016-04-08,44678
2016-04-09,45346
2016-04-10,45742
2016-04-11,45906
2016-04-12,45296
2016-04-13,44909
2016-04-14,43974
2016-04-15,44530
2016-04-16,44499
2016-04-17,44299
2016-04-18,44551
2016-04-19,44554
2016-04-20,44686
2016-04-21,44333
2016-04-22,44019
2016-04-23,44203
2016-04-24,42628
2016-04-25,42643
2016-04-26,42804
2016-04-27,43031
2016-04-28,42995
2016-04-29,42072
2016-04-30,41319
2016-05-01,41426
2016-05-02,41784
2016-05-03,42120
2016-05-04,42796
2016-05-05,43236
2016-05-06,43731
2016-05-07,42055
2016-05-08,40155
2016-05-09,38462
2016-05-10,37218
2016-05-11,38110
2016-05-12,39026
2016-05-13,39324
2016-05-14,39330
2016-05-15,39379
2016-05-16,40100
2016-05-17,40497
2016-05-18,40804
2016-05-19,41217
2016-05-22,43437
2016-05-23,43833
2016-05-24,43719
2016-05-25,44397
2016-05-26,44737
2016-05-27,45305
2016-05-28,45238
2016-05-29,45309
2016-05-30,45678
2016-05-31,45334
2016-06-01,45753
2016-06-02,46061
2016-06-03,45781
2016-06-04,45734
2016-06-05,46088
2016-06-06,47708
2016-06-07,48655
2016-06-08,49687
2016-06-09,48665
2016-06-10,47028
2016-06-11,45757
2016-06-12,45392
2016-06-13,45250
2016-06-14,45636
2016-06-15,46308
2016-06-16,45892
2016-06-17,45842
2016-06-18,46063
2016-06-19,45666
2016-06-20,45949
2016-06-21,45540
2016-06-22,46212
2016-06-23,47578
2016-06-24,48330
2016-06-25,48897
2016-06-26,49000
2016-06-27,48954
2016-06-28,49602
2016-06-29,49931
2016-06-30,50248
2016-07-01,50446
2016-07-02,49812
2016-07-03,49286
2016-07-04,48840
2016-07-05,48601
2016-07-06,47538
2016-07-07,46518
2016-07-08,46495
2016-07-09,46567
2016-07-10,45818
2016-07-11,45361
2016-07-12,45594
2016-07-13,46160
2016-07-14,46709
2016-07-15,47183
2016-07-16,47636
2016-07-17,47576
2016-07-18,47816
2016-07-24,48924
2016-07-25,48516
2016-07-26,48695
2016-07-27,49401
2016-07-28,50050
2016-07-29,49456
2016-07-30,49183
2016-07-31,49060
2016-08-01,49856
2016-08-02,49022
2016-08-03,48985
2016-08-04,48856
2016-08-05,48530
2016-08-06,48649
2016-08-07,48466
2016-08-08,47218
2016-08-09,46143
2016-08-10,46205
2016-08-11,46337
2016-08-12,46246
2016-08-13,45808
2016-08-14,44190
2016-08-15,44154
2016-08-16,43909
2016-08-17,44404
2016-08-18,45494
2016-08-19,45557
2016-08-20,45596
2016-08-21,46626
2016-08-22,46845
2016-08-23,47475
2016-08-24,47550
2016-08-25,47258
2016-08-26,45795
2016-08-28,44195
2016-08-31,44035
2016-09-01,46139
2016-09-02,47728
2016-09-03,47140
2016-09-04,47726
2016-09-05,46324
2016-09-06,46768
2016-09-07,45536
2016-09-08,43259
2016-09-09,41096
2016-09-10,39041
2016-09-11,37088
2016-09-12,35233
2016-09-13,33472
2016-09-14,31846
2016-09-15,30287
2016-09-16,28772
2016-09-17,27425
2016-09-18,26193
2016-09-19,25588
2016-09-20,26074
2016-09-21,27336
2016-09-22,26963
2016-09-23,25614
2016-09-24,24333
2016-09-25,23644
2016-09-26,24368
2016-09-27,23797
2016-09-28,22687
2016-09-29,21552
2016-09-30,20506
2016-10-01,19749
2016-10-02,19147
2016-10-03,18523
2016-10-04,19227
2016-10-05,20189
2016-10-06,21199
2016-10-07,22259
2016-10-08,23329
2016-10-09,23115
2016-10-11,24690
2016-10-12,25676
2016-10-13,26189
2016-10-14,25395
2016-10-15,24353
2016-10-16,23766
2016-10-17,23499
2016-10-18,23943
2016-10-19,24867
2016-10-20,25685
2016-10-21,26606
2016-10-22,27230
2016-10-23,27029
2016-10-24,26689
2016-10-25,26586
2016-10-26,27200
2016-10-27,27216
2016-10-28,27833
2016-10-29,27797
2016-10-30,26910
2016-10-31,26720
2016-11-01,27354
2016-11-02,27099
2016-11-03,26830
2016-11-04,25953
2016-11-05,25821
2016-11-06,25492
2016-11-07,25466
2016-11-08,25670
2016-11-09,26385
2016-11-10,27205
2016-11-11,27255
2016-11-12,26834
2016-11-13,26977
2016-11-14,26705
2016-12-08,30415
2016-12-09,30160
2016-12-10,29218
2016-12-11,28741
2016-12-12,29012
2016-12-13,28934
2016-12-14,29465
2016-12-15,29178
2016-12-16,30026
2016-12-17,29612
2016-12-18,29401
2016-12-19,29409
2016-12-20,29557
2016-12-21,29933
2016-12-22,30271
2016-12-23,30315
2016-12-24,30207
2016-12-25,30343
2016-12-26,30746
2016-12-27,30595
2016-12-28,30433
2016-12-29,30129
2016-12-30,30033
2016-12-31,30204
2017-01-01,30325
2017-01-02,30240
2017-01-03,30138
2017-01-04,29711
2017-01-05,28285
2017-01-06,27898
2017-01-07,28436
2017-01-08,29071
2017-01-09,30322
2017-01-10,31123
2017-01-11,31396
2017-01-12,31635
2017-01-13,31831
2017-01-14,31343
2017-01-15,30891
2017-01-16,31360
2017-01-17,31333
2017-01-18,31046
2017-01-19,31302
2017-01-20,31305
2017-01-21,30739
2017-01-22,30614
2017-01-27,31140
2017-01-28,30118
2017-01-29,29400
2017-01-30,29384
2017-01-31,29453
2017-02-01,29782
2017-02-02,30013
2017-02-03,30503
2017-02-04,30670
2017-02-05,31015
2017-02-06,31414
2017-02-07,32017
2017-02-08,32431
2017-02-09,32395
2017-02-10,32626
2017-02-11,32871
2017-02-12,33272
2017-02-13,33166
2017-02-14,33202
2017-02-15,33729
2017-02-16,34041
2017-02-18,32541
2017-02-19,32322
2017-02-20,32973
2017-02-21,33564
2017-02-22,34232
2017-02-23,33939
2017-02-24,33108
2017-02-25,32433
2017-02-26,31846
2017-02-27,31502
2017-02-28,31857
2017-03-01,32083
2017-03-02,33376
2017-03-03,34666
2017-03-04,34822
2017-03-05,34719
2017-03-06,35587
2017-03-07,36200
2017-03-08,36816
2017-03-09,36310
2017-03-10,35489
2017-03-11,35435
2017-03-12,36358
2017-03-13,37288
2017-03-14,37462
2017-03-15,38262
2017-03-16,38402
2017-03-17,38190
2017-03-18,38194
2017-03-19,38265
2017-03-20,39034
2017-03-21,38400
2017-03-22,38183
2017-03-23,38380
2017-03-24,37741
2017-03-25,36970
2017-03-26,36892
2017-03-27,36524
2017-03-28,36783
2017-03-29,36619
2017-03-30,36567
2017-03-31,36491
2017-04-01,35669
2017-04-02,35550
2017-04-03,35784
2017-04-04,35794
2017-04-12,35072
2017-04-13,35749
2017-04-14,35300
2017-04-15,35243
2017-04-16,35841
2017-04-17,35854
2017-04-18,35946
2017-04-19,36468
2017-04-20,36492
2017-04-21,36402
2017-04-22,36081
2017-04-23,36215
2017-04-24,36309
2017-04-25,36178
2017-04-26,35991
2017-04-27,36189
2017-04-28,36500
2017-04-29,36852
2017-04-30,36843
2017-05-01,37487
2017-05-02,38203
2017-05-03,39058
2017-05-04,39807
2017-05-05,39203
2017-05-06,39579
2017-05-07,40337
2017-05-08,41146
2017-05-09,42456
2017-05-10,44151
2017-05-11,44063
2017-05-12,42669
2017-05-13,42905
2017-05-14,43825
2017-05-15,43464
2017-05-16,42688
2017-05-17,42417
2017-05-18,42013
2017-05-19,41447
2017-05-20,41649
2017-05-21,41998
2017-05-22,42197
2017-05-23,42363
2017-05-24,43166
2017-05-25,45306
2017-05-26,46996
2017-05-27,47527
2017-05-28,46415
2017-05-29,46056
2017-05-30,46779
2017-05-31,47512
2017-06-01,47090
2017-06-02,45662
2017-06-03,43585
2017-06-06,41829
2017-06-07,41923
2017-06-08,42324
2017-06-09,42136
2017-06-10,41141
2017-06-11,40057
2017-06-12,39235
2017-06-13,38254
2017-06-14,39104
2017-06-15,39263
2017-06-16,39742
2017-06-17,40058
2017-06-18,40453
2017-06-19,40679
2017-06-20,40439
2017-06-21,40151
2017-06-22,39885
2017-06-23,39776
2017-06-24,40062
2017-06-25,39788
2017-06-26,40021
2017-06-27,40194
2017-06-28,40442
2017-06-29,41199
2017-06-30,41335
2017-07-01,41657
2017-07-02,41382
2017-07-03,40636
2017-07-04,40676
2017-07-05,40838
2017-07-06,42073
2017-07-07,42157
2017-07-08,41606
2017-07-13,43847
2017-07-14,43325
2017-07-15,43345
2017-07-16,44069
2017-07-17,45379
2017-07-18,46261
2017-07-19,47344
2017-07-20,47114
2017-07-21,45988
2017-07-22,44149
2017-07-23,44040
2017-07-24,44236
2017-07-25,44344
2017-07-26,44483
2017-07-27,46009
2017-07-28,46522
2017-07-29,45716
2017-07-30,45821
2017-07-31,45902
2017-08-01,45749
2017-08-02,45811
2017-08-03,45768
2017-08-04,45865
2017-08-05,45477
2017-08-06,45937
2017-08-09,47303
2017-08-10,47412
2017-08-11,47878
2017-08-12,48161
2017-08-13,47912
2017-08-14,48398
2017-08-15,48692
2017-08-17,48164
2017-08-18,47824
2017-08-19,47685
2017-08-20,47778
2017-08-21,47631
2017-08-22,47582
2017-08-23,47834
2017-08-24,48286
2017-08-25,48901
2017-08-26,48798
2017-08-27,48959
2017-08-28,49139
2017-08-29,49162
2017-08-30,48819
2017-08-31,49656
2017-09-01,49625
2017-09-02,49374
2017-09-03,48604
2017-09-04,48107
2017-09-05,47751
2017-09-06,47946
2017-09-07,48091
2017-09-08,48713
2017-09-09,50426
2017-09-10,52906
2017-09-11,54650
2017-09-12,54441
2017-09-13,54592
2017-09-14,54326
2017-09-15,52681
2017-09-16,52832
2017-09-17,50684
2017-09-19,49356
2017-09-20,49205
2017-09-21,47953
2017-09-22,47279
2017-09-23,46982
2017-09-24,47185
2017-09-25,47216
2017-09-26,47931
2017-09-27,48182
2017-09-28,48734
2017-09-29,49131
2017-09-30,49253
2017-10-01,49226
2017-10-02,48913
2017-10-03,48416
2017-10-04,47677
2017-10-05,47290
2017-10-06,46816
2017-10-07,45747
2017-10-08,44448
2017-10-09,43127
2017-10-10,42239
2017-10-11,42085
2017-10-12,42807
2017-10-13,42553
2017-10-14,42276
2017-10-15,41151
2017-10-16,40680
2017-10-17,41007
2017-10-18,41444
2017-10-19,41483
2017-10-20,41454
2017-10-21,41527
2017-10-22,41409
2017-10-23,40695
2017-10-24,40438
2017-10-25,39704
2017-10-26,38525
2017-10-27,37569
2017-10-28,37237
2017-10-29,37738
2017-10-30,38495
2017-10-31,39323
2017-11-01,40305
2017-11-02,40892
2017-11-03,40765
2017-11-04,41087
2017-11-05,41421
2017-11-06,42095
2017-11-07,43595
2017-11-08,44420
2017-11-09,45189
2017-11-10,44998
2017-11-11,44624
2017-11-12,43842
2017-11-13,43480
2017-11-14,43448
2017-11-15,43390
2017-11-16,43538
2017-11-17,43798
2017-11-18,43900
2017-11-19,43696
2017-11-20,43195
2017-11-21,42660
2017-11-22,41991
2017-11-23,41183
2017-11-24,41174
2017-11-25,40992
2017-11-26,40729
2017-11-27,40710
2017-11-28,41083
2017-11-29,42661
2017-11-30,43771
2017-12-01,44852
2017-12-02,44160
2017-12-03,43988
2017-12-04,43868
2017-12-05,45393
2017-12-06,45549
2017-12-07,45541
2017-12-08,45986
2017-12-09,46603
2017-12-10,45595
2017-12-11,45456
2017-12-12,45502
2017-12-13,45123
2017-12-14,45301
2017-12-15,44507
2017-12-16,44119
2017-12-17,43060
2017-12-18,42829
2017-12-19,42060
2017-12-20,41527
2017-12-21,41548
2017-12-22,41314
2017-12-23,41834
2017-12-24,41676
2017-12-25,41634
2017-12-26,41345
2017-12-27,41116
2017-12-28,41131
2017-12-29,40913
2017-12-30,41163
2017-12-31,41925
2018-01-01,42555
2018-01-02,42905
2018-01-03,43277
2018-01-04,41576
2018-01-05,41150
2018-01-06,40426
2018-01-07,39602
2018-01-08,38580
2018-01-09,37830
2018-01-10,38700
2018-01-11,38793
2018-01-12,38568
2018-01-13,38387
2018-01-14,38401
2018-01-15,39171
2018-01-16,39650
2018-01-17,40404
2018-01-18,41022
2018-01-19,40992
2018-01-20,40892
2018-01-21,41664
2018-01-22,42571
2018-01-23,43866
2018-01-24,45147
2018-01-25,45556
2018-01-26,46309
2018-01-27,45285
2018-01-28,43649
2018-01-29,43816
2018-01-30,44568
2018-01-31,44364
2018-02-01,44942
2018-02-02,45136
2018-02-04,44527
2018-02-05,44506
2018-02-06,45030
2018-02-07,45922
2018-02-08,46369
2018-02-09,46800
2018-02-10,46426
2018-02-11,45792
2018-02-12,45432
2018-02-13,45478
2018-02-14,45872
2018-02-15,46927
2018-02-16,48238
2018-02-17,49618
2018-02-18,49433
2018-02-19,49643
2018-02-20,50351
2018-02-21,50308
2018-02-22,50951
2018-02-23,51771
2018-02-24,51471
2018-02-25,51032
2018-02-26,51514
2018-02-27,52181
2018-02-28,52793
2018-03-01,53119
2018-03-02,53742
2018-03-03,52822
2018-03-04,52597
2018-03-05,52262
2018-03-06,52170
2018-03-07,53966
2018-03-08,54776
2018-03-09,54962
2018-03-10,54508
2018-03-11,54576
2018-03-12,54541
2018-03-13,54545
2018-03-14,54343
2018-03-15,53790
2018-03-16,53555
2018-03-17,53369
2018-03-18,53103
2018-03-19,52799
2018-03-20,52684
2018-03-21,52349
2018-03-23,50964
2018-03-24,50704
2018-03-26,49507
2018-03-27,49672
2018-03-28,49901
2018-03-29,50181
2018-03-30,49819
2018-03-31,49546
2018-04-01,49070
2018-04-02,48523
2018-04-03,48906
2018-04-04,49515
2018-04-05,49205
2018-04-06,48900
2018-04-08,48404
2018-04-09,48834
2018-04-10,49088
2018-04-11,49442
2018-04-12,49410
2018-04-13,49134
2018-04-14,48861
2018-04-16,48480
2018-04-17,48617
2018-04-18,48615
2018-04-19,48694
2018-04-20,48573
2018-04-21,48184
2018-04-22,48232
2018-04-23,48544
2018-04-24,48733
2018-04-25,48778
2018-04-26,48783
2018-04-27,48882
2018-04-28,48682
2018-04-29,48253
2018-04-30,48034
2018-05-01,48270
2018-05-02,48265
2018-05-03,48558
2018-05-04,48705
2018-05-05,48750
2018-05-06,48804
2018-05-07,48917
2018-05-08,48949
2018-05-09,49724
2018-05-10,49971
2018-05-11,49685
2018-05-12,49057
2018-05-13,49064
2018-05-14,49141
2018-05-15,49296
2018-05-16,49185
2018-05-17,49276
2018-05-18,49829
2018-05-19,50213
2018-05-20,50018
2018-05-21,50340
2018-05-22,49709
2018-05-23,49428
2018-05-24,49310
2018-05-25,49346
2018-05-26,49681
2018-05-27,49935
2018-05-28,49697
2018-05-29,49843
2018-05-30,50037
2018-05-31,50389
2018-06-01,50263
2018-06-02,49788
2018-06-03,49327
2018-06-04,49407
2018-06-05,49992
2018-06-06,50368
2018-06-07,49788
2018-06-08,49498
2018-06-09,48845
2018-06-10,47347
2018-06-11,45963
2018-06-12,44806
2018-06-13,44755
2018-06-14,44975
2018-06-15,45299
2018-06-16,46009
2018-06-17,46269
2018-06-18,46311
2018-06-19,46035
2018-06-20,46341
2018-06-21,46571
2018-06-22,46367
2018-06-23,46298
2018-06-24,47185
2018-06-25,48245
2018-06-26,48817
2018-06-27,49238
2018-06-28,49052
2018-06-29,48326
2018-06-30,46864
2018-07-01,45691
2018-07-02,45104
2018-07-03,45414
2018-07-04,45137
2018-07-05,45204
2018-07-06,45501
2018-07-07,45219
2018-07-08,44656
2018-07-09,44739
2018-07-10,45085
2018-07-11,45594
2018-07-12,46256
2018-07-13,46566
2018-07-14,46627
2018-07-15,46153
2018-07-16,45980
2018-07-17,46120
2018-07-18,46105
2018-07-19,46231
2018-07-20,46485
2018-07-21,46301
2018-07-22,45778
2018-07-23,46207
2018-07-24,46664
2018-07-25,47328
2018-07-26,47474
2018-07-27,47109
2018-07-28,46885
2018-07-29,46553
2018-07-30,46664
2018-07-31,47061
2018-08-01,47416
2018-08-02,48231
2018-08-03,48793
2018-08-04,49039
2018-08-05,48446
2018-08-06,48696
2018-08-07,49243
2018-08-08,50661
2018-08-09,50787
2018-08-10,51174
2018-08-11,50529
2018-08-12,50037
2018-08-14,48948
2018-08-16,48953
2018-08-17,48889
2018-08-18,49117
2018-08-19,48530
2018-08-20,48075
2018-08-21,48680
2018-08-22,50111
2018-08-23,50888
2018-08-24,51675
2018-08-25,51961
2018-08-26,51922
2018-08-27,52006
2018-08-28,52355
2018-08-29,52765
2018-08-30,53449
2018-08-31,54193
2018-09-01,54165
2018-09-02,54136
2018-09-03,53662
2018-09-04,54181
2018-09-05,55537
2018-09-06,56744
2018-09-07,58031
2018-09-08,59167
2018-09-09,58810
2018-09-10,59475
2018-09-11,59531
2018-09-12,58663
2018-09-13,57140
2018-09-14,55491
2018-09-15,53091
2018-09-16,52116
2018-09-17,51372
2018-09-18,51330
2018-09-19,51118
2018-09-20,50851
2018-09-21,50537
2018-09-22,50686
2018-09-23,50684
2018-09-24,51127
2018-09-25,51999
2018-09-26,52491
2018-09-27,53018
2018-09-28,54075
2018-09-29,54633
2018-09-30,55279
2018-10-02,56648
2018-10-03,57319
2018-10-04,57600
2018-10-05,58019
2018-10-06,57538
2018-10-07,56367
2018-10-08,56638
2018-10-09,57459
2018-10-10,57962
2018-10-11,59107
2018-10-12,60052
2018-10-13,59849
2018-10-14,59438
2018-10-15,59800
2018-10-16,60257
2018-10-17,60798
2018-10-18,61063
2018-10-19,60817
2018-10-20,60130
2018-10-21,59219
2018-10-22,58680
2018-10-23,57620
2018-10-24,57134
2018-10-25,57034
2018-10-26,57290
2018-10-27,57150
2018-10-28,57869
2018-10-29,58737
2018-10-30,59994
2018-10-31,60951
2018-11-01,61619
2018-11-03,61534
2018-11-04,60772
2018-11-05,60584
2018-11-06,60941
2018-11-07,60882
2018-11-08,60225
2018-11-09,59455
2018-11-10,58400
2018-11-11,57628
2018-11-12,56929
2018-11-13,56645
2018-11-14,56039
2018-11-15,55674
2018-11-16,55248
2018-11-17,54410
2018-11-18,53445
2018-11-19,52487
2018-11-20,52219
2018-11-21,52303
2018-11-22,52376
2018-11-23,51672
2018-11-24,50970
2018-11-25,50884
2018-11-26,51775
2018-11-27,52696
2018-11-28,53077
2018-11-29,53334
2018-12-01,52079
2018-12-02,51566
2018-12-03,51661
2018-12-04,52250
2018-12-05,52658
2018-12-09,51995
2018-12-10,51710
2018-12-11,51500
2018-12-12,51452
2018-12-13,51208
2018-12-14,50995
2018-12-15,50947
2018-12-16,50106
2018-12-17,49893
2018-12-18,50312
2018-12-19,50635
2018-12-20,51136
2018-12-21,51484
2018-12-22,51461
2018-12-23,51552
2018-12-24,51833
2018-12-25,52006
2018-12-26,51923
2018-12-27,51568
2018-12-28,51057
2018-12-29,51197
2018-12-30,51170
2018-12-31,51533
2019-01-01,51807
2019-01-02,52386
2019-01-03,54022
2019-01-04,55927
2019-01-05,57129
2019-01-06,57599
2019-01-08,57844
2019-01-10,55381
2019-01-11,53948
2019-01-12,55632
2019-01-13,57166
2019-01-14,59705
2019-01-15,61259
2019-01-16,61861
2019-01-17,62328
2019-01-18,61689
2019-01-19,59078
2019-01-20,56854
2019-01-21,57312
2019-01-22,57850
2019-01-23,57889
2019-01-24,57313
2019-01-25,57745
2019-01-26,56936
2019-01-27,57226
2019-01-28,57633
2019-01-29,58913
2019-01-30,60093
2019-01-31,60106
2019-02-01,58578
2019-02-02,57188
2019-02-03,56454
2019-02-04,55823
2019-02-05,55073
2019-02-06,54309
2019-02-07,54170
2019-02-08,54197
2019-02-09,52492
2019-02-10,51564
2019-02-11,51561
2019-02-12,51635
2019-02-13,51540
2019-02-14,51080
2019-02-15,49869
2019-02-16,47919
2019-02-17,47932
2019-02-18,48205
2019-02-19,50174
2019-02-20,52267
2019-02-21,53206
2019-02-22,53367
2019-02-23,52825
2019-02-24,52564
2019-02-25,53215
2019-02-26,53725
2019-02-27,54121
2019-02-28,54937
2019-03-01,54172
2019-03-02,53213
2019-03-03,52031
2019-03-04,51171
2019-03-05,51231
2019-03-06,51375
2019-03-07,52600
2019-03-08,53059
2019-03-09,53275
2019-03-10,54334
2019-03-11,55970
2019-03-12,55962
2019-03-13,55012
2019-03-14,54675
2019-03-15,53750
2019-03-16,53161
2019-03-17,51793
2019-03-18,51725
2019-03-19,51178
2019-03-20,51648
2019-03-21,51843
2019-03-22,51902
2019-03-23,51757
2019-03-24,51826
2019-03-25,52095
2019-03-26,53239
2019-03-27,54802
2019-03-28,55329
2019-03-29,55675
2019-03-30,55372
2019-03-31,54132
2019-04-01,54333
2019-04-02,54702
