date_obj,Gnomish%20firelighter price
2017-04-26,4067
2017-04-27,4067
2017-04-28,4067
2017-04-29,3873
2017-04-30,3873
2017-05-01,3873
2017-05-02,3873
2017-05-03,3705
2017-05-04,3705
2017-05-05,3705
2017-05-06,3530
2017-05-07,3530
2017-05-08,3530
2017-05-09,3361
2017-05-10,3361
2017-05-11,3361
2017-05-12,3361
2017-05-13,3192
2017-05-14,3192
2017-05-15,3192
2017-05-16,3192
2017-05-17,3045
2017-05-18,3045
2017-05-19,3045
2017-05-20,2913
2017-05-21,2913
2017-05-22,2913
2017-05-23,2913
2017-05-24,2780
2017-05-25,2780
2017-05-26,2780
2017-05-27,2780
2017-05-28,2662
2017-05-29,2662
2017-05-30,2662
2017-05-31,2662
2017-06-01,2539
2017-06-02,2539
2017-06-03,2539
2017-06-04,2539
2017-06-05,2431
2017-06-06,2431
2017-06-07,2431
2017-06-08,2431
2017-06-09,2349
2017-06-10,2349
2017-06-11,2349
2017-06-12,2349
2017-06-13,2414
2017-06-14,2414
2017-06-15,2414
2017-06-16,2414
2017-06-17,2428
2017-06-18,2428
2017-06-19,2428
2017-06-20,2428
2017-06-21,2411
2017-06-22,2411
2017-06-23,2411
2017-06-24,2411
2017-06-25,2411
2017-06-26,2411
2017-06-27,2405
2017-06-28,2405
2017-06-29,2405
2017-06-30,2405
2017-07-01,2405
2017-07-02,2405
2017-07-03,2410
2017-07-04,2410
2017-07-05,2410
2017-07-06,2410
2017-07-07,2410
2017-07-08,2410
2017-07-13,2412
2017-07-14,2420
2017-07-15,2420
2017-07-16,2420
2017-07-17,2420
2017-07-18,2420
2017-07-19,2341
2017-07-20,2341
2017-07-21,2341
2017-07-22,2341
2017-07-23,2239
2017-07-24,2239
2017-07-25,2239
2017-07-26,2239
2017-07-27,2214
2017-07-28,2214
2017-07-29,2214
2017-07-30,2214
2017-07-31,2214
2017-08-01,2127
2017-08-02,2127
2017-08-03,2127
2017-08-04,2127
2017-08-05,2127
2017-08-06,2032
2017-08-09,2032
2017-08-10,1936
2017-08-11,1936
2017-08-12,1936
2017-08-13,1936
2017-08-14,1936
2017-08-15,1895
2017-08-16,1895
2017-08-17,1895
2017-08-18,1895
2017-08-19,1895
2017-08-20,1980
2017-08-21,1980
2017-08-22,1980
2017-08-23,1980
2017-08-24,1980
2017-08-25,1934
2017-08-26,1934
2017-08-27,1934
2017-08-28,1934
2017-08-29,1934
2017-08-30,1928
2017-08-31,1928
2017-09-01,1928
2017-09-02,1928
2017-09-03,1928
2017-09-04,1919
2017-09-05,1919
2017-09-06,1919
2017-09-07,1919
2017-09-08,1919
2017-09-09,1852
2017-09-10,1852
2017-09-11,1852
2017-09-12,1852
2017-09-13,1832
2017-09-14,1832
2017-09-15,1832
2017-09-16,1832
2017-09-17,1748
2017-09-18,1748
2017-09-19,1748
2017-09-20,1748
2017-09-21,1748
2017-09-22,1664
2017-09-23,1664
2017-09-24,1664
2017-09-25,1664
2017-09-26,1664
2017-09-27,1601
2017-09-28,1601
2017-09-29,1601
2017-09-30,1601
2017-10-01,1601
2017-10-02,1522
2017-10-03,1522
2017-10-04,1522
2017-10-05,1522
2017-10-06,1522
2017-10-07,1483
2017-10-08,1483
2017-10-09,1483
2017-10-10,1483
2017-10-11,1483
2017-10-12,1530
2017-10-13,1530
2017-10-14,1530
2017-10-15,1530
2017-10-16,1530
2017-10-17,1465
2017-10-18,1465
2017-10-19,1465
2017-10-20,1465
2017-10-21,1465
2017-10-22,1440
2017-10-23,1440
2017-10-24,1440
2017-10-25,1440
2017-10-26,1512
2017-10-27,1512
2017-10-28,1512
2017-10-29,1512
2017-10-30,1558
2017-10-31,1558
2017-11-01,1558
2017-11-02,1558
2017-11-03,1558
2017-11-04,1592
2017-11-05,1592
2017-11-06,1592
2017-11-07,1592
2017-11-08,1592
2017-11-09,1661
2017-11-10,1661
2017-11-11,1661
2017-11-12,1661
2017-11-13,1661
2017-11-14,1621
2017-11-15,1621
2017-11-16,1621
2017-11-17,1621
2017-11-18,1621
2017-11-19,1688
2017-11-20,1688
2017-11-21,1688
2017-11-22,1688
2017-11-23,1688
2017-11-24,1771
2017-11-25,1771
2017-11-26,1771
2017-11-27,1771
2017-11-28,1771
2017-11-29,1709
2017-11-30,1709
2017-12-01,1709
2017-12-02,1709
2017-12-03,1709
2017-12-04,1625
2017-12-05,1625
2017-12-06,1625
2017-12-07,1625
2017-12-08,1625
2017-12-09,1581
2017-12-10,1581
2017-12-11,1581
2017-12-12,1581
2017-12-13,1506
2017-12-14,1506
2017-12-15,1506
2017-12-16,1506
2017-12-17,1506
2017-12-18,1434
2017-12-19,1434
2017-12-20,1434
2017-12-21,1434
2017-12-22,1434
2017-12-23,1365
2017-12-24,1365
2017-12-25,1365
2017-12-26,1365
2017-12-27,1299
2017-12-28,1299
2017-12-29,1299
2017-12-30,1240
2017-12-31,1240
2018-01-01,1240
2018-01-02,1240
2018-01-03,1181
2018-01-04,1181
2018-01-05,1181
2018-01-06,1125
2018-01-07,1125
2018-01-08,1125
2018-01-09,1072
2018-01-10,1072
2018-01-11,1072
2018-01-12,1072
2018-01-13,1021
2018-01-14,1021
2018-01-15,1021
2018-01-16,971
2018-01-17,971
2018-01-18,959
2018-01-19,959
2018-01-20,959
2018-01-21,959
2018-01-22,1000
2018-01-23,1000
2018-01-24,1045
2018-01-25,1045
2018-01-26,1080
2018-01-27,1080
2018-01-28,1032
2018-01-29,1032
2018-01-30,1018
2018-01-31,1018
2018-02-01,1033
2018-02-02,1033
2018-02-03,987
2018-02-04,987
2018-02-05,938
2018-02-06,938
2018-02-07,906
2018-02-08,906
2018-02-09,952
2018-02-10,952
2018-02-11,1000
2018-02-12,1000
2018-02-13,993
2018-02-14,957
2018-02-15,957
2018-02-16,910
2018-02-17,910
2018-02-18,896
2018-02-19,896
2018-02-20,893
2018-02-21,893
2018-02-22,893
2018-02-23,893
2018-02-24,886
2018-02-25,886
2018-02-26,894
2018-02-27,894
2018-02-28,888
2018-03-01,888
2018-03-02,889
2018-03-03,889
2018-03-04,889
2018-03-05,894
2018-03-06,894
2018-03-07,889
2018-03-08,889
2018-03-09,890
2018-03-10,890
2018-03-11,890
2018-03-12,890
2018-03-13,867
2018-03-14,867
2018-03-15,878
2018-03-16,878
2018-03-17,885
2018-03-18,885
2018-03-20,893
2018-03-21,893
2018-03-23,890
2018-03-24,890
2018-03-25,889
2018-03-26,889
2018-03-27,911
2018-03-28,911
2018-03-29,911
2018-03-30,957
2018-03-31,957
2018-04-01,957
2018-04-02,974
2018-04-03,974
2018-04-04,970
2018-04-05,970
2018-04-06,927
2018-04-07,927
2018-04-08,927
2018-04-09,974
2018-04-10,974
2018-04-11,974
2018-04-12,1023
2018-04-13,1023
2018-04-14,1023
2018-04-15,1051
2018-04-16,1051
2018-04-17,1039
2018-04-18,1039
2018-04-19,1039
2018-04-20,1057
2018-04-21,1057
2018-04-22,1084
2018-04-23,1084
2018-04-24,1088
2018-04-25,1088
2018-04-26,1088
2018-04-27,1097
2018-04-28,1097
2018-04-29,1094
2018-04-30,1094
2018-05-01,1105
2018-05-03,1105
2018-05-04,1116
2018-05-05,1115
2018-05-06,1115
2018-05-07,1126
2018-05-08,1126
2018-05-09,1133
2018-05-10,1133
2018-05-11,1127
2018-05-12,1127
2018-05-13,1134
2018-05-14,1134
2018-05-15,1127
2018-05-16,1127
2018-05-17,1151
2018-05-18,1151
2018-05-19,1209
2018-05-20,1209
2018-05-21,1254
2018-05-22,1254
2018-05-23,1282
2018-05-24,1282
2018-05-25,1282
2018-05-26,1346
2018-05-27,1346
2018-05-28,1412
2018-05-29,1412
2018-05-30,1471
2018-05-31,1471
2018-06-01,1545
2018-06-02,1620
2018-06-03,1620
2018-06-04,1691
2018-06-05,1691
2018-06-06,1776
2018-06-07,1776
2018-06-08,1861
2018-06-09,1861
2018-06-10,1955
2018-06-11,1955
2018-06-12,2052
2018-06-13,2093
2018-06-14,2093
2018-06-15,2083
2018-06-16,2083
2018-06-17,2160
2018-06-18,2160
2018-06-19,2088
2018-06-20,2088
2018-06-21,2093
2018-06-22,2093
2018-06-23,2111
2018-06-24,2111
2018-06-25,2088
2018-06-26,2088
2018-06-27,2088
2018-06-28,2088
2018-06-29,2092
2018-06-30,2092
2018-07-01,2039
2018-07-02,2039
2018-07-03,2009
2018-07-04,2009
2018-07-05,2009
2018-07-06,2101
2018-07-07,2101
2018-07-08,2105
2018-07-09,2105
2018-07-10,2075
2018-07-11,2075
2018-07-12,2075
2018-07-13,2150
2018-07-14,2108
2018-07-15,2108
2018-07-16,2102
2018-07-17,2103
2018-07-18,2103
2018-07-19,2104
2018-07-20,2104
2018-07-21,2109
2018-07-22,2109
2018-07-23,2106
2018-07-24,2106
2018-07-25,2104
2018-07-26,2104
2018-07-27,2101
2018-07-28,2101
2018-07-29,2111
2018-07-30,2111
2018-07-31,2024
2018-08-01,2024
2018-08-02,1922
2018-08-03,1922
2018-08-04,1830
2018-08-05,1830
2018-08-06,1742
2018-08-07,1742
2018-08-08,1794
2018-08-09,1794
2018-08-10,1826
2018-08-11,1826
2018-08-12,1823
2018-08-14,1835
2018-08-16,1799
2018-08-17,1799
2018-08-18,1835
2018-08-19,1835
2018-08-20,1813
2018-08-21,1813
2018-08-22,1726
2018-08-23,1726
2018-08-24,1640
2018-08-25,1570
2018-08-26,1570
2018-08-27,1491
2018-08-28,1433
2018-08-29,1433
2018-08-30,1410
2018-08-31,1410
2018-09-01,1364
2018-09-02,1364
2018-09-03,1341
2018-09-04,1367
2018-09-05,1367
2018-09-06,1381
2018-09-07,1399
2018-09-08,1399
2018-09-09,1399
2018-09-10,1399
2018-09-11,1430
2018-09-12,1430
2018-09-13,1359
2018-09-14,1359
2018-09-15,1342
2018-09-16,1342
2018-09-17,1333
2018-09-18,1333
2018-09-19,1346
2018-09-20,1346
2018-09-21,1323
2018-09-22,1336
2018-09-23,1336
2018-09-24,1347
2018-09-25,1347
2018-09-26,1349
2018-09-27,1349
2018-09-28,1400
2018-09-29,1400
2018-09-30,1429
2018-10-01,1429
2018-10-02,1421
2018-10-03,1369
2018-10-04,1369
2018-10-05,1369
2018-10-06,1331
2018-10-07,1331
2018-10-08,1264
2018-10-09,1254
2018-10-10,1254
2018-10-11,1265
2018-10-12,1265
2018-10-13,1271
2018-10-14,1271
2018-10-15,1316
2018-10-16,1316
2018-10-17,1331
2018-10-18,1331
2018-10-19,1337
2018-10-20,1337
2018-10-21,1280
2018-10-22,1278
2018-10-23,1278
2018-10-24,1342
2018-10-25,1342
2018-10-26,1388
2018-10-27,1388
2018-10-28,1458
2018-10-29,1458
2018-10-30,1510
2018-10-31,1510
2018-11-01,1547
2018-11-03,1553
2018-11-04,1553
2018-11-05,1565
2018-11-06,1564
2018-11-07,1564
2018-11-08,1594
2018-11-09,1594
2018-11-10,1657
2018-11-11,1657
2018-11-12,1668
2018-11-13,1668
2018-11-14,1668
2018-11-15,1718
2018-11-16,1688
2018-11-17,1688
2018-11-18,1703
2018-11-19,1703
2018-11-20,1714
2018-11-21,1714
2018-11-22,1667
2018-11-23,1667
2018-11-24,1611
2018-11-25,1674
2018-11-26,1674
2018-11-27,1674
2018-11-28,1656
2018-11-29,1645
2018-12-01,1649
2018-12-02,1669
2018-12-03,1669
2018-12-04,1663
2018-12-05,1732
2018-12-07,1725
2018-12-09,1728
2018-12-10,1719
2018-12-11,1719
2018-12-12,1737
2018-12-13,1698
2018-12-14,1624
2018-12-15,1555
2018-12-16,1477
2018-12-17,1409
2018-12-18,1338
2018-12-19,1274
2018-12-20,1215
2018-12-21,1161
2018-12-22,1106
2018-12-23,1050
2018-12-24,1080
2018-12-25,1080
2018-12-26,1066
2018-12-27,1012
2018-12-28,1012
2018-12-29,977
2018-12-30,977
2018-12-31,948
2019-01-01,948
2019-01-02,935
2019-01-03,954
2019-01-04,954
2019-01-05,934
2019-01-06,914
2019-01-08,884
2019-01-10,806
2019-01-11,768
2019-01-12,749
2019-01-13,732
2019-01-14,698
2019-01-15,670
2019-01-16,670
2019-01-17,642
2019-01-18,642
2019-01-19,659
2019-01-20,645
2019-01-21,645
2019-01-22,649
2019-01-23,637
2019-01-24,637
2019-01-25,638
2019-01-26,642
2019-01-27,621
2019-01-28,591
2019-01-29,566
2019-01-30,590
2019-01-31,590
2019-02-01,581
2019-02-02,581
2019-02-03,554
2019-02-04,554
2019-02-05,537
2019-02-06,537
2019-02-07,525
2019-02-08,518
2019-02-09,534
2019-02-10,552
2019-02-11,568
2019-02-12,568
2019-02-13,592
2019-02-14,592
2019-02-15,605
2019-02-16,577
2019-02-17,572
2019-02-18,579
2019-02-19,579
2019-02-20,586
2019-02-21,583
2019-02-22,583
2019-02-23,597
2019-02-24,597
2019-02-25,624
2019-02-26,624
2019-02-27,656
2019-02-28,656
2019-03-01,689
2019-03-02,712
2019-03-03,748
2019-03-04,755
2019-03-05,765
2019-03-06,779
2019-03-07,790
2019-03-08,790
2019-03-09,806
2019-03-10,788
2019-03-11,828
2019-03-12,848
2019-03-13,848
2019-03-14,880
2019-03-15,880
2019-03-16,907
2019-03-17,880
2019-03-18,880
2019-03-19,860
2019-03-20,834
2019-03-21,795
2019-03-22,795
2019-03-23,755
2019-03-24,723
2019-03-25,723
2019-03-26,744
2019-03-27,744
2019-03-28,761
2019-03-29,771
2019-03-30,771
2019-03-31,784
2019-04-01,784
2019-04-02,797
2019-04-03,821
2019-04-04,821
2019-04-05,839
2019-04-06,839
2019-04-07,824
2019-04-08,824
2019-04-09,809
2019-04-10,809
2019-04-11,822
2019-04-12,838
2019-04-13,857
2019-04-14,849
2019-04-15,832
2019-04-16,822
2019-04-17,826
2019-04-18,837
2019-04-19,809
2019-04-20,786
2019-04-21,805
2019-04-22,822
2019-04-23,833
2019-04-24,833
2019-04-25,846
2019-04-26,856
2019-04-27,836
2019-04-28,794
2019-04-29,756
2019-04-30,730
2019-05-01,730
2019-05-02,718
2019-05-03,702
2019-05-04,710
2019-05-05,744
2019-05-06,764
2019-05-07,791
2019-05-08,791
2019-05-09,792
2019-05-10,789
2019-05-11,789
2019-05-12,803
2019-05-13,792
2019-05-14,766
2019-05-15,766
2019-05-16,762
2019-05-17,762
2019-05-18,748
2019-05-19,748
2019-05-20,743
2019-05-21,743
2019-05-22,741
2019-05-23,751
2019-05-24,751
2019-05-25,771
2019-05-26,771
2019-05-27,774
2019-05-28,774
2019-05-29,797
2019-05-30,797
2019-05-31,820
2019-06-01,820
2019-06-02,820
2019-06-03,820
2019-06-04,801
2019-06-05,790
2019-06-06,772
2019-06-07,772
2019-06-08,806
2019-06-09,824
2019-06-10,824
2019-06-11,847
2019-06-12,847
2019-06-13,833
2019-06-14,833
2019-06-15,837
2019-06-16,826
2019-06-17,826
2019-06-18,813
2019-06-19,813
2019-06-20,846
2019-06-21,846
2019-06-22,879
2019-06-23,921
2019-06-24,921
2019-06-25,950
2019-06-26,950
2019-06-27,993
2019-06-28,993
2019-06-29,1003
2019-06-30,1004
2019-07-01,1004
2019-07-02,1002
2019-07-03,1002
2019-07-04,1003
2019-07-05,1003
2019-07-06,1007
2019-07-07,1007
2019-07-08,1006
2019-07-09,970
2019-07-10,970
2019-07-11,921
2019-07-12,877
2019-07-13,877
2019-07-14,834
2019-07-15,834
2019-07-16,823
2019-07-17,833
2019-07-18,833
2019-07-19,863
2019-07-20,863
2019-07-21,903
2019-07-22,903
2019-07-23,949
2019-07-24,949
2019-07-25,995
2019-07-26,995
2019-07-27,1003
2019-07-28,1003
2019-07-29,997
2019-07-30,1002
2019-07-31,1002
2019-08-01,992
2019-08-02,992
2019-08-03,982
2019-08-04,982
2019-08-05,989
2019-08-06,989
2019-08-07,1002
2019-08-08,1002
2019-08-09,1013
2019-08-10,1004
2019-08-11,1004
2019-08-12,1002
2019-08-13,1002
2019-08-14,1006
2019-08-15,1006
2019-08-16,997
2019-08-17,997
2019-08-18,986
2019-08-19,986
2019-08-20,978
2019-08-21,978
2019-08-22,970
2019-08-23,970
2019-08-24,964
2019-08-24,964
2019-08-25,964
2019-08-25,964
2019-08-26,999
2019-08-27,999
2019-08-27,999
2019-08-28,1001
2019-08-29,1001
2019-08-30,1004
2019-08-31,1004
2019-09-01,1006
2019-09-02,1006
2019-09-03,1008
2019-09-04,995
2019-09-05,995
2019-09-06,1011
2019-09-07,1000
2019-09-08,1005
2019-09-09,1005
2019-09-10,998
2019-09-11,998
2019-09-12,1003
2019-09-13,1003
2019-09-14,1001
2019-09-15,1001
2019-09-16,1005
2019-09-17,1005
2019-09-18,1004
2019-09-19,1004
2019-09-20,997
2019-09-21,997
2019-09-22,1000
2019-09-23,1007
2019-09-24,1007
2019-09-25,981
2019-09-26,936
2019-09-27,936
2019-09-28,890
2019-09-29,890
2019-09-30,885
2019-10-01,880
2019-10-02,880
2019-10-03,885
2019-10-04,885
2019-10-05,919
2019-10-06,946
2019-10-07,946
2019-10-08,994
2019-10-09,994
2019-10-10,1009
2019-10-11,1009
2019-10-12,1008
2019-10-13,1032
2019-10-14,1014
2019-10-15,1014
2019-10-16,1013
2019-10-17,1013
2019-10-18,1046
2019-10-19,1012
2019-10-20,1012
2019-10-21,1008
2019-10-22,1008
2019-10-23,970
2019-10-24,970
2019-10-25,924
2019-10-26,883
2019-10-27,889
2019-10-28,932
2019-10-29,932
2019-10-30,976
2019-10-31,976
2019-11-01,997
2019-11-02,1001
2019-11-03,1037
2019-11-04,1037
2019-11-05,1013
2019-11-06,1013
2019-11-07,1012
2019-11-08,1012
2019-11-09,1050
2019-11-10,1093
2019-11-11,1093
2019-11-12,1114
2019-11-13,1114
2019-11-14,1102
2019-11-15,1128
2019-11-16,1185
2019-11-17,1185
2019-11-18,1245
2019-11-19,1245
2019-11-20,1308
2019-11-21,1308
2019-11-22,1374
2019-11-23,1439
2019-11-24,1439
2019-11-25,1511
2019-11-26,1585
2019-11-27,1585
2019-11-28,1665
2019-11-29,1665
2019-11-30,1749
2019-12-01,1749
2019-12-02,1817
2019-12-03,1817
2019-12-04,1887
2019-12-05,1887
2019-12-06,1945
2019-12-07,1945
2019-12-08,2028
2019-12-09,2028
2019-12-10,2130
2019-12-11,2130
2019-12-12,2214
2019-12-13,2214
2019-12-14,2325
2019-12-15,2325
2019-12-16,2378
2019-12-17,2378
2019-12-18,2497
2019-12-19,2497
2019-12-20,2622
2019-12-21,2622
2019-12-22,2754
2019-12-23,2754
2019-12-24,2892
2019-12-25,2892
2019-12-26,3037
2019-12-27,3164
2019-12-28,3164
2019-12-29,3305
2019-12-30,3305
2019-12-31,3471
2020-01-01,3471
2020-01-02,3645
2020-01-03,3645
2020-01-04,3828
2020-01-05,3828
2020-01-06,4020
2020-01-07,4218
2020-01-08,4218
2020-01-09,4429
2020-01-10,4651
2020-01-11,4883
2020-01-12,5118
2020-01-13,5118
2020-01-14,5360
2020-01-15,5608
2020-01-16,5887
2020-01-17,6182
2020-01-18,6182
2020-01-19,6492
2020-01-20,6492
2020-01-21,6817
2020-01-22,6817
2020-01-23,7141
2020-01-24,7141
2020-01-25,7478
2020-01-26,7821
2020-01-27,7821
2020-01-28,8213
2020-01-29,8476
2020-01-30,8900
2020-01-31,8900
2020-02-01,9095
2020-02-02,8640
2020-02-03,8483
2020-02-04,8665
2020-02-05,8238
2020-02-06,8249
2020-02-07,8249
2020-02-08,8659
2020-02-09,8659
2020-02-10,9092
2020-02-11,9092
2020-02-12,9547
2020-02-13,9547
2020-02-14,9630
2020-02-15,9630
2020-02-16,9195
2020-02-17,8807
2020-02-18,8436
2020-02-19,8115
2020-02-20,7749
2020-02-21,7749
2020-02-22,7378
2020-02-23,7046
2020-02-24,6702
2020-02-25,6702
2020-02-26,6512
2020-02-27,6359
2020-02-28,6252
2020-02-29,6252
2020-03-01,6094
2020-03-02,6033
2020-03-03,5897
2020-03-04,5897
2020-03-05,6116
2020-03-06,6422
2020-03-07,6422
2020-03-08,6744
2020-03-09,7073
2020-03-10,7411
2020-03-11,7411
2020-03-12,7642
2020-03-13,7642
2020-03-14,7426
2020-03-15,7426
2020-03-16,7664
2020-03-17,7838
2020-03-18,8143
2020-03-19,8514
2020-03-20,8940
2020-03-21,9047
2020-03-22,9194
2020-03-23,9354
2020-03-24,9367
2020-03-25,9206
2020-03-26,9303
2020-03-27,9400
2020-03-28,9330
2020-03-29,9243
2020-03-30,9146
2020-03-31,9321
2020-04-01,9558
2020-04-02,9365
2020-04-03,9365
2020-04-04,9176
2020-04-05,9092
2020-04-06,9279
2020-04-07,9423
2020-04-08,9329
2020-04-09,8986
2020-04-10,8986
2020-04-11,8683
2020-04-12,9016
2020-04-13,9246
2020-04-14,9331
2020-04-15,9494
2020-04-16,9494
2020-04-17,9402
2020-04-18,9474
2020-04-19,9476
2020-04-20,9397
2020-04-21,9220
2020-04-22,9341
2020-04-23,9166
2020-04-24,9034
2020-04-25,9133
2020-04-26,9302
2020-04-27,9659
2020-04-28,9780
2020-04-29,9774
2020-04-30,9980
2020-05-01,9864
2020-05-02,9526
2020-05-03,9187
2020-05-04,8763
2020-05-05,8324
2020-05-06,7907
2020-05-07,7511
2020-05-08,7202
2020-05-09,6841
2020-05-10,6498
2020-05-11,6199
2020-05-12,5925
2020-05-13,5628
