date_obj,Desert%20boots price
2016-04-25,252
2016-04-26,258
2016-04-27,261
2016-04-28,266
2016-04-29,268
2016-04-30,268
2016-05-01,261
2016-05-02,262
2016-05-03,250
2016-05-04,251
2016-05-05,250
2016-05-06,250
2016-05-07,242
2016-05-08,242
2016-05-09,241
2016-05-10,245
2016-05-11,241
2016-05-12,235
2016-05-13,223
2016-05-14,211
2016-05-15,200
2016-05-16,190
2016-05-17,180
2016-05-18,171
2016-05-19,162
2016-05-22,151
2016-05-23,152
2016-05-24,151
2016-05-25,143
2016-05-26,137
2016-05-27,137
2016-05-28,137
2016-05-29,136
2016-05-30,136
2016-05-31,134
2016-06-01,127
2016-06-02,120
2016-06-03,114
2016-06-04,110
2016-06-05,110
2016-06-06,107
2016-06-07,107
2016-06-08,105
2016-06-09,101
2016-06-10,100
2016-06-11,100
2016-06-12,100
2016-06-13,103
2016-06-14,104
2016-06-15,104
2016-06-16,102
2016-06-17,102
2016-06-18,101
2016-06-19,102
2016-06-20,101
2016-06-21,98
2016-06-22,97
2016-06-23,99
2016-06-24,102
2016-06-25,103
2016-06-26,106
2016-06-27,108
2016-06-28,110
2016-06-29,115
2016-06-30,118
2016-07-01,120
2016-07-02,114
2016-07-03,108
2016-07-04,103
2016-07-05,103
2016-07-06,100
2016-07-07,101
2016-07-08,101
2016-07-09,97
2016-07-10,93
2016-07-11,97
2016-07-12,101
2016-07-13,103
2016-07-14,104
2016-07-15,109
2016-07-16,113
2016-07-17,117
2016-07-18,120
2016-07-23,125
2016-07-24,129
2016-07-25,133
2016-07-26,133
2016-07-27,134
2016-07-28,134
2016-07-29,137
2016-07-30,142
2016-07-31,142
2016-08-01,142
2016-08-02,141
2016-08-03,137
2016-08-04,138
2016-08-05,138
2016-08-06,131
2016-08-07,126
2016-08-08,126
2016-08-09,119
2016-08-10,113
2016-08-11,113
2016-08-12,107
2016-08-13,102
2016-08-14,100
2016-08-15,99
2016-08-16,97
2016-08-17,97
2016-08-18,97
2016-08-19,96
2016-08-20,96
2016-08-21,96
2016-08-22,96
2016-08-23,97
2016-08-24,97
2016-08-25,99
2016-08-26,99
2016-08-28,100
2016-08-31,101
2016-09-01,104
2016-09-02,104
2016-09-03,106
2016-09-04,111
2016-09-05,111
2016-09-06,114
2016-09-07,114
2016-09-08,116
2016-09-09,116
2016-09-10,120
2016-09-11,120
2016-09-12,121
2016-09-13,119
2016-09-14,119
2016-09-15,115
2016-09-16,115
2016-09-17,109
2016-09-18,106
2016-09-19,109
2016-09-20,109
2016-09-21,114
2016-09-22,117
2016-09-23,117
2016-09-24,119
2016-09-25,117
2016-09-26,117
2016-09-27,111
2016-09-28,105
2016-09-29,105
2016-09-30,101
2016-10-01,98
2016-10-02,98
2016-10-03,95
2016-10-04,90
2016-10-05,85
2016-10-06,80
2016-10-07,80
2016-10-08,79
2016-10-09,79
2016-10-10,78
2016-10-11,82
2016-10-12,82
2016-10-13,86
2016-10-14,90
2016-10-15,91
2016-10-16,91
2016-10-17,88
2016-10-18,88
2016-10-19,89
2016-10-20,91
2016-10-21,95
2016-10-22,95
2016-10-23,100
2016-10-24,105
2016-10-25,105
2016-10-26,106
2016-10-27,106
2016-10-28,107
2016-10-29,110
2016-10-30,110
2016-10-31,114
2016-11-01,114
2016-11-02,118
2016-11-03,118
2016-11-04,119
2016-11-05,119
2016-11-06,118
2016-11-07,118
2016-11-08,116
2016-11-09,110
2016-11-10,109
2016-11-11,109
2016-11-12,113
2016-11-13,113
2016-11-14,119
2016-11-15,125
2016-12-07,134
2016-12-08,137
2016-12-09,139
2016-12-10,139
2016-12-11,141
2016-12-12,141
2016-12-13,147
2016-12-14,151
2016-12-15,151
2016-12-16,153
2016-12-17,157
2016-12-18,157
2016-12-19,160
2016-12-20,167
2016-12-21,166
2016-12-22,166
2016-12-23,167
2016-12-24,167
2016-12-25,165
2016-12-26,168
2016-12-27,168
2016-12-28,170
2016-12-29,172
2016-12-30,177
2016-12-31,176
2017-01-01,181
2017-01-02,186
2017-01-03,189
2017-01-04,188
2017-01-05,180
2017-01-06,177
2017-01-07,179
2017-01-08,177
2017-01-09,171
2017-01-10,174
2017-01-11,172
2017-01-12,170
2017-01-13,170
2017-01-14,170
2017-01-15,168
2017-01-16,167
2017-01-17,165
2017-01-18,156
2017-01-19,150
2017-01-20,156
2017-01-21,161
2017-01-22,164
2017-01-23,160
2017-01-27,150
2017-01-28,147
2017-01-29,144
2017-01-30,147
2017-01-31,147
2017-02-01,146
2017-02-02,146
2017-02-03,138
2017-02-04,131
2017-02-05,124
2017-02-06,117
2017-02-07,111
2017-02-08,105
2017-02-09,105
2017-02-10,99
2017-02-11,95
2017-02-12,95
2017-02-13,90
2017-02-14,85
2017-02-15,80
2017-02-16,76
2017-02-18,72
2017-02-19,68
2017-02-20,64
2017-02-21,60
2017-02-22,57
2017-02-23,54
2017-02-24,54
2017-02-25,53
2017-02-26,52
2017-02-27,51
2017-02-28,53
2017-03-01,56
2017-03-02,56
2017-03-03,58
2017-03-04,60
2017-03-05,61
2017-03-06,63
2017-03-07,64
2017-03-08,64
2017-03-09,66
2017-03-10,69
2017-03-11,66
2017-03-12,62
2017-03-13,59
2017-03-14,59
2017-03-15,59
2017-03-16,59
2017-03-17,59
2017-03-18,59
2017-03-19,59
2017-03-20,59
2017-03-21,58
2017-03-22,61
2017-03-23,63
2017-03-24,65
2017-03-25,65
2017-03-26,62
2017-03-27,58
2017-03-28,55
2017-03-29,52
2017-03-30,50
2017-03-31,49
2017-04-01,49
2017-04-02,49
2017-04-03,49
2017-04-04,49
2017-04-12,59
2017-04-13,60
2017-04-14,63
2017-04-15,64
2017-04-16,65
2017-04-17,66
2017-04-18,66
2017-04-19,67
2017-04-20,66
2017-04-21,69
2017-04-22,72
2017-04-23,73
2017-04-24,73
2017-04-25,70
2017-04-26,70
2017-04-27,74
2017-04-28,76
2017-04-29,76
2017-04-30,73
2017-05-01,69
2017-05-02,65
2017-05-03,66
2017-05-04,68
2017-05-05,69
2017-05-06,70
2017-05-07,73
2017-05-08,75
2017-05-09,77
2017-05-10,77
2017-05-11,80
2017-05-12,80
2017-05-13,79
2017-05-14,79
2017-05-15,80
2017-05-16,76
2017-05-17,74
2017-05-18,77
2017-05-19,77
2017-05-20,79
2017-05-21,79
2017-05-22,83
2017-05-23,88
2017-05-24,87
2017-05-25,82
2017-05-26,77
2017-05-27,75
2017-05-28,78
2017-05-29,77
2017-05-30,77
2017-05-31,77
2017-06-01,78
2017-06-02,78
2017-06-03,78
2017-06-04,77
2017-06-05,77
2017-06-06,79
2017-06-07,82
2017-06-08,82
2017-06-09,79
2017-06-10,75
2017-06-11,72
2017-06-12,72
2017-06-13,69
2017-06-14,68
2017-06-15,71
2017-06-16,68
2017-06-17,66
2017-06-18,68
2017-06-19,68
2017-06-20,65
2017-06-21,63
2017-06-22,63
2017-06-23,65
2017-06-24,67
2017-06-25,70
2017-06-26,73
2017-06-27,76
2017-06-28,78
2017-06-29,82
2017-06-30,84
2017-07-01,84
2017-07-02,80
2017-07-03,79
2017-07-04,79
2017-07-05,79
2017-07-06,76
2017-07-07,76
2017-07-08,76
2017-07-13,80
2017-07-14,81
2017-07-15,81
2017-07-16,81
2017-07-17,86
2017-07-18,91
2017-07-19,95
2017-07-20,97
2017-07-21,100
2017-07-22,103
2017-07-23,103
2017-07-24,103
2017-07-25,105
2017-07-26,110
2017-07-27,110
2017-07-28,115
2017-07-29,115
2017-07-30,111
2017-07-31,111
2017-08-01,105
2017-08-02,100
2017-08-03,97
2017-08-04,99
2017-08-05,102
2017-08-06,98
2017-08-09,93
2017-08-10,93
2017-08-11,93
2017-08-12,90
2017-08-13,88
2017-08-14,83
2017-08-15,80
2017-08-16,78
2017-08-17,77
2017-08-18,77
2017-08-19,73
2017-08-20,72
2017-08-21,74
2017-08-22,74
2017-08-23,76
2017-08-24,76
2017-08-25,73
2017-08-26,75
2017-08-27,79
2017-08-28,81
2017-08-29,81
2017-08-30,81
2017-08-31,77
2017-09-01,77
2017-09-03,81
2017-09-04,85
2017-09-05,89
2017-09-06,94
2017-09-07,99
2017-09-08,99
2017-09-09,103
2017-09-10,107
2017-09-11,113
2017-09-12,113
2017-09-13,113
2017-09-14,112
2017-09-15,112
2017-09-16,115
2017-09-17,112
2017-09-18,112
2017-09-19,117
2017-09-20,118
2017-09-21,122
2017-09-22,122
2017-09-23,122
2017-09-24,117
2017-09-25,116
2017-09-26,117
2017-09-27,117
2017-09-28,119
2017-09-29,121
2017-09-30,125
2017-10-01,131
2017-10-02,132
2017-10-03,131
2017-10-04,131
2017-10-05,126
2017-10-06,125
2017-10-07,127
2017-10-08,127
2017-10-09,131
2017-10-10,129
2017-10-11,129
2017-10-12,129
2017-10-13,133
2017-10-14,135
2017-10-15,135
2017-10-16,134
2017-10-17,134
2017-10-18,140
2017-10-19,145
2017-10-20,152
2017-10-21,154
2017-10-22,154
2017-10-23,153
2017-10-24,150
2017-10-25,146
2017-10-26,144
2017-10-27,140
2017-10-28,140
2017-10-29,141
2017-10-30,142
2017-10-31,141
2017-11-01,141
2017-11-02,143
2017-11-03,150
2017-11-04,155
2017-11-05,162
2017-11-06,169
2017-11-07,169
2017-11-08,171
2017-11-09,177
2017-11-10,174
2017-11-11,171
2017-11-12,172
2017-11-13,174
2017-11-14,166
2017-11-15,160
2017-11-16,152
2017-11-17,149
2017-11-18,149
2017-11-19,145
2017-11-20,145
2017-11-21,145
2017-11-22,147
2017-11-23,150
2017-11-24,142
2017-11-25,142
2017-11-26,140
2017-11-27,140
2017-11-28,145
2017-11-29,148
2017-11-30,153
2017-12-01,150
2017-12-02,150
2017-12-03,151
2017-12-04,151
2017-12-05,153
2017-12-06,156
2017-12-07,153
2017-12-08,153
2017-12-09,158
2017-12-10,154
2017-12-11,154
2017-12-12,156
2017-12-13,151
2017-12-14,146
2017-12-15,148
2017-12-16,155
2017-12-17,156
2017-12-18,157
2017-12-19,159
2017-12-20,164
2017-12-21,167
2017-12-22,162
2017-12-23,160
2017-12-24,163
2017-12-25,168
2017-12-26,161
2017-12-27,156
2017-12-28,149
2017-12-29,142
2017-12-30,140
2017-12-31,142
2018-01-01,144
2018-01-02,141
2018-01-03,133
2018-01-04,129
2018-01-05,134
2018-01-06,139
2018-01-07,145
2018-01-08,148
2018-01-09,152
2018-01-10,156
2018-01-11,151
2018-01-12,143
2018-01-13,144
2018-01-14,138
2018-01-15,142
2018-01-16,149
2018-01-17,151
2018-01-18,156
2018-01-19,156
2018-01-20,158
2018-01-21,160
2018-01-22,164
2018-01-23,161
2018-01-25,166
2018-01-26,162
2018-01-27,163
2018-01-28,168
2018-01-29,167
2018-01-30,168
2018-01-31,172
2018-02-01,170
2018-02-02,163
2018-02-03,167
2018-02-04,163
2018-02-05,162
2018-02-06,160
2018-02-07,163
2018-02-08,154
2018-02-09,153
2018-02-10,155
2018-02-11,159
2018-02-12,156
2018-02-13,148
2018-02-14,140
2018-02-15,135
2018-02-16,137
2018-02-17,142
2018-02-18,141
2018-02-19,146
2018-02-20,150
2018-02-21,152
2018-02-22,158
2018-02-23,158
2018-02-24,166
2018-02-25,170
2018-02-26,168
2018-02-27,167
2018-02-28,169
2018-03-01,166
2018-03-02,168
2018-03-03,170
2018-03-04,172
2018-03-05,178
2018-03-06,181
2018-03-07,179
2018-03-08,183
2018-03-09,188
2018-03-10,190
2018-03-11,191
2018-03-12,195
2018-03-13,203
2018-03-14,208
2018-03-15,203
2018-03-16,196
2018-03-17,200
2018-03-18,206
2018-03-19,199
2018-03-20,203
2018-03-21,211
2018-03-23,217
2018-03-24,216
2018-03-25,223
2018-03-26,217
2018-03-27,210
2018-03-28,199
2018-03-29,189
2018-03-30,191
2018-03-31,187
2018-04-01,180
2018-04-02,184
2018-04-03,188
2018-04-04,183
2018-04-05,184
2018-04-06,184
2018-04-07,187
2018-04-08,183
2018-04-09,185
2018-04-10,188
2018-04-11,181
2018-04-12,174
2018-04-13,166
2018-04-14,163
2018-04-15,161
2018-04-16,163
2018-04-17,164
2018-04-18,169
2018-04-19,168
2018-04-20,173
2018-04-21,174
2018-04-22,175
2018-04-23,176
2018-04-24,183
2018-04-25,188
2018-04-26,196
2018-04-27,198
2018-04-28,201
2018-04-29,202
2018-04-30,208
2018-05-01,218
2018-05-03,235
2018-05-04,241
2018-05-05,244
2018-05-07,246
2018-05-08,248
2018-05-09,247
2018-05-10,237
2018-05-11,225
2018-05-12,216
2018-05-13,216
2018-05-14,207
2018-05-15,202
2018-05-16,210
2018-05-17,213
2018-05-18,211
2018-05-19,217
2018-05-20,216
2018-05-21,221
2018-05-22,222
2018-05-23,218
2018-05-24,219
2018-05-25,213
2018-05-26,203
2018-05-27,197
2018-05-28,197
2018-05-29,192
2018-05-30,192
2018-05-31,191
2018-06-01,184
2018-06-02,183
2018-06-03,180
2018-06-04,174
2018-06-05,175
2018-06-06,179
2018-06-07,174
2018-06-08,169
2018-06-09,160
2018-06-10,152
2018-06-11,148
2018-06-12,150
2018-06-13,151
2018-06-14,152
2018-06-15,156
2018-06-16,160
2018-06-17,163
2018-06-18,159
2018-06-19,160
2018-06-20,160
2018-06-21,156
2018-06-22,151
2018-06-23,153
2018-06-24,145
2018-06-25,137
2018-06-26,130
2018-06-27,126
2018-06-28,121
2018-06-29,124
2018-06-30,117
2018-07-01,115
2018-07-02,117
2018-07-03,120
2018-07-04,121
2018-07-05,122
2018-07-06,128
2018-07-07,128
2018-07-08,133
2018-07-09,136
2018-07-10,137
2018-07-11,138
2018-07-12,139
2018-07-13,145
2018-07-14,148
2018-07-15,151
2018-07-16,158
2018-07-17,165
2018-07-18,170
2018-07-19,170
2018-07-20,170
2018-07-21,178
2018-07-22,182
2018-07-23,191
2018-07-24,198
2018-07-25,199
2018-07-26,203
2018-07-27,213
2018-07-28,224
2018-07-29,223
2018-07-30,232
2018-07-31,229
2018-08-01,236
2018-08-02,230
2018-08-03,218
2018-08-04,211
2018-08-05,200
2018-08-06,201
2018-08-07,205
2018-08-08,205
2018-08-09,205
2018-08-10,202
2018-08-11,205
2018-08-12,201
2018-08-14,212
2018-08-16,223
2018-08-17,222
2018-08-18,215
2018-08-19,208
2018-08-20,216
2018-08-21,206
2018-08-22,196
2018-08-23,192
2018-08-24,198
2018-08-25,201
2018-08-26,204
2018-08-27,204
2018-08-28,204
2018-08-29,199
2018-08-30,198
2018-08-31,196
2018-09-01,200
2018-09-02,198
2018-09-03,197
2018-09-04,199
2018-09-05,202
2018-09-06,205
2018-09-07,200
2018-09-08,201
2018-09-09,201
2018-09-10,200
2018-09-11,197
2018-09-12,192
2018-09-13,193
2018-09-14,183
2018-09-15,177
2018-09-16,186
2018-09-17,195
2018-09-18,192
2018-09-19,190
2018-09-20,192
2018-09-21,201
2018-09-22,196
2018-09-23,200
2018-09-24,206
2018-09-25,213
2018-09-26,209
2018-09-27,217
2018-09-28,219
2018-09-29,214
2018-09-30,219
2018-10-01,219
2018-10-02,226
2018-10-03,226
2018-10-04,223
2018-10-05,232
2018-10-06,232
2018-10-07,223
2018-10-08,211
2018-10-09,204
2018-10-10,207
2018-10-11,211
2018-10-12,218
2018-10-13,221
2018-10-14,225
2018-10-15,225
2018-10-16,222
2018-10-17,233
2018-10-18,240
2018-10-19,244
2018-10-20,251
2018-10-21,253
2018-10-22,255
2018-10-23,246
2018-10-24,236
2018-10-25,229
2018-10-26,234
2018-10-27,242
2018-10-28,230
2018-10-29,219
2018-10-30,210
2018-10-31,210
2018-11-01,205
2018-11-03,193
2018-11-04,189
2018-11-05,187
2018-11-06,180
2018-11-07,171
2018-11-08,162
2018-11-09,159
2018-11-10,156
2018-11-11,154
2018-11-12,156
2018-11-13,159
2018-11-14,161
2018-11-15,159
2018-11-16,157
2018-11-17,151
2018-11-18,155
2018-11-19,162
2018-11-20,165
2018-11-21,158
2018-11-22,157
2018-11-23,153
2018-11-24,149
2018-11-25,149
2018-11-26,147
2018-11-27,142
2018-11-28,140
2018-11-29,136
2018-12-01,144
2018-12-02,151
2018-12-03,154
2018-12-04,152
2018-12-05,149
2018-12-07,138
2018-12-09,139
2018-12-10,139
2018-12-11,132
2018-12-12,130
2018-12-13,130
2018-12-14,127
2018-12-15,125
2018-12-16,122
2018-12-17,120
2018-12-18,124
2018-12-19,124
2018-12-20,127
2018-12-21,132
2018-12-22,135
2018-12-23,136
2018-12-24,141
2018-12-25,147
2018-12-26,147
2018-12-27,147
2018-12-28,151
2018-12-29,148
2018-12-30,152
2018-12-31,154
2019-01-01,159
2019-01-02,164
2019-01-03,166
2019-01-04,167
2019-01-05,172
2019-01-06,175
2019-01-08,172
2019-01-10,165
2019-01-11,165
2019-01-12,165
2019-01-13,172
2019-01-14,173
2019-01-15,170
2019-01-16,166
2019-01-17,169
2019-01-18,174
2019-01-19,180
2019-01-20,174
2019-01-21,172
2019-01-22,168
2019-01-23,165
2019-01-24,168
2019-01-25,169
2019-01-26,177
2019-01-27,177
2019-01-28,168
2019-01-29,159
2019-01-30,151
2019-01-31,143
2019-02-01,135
2019-02-02,134
2019-02-03,131
2019-02-04,134
2019-02-05,138
2019-02-06,142
2019-02-07,142
2019-02-08,142
2019-02-09,147
2019-02-10,152
2019-02-11,159
2019-02-12,159
2019-02-13,161
2019-02-14,166
2019-02-15,170
2019-02-16,177
2019-02-17,175
2019-02-18,175
2019-02-19,171
2019-02-20,170
2019-02-21,166
2019-02-22,160
2019-02-23,155
2019-02-24,154
2019-02-25,153
2019-02-26,150
2019-02-27,152
2019-02-28,146
2019-03-01,150
2019-03-02,149
2019-03-03,141
2019-03-04,135
2019-03-05,136
2019-03-06,135
2019-03-07,137
2019-03-08,141
2019-03-09,147
2019-03-10,152
2019-03-11,154
2019-03-12,154
2019-03-13,155
2019-03-14,154
2019-03-15,153
2019-03-16,152
2019-03-17,152
2019-03-18,157
2019-03-19,158
2019-03-20,156
2019-03-21,158
2019-03-22,160
2019-03-23,161
2019-03-24,163
2019-03-25,159
2019-03-26,161
2019-03-27,156
2019-03-28,162
2019-03-29,170
2019-03-30,179
2019-03-31,184
2019-04-01,189
2019-04-02,192
2019-04-03,198
2019-04-04,193
2019-04-05,188
2019-04-06,192
2019-04-07,196
2019-04-08,189
2019-04-09,179
2019-04-10,175
2019-04-11,172
2019-04-12,175
2019-04-13,177
2019-04-14,176
2019-04-15,173
2019-04-16,180
2019-04-17,184
2019-04-18,187
2019-04-19,184
2019-04-20,180
2019-04-21,181
2019-04-22,179
2019-04-23,176
2019-04-24,181
2019-04-25,183
2019-04-26,178
2019-04-27,173
2019-04-28,170
2019-04-29,167
2019-04-30,164
2019-05-01,161
2019-05-02,163
2019-05-03,161
2019-05-04,157
2019-05-05,155
2019-05-06,157
2019-05-07,158
2019-05-08,156
2019-05-09,162
2019-05-10,160
2019-05-11,158
2019-05-12,157
2019-05-13,159
2019-05-14,154
2019-05-15,155
2019-05-16,155
2019-05-17,157
2019-05-18,155
2019-05-19,157
2019-05-20,164
2019-05-21,163
2019-05-22,163
2019-05-23,167
2019-05-24,169
2019-05-25,171
2019-05-26,164
2019-05-27,158
2019-05-28,153
2019-05-29,151
2019-05-30,154
2019-05-31,151
2019-06-01,154
2019-06-02,152
2019-06-03,149
2019-06-04,152
2019-06-05,158
2019-06-06,162
2019-06-07,169
2019-06-08,175
2019-06-09,179
2019-06-10,179
2019-06-11,176
2019-06-12,171
2019-06-13,172
2019-06-14,169
2019-06-15,172
2019-06-16,178
2019-06-17,186
2019-06-18,185
2019-06-19,178
2019-06-20,175
2019-06-21,173
2019-06-22,169
2019-06-23,163
2019-06-24,164
2019-06-25,165
2019-06-26,171
2019-06-27,172
2019-06-28,178
2019-06-29,181
2019-06-30,182
2019-07-01,172
2019-07-02,163
2019-07-03,155
2019-07-04,162
2019-07-05,169
2019-07-06,161
2019-07-07,157
2019-07-08,158
2019-07-09,150
2019-07-10,142
2019-07-11,134
2019-07-12,127
2019-07-13,124
2019-07-14,123
2019-07-15,116
2019-07-16,110
2019-07-17,109
2019-07-18,105
2019-07-19,100
2019-07-20,99
2019-07-21,100
2019-07-22,99
2019-07-23,100
2019-07-24,100
2019-07-25,99
2019-07-26,98
2019-07-27,98
2019-07-28,98
2019-07-29,99
2019-07-30,99
2019-07-31,99
2019-08-01,99
2019-08-02,98
2019-08-03,99
2019-08-04,102
2019-08-05,107
2019-08-06,107
2019-08-07,109
2019-08-08,109
2019-08-09,107
2019-08-10,110
2019-08-11,115
2019-08-12,118
2019-08-13,113
2019-08-14,107
2019-08-15,101
2019-08-16,95
2019-08-17,94
2019-08-18,98
2019-08-19,101
2019-08-20,104
2019-08-21,109
2019-08-22,112
2019-08-23,114
2019-08-24,120
2019-08-24,120
2019-08-25,124
2019-08-25,124
2019-08-26,123
2019-08-26,123
2019-08-27,120
2019-08-27,120
