date_obj,Gilded%20sq%20shield price
2016-10-31,666962
2016-11-01,666962
2016-11-02,666962
2016-11-03,666962
2016-11-04,668948
2016-11-05,668948
2016-11-06,668948
2016-11-07,668948
2016-11-08,668948
2016-11-09,668948
2016-11-10,695469
2016-11-11,695469
2016-11-12,695469
2016-11-13,695469
2016-11-14,695469
2016-11-15,695469
2016-12-07,567661
2016-12-08,567661
2016-12-09,539277
2016-12-10,539277
2016-12-11,539277
2016-12-12,513930
2016-12-13,513930
2016-12-14,513930
2016-12-15,513930
2016-12-16,513930
2016-12-17,489938
2016-12-18,489938
2016-12-19,489938
2016-12-20,467511
2016-12-21,467511
2016-12-22,467511
2016-12-23,445248
2016-12-24,445248
2016-12-25,424626
2016-12-26,424626
2016-12-27,404415
2016-12-28,404415
2016-12-29,404415
2016-12-30,385901
2016-12-31,385901
2017-01-01,385901
2017-01-02,366605
2017-01-03,366605
2017-01-04,349416
2017-01-05,349416
2017-01-06,349416
2017-01-07,331945
2017-01-08,331945
2017-01-09,315795
2017-01-10,315795
2017-01-11,302179
2017-01-12,302179
2017-01-13,302179
2017-01-14,289089
2017-01-15,289089
2017-01-16,275718
2017-01-17,275718
2017-01-18,261985
2017-01-19,261985
2017-01-20,261985
2017-01-21,255193
2017-01-22,255193
2017-01-23,243871
2017-01-27,239847
2017-01-28,233218
2017-01-29,233218
2017-01-30,233218
2017-01-31,231559
2017-02-01,231559
2017-02-02,231559
2017-02-03,227445
2017-02-04,227445
2017-02-05,226648
2017-02-06,226648
2017-02-07,226648
2017-02-08,225693
2017-02-09,225693
2017-02-10,225693
2017-02-11,235966
2017-02-12,235966
2017-02-13,235966
2017-02-14,235966
2017-02-15,244203
2017-02-16,244203
2017-02-18,244203
2017-02-19,251511
2017-02-20,251511
2017-02-21,251511
2017-02-22,251511
2017-02-23,250828
2017-02-24,250828
2017-02-25,250828
2017-02-26,250828
2017-02-27,249182
2017-02-28,249182
2017-03-01,249182
2017-03-02,243278
2017-03-03,243278
2017-03-04,243278
2017-03-05,238849
2017-03-06,238849
2017-03-07,238849
2017-03-08,229089
2017-03-09,229089
2017-03-10,218201
2017-03-11,218201
2017-03-12,212899
2017-03-13,212899
2017-03-14,202329
2017-03-15,202329
2017-03-16,195638
2017-03-17,195638
2017-03-18,192144
2017-03-19,192144
2017-03-20,184569
2017-03-21,184569
2017-03-22,176217
2017-03-23,176217
2017-03-24,169426
2017-03-25,169426
2017-03-26,163984
2017-03-27,163984
2017-03-28,167520
2017-03-29,167520
2017-03-30,167044
2017-03-31,167044
2017-04-01,163294
2017-04-02,163294
2017-04-03,161420
2017-04-04,161420
2017-04-12,178067
2017-04-13,178067
2017-04-14,178067
2017-04-15,185367
2017-04-16,185367
2017-04-17,185367
2017-04-18,192138
2017-04-19,192138
2017-04-20,196584
2017-04-21,196584
2017-04-22,187271
2017-04-23,187271
2017-04-24,183962
2017-04-25,183962
2017-04-26,183962
2017-04-27,191042
2017-04-28,191042
2017-04-29,197970
2017-04-30,197970
2017-05-01,197970
2017-05-02,195880
2017-05-03,195880
2017-05-04,190322
2017-05-05,190322
2017-05-06,182181
2017-05-07,182181
2017-05-08,182181
2017-05-09,175491
2017-05-10,175491
2017-05-11,168944
2017-05-12,168944
2017-05-13,167157
2017-05-14,167157
2017-05-15,167157
2017-05-16,166242
2017-05-17,166242
2017-05-18,164225
2017-05-19,164225
2017-05-20,164225
2017-05-21,169265
2017-05-22,169265
2017-05-23,169265
2017-05-24,177186
2017-05-25,177186
2017-05-26,177186
2017-05-27,184691
2017-05-28,184691
2017-05-29,184691
2017-05-30,190131
2017-05-31,190131
2017-06-01,185798
2017-06-02,185798
2017-06-03,185798
2017-06-04,178471
2017-06-05,178471
2017-06-06,174228
2017-06-07,174228
2017-06-08,174228
2017-06-09,174228
2017-06-10,175038
2017-06-11,175038
2017-06-12,175038
2017-06-13,181017
2017-06-14,181017
2017-06-15,181017
2017-06-16,181017
2017-06-17,184826
2017-06-18,184826
2017-06-19,184826
2017-06-20,181128
2017-06-21,181128
2017-06-22,181128
2017-06-23,178367
2017-06-24,178367
2017-06-25,178367
2017-06-26,172439
2017-06-27,172439
2017-06-28,172439
2017-06-29,172439
2017-06-30,169536
2017-07-01,169536
2017-07-02,169536
2017-07-03,169536
2017-07-04,168591
2017-07-05,168591
2017-07-06,168591
2017-07-07,168591
2017-07-08,163863
2017-07-13,158896
2017-07-14,153673
2017-07-15,153673
2017-07-16,153673
2017-07-17,155327
2017-07-18,155327
2017-07-19,155327
2017-07-20,156666
2017-07-21,156666
2017-07-22,162258
2017-07-23,162258
2017-07-24,162258
2017-07-25,168002
2017-07-26,168002
2017-07-27,168002
2017-07-28,170831
2017-07-29,170831
2017-07-30,170831
2017-07-31,169785
2017-08-01,169785
2017-08-02,170168
2017-08-03,170168
2017-08-04,170168
2017-08-05,173617
2017-08-06,173617
2017-08-09,176257
2017-08-10,176257
2017-08-11,183920
2017-08-12,183920
2017-08-13,183920
2017-08-14,183920
2017-08-15,192156
2017-08-16,192156
2017-08-17,201019
2017-08-18,201019
2017-08-19,201019
2017-08-20,201019
2017-08-21,201019
2017-08-22,210406
2017-08-23,210406
2017-08-24,210406
2017-08-25,210406
2017-08-26,218014
2017-08-27,218014
2017-08-28,218014
2017-08-29,218014
2017-08-30,225093
2017-08-31,225093
2017-09-01,225093
2017-09-02,225093
2017-09-03,235046
2017-09-04,235046
2017-09-05,235046
2017-09-06,235046
2017-09-07,244678
2017-09-08,244678
2017-09-09,244678
2017-09-10,256522
2017-09-11,256522
2017-09-12,256522
2017-09-13,256522
2017-09-14,267120
2017-09-15,267120
2017-09-16,267120
2017-09-17,276016
2017-09-18,276016
2017-09-19,276016
2017-09-20,284971
2017-09-21,284971
2017-09-22,284971
2017-09-23,288571
2017-09-24,288571
2017-09-25,284336
2017-09-26,284336
2017-09-27,284336
2017-09-28,271273
2017-09-29,271273
2017-09-30,260324
2017-10-01,260324
2017-10-02,250763
2017-10-03,250763
2017-10-04,250763
2017-10-05,242748
2017-10-06,242748
2017-10-07,235828
2017-10-08,235828
2017-10-09,235828
2017-10-10,231859
2017-10-11,231859
2017-10-12,228228
2017-10-13,228228
2017-10-14,226625
2017-10-15,226625
2017-10-16,233252
2017-10-17,233252
2017-10-18,233252
2017-10-19,233219
2017-10-20,233219
2017-10-21,233219
2017-10-22,233228
2017-10-23,233228
2017-10-24,233228
2017-10-25,237717
2017-10-26,237717
2017-10-27,237717
2017-10-28,241415
2017-10-29,241415
2017-10-30,237749
2017-10-31,237749
2017-11-01,237749
2017-11-02,231508
2017-11-03,231508
2017-11-04,232015
2017-11-05,232015
2017-11-06,232015
2017-11-07,232015
2017-11-08,227796
2017-11-09,227796
2017-11-10,227796
2017-11-11,216978
2017-11-12,216978
2017-11-13,216978
2017-11-14,211768
2017-11-15,211768
2017-11-16,209485
2017-11-17,209485
2017-11-18,206754
2017-11-19,206754
2017-11-20,205434
2017-11-21,205434
2017-11-22,205434
2017-11-23,204562
2017-11-24,204562
2017-11-25,208538
2017-11-26,208538
2017-11-27,208538
2017-11-28,210605
2017-11-29,210605
2017-11-30,211418
2017-12-01,211418
2017-12-02,212220
2017-12-03,212220
2017-12-04,212220
2017-12-05,216092
2017-12-06,216092
2017-12-07,216092
2017-12-08,213216
2017-12-09,213216
2017-12-10,212849
2017-12-11,212849
2017-12-12,212849
2017-12-13,209231
2017-12-14,209231
2017-12-15,212798
2017-12-16,212798
2017-12-17,212798
2017-12-18,213061
2017-12-19,213061
2017-12-20,214112
2017-12-21,214112
2017-12-22,213109
2017-12-23,213109
2017-12-24,211440
2017-12-25,211440
2017-12-26,217171
2017-12-27,217171
2017-12-28,217171
2017-12-29,219975
2017-12-30,219975
2017-12-31,226492
2018-01-01,226492
2018-01-02,229253
2018-01-03,229253
2018-01-04,229253
2018-01-05,231632
2018-01-06,231632
2018-01-07,234643
2018-01-08,234643
2018-01-09,235036
2018-01-10,235036
2018-01-11,235036
2018-01-12,229970
2018-01-13,229970
2018-01-14,229970
2018-01-15,223504
2018-01-16,223504
2018-01-17,221538
2018-01-18,221538
2018-01-19,221538
2018-01-20,221538
2018-01-21,219546
2018-01-22,219546
2018-01-23,219907
2018-01-24,219907
2018-01-25,219294
2018-01-26,219294
2018-01-27,215385
2018-01-28,215385
2018-01-29,219961
2018-01-30,219961
2018-01-31,217414
2018-02-01,217414
2018-02-02,218562
2018-02-03,218562
2018-02-04,216787
2018-02-05,216787
2018-02-06,216787
2018-02-07,216813
2018-02-08,216813
2018-02-09,218942
2018-02-10,218942
2018-02-11,218918
2018-02-12,218918
2018-02-13,218267
2018-02-14,218267
2018-02-15,221231
2018-02-16,221231
2018-02-17,217400
2018-02-18,217400
2018-02-19,213747
2018-02-20,213747
2018-02-21,209958
2018-02-22,209958
2018-02-23,212833
2018-02-24,212833
2018-02-25,218721
2018-02-26,218721
2018-02-27,215635
2018-02-28,215635
2018-03-01,212937
2018-03-02,214064
2018-03-03,214064
2018-03-04,213617
2018-03-05,214826
2018-03-06,217511
2018-03-07,217197
2018-03-08,217197
2018-03-09,221075
2018-03-10,221075
2018-03-11,230911
2018-03-12,230911
2018-03-13,233598
2018-03-14,233598
2018-03-15,233966
2018-03-16,233966
2018-03-17,241428
2018-03-18,241428
2018-03-20,252650
2018-03-21,252650
2018-03-23,263019
2018-03-24,263019
2018-03-25,263019
2018-03-26,269224
2018-03-27,270554
2018-03-28,270554
2018-03-29,268905
2018-03-30,268905
2018-03-31,275440
2018-04-01,275440
2018-04-02,281356
2018-04-03,281356
2018-04-04,283236
2018-04-05,283236
2018-04-06,283236
2018-04-07,294286
2018-04-08,294286
2018-04-09,299268
2018-04-10,299268
2018-04-11,306212
2018-04-12,306212
2018-04-13,319532
2018-04-14,319532
2018-04-15,330081
2018-04-16,330081
2018-04-17,334668
2018-04-18,334668
2018-04-19,334668
2018-04-20,334975
2018-04-21,334975
2018-04-22,334975
2018-04-23,336555
2018-04-24,336555
2018-04-25,336914
2018-04-26,336914
2018-04-27,336914
2018-04-28,337437
2018-04-29,337437
2018-04-30,332169
2018-05-01,332169
2018-05-02,322650
2018-05-03,322650
2018-05-04,323900
2018-05-05,312927
2018-05-06,312927
2018-05-07,312733
2018-05-08,312733
2018-05-09,309090
2018-05-10,307901
2018-05-11,307901
2018-05-12,310017
2018-05-13,310017
2018-05-14,312960
2018-05-15,312960
2018-05-16,314706
2018-05-17,314706
2018-05-18,315457
2018-05-19,315457
2018-05-20,327306
2018-05-21,327306
2018-05-22,333099
2018-05-23,333099
2018-05-24,334423
2018-05-25,324196
2018-05-26,324196
2018-05-27,316275
2018-05-28,319445
2018-05-29,319445
2018-05-30,322795
2018-05-31,322795
2018-06-01,322795
2018-06-02,326392
2018-06-03,329170
2018-06-04,329170
2018-06-05,329314
2018-06-06,329314
2018-06-07,329314
2018-06-08,332315
2018-06-09,332315
2018-06-10,332315
2018-06-11,331818
2018-06-12,331818
2018-06-13,334412
2018-06-14,335377
2018-06-15,335377
2018-06-16,338817
2018-06-17,338817
2018-06-18,338817
2018-06-19,347690
2018-06-20,347690
2018-06-21,347690
2018-06-22,353239
2018-06-23,353239
2018-06-24,350853
2018-06-25,350853
2018-06-26,345960
2018-06-27,345960
2018-06-28,345960
2018-06-29,338622
2018-06-30,338622
2018-07-01,334963
2018-07-02,334963
2018-07-03,334963
2018-07-04,329298
2018-07-05,329298
2018-07-06,322697
2018-07-07,322697
2018-07-08,309800
2018-07-09,302355
2018-07-10,302355
2018-07-11,299049
2018-07-12,299049
2018-07-13,297512
2018-07-14,286951
2018-07-15,286951
2018-07-16,287717
2018-07-17,287717
2018-07-18,285499
2018-07-19,285499
2018-07-20,277422
2018-07-21,275113
2018-07-22,275113
2018-07-23,271058
2018-07-24,271058
2018-07-25,270493
2018-07-26,270493
2018-07-27,275659
2018-07-28,275659
2018-07-29,287309
2018-07-30,287309
2018-07-31,301675
2018-08-01,301675
2018-08-02,314143
2018-08-03,314143
2018-08-04,315286
2018-08-05,315286
2018-08-06,319810
2018-08-07,319810
2018-08-08,324667
2018-08-09,324667
2018-08-10,324667
2018-08-11,323284
2018-08-12,323284
2018-08-14,322920
2018-08-16,325754
2018-08-17,328516
2018-08-18,328516
2018-08-19,328516
2018-08-20,332483
2018-08-21,332483
2018-08-22,329131
2018-08-23,329131
2018-08-24,328762
2018-08-25,330456
2018-08-26,330456
2018-08-27,322506
2018-08-28,322506
2018-08-29,327210
2018-08-30,327210
2018-08-31,334729
2018-09-01,335103
2018-09-02,335103
2018-09-03,335103
2018-09-04,328405
2018-09-05,328405
2018-09-06,328405
2018-09-07,319739
2018-09-08,323574
2018-09-09,323574
2018-09-10,317939
2018-09-11,317939
2018-09-12,312706
2018-09-13,312706
2018-09-14,314581
2018-09-15,313657
2018-09-16,313657
2018-09-17,313657
2018-09-18,321899
2018-09-19,321899
2018-09-20,325299
2018-09-21,325299
2018-09-22,335861
2018-09-23,335861
2018-09-24,334348
2018-09-25,334348
2018-09-26,332934
2018-09-27,332934
2018-09-28,336920
2018-09-29,336920
2018-09-30,344240
2018-10-01,344240
2018-10-02,341523
2018-10-03,341523
2018-10-04,343455
2018-10-05,343455
2018-10-06,340628
2018-10-07,340628
2018-10-08,339507
2018-10-09,339507
2018-10-10,337595
2018-10-11,337595
2018-10-12,327920
2018-10-13,319494
2018-10-14,319494
2018-10-15,315734
2018-10-16,315734
2018-10-17,311517
2018-10-18,311517
2018-10-19,312620
2018-10-20,312620
2018-10-21,312620
2018-10-22,323274
2018-10-23,323274
2018-10-24,331823
2018-10-25,331823
2018-10-26,328066
2018-10-27,328066
2018-10-28,331946
2018-10-29,331946
2018-10-30,336850
2018-10-31,330754
2018-11-01,333497
2018-11-03,332933
2018-11-04,337559
2018-11-05,343456
2018-11-06,350070
2018-11-07,360940
2018-11-08,365910
2018-11-09,370761
2018-11-10,377988
2018-11-11,377988
2018-11-12,395761
2018-11-13,412231
2018-11-14,412231
2018-11-15,429896
2018-11-16,450284
2018-11-17,450284
2018-11-18,472799
2018-11-19,495029
2018-11-20,517777
2018-11-21,517777
2018-11-22,543666
2018-11-23,543666
2018-11-24,569028
2018-11-25,569028
2018-11-26,586129
2018-11-27,586129
2018-11-28,572536
2018-11-29,572536
2018-12-01,565443
2018-12-02,583087
2018-12-03,583087
2018-12-04,591545
2018-12-05,591545
2018-12-07,579967
2018-12-09,571189
2018-12-10,572903
2018-12-11,572903
2018-12-12,581734
2018-12-13,581734
2018-12-14,565931
2018-12-15,543334
2018-12-16,527367
2018-12-17,527367
2018-12-18,502579
2018-12-19,502579
2018-12-20,484572
2018-12-21,479774
2018-12-22,479774
2018-12-23,484110
2018-12-24,490073
2018-12-25,490073
2018-12-26,501111
2018-12-27,501111
2018-12-28,511785
2018-12-29,513466
2018-12-30,513466
2018-12-31,512084
2019-01-01,512084
2019-01-02,500488
2019-01-03,500488
2019-01-04,492012
2019-01-05,483551
2019-01-06,464810
2019-01-08,450820
2019-01-10,444991
2019-01-11,444991
2019-01-12,432916
2019-01-13,415446
2019-01-14,415446
2019-01-15,400788
2019-01-16,400788
2019-01-17,395661
2019-01-18,395661
2019-01-19,386649
2019-01-20,375406
2019-01-21,375406
2019-01-22,365119
2019-01-23,365119
2019-01-24,350451
2019-01-25,349614
2019-01-26,349614
2019-01-27,338728
2019-01-28,338728
2019-01-29,331255
2019-01-30,329059
2019-01-31,329059
2019-02-01,340071
2019-02-02,340071
2019-02-03,336843
2019-02-04,336843
2019-02-05,335491
2019-02-06,335491
2019-02-07,335702
2019-02-08,335702
2019-02-09,325348
2019-02-10,323044
2019-02-11,323044
2019-02-12,316503
2019-02-13,313443
2019-02-14,313443
2019-02-15,313623
2019-02-16,313623
2019-02-17,313955
2019-02-18,313955
2019-02-19,309758
2019-02-20,309758
2019-02-21,306289
2019-02-22,306289
2019-02-23,299754
2019-02-24,295690
2019-02-25,300103
2019-02-26,300103
2019-02-27,302892
2019-02-28,302892
2019-03-01,313135
2019-03-02,313135
2019-03-03,324777
2019-03-04,324777
2019-03-05,330417
2019-03-06,325947
2019-03-07,325947
2019-03-08,324672
2019-03-09,324672
2019-03-10,327399
2019-03-11,327399
2019-03-12,335255
2019-03-13,335255
2019-03-14,342593
2019-03-15,342593
2019-03-16,355147
2019-03-17,357529
2019-03-18,357529
2019-03-19,354058
2019-03-20,362835
2019-03-21,362835
2019-03-22,361333
2019-03-23,361502
2019-03-24,361502
2019-03-25,363109
2019-03-26,366081
2019-03-27,366081
2019-03-28,369717
2019-03-29,375706
2019-03-30,375706
2019-03-31,375890
2019-04-01,375890
2019-04-02,381474
2019-04-03,377653
2019-04-04,377653
2019-04-05,375581
2019-04-06,375581
2019-04-07,369768
2019-04-08,382560
2019-04-09,382560
2019-04-10,390565
2019-04-11,401845
2019-04-12,415191
2019-04-13,406825
2019-04-14,392873
2019-04-15,392873
2019-04-16,399317
2019-04-17,399317
2019-04-18,400560
2019-04-19,399433
2019-04-20,388558
2019-04-21,388558
2019-04-22,379070
2019-04-23,374775
2019-04-24,377233
2019-04-25,376957
2019-04-26,378387
2019-04-27,378387
2019-04-28,376068
2019-04-29,376068
2019-04-30,371075
2019-05-01,371075
2019-05-02,375370
2019-05-03,373174
2019-05-04,375473
2019-05-05,375473
2019-05-06,373173
2019-05-07,371307
2019-05-08,371307
2019-05-09,370394
2019-05-10,363255
2019-05-11,367090
2019-05-12,367797
2019-05-13,366607
2019-05-14,363701
2019-05-15,363701
2019-05-16,366145
2019-05-17,366145
2019-05-18,372879
2019-05-19,372879
2019-05-20,372675
2019-05-21,372675
2019-05-22,372777
2019-05-23,372777
2019-05-24,373395
2019-05-25,374357
2019-05-26,374357
2019-05-27,374527
2019-05-28,374527
2019-05-29,372061
2019-05-30,372061
2019-05-31,373192
2019-06-01,373192
2019-06-02,372700
2019-06-03,374359
2019-06-04,367451
2019-06-05,374698
2019-06-06,374217
2019-06-07,372340
2019-06-08,372340
2019-06-09,373405
2019-06-10,373405
2019-06-11,365538
2019-06-12,365538
2019-06-13,358772
2019-06-14,353429
2019-06-15,347912
2019-06-16,338132
2019-06-17,335912
2019-06-18,335912
2019-06-19,328911
2019-06-20,339116
2019-06-21,339116
2019-06-22,350476
2019-06-23,345759
2019-06-24,340710
2019-06-25,339120
2019-06-26,330837
2019-06-27,324363
2019-06-28,324363
2019-06-29,324449
2019-06-30,323852
2019-07-01,323852
2019-07-02,321190
2019-07-03,327012
2019-07-04,327012
2019-07-05,324756
2019-07-06,324756
2019-07-07,325764
2019-07-08,325764
2019-07-09,329711
2019-07-10,320368
2019-07-11,320368
2019-07-12,316877
2019-07-13,316877
2019-07-14,316119
2019-07-15,316119
2019-07-16,313758
2019-07-17,313181
2019-07-18,312430
2019-07-19,314124
2019-07-20,319861
2019-07-21,325754
2019-07-22,325754
2019-07-23,332105
2019-07-24,332105
2019-07-25,339714
2019-07-26,339714
2019-07-27,346494
2019-07-28,346494
2019-07-29,350488
2019-07-30,357647
2019-07-31,358660
2019-08-01,358660
2019-08-02,371809
2019-08-03,375670
2019-08-04,375670
2019-08-05,381657
2019-08-06,381657
2019-08-07,386640
2019-08-08,386640
2019-08-09,389831
2019-08-10,390464
2019-08-11,390464
2019-08-12,392333
2019-08-13,392333
2019-08-14,393644
2019-08-15,393644
2019-08-16,393385
2019-08-17,393385
2019-08-18,389545
2019-08-19,384523
2019-08-20,384523
2019-08-21,386882
2019-08-22,388291
2019-08-23,388291
2019-08-24,388905
2019-08-24,388905
2019-08-25,388905
2019-08-25,388905
2019-08-26,399174
2019-08-27,402853
2019-08-27,402853
2019-08-28,400197
2019-08-29,400197
2019-08-30,408494
2019-08-31,408494
2019-09-01,413400
2019-09-02,413400
2019-09-03,418380
2019-09-04,418380
2019-09-05,427931
2019-09-06,427931
2019-09-07,424954
2019-09-08,424114
2019-09-09,424114
2019-09-10,423843
2019-09-11,425749
2019-09-12,429450
2019-09-13,429450
2019-09-14,438310
2019-09-15,438471
2019-09-16,436665
2019-09-17,436665
2019-09-18,440878
2019-09-19,440878
2019-09-20,456924
2019-09-21,472826
2019-09-22,483768
2019-09-23,483768
2019-09-24,483768
2019-09-25,500108
2019-09-26,500108
2019-09-27,520844
2019-09-28,520844
2019-09-29,540178
2019-09-30,540178
2019-10-01,541488
2019-10-02,541488
2019-10-03,541488
2019-10-04,517051
2019-10-05,493034
2019-10-06,469902
2019-10-07,469902
2019-10-08,451817
2019-10-09,451817
2019-10-10,445874
2019-10-11,445874
2019-10-12,444674
2019-10-13,434094
2019-10-14,433585
2019-10-15,433585
2019-10-16,440010
2019-10-17,440010
2019-10-18,441694
2019-10-19,440872
2019-10-20,440872
2019-10-21,437538
2019-10-22,437538
2019-10-23,434135
2019-10-24,434135
2019-10-25,429350
2019-10-26,424428
2019-10-27,419219
2019-10-28,423803
2019-10-29,423803
2019-10-30,444533
2019-10-31,444533
2019-11-01,464369
2019-11-02,464369
2019-11-03,485640
2019-11-04,485640
2019-11-05,485640
2019-11-06,508017
2019-11-07,508017
2019-11-08,532583
2019-11-09,532583
2019-11-10,556244
2019-11-11,556244
2019-11-12,556244
2019-11-13,582182
2019-11-14,582182
2019-11-15,606657
2019-11-16,606657
2019-11-17,629153
2019-11-18,629153
2019-11-19,649430
2019-11-20,649430
2019-11-21,649430
2019-11-22,680881
2019-11-23,680881
2019-11-24,709746
2019-11-25,709746
2019-11-26,731841
2019-11-27,731841
2019-11-28,745104
2019-11-29,745104
2019-11-30,745104
2019-12-01,758975
2019-12-02,758975
2019-12-03,758975
2019-12-04,773292
2019-12-05,773292
2019-12-06,773292
2019-12-07,793854
2019-12-08,793854
2019-12-09,816007
2019-12-10,816007
2019-12-11,842200
2019-12-12,842200
2019-12-13,869653
2019-12-14,869653
2019-12-15,896413
2019-12-16,896413
2019-12-17,896413
2019-12-18,918472
2019-12-19,918472
2019-12-20,940501
2019-12-21,940501
2019-12-22,957334
2019-12-23,957334
2019-12-24,972212
2019-12-25,972212
2019-12-26,995866
2019-12-27,995866
2019-12-28,1010804
2019-12-29,1010804
2019-12-30,1030567
2019-12-31,1030567
2020-01-01,1030567
2020-01-02,1051025
2020-01-03,1051025
2020-01-04,1051025
2020-01-05,1069751
2020-01-06,1069751
2020-01-07,1069751
2020-01-08,1098441
2020-01-09,1098441
2020-01-10,1111483
2020-01-11,1111483
2020-01-12,1120500
2020-01-13,1120500
2020-01-14,1120500
2020-01-15,1110101
2020-01-16,1110101
2020-01-17,1110101
2020-01-18,1068458
2020-01-19,1068458
2020-01-20,1020497
2020-01-21,1020497
2020-01-22,977647
2020-01-23,977647
2020-01-24,977647
2020-01-25,964588
2020-01-26,964588
2020-01-27,923496
2020-01-28,923496
2020-01-29,923496
2020-01-30,912626
2020-01-31,912626
2020-02-01,912626
2020-02-02,892105
2020-02-03,892105
2020-02-04,856434
2020-02-05,856434
2020-02-06,845141
2020-02-07,845141
2020-02-08,830257
2020-02-09,830257
2020-02-10,798606
2020-02-11,798606
2020-02-12,791664
2020-02-13,791664
2020-02-14,785184
2020-02-15,785184
2020-02-16,785184
2020-02-17,785184
2020-02-18,804117
2020-02-19,804117
2020-02-20,804117
2020-02-21,789993
2020-02-22,789993
2020-02-23,779563
2020-02-24,779563
2020-02-25,768524
2020-02-26,768524
2020-02-27,756900
2020-02-28,756900
2020-02-29,756900
2020-03-01,746085
2020-03-02,746085
2020-03-03,746085
2020-03-04,753424
2020-03-05,753424
2020-03-06,741902
2020-03-07,741902
2020-03-08,732162
2020-03-09,732162
2020-03-10,729100
2020-03-11,729100
2020-03-12,717940
2020-03-13,717940
2020-03-14,705535
2020-03-15,705535
2020-03-16,691489
2020-03-17,691489
2020-03-18,671535
2020-03-19,671535
2020-03-20,657024
2020-03-21,657024
2020-03-22,676951
2020-03-23,676951
2020-03-24,688704
2020-03-25,688704
2020-03-26,692370
2020-03-27,692370
2020-03-28,674329
2020-03-29,674329
2020-03-30,661361
2020-03-31,661361
2020-04-01,657735
2020-04-02,657735
2020-04-03,657735
2020-04-04,637987
2020-04-05,637987
2020-04-06,607350
2020-04-07,581410
2020-04-08,553535
2020-04-09,553535
2020-04-10,533270
2020-04-11,506606
2020-04-12,483110
2020-04-13,483110
2020-04-14,459864
2020-04-15,449660
2020-04-16,449660
2020-04-17,432693
2020-04-18,424309
2020-04-19,412287
2020-04-20,412287
2020-04-21,404008
2020-04-22,395194
2020-04-23,395194
2020-04-24,390816
2020-04-25,386790
2020-04-26,386149
2020-04-27,386149
2020-04-28,382926
2020-04-29,382926
2020-04-30,372814
2020-05-01,372814
2020-05-02,365115
2020-05-03,361521
2020-05-04,361521
2020-05-05,354238
2020-05-06,344374
2020-05-07,340409
2020-05-08,340409
2020-05-09,339678
2020-05-10,339678
2020-05-11,347049
2020-05-12,347049
2020-05-13,353457
