date_obj,Purple%20partyhat price
2015-07-23,28337
2015-07-24,28697
2015-07-25,28697
2015-07-26,30118
2015-07-27,30118
2015-07-28,31374
2015-07-29,32748
2015-07-30,32748
2015-07-31,33807
2015-08-01,33807
2015-08-02,35376
2015-08-03,35376
2015-08-04,36886
2015-08-05,38637
2015-08-06,38637
2015-08-07,40479
2015-08-08,40479
2015-08-09,42501
2015-08-10,44410
2015-08-11,46630
2015-08-12,46630
2015-08-13,48251
2015-08-14,48251
2015-08-15,47282
2015-08-16,47282
2015-08-17,46724
2015-08-18,46724
2015-08-19,45898
2015-08-20,45898
2015-08-21,45530
2015-08-22,45530
2015-08-23,46056
2015-08-24,46056
2015-08-25,46056
2015-08-26,46218
2015-08-27,46218
2015-08-28,47562
2015-08-29,47562
2015-08-30,47545
2015-08-31,47545
2015-09-01,47598
2015-09-02,47598
2015-09-03,48993
2015-09-04,48993
2015-09-05,50764
2015-09-06,50764
2015-09-07,51924
2015-09-08,51924
2015-09-09,54305
2015-09-10,54305
2015-09-11,56717
2015-09-12,56717
2015-09-13,59481
2015-09-14,59481
2015-09-15,62142
2015-09-16,62142
2015-09-17,63271
2015-09-18,63271
2015-09-19,60972
2015-09-20,60972
2015-09-21,58540
2015-09-22,58540
2015-09-23,56158
2015-09-24,56158
2015-09-25,56158
2015-09-27,53877
2015-09-28,53877
2015-09-29,51790
2015-09-30,51790
2015-10-05,48908
2015-10-06,48908
2015-10-07,47067
2015-10-08,47067
2015-10-09,47067
2015-10-10,45325
2015-10-11,45325
2015-10-12,43561
2015-10-13,43561
2015-10-14,43561
2015-10-15,41674
2015-10-16,41674
2015-10-17,41674
2015-10-18,40052
2015-10-19,40052
2015-10-20,39586
2015-10-22,39586
2015-10-23,40721
2015-10-24,40721
2015-10-25,40721
2015-10-26,41665
2015-10-27,41665
2015-10-29,41718
2015-10-30,41718
2015-10-31,41718
2015-11-01,40475
2015-11-02,40475
2015-11-03,40475
2015-11-04,38894
2015-11-05,38894
2015-11-06,38894
2015-11-07,38316
2015-11-08,38316
2015-11-09,38316
2015-11-10,38316
2015-11-11,37679
2015-11-12,37679
2015-11-13,37679
2015-11-14,37679
2015-11-15,37218
2015-11-16,37218
2015-11-17,37218
2015-11-18,37218
2015-11-19,36660
2015-11-20,36660
2015-11-21,36660
2015-11-22,35923
2015-11-23,35923
2015-11-24,35923
2015-11-25,35224
2015-11-26,35224
2015-11-27,35224
2015-11-28,34460
2015-11-29,34460
2015-11-30,34460
2015-12-01,33879
2015-12-02,33879
2015-12-03,33879
2015-12-04,33702
2015-12-05,33702
2015-12-06,33702
2015-12-07,33073
2015-12-08,33073
2015-12-09,33073
2015-12-10,32133
2015-12-11,32133
2015-12-12,32133
2015-12-13,31393
2015-12-14,31393
2015-12-15,29867
2015-12-16,28373
2015-12-17,26954
2015-12-18,25606
2015-12-19,24325
2015-12-20,23108
2015-12-21,21952
2015-12-22,20854
2015-12-23,19811
2015-12-24,18820
2015-12-25,17879
2015-12-26,16985
2015-12-27,16135
2015-12-28,15350
2015-12-29,14582
2015-12-30,13852
2015-12-31,13185
2016-01-01,12582
2016-01-02,11992
2016-01-03,11392
2016-01-04,10822
2016-01-05,10297
2016-01-06,9829
2016-01-07,9829
2016-01-08,9339
2016-01-09,9339
2016-01-10,8935
2016-01-11,8935
2016-01-12,8699
2016-01-13,8699
2016-01-14,8426
2016-01-15,8426
2016-01-16,8096
2016-01-17,8096
2016-01-18,7869
2016-01-19,7869
2016-01-20,7687
2016-01-21,7687
2016-01-22,7453
2016-01-23,7453
2016-01-24,7195
2016-01-25,7195
2016-01-26,6860
2016-01-27,6860
2016-01-28,6560
2016-01-29,6425
2016-01-30,6425
2016-01-31,6414
2016-02-01,6414
2016-02-02,6545
2016-02-03,6545
2016-02-04,6788
2016-02-05,6788
2016-02-06,6795
2016-02-07,6795
2016-02-08,6841
2016-02-09,6841
2016-02-10,7044
2016-02-11,7044
2016-02-12,7044
2016-02-13,7242
2016-02-14,7242
2016-02-15,7218
2016-02-16,7218
2016-02-17,7258
2016-02-18,7258
2016-02-19,7258
2016-02-20,7166
2016-02-21,7166
2016-02-22,7092
2016-02-23,7092
2016-02-24,6886
2016-02-25,6886
2016-02-26,6778
2016-02-27,6778
2016-02-28,6738
2016-02-29,6738
2016-03-01,6882
2016-03-02,6882
2016-03-03,6882
2016-03-04,7017
2016-03-05,7017
2016-03-06,6948
2016-03-07,6948
2016-03-08,6948
2016-03-09,7191
2016-03-10,7191
2016-03-11,7191
2016-03-12,7386
2016-03-13,7386
2016-03-14,7386
2016-03-15,7416
2016-03-16,7416
2016-03-17,7405
2016-03-18,7405
2016-03-19,7405
2016-03-20,7341
2016-03-21,7341
2016-03-22,7341
2016-03-23,7167
2016-03-24,7167
2016-03-25,7167
2016-03-26,7024
2016-03-27,7024
2016-03-28,6991
2016-03-29,6991
2016-03-30,6991
2016-03-31,6868
2016-04-01,6868
2016-04-02,6868
2016-04-03,6656
2016-04-04,6656
2016-04-05,6656
2016-04-06,6576
2016-04-07,6576
2016-04-08,6576
2016-04-09,6422
2016-04-10,6422
2016-04-11,6422
2016-04-12,6262
2016-04-13,6262
2016-04-14,6262
2016-04-15,6058
2016-04-16,6058
2016-04-17,6058
2016-04-18,5949
2016-04-19,5949
2016-04-20,5949
2016-04-21,5715
2016-04-22,5715
2016-04-23,5715
2016-04-24,5784
2016-04-25,5784
2016-04-26,5784
2016-04-27,5733
2016-04-28,5733
2016-04-29,5733
2016-04-30,5744
2016-05-01,5744
2016-05-02,5744
2016-05-03,5584
2016-05-04,5584
2016-05-05,5584
2016-05-06,5656
2016-05-07,5656
2016-05-08,5656
2016-05-09,5675
2016-05-10,5675
2016-05-11,5675
2016-05-12,5621
2016-05-13,5621
2016-05-14,5551
2016-05-15,5551
2016-05-16,5551
2016-05-17,5377
2016-05-18,5377
2016-05-19,5377
2016-05-22,5191
2016-05-23,4932
2016-05-24,4932
2016-05-25,4932
2016-05-26,4695
2016-05-27,4695
2016-05-28,4695
2016-05-29,4797
2016-05-30,4797
2016-05-31,4797
2016-06-01,4955
2016-06-02,4955
2016-06-03,4955
2016-06-04,5095
2016-06-05,5095
2016-06-06,5186
2016-06-07,5186
2016-06-08,5186
2016-06-09,5277
2016-06-10,5277
2016-06-11,5040
2016-06-12,5040
2016-06-13,4799
2016-06-14,4799
2016-06-15,4569
2016-06-16,4569
2016-06-17,4351
2016-06-18,4351
2016-06-19,4145
2016-06-20,4145
2016-06-21,4145
2016-06-22,3951
2016-06-23,3951
2016-06-24,3951
2016-06-25,3850
2016-06-26,3850
2016-06-27,3850
2016-06-28,3774
2016-06-29,3774
2016-06-30,3774
2016-07-01,3745
2016-07-02,3745
2016-07-03,3745
2016-07-04,3614
2016-07-05,3614
2016-07-06,3614
2016-07-07,3525
2016-07-08,3525
2016-07-09,3525
2016-07-10,3442
2016-07-11,3442
2016-07-12,3442
2016-07-13,3365
2016-07-14,3365
2016-07-15,3365
2016-07-16,3259
2016-07-17,3259
2016-07-18,3259
2016-07-23,3238
2016-07-24,3228
2016-07-25,3228
2016-07-26,3228
2016-07-27,3228
2016-07-28,3281
2016-07-29,3281
2016-07-30,3281
2016-07-31,3281
2016-08-01,3267
2016-08-02,3267
2016-08-03,3267
2016-08-04,3267
2016-08-05,3344
2016-08-06,3344
2016-08-07,3344
2016-08-08,3344
2016-08-09,3421
2016-08-10,3421
2016-08-11,3421
2016-08-12,3421
2016-08-13,3421
2016-08-14,3374
2016-08-15,3374
2016-08-16,3374
2016-08-17,3374
2016-08-18,3348
2016-08-19,3348
2016-08-20,3348
2016-08-21,3348
2016-08-22,3356
2016-08-23,3356
2016-08-24,3356
2016-08-25,3356
2016-08-26,3299
2016-08-28,3299
2016-08-31,3342
2016-09-01,3342
2016-09-02,3342
2016-09-03,3295
2016-09-04,3295
2016-09-05,3295
2016-09-06,3295
2016-09-07,3213
2016-09-08,3213
2016-09-09,3213
2016-09-10,3213
2016-09-11,3213
2016-09-12,3190
2016-09-13,3190
2016-09-14,3190
2016-09-15,3190
2016-09-16,3206
2016-09-17,3206
2016-09-18,3206
2016-09-19,3206
2016-09-20,3167
2016-09-21,3167
2016-09-22,3167
2016-09-23,3167
2016-09-24,3225
2016-09-25,3225
2016-09-26,3225
2016-09-27,3225
2016-09-28,3364
2016-09-29,3364
2016-09-30,3364
2016-10-01,3364
2016-10-02,3412
2016-10-03,3412
2016-10-04,3412
2016-10-05,3412
2016-10-06,3467
2016-10-07,3467
2016-10-08,3467
2016-10-09,3467
2016-10-10,3481
2016-10-11,3481
2016-10-12,3481
2016-10-13,3481
2016-10-14,3516
2016-10-15,3516
2016-10-16,3516
2016-10-17,3516
2016-10-18,3404
2016-10-19,3404
2016-10-20,3404
2016-10-21,3404
2016-10-22,3320
2016-10-23,3320
2016-10-24,3320
2016-10-25,3320
2016-10-26,3246
2016-10-27,3246
2016-10-28,3246
2016-10-29,3246
2016-10-30,3246
2016-10-31,3230
2016-11-01,3230
2016-11-02,3230
2016-11-03,3230
2016-11-04,3214
2016-11-05,3214
2016-11-06,3214
2016-11-07,3214
2016-11-08,3214
2016-11-09,3173
2016-11-10,3173
2016-11-11,3173
2016-11-12,3173
2016-11-13,3173
2016-11-14,3180
2016-12-08,3670
2016-12-09,3670
2016-12-10,3670
2016-12-11,3670
2016-12-12,3641
2016-12-13,3641
2016-12-14,3499
2016-12-15,3499
2016-12-16,3487
2016-12-17,3408
2016-12-18,3408
2016-12-19,3384
2016-12-20,3384
2016-12-21,3282
2016-12-22,3282
2016-12-23,3168
2016-12-24,3168
2016-12-25,3114
2016-12-26,3114
2016-12-27,3041
2016-12-28,3041
2016-12-29,2934
2016-12-30,2934
2016-12-31,2934
2017-01-01,2859
2017-01-02,2859
2017-01-03,2737
2017-01-04,2737
2017-01-05,2640
2017-01-06,2640
2017-01-07,2533
2017-01-08,2533
2017-01-09,2533
2017-01-10,2443
2017-01-11,2443
2017-01-12,2405
2017-01-13,2405
2017-01-14,2405
2017-01-15,2389
2017-01-16,2389
2017-01-17,2389
2017-01-18,2336
2017-01-19,2336
2017-01-20,2336
2017-01-21,2294
2017-01-22,2294
2017-01-27,2289
2017-01-28,2289
2017-01-29,2289
2017-01-30,2265
2017-01-31,2265
2017-02-01,2265
2017-02-02,2231
2017-02-03,2231
2017-02-04,2231
2017-02-05,2231
2017-02-06,2176
2017-02-07,2176
2017-02-08,2176
2017-02-09,2176
2017-02-10,2070
2017-02-11,2070
2017-02-12,2070
2017-02-13,2025
2017-02-14,2025
2017-02-15,2025
2017-02-16,2033
2017-02-18,2033
2017-02-19,2033
2017-02-20,1976
2017-02-21,1976
2017-02-22,1976
2017-02-23,1976
2017-02-24,1975
2017-02-25,1975
2017-02-26,1975
2017-02-27,1975
2017-02-28,1944
2017-03-01,1944
2017-03-02,1944
2017-03-03,1944
2017-03-04,1960
2017-03-05,1960
2017-03-06,1960
2017-03-07,1958
2017-03-08,1958
2017-03-09,1958
2017-03-10,1958
2017-03-11,1972
2017-03-12,1972
2017-03-13,1972
2017-03-14,2005
2017-03-15,2005
2017-03-16,1925
2017-03-17,1925
2017-03-18,1925
2017-03-19,1887
2017-03-20,1887
2017-03-21,1887
2017-03-22,1884
2017-03-23,1884
2017-03-24,1884
2017-03-25,1884
2017-03-26,1862
2017-03-27,1862
2017-03-28,1862
2017-03-29,1917
2017-03-30,1917
2017-03-31,1917
2017-04-01,1917
2017-04-02,1959
2017-04-03,1959
2017-04-04,1959
2017-04-12,2000
2017-04-13,2000
2017-04-14,2028
2017-04-15,2028
2017-04-16,2028
2017-04-17,2073
2017-04-18,2073
2017-04-19,2073
2017-04-20,2073
2017-04-21,2091
2017-04-22,2091
2017-04-23,2091
2017-04-24,2091
2017-04-25,2134
2017-04-26,2134
2017-04-27,2134
2017-04-28,2134
2017-04-29,2221
2017-04-30,2221
2017-05-01,2221
2017-05-02,2221
2017-05-03,2179
2017-05-04,2179
2017-05-05,2179
2017-05-06,2179
2017-05-07,2197
2017-05-08,2197
2017-05-09,2197
2017-05-10,2197
2017-05-11,2230
2017-05-12,2230
2017-05-13,2230
2017-05-14,2230
2017-05-15,2230
2017-05-16,2264
2017-05-17,2264
2017-05-18,2264
2017-05-19,2264
2017-05-20,2264
2017-05-21,2226
2017-05-22,2226
2017-05-23,2226
2017-05-24,2226
2017-05-25,2226
2017-05-26,2234
2017-05-27,2234
2017-05-28,2234
2017-05-29,2234
2017-05-30,2234
2017-05-31,2236
2017-06-01,2236
2017-06-02,2236
2017-06-03,2236
2017-06-06,2227
2017-06-07,2227
2017-06-08,2236
2017-06-09,2236
2017-06-10,2236
2017-06-11,2236
2017-06-12,2170
2017-06-13,2170
2017-06-14,2170
2017-06-15,2170
2017-06-16,2170
2017-06-17,2200
2017-06-18,2200
2017-06-19,2200
2017-06-20,2200
2017-06-21,2277
2017-06-22,2277
2017-06-23,2277
2017-06-24,2277
2017-06-25,2277
2017-06-26,2316
2017-06-27,2316
2017-06-28,2316
2017-06-29,2316
2017-06-30,2316
2017-07-01,2316
2017-07-02,2316
2017-07-03,2316
2017-07-04,2316
2017-07-05,2316
2017-07-06,2348
2017-07-07,2348
2017-07-08,2348
2017-07-13,2404
2017-07-14,2404
2017-07-15,2404
2017-07-16,2439
2017-07-17,2439
2017-07-18,2439
2017-07-19,2439
2017-07-20,2499
2017-07-21,2499
2017-07-22,2499
2017-07-23,2499
2017-07-24,2524
2017-07-25,2524
2017-07-26,2524
2017-07-27,2524
2017-07-28,2572
2017-07-29,2572
2017-07-30,2572
2017-07-31,2572
2017-08-01,2664
2017-08-02,2664
2017-08-03,2664
2017-08-04,2664
2017-08-05,2721
2017-08-06,2721
2017-08-09,2820
2017-08-10,2820
2017-08-11,2820
2017-08-12,2820
2017-08-13,2942
2017-08-14,2942
2017-08-15,2942
2017-08-16,2942
2017-08-17,3038
2017-08-18,3038
2017-08-19,3038
2017-08-20,3038
2017-08-22,3133
2017-08-23,3133
2017-08-24,3133
2017-08-25,3133
2017-08-26,3258
2017-08-27,3258
2017-08-28,3258
2017-08-29,3258
2017-08-30,3336
2017-08-31,3336
2017-09-01,3336
2017-09-02,3453
2017-09-03,3453
2017-09-04,3453
2017-09-05,3453
2017-09-06,3617
2017-09-07,3617
2017-09-08,3617
2017-09-09,3768
2017-09-10,3768
2017-09-11,3768
2017-09-12,3768
2017-09-13,3905
2017-09-14,3905
2017-09-15,3905
2017-09-16,3905
2017-09-17,4073
2017-09-19,4073
2017-09-20,4073
2017-09-21,4073
2017-09-22,4106
2017-09-23,4106
2017-09-24,4106
2017-09-25,4106
2017-09-26,4106
2017-09-27,4106
2017-09-28,4102
2017-09-29,4102
2017-09-30,4102
2017-10-01,4102
2017-10-02,4129
2017-10-03,4129
2017-10-04,4129
2017-10-05,4129
2017-10-06,4129
2017-10-07,4129
2017-10-08,4109
2017-10-09,4109
2017-10-10,4109
2017-10-11,4109
2017-10-12,4109
2017-10-13,4152
2017-10-14,4152
2017-10-15,4152
2017-10-16,4152
2017-10-17,4152
2017-10-18,4147
2017-10-19,4147
2017-10-20,4147
2017-10-21,4147
2017-10-22,4147
2017-10-23,4201
2017-10-24,4201
2017-10-25,4201
2017-10-26,4201
2017-10-27,4201
2017-10-28,4201
2017-10-29,4312
2017-10-30,4312
2017-10-31,4312
2017-11-01,4312
2017-11-02,4312
2017-11-03,4354
2017-11-04,4354
2017-11-05,4354
2017-11-06,4354
2017-11-07,4354
2017-11-08,4472
2017-11-09,4472
2017-11-10,4472
2017-11-11,4472
2017-11-12,4472
2017-11-13,4434
2017-11-14,4434
2017-11-15,4434
2017-11-16,4434
2017-11-17,4434
2017-11-18,4434
2017-11-19,4400
2017-11-20,4400
2017-11-21,4400
2017-11-22,4400
2017-11-23,4400
2017-11-24,4345
2017-11-25,4345
2017-11-26,4345
2017-11-27,4345
2017-11-28,4345
2017-11-29,4229
2017-11-30,4229
2017-12-01,4229
2017-12-02,4229
2017-12-03,4229
2017-12-04,4330
2017-12-05,4330
2017-12-06,4330
2017-12-07,4330
2017-12-08,4330
2017-12-09,4292
2017-12-10,4292
2017-12-11,4103
2017-12-12,4103
2017-12-14,3926
2017-12-15,3766
2017-12-16,3766
2017-12-17,3766
2017-12-18,3644
2017-12-19,3644
2017-12-20,3644
2017-12-21,3572
2017-12-22,3572
2017-12-23,3430
2017-12-24,3430
2017-12-25,3303
2017-12-26,3303
2017-12-27,3315
2017-12-28,3315
2017-12-29,3315
2017-12-30,3470
2017-12-31,3470
2018-01-01,3507
2018-01-02,3507
2018-01-03,3507
2018-01-04,3606
2018-01-05,3606
2018-01-06,3606
2018-01-07,3726
2018-01-08,3726
2018-01-09,3726
2018-01-10,3726
2018-01-11,3901
2018-01-12,3901
2018-01-13,3901
2018-01-14,3901
2018-01-15,4015
2018-01-16,4015
2018-01-17,4015
2018-01-18,4158
2018-01-19,4158
2018-01-20,4158
2018-01-21,4158
2018-01-22,4357
2018-01-23,4357
2018-01-24,4357
2018-01-25,4546
2018-01-26,4546
2018-01-27,4546
2018-01-28,4690
2018-01-29,4690
2018-01-31,4690
2018-02-01,4917
2018-02-02,4917
2018-02-03,4917
2018-02-04,5125
2018-02-05,5125
2018-02-06,5125
2018-02-07,5125
2018-02-08,5070
2018-02-09,5070
2018-02-10,5070
2018-02-11,4987
2018-02-12,4987
2018-02-13,4987
2018-02-14,4987
2018-02-15,5193
2018-02-16,5193
2018-02-17,5193
2018-02-18,5193
2018-02-19,5389
2018-02-20,5389
2018-02-21,5389
2018-02-22,5576
2018-02-23,5576
2018-02-24,5576
2018-02-25,5846
2018-02-26,5846
2018-02-27,6105
2018-02-28,6105
2018-03-01,6105
2018-03-02,6324
2018-03-03,6324
2018-03-04,6324
2018-03-05,6179
2018-03-06,6179
2018-03-07,5926
2018-03-08,5926
2018-03-09,5648
2018-03-10,5648
2018-03-11,5395
2018-03-12,5395
2018-03-13,5142
2018-03-14,5142
2018-03-15,5142
2018-03-16,4896
2018-03-17,4896
2018-03-18,4896
2018-03-19,4900
2018-03-20,4900
2018-03-21,4900
2018-03-23,4868
2018-03-24,4868
2018-03-26,4868
2018-03-27,4824
2018-03-28,4824
2018-03-29,4824
2018-03-30,4824
2018-03-31,4833
2018-04-01,4833
2018-04-02,4833
2018-04-03,4705
2018-04-04,4705
2018-04-05,4705
2018-04-06,4705
2018-04-08,4812
2018-04-09,4812
2018-04-10,4812
2018-04-11,4907
2018-04-12,4907
2018-04-13,4907
2018-04-14,4907
2018-04-15,4816
2018-04-16,4816
2018-04-17,4816
2018-04-18,4816
2018-04-19,4816
2018-04-20,4678
2018-04-21,4678
2018-04-22,4678
2018-04-23,4678
2018-04-24,4678
2018-04-25,4644
2018-04-26,4644
2018-04-27,4644
2018-04-28,4644
2018-04-29,4644
2018-04-30,4597
2018-05-01,4597
2018-05-02,4597
2018-05-03,4597
2018-05-04,4597
2018-05-05,4611
2018-05-06,4611
2018-05-07,4611
2018-05-08,4611
2018-05-09,4611
2018-05-10,4540
2018-05-11,4540
2018-05-12,4540
2018-05-13,4540
2018-05-14,4449
2018-05-15,4449
2018-05-16,4449
2018-05-17,4449
2018-05-18,4371
2018-05-19,4371
2018-05-20,4371
2018-05-21,4371
2018-05-22,4380
2018-05-23,4380
2018-05-24,4380
2018-05-25,4380
2018-05-26,4402
2018-05-27,4402
2018-05-28,4402
2018-05-29,4402
2018-05-30,4504
2018-05-31,4504
2018-06-01,4504
2018-06-02,4504
2018-06-03,4485
2018-06-04,4485
2018-06-05,4485
2018-06-06,4485
2018-06-07,4412
2018-06-08,4412
2018-06-09,4412
2018-06-10,4412
2018-06-11,4308
2018-06-12,4308
2018-06-13,4308
2018-06-14,4308
2018-06-15,4350
2018-06-16,4350
2018-06-17,4350
2018-06-18,4350
2018-06-19,4290
2018-06-20,4290
2018-06-21,4290
2018-06-22,4290
2018-06-23,4290
2018-06-24,4375
2018-06-25,4375
2018-06-26,4375
2018-06-27,4375
2018-06-28,4375
2018-06-29,4496
2018-06-30,4496
2018-07-01,4496
2018-07-02,4496
2018-07-03,4496
2018-07-04,4643
2018-07-05,4643
2018-07-06,4643
2018-07-07,4643
2018-07-08,4643
2018-07-09,4754
2018-07-10,4754
2018-07-11,4754
2018-07-12,4754
2018-07-13,4754
2018-07-14,4754
2018-07-15,4840
2018-07-16,4840
2018-07-17,4840
2018-07-18,4840
2018-07-19,4976
2018-07-20,4976
2018-07-21,4976
2018-07-22,4976
2018-07-23,4833
2018-07-24,4833
2018-07-25,4833
2018-07-26,4833
2018-07-27,4591
2018-07-28,4591
2018-07-29,4591
2018-07-30,4591
2018-07-31,4442
2018-08-01,4442
2018-08-02,4442
2018-08-03,4442
2018-08-04,4387
2018-08-05,4387
2018-08-06,4387
2018-08-07,4387
2018-08-08,4358
2018-08-09,4358
2018-08-10,4358
2018-08-11,4358
2018-08-12,4389
2018-08-14,4389
2018-08-16,4507
2018-08-17,4507
2018-08-18,4507
2018-08-19,4562
2018-08-20,4562
2018-08-21,4562
2018-08-22,4736
2018-08-23,4736
2018-08-24,4736
2018-08-25,4889
2018-08-26,4889
2018-08-27,4889
2018-08-28,4940
2018-08-29,4940
2018-08-30,4940
2018-08-31,5182
2018-09-01,5182
2018-09-02,5442
2018-09-03,5715
2018-09-04,6001
2018-09-05,6292
2018-09-06,6292
2018-09-07,6607
2018-09-08,6607
2018-09-09,6928
2018-09-10,7253
2018-09-11,7253
2018-09-12,7603
2018-09-13,7603
2018-09-14,7963
2018-09-15,7963
2018-09-16,8346
2018-09-17,8346
2018-09-18,8745
2018-09-19,8745
2018-09-20,9166
2018-09-21,9166
2018-09-22,9615
2018-09-23,9615
2018-09-24,10095
2018-09-25,10095
2018-09-26,10600
2018-09-27,10600
2018-09-28,11129
2018-09-29,11129
2018-09-30,11684
2018-10-02,12840
2018-10-03,13481
2018-10-04,13481
2018-10-05,14156
2018-10-06,14864
2018-10-07,14864
2018-10-08,15594
2018-10-09,15594
2018-10-10,16328
2018-10-11,16606
2018-10-12,16606
2018-10-13,16537
2018-10-14,16537
2018-10-15,16312
2018-10-16,16312
2018-10-17,16294
2018-10-18,16294
2018-10-19,16022
2018-10-20,16022
2018-10-21,16022
2018-10-22,15884
2018-10-23,15884
2018-10-24,15884
2018-10-25,15881
2018-10-26,15881
2018-10-27,15881
2018-10-28,15921
2018-10-29,15921
2018-10-30,15407
2018-10-31,14664
2018-11-01,14309
2018-11-03,14662
2018-11-04,15156
2018-11-05,15191
2018-11-06,15898
2018-11-07,16415
2018-11-08,17150
2018-11-09,17775
2018-11-10,18576
2018-11-11,19370
2018-11-12,20324
2018-11-13,21341
2018-11-14,22124
2018-11-15,23231
2018-11-16,24295
2018-11-17,25271
2018-11-18,26531
2018-11-19,27526
2018-11-20,28463
2018-11-21,28463
2018-11-22,29708
2018-11-23,30879
2018-11-24,30709
2018-11-25,29709
2018-11-26,29709
2018-11-27,28369
2018-11-28,26950
2018-11-29,25602
2018-12-01,24321
2018-12-02,23220
2018-12-03,23220
2018-12-04,22059
2018-12-05,20956
2018-12-07,19947
2018-12-09,19411
2018-12-10,18573
2018-12-11,18573
2018-12-12,17645
2018-12-13,16763
2018-12-14,15924
2018-12-15,15127
2018-12-16,14370
2018-12-17,13651
2018-12-18,12968
2018-12-19,12319
2018-12-20,11703
2018-12-21,11117
2018-12-22,10561
2018-12-23,10032
2018-12-24,9531
2018-12-25,9054
2018-12-26,8602
2018-12-27,8171
2018-12-28,7762
2018-12-29,7373
2018-12-30,7005
2018-12-31,6717
2019-01-01,6454
2019-01-02,6187
2019-01-03,5908
2019-01-04,5685
2019-01-05,5474
2019-01-06,5272
2019-01-08,4839
2019-01-10,4487
2019-01-11,4501
2019-01-12,4591
2019-01-13,4592
2019-01-14,4649
2019-01-15,4781
2019-01-16,4778
2019-01-17,4891
2019-01-18,5023
2019-01-19,5073
2019-01-20,5109
2019-01-21,5109
2019-01-22,5147
2019-01-23,5200
2019-01-24,5200
2019-01-25,5311
2019-01-26,5311
2019-01-27,5384
2019-01-28,5384
2019-01-29,5480
2019-01-30,5453
2019-01-31,5453
2019-02-01,5505
2019-02-02,5505
2019-02-03,5528
2019-02-04,5528
2019-02-05,5554
2019-02-06,5554
2019-02-07,5524
2019-02-08,5524
2019-02-09,5262
2019-02-10,5262
2019-02-11,5213
2019-02-12,5213
2019-02-13,5185
2019-02-14,5185
2019-02-15,5160
2019-02-16,5160
2019-02-17,5104
2019-02-18,5104
2019-02-19,5121
2019-02-20,5121
2019-02-21,5069
2019-02-22,5069
2019-02-23,5199
2019-02-24,5199
2019-02-25,5255
2019-02-26,5255
2019-02-27,5255
2019-02-28,5255
2019-03-01,5255
2019-03-02,5093
2019-03-03,5093
2019-03-04,4949
2019-03-05,4949
2019-03-06,4852
2019-03-07,4852
2019-03-08,4852
2019-03-09,4823
2019-03-10,4823
2019-03-11,4885
2019-03-12,4885
2019-03-13,4762
2019-03-14,4762
2019-03-15,4766
2019-03-16,4766
2019-03-17,4819
2019-03-18,4819
2019-03-19,4819
2019-03-20,4837
2019-03-21,4837
2019-03-22,4837
2019-03-23,4850
2019-03-24,4850
2019-03-25,4850
2019-03-26,5008
2019-03-27,5008
2019-03-28,5008
2019-03-29,5012
2019-03-30,5012
2019-03-31,5012
2019-04-01,5064
2019-04-02,5064
2019-04-03,5064
2019-04-04,5111
