date_obj,Archers%20ring price
2015-06-23,3011179
2015-06-24,2940006
2015-06-25,2916050
2015-06-26,2944289
2015-06-27,3068377
2015-06-28,3102509
2015-06-29,3152030
2015-06-30,3212542
2015-07-01,3202328
2015-07-02,3235594
2015-07-03,3267340
2015-07-04,3352643
2015-07-05,3307562
2015-07-06,3283796
2015-07-07,3257866
2015-07-08,3262179
2015-07-09,3323668
2015-07-10,3318981
2015-07-11,3313070
2015-07-12,3269412
2015-07-13,3176716
2015-07-14,3162575
2015-07-15,3142234
2015-07-16,3195945
2015-07-17,3130848
2015-07-18,3148378
2015-07-19,3145134
2015-07-20,3094136
2015-07-21,3073338
2015-07-22,3075534
2015-07-23,3085651
2015-07-24,3080699
2015-07-25,3080717
2015-07-26,3128164
2015-07-27,3086554
2015-07-28,3087795
2015-07-29,3076543
2015-07-30,3074984
2015-07-31,3203252
2015-08-01,3248984
2015-08-02,3235008
2015-08-03,3238535
2015-08-04,3238133
2015-08-05,3262484
2015-08-06,3424060
2015-08-07,3479063
2015-08-08,3613740
2015-08-09,3725610
2015-08-10,3837415
2015-08-11,3805833
2015-08-12,3747053
2015-08-13,3674476
2015-08-14,3628143
2015-08-15,3664665
2015-08-16,3639885
2015-08-17,3614550
2015-08-18,3588180
2015-08-19,3508112
2015-08-20,3481847
2015-08-21,3508636
2015-08-22,3486965
2015-08-23,3487193
2015-08-24,3481811
2015-08-25,3465266
2015-08-26,3428703
2015-08-27,3320068
2015-08-28,3311898
2015-08-29,3266215
2015-08-30,3133262
2015-08-31,3066057
2015-09-01,3013247
2015-09-02,2946805
2015-09-03,2914825
2015-09-04,2912753
2015-09-05,3025978
2015-09-06,2984036
2015-09-07,3013751
2015-09-08,3008037
2015-09-09,3026736
2015-09-10,2986194
2015-09-11,2923476
2015-09-12,2916767
2015-09-13,2955470
2015-09-14,2955581
2015-09-15,2898446
2015-09-16,2854839
2015-09-17,2810637
2015-09-18,2852327
2015-09-19,2965586
2015-09-20,3003989
2015-09-21,3020826
2015-09-22,2988070
2015-09-23,2917738
2015-09-24,2904584
2015-09-25,2864243
2015-09-27,2829730
2015-09-28,2845156
2015-09-29,2825820
2015-09-30,2889837
2015-10-05,2950461
2015-10-06,2973302
2015-10-07,2993827
2015-10-08,2990104
2015-10-09,2967508
2015-10-10,2922513
2015-10-11,2888385
2015-10-12,2854040
2015-10-13,2890337
2015-10-14,2944939
2015-10-15,2927772
2015-10-16,2967929
2015-10-17,3009233
2015-10-18,3028486
2015-10-19,3024684
2015-10-20,3026058
2015-10-22,3042906
2015-10-23,3048607
2015-10-24,3178689
2015-10-25,3251407
2015-10-26,3231990
2015-10-27,3304334
2015-10-28,3280987
2015-10-29,3272860
2015-10-30,3347724
2015-10-31,3436548
2015-11-01,3419127
2015-11-02,3405866
2015-11-03,3408328
2015-11-04,3426826
2015-11-05,3411047
2015-11-06,3457332
2015-11-07,3494846
2015-11-08,3481457
2015-11-09,3454144
2015-11-10,3497872
2015-11-11,3477867
2015-11-12,3500635
2015-11-13,3506755
2015-11-14,3505343
2015-11-15,3489489
2015-11-16,3472223
2015-11-17,3450129
2015-11-18,3442262
2015-11-19,3484006
2015-11-20,3539746
2015-11-21,3521348
2015-11-22,3533828
2015-11-23,3550968
2015-11-24,3564601
2015-11-25,3576220
2015-11-26,3575187
2015-11-27,3584508
2015-11-28,3598789
2015-11-29,3591064
2015-11-30,3580960
2015-12-01,3561476
2015-12-02,3541698
2015-12-03,3533987
2015-12-04,3538810
2015-12-05,3543346
2015-12-06,3535173
2015-12-07,3519981
2015-12-08,3502355
2015-12-09,3499589
2015-12-10,3459641
2015-12-11,3468294
2015-12-12,3490935
2015-12-13,3584572
2015-12-14,3577785
2015-12-15,3571977
2015-12-16,3594458
2015-12-17,3655508
2015-12-18,3670935
2015-12-19,3693542
2015-12-20,3688489
2015-12-21,3684182
2015-12-22,3712861
2015-12-23,3719621
2015-12-24,3707963
2015-12-25,3706232
2015-12-26,3743104
2015-12-27,3754179
2015-12-28,3737069
2015-12-29,3690075
2015-12-30,3640847
2015-12-31,3634931
2016-01-01,3623575
2016-01-02,3631055
2016-01-03,3621095
2016-01-04,3610467
2016-01-05,3575478
2016-01-06,3563367
2016-01-07,3525799
2016-01-08,3507891
2016-01-09,3493290
2016-01-10,3499499
2016-01-11,3482352
2016-01-12,3465417
2016-01-13,3446771
2016-01-14,3413903
2016-01-15,3413602
2016-01-16,3386330
2016-01-17,3381138
2016-01-18,3351663
2016-01-19,3366354
2016-01-20,3328120
2016-01-21,3274721
2016-01-22,3262146
2016-01-23,3230628
2016-01-24,3211073
2016-01-25,3175771
2016-01-26,3164904
2016-01-27,3215646
2016-01-28,3231887
2016-01-29,3250192
2016-01-30,3238846
2016-01-31,3254788
2016-02-01,3277434
2016-02-02,3269129
2016-02-03,3319802
2016-02-04,3331290
2016-02-05,3344708
2016-02-06,3361050
2016-02-07,3347037
2016-02-08,3337296
2016-02-09,3313257
2016-02-10,3297000
2016-02-11,3306105
2016-02-12,3348166
2016-02-13,3455803
2016-02-14,3470760
2016-02-15,3482162
2016-02-16,3478542
2016-02-17,3468396
2016-02-18,3447264
2016-02-19,3411327
2016-02-20,3390778
2016-02-21,3375553
2016-02-22,3369077
2016-02-23,3369626
2016-02-24,3373912
2016-02-25,3377758
2016-02-26,3385574
2016-02-27,3407681
2016-02-28,3388883
2016-02-29,3393441
2016-03-01,3398966
2016-03-02,3388022
2016-03-03,3415207
2016-03-04,3401428
2016-03-05,3441124
2016-03-06,3511526
2016-03-07,3494293
2016-03-08,3489923
2016-03-09,3477497
2016-03-10,3510914
2016-03-11,3516941
2016-03-12,3522573
2016-03-13,3521461
2016-03-14,3512677
2016-03-15,3492797
2016-03-16,3465263
2016-03-17,3444982
2016-03-18,3535372
2016-03-19,3619421
2016-03-20,3630464
2016-03-21,3680794
2016-03-22,3672654
2016-03-23,3651315
2016-03-24,3627286
2016-03-25,3623056
2016-03-26,3627695
2016-03-27,3604102
2016-03-28,3601961
2016-03-29,3592677
2016-03-30,3585047
2016-03-31,3610334
2016-04-01,3614615
2016-04-02,3615840
2016-04-03,3640293
2016-04-04,3782436
2016-04-05,3808574
2016-04-06,3801496
2016-04-07,3782826
2016-04-08,3913947
2016-04-09,3871873
2016-04-10,3840170
2016-04-11,3849924
2016-04-12,3829693
2016-04-13,3806507
2016-04-14,3752747
2016-04-15,3711077
2016-04-16,3721679
2016-04-17,3713502
2016-04-18,3666567
2016-04-19,3621786
2016-04-20,3562512
2016-04-21,3551874
2016-04-22,3581909
2016-04-23,3582252
2016-04-24,3568213
2016-04-25,3532199
2016-04-26,3489423
2016-04-27,3462519
2016-04-28,3430641
2016-04-29,3420208
2016-04-30,3421088
2016-05-01,3411336
2016-05-02,3374895
2016-05-03,3457018
2016-05-04,3483810
2016-05-05,3423350
2016-05-06,3411614
2016-05-07,3287702
2016-05-08,3339417
2016-05-09,3294800
2016-05-10,3304606
2016-05-11,3306048
2016-05-12,3314238
2016-05-13,3448716
2016-05-14,3477495
2016-05-15,3473910
2016-05-16,3468639
2016-05-17,3479646
2016-05-18,3563246
2016-05-19,3661074
2016-05-22,3785156
2016-05-23,3873851
2016-05-24,3922106
2016-05-25,3846870
2016-05-26,3737615
2016-05-27,3710663
2016-05-28,3895424
2016-05-29,3841198
2016-05-30,3659926
2016-05-31,3579452
2016-06-01,3565518
2016-06-02,3563360
2016-06-03,3555318
2016-06-04,3506042
2016-06-05,3503124
2016-06-06,3476749
2016-06-07,3417403
2016-06-08,3374971
2016-06-09,3458019
2016-06-10,3609896
2016-06-11,3638511
2016-06-12,3787399
2016-06-13,3797574
2016-06-14,3876729
2016-06-15,3853620
2016-06-16,3948095
2016-06-17,3891212
2016-06-18,3872090
2016-06-19,3877158
2016-06-20,3823693
2016-06-21,3777162
2016-06-22,3707000
2016-06-23,3717949
2016-06-24,3711310
2016-06-25,3768285
2016-06-26,3757360
2016-06-27,3860379
2016-06-28,3829781
2016-06-29,3804355
2016-06-30,3785959
2016-07-01,3919494
2016-07-02,3916897
2016-07-03,3941094
2016-07-04,3974160
2016-07-05,3960151
2016-07-06,3884418
2016-07-07,3842199
2016-07-08,3852741
2016-07-09,3919165
2016-07-10,4035223
2016-07-11,3893483
2016-07-12,3846309
2016-07-13,3785651
2016-07-14,3747683
2016-07-15,3742560
2016-07-16,3767400
2016-07-17,3818374
2016-07-18,3817746
2016-07-23,3724835
2016-07-24,3657387
2016-07-25,3642828
2016-07-26,3649736
2016-07-27,3713232
2016-07-28,3846405
2016-07-29,3917819
2016-07-30,4020026
2016-07-31,4065453
2016-08-01,3983482
2016-08-02,3921808
2016-08-03,3872553
2016-08-04,3852343
2016-08-05,3835887
2016-08-06,3842523
2016-08-07,3810118
2016-08-08,3742383
2016-08-09,3650280
2016-08-10,3527240
2016-08-11,3471753
2016-08-12,3467716
2016-08-13,3484708
2016-08-14,3499388
2016-08-15,3626369
2016-08-16,3553303
2016-08-17,3531730
2016-08-18,3418206
2016-08-19,3393673
2016-08-20,3410470
2016-08-21,3413371
2016-08-22,3428213
2016-08-23,3406690
2016-08-24,3293477
2016-08-25,3132536
2016-08-26,3053714
2016-08-28,3077053
2016-08-31,3060862
2016-09-01,3127243
2016-09-02,3260502
2016-09-03,3243140
2016-09-04,3220601
2016-09-05,3202816
2016-09-06,3160792
2016-09-07,3115440
2016-09-08,3055201
2016-09-09,2971099
2016-09-10,2909015
2016-09-11,2897062
2016-09-12,2860904
2016-09-13,2892342
2016-09-14,2881057
2016-09-15,2827605
2016-09-16,2930717
2016-09-17,2914852
2016-09-18,2956544
2016-09-19,2952304
2016-09-20,2939294
2016-09-21,2939756
2016-09-22,2946237
2016-09-23,2933070
2016-09-24,2948894
2016-09-25,2930621
2016-09-26,2919660
2016-09-27,2954349
2016-09-28,2968047
2016-09-29,2878957
2016-09-30,2846265
2016-10-01,2880664
2016-10-02,2868831
2016-10-03,2860067
2016-10-04,2865848
2016-10-05,2867489
2016-10-06,2916188
2016-10-07,2937858
2016-10-08,2985820
2016-10-09,3021283
2016-10-10,3007098
2016-10-11,2995039
2016-10-12,3019539
2016-10-13,3074280
2016-10-14,3146057
2016-10-15,3177925
2016-10-16,3164975
2016-10-17,3209044
2016-10-18,3214740
2016-10-19,3192873
2016-10-20,3174766
2016-10-21,3158003
2016-10-22,3142246
2016-10-23,3109692
2016-10-24,3052639
2016-10-25,3049768
2016-10-26,3021384
2016-10-27,2999694
2016-10-28,2977738
2016-10-29,2992251
2016-10-30,3022849
2016-10-31,3012103
2016-11-01,3024867
2016-11-02,3008200
2016-11-03,3029103
2016-11-04,3030665
2016-11-05,3057120
2016-11-06,3120940
2016-11-07,3081795
2016-11-08,3005156
2016-11-09,2901241
2016-11-10,2801812
2016-11-11,2684607
2016-11-12,2703928
2016-11-13,2741040
2016-11-14,2759221
2016-11-15,2727029
2016-12-07,3112687
2016-12-08,3063959
2016-12-09,3043197
2016-12-10,3050864
2016-12-11,3045677
2016-12-12,3088386
2016-12-13,3095577
2016-12-14,3114641
2016-12-15,3094100
2016-12-16,3086966
2016-12-17,3118577
2016-12-18,3258241
2016-12-19,3304424
2016-12-20,3366475
2016-12-21,3403580
2016-12-22,3394126
2016-12-23,3388071
2016-12-24,3409649
2016-12-25,3481528
2016-12-26,3585418
2016-12-27,3547173
2016-12-28,3528938
2016-12-29,3497143
2016-12-30,3475380
2016-12-31,3450948
2017-01-01,3393623
2017-01-02,3347779
2017-01-03,3227043
2017-01-04,3078435
2017-01-05,2930780
2017-01-06,2959359
2017-01-07,2959675
2017-01-08,3016825
2017-01-09,3137543
2017-01-10,3207658
2017-01-11,3330624
2017-01-12,3445453
2017-01-13,3585825
2017-01-14,3761612
2017-01-15,3810009
2017-01-16,3774172
2017-01-17,3745690
2017-01-18,3800476
2017-01-19,3767486
2017-01-20,3764047
2017-01-21,3767622
2017-01-22,3783821
2017-01-23,3811861
2017-01-27,3691454
2017-01-28,3695677
2017-01-29,3690393
2017-01-30,3726026
2017-01-31,3827026
2017-02-01,3766325
2017-02-02,3694544
2017-02-03,3665436
2017-02-04,3652481
2017-02-05,3643282
2017-02-06,3666272
2017-02-07,3645313
2017-02-08,3609282
2017-02-09,3588880
2017-02-10,3582728
2017-02-11,3597177
2017-02-12,3654444
2017-02-13,3732345
2017-02-14,3722282
2017-02-15,3718245
2017-02-16,3659520
2017-02-18,3533818
2017-02-19,3407276
2017-02-20,3236912
2017-02-21,3125035
2017-02-22,3122025
2017-02-23,3010684
2017-02-24,2867057
2017-02-25,2898587
2017-02-26,2963749
2017-02-27,3023827
2017-02-28,3087913
2017-03-01,3034410
2017-03-02,3021470
2017-03-03,3018093
2017-03-04,2992116
2017-03-05,3007610
2017-03-06,3066246
2017-03-07,3026905
2017-03-08,3013600
2017-03-09,2989626
2017-03-10,2966963
2017-03-11,2959006
2017-03-12,2986175
2017-03-13,2946535
2017-03-14,2855209
2017-03-15,2757144
2017-03-16,2687678
2017-03-17,2669751
2017-03-18,2783881
2017-03-19,2876035
2017-03-20,2950174
2017-03-21,3036822
2017-03-22,3024701
2017-03-23,3169022
2017-03-24,3197574
2017-03-25,3242981
2017-03-26,3222718
2017-03-27,3216622
2017-03-28,3196590
2017-03-29,3197655
2017-03-30,3213858
2017-03-31,3308641
2017-04-01,3373955
2017-04-02,3412282
2017-04-03,3397675
2017-04-04,3415886
2017-04-05,3387305
2017-04-12,3284435
2017-04-13,3374134
2017-04-14,3366991
2017-04-15,3408279
2017-04-16,3465932
2017-04-17,3419112
2017-04-18,3386923
2017-04-19,3334428
2017-04-20,3300494
2017-04-21,3272916
2017-04-22,3263483
2017-04-23,3216014
2017-04-24,3170972
2017-04-25,3136916
2017-04-26,3118849
2017-04-27,3088493
2017-04-28,3057738
2017-04-29,3106527
2017-04-30,3212601
2017-05-01,3148462
2017-05-02,3158069
2017-05-03,3141120
2017-05-04,3164760
2017-05-05,3177714
2017-05-06,3219942
2017-05-07,3246222
2017-05-08,3224910
2017-05-09,3204858
2017-05-10,3189451
2017-05-11,3173309
2017-05-12,3164241
2017-05-13,3192864
2017-05-14,3189365
2017-05-15,3171255
2017-05-16,3151364
2017-05-17,3114259
2017-05-18,3070758
2017-05-19,2996428
2017-05-20,2978089
2017-05-21,2969399
2017-05-22,2964723
2017-05-23,2958540
2017-05-24,2922304
2017-05-25,2811134
2017-05-26,2692112
2017-05-27,2677367
2017-05-28,2781854
2017-05-29,2767131
2017-05-30,2792912
2017-05-31,2914511
2017-06-01,2943198
2017-06-02,3026713
2017-06-03,3162941
2017-06-04,3140435
2017-06-05,3133776
2017-06-06,3060787
2017-06-07,2954151
2017-06-08,2897399
2017-06-09,2810503
2017-06-10,2734202
2017-06-11,2633770
2017-06-12,2508595
2017-06-13,2550615
2017-06-14,2526954
2017-06-15,2612973
2017-06-16,2729002
2017-06-17,2824747
2017-06-18,2828343
2017-06-19,2786011
2017-06-20,2747908
2017-06-21,2729657
2017-06-22,2673381
2017-06-23,2653346
2017-06-24,2652168
2017-06-25,2672664
2017-06-26,2681937
2017-06-27,2783477
2017-06-28,2917926
2017-06-29,2925799
2017-06-30,2872540
2017-07-01,2833873
2017-07-02,2823859
2017-07-03,2814436
2017-07-04,2838309
2017-07-05,2839924
2017-07-06,2896105
2017-07-07,2874488
2017-07-08,2877810
2017-07-09,2914376
2017-07-13,2727945
2017-07-14,2705409
2017-07-15,2729321
2017-07-16,2733621
2017-07-17,2718354
2017-07-18,2670804
2017-07-19,2636535
2017-07-20,2676676
2017-07-21,2661125
2017-07-22,2678478
2017-07-23,2684153
2017-07-24,2675505
2017-07-25,2661659
2017-07-26,2653540
2017-07-27,2680433
2017-07-28,2664019
2017-07-29,2665673
2017-07-30,2716132
2017-07-31,2707830
2017-08-01,2699774
2017-08-02,2670173
2017-08-03,2682965
2017-08-04,2679389
2017-08-05,2701000
2017-08-06,2710016
2017-08-07,2704981
2017-08-08,2696032
2017-08-09,2685190
2017-08-10,2666116
2017-08-11,2650698
2017-08-12,2644922
2017-08-13,2645090
2017-08-14,2625842
2017-08-15,2637307
2017-08-16,2671505
2017-08-17,2634233
2017-08-18,2623689
2017-08-19,2623917
2017-08-20,2629026
2017-08-21,2614147
2017-08-22,2599431
2017-08-23,2580305
2017-08-24,2548463
2017-08-25,2521194
2017-08-26,2505138
2017-08-27,2511825
2017-08-28,2506819
2017-08-29,2496913
2017-08-30,2487820
2017-08-31,2504272
2017-09-01,2515516
2017-09-02,2571471
2017-09-03,2615531
2017-09-04,2663275
2017-09-05,2656390
2017-09-06,2675247
2017-09-07,2657326
2017-09-08,2645893
2017-09-09,2636823
2017-09-10,2663387
2017-09-11,2645942
2017-09-12,2631209
2017-09-13,2609239
2017-09-14,2582901
2017-09-15,2570672
2017-09-16,2558265
2017-09-17,2550009
2017-09-18,2537615
2017-09-19,2534816
2017-09-20,2533382
2017-09-22,2544466
2017-09-23,2541116
2017-09-24,2546385
2017-09-25,2539887
2017-09-26,2546791
2017-09-27,2542089
2017-09-28,2564257
2017-09-29,2577130
2017-09-30,2604886
2017-10-01,2611961
2017-10-02,2609095
2017-10-03,2598407
2017-10-04,2590374
2017-10-05,2592693
2017-10-06,2636372
2017-10-07,2685437
2017-10-08,2689026
2017-10-09,2685814
2017-10-10,2663757
2017-10-11,2654226
2017-10-12,2645653
2017-10-13,2634579
2017-10-14,2625324
2017-10-15,2610488
2017-10-16,2562215
2017-10-17,2548316
2017-10-18,2540242
2017-10-19,2521658
2017-10-20,2532852
2017-10-21,2527363
2017-10-22,2521720
2017-10-23,2535815
2017-10-24,2539374
2017-10-25,2531381
2017-10-26,2520672
2017-10-27,2509111
2017-10-28,2501639
2017-10-29,2495554
2017-10-30,2485767
2017-10-31,2469816
2017-11-01,2464789
2017-11-02,2451714
2017-11-03,2440933
2017-11-04,2476460
2017-11-05,2457571
2017-11-06,2455791
2017-11-07,2443976
2017-11-08,2423803
2017-11-09,2412210
2017-11-10,2399321
2017-11-11,2394469
2017-11-12,2373694
2017-11-13,2357701
2017-11-14,2338262
2017-11-15,2319787
2017-11-16,2297447
2017-11-17,2260304
2017-11-18,2247005
2017-11-19,2214437
2017-11-20,2158844
2017-11-21,2062597
2017-11-22,2027909
2017-11-23,2010132
2017-11-24,2005787
2017-11-25,2068587
2017-11-26,2048624
2017-11-27,2069426
2017-11-28,2073056
2017-11-29,2072887
2017-11-30,2138683
2017-12-01,2141300
2017-12-02,2141850
2017-12-03,2156238
2017-12-04,2163129
2017-12-05,2219642
2017-12-06,2329151
2017-12-07,2443589
2017-12-08,2513304
2017-12-09,2547446
2017-12-10,2538023
2017-12-11,2543658
2017-12-12,2495149
2017-12-13,2438856
2017-12-14,2442389
2017-12-15,2439661
2017-12-16,2451970
2017-12-17,2501667
2017-12-18,2604418
2017-12-19,2594372
2017-12-20,2591501
2017-12-21,2653087
2017-12-22,2783598
2017-12-23,2773498
2017-12-24,2755697
2017-12-25,2808671
2017-12-26,2859286
2017-12-27,2934718
2017-12-28,2920208
2017-12-29,3008579
2017-12-30,2986809
2017-12-31,2942557
2018-01-01,2912034
2018-01-02,2787867
2018-01-03,2787213
2018-01-04,2878852
2018-01-05,3021567
2018-01-06,3083093
2018-01-07,3214769
2018-01-08,3374384
2018-01-09,3514069
2018-01-10,3652533
2018-01-11,3563930
2018-01-12,3586909
2018-01-13,3584946
2018-01-14,3626358
2018-01-15,3583851
2018-01-16,3484331
2018-01-17,3385699
2018-01-18,3357897
2018-01-19,3367895
2018-01-20,3448304
2018-01-21,3538505
2018-01-22,3530232
2018-01-23,3562703
2018-01-24,3548141
2018-01-25,3587300
2018-01-26,3631597
2018-01-27,3728829
2018-01-29,3611742
2018-01-30,3549155
2018-01-31,3514149
2018-02-01,3513970
2018-02-02,3528419
2018-02-03,3569139
2018-02-04,3584927
2018-02-05,3603530
2018-02-06,3564967
2018-02-07,3556132
2018-02-08,3548044
2018-02-09,3677478
2018-02-10,3630254
2018-02-11,3619387
2018-02-12,3646757
2018-02-13,3634715
2018-02-14,3703810
2018-02-15,3703203
2018-02-16,3825424
2018-02-17,3937955
2018-02-18,3885553
2018-02-19,3913196
2018-02-20,3944169
2018-02-21,3940462
2018-02-22,3917648
2018-02-23,3911842
2018-02-24,3948988
2018-02-25,3952174
2018-02-26,3882322
2018-02-27,3850525
2018-02-28,3832887
2018-03-01,3831792
2018-03-02,3802520
2018-03-03,3834087
2018-03-04,3885528
2018-03-05,3953484
2018-03-06,3923185
2018-03-07,3893745
2018-03-08,3853488
2018-03-09,3872938
2018-03-10,3868099
2018-03-11,3859846
2018-03-12,3875104
2018-03-13,3929172
2018-03-14,3955093
2018-03-15,3966364
2018-03-16,3946545
2018-03-17,3938168
2018-03-18,3930892
2018-03-20,3873332
2018-03-22,3902889
2018-03-23,3878796
2018-03-24,3960601
2018-03-25,3936268
2018-03-26,3910277
2018-03-27,3856776
2018-03-28,3813849
2018-03-29,3818498
2018-03-30,3874142
2018-03-31,3972034
2018-04-01,4018618
2018-04-02,4011866
2018-04-03,4057449
2018-04-04,3999588
2018-04-05,4002303
2018-04-06,3992520
2018-04-07,3988333
2018-04-08,3973046
2018-04-09,3951034
2018-04-10,3931829
2018-04-11,3881023
2018-04-12,3883316
2018-04-13,3980762
2018-04-14,4091701
2018-04-15,4112046
2018-04-16,4149295
2018-04-17,4158143
2018-04-18,4192736
2018-04-19,4187222
2018-04-20,4164014
2018-04-21,4156583
2018-04-22,4150626
2018-04-23,4139042
2018-04-24,4140811
2018-04-25,4166399
2018-04-26,4198043
2018-04-27,4266043
2018-04-28,4361616
2018-04-29,4346631
2018-04-30,4307729
2018-05-01,4249111
2018-05-02,4197863
2018-05-03,4170401
2018-05-04,4116277
2018-05-05,4070423
2018-05-06,4053984
2018-05-07,3998514
2018-05-08,3882063
2018-05-09,3841904
2018-05-10,3751565
2018-05-11,3774288
2018-05-12,3884020
2018-05-13,3873079
2018-05-14,3879893
2018-05-15,3882632
2018-05-16,3993621
2018-05-17,3996890
2018-05-18,4070972
2018-05-19,4135760
2018-05-20,4160831
2018-05-21,4168628
2018-05-22,4235622
2018-05-23,4378827
2018-05-24,4512907
2018-05-25,4594067
2018-05-26,4682808
2018-05-27,4611384
2018-05-28,4628475
2018-05-29,4595801
2018-05-30,4563331
2018-05-31,4527353
2018-06-01,4462678
2018-06-02,4444004
2018-06-03,4464074
2018-06-04,4468479
2018-06-05,4538128
2018-06-06,4440043
2018-06-07,4218325
2018-06-08,4090851
2018-06-09,4090579
2018-06-10,4119000
2018-06-11,4174392
2018-06-12,4224700
2018-06-13,4181900
2018-06-14,4244799
2018-06-15,4403039
2018-06-16,4459646
2018-06-17,4492777
2018-06-18,4467687
2018-06-19,4370074
2018-06-20,4347948
2018-06-21,4341948
2018-06-22,4321292
2018-06-23,4348570
2018-06-24,4400352
2018-06-25,4378861
2018-06-26,4451764
2018-06-27,4424721
2018-06-28,4382234
2018-06-29,4364032
2018-06-30,4438460
2018-07-01,4419495
2018-07-02,4440998
2018-07-03,4500544
2018-07-04,4476560
2018-07-05,4449915
2018-07-06,4506966
2018-07-07,4514152
2018-07-08,4477864
2018-07-09,4491343
2018-07-10,4619329
2018-07-11,4764652
2018-07-12,4784575
2018-07-13,4907597
2018-07-14,4981747
2018-07-15,4971777
2018-07-16,4969649
2018-07-17,4932048
2018-07-18,4919994
2018-07-19,4886851
2018-07-20,4860317
2018-07-21,4848021
2018-07-22,4813167
2018-07-23,4664668
2018-07-24,4522760
2018-07-25,4510437
2018-07-26,4551658
2018-07-27,4535392
2018-07-28,4616360
2018-07-29,4735945
2018-07-30,4773574
2018-07-31,4807500
2018-08-01,4820542
2018-08-02,4849615
2018-08-03,4907753
2018-08-04,4979635
2018-08-05,4997605
2018-08-06,4988361
2018-08-07,4977023
2018-08-08,4939121
2018-08-09,4893875
2018-08-10,4850703
2018-08-11,4863455
2018-08-12,4822108
2018-08-14,4733883
2018-08-16,4576291
2018-08-17,4456780
2018-08-18,4458082
2018-08-19,4498307
2018-08-20,4563254
2018-08-21,4593124
2018-08-22,4571972
2018-08-23,4551970
2018-08-24,4584562
2018-08-25,4689987
2018-08-26,4660896
2018-08-27,4649735
2018-08-28,4627700
2018-08-29,4646140
2018-08-30,4670700
2018-08-31,4777935
2018-09-01,4893232
2018-09-02,4880471
2018-09-03,4904808
2018-09-04,4903192
2018-09-05,4861207
2018-09-06,4802987
2018-09-07,4763700
2018-09-08,4755316
2018-09-09,4701246
2018-09-10,4682099
2018-09-11,4654086
2018-09-12,4604714
2018-09-13,4571918
2018-09-14,4571861
2018-09-15,4628206
2018-09-16,4625797
2018-09-17,4632413
2018-09-18,4666569
2018-09-19,4738051
2018-09-20,4823088
2018-09-21,4835671
2018-09-22,4826174
2018-09-23,4828996
2018-09-24,4820823
2018-09-25,4807484
2018-09-26,4783954
2018-09-27,4750126
2018-09-28,4733009
2018-09-29,4706788
2018-09-30,4678689
2018-10-01,4673755
2018-10-02,4664044
2018-10-03,4647459
2018-10-04,4674824
2018-10-05,4766796
2018-10-06,4865929
2018-10-07,4862808
2018-10-08,4884778
2018-10-09,4939958
2018-10-10,4903917
2018-10-11,4870796
2018-10-12,4861041
2018-10-13,4857115
2018-10-14,4881418
2018-10-15,4935447
2018-10-16,4874579
2018-10-17,4829080
2018-10-18,4766653
2018-10-19,4723962
2018-10-20,4693467
2018-10-21,4654934
2018-10-22,4624218
2018-10-23,4595867
2018-10-24,4548752
2018-10-25,4517847
2018-10-26,4504252
2018-10-27,4511179
2018-10-28,4619614
2018-10-29,4611352
2018-10-30,4633729
2018-10-31,4692269
2018-11-01,4855641
2018-11-03,5026167
2018-11-04,5074340
2018-11-05,5131863
2018-11-06,5122398
2018-11-07,5134321
2018-11-08,5189082
2018-11-09,5176139
2018-11-10,5214375
