date_obj,Saradomin%20bracers price
2015-10-26,29739
2015-10-27,29573
2015-10-29,29802
2015-10-30,29997
2015-10-31,29261
2015-11-01,29251
2015-11-02,29364
2015-11-03,29162
2015-11-04,28052
2015-11-05,27789
2015-11-06,27671
2015-11-07,27587
2015-11-08,27437
2015-11-09,27556
2015-11-10,27558
2015-11-11,27492
2015-11-12,27562
2015-11-13,27883
2015-11-14,28131
2015-11-15,29283
2015-11-16,30692
2015-11-17,31689
2015-11-18,31950
2015-11-19,32649
2015-11-20,33864
2015-11-21,33864
2015-11-22,33851
2015-11-23,33851
2015-11-24,33983
2015-11-25,34965
2015-11-26,34965
2015-11-27,36714
2015-11-28,36837
2015-11-29,37177
2015-11-30,38004
2015-12-01,37484
2015-12-02,37397
2015-12-03,37308
2015-12-04,37148
2015-12-05,36877
2015-12-06,35644
2015-12-07,35555
2015-12-08,35893
2015-12-09,35600
2015-12-10,36053
2015-12-11,36149
2015-12-12,36587
2015-12-13,37777
2015-12-14,39144
2015-12-15,40479
2015-12-16,41483
2015-12-17,42180
2015-12-18,43757
2015-12-19,45318
2015-12-20,45531
2015-12-21,45122
2015-12-22,45064
2015-12-23,44592
2015-12-24,44900
2015-12-25,42655
2015-12-26,41749
2015-12-27,42889
2015-12-28,44405
2015-12-29,44684
2015-12-30,44178
2015-12-31,44541
2016-01-01,43222
2016-01-02,41993
2016-01-03,40585
2016-01-04,39143
2016-01-05,38195
2016-01-06,37672
2016-01-07,37406
2016-01-08,37505
2016-01-09,37245
2016-01-10,37121
2016-01-11,35827
2016-01-12,35553
2016-01-13,35262
2016-01-14,34606
2016-01-15,35160
2016-01-16,35357
2016-01-17,35421
2016-01-18,36450
2016-01-19,37797
2016-01-20,38891
2016-01-21,39914
2016-01-22,40956
2016-01-23,41110
2016-01-24,40339
2016-01-25,39916
2016-01-26,39828
2016-01-27,38734
2016-01-28,38734
2016-01-29,37814
2016-01-30,37241
2016-01-31,36526
2016-02-01,36198
2016-02-02,36031
2016-02-03,34909
2016-02-04,33701
2016-02-05,33015
2016-02-06,32265
2016-02-07,31772
2016-02-08,30955
2016-02-09,31509
2016-02-10,31432
2016-02-11,31581
2016-02-12,31781
2016-02-13,31842
2016-02-14,32243
2016-02-15,32490
2016-02-16,32777
2016-02-17,32627
2016-02-18,31828
2016-02-19,31582
2016-02-20,31545
2016-02-21,32551
2016-02-22,33166
2016-02-23,34268
2016-02-24,34793
2016-02-25,34430
2016-02-26,34364
2016-02-27,34452
2016-02-28,34853
2016-02-29,34230
2016-03-01,33499
2016-03-02,33461
2016-03-03,32863
2016-03-04,32288
2016-03-05,32274
2016-03-06,32788
2016-03-07,32401
2016-03-08,32877
2016-03-09,32648
2016-03-10,32783
2016-03-11,33285
2016-03-12,34843
2016-03-13,35242
2016-03-14,34945
2016-03-15,35166
2016-03-16,35494
2016-03-17,36228
2016-03-18,37296
2016-03-19,38402
2016-03-20,38832
2016-03-21,39045
2016-03-22,39362
2016-03-23,39244
2016-03-24,39377
2016-03-25,39464
2016-03-26,40099
2016-03-27,39853
2016-03-28,39685
2016-03-29,40480
2016-03-30,40681
2016-03-31,40691
2016-04-01,39374
2016-04-02,39601
2016-04-03,39658
2016-04-04,39331
2016-04-05,39071
2016-04-06,39363
2016-04-07,39693
2016-04-08,39860
2016-04-09,39640
2016-04-10,38585
2016-04-11,37458
2016-04-12,35910
2016-04-13,34335
2016-04-14,32960
2016-04-15,32326
2016-04-16,31420
2016-04-17,31129
2016-04-18,31044
2016-04-19,31670
2016-04-20,31711
2016-04-21,31092
2016-04-22,31011
2016-04-23,30150
2016-04-24,30026
2016-04-25,30350
2016-04-26,31423
2016-04-27,31888
2016-04-28,32257
2016-04-29,32105
2016-04-30,31376
2016-05-01,31375
2016-05-02,30361
2016-05-03,29116
2016-05-04,27756
2016-05-05,26540
2016-05-06,26196
2016-05-07,25468
2016-05-08,26308
2016-05-09,25714
2016-05-10,24537
2016-05-11,23514
2016-05-12,22898
2016-05-13,22231
2016-05-14,21693
2016-05-15,21244
2016-05-16,20694
2016-05-17,20482
2016-05-18,20377
2016-05-19,20145
2016-05-22,21295
2016-05-23,21594
2016-05-24,22371
2016-05-25,23004
2016-05-26,23937
2016-05-27,24175
2016-05-28,24192
2016-05-29,23386
2016-05-30,22520
2016-05-31,21768
2016-06-01,21067
2016-06-02,20738
2016-06-03,20137
2016-06-04,19420
2016-06-05,18977
2016-06-06,18821
2016-06-07,18409
2016-06-08,17649
2016-06-09,17282
2016-06-10,16987
2016-06-11,17078
2016-06-12,17499
2016-06-13,18374
2016-06-14,19293
2016-06-15,20258
2016-06-16,21257
2016-06-17,22296
2016-06-18,23364
2016-06-19,24533
2016-06-20,25747
2016-06-21,27023
2016-06-22,27512
2016-06-23,27683
2016-06-24,26715
2016-06-25,25382
2016-06-26,24872
2016-06-27,25015
2016-06-28,25455
2016-06-29,25907
2016-06-30,25765
2016-07-01,25571
2016-07-02,25289
2016-07-03,24956
2016-07-04,24661
2016-07-05,25012
2016-07-06,25233
2016-07-07,25363
2016-07-08,24789
2016-07-09,24591
2016-07-10,24199
2016-07-11,23217
2016-07-12,22455
2016-07-13,22295
2016-07-14,21767
2016-07-15,21606
2016-07-16,21533
2016-07-17,21515
2016-07-18,21298
2016-07-23,19704
2016-07-24,19196
2016-07-25,18711
2016-07-26,18085
2016-07-27,17632
2016-07-28,16908
2016-07-29,16406
2016-07-30,16585
2016-07-31,16858
2016-08-01,17044
2016-08-02,17420
2016-08-03,17168
2016-08-04,17173
2016-08-05,17039
2016-08-06,16916
2016-08-07,16868
2016-08-08,16885
2016-08-09,16838
2016-08-10,16879
2016-08-11,17195
2016-08-12,17633
2016-08-13,18174
2016-08-14,18853
2016-08-15,19535
2016-08-16,20498
2016-08-17,20195
2016-08-18,19534
2016-08-19,19250
2016-08-20,19174
2016-08-21,19962
2016-08-22,19707
2016-08-23,19288
2016-08-24,18909
2016-08-25,18529
2016-08-26,18243
2016-08-28,18166
2016-08-31,20103
2016-09-01,20736
2016-09-02,20736
2016-09-03,21715
2016-09-04,22801
2016-09-05,23903
2016-09-06,24280
2016-09-07,23964
2016-09-08,22884
2016-09-09,22305
2016-09-10,21746
2016-09-11,21923
2016-09-12,22286
2016-09-13,22562
2016-09-14,22716
2016-09-15,22831
2016-09-16,23175
2016-09-17,23365
2016-09-18,23942
2016-09-19,24412
2016-09-20,24436
2016-09-21,24445
2016-09-22,24519
2016-09-23,24929
2016-09-24,25577
2016-09-25,25857
2016-09-26,25530
2016-09-27,25266
2016-09-28,24278
2016-09-29,23183
2016-09-30,22224
2016-10-01,21425
2016-10-02,21401
2016-10-03,20713
2016-10-04,20803
2016-10-05,20808
2016-10-06,20082
2016-10-07,19850
2016-10-08,19753
2016-10-09,19951
2016-10-10,19783
2016-10-11,19955
2016-10-12,19851
2016-10-13,19238
2016-10-14,18567
2016-10-15,18621
2016-10-16,18029
2016-10-17,17653
2016-10-18,17419
2016-10-19,17165
2016-10-20,17020
2016-10-21,16480
2016-10-22,15859
2016-10-23,15520
2016-10-24,15703
2016-10-25,16489
2016-10-26,17314
2016-10-27,18180
2016-10-28,19089
2016-10-29,20044
2016-10-30,21047
2016-10-31,22100
2016-11-01,23205
2016-11-02,24366
2016-11-03,25585
2016-11-04,26865
2016-11-05,28109
2016-11-06,29515
2016-11-07,30991
2016-11-08,32541
2016-11-09,34169
2016-11-10,35878
2016-11-11,37672
2016-11-12,39556
2016-11-13,41534
2016-11-14,43611
2016-12-08,61510
2016-12-09,60549
2016-12-10,58645
2016-12-11,56464
2016-12-12,55766
2016-12-13,53926
2016-12-14,53781
2016-12-15,53244
2016-12-16,52980
2016-12-17,53031
2016-12-18,54063
2016-12-19,54984
2016-12-20,55537
2016-12-21,53718
2016-12-22,52069
2016-12-23,51341
2016-12-24,50880
2016-12-25,52131
2016-12-26,52978
2016-12-27,53290
2016-12-28,52671
2016-12-29,52172
2016-12-30,49864
2016-12-31,48782
2017-01-01,46532
2017-01-02,44800
2017-01-03,43443
2017-01-04,41340
2017-01-05,39273
2017-01-06,37327
2017-01-07,35972
2017-01-08,34260
2017-01-09,32817
2017-01-10,32213
2017-01-11,32699
2017-01-12,34014
2017-01-13,34851
2017-01-14,34898
2017-01-15,35078
2017-01-16,34902
2017-01-17,33614
2017-01-18,32077
2017-01-19,31342
2017-01-20,30840
2017-01-21,31095
2017-01-22,31854
2017-01-27,39541
2017-01-28,41479
2017-01-29,43011
2017-01-30,43672
2017-01-31,43475
2017-02-01,43200
2017-02-02,43195
2017-02-03,42851
2017-02-04,42119
2017-02-05,41660
2017-02-06,40912
2017-02-07,40455
2017-02-08,39961
2017-02-09,38903
2017-02-10,38177
2017-02-11,37340
2017-02-12,35758
2017-02-13,34582
2017-02-14,33238
2017-02-15,31652
2017-02-16,30468
2017-02-18,28885
2017-02-19,28399
2017-02-20,27655
2017-02-21,26353
2017-02-22,25035
2017-02-23,23810
2017-02-24,22858
2017-02-25,22065
2017-02-26,22123
2017-02-27,22671
2017-02-28,23494
2017-03-01,23937
2017-03-02,24150
2017-03-03,24615
2017-03-04,25354
2017-03-05,25732
2017-03-06,24727
2017-03-07,24207
2017-03-08,23551
2017-03-09,22534
2017-03-10,22659
2017-03-11,22579
2017-03-12,22350
2017-03-13,22088
2017-03-14,21513
2017-03-15,20950
2017-03-16,20418
2017-03-17,20266
2017-03-18,19923
2017-03-19,19240
2017-03-20,18659
2017-03-21,17804
2017-03-22,17571
2017-03-23,17536
2017-03-24,17645
2017-03-25,17295
2017-03-26,17596
2017-03-27,17914
2017-03-28,18442
2017-03-29,19077
2017-03-30,19610
2017-03-31,20093
2017-04-01,20591
2017-04-02,21183
2017-04-03,22104
2017-04-04,23199
2017-04-12,33945
2017-04-13,35643
2017-04-14,37426
2017-04-15,39298
2017-04-16,41263
2017-04-17,43327
2017-04-18,45494
2017-04-19,47769
2017-04-20,49437
2017-04-21,51379
2017-04-22,53033
2017-04-23,54881
2017-04-24,56386
2017-04-25,54649
2017-04-26,51916
2017-04-27,49320
2017-04-28,46854
2017-04-29,44511
2017-04-30,42285
2017-05-01,40170
2017-05-02,38161
2017-05-03,36252
2017-05-04,34439
2017-05-05,32717
2017-05-06,31081
2017-05-07,29526
2017-05-08,28049
2017-05-09,26646
2017-05-10,25313
2017-05-11,24047
2017-05-12,23082
2017-05-13,23286
2017-05-14,23911
2017-05-15,24687
2017-05-16,25390
2017-05-17,25788
2017-05-18,26732
2017-05-19,27087
2017-05-20,26201
2017-05-21,25396
2017-05-22,24640
2017-05-23,23896
2017-05-24,23371
2017-05-25,22597
2017-05-26,23132
2017-05-27,23255
2017-05-28,23814
2017-05-29,24404
2017-05-30,24735
2017-05-31,24348
2017-06-01,23720
2017-06-02,22866
2017-06-03,21772
2017-06-06,19789
2017-06-07,19640
2017-06-08,18867
2017-06-09,18095
2017-06-10,17497
2017-06-11,17197
2017-06-12,17259
2017-06-13,17253
2017-06-14,17059
2017-06-15,16679
2017-06-16,16381
2017-06-17,16418
2017-06-18,16745
2017-06-19,16262
2017-06-20,15834
2017-06-21,15475
2017-06-22,15357
2017-06-23,14840
2017-06-24,14811
2017-06-25,14724
2017-06-26,14835
2017-06-27,15176
2017-06-28,15379
2017-06-29,15515
2017-06-30,15450
2017-07-01,15501
2017-07-02,15499
2017-07-03,15321
2017-07-04,15063
2017-07-05,15330
2017-07-06,15419
2017-07-07,15973
2017-07-08,16514
2017-07-13,17087
2017-07-14,16656
2017-07-15,16548
2017-07-16,16389
2017-07-17,16002
2017-07-18,16390
2017-07-19,16388
2017-07-20,16226
2017-07-21,16213
2017-07-22,16348
2017-07-23,16528
2017-07-24,16621
2017-07-25,16474
2017-07-26,16524
2017-07-27,16591
2017-07-28,16719
2017-07-29,17184
2017-07-30,17197
2017-07-31,17581
2017-08-01,17584
2017-08-02,17919
2017-08-03,18053
2017-08-04,18070
2017-08-05,17408
2017-08-06,17434
2017-08-09,17884
2017-08-10,18020
2017-08-11,17981
2017-08-12,17929
2017-08-13,17798
2017-08-14,18199
2017-08-15,18432
2017-08-17,19253
2017-08-18,19686
2017-08-19,19679
2017-08-20,19310
2017-08-21,19370
2017-08-22,19246
2017-08-23,19554
2017-08-24,20151
2017-08-25,20536
2017-08-26,20492
2017-08-27,19930
2017-08-28,18964
2017-08-29,18577
2017-08-30,18371
2017-08-31,17997
2017-09-01,17794
2017-09-02,17204
2017-09-03,16543
2017-09-04,16636
2017-09-05,16459
2017-09-06,16175
2017-09-07,16077
2017-09-08,15716
2017-09-09,15155
2017-09-10,14728
2017-09-11,14560
2017-09-12,14491
2017-09-13,15040
2017-09-14,15751
2017-09-15,16288
2017-09-16,16947
2017-09-17,17320
2017-09-19,18302
2017-09-20,18308
2017-09-21,18456
2017-09-22,18401
2017-09-23,18333
2017-09-24,18656
2017-09-25,18776
2017-09-26,18675
2017-09-27,18665
2017-09-28,18934
2017-09-29,19115
2017-09-30,19200
2017-10-01,19331
2017-10-02,19499
2017-10-03,20007
2017-10-04,20486
2017-10-05,20414
2017-10-06,20205
2017-10-07,19690
2017-10-08,19546
2017-10-09,19043
2017-10-10,18411
2017-10-11,18438
2017-10-12,18279
2017-10-13,18177
2017-10-14,17909
2017-10-15,18072
2017-10-16,18209
2017-10-17,18373
2017-10-18,17827
2017-10-19,17559
2017-10-20,17242
2017-10-21,17185
2017-10-22,17212
2017-10-23,17834
2017-10-24,18630
2017-10-25,19155
2017-10-26,19322
2017-10-27,19343
2017-10-28,19587
2017-10-29,20271
2017-10-30,21104
2017-10-31,21778
2017-11-01,22007
2017-11-02,22710
2017-11-03,23635
2017-11-04,24523
2017-11-05,24471
2017-11-06,24507
2017-11-07,23703
2017-11-08,22967
2017-11-09,22376
2017-11-10,22094
2017-11-11,22028
2017-11-12,21415
2017-11-13,21816
2017-11-14,22040
2017-11-15,22002
2017-11-16,22076
2017-11-17,21860
2017-11-18,21716
2017-11-19,21552
2017-11-20,21528
2017-11-21,21478
2017-11-22,21132
2017-11-23,20446
2017-11-24,20509
2017-11-25,20573
2017-11-26,20930
2017-11-27,21888
2017-11-28,22551
2017-11-29,23093
2017-11-30,23280
2017-12-01,23391
2017-12-02,23423
2017-12-03,23487
2017-12-04,23532
2017-12-05,24018
2017-12-06,24036
2017-12-07,23954
2017-12-08,23777
2017-12-09,23377
2017-12-10,22239
2017-12-11,21237
2017-12-12,20189
2017-12-13,19468
2017-12-14,18629
2017-12-15,17850
2017-12-16,17162
2017-12-17,16691
2017-12-18,16279
2017-12-19,15701
2017-12-20,15707
2017-12-21,15409
2017-12-22,15927
2017-12-23,16206
2017-12-24,16333
2017-12-25,16509
2017-12-26,16387
2017-12-27,16433
2017-12-28,16373
2017-12-29,15995
2017-12-30,16035
2017-12-31,15609
2018-01-01,15640
2018-01-02,15687
2018-01-03,16322
2018-01-04,16954
2018-01-05,16470
2018-01-06,15857
2018-01-07,15700
2018-01-08,15549
2018-01-09,16151
2018-01-10,15901
2018-01-11,15629
2018-01-12,15305
2018-01-13,15177
2018-01-14,15041
2018-01-15,15259
2018-01-16,15826
2018-01-17,15473
2018-01-18,14809
2018-01-19,14723
2018-01-20,14353
2018-01-21,13810
2018-01-22,14064
2018-01-23,14508
2018-01-24,15195
2018-01-25,15557
2018-01-26,15864
2018-01-27,15754
2018-01-28,15347
2018-01-29,15500
2018-01-30,15961
2018-02-01,16898
2018-02-02,17322
2018-02-03,17550
2018-02-04,17590
2018-02-05,18260
2018-02-06,18823
2018-02-07,18696
2018-02-08,17902
2018-02-09,18112
2018-02-10,18331
2018-02-11,18354
2018-02-12,18690
2018-02-13,18626
2018-02-14,18516
2018-02-15,17918
2018-02-16,17677
2018-02-17,17790
2018-02-18,17627
2018-02-19,17559
2018-02-20,17336
2018-02-21,17830
2018-02-22,17745
2018-02-23,17404
2018-02-24,17343
2018-02-25,17171
2018-02-26,17024
2018-02-27,16620
2018-02-28,16051
2018-03-01,15808
2018-03-02,15597
2018-03-03,15511
2018-03-04,15706
2018-03-05,16300
2018-03-06,16808
2018-03-07,17381
2018-03-08,17918
2018-03-09,18522
2018-03-10,19213
2018-03-11,20171
2018-03-12,20903
2018-03-13,21360
2018-03-14,22326
2018-03-15,22861
2018-03-16,22701
2018-03-17,22442
2018-03-18,21604
2018-03-19,21230
2018-03-20,21446
2018-03-21,20835
2018-03-23,20701
2018-03-24,20495
2018-03-26,19948
2018-03-27,19808
2018-03-28,19667
2018-03-29,19520
2018-03-30,19313
2018-03-31,19216
2018-04-01,19244
2018-04-02,18813
2018-04-03,19127
2018-04-04,19378
2018-04-05,19881
2018-04-06,19834
2018-04-08,20099
2018-04-09,20316
2018-04-10,20162
2018-04-11,20081
2018-04-12,20233
2018-04-13,20043
2018-04-14,20283
2018-04-15,20587
2018-04-16,20828
2018-04-17,21183
2018-04-18,20872
2018-04-19,21431
2018-04-20,21957
2018-04-21,22155
2018-04-22,23119
2018-04-23,24200
2018-04-24,25343
2018-04-25,26525
2018-04-26,27155
2018-04-27,27626
2018-04-28,27952
2018-04-29,28116
2018-04-30,28378
2018-05-01,28517
2018-05-02,29054
2018-05-03,29436
2018-05-04,30253
2018-05-05,29518
2018-05-06,28422
2018-05-08,27161
2018-05-09,26468
2018-05-10,25832
2018-05-11,26253
2018-05-12,27114
2018-05-13,27254
2018-05-14,26688
2018-05-15,26119
2018-05-16,25561
2018-05-17,24924
2018-05-18,24568
2018-05-19,24624
2018-05-20,25077
2018-05-21,25866
2018-05-22,26899
2018-05-23,27637
2018-05-24,27874
2018-05-25,27252
2018-05-26,26883
2018-05-27,26668
2018-05-28,26441
2018-05-29,26891
2018-05-30,26906
2018-05-31,26485
2018-06-01,26945
2018-06-02,27685
2018-06-03,28022
2018-06-04,28084
2018-06-05,27593
2018-06-06,27282
2018-06-07,26608
2018-06-08,26679
2018-06-09,26620
2018-06-10,26637
2018-06-11,26799
2018-06-12,26689
2018-06-13,26324
2018-06-14,25978
2018-06-15,26841
2018-06-16,27457
2018-06-17,28052
2018-06-18,28567
2018-06-19,29127
2018-06-20,29289
2018-06-21,29457
2018-06-22,29158
2018-06-23,28325
2018-06-24,28285
2018-06-25,27864
2018-06-26,27670
2018-06-27,27442
2018-06-28,27309
2018-06-29,27009
2018-06-30,27211
2018-07-01,27120
2018-07-02,26850
2018-07-03,27190
2018-07-04,27487
2018-07-05,26684
2018-07-06,27073
2018-07-07,27159
2018-07-08,26751
2018-07-09,26461
2018-07-10,26824
2018-07-11,27509
2018-07-12,27789
2018-07-13,28478
2018-07-14,28688
2018-07-15,28821
2018-07-16,29067
2018-07-17,29784
2018-07-18,29840
2018-07-19,29928
2018-07-20,29555
2018-07-21,28993
2018-07-22,28916
2018-07-23,29112
2018-07-24,29035
2018-07-25,29343
2018-07-26,29418
2018-07-27,29149
2018-07-28,29181
2018-07-29,29300
2018-07-30,29523
2018-07-31,30167
2018-08-01,30930
2018-08-02,31486
2018-08-03,31561
2018-08-04,31778
2018-08-05,31465
2018-08-06,30565
2018-08-07,31689
2018-08-08,31678
2018-08-09,32456
2018-08-10,32739
2018-08-11,32592
2018-08-12,32514
2018-08-14,34445
2018-08-16,36025
2018-08-17,36548
2018-08-18,36973
2018-08-19,37836
2018-08-20,39242
2018-08-21,40588
2018-08-22,41384
2018-08-23,41367
2018-08-24,40578
2018-08-25,39981
2018-08-26,39282
2018-08-27,38479
2018-08-28,37729
2018-08-29,37303
2018-08-30,36610
2018-08-31,37343
2018-09-01,36780
2018-09-02,36826
2018-09-03,37271
2018-09-04,37944
2018-09-05,38039
2018-09-06,37590
2018-09-07,37704
2018-09-08,37398
2018-09-09,36341
2018-09-10,36500
2018-09-11,36494
2018-09-12,36471
2018-09-13,36606
2018-09-14,36642
2018-09-15,36263
2018-09-16,35264
2018-09-17,34486
2018-09-18,34374
2018-09-19,34099
2018-09-20,33643
2018-09-21,32851
2018-09-22,32561
2018-09-23,31988
2018-09-24,31897
2018-09-25,31665
2018-09-26,31688
2018-09-27,31576
2018-09-28,31623
2018-09-29,31493
2018-09-30,30621
2018-10-02,29620
2018-10-03,29237
2018-10-04,28909
2018-10-05,28525
2018-10-06,27902
2018-10-07,27282
2018-10-08,26661
2018-10-09,25627
2018-10-10,24731
2018-10-11,23772
2018-10-12,22893
2018-10-13,22077
2018-10-14,21699
2018-10-15,21445
2018-10-16,21328
2018-10-17,20783
2018-10-18,20745
2018-10-19,20419
2018-10-20,20019
2018-10-21,19420
2018-10-22,19227
2018-10-23,19983
2018-10-24,20304
2018-10-25,20830
2018-10-26,21070
2018-10-27,20674
2018-10-28,20370
2018-10-29,20521
2018-10-30,20441
2018-10-31,20458
2018-11-01,20520
2018-11-03,20433
2018-11-04,20222
2018-11-05,19996
2018-11-06,19569
2018-11-07,19306
2018-11-08,18841
2018-11-09,18650
2018-11-10,18772
2018-11-11,19278
2018-11-12,19352
2018-11-13,19679
2018-11-14,20162
2018-11-15,20132
2018-11-16,19349
2018-11-17,19375
2018-11-18,19574
2018-11-19,20165
2018-11-20,20091
2018-11-21,20066
2018-11-22,20244
2018-11-23,20506
2018-11-24,20620
2018-11-25,20902
2018-11-26,20841
2018-11-27,20842
2018-11-28,21081
2018-11-29,21597
2018-12-01,22439
2018-12-02,22544
2018-12-03,22579
2018-12-04,22959
2018-12-05,23325
2018-12-07,23428
2018-12-09,24297
2018-12-11,24414
2018-12-12,24339
2018-12-13,24720
2018-12-14,25783
2018-12-15,26174
2018-12-16,27186
2018-12-17,28109
2018-12-18,28735
2018-12-19,29580
2018-12-20,29894
2018-12-21,29940
2018-12-22,30131
2018-12-23,30324
2018-12-24,30544
2018-12-25,29683
2018-12-26,29201
2018-12-27,29404
2018-12-28,29435
2018-12-29,29285
2018-12-30,29015
2018-12-31,28704
2019-01-01,28832
2019-01-02,28777
2019-01-03,29274
2019-01-04,30234
2019-01-05,30521
2019-01-06,30852
2019-01-08,29491
2019-01-10,29070
2019-01-11,29341
2019-01-12,29493
2019-01-13,29679
2019-01-14,29726
2019-01-15,29274
2019-01-16,29700
2019-01-17,29901
2019-01-18,29953
2019-01-19,29795
2019-01-20,29692
2019-01-21,29420
2019-01-22,29643
2019-01-23,29242
2019-01-24,29703
2019-01-25,29854
2019-01-26,29359
2019-01-27,29008
2019-01-28,29051
2019-01-29,29302
2019-01-30,29385
2019-01-31,30111
2019-02-01,30242
2019-02-02,30665
2019-02-03,31246
2019-02-04,31092
2019-02-05,31130
2019-02-06,30914
2019-02-07,30853
2019-02-08,30489
2019-02-09,30387
2019-02-10,30415
2019-02-11,30347
2019-02-12,30323
2019-02-13,30338
2019-02-14,30262
2019-02-15,30264
2019-02-16,29579
2019-02-17,28707
2019-02-18,28591
2019-02-19,28428
2019-02-20,28121
2019-02-21,28140
2019-02-22,28541
2019-02-23,28277
2019-02-24,28283
2019-02-25,28050
2019-02-26,28110
2019-02-27,28255
2019-02-28,27786
2019-03-01,27632
2019-03-02,27531
2019-03-03,27489
2019-03-04,26933
2019-03-05,27012
2019-03-06,27274
2019-03-07,27501
2019-03-08,27335
2019-03-09,27183
2019-03-10,27541
2019-03-11,27676
2019-03-12,27636
2019-03-13,26821
2019-03-14,26682
2019-03-15,26332
2019-03-16,26452
2019-03-17,26130
2019-03-18,26090
2019-03-19,26023
2019-03-20,26518
2019-03-21,26420
2019-03-22,26416
2019-03-23,26514
2019-03-24,26567
2019-03-25,26572
2019-03-26,26736
2019-03-27,26796
2019-03-28,27281
2019-03-29,28056
2019-03-30,28667
2019-03-31,29709
2019-04-01,30997
2019-04-02,30878
2019-04-03,31871
2019-04-04,32549
2019-04-05,33596
