date_obj,Mud%20battlestaff price
2015-10-31,133520
2015-11-01,133520
2015-11-02,129173
2015-11-03,126378
2015-11-04,120245
2015-11-05,114829
2015-11-06,109569
2015-11-07,104090
2015-11-08,104090
2015-11-09,99815
2015-11-10,100220
2015-11-11,100326
2015-11-12,102414
2015-11-13,104850
2015-11-14,107334
2015-11-15,111888
2015-11-16,117483
2015-11-17,123288
2015-11-18,129453
2015-11-19,135500
2015-11-20,141713
2015-11-21,141713
2015-11-22,148799
2015-11-23,148799
2015-11-24,153029
2015-11-25,157038
2015-11-26,157038
2015-11-27,159606
2015-11-28,160186
2015-11-29,160155
2015-11-30,161846
2015-12-01,164696
2015-12-02,167824
2015-12-03,175523
2015-12-04,181531
2015-12-05,189811
2015-12-06,197385
2015-12-07,197084
2015-12-08,191627
2015-12-09,189407
2015-12-10,185029
2015-12-11,184707
2015-12-12,188404
2015-12-13,189003
2015-12-14,189003
2015-12-15,187457
2015-12-16,187152
2015-12-17,189100
2015-12-18,189865
2015-12-19,190096
2015-12-20,191342
2015-12-21,190709
2015-12-22,190654
2015-12-23,190589
2015-12-24,190668
2015-12-25,191141
2015-12-26,190428
2015-12-27,190783
2015-12-28,190639
2015-12-29,194871
2015-12-30,202472
2015-12-31,208968
2016-01-01,211852
2016-01-02,217436
2016-01-03,223511
2016-01-04,232272
2016-01-05,239446
2016-01-06,247551
2016-01-07,258528
2016-01-08,268901
2016-01-09,274658
2016-01-10,281379
2016-01-11,286898
2016-01-12,290824
2016-01-13,286669
2016-01-14,281809
2016-01-15,274710
2016-01-16,268845
2016-01-17,262276
2016-01-18,252055
2016-01-19,239614
2016-01-20,229590
2016-01-21,221895
2016-01-22,214901
2016-01-23,206595
2016-01-24,199386
2016-01-25,190187
2016-01-26,183668
2016-01-27,177148
2016-01-28,177148
2016-01-29,171066
2016-01-30,167299
2016-01-31,164919
2016-02-01,166803
2016-02-02,166842
2016-02-03,169578
2016-02-04,171080
2016-02-05,173307
2016-02-06,172969
2016-02-07,173472
2016-02-08,178223
2016-02-09,178155
2016-02-10,178157
2016-02-11,175547
2016-02-12,172543
2016-02-13,167785
2016-02-14,165372
2016-02-15,161521
2016-02-16,161129
2016-02-17,159662
2016-02-18,157011
2016-02-19,152280
2016-02-20,147897
2016-02-21,146479
2016-02-22,150321
2016-02-23,149694
2016-02-24,152988
2016-02-25,154665
2016-02-26,154919
2016-02-27,153343
2016-02-28,157161
2016-02-29,157869
2016-03-01,155231
2016-03-02,155796
2016-03-03,154978
2016-03-04,151670
2016-03-05,149441
2016-03-06,149722
2016-03-07,151948
2016-03-08,151679
2016-03-09,154374
2016-03-10,157250
2016-03-11,159654
2016-03-12,163954
2016-03-13,168218
2016-03-14,172896
2016-03-15,175423
2016-03-16,172614
2016-03-17,167463
2016-03-18,161028
2016-03-19,164910
2016-03-20,164956
2016-03-21,159513
2016-03-22,153681
2016-03-23,153066
2016-03-24,153848
2016-03-25,155533
2016-03-26,158297
2016-03-27,159970
2016-03-28,163134
2016-03-29,171196
2016-03-30,177950
2016-03-31,186585
2016-04-01,192445
2016-04-02,194056
2016-04-03,195605
2016-04-04,199831
2016-04-05,204861
2016-04-06,199679
2016-04-07,200823
2016-04-08,200343
2016-04-09,194061
2016-04-10,187099
2016-04-11,187099
2016-04-12,184419
2016-04-13,187716
2016-04-14,182919
2016-04-15,177647
2016-04-16,173387
2016-04-17,169226
2016-04-18,170633
2016-04-19,167415
2016-04-20,167900
2016-04-21,170356
2016-04-22,168529
2016-04-23,167405
2016-04-24,170677
2016-04-25,172796
2016-04-26,173927
2016-04-27,173460
2016-04-28,173676
2016-04-29,170699
2016-04-30,172531
2016-05-01,171731
2016-05-02,172407
2016-05-03,169498
2016-05-04,165960
2016-05-05,166625
2016-05-06,164336
2016-05-07,160263
2016-05-08,156460
2016-05-09,152936
2016-05-10,150910
2016-05-11,151785
2016-05-12,149605
2016-05-13,146909
2016-05-14,145064
2016-05-15,146186
2016-05-16,150753
2016-05-17,150528
2016-05-18,153510
2016-05-19,153590
2016-05-22,158860
2016-05-23,162222
2016-05-24,167044
2016-05-25,170606
2016-05-26,171431
2016-05-27,174164
2016-05-28,181254
2016-05-29,186534
2016-05-30,191704
2016-05-31,190778
2016-06-01,191761
2016-06-02,193719
2016-06-03,195871
2016-06-04,188086
2016-06-05,179204
2016-06-06,173409
2016-06-07,174756
2016-06-08,177123
2016-06-09,175745
2016-06-10,175514
2016-06-11,175322
2016-06-12,180193
2016-06-13,180893
2016-06-14,181950
2016-06-15,189468
2016-06-16,190856
2016-06-17,191650
2016-06-18,195988
2016-06-19,197833
2016-06-20,194172
2016-06-21,195456
2016-06-22,201486
2016-06-23,205624
2016-06-24,209603
2016-06-25,211583
2016-06-26,212054
2016-06-27,221426
2016-06-28,231019
2016-06-29,229474
2016-06-30,236257
2016-07-01,241897
2016-07-02,249159
2016-07-03,253762
2016-07-04,259698
2016-07-05,261811
2016-07-06,267653
2016-07-07,268127
2016-07-08,268390
2016-07-09,272667
2016-07-10,279136
2016-07-11,286093
2016-07-12,297592
2016-07-13,307981
2016-07-14,321680
2016-07-15,333671
2016-07-16,345744
2016-07-17,351330
2016-07-18,346651
2016-07-23,318462
2016-07-24,315013
2016-07-25,310892
2016-07-26,297106
2016-07-27,285101
2016-07-28,272134
2016-07-29,260938
2016-07-30,256134
2016-07-31,252636
2016-08-01,250751
2016-08-02,252094
2016-08-03,252804
2016-08-04,255514
2016-08-05,253876
2016-08-06,246767
2016-08-07,240242
2016-08-08,233162
2016-08-09,227424
2016-08-10,216446
2016-08-11,206568
2016-08-12,200574
2016-08-13,194282
2016-08-14,187312
2016-08-15,180160
2016-08-16,178794
2016-08-17,179787
2016-08-18,174690
2016-08-19,176600
2016-08-20,178128
2016-08-21,174601
2016-08-22,170898
2016-08-23,165816
2016-08-24,163063
2016-08-25,156344
2016-08-26,152512
2016-08-28,143518
2016-08-31,138761
2016-09-01,137630
2016-09-02,137630
2016-09-03,133986
2016-09-04,134212
2016-09-05,136803
2016-09-06,138945
2016-09-07,142331
2016-09-08,142566
2016-09-09,141106
2016-09-10,142130
2016-09-11,140786
2016-09-12,139724
2016-09-13,136862
2016-09-14,137691
2016-09-15,137929
2016-09-16,138615
2016-09-17,135832
2016-09-18,133184
2016-09-19,130395
2016-09-20,126794
2016-09-21,124059
2016-09-22,121725
2016-09-23,118484
2016-09-24,118484
2016-09-25,119481
2016-09-26,122757
2016-09-27,126568
2016-09-28,130647
2016-09-29,134171
2016-09-30,134130
2016-10-01,131025
2016-10-02,132144
2016-10-03,130837
2016-10-04,130162
2016-10-05,127481
2016-10-06,126241
2016-10-07,126756
2016-10-08,126964
2016-10-09,127791
2016-10-10,128230
2016-10-11,128597
2016-10-12,128864
2016-10-13,132501
2016-10-14,136789
2016-10-15,141809
2016-10-16,145544
2016-10-17,147643
2016-10-18,148623
2016-10-19,148812
2016-10-20,150714
2016-10-21,155354
2016-10-22,156909
2016-10-23,158582
2016-10-24,159922
2016-10-25,158619
2016-10-26,154808
2016-10-27,149057
2016-10-28,144296
2016-10-29,138760
2016-10-30,141177
2016-10-31,141516
2016-11-01,139979
2016-11-02,140548
2016-11-03,139912
2016-11-04,141889
2016-11-05,144737
2016-11-06,146015
2016-11-07,145226
2016-11-08,143929
2016-11-09,143781
2016-11-10,143471
2016-11-11,141530
2016-11-12,141122
2016-11-13,140309
2016-11-14,141146
2016-12-07,136885
2016-12-08,135007
2016-12-09,133074
2016-12-10,131346
2016-12-11,129760
2016-12-12,127785
2016-12-13,123968
2016-12-14,120183
2016-12-15,118439
2016-12-16,118028
2016-12-17,117916
2016-12-18,118072
2016-12-19,117505
2016-12-20,117083
2016-12-21,118336
2016-12-22,118295
2016-12-23,116210
2016-12-24,114138
2016-12-25,112658
2016-12-26,113082
2016-12-27,112995
2016-12-28,112465
2016-12-29,111492
2016-12-30,111391
2016-12-31,109304
2017-01-01,107206
2017-01-02,106070
2017-01-03,104758
2017-01-04,103133
2017-01-05,98409
2017-01-06,94755
2017-01-07,91084
2017-01-08,87928
2017-01-09,85522
2017-01-10,84825
2017-01-11,84926
2017-01-12,84493
2017-01-13,82840
2017-01-14,83270
2017-01-15,84522
2017-01-16,87072
2017-01-17,91268
2017-01-18,95743
2017-01-19,100423
2017-01-20,104331
2017-01-21,108583
2017-01-22,112707
2017-01-27,112809
2017-01-28,109406
2017-01-29,105657
2017-01-30,102207
2017-01-31,99763
2017-02-01,96258
2017-02-02,92696
2017-02-03,89168
2017-02-04,87112
2017-02-05,85694
2017-02-06,85839
2017-02-07,85344
2017-02-08,86166
2017-02-09,88698
2017-02-10,91709
2017-02-11,91826
2017-02-12,90739
2017-02-13,89193
2017-02-14,89960
2017-02-15,88377
2017-02-16,88183
2017-02-18,88308
2017-02-19,88246
2017-02-20,85537
2017-02-21,84138
2017-02-22,82570
2017-02-23,80194
2017-02-24,77961
2017-02-25,76153
2017-02-26,73593
2017-02-27,70175
2017-02-28,67461
2017-03-01,65167
2017-03-02,63883
2017-03-03,63985
2017-03-04,66647
2017-03-05,69460
2017-03-06,71914
2017-03-07,72677
2017-03-08,71810
2017-03-09,71407
2017-03-10,70871
2017-03-11,70487
2017-03-12,69897
2017-03-13,70490
2017-03-14,69858
2017-03-15,69193
2017-03-16,68358
2017-03-17,67401
2017-03-18,67752
2017-03-19,66919
2017-03-20,67159
2017-03-21,67693
2017-03-22,67592
2017-03-23,68147
2017-03-24,68100
2017-03-25,68682
2017-03-26,69798
2017-03-27,70866
2017-03-28,70226
2017-03-29,71209
2017-03-30,72359
2017-03-31,72858
2017-04-01,74199
2017-04-02,75197
2017-04-03,75950
2017-04-04,75201
2017-04-12,82461
2017-04-13,80945
2017-04-14,80700
2017-04-15,83123
2017-04-16,85569
2017-04-17,87228
2017-04-18,89749
2017-04-19,91751
2017-04-20,93643
2017-04-21,94300
2017-04-22,93924
2017-04-23,93224
2017-04-24,93280
2017-04-25,95182
2017-04-26,93594
2017-04-27,94561
2017-04-28,95404
2017-04-29,95053
2017-04-30,94769
2017-05-01,94848
2017-05-02,95258
2017-05-03,97233
2017-05-04,97214
2017-05-05,95780
2017-05-06,95003
2017-05-07,94762
2017-05-08,94000
2017-05-09,92382
2017-05-10,88270
2017-05-11,84938
2017-05-12,83099
2017-05-13,81005
2017-05-14,78696
2017-05-15,76469
2017-05-16,73919
2017-05-17,73380
2017-05-18,72844
2017-05-19,71564
2017-05-20,70886
2017-05-21,69512
2017-05-22,70448
2017-05-23,72443
2017-05-24,72127
2017-05-25,71055
2017-05-26,69903
2017-05-27,69850
2017-05-28,69869
2017-05-29,70803
2017-05-30,70667
2017-05-31,71519
2017-06-01,71132
2017-06-02,70382
2017-06-03,69990
2017-06-06,67504
2017-06-07,68499
2017-06-08,69475
2017-06-09,69432
2017-06-10,68795
2017-06-11,67500
2017-06-12,66495
2017-06-13,67073
2017-06-14,67460
2017-06-15,67245
2017-06-16,66999
2017-06-17,67328
2017-06-18,67916
2017-06-19,68906
2017-06-20,69471
2017-06-21,70486
2017-06-22,71029
2017-06-23,70876
2017-06-24,71275
2017-06-25,70919
2017-06-26,70914
2017-06-27,71314
2017-06-28,71757
2017-06-29,71393
2017-06-30,70822
2017-07-01,71861
2017-07-02,71798
2017-07-03,72215
2017-07-04,73486
2017-07-05,72617
2017-07-06,73040
2017-07-07,73651
2017-07-08,73672
2017-07-13,76500
2017-07-14,78333
2017-07-15,78790
2017-07-16,78516
2017-07-17,78748
2017-07-18,79367
2017-07-19,79560
2017-07-20,79421
2017-07-21,79451
2017-07-22,79621
2017-07-23,79198
2017-07-24,80078
2017-07-25,79731
2017-07-26,80451
2017-07-27,80027
2017-07-28,80088
2017-07-29,80499
2017-07-30,81064
2017-07-31,81038
2017-08-01,81234
2017-08-02,81946
2017-08-03,82971
2017-08-04,84128
2017-08-05,84373
2017-08-06,83764
2017-08-09,83556
2017-08-10,82572
2017-08-11,82506
2017-08-12,81460
2017-08-13,80621
2017-08-14,78054
2017-08-15,76558
2017-08-16,75382
2017-08-17,73546
2017-08-18,72680
2017-08-19,71969
2017-08-20,72325
2017-08-22,70859
2017-08-23,70079
2017-08-24,70126
2017-08-25,70745
2017-08-26,71183
2017-08-27,71526
2017-08-28,71274
2017-08-29,71622
2017-08-30,72072
2017-08-31,72953
2017-09-01,73980
2017-09-02,74676
2017-09-03,75121
2017-09-04,75172
2017-09-05,75310
2017-09-06,75777
2017-09-07,75715
2017-09-08,74598
2017-09-09,74301
2017-09-10,74489
2017-09-11,74172
2017-09-12,73440
2017-09-13,73286
2017-09-14,72558
2017-09-15,72011
2017-09-16,71187
2017-09-17,71079
2017-09-19,71665
2017-09-20,72282
2017-09-21,72868
2017-09-22,74446
2017-09-23,75798
2017-09-24,74978
2017-09-25,73970
2017-09-26,72821
2017-09-27,71404
2017-09-28,71057
2017-09-29,71985
2017-09-30,72938
2017-10-01,71353
2017-10-02,71695
2017-10-03,71153
2017-10-04,71170
2017-10-05,71989
2017-10-06,72107
2017-10-07,72810
2017-10-08,73236
2017-10-09,73871
2017-10-10,74241
2017-10-11,74240
2017-10-12,73490
2017-10-13,73640
2017-10-14,73815
2017-10-15,72636
2017-10-16,71302
2017-10-17,69314
2017-10-18,68102
2017-10-19,67189
2017-10-20,65165
2017-10-21,64398
2017-10-22,63975
2017-10-23,64112
2017-10-24,64333
2017-10-25,64251
2017-10-26,63835
2017-10-27,64166
2017-10-28,63973
2017-10-29,64088
2017-10-30,64526
2017-10-31,65538
2017-11-01,66220
2017-11-02,67547
2017-11-03,68576
2017-11-04,69683
2017-11-05,68054
2017-11-06,67310
2017-11-07,66494
2017-11-08,66470
2017-11-09,65926
2017-11-10,65355
2017-11-11,64780
2017-11-12,64017
2017-11-13,63309
2017-11-14,62873
2017-11-15,62479
2017-11-16,61798
2017-11-17,60037
2017-11-18,58256
2017-11-19,56692
2017-11-20,54234
2017-11-21,52585
2017-11-22,51776
2017-11-23,51871
2017-11-24,51670
2017-11-25,51852
2017-11-26,52936
2017-11-27,54928
2017-11-28,54703
2017-11-29,55216
2017-11-30,56374
2017-12-01,58656
2017-12-02,59925
2017-12-03,60733
2017-12-04,61965
2017-12-05,63553
2017-12-06,64450
2017-12-07,64923
2017-12-08,65739
2017-12-09,66865
2017-12-10,66849
2017-12-11,66660
2017-12-12,65510
2017-12-14,64444
2017-12-15,64280
2017-12-17,65394
2017-12-18,66276
2017-12-19,67736
2017-12-20,69303
2017-12-21,69253
2017-12-22,70244
2017-12-23,70806
2017-12-24,70953
2017-12-25,72068
2017-12-26,72090
2017-12-27,72916
2017-12-28,73770
2017-12-29,74166
2017-12-30,74839
2017-12-31,73106
2018-01-01,72318
2018-01-02,72580
2018-01-03,71921
2018-01-04,72268
2018-01-05,72162
2018-01-06,70561
2018-01-07,69501
2018-01-08,67617
2018-01-09,67030
2018-01-10,67145
2018-01-11,67157
2018-01-12,66903
2018-01-13,66920
2018-01-14,66553
2018-01-15,66952
2018-01-16,67087
2018-01-17,68583
2018-01-18,70760
2018-01-19,71282
2018-01-20,72060
2018-01-21,73300
2018-01-22,73999
2018-01-23,74595
2018-01-25,76605
2018-01-26,78231
2018-01-27,79202
2018-01-28,78904
2018-01-29,77722
2018-01-31,76620
2018-02-01,76029
2018-02-02,75594
2018-02-03,75112
2018-02-04,74985
2018-02-05,74720
2018-02-06,74430
2018-02-07,73506
2018-02-08,72627
2018-02-09,72853
2018-02-10,73380
2018-02-11,73979
2018-02-12,76108
2018-02-13,79784
2018-02-14,83774
2018-02-15,87963
2018-02-16,92362
2018-02-17,96965
2018-02-18,101797
2018-02-19,106844
2018-02-20,111856
2018-02-21,113917
2018-02-22,114078
2018-02-23,113796
2018-02-24,109914
2018-02-25,107972
2018-02-26,104935
2018-02-27,100939
2018-03-01,96462
2018-03-02,93953
2018-03-03,92039
2018-03-04,91641
2018-03-05,91455
2018-03-06,91991
2018-03-07,92578
2018-03-08,94670
2018-03-09,93336
2018-03-10,93471
2018-03-11,92774
2018-03-12,92626
2018-03-13,93020
2018-03-14,93134
2018-03-15,94078
2018-03-16,94053
2018-03-17,94212
2018-03-18,94811
2018-03-19,93605
2018-03-20,93936
2018-03-21,94056
2018-03-23,95100
2018-03-24,96275
2018-03-26,97986
2018-03-27,97054
2018-03-28,97904
2018-03-29,97354
2018-03-30,97319
2018-03-31,97366
2018-04-01,95976
2018-04-02,96337
2018-04-03,96175
2018-04-04,96610
2018-04-05,97270
2018-04-06,97805
2018-04-07,97955
2018-04-08,97721
2018-04-09,99811
2018-04-10,100330
2018-04-11,100757
2018-04-12,100353
2018-04-13,100256
2018-04-14,98727
2018-04-15,99244
2018-04-16,100242
2018-04-17,100023
2018-04-18,98007
2018-04-19,99351
2018-04-20,99861
2018-04-21,97923
2018-04-22,97620
2018-04-23,96154
2018-04-24,94221
2018-04-25,91359
2018-04-26,87841
2018-04-27,83747
2018-04-28,80011
2018-04-29,76588
2018-04-30,75064
2018-05-01,75653
2018-05-04,78526
2018-05-05,79629
2018-05-06,81776
2018-05-07,83868
2018-05-08,86204
2018-05-09,87346
2018-05-10,89640
2018-05-11,92224
2018-05-12,94872
2018-05-13,97619
2018-05-14,100122
2018-05-15,102895
2018-05-16,105631
2018-05-17,107796
2018-05-18,108619
2018-05-19,107603
2018-05-20,107456
2018-05-21,107435
2018-05-22,105705
2018-05-23,105331
2018-05-24,102754
2018-05-25,101998
2018-05-26,101183
2018-05-27,99259
2018-05-28,98061
2018-05-29,96464
2018-05-30,96947
2018-05-31,97822
2018-06-01,97662
2018-06-02,96867
2018-06-03,95894
2018-06-04,95046
2018-06-05,95613
2018-06-06,94082
2018-06-07,92965
2018-06-08,91624
2018-06-09,88832
2018-06-10,86858
2018-06-11,85425
2018-06-12,85384
2018-06-13,84075
2018-06-14,84279
2018-06-15,83346
2018-06-16,80911
2018-06-17,80319
2018-06-18,80283
2018-06-19,81331
2018-06-20,82212
2018-06-21,83907
2018-06-22,85299
2018-06-23,86202
2018-06-24,86792
2018-06-25,87994
2018-06-26,88435
2018-06-27,88359
2018-06-28,88424
2018-06-29,88474
2018-06-30,88653
2018-07-01,88525
2018-07-02,88619
2018-07-03,88715
2018-07-04,88760
2018-07-05,88824
2018-07-06,89517
2018-07-07,90033
2018-07-08,90323
2018-07-09,90974
2018-07-10,91990
2018-07-11,93252
2018-07-12,94102
2018-07-13,97096
2018-07-14,98467
2018-07-15,99184
2018-07-16,99275
2018-07-17,100918
2018-07-18,101315
2018-07-19,101279
2018-07-20,100240
2018-07-21,98957
2018-07-22,97570
2018-07-23,96720
2018-07-24,94901
2018-07-25,94099
2018-07-26,93695
2018-07-27,92964
2018-07-28,92584
2018-07-29,93781
2018-07-30,95842
2018-07-31,97854
2018-08-01,100168
2018-08-02,102739
2018-08-03,104637
2018-08-04,104747
2018-08-05,105127
2018-08-06,104800
2018-08-07,105008
2018-08-08,105070
2018-08-09,104681
2018-08-10,105010
2018-08-11,104250
2018-08-12,104298
2018-08-14,103605
2018-08-16,103591
2018-08-17,102851
2018-08-18,102374
2018-08-19,103171
2018-08-20,103628
2018-08-21,103722
2018-08-22,105266
2018-08-23,108051
2018-08-24,110203
2018-08-25,113686
2018-08-26,115093
2018-08-27,116459
2018-08-28,119378
2018-08-29,121591
2018-08-30,122469
2018-08-31,123047
2018-09-01,123498
2018-09-02,124281
2018-09-03,123575
2018-09-04,122413
2018-09-05,119736
2018-09-06,116487
2018-09-07,113159
2018-09-08,110830
2018-09-09,108664
2018-09-10,105352
2018-09-11,101944
2018-09-12,99936
2018-09-13,98985
2018-09-14,98678
2018-09-15,98616
2018-09-16,99293
2018-09-17,98867
2018-09-18,101600
2018-09-19,102036
2018-09-20,102111
2018-09-21,102340
2018-09-22,102229
2018-09-23,102563
2018-09-24,103191
2018-09-25,103135
2018-09-26,104601
2018-09-27,107691
2018-09-28,108860
2018-09-29,110015
2018-09-30,109847
2018-10-02,109435
2018-10-03,111288
2018-10-04,113783
2018-10-05,114994
2018-10-06,114249
2018-10-07,113325
2018-10-08,113343
2018-10-09,115592
2018-10-10,114642
2018-10-11,113568
2018-10-12,111935
2018-10-13,109739
2018-10-14,108191
2018-10-15,106779
2018-10-16,104597
2018-10-17,103495
2018-10-18,102621
2018-10-19,102361
2018-10-20,101902
2018-10-21,101824
2018-10-22,101203
2018-10-23,101963
2018-10-24,102203
2018-10-25,101509
2018-10-26,101755
2018-10-27,100936
2018-10-28,100232
2018-10-29,97742
2018-10-30,96993
2018-10-31,97364
2018-11-01,96949
2018-11-03,97668
2018-11-04,97496
2018-11-05,98544
2018-11-06,99243
2018-11-07,100888
2018-11-08,102120
2018-11-09,102485
2018-11-10,101742
2018-11-11,101901
2018-11-12,103223
2018-11-13,104691
2018-11-15,105544
2018-11-16,105406
2018-11-17,105180
2018-11-18,104162
2018-11-19,103947
2018-11-20,102386
2018-11-21,101757
2018-11-22,100112
2018-11-23,99122
2018-11-24,99324
2018-11-25,99527
2018-11-26,99953
2018-11-27,100885
2018-11-28,101227
2018-11-29,101289
2018-12-01,102052
2018-12-02,102185
2018-12-03,102070
2018-12-04,102775
2018-12-05,102825
2018-12-07,103815
2018-12-09,103784
2018-12-10,103654
2018-12-11,104583
2018-12-12,103906
2018-12-13,104210
2018-12-14,103852
2018-12-15,103903
2018-12-16,103072
2018-12-17,103120
2018-12-18,103900
2018-12-19,103876
2018-12-20,103820
2018-12-21,103380
2018-12-22,103609
2018-12-23,103820
2018-12-24,103930
2018-12-25,104507
2018-12-26,105378
2018-12-27,105251
2018-12-28,103627
2018-12-29,103992
2018-12-30,103221
2018-12-31,103202
2019-01-01,103482
2019-01-02,103516
2019-01-03,103330
2019-01-04,102716
2019-01-05,103138
2019-01-06,102205
2019-01-08,102416
2019-01-10,99710
2019-01-11,98382
2019-01-12,95986
2019-01-13,93634
2019-01-14,92845
2019-01-15,91992
2019-01-16,91944
2019-01-17,93080
2019-01-18,94615
2019-01-19,95432
2019-01-20,95769
2019-01-21,95703
2019-01-22,96987
2019-01-23,97802
2019-01-24,97590
2019-01-25,99133
2019-01-26,97587
2019-01-27,98240
2019-01-28,97600
2019-01-29,97635
2019-01-30,97718
2019-01-31,98031
2019-02-01,97302
2019-02-02,98937
2019-02-03,97540
2019-02-04,97875
2019-02-05,98394
2019-02-06,99981
2019-02-07,99778
2019-02-08,101169
2019-02-09,98749
2019-02-10,97997
2019-02-11,99083
2019-02-12,97698
2019-02-13,97594
2019-02-14,96653
2019-02-15,97395
2019-02-16,97455
2019-02-17,97372
2019-02-18,96228
2019-02-19,97009
2019-02-20,97228
2019-02-21,98145
2019-02-22,99248
2019-02-23,101495
2019-02-24,101098
2019-02-25,100740
2019-02-26,101834
2019-02-27,104014
2019-02-28,108936
2019-03-01,112972
2019-03-02,116440
2019-03-03,116182
2019-03-04,113637
2019-03-05,112639
2019-03-06,112222
2019-03-07,110197
2019-03-08,107554
2019-03-09,105082
2019-03-10,103761
2019-03-11,103541
2019-03-12,101459
2019-03-13,98733
2019-03-14,97956
2019-03-15,97261
2019-03-16,97902
2019-03-17,97377
2019-03-18,98272
2019-03-19,97543
2019-03-20,97545
2019-03-21,97317
2019-03-22,97083
2019-03-23,97045
2019-03-24,96641
2019-03-25,95536
2019-03-26,94445
2019-03-27,92320
2019-03-28,91619
2019-03-29,91421
2019-03-30,92517
2019-03-31,92685
2019-04-01,91996
2019-04-02,93004
2019-04-03,93582
2019-04-04,93670
2019-04-05,94726
2019-04-06,94572
2019-04-07,96429
2019-04-08,97491
