date_obj,Bandos%20godsword price
2016-10-04,2775298
2016-10-05,2757666
2016-10-06,2756355
2016-10-07,2792641
2016-10-08,2828047
2016-10-09,2832623
2016-10-10,2815876
2016-10-11,2792238
2016-10-12,2774067
2016-10-13,2752583
2016-10-14,2750052
2016-10-15,2779191
2016-10-16,2811633
2016-10-17,2790561
2016-10-18,2757004
2016-10-19,2737290
2016-10-20,2734359
2016-10-21,2736567
2016-10-22,2768483
2016-10-23,2794212
2016-10-24,2818751
2016-10-25,2805806
2016-10-26,2865367
2016-10-27,3008636
2016-10-28,3159068
2016-10-29,3317022
2016-10-30,3482874
2016-10-31,3655001
2016-11-01,3678171
2016-11-02,3839500
2016-11-03,3884432
2016-11-04,3892047
2016-11-05,3932979
2016-11-06,3922538
2016-11-07,3843636
2016-11-08,3788970
2016-11-09,3724632
2016-11-10,3540078
2016-11-11,3534232
2016-11-12,3456762
2016-11-13,3351302
2016-11-14,3254274
2016-11-15,3189692
2016-12-07,3121962
2016-12-08,3113312
2016-12-09,3107116
2016-12-10,3036861
2016-12-11,3000500
2016-12-12,2987915
2016-12-13,2994458
2016-12-14,2980967
2016-12-15,3005608
2016-12-16,3028442
2016-12-17,3017281
2016-12-18,3030813
2016-12-19,3024108
2016-12-20,3037045
2016-12-21,3061107
2016-12-22,3063766
2016-12-23,3086786
2016-12-24,3176184
2016-12-25,3123124
2016-12-26,3206519
2016-12-27,3325273
2016-12-28,3444413
2016-12-29,3451656
2016-12-30,3481903
2016-12-31,3466027
2017-01-01,3432022
2017-01-02,3432353
2017-01-03,3435561
2017-01-04,3383024
2017-01-05,3233799
2017-01-06,3216176
2017-01-07,3298990
2017-01-08,3330806
2017-01-09,3235321
2017-01-10,3133242
2017-01-11,3098380
2017-01-12,3049548
2017-01-13,3050436
2017-01-14,3101446
2017-01-15,3127822
2017-01-16,3167509
2017-01-17,3198197
2017-01-18,3212313
2017-01-19,3155661
2017-01-20,3109661
2017-01-21,3099530
2017-01-22,3091660
2017-01-23,3055749
2017-01-27,2902401
2017-01-28,2914240
2017-01-29,2963751
2017-01-30,3007462
2017-01-31,3035708
2017-02-01,3059031
2017-02-02,3036159
2017-02-03,3008524
2017-02-04,2990651
2017-02-05,2980310
2017-02-06,2970003
2017-02-07,2964435
2017-02-08,2891656
2017-02-09,2851238
2017-02-10,2873840
2017-02-11,2977725
2017-02-12,2995804
2017-02-13,3008076
2017-02-14,2975619
2017-02-15,2927164
2017-02-16,2912351
2017-02-18,2945963
2017-02-19,2908852
2017-02-20,2902825
2017-02-21,2867034
2017-02-22,2821798
2017-02-23,2703775
2017-02-24,2697666
2017-02-25,2723493
2017-02-26,2767107
2017-02-27,2796322
2017-02-28,2777243
2017-03-01,2751984
2017-03-02,2736812
2017-03-03,2760935
2017-03-04,2796177
2017-03-05,2792607
2017-03-06,2778166
2017-03-07,2787746
2017-03-08,2801868
2017-03-09,2789255
2017-03-10,2777071
2017-03-11,2773169
2017-03-12,2799007
2017-03-13,2789336
2017-03-14,2775048
2017-03-15,2783078
2017-03-16,2791813
2017-03-17,2774989
2017-03-18,2765852
2017-03-19,2732763
2017-03-20,2693004
2017-03-21,2653196
2017-03-22,2605531
2017-03-23,2595412
2017-03-24,2576181
2017-03-25,2583574
2017-03-26,2612863
2017-03-27,2589513
2017-03-28,2566174
2017-03-29,2544304
2017-03-30,2536429
2017-03-31,2558071
2017-04-01,2568163
2017-04-02,2563360
2017-04-03,2538761
2017-04-04,2513540
2017-04-05,2507589
2017-04-12,2487211
2017-04-13,2500521
2017-04-14,2472502
2017-04-15,2473142
2017-04-16,2471537
2017-04-17,2474055
2017-04-18,2479523
2017-04-19,2482869
2017-04-20,2472962
2017-04-21,2478307
2017-04-22,2477129
2017-04-23,2475416
2017-04-24,2474731
2017-04-25,2471464
2017-04-26,2461940
2017-04-27,2456766
2017-04-28,2452101
2017-04-29,2471031
2017-04-30,2526768
2017-05-01,2531560
2017-05-02,2516906
2017-05-03,2502092
2017-05-04,2507186
2017-05-05,2550629
2017-05-06,2628837
2017-05-07,2676509
2017-05-08,2721886
2017-05-09,2690717
2017-05-10,2670723
2017-05-11,2653617
2017-05-12,2727900
2017-05-13,2768476
2017-05-14,2791280
2017-05-15,2814702
2017-05-16,2843624
2017-05-17,2864799
2017-05-18,2824279
2017-05-19,2736309
2017-05-20,2715339
2017-05-21,2707961
2017-05-22,2692808
2017-05-23,2667231
2017-05-24,2562720
2017-05-25,2471341
2017-05-26,2438440
2017-05-27,2482815
2017-05-28,2588623
2017-05-29,2659209
2017-05-30,2606493
2017-05-31,2608876
2017-06-01,2537032
2017-06-02,2530600
2017-06-03,2551523
2017-06-04,2644003
2017-06-05,2769534
2017-06-06,2837329
2017-06-07,2788428
2017-06-08,2803901
2017-06-09,2809189
2017-06-10,2809146
2017-06-11,2738059
2017-06-12,2606353
2017-06-13,2548112
2017-06-14,2591491
2017-06-15,2601720
2017-06-16,2665230
2017-06-17,2703788
2017-06-18,2739513
2017-06-19,2716459
2017-06-20,2679607
2017-06-21,2650964
2017-06-22,2620519
2017-06-23,2615932
2017-06-24,2665614
2017-06-25,2675380
2017-06-26,2674932
2017-06-27,2735042
2017-06-28,2722823
2017-06-29,2706378
2017-06-30,2676881
2017-07-01,2652496
2017-07-02,2629056
2017-07-03,2616840
2017-07-04,2579561
2017-07-05,2557121
2017-07-06,2480156
2017-07-07,2464574
2017-07-08,2529081
2017-07-09,2534850
2017-07-13,2596491
2017-07-14,2571760
2017-07-15,2573802
2017-07-16,2605251
2017-07-17,2640039
2017-07-18,2645142
2017-07-19,2626442
2017-07-20,2630590
2017-07-21,2647538
2017-07-22,2689756
2017-07-23,2661596
2017-07-24,2677346
2017-07-25,2658307
2017-07-26,2641120
2017-07-27,2625679
2017-07-28,2606529
2017-07-29,2648383
2017-07-30,2632045
2017-07-31,2601730
2017-08-01,2590774
2017-08-02,2579590
2017-08-03,2615647
2017-08-04,2649074
2017-08-05,2679997
2017-08-06,2718845
2017-08-07,2712564
2017-08-08,2707815
2017-08-09,2673164
2017-08-10,2640335
2017-08-11,2653926
2017-08-12,2641347
2017-08-13,2638261
2017-08-14,2646196
2017-08-15,2661083
2017-08-16,2652830
2017-08-17,2642619
2017-08-18,2718741
2017-08-19,2765663
2017-08-20,2815030
2017-08-21,2838465
2017-08-22,2873619
2017-08-23,2864029
2017-08-24,2916811
2017-08-25,2897478
2017-08-26,2935578
2017-08-27,2916969
2017-08-28,2889206
2017-08-29,2884993
2017-08-30,2860084
2017-08-31,2816732
2017-09-01,2793138
2017-09-02,2779373
2017-09-03,2768915
2017-09-04,2772915
2017-09-05,2757258
2017-09-06,2734780
2017-09-07,2651556
2017-09-08,2641412
2017-09-09,2628380
2017-09-10,2631259
2017-09-11,2611869
2017-09-12,2618112
2017-09-13,2630663
2017-09-14,2640561
2017-09-15,2654629
2017-09-16,2708363
2017-09-17,2714980
2017-09-18,2682945
2017-09-19,2658550
2017-09-20,2633783
2017-09-22,2630332
2017-09-23,2627730
2017-09-24,2625822
2017-09-25,2612292
2017-09-26,2587466
2017-09-27,2563876
2017-09-28,2523003
2017-09-29,2574212
2017-09-30,2577105
2017-10-01,2558606
2017-10-02,2555340
2017-10-03,2571234
2017-10-04,2687017
2017-10-05,2821368
2017-10-06,2962341
2017-10-07,3110459
2017-10-08,3265982
2017-10-09,3429282
2017-10-10,3600747
2017-10-11,3780785
2017-10-12,3969825
2017-10-13,4168317
2017-10-14,4376733
2017-10-15,4594551
2017-10-16,4786464
2017-10-17,4878529
2017-10-18,4908686
2017-10-19,5154121
2017-10-20,5411637
2017-10-21,5681493
2017-10-22,5956455
2017-10-23,6153496
2017-10-24,6425360
2017-10-25,6568433
2017-10-26,6240011
2017-10-27,5933912
2017-10-28,5821239
2017-10-29,5744871
2017-10-30,5810800
2017-10-31,5901711
2017-11-01,5746205
2017-11-02,5512947
2017-11-03,5253531
2017-11-04,5285390
2017-11-05,5397417
2017-11-06,5424170
2017-11-07,5334465
2017-11-08,5516796
2017-11-09,5695196
2017-11-10,5659893
2017-11-11,5403703
2017-11-12,5133517
2017-11-13,4876841
2017-11-14,4632998
2017-11-15,4401772
2017-11-16,4201084
2017-11-17,4237172
2017-11-18,4323685
2017-11-19,4441923
2017-11-20,4356831
2017-11-21,4258883
2017-11-22,4170616
2017-11-23,4303262
2017-11-24,4514902
2017-11-25,4690931
2017-11-26,4919533
2017-11-27,5125010
2017-11-28,5326784
2017-11-29,5259336
2017-11-30,5200524
2017-12-01,5190160
2017-12-02,5264930
2017-12-03,5281169
2017-12-04,5287310
2017-12-05,5271410
2017-12-06,5240069
2017-12-07,5173835
2017-12-08,5102483
2017-12-09,5047273
2017-12-10,4961181
2017-12-11,4856082
2017-12-12,4791321
2017-12-13,4702806
2017-12-14,4631798
2017-12-15,4621145
2017-12-16,4659916
2017-12-17,4707074
2017-12-18,4847415
2017-12-19,4835153
2017-12-20,4892229
2017-12-21,4897044
2017-12-22,4941803
2017-12-23,4962473
2017-12-24,4957137
2017-12-25,4949113
2017-12-26,5021960
2017-12-27,5076195
2017-12-28,5228439
2017-12-29,5330011
2017-12-30,5555158
2017-12-31,5507127
2018-01-01,5480200
2018-01-02,5571191
2018-01-03,5461618
2018-01-04,5596110
2018-01-05,5872556
2018-01-06,6166089
2018-01-07,6474303
2018-01-08,6798019
2018-01-09,7137815
2018-01-10,7489605
2018-01-11,7858170
2018-01-12,8250733
2018-01-13,8663270
2018-01-14,9096236
2018-01-15,9551048
2018-01-16,9856000
2018-01-17,10181010
2018-01-18,10044778
2018-01-19,10116666
2018-01-20,10147334
2018-01-21,10385776
2018-01-22,10726458
2018-01-23,11219540
2018-01-24,11648638
2018-01-25,11366378
2018-01-26,11337252
2018-01-27,11301947
2018-01-28,11314021
2018-01-29,11134766
2018-01-30,10820052
2018-01-31,10352244
2018-02-01,9834631
2018-02-02,9345534
2018-02-03,9628814
2018-02-04,9504554
2018-02-05,9556623
2018-02-06,9405631
2018-02-07,9264079
2018-02-08,9130973
2018-02-09,9021010
2018-02-10,9441258
2018-02-11,9909507
2018-02-12,9955949
2018-02-13,9977961
2018-02-14,10074413
2018-02-15,10040622
2018-02-16,10070131
2018-02-17,10206192
2018-02-18,10231626
2018-02-19,10211551
2018-02-20,10131359
2018-02-21,9861127
2018-02-22,9790840
2018-02-23,9859934
2018-02-24,9929037
2018-02-25,10026468
2018-02-26,10085880
2018-02-27,10180231
2018-02-28,10137862
2018-03-01,10206892
2018-03-02,10297105
2018-03-03,10518230
2018-03-04,10771874
2018-03-05,10952690
2018-03-06,11106975
2018-03-07,10902731
2018-03-08,10895984
2018-03-09,10877700
2018-03-10,10966091
2018-03-11,11044077
2018-03-12,11021257
2018-03-13,10968494
2018-03-14,10918097
2018-03-15,10808339
2018-03-16,10770155
2018-03-17,10707664
2018-03-18,10727345
2018-03-20,10413639
2018-03-21,10219390
2018-03-22,10185374
2018-03-23,10111639
2018-03-24,10227968
2018-03-25,10398149
2018-03-26,10415489
2018-03-27,10479380
2018-03-28,10483585
2018-03-29,10513403
2018-03-30,10547022
2018-03-31,10654755
2018-04-01,10837938
2018-04-02,11122828
2018-04-03,11490226
2018-04-04,11637098
2018-04-05,11558316
2018-04-06,11320627
2018-04-07,11184239
2018-04-08,11106747
2018-04-09,10965913
2018-04-10,10880721
2018-04-11,10697299
2018-04-12,10553255
2018-04-13,10683619
2018-04-14,10866089
2018-04-15,11018242
2018-04-16,10927854
2018-04-17,10922897
2018-04-18,11028179
2018-04-19,11341035
2018-04-20,11650679
2018-04-21,11875366
2018-04-22,12048695
2018-04-23,12222952
2018-04-24,11979415
2018-04-25,11762433
2018-04-26,11789538
2018-04-27,11768472
2018-04-28,11723372
2018-04-29,11763526
2018-04-30,11809626
2018-05-01,11824975
2018-05-02,11818921
2018-05-03,11859656
2018-05-04,11877211
2018-05-05,12167279
2018-05-06,12273432
2018-05-07,12313672
2018-05-08,12439006
2018-05-09,12430772
2018-05-10,11968522
2018-05-11,11511263
2018-05-12,11822275
2018-05-13,11795566
2018-05-14,11841512
2018-05-15,11993077
2018-05-16,11934338
2018-05-17,11906387
2018-05-18,11955803
2018-05-19,11940043
2018-05-20,11908346
2018-05-21,11882698
2018-05-22,11876989
2018-05-23,11756507
2018-05-24,11726367
2018-05-25,11773407
2018-05-26,11798184
2018-05-27,11846374
2018-05-28,11841768
2018-05-29,11895117
2018-05-30,11915979
2018-05-31,11892796
2018-06-01,11806158
2018-06-02,11803082
2018-06-03,11824718
2018-06-04,11899014
2018-06-05,11844686
2018-06-06,12167307
2018-06-07,12746310
2018-06-08,12287610
2018-06-09,12241283
2018-06-10,12122123
2018-06-11,12103348
2018-06-12,12174049
2018-06-13,12073230
2018-06-14,12062259
2018-06-15,12092561
2018-06-16,12209533
2018-06-17,12236772
2018-06-18,12161854
2018-06-19,12081770
2018-06-20,12078892
2018-06-21,11959576
2018-06-22,11865533
2018-06-23,11841793
2018-06-24,11726395
2018-06-25,11649845
2018-06-26,11627580
2018-06-27,11552568
2018-06-28,11391928
2018-06-29,11202845
2018-06-30,11108600
2018-07-01,11115609
2018-07-02,10959007
2018-07-03,10813495
2018-07-04,10845381
2018-07-05,10939279
2018-07-06,11157585
2018-07-07,11262170
2018-07-08,11370118
2018-07-09,11661223
2018-07-10,11764562
2018-07-11,11848106
2018-07-12,11782575
2018-07-13,11819056
2018-07-14,11918713
2018-07-15,12011428
2018-07-16,12050963
2018-07-17,12080286
2018-07-18,12017071
2018-07-19,12022473
2018-07-20,12012070
2018-07-21,12004790
2018-07-22,12026986
2018-07-23,11962932
2018-07-24,11841711
2018-07-25,11600738
2018-07-26,11422837
2018-07-27,11154515
2018-07-28,11318996
2018-07-29,11451312
2018-07-30,11416009
2018-07-31,11401498
2018-08-01,11419145
2018-08-02,11364557
2018-08-03,11321935
2018-08-04,11360939
2018-08-05,11352308
2018-08-06,11376784
2018-08-07,11344312
2018-08-08,11185879
2018-08-09,10908398
2018-08-10,10813177
2018-08-11,10736337
2018-08-12,10717134
2018-08-14,10603154
2018-08-16,9861852
2018-08-17,9606562
2018-08-18,9870910
2018-08-19,10150875
2018-08-20,10473786
2018-08-21,10446652
2018-08-22,10349245
2018-08-23,10262704
2018-08-24,10210933
2018-08-25,10189771
2018-08-26,10258526
2018-08-27,10218538
2018-08-28,10220474
2018-08-29,10194436
2018-08-30,10155191
2018-08-31,10134899
2018-09-01,10185078
2018-09-02,10210314
2018-09-03,10274946
2018-09-04,10228269
2018-09-05,10088047
2018-09-06,10035593
2018-09-07,9977892
2018-09-08,9915506
2018-09-09,9824555
2018-09-10,9638664
2018-09-11,9475873
2018-09-12,9330310
2018-09-13,9246769
2018-09-14,9245622
2018-09-15,9248377
2018-09-16,9257788
2018-09-17,9285404
2018-09-18,9296981
2018-09-19,9253500
2018-09-20,9210656
2018-09-21,9167348
2018-09-22,9205357
2018-09-23,9286159
2018-09-24,9278006
2018-09-25,9360454
2018-09-26,9305504
2018-09-27,9272747
2018-09-28,9285437
2018-09-29,9406950
2018-09-30,9538501
2018-10-01,9568648
2018-10-02,9558544
2018-10-03,9443266
2018-10-04,9363288
2018-10-05,9368110
2018-10-06,9382665
2018-10-07,9419371
2018-10-08,9393287
2018-10-09,9404982
2018-10-10,9398326
2018-10-11,9394729
2018-10-12,9390671
2018-10-13,9510551
2018-10-14,9824197
2018-10-15,9775923
2018-10-16,9782447
2018-10-17,9753833
2018-10-18,9753833
2018-10-19,9847732
2018-10-20,9925368
2018-10-21,9903058
2018-10-22,9889450
2018-10-23,9897096
2018-10-24,9796868
2018-10-25,9702781
2018-10-26,9780965
2018-10-27,9842948
2018-10-28,9864566
2018-10-29,9818619
2018-10-30,9806452
2018-10-31,9757957
2018-11-01,9688944
2018-11-03,9685521
2018-11-04,9788022
2018-11-05,9806123
2018-11-06,9764123
2018-11-07,9752915
