date_obj,Jar%20of%20miasma price
2017-03-13,304890
2017-03-14,304890
2017-03-15,304890
2017-03-16,304890
2017-03-17,290302
2017-03-18,290302
2017-03-19,290302
2017-03-20,290302
2017-03-21,290302
2017-03-22,290302
2017-03-23,290302
2017-03-24,290302
2017-03-25,290302
2017-03-26,290302
2017-03-27,290302
2017-03-28,290302
2017-03-29,290302
2017-03-30,290302
2017-03-31,290302
2017-04-01,290302
2017-04-02,276481
2017-04-03,276481
2017-04-04,276481
2017-04-12,276481
2017-04-13,276481
2017-04-14,276481
2017-04-15,276481
2017-04-16,276481
2017-04-17,276481
2017-04-18,263268
2017-04-19,263268
2017-04-20,263268
2017-04-21,263268
2017-04-22,263268
2017-04-23,263268
2017-04-24,263268
2017-04-25,263268
2017-04-26,263268
2017-04-27,263268
2017-04-28,263268
2017-04-29,263268
2017-04-30,263268
2017-05-01,263268
2017-05-02,263268
2017-05-03,250754
2017-05-04,250754
2017-05-05,250754
2017-05-06,250754
2017-05-07,250754
2017-05-08,250754
2017-05-09,250754
2017-05-10,250754
2017-05-11,250754
2017-05-12,250754
2017-05-13,250754
2017-05-14,250754
2017-05-15,238818
2017-05-16,238818
2017-05-17,238818
2017-05-18,238818
2017-05-19,238818
2017-05-20,238818
2017-05-21,238818
2017-05-22,238818
2017-05-23,238818
2017-05-24,238818
2017-05-25,238818
2017-05-26,238818
2017-05-27,238818
2017-05-28,227307
2017-05-29,227307
2017-05-30,227307
2017-05-31,227307
2017-06-01,227307
2017-06-02,227307
2017-06-03,227307
2017-06-04,227307
2017-06-06,227307
2017-06-07,216544
2017-06-08,216544
2017-06-09,216544
2017-06-10,216544
2017-06-11,216544
2017-06-12,216544
2017-06-13,216544
2017-06-14,216544
2017-06-15,216544
2017-06-16,216544
2017-06-17,216544
2017-06-18,216544
2017-06-19,216544
2017-06-20,206091
2017-06-21,206091
2017-06-22,206091
2017-06-23,206091
2017-06-24,206091
2017-06-25,206091
2017-06-26,206091
2017-06-27,206091
2017-06-28,206091
2017-06-29,206091
2017-06-30,206091
2017-07-01,206091
2017-07-02,206091
2017-07-03,206091
2017-07-04,206091
2017-07-05,196121
2017-07-06,196121
2017-07-07,196121
2017-07-08,196121
2017-07-13,196121
2017-07-14,196121
2017-07-15,196121
2017-07-16,196121
2017-07-17,196121
2017-07-18,196121
2017-07-19,196121
2017-07-20,196121
2017-07-21,186628
2017-07-22,186628
2017-07-23,186628
2017-07-24,186628
2017-07-25,186628
2017-07-26,186628
2017-07-27,186628
2017-07-28,186628
2017-07-29,186628
2017-07-30,186628
2017-07-31,186628
2017-08-01,186628
2017-08-02,186628
2017-08-03,177566
2017-08-04,177566
2017-08-05,177566
2017-08-06,177566
2017-08-09,177566
2017-08-10,177566
2017-08-11,177566
2017-08-12,177566
2017-08-13,177566
2017-08-14,177566
2017-08-15,168981
2017-08-16,168981
2017-08-17,168981
2017-08-18,168981
2017-08-19,168981
2017-08-20,168981
2017-08-21,168981
2017-08-22,168981
2017-08-23,168981
2017-08-24,168981
2017-08-25,168981
2017-08-26,160826
2017-08-27,160826
2017-08-28,160826
2017-08-29,160826
2017-08-30,160826
2017-08-31,160826
2017-09-01,160826
2017-09-02,160826
2017-09-03,160826
2017-09-04,160826
2017-09-05,160826
2017-09-06,160826
2017-09-07,152879
2017-09-08,152879
2017-09-09,152879
2017-09-10,152879
2017-09-11,152879
2017-09-12,152879
2017-09-13,152879
2017-09-14,152879
2017-09-15,152879
2017-09-16,152879
2017-09-17,152879
2017-09-19,152879
2017-09-20,145657
2017-09-21,145657
2017-09-22,145657
2017-09-23,145657
2017-09-24,145657
2017-09-25,145657
2017-09-26,145657
2017-09-27,145657
2017-09-28,145657
2017-09-29,145657
2017-09-30,145657
2017-10-01,145657
2017-10-02,145657
2017-10-03,145657
2017-10-04,145657
2017-10-05,138661
2017-10-06,138661
2017-10-07,138661
2017-10-08,138661
2017-10-09,138661
2017-10-10,138661
2017-10-11,138661
2017-10-12,138661
2017-10-13,138661
2017-10-14,138661
2017-10-15,138661
2017-10-16,138661
2017-10-17,138661
2017-10-18,138661
2017-10-19,131958
2017-10-20,131958
2017-10-21,131958
2017-10-22,131958
2017-10-23,131958
2017-10-24,131958
2017-10-25,131958
2017-10-26,131958
2017-10-27,131958
2017-10-28,131958
2017-10-29,131958
2017-10-30,125606
2017-10-31,125606
2017-11-01,125606
2017-11-02,125606
2017-11-03,125606
2017-11-04,125606
2017-11-05,125606
2017-11-06,125606
2017-11-07,125606
2017-11-08,125606
2017-11-09,125606
2017-11-10,125606
2017-11-11,119745
2017-11-12,119745
2017-11-13,119745
2017-11-14,119745
2017-11-15,119745
2017-11-16,119745
2017-11-17,119745
2017-11-18,119745
2017-11-19,119745
2017-11-20,119745
2017-11-21,119745
2017-11-22,119745
2017-11-23,119745
2017-11-24,119745
2017-11-25,114804
2017-11-26,114804
2017-11-27,114804
2017-11-28,114804
2017-11-29,114804
2017-11-30,114804
2017-12-01,114804
2017-12-02,114804
2017-12-03,114804
2017-12-04,114804
2017-12-05,114804
2017-12-06,114804
2017-12-07,114804
2017-12-08,114804
2017-12-09,114804
2017-12-10,109271
2017-12-11,109271
2017-12-12,109271
2017-12-14,109271
2017-12-15,109271
2017-12-16,109271
2017-12-17,109271
2017-12-18,109271
2017-12-19,109271
2017-12-20,109271
2017-12-21,109271
2017-12-22,109271
2017-12-23,109271
2017-12-24,104578
2017-12-25,104578
2017-12-26,104578
2017-12-27,104578
2017-12-28,104578
2017-12-29,104578
2017-12-30,104578
2017-12-31,104578
2018-01-01,104578
2018-01-02,104578
2018-01-03,104578
2018-01-04,104578
2018-01-05,99537
2018-01-06,99537
2018-01-07,99537
2018-01-08,99537
2018-01-09,99537
2018-01-10,99537
2018-01-11,99537
2018-01-12,99537
2018-01-13,99537
2018-01-14,99537
2018-01-15,94774
2018-01-16,94774
2018-01-17,94774
2018-01-18,94774
2018-01-19,94774
2018-01-20,94774
2018-01-21,94774
2018-01-22,94774
2018-01-23,94774
2018-01-25,90168
2018-01-26,90168
2018-01-27,90168
2018-01-28,90168
2018-01-29,90168
2018-01-30,85912
2018-01-31,85912
2018-02-01,85912
2018-02-02,85912
2018-02-03,85912
2018-02-04,85912
2018-02-05,85912
2018-02-06,81789
2018-02-07,81789
2018-02-08,81789
2018-02-09,81789
2018-02-10,81789
2018-02-11,81789
2018-02-12,81789
2018-02-13,78315
2018-02-14,78315
2018-02-15,78315
2018-02-16,78315
2018-02-17,78315
2018-02-18,78315
2018-02-19,74956
2018-02-20,74956
2018-02-21,74956
2018-02-22,74956
2018-02-23,74956
2018-02-24,74956
2018-02-25,74956
2018-02-26,71571
2018-02-27,71571
2018-02-28,71571
2018-03-01,71571
2018-03-02,71571
2018-03-03,71571
2018-03-04,71571
2018-03-05,68752
2018-03-06,68752
2018-03-07,68752
2018-03-08,68752
2018-03-09,68752
2018-03-10,68752
2018-03-11,68752
2018-03-12,65789
2018-03-13,65789
2018-03-14,65789
2018-03-15,65789
2018-03-16,65789
2018-03-17,65789
2018-03-18,65789
2018-03-19,65789
2018-03-20,65323
2018-03-21,65323
2018-03-23,65323
2018-03-24,65323
2018-03-25,65323
2018-03-26,65323
2018-03-27,65323
2018-03-28,65323
2018-03-29,66684
2018-03-30,66684
2018-03-31,66684
2018-04-01,66684
2018-04-02,66684
2018-04-03,66684
2018-04-04,66684
2018-04-05,66684
2018-04-06,66684
2018-04-07,69492
2018-04-08,69492
2018-04-09,69492
2018-04-10,69492
2018-04-11,69492
2018-04-12,69492
2018-04-13,69492
2018-04-14,69492
2018-04-15,68831
2018-04-16,68831
2018-04-17,68831
2018-04-18,68831
2018-04-19,68831
2018-04-20,68831
2018-04-21,68831
2018-04-22,68831
2018-04-23,70178
2018-04-24,70178
2018-04-25,70178
2018-04-26,70178
2018-04-27,70178
2018-04-28,70178
2018-04-29,70178
2018-04-30,70501
2018-05-01,70501
2018-05-04,70501
2018-05-05,70501
2018-05-06,70501
2018-05-07,72301
2018-05-08,72301
2018-05-09,72301
2018-05-10,72301
2018-05-11,72301
2018-05-12,72301
2018-05-13,72301
2018-05-14,72301
2018-05-15,68987
2018-05-16,68987
2018-05-17,68987
2018-05-18,68987
2018-05-19,68987
2018-05-20,68987
2018-05-21,68987
2018-05-22,68987
2018-05-23,68806
2018-05-24,68806
2018-05-25,68806
2018-05-26,68806
2018-05-27,68806
2018-05-28,68806
2018-05-29,68806
2018-05-30,68806
2018-05-31,67165
2018-06-01,67165
2018-06-02,67165
2018-06-03,67165
2018-06-04,67165
2018-06-05,67165
2018-06-06,67165
2018-06-07,67165
2018-06-08,65683
2018-06-09,65683
2018-06-10,65683
2018-06-11,65683
2018-06-12,65683
2018-06-13,65683
2018-06-14,65683
2018-06-15,65683
2018-06-16,63262
2018-06-17,63262
2018-06-18,63262
2018-06-19,63262
2018-06-20,63262
2018-06-21,63262
2018-06-22,63262
2018-06-23,63262
2018-06-24,60560
2018-06-25,60560
2018-06-26,60560
2018-06-27,60560
2018-06-28,60560
2018-06-29,60560
2018-06-30,60560
2018-07-01,60560
2018-07-02,60560
2018-07-03,58361
2018-07-04,58361
2018-07-05,58361
2018-07-06,58361
2018-07-07,58361
2018-07-08,58361
2018-07-09,58361
2018-07-10,58361
2018-07-11,56590
2018-07-12,56590
2018-07-13,56590
2018-07-14,56590
2018-07-15,56590
2018-07-16,56590
2018-07-17,56590
2018-07-18,56590
2018-07-19,54237
2018-07-20,54237
2018-07-21,54237
2018-07-22,54237
2018-07-23,54237
2018-07-24,54237
2018-07-25,54237
2018-07-26,53912
2018-07-27,53912
2018-07-28,53912
2018-07-29,53912
2018-07-30,53912
2018-07-31,53912
2018-08-01,53912
2018-08-02,53912
2018-08-03,52060
2018-08-04,52060
2018-08-05,52060
2018-08-06,52060
2018-08-07,52060
2018-08-08,52060
2018-08-09,52060
2018-08-10,52060
2018-08-11,49673
2018-08-12,49673
2018-08-14,49673
2018-08-16,49673
2018-08-17,49673
2018-08-18,49673
2018-08-19,47616
2018-08-20,47616
2018-08-21,47616
2018-08-22,47616
2018-08-23,47616
2018-08-24,47616
2018-08-25,47616
2018-08-26,47616
2018-08-27,46320
2018-08-28,46320
2018-08-29,46320
2018-08-30,46320
2018-08-31,46320
2018-09-01,46320
2018-09-02,46320
2018-09-03,46320
2018-09-04,46483
2018-09-05,46483
2018-09-06,46483
2018-09-07,46483
2018-09-08,46483
2018-09-09,46483
2018-09-10,46483
2018-09-11,46483
2018-09-12,46483
2018-09-13,46483
2018-09-14,46921
2018-09-15,46921
2018-09-16,46921
2018-09-17,46921
2018-09-18,46921
2018-09-19,46921
2018-09-20,46921
2018-09-21,48198
2018-09-22,48198
2018-09-23,48198
2018-09-24,48198
2018-09-25,48198
2018-09-26,48198
2018-09-27,48198
2018-09-28,48198
2018-09-29,48198
2018-09-30,50488
2018-10-02,50488
2018-10-03,50488
2018-10-04,50488
2018-10-05,50488
2018-10-06,50488
2018-10-07,50488
2018-10-08,50488
2018-10-09,51885
2018-10-10,51885
2018-10-11,51885
2018-10-12,51885
2018-10-13,51885
2018-10-14,51885
2018-10-15,51885
2018-10-16,51885
2018-10-17,54151
2018-10-18,54151
2018-10-19,54151
2018-10-20,54151
2018-10-21,54151
2018-10-22,54151
2018-10-23,54151
2018-10-24,54151
2018-10-25,56414
2018-10-26,56414
2018-10-27,56414
2018-10-28,56414
2018-10-29,56414
2018-10-30,56414
2018-10-31,56414
2018-11-01,58944
2018-11-03,58944
2018-11-04,58944
2018-11-05,58944
2018-11-06,58944
2018-11-07,58944
2018-11-08,60066
2018-11-09,60066
2018-11-10,60066
2018-11-11,60066
2018-11-12,60066
2018-11-13,60066
2018-11-14,60066
2018-11-15,62599
2018-11-16,62599
2018-11-17,62599
2018-11-18,62599
2018-11-19,62599
2018-11-20,62599
2018-11-21,62599
2018-11-22,62599
2018-11-23,65729
2018-11-24,65729
2018-11-25,65729
2018-11-26,65729
2018-11-27,65729
2018-11-28,65729
2018-11-29,65729
2018-12-01,68926
2018-12-02,68926
2018-12-03,68926
2018-12-04,68926
2018-12-05,68926
2018-12-07,68926
2018-12-09,68926
2018-12-10,72266
2018-12-11,72266
2018-12-12,72266
2018-12-13,72266
2018-12-14,72266
2018-12-15,72266
2018-12-16,72266
2018-12-17,72266
2018-12-18,75004
2018-12-19,75004
2018-12-20,75004
2018-12-21,75004
2018-12-22,75004
2018-12-23,75004
2018-12-24,75004
2018-12-25,75004
2018-12-26,76505
2018-12-27,76505
2018-12-28,76505
2018-12-29,76505
2018-12-30,76505
2018-12-31,76505
2019-01-01,76505
2019-01-02,76505
2019-01-03,75631
2019-01-04,75631
2019-01-05,75631
2019-01-06,75631
2019-01-08,75631
2019-01-10,72395
2019-01-11,72395
2019-01-12,72395
2019-01-13,72395
2019-01-14,72395
2019-01-15,72395
2019-01-16,68931
2019-01-17,68931
2019-01-18,68931
2019-01-19,68931
2019-01-20,68931
2019-01-21,68931
2019-01-22,65597
2019-01-23,65597
2019-01-24,65597
2019-01-25,65597
2019-01-26,65597
2019-01-27,65597
2019-01-28,63009
2019-01-29,63009
2019-01-30,63009
2019-01-31,63009
2019-02-01,63009
2019-02-02,60277
2019-02-03,60277
2019-02-04,60277
2019-02-05,60277
2019-02-06,60277
2019-02-07,60277
2019-02-08,60277
2019-02-09,59118
2019-02-10,59118
2019-02-11,59118
2019-02-12,59118
2019-02-13,59118
2019-02-14,59118
2019-02-15,58740
2019-02-16,58740
2019-02-17,58740
2019-02-18,58740
2019-02-19,58740
2019-02-20,58740
2019-02-21,58170
2019-02-22,58170
2019-02-23,58170
2019-02-24,58170
2019-02-25,58170
2019-02-26,58170
2019-02-27,58170
2019-02-28,58170
2019-03-01,58170
2019-03-02,58170
2019-03-03,58170
2019-03-04,58170
2019-03-05,59927
2019-03-06,59927
2019-03-07,59927
2019-03-08,59927
2019-03-09,59927
2019-03-10,59927
2019-03-11,59927
2019-03-12,62028
2019-03-13,62028
2019-03-14,62028
2019-03-15,62028
2019-03-16,62028
2019-03-17,62028
2019-03-18,62028
2019-03-19,62028
2019-03-20,64386
2019-03-21,64386
2019-03-22,64386
2019-03-23,64386
2019-03-24,64386
2019-03-25,64386
2019-03-26,64386
2019-03-27,64386
2019-03-28,66581
2019-03-29,66581
2019-03-30,66581
2019-03-31,66581
2019-04-01,66581
2019-04-02,66581
2019-04-03,66581
2019-04-04,66581
2019-04-05,66581
2019-04-06,66581
2019-04-07,68822
2019-04-08,68822
2019-04-09,68822
2019-04-10,68822
2019-04-11,68822
2019-04-12,68822
2019-04-13,68822
2019-04-14,68506
2019-04-15,68506
2019-04-16,68506
2019-04-17,68506
2019-04-18,68506
2019-04-19,68506
2019-04-20,68506
2019-04-21,68506
2019-04-22,69958
2019-04-23,69958
2019-04-24,69958
2019-04-25,69958
2019-04-26,69958
2019-04-27,69958
2019-04-28,69958
2019-04-29,69958
2019-04-30,73407
2019-05-01,73407
2019-05-02,73407
2019-05-03,73407
2019-05-04,73407
2019-05-05,73407
2019-05-06,73407
2019-05-07,76919
2019-05-08,76919
2019-05-09,76919
2019-05-10,76919
2019-05-11,76919
2019-05-12,76919
2019-05-13,76919
2019-05-14,80678
2019-05-15,80678
2019-05-16,80678
2019-05-17,80678
2019-05-18,80678
2019-05-19,80678
2019-05-20,80678
2019-05-21,80678
2019-05-22,80678
2019-05-23,80052
2019-05-24,80052
2019-05-25,80052
2019-05-26,80052
2019-05-27,80052
2019-05-28,80052
2019-05-29,78292
2019-05-30,78292
2019-05-31,78292
2019-06-01,78292
2019-06-02,78292
2019-06-03,78292
2019-06-04,78292
2019-06-05,78292
2019-06-06,78292
2019-06-07,78886
2019-06-08,78886
2019-06-09,78886
2019-06-10,78886
2019-06-11,78886
2019-06-12,78886
2019-06-13,78886
2019-06-14,78886
2019-06-15,75159
2019-06-16,75159
2019-06-17,75159
2019-06-18,75159
2019-06-19,75159
2019-06-20,75159
2019-06-21,75159
2019-06-22,74031
2019-06-23,74031
2019-06-24,74031
2019-06-25,74031
2019-06-26,74031
2019-06-27,74031
2019-06-28,74031
2019-06-29,74031
2019-06-30,73594
2019-07-01,73594
2019-07-02,73594
2019-07-03,73594
2019-07-04,73594
2019-07-05,73594
2019-07-06,73594
2019-07-07,72116
2019-07-08,72116
2019-07-09,72116
2019-07-10,72116
2019-07-11,72116
2019-07-12,72116
2019-07-13,72116
2019-07-14,69613
2019-07-15,69613
2019-07-16,69613
2019-07-17,69613
2019-07-18,69613
2019-07-19,69613
2019-07-20,69613
2019-07-21,67711
2019-07-22,67711
2019-07-23,67711
2019-07-24,67711
2019-07-25,67711
2019-07-26,67711
2019-07-27,67711
2019-07-28,67711
2019-07-29,67711
2019-07-30,65743
2019-07-31,65743
2019-08-01,65743
2019-08-02,65743
2019-08-03,65743
2019-08-04,65743
2019-08-05,65743
2019-08-06,65743
2019-08-07,63487
2019-08-08,63487
2019-08-09,63487
2019-08-10,63487
2019-08-11,63487
2019-08-12,63487
2019-08-13,63487
2019-08-14,63487
2019-08-15,61838
2019-08-16,61838
2019-08-17,61838
2019-08-18,61838
2019-08-19,61838
2019-08-20,61838
2019-08-21,61838
2019-08-22,61838
2019-08-23,64690
2019-08-24,64690
2019-08-24,64690
2019-08-25,64690
2019-08-25,64690
2019-08-26,64690
2019-08-26,64690
2019-08-27,64690
2019-08-27,64690
2019-08-28,64690
2019-08-29,64690
2019-08-30,65185
2019-08-31,65185
2019-09-01,65185
2019-09-02,65185
2019-09-03,65185
2019-09-04,65185
2019-09-05,65185
2019-09-06,65185
2019-09-07,65185
2019-09-08,66537
2019-09-09,66537
2019-09-10,66537
2019-09-11,66537
2019-09-12,66537
2019-09-13,66537
2019-09-14,66537
2019-09-15,66537
2019-09-16,66904
2019-09-17,66904
2019-09-18,66904
2019-09-19,66904
2019-09-20,66904
2019-09-21,66904
2019-09-22,66904
2019-09-23,66904
2019-09-24,66904
2019-09-25,66463
2019-09-26,66463
2019-09-27,66463
2019-09-28,66463
2019-09-29,66463
2019-09-30,66463
2019-10-01,66463
2019-10-02,66463
