date_obj,Blue%20wizard%20robe%20(g) price
2015-08-24,370301
2015-08-25,370301
2015-08-26,367809
2015-08-27,364642
2015-08-28,369358
2015-08-29,371733
2015-08-30,370677
2015-08-31,372576
2015-09-01,369864
2015-09-02,369864
2015-09-03,368104
2015-09-04,365492
2015-09-05,360594
2015-09-06,362076
2015-09-07,364037
2015-09-08,366027
2015-09-09,371384
2015-09-10,376738
2015-09-11,374933
2015-09-12,376698
2015-09-13,373132
2015-09-14,377373
2015-09-15,377371
2015-09-16,381788
2015-09-17,387802
2015-09-18,394111
2015-09-19,394516
2015-09-20,399899
2015-09-21,406605
2015-09-22,416355
2015-09-23,426772
2015-09-24,432778
2015-09-25,438113
2015-09-27,454012
2015-09-28,454521
2015-09-29,462820
2015-09-30,472871
2015-10-05,461330
2015-10-06,450341
2015-10-07,443120
2015-10-08,434977
2015-10-09,421634
2015-10-10,421634
2015-10-11,402299
2015-10-12,397107
2015-10-13,390406
2015-10-14,391812
2015-10-15,393395
2015-10-16,395068
2015-10-17,395068
2015-10-18,393560
2015-10-19,396268
2015-10-20,399110
2015-10-22,392626
2015-10-23,386661
2015-10-24,383291
2015-10-25,380805
2015-10-26,378882
2015-10-27,379909
2015-10-29,375255
2015-10-30,374129
2015-10-31,369545
2015-11-01,365124
2015-11-02,360474
2015-11-03,360851
2015-11-04,354568
2015-11-05,348161
2015-11-06,346001
2015-11-07,342859
2015-11-08,341917
2015-11-09,344464
2015-11-10,350434
2015-11-11,357375
2015-11-12,368234
2015-11-13,378256
2015-11-14,386706
2015-11-15,397657
2015-11-16,409785
2015-11-17,420547
2015-11-18,431506
2015-11-19,440935
2015-11-20,448654
2015-11-21,448654
2015-11-22,451705
2015-11-23,451705
2015-11-24,445249
2015-11-25,446660
2015-11-26,446660
2015-11-27,444474
2015-11-28,440930
2015-11-29,434249
2015-11-30,432127
2015-12-01,431555
2015-12-02,433594
2015-12-03,433337
2015-12-04,435237
2015-12-05,433322
2015-12-06,438870
2015-12-07,439269
2015-12-08,445270
2015-12-09,445500
2015-12-10,445791
2015-12-11,449955
2015-12-12,452491
2015-12-13,456949
2015-12-14,456949
2015-12-15,462321
2015-12-16,464257
2015-12-17,466124
2015-12-18,463866
2015-12-19,465347
2015-12-20,469942
2015-12-21,459477
2015-12-22,452612
2015-12-23,448807
2015-12-24,445448
2015-12-25,446161
2015-12-26,450660
2015-12-27,464213
2015-12-28,458732
2015-12-29,452727
2015-12-30,449871
2015-12-31,449786
2016-01-01,445214
2016-01-02,440172
2016-01-03,429153
2016-01-04,417034
2016-01-05,407536
2016-01-06,394809
2016-01-07,388658
2016-01-08,383070
2016-01-09,378715
2016-01-10,372913
2016-01-11,367182
2016-01-12,370923
2016-01-13,370259
2016-01-14,367245
2016-01-15,363798
2016-01-16,366158
2016-01-17,362860
2016-01-18,365582
2016-01-19,367366
2016-01-20,364357
2016-01-21,361755
2016-01-22,355937
2016-01-23,350423
2016-01-24,346828
2016-01-25,341830
2016-01-26,336530
2016-01-27,329583
2016-01-28,329583
2016-01-29,323080
2016-01-30,316856
2016-01-31,311417
2016-02-01,306274
2016-02-02,311830
2016-02-03,323168
2016-02-04,334178
2016-02-05,337079
2016-02-06,338003
2016-02-07,338883
2016-02-08,341706
2016-02-09,344888
2016-02-10,347731
2016-02-11,348974
2016-02-12,348030
2016-02-13,345791
2016-02-14,349332
2016-02-15,349816
2016-02-16,348903
2016-02-17,351736
2016-02-18,350022
2016-02-19,352171
2016-02-20,348064
2016-02-21,342653
2016-02-22,346123
2016-02-23,343678
2016-02-24,338182
2016-02-25,334664
2016-02-26,334198
2016-02-27,333887
2016-02-28,336901
2016-02-29,336616
2016-03-01,339628
2016-03-02,343772
2016-03-03,345339
2016-03-04,347708
2016-03-05,352975
2016-03-06,361688
2016-03-07,361720
2016-03-08,370819
2016-03-09,378743
2016-03-10,388454
2016-03-11,396220
2016-03-12,399659
2016-03-13,400240
2016-03-14,395186
2016-03-15,393586
2016-03-16,394697
2016-03-17,396450
2016-03-18,394984
2016-03-19,392056
2016-03-20,388557
2016-03-21,376807
2016-03-22,364724
2016-03-23,355098
2016-03-24,351111
2016-03-25,348095
2016-03-26,339547
2016-03-27,330367
2016-03-28,324694
2016-03-29,328844
2016-03-30,337099
2016-03-31,341994
2016-04-01,348667
2016-04-02,345448
2016-04-03,342743
2016-04-04,341931
2016-04-05,345267
2016-04-06,345275
2016-04-07,348505
2016-04-08,349913
2016-04-09,359500
2016-04-10,367875
2016-04-11,367875
2016-04-12,375774
2016-04-13,380260
2016-04-14,375034
2016-04-15,369720
2016-04-16,367696
2016-04-17,358377
2016-04-18,350057
2016-04-19,343435
2016-04-20,346483
2016-04-21,345123
2016-04-22,347878
2016-04-23,343574
2016-04-24,341024
2016-04-25,336324
2016-04-26,341730
2016-04-27,342599
2016-04-28,345659
2016-04-29,348116
2016-04-30,349318
2016-05-01,352848
2016-05-02,362882
2016-05-03,366665
2016-05-04,375399
2016-05-05,379997
2016-05-06,379997
2016-05-07,374506
2016-05-08,367590
2016-05-09,359123
2016-05-10,349484
2016-05-11,342828
2016-05-12,338571
2016-05-13,339537
2016-05-14,338726
2016-05-15,331162
2016-05-16,329903
2016-05-17,329202
2016-05-18,329798
2016-05-19,328739
2016-05-22,333943
2016-05-23,332820
2016-05-24,335672
2016-05-25,335986
2016-05-26,337972
2016-05-27,345048
2016-05-28,345048
2016-05-29,342689
2016-05-30,347950
2016-05-31,345188
2016-06-01,341685
2016-06-02,331247
2016-06-03,323912
2016-06-04,325079
2016-06-05,330029
2016-06-06,332401
2016-06-07,332550
2016-06-08,333726
2016-06-09,338519
2016-06-10,336564
2016-06-11,337904
2016-06-12,339916
2016-06-13,342135
2016-06-14,347120
2016-06-15,348492
2016-06-16,354481
2016-06-17,365285
2016-06-18,371353
2016-06-19,369748
2016-06-20,367371
2016-06-21,369946
2016-06-22,365672
2016-06-23,362825
2016-06-24,365758
2016-06-25,361594
2016-06-26,360653
2016-06-27,358239
2016-06-28,353866
2016-06-29,360476
2016-06-30,357166
2016-07-01,351584
2016-07-02,353648
2016-07-03,354622
2016-07-04,347000
2016-07-05,344967
2016-07-06,340041
2016-07-07,324061
2016-07-08,310126
2016-07-09,301773
2016-07-10,288020
2016-07-11,273774
2016-07-12,262201
2016-07-13,252666
2016-07-14,253170
2016-07-15,250327
2016-07-16,249375
2016-07-17,240184
2016-07-18,232052
2016-07-23,215966
2016-07-24,210069
2016-07-25,204840
2016-07-26,199839
2016-07-27,199549
2016-07-28,198799
2016-07-29,201968
2016-07-30,203258
2016-07-31,205886
2016-08-01,205718
2016-08-02,203889
2016-08-03,204897
2016-08-04,200668
2016-08-05,196484
2016-08-06,194390
2016-08-07,189208
2016-08-08,181054
2016-08-09,178933
2016-08-10,181675
2016-08-11,186762
2016-08-12,187125
2016-08-13,187909
2016-08-14,190041
2016-08-15,192348
2016-08-16,193154
2016-08-17,194379
2016-08-18,200072
2016-08-19,202056
2016-08-20,204623
2016-08-21,204765
2016-08-22,203463
2016-08-23,201542
2016-08-24,195705
2016-08-25,194363
2016-08-26,194363
2016-08-28,193644
2016-08-31,190938
2016-09-01,194566
2016-09-02,194566
2016-09-03,187847
2016-09-04,182411
2016-09-05,182441
2016-09-06,181056
2016-09-07,180924
2016-09-08,182811
2016-09-09,182990
2016-09-10,180659
2016-09-11,181123
2016-09-12,181379
2016-09-13,180870
2016-09-14,177828
2016-09-15,179456
2016-09-16,185362
2016-09-17,187603
2016-09-18,189432
2016-09-19,187820
2016-09-20,187257
2016-09-21,189658
2016-09-22,186160
2016-09-23,181374
2016-09-24,181374
2016-09-25,183245
2016-09-26,181714
2016-09-27,181767
2016-09-28,184005
2016-09-29,184504
2016-09-30,186136
2016-10-01,186299
2016-10-02,189950
2016-10-03,191118
2016-10-04,193442
2016-10-05,197070
2016-10-06,203920
2016-10-07,213637
2016-10-08,217857
2016-10-09,217158
2016-10-10,214456
2016-10-11,214068
2016-10-12,212569
2016-10-13,211740
2016-10-14,207996
2016-10-15,213562
2016-10-16,215902
2016-10-17,220105
2016-10-18,222880
2016-10-19,225170
2016-10-20,226016
2016-10-21,227518
2016-10-22,227518
2016-10-23,231228
2016-10-24,227236
2016-10-25,227236
2016-10-26,225716
2016-10-27,220660
2016-10-28,217011
2016-10-29,218579
2016-10-30,216943
2016-10-31,217517
2016-11-01,217517
2016-11-02,214077
2016-11-03,210803
2016-11-04,211191
2016-11-05,211740
2016-11-06,213343
2016-11-07,214827
2016-11-08,215059
2016-11-09,214642
2016-11-10,211943
2016-11-11,211320
2016-11-12,211055
2016-11-13,214459
2016-11-14,214181
2016-11-15,210994
2016-12-07,310773
2016-12-08,305650
2016-12-09,294323
2016-12-10,293188
2016-12-11,293358
2016-12-12,291401
2016-12-13,278804
2016-12-14,265885
2016-12-15,265885
2016-12-16,259067
2016-12-17,253672
2016-12-18,249969
2016-12-19,246777
2016-12-20,242699
2016-12-21,238046
2016-12-22,233139
2016-12-23,231340
2016-12-24,226599
2016-12-25,227288
2016-12-26,225551
2016-12-27,223744
2016-12-28,218744
2016-12-29,216663
2016-12-30,214733
2016-12-31,217232
2017-01-01,224163
2017-01-02,234209
2017-01-03,245853
2017-01-04,256679
2017-01-05,252579
2017-01-06,256865
2017-01-07,257789
2017-01-08,251704
2017-01-09,250768
2017-01-10,251590
2017-01-11,254040
2017-01-12,258363
2017-01-13,257928
2017-01-14,254419
2017-01-15,251410
2017-01-16,251199
2017-01-17,253149
2017-01-18,255020
2017-01-19,251304
2017-01-20,252569
2017-01-21,252992
2017-01-22,255658
2017-01-23,248676
2017-01-27,244629
2017-01-28,243203
2017-01-29,245596
2017-01-30,246926
2017-01-31,246714
2017-02-01,246437
2017-02-02,246577
2017-02-03,244292
2017-02-04,244566
2017-02-05,247966
2017-02-06,251527
2017-02-07,256779
2017-02-08,254931
2017-02-09,248973
2017-02-10,245145
2017-02-11,242955
2017-02-12,239510
2017-02-13,234710
2017-02-14,230965
2017-02-15,224271
2017-02-16,222460
2017-02-18,220745
2017-02-19,220295
2017-02-20,220996
2017-02-21,219395
2017-02-22,214318
2017-02-23,209762
2017-02-24,208032
2017-02-25,209577
2017-02-26,207989
2017-02-27,204758
2017-02-28,207566
2017-03-01,210194
2017-03-02,211025
2017-03-03,210620
2017-03-04,211144
2017-03-05,210555
2017-03-06,213132
2017-03-07,213430
2017-03-08,215417
2017-03-09,215570
2017-03-10,215130
2017-03-11,216377
2017-03-12,213117
2017-03-13,211350
2017-03-14,212998
2017-03-15,214286
2017-03-16,217187
2017-03-17,213383
2017-03-18,217333
2017-03-19,214910
2017-03-20,214601
2017-03-21,214930
2017-03-22,211582
2017-03-23,211661
2017-03-24,212373
2017-03-25,210735
2017-03-26,212461
2017-03-27,215175
2017-03-28,214611
2017-03-29,215770
2017-03-30,215487
2017-03-31,217697
2017-04-01,216696
2017-04-02,216623
2017-04-03,219909
2017-04-04,225812
2017-04-12,250534
2017-04-13,251593
2017-04-14,253201
2017-04-15,252806
2017-04-16,253227
2017-04-17,253878
2017-04-18,254429
2017-04-19,253162
2017-04-20,251844
2017-04-21,250476
2017-04-22,249464
2017-04-23,247772
2017-04-24,251856
2017-04-25,252619
2017-04-26,252785
2017-04-27,251136
2017-04-28,251552
2017-04-29,254590
2017-04-30,256663
2017-05-01,257124
2017-05-02,264211
2017-05-03,274091
2017-05-04,281681
2017-05-05,286384
2017-05-06,288473
2017-05-07,289930
2017-05-08,291652
2017-05-09,289076
2017-05-10,286057
2017-05-11,287089
2017-05-12,288262
2017-05-13,287478
2017-05-14,290477
2017-05-15,289134
2017-05-16,289797
2017-05-17,286054
2017-05-18,288812
2017-05-19,288749
2017-05-20,287530
2017-05-21,287530
2017-05-22,286934
2017-05-23,281981
2017-05-24,284145
2017-05-25,285560
2017-05-26,284765
2017-05-27,285446
2017-05-28,286965
2017-05-29,283747
2017-05-30,285028
2017-05-31,284977
2017-06-01,287844
2017-06-02,285658
2017-06-03,286839
2017-06-04,281680
2017-06-05,281251
2017-06-06,281248
2017-06-07,279972
2017-06-08,276671
2017-06-09,271473
2017-06-10,258785
2017-06-11,248269
2017-06-12,241489
2017-06-13,233786
2017-06-14,232993
2017-06-15,238506
2017-06-16,237374
2017-06-17,238949
2017-06-18,241540
2017-06-19,243759
2017-06-20,246394
2017-06-21,245095
2017-06-22,242082
2017-06-23,242665
2017-06-24,246194
2017-06-25,248316
2017-06-26,250574
2017-06-27,249331
2017-06-28,249715
2017-06-29,253610
2017-06-30,252239
2017-07-01,252239
2017-07-02,249660
2017-07-03,251547
2017-07-04,256750
2017-07-05,260721
2017-07-06,262465
2017-07-07,265201
2017-07-08,258390
2017-07-13,266170
2017-07-14,265999
2017-07-15,265999
2017-07-16,267443
2017-07-17,268236
2017-07-18,272525
2017-07-19,278352
2017-07-20,288964
2017-07-21,300878
2017-07-22,309971
2017-07-23,324007
2017-07-24,337305
2017-07-25,352405
2017-07-26,353713
2017-07-27,344298
2017-07-28,338044
2017-07-29,336960
2017-07-30,340548
2017-07-31,340548
2017-08-01,337464
2017-08-02,343547
2017-08-03,346754
2017-08-04,339665
2017-08-05,340734
2017-08-06,334347
2017-08-09,332273
2017-08-10,336809
2017-08-11,336369
2017-08-12,332684
2017-08-13,329143
2017-08-14,326778
2017-08-15,326398
2017-08-16,326485
2017-08-17,329505
2017-08-18,329505
2017-08-19,326402
2017-08-20,322216
2017-08-21,319812
2017-08-22,316442
2017-08-23,310893
2017-08-24,304054
2017-08-25,292797
2017-08-26,291531
2017-08-27,288059
2017-08-28,284379
2017-08-29,284376
2017-08-30,282205
2017-08-31,276188
2017-09-01,272514
2017-09-02,270188
2017-09-03,270870
2017-09-04,270076
2017-09-05,263105
2017-09-06,265969
2017-09-07,265353
2017-09-08,267120
2017-09-09,265602
2017-09-10,262413
2017-09-11,260110
2017-09-12,258243
2017-09-13,262554
2017-09-14,267536
2017-09-15,268631
2017-09-16,265152
2017-09-17,265015
2017-09-18,262797
2017-09-19,265562
2017-09-20,268493
2017-09-22,275490
2017-09-23,273309
2017-09-24,272160
2017-09-25,273612
2017-09-26,270487
2017-09-27,268972
2017-09-28,270369
2017-09-29,273491
2017-09-30,281477
2017-10-01,283364
2017-10-02,285419
2017-10-03,284740
2017-10-04,280679
2017-10-05,285942
2017-10-06,286286
2017-10-07,282698
2017-10-08,281698
2017-10-09,281545
2017-10-10,279313
2017-10-11,279313
2017-10-12,282755
2017-10-13,285051
2017-10-14,285010
2017-10-15,282618
2017-10-16,283907
2017-10-17,283907
2017-10-18,282239
2017-10-19,277635
2017-10-20,274832
2017-10-21,270116
2017-10-22,269202
2017-10-23,266768
2017-10-24,264373
2017-10-25,262190
2017-10-26,263459
2017-10-27,265392
2017-10-28,265392
2017-10-29,262694
2017-10-30,259793
2017-10-31,258864
2017-11-01,260898
2017-11-02,264148
2017-11-03,263663
2017-11-04,263032
2017-11-05,262733
2017-11-06,262349
2017-11-07,258316
2017-11-08,263406
2017-11-09,263892
2017-11-10,261118
2017-11-11,262082
2017-11-12,266656
2017-11-13,263698
2017-11-14,261508
2017-11-15,260447
2017-11-16,261207
2017-11-17,259386
2017-11-18,259386
2017-11-19,262572
2017-11-20,262969
2017-11-21,258652
2017-11-22,257569
2017-11-23,253848
2017-11-24,248513
2017-11-25,254363
2017-11-26,259163
2017-11-27,259163
2017-11-28,263805
2017-11-29,260754
2017-11-30,256472
2017-12-01,257356
2017-12-02,256091
2017-12-03,255887
2017-12-04,252772
2017-12-05,258648
2017-12-06,263234
2017-12-07,261493
2017-12-08,262124
2017-12-09,266752
2017-12-10,273877
2017-12-11,275635
2017-12-12,274773
2017-12-13,277469
2017-12-14,283129
2017-12-15,286703
2017-12-16,283667
2017-12-17,282369
2017-12-18,279572
2017-12-19,274629
2017-12-20,273118
2017-12-21,270834
2017-12-22,276505
2017-12-23,272836
2017-12-24,278014
2017-12-25,278044
2017-12-26,280947
2017-12-27,285112
2017-12-28,293071
2017-12-29,292899
2017-12-30,292503
2017-12-31,298929
2018-01-01,296670
2018-01-02,290576
2018-01-03,287975
2018-01-04,284169
2018-01-05,282780
2018-01-06,285212
2018-01-07,282451
2018-01-08,282064
2018-01-09,287100
2018-01-10,289165
2018-01-11,289136
2018-01-12,282433
2018-01-13,286478
2018-01-14,286256
2018-01-15,284743
2018-01-16,286834
2018-01-17,285810
2018-01-18,291736
2018-01-19,291736
2018-01-20,293699
2018-01-21,289295
2018-01-22,292907
2018-01-23,297186
2018-01-24,303656
2018-01-25,309574
2018-01-26,311218
2018-01-27,313902
2018-01-28,320698
2018-01-29,328669
2018-01-30,336560
2018-01-31,334917
2018-02-01,338955
2018-02-02,334066
2018-02-03,331944
2018-02-04,329533
2018-02-05,325790
2018-02-06,324359
2018-02-07,320984
2018-02-08,320984
2018-02-09,320107
2018-02-10,319118
2018-02-11,319917
2018-02-12,317652
2018-02-13,317699
2018-02-14,321593
2018-02-15,319203
2018-02-16,317756
2018-02-17,317881
2018-02-18,315165
2018-02-19,312855
2018-02-20,315352
2018-02-21,317840
2018-02-22,318091
2018-02-23,317204
2018-02-24,317204
2018-02-25,318787
2018-02-26,321486
2018-02-27,318627
2018-02-28,318627
2018-03-01,320311
2018-03-02,323701
2018-03-03,327541
2018-03-04,327541
2018-03-05,331832
2018-03-06,333106
2018-03-07,334173
2018-03-08,339464
2018-03-09,338039
2018-03-10,334359
2018-03-11,331567
2018-03-12,328631
2018-03-13,325974
2018-03-14,322458
2018-03-15,321828
2018-03-16,321619
2018-03-17,319138
2018-03-18,315044
2018-03-20,309331
2018-03-21,307566
2018-03-23,312450
2018-03-24,312981
2018-03-25,312994
2018-03-26,307157
2018-03-27,305329
2018-03-28,301272
2018-03-29,299837
2018-03-30,301024
2018-03-31,304841
2018-04-01,301163
2018-04-02,308128
2018-04-03,304975
2018-04-04,305108
2018-04-05,305108
2018-04-06,304348
2018-04-07,303624
2018-04-08,305295
2018-04-09,309727
2018-04-10,308961
2018-04-11,313187
2018-04-12,318337
2018-04-13,321059
2018-04-14,323024
2018-04-15,325229
2018-04-16,324003
2018-04-17,319801
2018-04-18,316768
2018-04-19,310222
2018-04-20,308277
2018-04-21,304034
2018-04-22,302374
2018-04-23,301824
2018-04-24,301187
2018-04-25,306523
2018-04-26,306523
2018-04-27,312825
2018-04-28,322181
2018-04-29,327932
2018-04-30,335707
2018-05-01,341819
2018-05-02,343191
2018-05-03,337585
2018-05-04,349497
2018-05-05,362827
2018-05-06,362827
2018-05-07,372253
2018-05-08,377318
2018-05-09,379894
2018-05-10,385109
2018-05-11,387005
2018-05-12,386879
2018-05-13,386879
2018-05-14,389450
2018-05-15,383127
2018-05-16,379852
2018-05-17,376575
2018-05-18,378650
2018-05-19,382410
2018-05-20,379811
2018-05-21,378049
2018-05-22,378049
2018-05-23,377570
2018-05-24,381345
2018-05-25,377971
2018-05-26,376258
2018-05-27,375812
2018-05-28,375407
2018-05-29,375987
2018-05-30,372198
2018-05-31,372012
2018-06-01,372455
2018-06-02,366861
2018-06-03,370089
2018-06-04,367739
2018-06-05,369315
2018-06-06,367685
2018-06-07,367685
2018-06-08,365283
2018-06-09,364292
2018-06-10,366311
2018-06-11,357001
2018-06-12,348655
2018-06-13,341375
2018-06-14,333753
2018-06-15,329833
2018-06-16,330470
2018-06-17,327978
2018-06-18,320314
2018-06-19,313422
2018-06-20,313422
2018-06-21,306879
2018-06-22,310293
2018-06-23,313777
2018-06-24,318130
2018-06-25,318851
2018-06-26,320930
2018-06-27,322100
2018-06-28,325462
2018-06-29,324816
2018-06-30,322403
2018-07-01,317539
2018-07-02,315452
2018-07-03,315011
2018-07-04,315081
2018-07-05,313096
2018-07-06,310146
2018-07-07,308186
2018-07-08,301634
2018-07-09,302447
2018-07-10,305449
2018-07-11,308459
2018-07-12,309491
2018-07-13,307882
2018-07-14,305685
2018-07-15,305685
2018-07-16,303126
2018-07-17,297895
2018-07-18,295824
2018-07-19,300171
2018-07-20,303560
2018-07-21,304170
2018-07-22,304486
2018-07-23,298945
2018-07-24,299549
2018-07-25,299221
2018-07-26,297941
2018-07-27,297458
2018-07-28,297398
2018-07-29,294155
2018-07-30,296066
2018-07-31,298302
2018-08-01,296665
2018-08-02,297749
2018-08-03,299994
2018-08-04,301902
2018-08-05,298849
2018-08-06,299495
2018-08-07,298473
2018-08-08,302191
2018-08-09,302191
2018-08-10,301149
2018-08-11,302335
2018-08-12,299064
2018-08-14,299460
2018-08-16,298781
2018-08-17,298272
2018-08-18,296299
2018-08-19,294490
2018-08-20,294489
2018-08-21,295835
2018-08-22,297260
2018-08-23,298500
2018-08-24,298307
2018-08-25,298637
2018-08-26,298125
2018-08-27,301073
2018-08-28,301747
2018-08-29,301436
2018-08-30,300561
2018-08-31,302360
2018-09-01,307883
2018-09-02,313654
2018-09-03,321452
2018-09-04,330673
2018-09-05,330294
2018-09-06,325007
2018-09-07,325141
2018-09-08,328718
2018-09-09,328885
2018-09-10,328014
2018-09-11,322523
2018-09-12,320816
2018-09-13,317202
2018-09-14,312074
2018-09-15,311476
2018-09-16,306010
2018-09-17,306180
2018-09-18,313031
2018-09-19,311172
2018-09-20,310099
2018-09-21,312490
2018-09-22,311780
2018-09-23,311625
2018-09-24,315458
2018-09-25,317077
2018-09-26,318797
2018-09-27,315031
2018-09-28,314773
2018-09-29,316049
2018-09-30,314922
2018-10-01,312750
2018-10-02,311082
2018-10-03,311966
2018-10-04,312712
2018-10-05,309572
2018-10-06,312326
2018-10-07,310282
2018-10-08,310472
2018-10-09,310610
2018-10-10,313569
2018-10-11,309939
2018-10-12,310850
2018-10-13,315031
2018-10-14,315384
2018-10-15,313329
2018-10-16,311960
2018-10-17,315815
2018-10-18,316512
2018-10-19,307335
2018-10-20,303153
2018-10-21,304676
2018-10-22,308115
2018-10-23,313949
2018-10-24,317902
2018-10-25,317685
2018-10-26,318816
2018-10-27,319511
2018-10-28,318088
2018-10-29,321442
2018-10-30,318042
2018-10-31,318104
2018-11-01,328311
2018-11-03,361230
2018-11-04,379292
2018-11-05,398257
2018-11-06,418170
2018-11-07,439079
2018-11-08,461033
2018-11-09,484085
2018-11-10,508290
2018-11-11,533253
2018-11-12,559916
2018-11-13,587912
2018-11-15,648174
2018-11-16,680441
2018-11-17,714004
2018-11-18,738663
2018-11-19,771409
2018-11-20,799384
2018-11-21,795359
2018-11-22,783690
2018-11-23,753901
2018-11-24,725808
2018-11-25,692833
2018-11-26,669063
2018-11-27,659295
2018-11-28,644136
2018-11-29,625404
2018-12-01,621353
2018-12-02,623154
2018-12-03,618357
2018-12-04,613731
2018-12-05,595812
2018-12-07,581185
2018-12-09,553409
2018-12-10,537338
2018-12-11,519877
2018-12-12,501908
2018-12-13,484453
2018-12-14,465033
2018-12-15,449356
2018-12-16,429627
2018-12-17,410686
2018-12-18,394993
2018-12-19,380724
2018-12-20,377495
2018-12-21,373501
2018-12-22,366115
2018-12-23,359943
2018-12-24,360512
2018-12-25,366074
2018-12-26,370178
2018-12-27,382308
2018-12-28,390874
2018-12-29,400612
2018-12-30,399182
2018-12-31,401585
2019-01-01,396823
2019-01-02,390257
2019-01-03,381709
2019-01-04,376474
2019-01-05,368729
2019-01-06,362512
2019-01-08,357994
2019-01-10,347072
2019-01-11,340051
2019-01-12,331932
2019-01-13,323379
2019-01-14,314284
2019-01-15,303273
2019-01-16,293478
2019-01-17,287496
2019-01-18,287015
2019-01-19,285563
2019-01-20,286465
2019-01-21,283042
2019-01-22,289481
2019-01-23,295775
2019-01-24,300870
2019-01-25,299897
2019-01-26,296440
2019-01-27,297505
2019-01-28,297331
2019-01-29,298366
2019-01-30,300957
2019-01-31,308734
2019-02-01,311950
2019-02-02,311486
2019-02-03,315486
2019-02-04,320397
2019-02-05,322427
2019-02-06,318952
2019-02-07,324771
2019-02-08,323810
2019-02-09,321742
2019-02-10,318426
2019-02-11,320896
2019-02-12,320546
2019-02-13,319987
2019-02-14,320772
2019-02-15,319535
2019-02-16,317753
2019-02-17,318807
2019-02-18,310592
2019-02-19,308961
2019-02-20,309086
2019-02-21,309236
2019-02-22,312536
2019-02-23,312824
2019-02-24,311141
2019-02-25,312372
2019-02-26,313846
2019-02-27,316593
2019-02-28,319191
2019-03-01,314843
2019-03-02,311509
2019-03-03,308782
2019-03-04,309582
2019-03-05,309798
2019-03-06,309949
2019-03-07,310708
2019-03-08,309535
2019-03-09,312852
2019-03-10,313957
2019-03-11,311478
2019-03-12,309690
2019-03-13,309060
2019-03-14,309090
2019-03-15,304629
2019-03-16,303003
2019-03-17,296969
2019-03-18,294004
2019-03-19,290650
2019-03-20,287600
2019-03-21,286717
2019-03-22,286986
2019-03-23,285398
2019-03-24,283432
2019-03-25,281446
