date_obj,Dragon%20hunter%20crossbow price
2017-05-30,29957946
2017-05-31,29668957
2017-06-01,28312265
2017-06-02,26896651
2017-06-03,26490625
2017-06-04,26572439
2017-06-05,26799017
2017-06-06,27476022
2017-06-07,28587098
2017-06-08,28218111
2017-06-09,26955441
2017-06-10,26266373
2017-06-11,25036263
2017-06-12,23785681
2017-06-13,23013392
2017-06-14,24164062
2017-06-15,24953620
2017-06-16,25481662
2017-06-17,25534174
2017-06-18,25384828
2017-06-19,25346347
2017-06-20,25066124
2017-06-21,24609721
2017-06-22,24505580
2017-06-23,24559989
2017-06-24,25130270
2017-06-25,26302007
2017-06-26,26598385
2017-06-27,25605611
2017-06-28,25590419
2017-06-29,25985679
2017-06-30,25426537
2017-07-01,25637890
2017-07-02,25736107
2017-07-03,25771497
2017-07-04,25969029
2017-07-05,25988733
2017-07-06,25493365
2017-07-07,24995600
2017-07-08,25142281
2017-07-13,23567374
2017-07-14,23915579
2017-07-15,24468449
2017-07-16,24854459
2017-07-17,25105318
2017-07-18,24976720
2017-07-19,25094204
2017-07-20,25703060
2017-07-21,25516544
2017-07-22,25386740
2017-07-23,25913229
2017-07-24,26627975
2017-07-25,26428338
2017-07-26,25999446
2017-07-27,25718981
2017-07-28,26028908
2017-07-29,26204064
2017-07-30,25893296
2017-07-31,25997266
2017-08-01,25729982
2017-08-02,25461132
2017-08-03,25297886
2017-08-04,25235017
2017-08-05,25435285
2017-08-06,25419510
2017-08-09,25878001
2017-08-10,26472624
2017-08-11,26208826
2017-08-12,26995877
2017-08-13,26962965
2017-08-14,26353353
2017-08-15,26184584
2017-08-16,26345495
2017-08-17,26353257
2017-08-18,25966576
2017-08-19,25735938
2017-08-20,25801129
2017-08-21,25984597
2017-08-22,26169807
2017-08-23,25924227
2017-08-24,25998921
2017-08-25,26054799
2017-08-26,26460680
2017-08-27,27138233
2017-08-28,27447485
2017-08-29,28774248
2017-08-30,30210338
2017-08-31,31153762
2017-09-01,31198093
2017-09-03,31074334
2017-09-04,31134629
2017-09-05,31147836
2017-09-06,32148859
2017-09-07,30829489
2017-09-08,29288014
2017-09-09,27823613
2017-09-10,26432432
2017-09-11,25110810
2017-09-12,24089519
2017-09-13,23830085
2017-09-14,23873818
2017-09-15,23906599
2017-09-16,24055411
2017-09-17,24346057
2017-09-18,24525803
2017-09-19,25087045
2017-09-20,25154575
2017-09-21,24603800
2017-09-22,24271409
2017-09-23,24241115
2017-09-24,24032812
2017-09-25,23914326
2017-09-26,23893441
2017-09-27,24270228
2017-09-28,25126608
2017-09-29,26241317
2017-09-30,26220331
2017-10-01,25959870
2017-10-02,25566705
2017-10-03,25613672
2017-10-04,25609705
2017-10-05,25592095
2017-10-06,25207748
2017-10-07,25036291
2017-10-08,25383321
2017-10-09,25484693
2017-10-10,25662445
2017-10-11,25654554
2017-10-12,25541084
2017-10-13,25738967
2017-10-14,25834720
2017-10-15,25878887
2017-10-16,26034326
2017-10-17,26425113
2017-10-18,26469909
2017-10-19,26370989
2017-10-20,25851203
2017-10-21,25447268
2017-10-22,25316353
2017-10-23,25473985
2017-10-24,25330075
2017-10-25,25301399
2017-10-26,24906130
2017-10-27,24440419
2017-10-28,24238598
2017-10-29,24582761
2017-10-30,24455055
2017-10-31,24650412
2017-11-01,24948038
2017-11-02,24862521
2017-11-03,24998459
2017-11-04,25007159
2017-11-05,25395055
2017-11-06,25396185
2017-11-07,25260798
2017-11-08,25021151
2017-11-09,24579611
2017-11-10,24642506
2017-11-11,24564902
2017-11-12,24433254
2017-11-13,24242668
2017-11-14,24111801
2017-11-15,23989162
2017-11-16,23902001
2017-11-17,23999220
2017-11-18,23984219
2017-11-19,24002101
2017-11-20,23878138
2017-11-21,24078159
2017-11-22,23975969
2017-11-23,23852064
2017-11-24,23521479
2017-11-25,23495357
2017-11-26,23621338
2017-11-27,23561113
2017-11-28,23782426
2017-11-29,24573130
2017-11-30,25340026
2017-12-01,25074835
2017-12-02,25106288
2017-12-03,25594500
2017-12-04,25747117
2017-12-05,25805339
2017-12-06,25584949
2017-12-07,25469573
2017-12-08,25309275
2017-12-09,25424483
2017-12-10,25601836
2017-12-11,25770998
2017-12-12,26016034
2017-12-13,26412257
2017-12-14,27042803
2017-12-15,28191598
2017-12-16,29558258
2017-12-17,30219235
2017-12-18,29313878
2017-12-19,29374211
2017-12-20,29378325
2017-12-21,29042788
2017-12-22,28774609
2017-12-23,28341434
2017-12-24,28596635
2017-12-25,28737612
2017-12-26,28884442
2017-12-27,29554663
2017-12-28,29635147
2017-12-29,29630791
2017-12-30,29219658
2017-12-31,29212532
2018-01-01,29356911
2018-01-02,29526317
2018-01-03,29913990
2018-01-04,28418290
2018-01-05,26997375
2018-01-06,25647506
2018-01-07,24753411
2018-01-08,24349759
2018-01-09,24397670
2018-01-10,25243793
2018-01-11,25112362
2018-01-12,26276100
2018-01-13,27589905
2018-01-14,28962466
2018-01-15,30389546
2018-01-16,31877806
2018-01-17,33471697
2018-01-18,34851625
2018-01-19,34826190
2018-01-20,34512729
2018-01-21,34443024
2018-01-22,35055203
2018-01-23,36745357
2018-01-25,37498901
2018-01-26,37229708
2018-01-27,35826884
2018-01-28,34172267
2018-01-29,34586928
2018-01-30,36315327
2018-01-31,37599142
2018-02-01,38676418
2018-02-02,39961698
2018-02-03,41435580
2018-02-04,40525688
2018-02-05,40399257
2018-02-06,41545868
2018-02-07,42674846
2018-02-08,43806486
2018-02-09,43355146
2018-02-10,41472646
2018-02-11,41505857
2018-02-12,42394221
2018-02-13,42962173
2018-02-14,44548438
2018-02-15,45484339
2018-02-16,47670850
2018-02-17,49783215
2018-02-18,50570442
2018-02-19,52222183
2018-02-20,54819642
2018-02-21,57560625
2018-02-22,59112469
2018-02-23,57998481
2018-02-24,57082762
2018-02-25,56610271
2018-02-26,59335319
2018-02-27,62168750
2018-02-28,65277188
2018-03-01,68159483
2018-03-02,69288289
2018-03-03,72469468
2018-03-04,74374426
2018-03-05,77422462
2018-03-06,81291030
2018-03-07,83121762
2018-03-08,84628669
2018-03-09,86315460
2018-03-10,87246795
2018-03-11,89164412
2018-03-12,91734410
2018-03-13,91378941
2018-03-14,88443708
2018-03-15,84065348
2018-03-16,79862080
2018-03-17,75868976
2018-03-18,72075527
2018-03-20,65219567
2018-03-21,67899443
2018-03-23,73202159
2018-03-24,75185987
2018-03-25,78414999
2018-03-26,81668474
2018-03-27,80373527
2018-03-28,77216867
2018-03-29,78668615
2018-03-30,79272911
2018-03-31,79847532
2018-04-01,80589805
2018-04-02,80915012
2018-04-03,81961229
2018-04-04,83056355
2018-04-05,84118028
2018-04-06,84365200
2018-04-07,86127576
2018-04-08,87512269
2018-04-09,84664500
2018-04-10,85645712
2018-04-11,87053213
2018-04-12,88351640
2018-04-13,88655264
2018-04-14,89197305
2018-04-15,90105737
2018-04-16,91800121
2018-04-17,92833163
2018-04-18,96091529
2018-04-19,97594310
2018-04-20,98188967
2018-04-21,94125162
2018-04-22,90502674
2018-04-23,92686028
2018-04-24,94962137
2018-04-25,96541709
2018-04-26,97375954
2018-04-27,97294364
2018-04-28,98628025
2018-04-29,99292207
2018-04-30,100525600
2018-05-01,103085848
2018-05-03,105188152
2018-05-05,107631392
2018-05-07,114944721
2018-05-08,118281263
2018-05-09,113463614
2018-05-10,107790433
2018-05-11,102959738
2018-05-12,105547282
2018-05-13,107498805
2018-05-14,109682078
2018-05-15,108926309
2018-05-16,108473445
2018-05-17,108139764
2018-05-18,108999303
2018-05-19,109098887
2018-05-20,109056109
2018-05-21,109146861
2018-05-22,109053841
2018-05-23,108913870
2018-05-24,106263565
2018-05-25,102024824
2018-05-26,99745259
2018-05-27,99536152
2018-05-28,98307332
2018-05-29,95728645
2018-05-30,91248007
2018-05-31,87750911
2018-06-01,91421348
2018-06-02,95315987
2018-06-03,96074158
2018-06-04,95219039
2018-06-05,92621560
2018-06-06,88788041
2018-06-07,91104906
2018-06-08,95255777
2018-06-09,95816910
2018-06-10,98760834
2018-06-11,99180975
2018-06-12,98431880
2018-06-13,97094169
2018-06-14,98869158
2018-06-15,99604888
2018-06-16,100919324
2018-06-17,102958481
2018-06-18,102794205
2018-06-19,102577772
2018-06-20,102700956
2018-06-21,103974308
2018-06-22,105690336
2018-06-23,106804297
2018-06-24,107571940
2018-06-25,107589982
2018-06-26,108219754
2018-06-27,109543262
2018-06-28,110926682
2018-06-29,111416164
2018-06-30,111758021
2018-07-01,107668622
2018-07-02,108872043
2018-07-03,109059040
2018-07-04,109723765
2018-07-05,110541614
2018-07-06,111838445
2018-07-07,114207246
2018-07-08,114222369
2018-07-09,114785958
2018-07-10,116546088
2018-07-11,118519153
2018-07-12,116919800
2018-07-13,114195890
2018-07-14,116002100
2018-07-15,117873281
2018-07-16,118047146
2018-07-17,117694551
2018-07-18,118339826
2018-07-19,118560480
2018-07-20,119236894
2018-07-21,120524853
2018-07-22,119956235
2018-07-23,119549566
2018-07-24,119930231
2018-07-25,120219836
2018-07-26,120339224
2018-07-27,117713375
2018-07-28,118731927
2018-07-29,119012418
2018-07-30,118817565
2018-07-31,118641996
2018-08-01,119260233
2018-08-02,119757803
2018-08-03,120191486
2018-08-04,119817869
2018-08-05,119507206
2018-08-06,119096023
2018-08-07,118847757
2018-08-08,114232278
2018-08-09,113839413
2018-08-10,111465101
2018-08-11,108983336
2018-08-12,107103798
2018-08-14,112464996
2018-08-16,108769438
2018-08-17,111112546
2018-08-18,113162610
2018-08-19,115275299
2018-08-20,116664742
2018-08-21,117979962
2018-08-22,118731446
2018-08-23,118517530
2018-08-24,118194437
2018-08-25,117128498
2018-08-26,117758829
2018-08-27,117692010
2018-08-28,117994305
2018-08-29,118884198
2018-08-30,119440602
2018-08-31,120018985
2018-09-01,119288133
2018-09-02,119134121
2018-09-03,119008593
2018-09-04,118686413
2018-09-05,118867664
2018-09-06,119002779
2018-09-07,119859805
2018-09-08,120068010
2018-09-09,119920053
2018-09-10,119463234
2018-09-11,119655333
2018-09-12,119535068
2018-09-13,119049087
2018-09-14,119648265
2018-09-15,119915033
2018-09-16,120694527
2018-09-17,121452964
2018-09-18,122096466
2018-09-19,121810030
2018-09-20,122545825
2018-09-21,124284319
2018-09-22,124533249
2018-09-23,125463719
2018-09-24,127472327
2018-09-25,128908955
2018-09-26,129463987
2018-09-27,129033167
2018-09-28,127901839
2018-09-29,124759240
2018-09-30,125671109
2018-10-01,126091279
2018-10-02,127414598
2018-10-03,128162477
2018-10-04,128256250
2018-10-05,129407673
2018-10-06,131830045
2018-10-07,131653496
2018-10-08,132411281
2018-10-09,133380917
2018-10-10,139282093
2018-10-11,145128787
2018-10-12,152385227
2018-10-13,153086697
2018-10-14,148968629
2018-10-15,142664113
2018-10-16,136864910
2018-10-17,140459527
2018-10-18,144828842
2018-10-19,147694906
2018-10-20,146402459
2018-10-21,140556272
2018-10-22,138547866
2018-10-23,137563999
2018-10-24,138014706
2018-10-25,138271046
2018-10-26,140634203
2018-10-27,141896994
2018-10-28,143495747
2018-10-29,145343554
2018-10-30,147399327
2018-10-31,144498988
2018-11-01,142643715
2018-11-03,144937525
2018-11-04,146023424
2018-11-05,147120346
2018-11-06,147850254
2018-11-07,148369721
2018-11-08,151554724
2018-11-09,153997325
2018-11-10,157832073
2018-11-11,155797432
2018-11-12,155791526
2018-11-13,152218714
2018-11-14,154019559
2018-11-15,158664889
2018-11-16,163547162
2018-11-17,164398702
2018-11-18,170721457
2018-11-19,176515367
2018-11-20,173028925
2018-11-21,169288045
2018-11-22,161110029
2018-11-23,156408504
2018-11-24,159130379
2018-11-25,164396689
2018-11-26,166098522
2018-11-27,167823935
2018-11-28,168473605
2018-11-29,168950696
2018-12-01,165190886
2018-12-02,166791612
2018-12-03,167633726
2018-12-04,168935910
2018-12-05,168204522
2018-12-07,172170468
2018-12-09,177364738
2018-12-10,177754621
2018-12-11,177901068
2018-12-12,175312772
2018-12-13,168826879
2018-12-14,168636200
2018-12-15,170073623
2018-12-16,171981195
2018-12-17,173433878
2018-12-18,172463497
2018-12-19,172982091
2018-12-20,172679449
2018-12-21,171010971
2018-12-22,170851037
2018-12-23,169648780
2018-12-24,169609921
2018-12-25,171232795
2018-12-26,170411032
2018-12-27,170525554
2018-12-28,170789766
2018-12-29,170541755
2018-12-30,168149071
2018-12-31,161024008
2019-01-01,153143960
2019-01-02,148872400
2019-01-03,154625022
2019-01-04,161340621
2019-01-05,163872122
2019-01-06,162043879
2019-01-08,157940008
2019-01-10,147995157
2019-01-11,140863085
2019-01-12,133935607
2019-01-13,127270442
2019-01-14,123515221
2019-01-15,126517108
2019-01-16,131086403
2019-01-17,135296026
2019-01-18,139367686
2019-01-19,142018495
2019-01-20,136353044
2019-01-21,136367762
2019-01-22,134369171
2019-01-23,133443769
2019-01-24,133096071
2019-01-25,133270628
2019-01-26,134238602
2019-01-27,133774543
2019-01-28,133119005
2019-01-29,132690058
2019-01-30,132224568
2019-01-31,131785171
2019-02-01,130500171
2019-02-02,128829586
2019-02-03,125746077
2019-02-04,128568560
2019-02-05,128972370
2019-02-06,130333392
2019-02-07,130689360
2019-02-08,131137409
2019-02-09,130327184
2019-02-10,129420078
2019-02-11,127462334
2019-02-12,127245688
2019-02-13,127570620
2019-02-14,128584201
2019-02-15,129084297
2019-02-16,128753913
2019-02-17,128384420
2019-02-18,127953076
2019-02-19,127691146
2019-02-20,127676715
2019-02-21,127582937
2019-02-22,126932143
2019-02-23,126448089
2019-02-24,126026848
2019-02-25,126065972
2019-02-26,126535183
2019-02-27,128561179
2019-02-28,127436925
2019-03-01,127089414
2019-03-02,126766794
2019-03-03,126888120
2019-03-04,127015861
2019-03-05,127520384
2019-03-06,128188207
2019-03-07,128843472
2019-03-08,128669061
2019-03-09,129031528
2019-03-10,128849210
2019-03-11,129329033
2019-03-12,130912507
2019-03-13,132030179
2019-03-14,133345539
2019-03-15,132656824
2019-03-16,131407974
2019-03-17,129858351
2019-03-18,128928757
2019-03-19,128184666
2019-03-20,128506836
2019-03-21,129213033
2019-03-22,129061786
2019-03-23,129015988
2019-03-24,129155984
2019-03-25,128947709
2019-03-26,128097206
2019-03-27,127062166
2019-03-28,126418883
2019-03-29,125932440
2019-03-30,125683813
2019-03-31,125885887
2019-04-01,126667834
2019-04-02,126853901
2019-04-03,126612938
2019-04-04,125988114
2019-04-05,125936852
2019-04-06,126314866
2019-04-07,126824256
2019-04-08,126409658
2019-04-09,125912907
2019-04-10,125502823
2019-04-11,124762006
2019-04-12,122492474
2019-04-13,118166674
2019-04-14,116152471
2019-04-15,114166482
2019-04-16,112059750
2019-04-17,115908678
2019-04-18,117671374
2019-04-19,120523980
2019-04-20,120596090
2019-04-21,119849651
2019-04-22,117746273
2019-04-23,116759830
2019-04-24,116615688
2019-04-25,116139697
2019-04-26,114989850
2019-04-27,114578418
2019-04-28,113828423
2019-04-29,113566960
2019-04-30,112186119
2019-05-01,111958399
2019-05-02,112327659
2019-05-03,113781139
2019-05-04,113515412
2019-05-05,114719011
2019-05-06,115709257
2019-05-07,116152218
2019-05-08,115756263
2019-05-09,115622343
2019-05-10,115247493
2019-05-11,114911172
2019-05-12,114721830
2019-05-13,114592068
2019-05-14,115331281
2019-05-15,115548849
2019-05-16,115759254
2019-05-17,115254704
2019-05-18,114554272
2019-05-19,113840160
2019-05-20,113805997
2019-05-21,113705827
2019-05-22,113541585
2019-05-23,114270673
2019-05-24,114417397
2019-05-25,114651257
2019-05-26,114881145
2019-05-27,115356227
2019-05-28,115725795
2019-05-29,115629022
2019-05-30,115006984
2019-05-31,114801274
2019-06-01,114581152
2019-06-02,114716487
2019-06-03,114682153
2019-06-04,114073026
2019-06-05,114211877
2019-06-06,114252583
2019-06-07,114798349
2019-06-08,114591065
2019-06-09,114801871
2019-06-10,115333453
2019-06-11,115205899
2019-06-12,115601510
2019-06-13,115838373
2019-06-14,115610907
2019-06-15,115039679
2019-06-16,114489244
2019-06-17,114048488
2019-06-18,112757828
2019-06-19,110735719
2019-06-20,105387495
2019-06-21,102352183
2019-06-22,98787429
2019-06-23,95486506
2019-06-24,99906729
2019-06-25,104886320
2019-06-26,110032267
2019-06-27,112975663
2019-06-28,111066442
2019-06-29,113107229
2019-06-30,112899229
2019-07-01,112398118
2019-07-02,111574562
2019-07-03,110518311
2019-07-04,106721026
2019-07-05,107088568
2019-07-06,108467751
2019-07-07,110794463
2019-07-08,111351944
2019-07-09,110320801
2019-07-10,110119668
2019-07-11,109781116
2019-07-12,109763353
2019-07-13,110455206
2019-07-14,110576333
2019-07-15,111038768
2019-07-16,111647997
2019-07-17,112419465
2019-07-18,112677401
2019-07-19,113128083
2019-07-20,113969203
2019-07-21,114290831
2019-07-22,114981208
2019-07-23,115282524
2019-07-24,114287328
2019-07-25,111147256
2019-07-26,110089952
2019-07-27,110061179
2019-07-28,112613266
2019-07-29,112997321
2019-07-30,112995770
2019-07-31,112641842
2019-08-01,112400661
2019-08-02,112915955
2019-08-03,113133660
2019-08-04,112795217
2019-08-05,113448595
2019-08-06,113870993
2019-08-07,114077227
2019-08-08,114100918
2019-08-09,113910313
2019-08-10,114056612
2019-08-11,113862984
2019-08-12,113682862
2019-08-13,113384049
2019-08-14,113278073
2019-08-15,112882576
2019-08-16,112831477
2019-08-17,113368675
2019-08-17,113368675
2019-08-18,113368633
2019-08-19,113698970
2019-08-20,113533566
2019-08-21,113464143
2019-08-22,113512141
2019-08-23,113539865
2019-08-23,113539865
2019-08-24,113872817
2019-08-24,113872817
2019-08-25,113969061
2019-08-25,113969061
2019-08-26,113967394
2019-08-27,114048234
2019-08-27,114048234
2019-08-28,113763869
2019-08-29,113671978
2019-08-30,113778961
2019-08-31,114063870
2019-09-01,114272187
2019-09-02,114044520
2019-09-03,113953850
2019-09-04,113492763
2019-09-05,113476026
2019-09-06,113439745
2019-09-07,113518742
2019-09-08,113625404
2019-09-09,113674906
2019-09-10,113650406
2019-09-11,113633474
2019-09-12,113442842
2019-09-13,113561000
2019-09-14,113550437
2019-09-15,114087234
2019-09-16,113975969
2019-09-17,114242703
2019-09-18,114051598
2019-09-19,114107140
2019-09-20,114233291
2019-09-21,114230723
2019-09-22,114529641
2019-09-23,114262262
2019-09-24,114167535
2019-09-25,113925830
2019-09-26,112334438
2019-09-27,110872685
2019-09-28,110969114
2019-09-29,110799324
2019-09-30,110725659
2019-10-01,110542911
2019-10-02,111083327
2019-10-03,111864433
2019-10-04,112089708
2019-10-05,112177413
2019-10-06,112345552
2019-10-07,112103491
2019-10-08,111457315
2019-10-09,111227206
2019-10-10,110901465
2019-10-11,111063569
2019-10-12,111251169
2019-10-13,111199625
2019-10-14,111227648
2019-10-15,110871524
2019-10-16,110757629
2019-10-17,110279197
2019-10-18,110207883
2019-10-19,110538883
2019-10-20,110600477
2019-10-21,110698258
2019-10-22,110669288
2019-10-23,110438213
2019-10-24,110156261
2019-10-25,110133859
2019-10-26,109850232
2019-10-27,109852367
2019-10-28,109931857
2019-10-29,109165649
2019-10-30,108341228
2019-10-31,107691546
2019-11-01,106786372
2019-11-02,106113653
2019-11-03,105242120
2019-11-04,103830148
2019-11-05,102134083
2019-11-06,100889740
2019-11-07,99820114
2019-11-08,98156928
2019-11-09,94556272
2019-11-10,98485663
2019-11-11,102738108
2019-11-12,103782189
2019-11-13,102250416
2019-11-14,100442201
2019-11-15,100039177
2019-11-16,99774247
2019-11-17,99620145
2019-11-18,99720771
2019-11-19,99786096
2019-11-20,100082329
2019-11-21,99601622
2019-11-22,99651981
2019-11-23,99563464
2019-11-24,99330066
2019-11-25,99032588
2019-11-26,98721572
2019-11-27,98219850
2019-11-28,97798358
2019-11-29,97796214
2019-11-30,97701880
2019-12-01,98394375
2019-12-02,98460637
2019-12-03,98470502
2019-12-04,98446842
2019-12-05,98554120
2019-12-06,98390888
2019-12-07,98448608
2019-12-08,98154007
2019-12-09,98036355
2019-12-10,97517246
2019-12-11,96929622
2019-12-12,97044521
2019-12-13,96959410
2019-12-14,97163255
2019-12-15,97488295
2019-12-16,97590810
2019-12-17,97585177
2019-12-18,98152827
2019-12-19,99295948
2019-12-20,99363922
2019-12-21,99366819
2019-12-22,99532412
2019-12-23,99555078
2019-12-24,99688407
2019-12-25,100238634
2019-12-26,100160153
2019-12-27,101632716
2019-12-28,103679562
2019-12-29,104223627
2019-12-30,104207711
2019-12-31,104095645
2020-01-01,103346159
2020-01-02,102457615
2020-01-03,101915430
2020-01-04,102169855
2020-01-05,103610715
2020-01-06,103564494
2020-01-07,104019796
2020-01-08,104498747
2020-01-09,104457846
2020-01-10,105084376
2020-01-11,105917931
2020-01-12,106044104
2020-01-13,106140828
2020-01-14,106543456
2020-01-15,107840202
2020-01-16,107078612
2020-01-17,107348824
2020-01-18,108184256
2020-01-19,108201255
2020-01-20,109211324
2020-01-21,110265644
2020-01-22,110367647
2020-01-23,107749848
2020-01-24,107168614
2020-01-25,106922460
2020-01-26,106855083
2020-01-27,106645284
2020-01-28,106579355
2020-01-29,107525825
2020-01-30,107740421
2020-01-31,108275405
2020-02-01,108564266
2020-02-02,109141574
2020-02-03,109316515
2020-02-04,109267653
2020-02-05,107684475
2020-02-06,102465219
2020-02-07,101888517
2020-02-08,102379904
2020-02-09,104365665
2020-02-10,104635512
2020-02-11,103635779
2020-02-12,103144038
2020-02-13,103014692
2020-02-14,103248448
2020-02-15,104244485
2020-02-16,105580694
2020-02-17,106283814
2020-02-18,106152854
2020-02-19,106100824
2020-02-20,106495589
2020-02-21,106513020
2020-02-22,106720884
2020-02-23,107422179
2020-02-24,107490427
2020-02-25,107338162
2020-02-26,107291193
2020-02-27,107153163
2020-02-28,107277485
2020-02-29,107169375
2020-03-01,107303096
2020-03-02,107384782
2020-03-03,107316230
2020-03-04,107367797
2020-03-05,107266005
2020-03-06,106862837
2020-03-07,106823781
2020-03-08,106782306
2020-03-09,106245315
2020-03-10,106229854
2020-03-11,105936421
2020-03-12,105704170
2020-03-13,105579306
2020-03-14,105431337
2020-03-15,105257524
2020-03-16,105292372
2020-03-17,105378861
2020-03-18,105334925
2020-03-19,105411647
2020-03-20,105821297
2020-03-21,106405700
2020-03-22,107490732
2020-03-23,107900994
2020-03-24,108962826
2020-03-25,109803629
2020-03-26,109815443
2020-03-27,109644637
2020-03-28,109342944
2020-03-29,108211355
2020-03-30,107715262
2020-03-31,108071493
2020-04-01,108109291
2020-04-02,108857747
2020-04-03,109995155
2020-04-04,110527979
2020-04-05,110708546
2020-04-06,110759203
2020-04-07,111127195
2020-04-08,111742391
2020-04-09,111706573
2020-04-10,112079616
2020-04-11,112569487
2020-04-12,112899638
2020-04-13,113448976
2020-04-14,113834245
2020-04-15,114454523
2020-04-16,114764686
2020-04-17,115584269
2020-04-18,116285592
2020-04-19,115982784
2020-04-20,112969149
2020-04-21,110838955
2020-04-22,108895462
2020-04-23,109902193
2020-04-24,111384000
2020-04-25,112761957
2020-04-26,112599970
2020-04-27,112294231
2020-04-28,112229294
2020-04-29,112345442
2020-04-30,112316191
2020-05-01,112374871
2020-05-02,112640065
2020-05-03,112686944
2020-05-04,112322618
2020-05-05,112233001
2020-05-06,112618498
2020-05-07,112961147
2020-05-08,113151879
2020-05-09,113924517
2020-05-10,113846893
2020-05-11,113810422
2020-05-12,114096737
2020-05-13,114193001
