date_obj,Revenant%20cave%20teleport price
2018-05-31,22835
2018-06-01,22582
2018-06-02,22286
2018-06-03,22751
2018-06-04,23379
2018-06-05,23858
2018-06-06,22701
2018-06-07,21717
2018-06-08,20865
2018-06-09,20505
2018-06-10,21025
2018-06-11,21381
2018-06-12,21242
2018-06-13,21246
2018-06-14,20909
2018-06-15,20937
2018-06-16,20914
2018-06-17,21474
2018-06-18,22483
2018-06-19,22840
2018-06-20,22757
2018-06-21,22088
2018-06-22,21492
2018-06-23,21258
2018-06-24,21940
2018-06-25,22280
2018-06-26,21639
2018-06-27,22078
2018-06-28,23147
2018-06-29,22949
2018-06-30,22875
2018-07-01,23295
2018-07-02,23564
2018-07-03,22854
2018-07-04,23180
2018-07-05,22706
2018-07-06,23114
2018-07-07,23351
2018-07-08,23136
2018-07-09,23000
2018-07-10,23235
2018-07-11,23398
2018-07-12,23417
2018-07-13,23508
2018-07-14,23385
2018-07-15,23262
2018-07-16,23265
2018-07-17,23557
2018-07-18,23801
2018-07-19,23779
2018-07-20,23858
2018-07-21,24074
2018-07-22,24600
2018-07-23,24737
2018-07-24,24804
2018-07-25,25902
2018-07-26,25453
2018-07-27,24180
2018-07-28,23186
2018-07-29,23654
2018-07-30,24046
2018-07-31,24820
2018-08-01,26061
2018-08-02,27365
2018-08-03,28734
2018-08-04,30158
2018-08-05,30820
2018-08-06,31120
2018-08-07,32676
2018-08-08,34176
2018-08-09,35690
2018-08-10,36605
2018-08-11,35210
2018-08-12,33449
2018-08-14,30385
2018-08-16,27551
2018-08-17,26198
2018-08-18,26201
2018-08-19,27273
2018-08-20,28637
2018-08-21,30055
2018-08-22,30122
2018-08-23,31230
2018-08-24,31540
2018-08-25,32801
2018-08-26,34297
2018-08-27,35541
2018-08-28,35131
2018-08-29,34881
2018-08-30,35566
2018-08-31,36891
2018-09-01,35913
2018-09-02,35063
2018-09-03,34611
2018-09-04,34299
2018-09-05,33885
2018-09-06,33696
2018-09-07,32139
2018-09-08,30845
2018-09-09,30090
2018-09-10,28801
2018-09-11,29731
2018-09-12,30414
2018-09-13,29482
2018-09-14,29131
2018-09-15,29896
2018-09-16,28659
2018-09-17,27390
2018-09-18,26995
2018-09-19,26744
2018-09-20,26901
2018-09-21,27383
2018-09-22,27175
2018-09-23,27897
2018-09-24,28275
2018-09-25,28334
2018-09-26,28069
2018-09-27,27511
2018-09-28,27025
2018-09-29,26482
2018-09-30,26656
2018-10-02,27251
2018-10-03,27694
2018-10-04,27847
2018-10-05,27872
2018-10-06,27342
2018-10-07,27548
2018-10-08,27671
2018-10-09,27715
2018-10-10,27444
2018-10-11,27055
2018-10-12,26821
2018-10-13,27036
2018-10-14,27998
2018-10-15,29394
2018-10-16,29874
2018-10-17,29613
2018-10-18,30747
2018-10-19,30164
2018-10-20,30430
2018-10-21,31567
2018-10-22,32712
2018-10-23,33748
2018-10-24,35261
2018-10-25,37025
2018-10-26,38680
2018-10-27,36947
2018-10-28,37520
2018-10-29,36873
2018-10-30,36562
2018-10-31,34863
2018-11-01,33119
2018-11-03,30254
2018-11-04,30620
2018-11-05,30192
2018-11-06,30445
2018-11-07,30897
2018-11-08,30988
2018-11-09,30917
2018-11-10,30670
2018-11-11,30195
2018-11-12,30374
2018-11-13,30266
2018-11-14,31469
2018-11-15,31233
2018-11-16,30426
2018-11-17,30561
2018-11-18,30676
2018-11-19,29664
2018-11-20,28678
2018-11-21,28350
2018-11-22,27052
2018-11-23,25884
2018-11-24,25711
2018-11-25,26613
2018-11-26,26253
2018-11-27,26653
2018-11-28,26304
2018-11-29,25799
2018-12-01,24766
2018-12-02,25547
2018-12-03,26508
2018-12-04,26914
2018-12-05,28098
2018-12-07,30571
2018-12-09,29550
2018-12-10,28865
2018-12-11,28469
2018-12-12,28006
2018-12-13,27519
2018-12-14,27128
2018-12-15,27410
2018-12-16,26922
2018-12-17,26737
2018-12-18,26383
2018-12-19,26400
2018-12-20,26518
2018-12-21,26060
2018-12-22,25971
2018-12-23,26313
2018-12-24,26988
2018-12-25,27226
2018-12-26,26878
2018-12-27,26985
2018-12-28,27539
2018-12-29,28087
2018-12-30,28571
2018-12-31,27412
2019-01-01,28244
2019-01-02,28675
2019-01-03,28618
2019-01-04,29593
2019-01-05,31026
2019-01-06,32083
2019-01-08,32542
2019-01-10,31621
2019-01-11,30121
2019-01-12,28835
2019-01-13,28718
2019-01-14,28614
2019-01-15,28552
2019-01-16,27879
2019-01-17,27881
2019-01-18,28294
2019-01-19,28376
2019-01-20,29621
2019-01-21,31103
2019-01-22,32168
2019-01-23,31415
2019-01-24,31224
2019-01-25,30417
2019-01-26,30581
2019-01-27,30636
2019-01-28,31618
2019-01-29,30654
2019-01-30,30673
2019-01-31,30275
2019-02-01,29814
2019-02-02,29491
2019-02-03,28862
2019-02-04,28816
2019-02-05,28740
2019-02-06,28030
2019-02-07,27503
2019-02-08,26784
2019-02-09,26305
2019-02-10,27158
2019-02-11,27911
2019-02-12,27782
2019-02-13,27356
2019-02-14,27152
2019-02-15,26393
2019-02-16,25167
2019-02-17,24233
2019-02-18,24031
2019-02-19,25191
2019-02-20,26435
2019-02-21,26725
2019-02-22,26275
2019-02-23,25917
2019-02-24,25971
2019-02-25,26363
2019-02-26,26377
2019-02-27,26176
2019-02-28,24916
2019-03-01,24703
2019-03-02,24115
2019-03-03,24174
2019-03-04,24615
2019-03-05,24301
2019-03-06,25029
2019-03-07,26280
2019-03-08,27594
2019-03-09,27051
2019-03-10,27757
2019-03-11,29040
2019-03-12,28732
2019-03-13,28412
2019-03-14,27705
2019-03-15,27418
2019-03-16,27289
2019-03-17,26830
2019-03-18,27579
2019-03-19,27467
2019-03-20,26195
2019-03-21,26090
2019-03-22,26456
2019-03-23,27589
2019-03-24,27931
2019-03-25,28203
2019-03-26,29610
2019-03-27,31090
2019-03-28,32536
2019-03-29,31649
2019-03-30,30927
2019-03-31,30980
2019-04-01,31428
2019-04-02,31322
2019-04-03,32212
2019-04-04,32479
2019-04-05,32376
2019-04-06,32305
2019-04-07,32706
2019-04-08,34058
2019-04-09,34551
2019-04-10,35996
2019-04-11,34892
2019-04-12,34276
2019-04-13,34084
2019-04-14,34083
2019-04-15,33854
2019-04-16,32196
2019-04-17,30631
2019-04-18,30637
2019-04-19,30877
2019-04-20,30891
2019-04-21,31000
2019-04-22,30980
2019-04-23,29840
2019-04-24,29394
2019-04-25,28853
2019-04-26,28641
2019-04-27,28703
2019-04-28,28650
2019-04-29,28516
2019-04-30,28497
2019-05-01,28395
2019-05-02,27237
2019-05-03,27890
2019-05-04,28679
2019-05-05,28637
2019-05-06,28506
2019-05-07,27411
2019-05-08,27092
2019-05-09,27112
2019-05-10,27207
2019-05-11,27216
2019-05-12,26888
2019-05-13,26900
2019-05-14,26614
2019-05-15,26777
2019-05-16,26579
2019-05-17,26415
2019-05-18,27041
2019-05-19,27002
2019-05-20,26885
2019-05-21,26781
2019-05-22,26813
2019-05-23,26438
2019-05-24,26571
2019-05-25,26563
2019-05-26,26758
2019-05-27,26591
2019-05-28,26659
2019-05-29,26590
2019-05-30,26756
2019-05-31,26080
2019-06-01,25374
2019-06-02,25745
2019-06-03,25417
2019-06-04,25212
2019-06-05,24842
2019-06-06,24497
2019-06-07,24317
2019-06-08,24362
2019-06-09,25238
2019-06-10,25414
2019-06-11,24973
2019-06-12,24714
2019-06-13,24472
2019-06-14,23703
2019-06-15,23465
2019-06-16,24483
2019-06-17,25708
2019-06-18,26389
2019-06-19,26431
2019-06-20,25190
2019-06-21,24628
2019-06-22,24804
2019-06-23,24660
2019-06-24,24280
2019-06-25,23718
2019-06-26,24002
2019-06-27,24751
2019-06-28,24565
2019-06-29,24361
2019-06-30,24161
2019-07-01,23227
2019-07-02,23461
2019-07-03,23547
2019-07-04,23710
2019-07-05,23303
2019-07-06,23128
2019-07-07,23217
2019-07-08,22812
2019-07-09,22943
2019-07-10,22836
2019-07-11,22512
2019-07-12,22242
2019-07-13,21133
2019-07-14,21026
2019-07-15,20242
2019-07-16,20031
2019-07-17,19516
2019-07-18,19753
2019-07-19,20039
2019-07-20,20399
2019-07-21,20426
2019-07-22,19598
2019-07-23,19297
2019-07-24,19165
2019-07-25,18628
2019-07-26,18216
2019-07-27,18460
2019-07-28,18786
2019-07-29,18501
2019-07-30,18692
2019-07-31,18796
2019-08-01,19345
2019-08-02,19465
2019-08-03,19385
2019-08-04,19110
2019-08-05,19554
2019-08-06,20225
2019-08-07,20810
2019-08-08,20310
2019-08-09,20373
2019-08-10,20473
2019-08-11,20127
2019-08-12,19891
2019-08-13,19743
2019-08-14,19815
2019-08-15,19801
2019-08-16,20309
2019-08-17,19777
2019-08-18,20102
2019-08-19,20464
2019-08-20,21398
2019-08-21,22419
2019-08-22,22109
2019-08-23,21544
2019-08-24,21877
2019-08-24,21877
2019-08-25,22920
2019-08-25,22920
2019-08-26,23814
2019-08-26,23814
2019-08-27,24289
2019-08-27,24289
2019-08-28,25218
2019-08-29,26115
2019-08-30,24938
2019-08-31,24275
2019-09-01,24449
2019-09-02,24571
2019-09-03,24824
2019-09-04,24478
2019-09-05,23720
2019-09-06,23831
2019-09-07,24695
2019-09-08,25638
2019-09-09,26497
2019-09-10,25989
2019-09-11,25738
2019-09-12,24730
2019-09-13,24571
2019-09-14,24824
2019-09-15,26065
2019-09-16,26917
2019-09-17,26817
2019-09-18,27093
2019-09-19,26838
2019-09-20,27142
2019-09-21,27616
2019-09-22,27053
2019-09-23,26893
2019-09-24,26831
2019-09-25,27067
2019-09-26,26886
2019-09-27,26743
2019-09-28,27343
2019-09-29,27606
2019-09-30,28217
2019-10-01,28068
2019-10-02,27839
2019-10-03,28046
2019-10-04,28549
2019-10-05,28861
2019-10-06,30287
2019-10-07,30690
2019-10-08,30324
2019-10-09,30254
2019-10-10,30220
2019-10-11,30315
2019-10-12,31065
2019-10-13,30403
2019-10-14,30647
2019-10-15,31341
2019-10-16,30957
2019-10-17,30921
2019-10-18,29611
2019-10-19,29988
2019-10-20,29548
2019-10-21,29462
2019-10-22,29847
2019-10-23,29883
2019-10-24,29684
2019-10-25,30037
2019-10-26,30814
2019-10-27,30641
2019-10-28,30200
2019-10-29,30215
2019-10-30,29907
2019-10-31,29889
2019-11-01,30072
2019-11-02,29722
2019-11-03,29740
2019-11-04,29206
2019-11-05,29030
2019-11-06,29210
2019-11-07,28909
2019-11-08,28586
2019-11-09,28420
2019-11-10,28199
2019-11-11,27739
2019-11-12,28386
2019-11-13,28406
2019-11-14,27891
2019-11-15,27866
2019-11-16,27268
2019-11-17,27370
2019-11-18,27249
2019-11-19,27572
2019-11-20,27254
2019-11-21,26787
2019-11-22,26628
2019-11-23,26144
2019-11-24,26604
2019-11-25,27237
2019-11-26,27163
2019-11-27,27001
2019-11-28,26920
2019-11-29,26837
2019-11-30,26501
2019-12-01,26515
2019-12-02,27215
2019-12-03,27686
2019-12-04,27620
2019-12-05,27639
2019-12-06,27532
2019-12-07,27409
2019-12-08,27349
2019-12-09,27186
2019-12-10,27326
2019-12-11,27989
2019-12-12,28041
2019-12-13,27872
2019-12-14,27622
2019-12-15,27778
2019-12-16,27865
2019-12-17,28089
2019-12-18,28140
2019-12-19,28171
2019-12-20,28163
2019-12-21,28293
2019-12-22,28431
2019-12-23,28208
2019-12-24,28203
2019-12-25,27969
2019-12-26,27995
2019-12-27,28278
2019-12-28,28146
2019-12-29,28291
2019-12-30,28244
2019-12-31,28515
2020-01-01,28625
2020-01-02,28617
2020-01-03,28428
2020-01-04,28758
2020-01-05,29745
2020-01-06,31068
2020-01-07,32598
2020-01-08,32443
2020-01-09,32152
2020-01-10,32097
2020-01-11,31862
2020-01-12,32106
2020-01-13,32117
2020-01-14,31790
2020-01-15,31638
2020-01-16,31367
2020-01-17,30643
2020-01-18,30206
2020-01-19,30445
2020-01-20,30216
2020-01-21,30344
2020-01-22,30123
2020-01-23,29866
2020-01-24,29391
2020-01-25,29193
2020-01-26,29384
2020-01-27,29372
2020-01-28,29262
2020-01-29,29222
2020-01-30,29021
2020-01-31,28640
2020-02-01,28469
2020-02-02,28840
2020-02-03,28843
2020-02-04,28918
2020-02-05,28721
2020-02-06,28161
2020-02-07,28023
2020-02-08,27993
2020-02-09,28299
2020-02-10,28909
2020-02-11,29146
2020-02-12,28612
2020-02-13,28461
2020-02-14,27320
2020-02-15,27525
2020-02-16,27528
2020-02-17,27485
2020-02-18,27554
2020-02-19,27488
2020-02-20,27404
2020-02-21,27399
2020-02-22,27321
2020-02-23,27260
2020-02-24,28068
2020-02-25,28669
2020-02-26,28615
2020-02-27,28870
2020-02-28,28084
2020-02-29,27994
2020-03-01,28050
2020-03-02,28411
2020-03-03,28457
2020-03-04,28241
2020-03-05,28163
2020-03-06,28038
2020-03-07,27865
2020-03-08,27996
2020-03-09,28356
2020-03-10,28723
2020-03-11,28564
2020-03-12,28319
2020-03-13,28538
2020-03-14,28576
2020-03-15,29078
2020-03-16,29722
2020-03-17,31205
2020-03-18,31905
2020-03-19,33448
2020-03-20,34443
2020-03-21,35205
2020-03-22,36265
2020-03-23,37534
2020-03-24,39382
2020-03-25,40006
2020-03-26,38529
2020-03-27,36763
2020-03-28,34924
2020-03-29,33177
2020-03-30,31943
2020-03-31,32106
2020-04-01,31114
2020-04-02,31337
2020-04-03,31456
2020-04-04,31761
2020-04-05,31227
2020-04-06,31367
2020-04-07,32311
2020-04-08,32578
2020-04-09,32936
2020-04-10,34559
2020-04-11,34964
2020-04-12,35328
2020-04-13,35940
2020-04-14,37345
2020-04-15,37290
2020-04-16,37175
2020-04-17,36201
2020-04-18,34519
2020-04-19,32843
2020-04-20,32293
2020-04-21,32521
2020-04-22,31003
2020-04-23,29577
2020-04-24,28465
2020-04-25,29039
2020-04-26,28978
2020-04-27,28605
2020-04-28,27764
2020-04-29,27899
2020-04-30,27539
2020-05-01,26399
2020-05-02,26089
2020-05-03,26074
2020-05-04,25372
2020-05-05,25582
2020-05-06,26832
2020-05-07,27579
2020-05-08,27036
2020-05-09,27101
2020-05-10,26766
2020-05-11,26770
2020-05-12,26325
2020-05-13,26699
