date_obj,Ring%20of%20wealth%20scroll price
2015-11-29,15220
2015-11-30,15220
2015-12-01,15220
2015-12-02,15981
2015-12-03,15981
2015-12-04,15981
2015-12-05,16781
2015-12-06,16781
2015-12-07,16706
2015-12-08,16706
2015-12-09,15873
2015-12-10,15873
2015-12-11,15873
2015-12-12,15697
2015-12-13,15697
2015-12-14,15697
2015-12-15,15493
2015-12-16,15493
2015-12-17,15493
2015-12-18,15467
2015-12-19,15467
2015-12-20,15552
2015-12-21,15552
2015-12-22,15552
2015-12-23,15862
2015-12-24,15862
2015-12-25,15862
2015-12-26,15958
2015-12-27,15958
2015-12-28,16226
2015-12-29,16226
2015-12-30,16866
2015-12-31,16866
2016-01-01,16866
2016-01-02,17001
2016-01-03,17001
2016-01-04,17203
2016-01-05,17203
2016-01-06,17005
2016-01-07,17005
2016-01-08,17005
2016-01-09,16949
2016-01-10,16949
2016-01-11,17465
2016-01-12,17465
2016-01-13,18038
2016-01-14,18038
2016-01-15,18806
2016-01-16,18806
2016-01-17,19321
2016-01-18,19321
2016-01-19,18430
2016-01-20,18430
2016-01-21,17517
2016-01-22,17517
2016-01-23,17589
2016-01-24,17589
2016-01-25,17792
2016-01-26,17792
2016-01-27,16905
2016-01-28,16905
2016-01-29,16998
2016-01-30,16998
2016-01-31,17333
2016-02-01,17333
2016-02-02,17478
2016-02-03,17478
2016-02-04,18309
2016-02-05,18309
2016-02-06,18907
2016-02-07,18907
2016-02-08,18907
2016-02-09,18043
2016-02-10,18043
2016-02-11,17147
2016-02-12,17147
2016-02-13,16421
2016-02-14,16421
2016-02-15,16867
2016-02-16,16867
2016-02-17,16080
2016-02-18,16080
2016-02-19,16080
2016-02-20,15751
2016-02-21,15140
2016-02-22,15140
2016-02-23,15140
2016-02-24,14855
2016-02-25,14855
2016-02-26,14873
2016-02-27,14873
2016-02-28,15234
2016-02-29,15234
2016-03-01,15926
2016-03-02,15926
2016-03-03,16114
2016-03-04,16114
2016-03-05,15511
2016-03-06,15511
2016-03-07,15926
2016-03-08,15926
2016-03-09,16103
2016-03-10,16103
2016-03-11,15906
2016-03-12,15906
2016-03-13,16647
2016-03-14,16647
2016-03-15,16720
2016-03-16,16720
2016-03-17,17087
2016-03-18,17087
2016-03-19,17026
2016-03-20,17026
2016-03-21,16219
2016-03-22,16219
2016-03-23,15507
2016-03-24,15507
2016-03-25,14731
2016-03-26,14731
2016-03-27,14523
2016-03-28,14523
2016-03-29,14164
2016-03-30,14164
2016-03-31,14164
2016-04-01,14553
2016-04-02,14553
2016-04-03,14721
2016-04-04,14721
2016-04-05,14292
2016-04-06,14292
2016-04-07,14412
2016-04-08,14412
2016-04-09,14414
2016-04-10,14414
2016-04-11,14414
2016-04-12,14287
2016-04-13,14287
2016-04-14,14249
2016-04-15,14249
2016-04-16,14799
2016-04-17,14799
2016-04-18,15394
2016-04-19,15394
2016-04-20,15742
2016-04-21,15742
2016-04-22,15742
2016-04-23,15628
2016-04-24,15628
2016-04-25,14846
2016-04-26,14846
2016-04-27,15134
2016-04-28,15134
2016-04-29,15657
2016-04-30,15657
2016-05-01,15435
2016-05-02,15435
2016-05-03,15264
2016-05-04,15264
2016-05-05,14826
2016-05-06,14826
2016-05-07,14806
2016-05-08,14806
2016-05-09,14737
2016-05-10,14737
2016-05-11,14562
2016-05-12,14562
2016-05-13,14473
2016-05-14,14473
2016-05-15,14698
2016-05-16,14698
2016-05-17,14847
2016-05-18,14847
2016-05-19,14649
2016-05-22,14627
2016-05-23,14627
2016-05-24,14480
2016-05-25,14480
2016-05-26,14280
2016-05-27,14280
2016-05-28,14610
2016-05-29,14769
2016-05-30,14769
2016-05-31,14769
2016-06-01,15147
2016-06-02,15147
2016-06-03,15064
2016-06-04,15064
2016-06-05,14834
2016-06-06,14834
2016-06-07,14769
2016-06-08,14769
2016-06-09,14396
2016-06-10,14396
2016-06-11,14144
2016-06-12,14144
2016-06-13,14570
2016-06-14,14570
2016-06-15,14508
2016-06-16,14508
2016-06-17,14734
2016-06-18,14734
2016-06-19,14550
2016-06-20,14550
2016-06-21,14550
2016-06-22,14986
2016-06-23,14986
2016-06-24,14525
2016-06-25,14525
2016-06-26,14525
2016-06-27,15038
2016-06-28,15038
2016-06-29,15566
2016-06-30,15566
2016-07-01,15652
2016-07-02,15652
2016-07-03,15652
2016-07-04,14894
2016-07-05,14894
2016-07-06,15383
2016-07-07,15809
2016-07-08,15018
2016-07-09,14267
2016-07-10,14313
2016-07-11,14843
2016-07-12,15484
2016-07-13,16190
2016-07-14,16798
2016-07-15,16531
2016-07-16,15740
2016-07-17,15880
2016-07-18,15086
2016-07-23,13996
2016-07-24,14343
2016-07-25,14394
2016-07-26,14394
2016-07-27,14408
2016-07-28,14408
2016-07-29,14457
2016-07-30,14457
2016-07-31,14297
2016-08-01,14297
2016-08-02,14907
2016-08-03,14907
2016-08-04,14223
2016-08-05,14223
2016-08-06,13512
2016-08-07,13512
2016-08-08,13236
2016-08-09,13484
2016-08-10,13484
2016-08-11,13111
2016-08-12,13111
2016-08-13,12699
2016-08-14,12699
2016-08-15,12285
2016-08-16,12285
2016-08-17,12015
2016-08-18,12015
2016-08-19,12025
2016-08-20,12025
2016-08-21,11874
2016-08-22,11874
2016-08-23,12382
2016-08-24,12382
2016-08-25,12884
2016-08-26,12884
2016-08-28,12863
2016-08-31,13106
2016-09-01,13703
2016-09-02,13703
2016-09-03,13703
2016-09-04,14245
2016-09-05,14245
2016-09-06,14302
2016-09-07,14302
2016-09-08,14302
2016-09-09,13586
2016-09-10,13586
2016-09-11,13550
2016-09-12,13550
2016-09-13,13890
2016-09-14,13890
2016-09-15,13890
2016-09-16,14384
2016-09-17,14384
2016-09-18,14939
2016-09-19,14939
2016-09-20,14939
2016-09-21,14527
2016-09-22,14527
2016-09-23,14523
2016-09-24,14523
2016-09-25,14523
2016-09-26,14854
2016-09-27,14854
2016-09-28,14854
2016-09-29,14597
2016-09-30,14597
2016-10-01,14485
2016-10-02,14485
2016-10-03,14485
2016-10-04,14485
2016-10-05,14283
2016-10-06,14283
2016-10-07,14283
2016-10-08,14565
2016-10-09,14565
2016-10-10,14565
2016-10-11,13931
2016-10-12,13931
2016-10-13,13931
2016-10-14,13723
2016-10-15,13723
2016-10-16,13723
2016-10-17,13779
2016-10-18,13779
2016-10-19,13779
2016-10-20,13531
2016-10-21,13531
2016-10-22,13531
2016-10-23,13558
2016-10-24,13558
2016-10-25,13558
2016-10-26,13775
2016-10-27,13775
2016-10-28,13775
2016-10-29,13835
2016-10-30,13835
2016-10-31,13716
2016-11-01,13716
2016-11-02,13716
2016-11-03,13754
2016-11-04,14438
2016-11-05,14438
2016-11-06,15138
2016-11-07,15138
2016-11-08,14982
2016-11-09,14982
2016-11-10,14475
2016-11-11,14475
2016-11-12,14475
2016-11-13,14374
2016-11-14,14374
2016-12-08,15318
2016-12-09,15318
2016-12-10,15318
2016-12-11,14618
2016-12-12,14618
2016-12-13,14618
2016-12-14,14460
2016-12-15,14460
2016-12-16,14460
2016-12-17,14516
2016-12-18,14516
2016-12-19,14516
2016-12-20,14247
2016-12-21,14247
2016-12-22,14247
2016-12-23,13542
2016-12-24,13542
2016-12-25,13542
2016-12-26,13243
2016-12-27,13243
2016-12-28,13243
2016-12-29,13725
2016-12-30,13725
2016-12-31,13725
2017-01-01,14179
2017-01-02,14179
2017-01-03,14706
2017-01-04,14706
2017-01-05,14891
2017-01-06,14891
2017-01-07,14224
2017-01-08,14224
2017-01-09,13618
2017-01-10,13618
2017-01-11,13410
2017-01-12,13410
2017-01-13,13387
2017-01-14,13387
2017-01-15,13175
2017-01-16,13175
2017-01-17,13140
2017-01-18,13140
2017-01-19,13140
2017-01-20,13130
2017-01-21,13130
2017-01-22,13115
2017-01-27,13206
2017-01-28,13774
2017-01-29,13774
2017-01-30,13263
2017-01-31,13263
2017-02-01,13407
2017-02-02,13407
2017-02-03,13407
2017-02-04,13915
2017-02-05,13915
2017-02-06,13915
2017-02-07,14359
2017-02-08,14359
2017-02-09,14359
2017-02-10,13684
2017-02-11,13684
2017-02-12,13684
2017-02-13,13407
2017-02-14,13407
2017-02-15,13407
2017-02-16,13248
2017-02-18,13248
2017-02-19,12707
2017-02-20,12707
2017-02-21,13167
2017-02-22,13167
2017-02-23,13167
2017-02-24,13285
2017-02-25,13285
2017-02-26,13608
2017-02-27,13608
2017-02-28,13671
2017-03-01,13671
2017-03-02,13170
2017-03-03,13170
2017-03-04,13170
2017-03-05,13037
2017-03-06,13037
2017-03-07,13217
2017-03-08,13217
2017-03-09,13217
2017-03-10,13331
2017-03-11,13331
2017-03-12,13331
2017-03-13,13175
2017-03-14,13175
2017-03-15,12916
2017-03-16,12916
2017-03-17,12916
2017-03-18,13027
2017-03-19,13027
2017-03-20,13359
2017-03-21,13359
2017-03-22,13359
2017-03-23,13883
2017-03-24,13883
2017-03-25,13883
2017-03-26,14364
2017-03-27,14364
2017-03-28,14364
2017-03-29,14765
2017-03-30,14765
2017-03-31,14765
2017-04-01,14701
2017-04-02,14701
2017-04-03,14902
2017-04-04,14902
2017-04-12,13016
2017-04-13,13016
2017-04-14,13177
2017-04-15,13177
2017-04-16,13354
2017-04-17,13354
2017-04-18,13666
2017-04-19,13666
2017-04-20,13540
2017-04-21,13540
2017-04-22,14092
2017-04-23,14092
2017-04-24,14283
2017-04-25,14283
2017-04-26,14951
2017-04-27,14951
2017-04-28,15364
2017-04-29,15364
2017-04-30,15398
2017-05-01,15398
2017-05-02,15778
2017-05-03,15778
2017-05-04,15878
2017-05-05,15878
2017-05-06,15878
2017-05-07,15279
2017-05-08,15279
2017-05-09,15447
2017-05-10,15447
2017-05-11,15447
2017-05-12,14740
2017-05-13,14740
2017-05-14,14740
2017-05-15,14082
2017-05-16,14082
2017-05-17,14082
2017-05-18,13920
2017-05-19,13920
2017-05-20,14119
2017-05-21,14119
2017-05-22,14119
2017-05-23,14179
2017-05-24,14179
2017-05-25,14179
2017-05-26,14771
2017-05-27,14771
2017-05-28,14771
2017-05-29,15219
2017-05-30,15219
2017-05-31,15219
2017-06-01,15648
2017-06-02,15648
2017-06-03,15648
2017-06-06,15258
2017-06-07,15258
2017-06-08,15258
2017-06-09,14592
2017-06-10,14592
2017-06-11,14431
2017-06-12,14431
2017-06-13,14431
2017-06-14,13926
2017-06-15,13926
2017-06-16,13926
2017-06-17,13229
2017-06-18,13229
2017-06-19,13229
2017-06-20,12818
2017-06-21,12818
2017-06-22,12818
2017-06-23,13381
2017-06-24,13381
2017-06-25,13381
2017-06-26,13859
2017-06-27,13859
2017-06-28,13859
2017-06-29,14075
2017-06-30,14075
2017-07-01,14075
2017-07-02,14384
2017-07-03,14384
2017-07-04,14640
2017-07-05,14640
2017-07-06,14640
2017-07-07,14640
2017-07-08,14417
2017-07-13,15372
2017-07-14,15742
2017-07-15,15742
2017-07-16,15742
2017-07-17,15855
2017-07-18,15855
2017-07-19,15855
2017-07-20,15314
2017-07-21,15314
2017-07-22,14747
2017-07-23,14747
2017-07-24,14747
2017-07-25,14782
2017-07-26,14782
2017-07-27,14733
2017-07-28,14733
2017-07-29,14733
2017-07-30,14844
2017-07-31,14844
2017-08-01,14844
2017-08-02,14814
2017-08-03,14814
2017-08-04,14814
2017-08-05,15169
2017-08-06,15169
2017-08-09,15282
2017-08-10,14606
2017-08-11,14606
2017-08-12,14606
2017-08-13,14809
2017-08-14,14809
2017-08-15,14809
2017-08-17,14657
2017-08-18,14657
2017-08-19,14567
2017-08-20,14567
2017-08-22,14238
2017-08-23,14438
2017-08-24,14438
2017-08-25,14438
2017-08-26,15016
2017-08-27,15016
2017-08-28,15016
2017-08-29,14336
2017-08-30,14336
2017-08-31,13929
2017-09-01,13929
2017-09-02,13232
2017-09-03,13232
2017-09-04,13232
2017-09-05,12740
2017-09-06,12740
2017-09-07,12522
2017-09-08,12522
2017-09-09,12459
2017-09-10,12459
2017-09-11,12581
2017-09-12,12581
2017-09-13,12581
2017-09-14,12184
2017-09-15,12184
2017-09-16,12184
2017-09-17,12221
2017-09-19,12221
2017-09-20,12397
2017-09-21,12397
2017-09-22,12397
2017-09-23,12866
2017-09-24,12866
2017-09-25,12866
2017-09-26,13024
2017-09-27,13024
2017-09-28,13024
2017-09-29,13076
2017-09-30,13076
2017-10-01,13076
2017-10-02,13339
2017-10-03,13339
2017-10-04,13339
2017-10-05,13339
2017-10-06,12747
2017-10-07,12747
2017-10-08,12747
2017-10-09,12647
2017-10-10,12647
2017-10-11,12647
2017-10-12,12028
2017-10-13,12028
2017-10-14,12070
2017-10-15,12070
2017-10-16,12070
2017-10-17,11712
2017-10-18,11712
2017-10-19,11712
2017-10-20,11941
2017-10-21,11941
2017-10-22,12194
2017-10-23,12194
2017-10-24,12194
2017-10-25,11934
2017-10-26,11934
2017-10-27,11934
2017-10-28,11934
2017-10-29,11844
2017-10-30,11844
2017-10-31,11844
2017-11-01,11850
2017-11-02,11850
2017-11-03,11850
2017-11-04,11312
2017-11-05,11312
2017-11-06,11312
2017-11-07,10919
2017-11-08,10919
2017-11-09,10919
2017-11-10,11272
2017-11-11,11272
2017-11-12,11272
2017-11-13,11453
2017-11-14,11453
2017-11-15,11453
2017-11-16,11393
2017-11-17,11393
2017-11-18,11393
2017-11-19,11963
2017-11-20,11963
2017-11-21,11963
2017-11-22,12042
2017-11-23,12042
2017-11-24,12042
2017-11-25,12119
2017-11-26,12119
2017-11-27,12119
2017-11-28,11984
2017-11-29,11984
2017-11-30,11984
2017-12-01,11774
2017-12-02,11774
2017-12-03,11774
2017-12-04,12282
2017-12-05,12282
2017-12-06,12162
2017-12-07,12162
2017-12-08,12162
2017-12-09,12625
2017-12-10,12625
2017-12-11,12311
2017-12-12,12311
2017-12-14,11705
2017-12-15,11705
2017-12-16,11705
2017-12-17,11333
2017-12-18,11333
2017-12-19,11240
2017-12-20,11240
2017-12-21,11240
2017-12-22,11247
2017-12-23,11247
2017-12-24,11247
2017-12-25,11354
2017-12-26,11354
2017-12-27,11277
2017-12-28,11277
2017-12-29,11277
2017-12-30,11669
2017-12-31,11669
2018-01-01,11782
2018-01-02,11782
2018-01-03,12051
2018-01-04,12051
2018-01-05,12166
2018-01-06,12166
2018-01-07,11636
2018-01-08,11636
2018-01-09,11636
2018-01-10,11636
2018-01-11,11636
2018-01-12,11636
2018-01-13,11386
2018-01-14,11386
2018-01-15,11264
2018-01-16,11264
2018-01-17,10926
2018-01-18,10926
2018-01-19,10926
2018-01-20,10688
2018-01-21,10688
2018-01-22,10885
2018-01-23,10885
2018-01-24,10977
2018-01-25,10977
2018-01-26,10940
2018-01-27,10855
2018-01-28,11025
2018-01-29,11275
2018-01-31,11548
2018-02-01,11594
2018-02-02,11594
2018-02-03,11728
2018-02-04,11749
2018-02-05,11749
2018-02-06,11922
2018-02-07,12089
2018-02-08,12089
2018-02-09,12250
2018-02-10,12250
2018-02-11,12754
2018-02-12,13111
2018-02-13,13111
2018-02-14,13131
2018-02-15,13131
2018-02-16,13152
2018-02-17,12799
2018-02-18,12799
2018-02-19,13222
2018-02-20,13222
2018-02-21,13108
2018-02-22,13108
2018-02-23,13118
2018-02-24,13118
2018-02-25,13252
2018-02-26,13252
2018-02-27,13110
2018-02-28,13110
2018-03-01,13292
2018-03-02,13263
2018-03-03,12629
2018-03-04,12629
2018-03-05,12054
2018-03-06,12054
2018-03-07,11451
2018-03-08,11451
2018-03-09,11254
2018-03-10,11254
2018-03-11,11525
2018-03-12,11525
2018-03-13,11736
2018-03-14,11736
2018-03-15,12111
2018-03-16,12111
2018-03-17,12095
2018-03-18,12095
2018-03-19,12139
2018-03-20,12097
2018-03-21,12097
2018-03-23,12315
2018-03-24,12729
2018-03-26,12217
2018-03-27,12237
2018-03-29,11779
2018-03-30,11779
2018-03-31,11834
2018-04-01,11834
2018-04-02,12374
2018-04-03,12374
2018-04-04,12533
2018-04-05,12533
2018-04-06,12678
2018-04-08,13221
2018-04-09,13221
2018-04-10,13512
2018-04-11,13512
2018-04-12,14145
2018-04-13,14145
2018-04-14,14145
2018-04-15,13725
2018-04-16,13725
2018-04-17,13653
2018-04-18,13653
2018-04-19,13653
2018-04-20,13950
2018-04-21,13950
2018-04-22,14397
2018-04-23,14397
2018-04-24,15093
2018-04-25,15093
2018-04-26,15848
2018-04-27,15848
2018-04-28,15512
2018-04-29,15512
2018-04-30,14774
2018-05-01,14774
2018-05-02,14362
2018-05-03,14362
2018-05-04,14690
2018-05-05,15314
2018-05-06,15314
2018-05-07,15314
2018-05-08,15820
2018-05-09,15820
2018-05-10,15669
2018-05-11,15669
2018-05-12,15798
2018-05-13,15798
2018-05-14,15240
2018-05-15,15240
2018-05-16,15330
2018-05-17,15330
2018-05-18,15284
2018-05-19,15284
2018-05-20,14994
2018-05-21,14994
2018-05-22,15156
2018-05-23,14788
2018-05-24,14788
2018-05-25,14379
2018-05-26,14743
2018-05-27,14743
2018-05-28,14998
2018-05-29,14998
2018-05-30,15288
2018-05-31,15288
2018-06-01,15858
2018-06-02,15118
2018-06-03,15118
2018-06-04,14456
2018-06-05,14108
2018-06-06,14108
2018-06-07,14508
2018-06-08,14508
2018-06-09,14535
2018-06-10,14535
2018-06-11,14736
2018-06-12,14736
2018-06-13,14563
2018-06-14,14563
2018-06-15,13851
2018-06-16,13851
2018-06-17,13774
2018-06-18,13774
2018-06-19,13579
2018-06-20,13579
2018-06-21,13588
2018-06-22,13588
2018-06-23,13614
2018-06-24,13614
2018-06-25,13404
2018-06-26,13404
2018-06-27,13000
2018-06-28,13000
2018-06-29,12363
2018-06-30,12363
2018-07-01,11941
2018-07-02,11941
2018-07-03,11817
2018-07-04,11817
2018-07-05,11698
2018-07-06,11829
2018-07-07,11829
2018-07-08,12039
2018-07-09,12039
2018-07-10,11837
2018-07-11,11837
2018-07-12,11837
2018-07-13,11946
2018-07-14,12417
2018-07-15,12417
2018-07-16,12843
2018-07-17,13349
2018-07-18,13349
2018-07-19,13865
2018-07-20,13865
2018-07-21,14083
2018-07-22,14254
2018-07-23,14335
2018-07-24,14335
2018-07-25,14007
2018-07-26,13306
2018-07-27,12950
2018-07-28,12950
2018-07-29,13557
2018-07-30,13557
2018-07-31,14201
2018-08-01,14201
2018-08-02,14912
2018-08-03,15445
2018-08-04,16026
2018-08-05,15556
2018-08-06,14946
2018-08-07,14946
2018-08-08,15072
2018-08-09,15072
2018-08-10,15604
2018-08-11,15420
2018-08-12,15919
2018-08-14,17429
2018-08-16,18217
2018-08-17,18218
2018-08-18,18218
2018-08-19,17488
2018-08-20,17838
2018-08-21,17838
2018-08-22,18086
2018-08-23,18086
2018-08-24,18216
2018-08-25,18173
2018-08-26,18173
2018-08-27,17469
2018-08-28,17447
2018-08-29,17447
2018-08-30,16810
2018-08-31,15969
2018-09-01,15170
2018-09-02,15170
2018-09-03,14509
2018-09-04,13945
2018-09-05,13959
2018-09-06,13959
2018-09-07,13756
2018-09-08,14408
2018-09-09,14408
2018-09-10,14826
2018-09-11,14826
2018-09-12,14084
2018-09-13,14084
2018-09-14,14227
2018-09-15,14632
2018-09-16,14632
2018-09-17,14557
2018-09-18,14473
2018-09-19,14473
2018-09-20,14423
2018-09-21,14423
2018-09-22,14824
2018-09-23,15518
2018-09-24,14863
2018-09-25,14863
2018-09-26,14359
2018-09-27,14359
2018-09-28,14848
2018-09-29,14848
2018-09-30,15064
2018-10-02,15309
2018-10-03,14928
2018-10-04,14928
2018-10-05,15088
2018-10-06,15467
2018-10-07,15467
2018-10-08,14884
2018-10-09,14139
2018-10-10,13432
2018-10-11,12760
2018-10-12,12760
2018-10-13,13109
2018-10-14,13109
2018-10-15,13415
2018-10-16,13415
2018-10-17,13808
2018-10-18,13423
2018-10-19,13066
2018-10-20,13066
2018-10-21,12482
2018-10-22,11966
2018-10-23,11966
2018-10-24,11455
2018-10-25,11202
2018-10-26,11512
2018-10-27,11641
2018-10-28,11552
2018-10-29,11552
2018-10-30,12066
2018-10-31,12593
2018-11-01,13061
2018-11-03,13633
2018-11-04,14312
2018-11-05,14287
2018-11-06,13916
2018-11-07,13220
2018-11-08,12599
2018-11-09,12864
2018-11-10,12885
2018-11-11,12866
2018-11-12,13390
2018-11-13,13609
2018-11-14,13476
2018-11-15,13645
2018-11-16,13336
2018-11-17,13326
2018-11-18,12847
2018-11-19,12905
2018-11-20,13469
2018-11-21,13418
2018-11-22,13535
2018-11-23,13488
2018-11-24,13132
2018-11-25,12591
2018-11-26,11985
2018-11-27,11661
2018-11-28,11879
2018-11-29,12399
2018-12-01,12937
2018-12-02,13245
2018-12-03,13893
2018-12-04,14418
2018-12-05,14490
2018-12-07,13101
2018-12-09,12691
2018-12-10,12468
2018-12-11,12461
2018-12-12,12919
2018-12-13,13418
2018-12-14,13643
2018-12-15,13787
2018-12-16,13533
2018-12-17,13326
2018-12-18,12847
2018-12-19,12869
2018-12-20,13018
2018-12-21,13251
2018-12-22,13707
2018-12-23,13923
2018-12-24,14252
2018-12-25,14153
2018-12-26,13788
2018-12-27,13857
2018-12-28,13954
2018-12-29,14363
2018-12-30,13905
2018-12-31,13407
2019-01-01,12848
2019-01-02,13176
2019-01-03,13021
2019-01-04,12895
2019-01-05,13382
2019-01-06,13636
2019-01-08,13027
2019-01-10,12127
2019-01-11,12194
2019-01-12,11972
2019-01-13,11773
2019-01-14,11201
2019-01-15,11480
2019-01-16,11308
2019-01-17,11593
2019-01-18,11013
2019-01-19,10504
2019-01-20,10897
2019-01-22,11649
2019-01-23,11758
2019-01-24,11623
2019-01-25,11579
2019-01-26,11530
2019-01-27,11736
2019-01-28,11532
2019-01-29,11953
2019-01-30,12155
2019-01-31,11980
2019-02-01,12349
2019-02-02,12359
2019-02-03,12870
2019-02-04,13475
2019-02-05,14134
2019-02-06,14817
2019-02-07,14199
2019-02-08,13489
2019-02-09,12814
2019-02-10,12354
2019-02-11,12752
2019-02-12,12487
2019-02-13,12260
2019-02-14,12260
2019-02-15,12125
2019-02-16,11831
2019-02-17,11638
2019-02-18,11535
2019-02-19,12014
2019-02-20,12294
2019-02-21,12761
2019-02-22,12487
2019-02-23,12644
2019-02-24,12226
2019-02-25,12501
2019-02-26,12170
2019-02-27,11716
2019-02-28,12005
2019-03-01,12340
2019-03-02,12638
2019-03-03,12974
2019-03-04,13366
2019-03-05,13548
2019-03-06,13925
2019-03-07,13527
2019-03-08,13527
2019-03-09,13715
2019-03-10,13881
2019-03-11,14199
2019-03-12,14602
2019-03-13,14602
2019-03-14,14184
2019-03-15,13771
2019-03-16,13829
2019-03-17,13909
2019-03-18,13909
2019-03-19,13802
2019-03-20,14485
2019-03-21,14952
2019-03-22,14952
2019-03-23,14484
2019-03-24,13961
2019-03-25,13961
2019-03-26,13316
2019-03-27,13316
2019-03-28,13120
2019-03-29,12607
2019-03-30,12607
2019-03-31,12547
2019-04-01,12913
2019-04-02,12956
2019-04-03,13272
2019-04-04,13922
2019-04-05,14619
2019-04-06,14619
