date_obj,Magic%20fang price
2015-08-20,407427
2015-08-21,409956
2015-08-22,399247
2015-08-23,384507
2015-08-24,370724
2015-08-25,370724
2015-08-26,365596
2015-08-27,359504
2015-08-28,354496
2015-08-29,344431
2015-08-30,330462
2015-08-31,321828
2015-09-01,313114
2015-09-02,313114
2015-09-03,318076
2015-09-04,325455
2015-09-05,334715
2015-09-06,341113
2015-09-07,350128
2015-09-08,357986
2015-09-09,347962
2015-09-10,335352
2015-09-11,319286
2015-09-12,303470
2015-09-13,290825
2015-09-14,279166
2015-09-15,283204
2015-09-16,283204
2015-09-17,295455
2015-09-18,303373
2015-09-19,311721
2015-09-20,315673
2015-09-21,328192
2015-09-22,338145
2015-09-23,326368
2015-09-24,318448
2015-09-25,306581
2015-09-27,300929
2015-09-28,306732
2015-09-29,300897
2015-09-30,295458
2015-10-05,315419
2015-10-06,322228
2015-10-07,322458
2015-10-08,316016
2015-10-09,301778
2015-10-10,301778
2015-10-11,286773
2015-10-12,273513
2015-10-13,273513
2015-10-14,260356
2015-10-15,247369
2015-10-16,235213
2015-10-17,235213
2015-10-18,232207
2015-10-19,241733
2015-10-20,253237
2015-10-22,254062
2015-10-23,243710
2015-10-24,237718
2015-10-25,242504
2015-10-26,233520
2015-10-27,233520
2015-10-29,217221
2015-10-30,217221
2015-10-31,207697
2015-11-01,207697
2015-11-02,201999
2015-11-03,197797
2015-11-04,197797
2015-11-05,190034
2015-11-06,190034
2015-11-07,180532
2015-11-08,180532
2015-11-09,171505
2015-11-10,171505
2015-11-11,162955
2015-11-12,162955
2015-11-13,155585
2015-11-14,148102
2015-11-15,140696
2015-11-16,140696
2015-11-17,133661
2015-11-18,127110
2015-11-19,120754
2015-11-20,114991
2015-11-21,114991
2015-11-22,112418
2015-11-23,112418
2015-11-24,113366
2015-11-25,117837
2015-11-26,117837
2015-11-27,123259
2015-11-28,127910
2015-11-29,128905
2015-11-30,126575
2015-12-01,126575
2015-12-02,122206
2015-12-03,119124
2015-12-04,119124
2015-12-05,118207
2015-12-06,118184
2015-12-07,119160
2015-12-08,118802
2015-12-09,122221
2015-12-10,117561
2015-12-11,116536
2015-12-12,113243
2015-12-13,109721
2015-12-14,109721
2015-12-15,110122
2015-12-16,112990
2015-12-17,115780
2015-12-18,120487
2015-12-19,126065
2015-12-20,131164
2015-12-21,137723
2015-12-22,144577
2015-12-23,150471
2015-12-24,153244
2015-12-25,153654
2015-12-26,155912
2015-12-27,151910
2015-12-28,145818
2015-12-29,139632
2015-12-30,135136
2015-12-31,132415
2016-01-01,128455
2016-01-02,127546
2016-01-03,125405
2016-01-04,126366
2016-01-05,122659
2016-01-06,117829
2016-01-07,114086
2016-01-08,110577
2016-01-09,108623
2016-01-10,108839
2016-01-11,108817
2016-01-12,108019
2016-01-13,110998
2016-01-14,114058
2016-01-15,118606
2016-01-16,122168
2016-01-17,124554
2016-01-18,120540
2016-01-19,116638
2016-01-20,120183
2016-01-21,118574
2016-01-22,119205
2016-01-23,124660
2016-01-24,130841
2016-01-25,137384
2016-01-26,144254
2016-01-27,151467
2016-01-28,158820
2016-01-29,166630
2016-01-30,174738
2016-01-31,183475
2016-02-01,192298
2016-02-02,201913
2016-02-03,212009
2016-02-04,222610
2016-02-05,233741
2016-02-06,245429
2016-02-07,257701
2016-02-08,270587
2016-02-09,284117
2016-02-10,298323
2016-02-11,313240
2016-02-12,328902
2016-02-13,345348
2016-02-14,362289
2016-02-15,380404
2016-02-16,399425
2016-02-17,419397
2016-02-18,440367
2016-02-19,462386
2016-02-20,485506
2016-02-21,509782
2016-02-22,534526
2016-02-23,561253
2016-02-24,589316
2016-02-25,618782
2016-02-26,648884
2016-02-27,681329
2016-02-28,715396
2016-02-29,751166
2016-03-01,788725
2016-03-02,828162
2016-03-03,869571
2016-03-04,913050
2016-03-05,958703
2016-03-06,1006639
2016-03-07,1054673
2016-03-08,1107407
2016-03-09,1162778
2016-03-10,1220917
2016-03-11,1281963
2016-03-12,1346062
2016-03-13,1413366
2016-03-14,1484035
2016-03-15,1558237
2016-03-16,1636149
2016-03-17,1716983
2016-03-18,1727169
2016-03-19,1678126
2016-03-20,1639406
2016-03-21,1584569
2016-03-22,1541443
2016-03-23,1552241
2016-03-24,1604536
2016-03-25,1681791
2016-03-26,1744945
2016-03-27,1766520
2016-03-28,1838461
2016-03-29,1891508
2016-03-30,1891508
2016-03-31,1848851
2016-04-01,1770603
2016-04-02,1758682
2016-04-03,1763471
2016-04-04,1808396
2016-04-05,1781721
2016-04-06,1845386
2016-04-07,1812993
2016-04-08,1829162
2016-04-09,1845357
2016-04-10,1847872
2016-04-11,1847872
2016-04-12,1896661
2016-04-13,1936843
2016-04-14,1917805
2016-04-15,1949438
2016-04-16,2007368
2016-04-17,1967015
2016-04-18,1998537
2016-04-19,2031492
2016-04-20,2094072
2016-04-21,2082021
2016-04-22,2082021
2016-04-23,2036105
2016-04-24,1992744
2016-04-25,1971833
2016-04-26,1954815
2016-04-27,1931664
2016-04-28,1968345
2016-04-29,1974588
2016-04-30,2029271
2016-05-01,2041393
2016-05-02,2032679
2016-05-03,2006764
2016-05-04,1999118
2016-05-05,2026055
2016-05-06,2026055
2016-05-07,2029808
2016-05-08,2076304
2016-05-09,2134555
2016-05-10,2186147
2016-05-11,2162047
2016-05-12,2195451
2016-05-13,2224663
2016-05-14,2224422
2016-05-15,2293788
2016-05-16,2320195
2016-05-17,2303807
2016-05-18,2288359
2016-05-19,2270489
2016-05-22,2444007
2016-05-23,2551403
2016-05-24,2608707
2016-05-25,2646986
2016-05-26,2760197
2016-05-27,2879111
2016-05-28,2879111
2016-05-29,2892843
2016-05-30,2892843
2016-05-31,2749930
2016-06-01,2612433
2016-06-02,2486030
2016-06-03,2501809
2016-06-04,2598039
2016-06-05,2667268
2016-06-06,2637820
2016-06-07,2637820
2016-06-08,2639362
2016-06-09,2718802
2016-06-10,2819874
2016-06-11,2783013
2016-06-12,2810228
2016-06-13,2782771
2016-06-14,2824842
2016-06-15,2861736
2016-06-16,2915111
2016-06-17,2990319
2016-06-18,2990319
2016-06-19,3102693
2016-06-20,3145285
2016-06-21,3166081
2016-06-22,3158778
2016-06-23,3153217
2016-06-24,3119333
2016-06-25,3152850
2016-06-26,3152850
2016-06-27,3218588
2016-06-28,3230323
2016-06-29,3197689
2016-06-30,3174279
2016-07-01,3191668
2016-07-02,3182563
2016-07-03,3182563
2016-07-04,3181483
2016-07-05,3181483
2016-07-06,3213512
2016-07-07,3221451
2016-07-08,3243044
2016-07-09,3323046
2016-07-10,3416493
2016-07-11,3483668
2016-07-12,3497036
2016-07-13,3526619
2016-07-14,3480966
2016-07-15,3409843
2016-07-16,3452878
2016-07-17,3481050
2016-07-18,3493341
2016-07-23,3396470
2016-07-24,3265417
2016-07-25,3111977
2016-07-26,3111977
2016-07-27,3027193
2016-07-28,2969944
2016-07-29,3022555
2016-07-30,3171720
2016-07-31,3171720
2016-08-01,3290464
2016-08-02,3331370
2016-08-03,3323813
2016-08-04,3270636
2016-08-05,3270636
2016-08-06,3212132
2016-08-07,3147476
2016-08-08,3147476
2016-08-09,3037447
2016-08-10,2928591
2016-08-11,2928591
2016-08-12,2904668
2016-08-13,2960708
2016-08-14,3025076
2016-08-15,3031296
2016-08-16,2998652
2016-08-17,2981752
2016-08-18,2904333
2016-08-19,2832703
2016-08-20,2819657
2016-08-21,2877046
2016-08-22,2797609
2016-08-23,2788900
2016-08-24,2734656
2016-08-25,2614564
2016-08-26,2614564
2016-08-28,2619540
2016-08-31,2665516
2016-09-01,2646608
2016-09-02,2646608
2016-09-03,2645556
2016-09-04,2610660
2016-09-05,2563447
2016-09-06,2531583
2016-09-07,2531583
2016-09-08,2512078
2016-09-09,2512078
2016-09-10,2419712
2016-09-11,2419712
2016-09-12,2462272
2016-09-13,2517441
2016-09-14,2517441
2016-09-15,2587063
2016-09-16,2587063
2016-09-17,2613761
2016-09-18,2610222
2016-09-19,2625100
2016-09-20,2625100
2016-09-21,2623294
2016-09-22,2604288
2016-09-23,2572679
2016-09-24,2572679
2016-09-25,2594666
2016-09-26,2594666
2016-09-27,2537281
2016-09-28,2517179
2016-09-29,2483460
2016-09-30,2425146
2016-10-01,2416192
2016-10-02,2416192
2016-10-03,2418214
2016-10-04,2433906
2016-10-05,2423663
2016-10-06,2429356
2016-10-07,2429356
2016-10-08,2426291
2016-10-09,2426291
2016-10-10,2474038
2016-10-11,2515765
2016-10-12,2515765
2016-10-13,2537584
2016-10-14,2574734
2016-10-15,2693300
2016-10-16,2748881
2016-10-17,2831555
2016-10-18,2808545
2016-10-19,2786538
2016-10-20,2775876
2016-10-21,2790340
2016-10-22,2790340
2016-10-23,2796929
2016-10-24,2842236
2016-10-25,2842236
2016-10-26,2829527
2016-10-27,2800395
2016-10-28,2800395
2016-10-29,2716837
2016-10-30,2648384
2016-10-31,2578400
2016-11-01,2578400
2016-11-02,2586650
2016-11-03,2586650
2016-11-04,2616453
2016-11-05,2616453
2016-11-06,2610459
2016-11-07,2594675
2016-11-08,2572932
2016-11-09,2558796
2016-11-10,2486493
2016-11-11,2460796
2016-11-12,2462414
2016-11-13,2462414
2016-11-14,2472669
2016-12-07,2483177
2016-12-08,2480627
2016-12-09,2446408
2016-12-10,2483997
2016-12-11,2513458
2016-12-12,2503591
2016-12-13,2505753
2016-12-14,2518245
2016-12-15,2518245
2016-12-16,2544928
2016-12-17,2623559
2016-12-18,2726674
2016-12-19,2802920
2016-12-20,2761525
2016-12-21,2759158
2016-12-22,2736156
2016-12-23,2758774
2016-12-24,2725147
2016-12-25,2790953
2016-12-26,2761304
2016-12-27,2727914
2016-12-28,2737183
2016-12-29,2769164
2016-12-30,2769966
2016-12-31,2809660
2017-01-01,2844872
2017-01-02,2958714
2017-01-03,2956182
2017-01-04,3048544
2017-01-05,3199889
2017-01-06,3301539
2017-01-07,3382257
2017-01-08,3359860
2017-01-09,3234833
2017-01-10,3174926
2017-01-11,3072545
2017-01-12,2934312
2017-01-13,2853525
2017-01-14,2882763
2017-01-15,2993125
2017-01-16,2987692
2017-01-17,2989912
2017-01-18,2967133
2017-01-19,2955510
2017-01-20,2934979
2017-01-21,2927872
2017-01-22,2916802
2017-01-27,2563912
2017-01-28,2572452
2017-01-29,2639123
2017-01-30,2692103
2017-01-31,2702037
2017-02-01,2683031
2017-02-02,2630681
2017-02-03,2587734
2017-02-04,2582688
2017-02-05,2597864
2017-02-06,2593533
2017-02-07,2580917
2017-02-08,2568286
2017-02-09,2568286
2017-02-10,2552100
2017-02-11,2593626
2017-02-12,2646081
2017-02-13,2657452
2017-02-14,2649202
2017-02-15,2639543
2017-02-16,2620699
2017-02-18,2581966
2017-02-19,2571589
2017-02-20,2610163
2017-02-21,2599279
2017-02-22,2556158
2017-02-23,2539596
2017-02-24,2489096
2017-02-25,2477941
2017-02-26,2482273
2017-02-27,2479073
2017-02-28,2500080
2017-03-01,2497313
2017-03-02,2502239
2017-03-03,2502163
2017-03-04,2494148
2017-03-05,2496126
2017-03-06,2490119
2017-03-07,2478413
2017-03-08,2469855
2017-03-09,2475978
2017-03-10,2449709
2017-03-11,2425415
2017-03-12,2420477
2017-03-13,2399325
2017-03-14,2369720
2017-03-15,2321830
2017-03-16,2290195
2017-03-17,2218992
2017-03-18,2144703
2017-03-19,2147134
2017-03-20,2156020
2017-03-21,2192588
2017-03-22,2260675
2017-03-23,2281596
2017-03-24,2259297
2017-03-25,2259297
2017-03-26,2239877
2017-03-27,2239522
2017-03-28,2227990
2017-03-29,2227355
2017-03-30,2218757
2017-03-31,2184520
2017-04-01,2174783
2017-04-02,2181152
2017-04-03,2176632
2017-04-04,2169422
2017-04-12,2290835
2017-04-13,2324661
2017-04-14,2356385
2017-04-15,2379417
2017-04-16,2400616
2017-04-17,2422810
2017-04-18,2431074
2017-04-19,2423269
2017-04-20,2414352
2017-04-21,2383415
2017-04-22,2347318
2017-04-23,2310675
2017-04-24,2269730
2017-04-25,2285038
2017-04-26,2319064
2017-04-27,2341205
2017-04-28,2343362
2017-04-29,2354197
2017-04-30,2381152
2017-05-01,2382059
2017-05-02,2369460
2017-05-03,2357508
2017-05-04,2342207
2017-05-05,2335261
2017-05-06,2347390
2017-05-07,2342962
2017-05-08,2355102
2017-05-09,2348973
2017-05-10,2336113
2017-05-11,2325384
2017-05-12,2328817
2017-05-13,2303287
2017-05-14,2283120
2017-05-15,2266318
2017-05-16,2272625
2017-05-17,2236021
2017-05-18,2230900
2017-05-19,2233198
2017-05-20,2234170
2017-05-21,2234170
2017-05-22,2240569
2017-05-23,2235976
2017-05-24,2224166
2017-05-25,2305544
2017-05-26,2413265
2017-05-27,2482639
2017-05-28,2378512
2017-05-29,2345313
2017-05-30,2352338
2017-05-31,2349552
2017-06-01,2309773
2017-06-02,2244216
2017-06-03,2244216
2017-06-06,2352716
2017-06-07,2367433
2017-06-08,2367433
2017-06-09,2377026
2017-06-10,2336480
2017-06-11,2297546
2017-06-12,2297546
2017-06-13,2201309
2017-06-14,2243675
2017-06-15,2312706
2017-06-16,2332865
2017-06-17,2332865
2017-06-18,2392529
2017-06-19,2392529
2017-06-20,2412542
2017-06-21,2415011
2017-06-22,2415011
2017-06-23,2439156
2017-06-24,2470047
2017-06-25,2519060
2017-06-26,2556791
2017-06-27,2660414
2017-06-28,2660414
2017-06-29,2707867
2017-06-30,2813877
2017-07-01,2813877
2017-07-02,2762101
2017-07-03,2713613
2017-07-04,2597097
2017-07-05,2597097
2017-07-06,2609212
2017-07-07,2609212
2017-07-08,2678609
2017-07-13,2769528
2017-07-14,2765021
2017-07-15,2765021
2017-07-16,2827080
2017-07-17,2937145
2017-07-18,2972425
2017-07-19,3005882
2017-07-20,3039190
2017-07-21,3027923
2017-07-22,2996823
2017-07-23,2996622
2017-07-24,2996622
2017-07-25,2922226
2017-07-26,2783857
2017-07-27,2735414
2017-07-28,2712785
2017-07-29,2712785
2017-07-30,2762960
2017-07-31,2762960
2017-08-01,2878290
2017-08-02,2911892
2017-08-03,2921405
2017-08-04,2921405
2017-08-05,2900264
2017-08-06,2936316
2017-08-09,2922986
2017-08-10,2930899
2017-08-11,2914639
2017-08-12,2918680
2017-08-13,2918680
2017-08-14,2901310
2017-08-15,2869179
2017-08-16,2830263
2017-08-17,2803341
2017-08-18,2803341
2017-08-19,2727712
2017-08-20,2722578
2017-08-21,2775179
2017-08-22,2755936
2017-08-23,2732488
2017-08-24,2704004
2017-08-25,2704004
2017-08-26,2646376
2017-08-27,2627658
2017-08-28,2625677
2017-08-29,2625677
2017-08-30,2594612
2017-08-31,2611954
2017-09-01,2611954
2017-09-02,2617977
2017-09-03,2617977
2017-09-04,2722293
2017-09-05,2752647
2017-09-06,2757014
2017-09-07,2784799
2017-09-08,2784799
2017-09-09,2786342
2017-09-10,2825181
2017-09-11,2784145
2017-09-12,2784145
2017-09-13,2728533
2017-09-14,2659324
2017-09-15,2659324
2017-09-16,2631867
2017-09-17,2639470
2017-09-19,2628111
2017-09-20,2631222
2017-09-21,2611903
2017-09-22,2592487
2017-09-23,2592487
2017-09-24,2577036
2017-09-25,2569196
2017-09-26,2566887
2017-09-27,2566887
2017-09-28,2544478
2017-09-29,2500293
2017-09-30,2502199
2017-10-01,2513391
2017-10-02,2496694
2017-10-03,2496694
2017-10-04,2473481
2017-10-05,2465934
2017-10-06,2479543
2017-10-07,2479161
2017-10-08,2499369
2017-10-09,2493622
2017-10-10,2484482
2017-10-11,2484482
2017-10-12,2494679
2017-10-13,2481918
2017-10-14,2471112
2017-10-15,2471112
2017-10-16,2445835
2017-10-17,2445835
2017-10-18,2389080
2017-10-19,2348859
2017-10-20,2315464
2017-10-21,2297385
2017-10-22,2286477
2017-10-23,2254201
2017-10-24,2255625
2017-10-25,2255590
2017-10-26,2287989
2017-10-27,2337687
2017-10-28,2337687
2017-10-29,2445599
2017-10-30,2514842
2017-10-31,2602706
2017-11-01,2602706
2017-11-02,2565920
2017-11-03,2567511
2017-11-04,2573327
2017-11-05,2575429
2017-11-06,2574789
2017-11-07,2574789
2017-11-08,2551174
2017-11-09,2546544
2017-11-10,2490644
2017-11-11,2463080
2017-11-12,2495799
2017-11-13,2502159
2017-11-14,2502159
2017-11-15,2499093
2017-11-16,2523407
2017-11-17,2506361
2017-11-18,2506361
2017-11-19,2533527
2017-11-20,2518963
2017-11-21,2525375
2017-11-22,2537538
2017-11-23,2544612
2017-11-24,2519877
2017-11-25,2517315
2017-11-26,2533093
2017-11-27,2533093
2017-11-28,2537899
2017-11-29,2534067
2017-11-30,2523499
2017-12-01,2519771
2017-12-02,2528107
2017-12-03,2510320
2017-12-04,2505443
2017-12-05,2517547
2017-12-06,2513478
2017-12-07,2518320
2017-12-08,2518320
2017-12-09,2525464
2017-12-10,2528537
2017-12-11,2542461
2017-12-12,2541885
2017-12-14,2532458
2017-12-15,2551314
2017-12-16,2574515
2017-12-17,2564160
2017-12-18,2526361
2017-12-19,2520270
2017-12-20,2511651
2017-12-21,2514666
2017-12-22,2525400
2017-12-23,2532866
2017-12-24,2535567
2017-12-25,2554257
2017-12-26,2562691
2017-12-27,2596400
2017-12-28,2608500
2017-12-29,2614945
2017-12-30,2617629
2017-12-31,2617011
2018-01-01,2634796
2018-01-02,2675567
2018-01-03,2735154
2018-01-04,2685891
2018-01-05,2680789
2018-01-06,2784193
2018-01-07,2914793
2018-01-08,3043632
2018-01-09,3187117
2018-01-10,3282734
2018-01-11,3285278
2018-01-12,3235150
2018-01-13,3172974
2018-01-14,3135773
2018-01-15,3075752
2018-01-16,2953522
2018-01-17,2882751
2018-01-18,2829328
2018-01-19,2829328
2018-01-20,2808947
2018-01-21,2830296
2018-01-22,2830972
2018-01-23,2847288
2018-01-25,2896520
2018-01-26,2875110
2018-01-27,2864312
2018-01-28,2893693
2018-01-29,2885210
2018-01-31,2863103
2018-02-01,2858709
2018-02-02,2857266
2018-02-03,2865160
2018-02-04,2856683
2018-02-05,2863488
2018-02-06,2897988
2018-02-07,2885502
2018-02-08,2953386
2018-02-09,3033285
2018-02-10,3125916
2018-02-11,3208690
2018-02-12,3208543
2018-02-13,3219222
2018-02-14,3269663
2018-02-15,3415424
2018-02-16,3573783
2018-02-17,3697320
2018-02-18,3779765
2018-02-19,3824291
2018-02-20,3814123
2018-02-21,3638898
2018-02-22,3464628
2018-02-23,3362209
2018-02-24,3374484
2018-02-25,3399517
2018-02-26,3419985
2018-02-27,3417710
2018-02-28,3421651
2018-03-01,3475833
2018-03-02,3547101
2018-03-03,3641611
2018-03-04,3641611
2018-03-05,3668426
2018-03-06,3665624
2018-03-07,3615488
2018-03-08,3583871
2018-03-09,3557325
2018-03-10,3534795
2018-03-11,3515347
2018-03-12,3521954
2018-03-13,3547806
2018-03-14,3619014
2018-03-15,3703778
2018-03-16,3799129
2018-03-17,3855471
2018-03-18,3949878
2018-03-19,4000696
2018-03-20,4011936
2018-03-21,3989726
2018-03-23,3979977
2018-03-24,4022838
2018-03-26,4063020
2018-03-27,4044991
2018-03-28,4045582
2018-03-29,4054279
2018-03-30,4089539
2018-03-31,4097999
2018-04-01,4163740
2018-04-02,4190086
2018-04-03,4190169
2018-04-04,4199583
2018-04-05,4221730
2018-04-06,4190779
2018-04-07,4177472
2018-04-08,4163276
2018-04-09,4151818
2018-04-10,4131279
2018-04-11,4072417
2018-04-12,4022295
2018-04-13,4023367
2018-04-14,4045073
2018-04-15,4037212
2018-04-16,4020351
2018-04-17,4027156
2018-04-18,4030750
2018-04-19,4043726
2018-04-20,4064284
2018-04-21,4083242
2018-04-22,4079470
2018-04-23,4081423
2018-04-24,4097009
2018-04-25,4089121
2018-04-26,4096443
2018-04-27,4081182
2018-04-28,4151758
2018-04-29,4153538
2018-04-30,4160186
2018-05-01,4145632
2018-05-04,4176080
2018-05-05,4198310
2018-05-06,4220182
2018-05-07,4216312
2018-05-08,4219472
2018-05-09,4196981
2018-05-10,4182504
2018-05-11,4155272
2018-05-12,4121099
2018-05-13,4145071
2018-05-14,4168663
2018-05-15,4174234
2018-05-16,4198176
2018-05-17,4234238
2018-05-18,4288585
2018-05-19,4363766
2018-05-20,4367762
2018-05-21,4386341
2018-05-22,4416630
2018-05-23,4426690
2018-05-24,4436068
2018-05-25,4442038
2018-05-26,4438810
2018-05-27,4451658
2018-05-28,4449621
2018-05-29,4429577
2018-05-30,4424532
2018-05-31,4410054
2018-06-01,4372847
2018-06-02,4345654
2018-06-03,4318147
2018-06-04,4266537
2018-06-05,4252244
2018-06-06,4192929
2018-06-07,4037043
2018-06-08,3848209
2018-06-09,3809338
2018-06-10,3703387
2018-06-11,3527697
2018-06-12,3378556
2018-06-13,3271686
2018-06-14,3435271
2018-06-15,3607035
2018-06-16,3782252
2018-06-17,3836406
2018-06-18,3868788
2018-06-19,4031214
2018-06-20,4187057
2018-06-21,4381567
2018-06-22,4393363
2018-06-23,4400169
2018-06-24,4416663
2018-06-25,4442158
2018-06-26,4474600
2018-06-27,4506704
2018-06-28,4605450
2018-06-29,4646671
2018-06-30,4665661
2018-07-01,4647751
2018-07-02,4664447
2018-07-03,4727751
2018-07-04,4785590
2018-07-05,4854490
2018-07-06,4976927
2018-07-07,5007612
2018-07-08,4965728
2018-07-09,4823654
2018-07-10,4780634
2018-07-11,4740832
2018-07-12,4770279
2018-07-13,4918837
2018-07-14,4937669
2018-07-15,4943625
2018-07-16,4952254
2018-07-17,4942369
2018-07-18,4984172
2018-07-19,5002109
2018-07-20,4975813
2018-07-21,4953091
2018-07-22,4803711
2018-07-23,4565911
2018-07-24,4406011
2018-07-25,4389824
2018-07-26,4379163
2018-07-27,4319871
2018-07-28,4295630
2018-07-29,4318531
2018-07-30,4387672
2018-07-31,4479915
2018-08-01,4576440
2018-08-02,4667175
2018-08-03,4758845
2018-08-04,4803015
2018-08-05,4827888
2018-08-06,4830716
2018-08-07,4839132
2018-08-08,4805762
2018-08-09,4781811
2018-08-10,4760385
2018-08-11,4800289
2018-08-12,4761549
2018-08-14,4857172
2018-08-16,4967072
2018-08-17,4947906
2018-08-18,5007456
2018-08-19,5079128
2018-08-20,5172916
2018-08-21,5268440
2018-08-22,5385227
2018-08-23,5576894
2018-08-24,5705385
2018-08-25,5712811
2018-08-26,5687790
2018-08-27,5647590
2018-08-28,5540742
2018-08-29,5320802
2018-08-30,5243819
2018-08-31,5065450
2018-09-01,5047735
2018-09-02,5081618
2018-09-03,5113899
2018-09-04,5275600
2018-09-05,5350129
2018-09-06,5408772
2018-09-07,5482786
2018-09-08,5495874
2018-09-09,5493023
2018-09-10,5403234
2018-09-11,5367145
2018-09-12,5219391
2018-09-13,5152037
2018-09-14,5175586
2018-09-15,5225949
2018-09-16,5368953
2018-09-17,5439700
2018-09-18,5368006
2018-09-19,5331000
2018-09-20,5207188
2018-09-21,5205304
2018-09-22,5268190
2018-09-23,5291716
2018-09-24,5254728
2018-09-25,5218556
2018-09-26,5232674
2018-09-27,5219000
2018-09-28,5165580
2018-09-29,5156116
2018-09-30,5163209
2018-10-02,5105317
2018-10-03,5052491
2018-10-04,4988299
2018-10-05,4960470
2018-10-06,4863662
2018-10-07,4803257
2018-10-08,4711475
2018-10-09,4623298
2018-10-10,4521063
2018-10-11,4455619
2018-10-12,4416477
2018-10-13,4422640
2018-10-14,4414162
2018-10-15,4402853
2018-10-16,4458746
2018-10-17,4529266
2018-10-18,4586386
2018-10-19,4668343
2018-10-20,4716751
2018-10-21,4730101
2018-10-22,4558459
2018-10-23,4530351
2018-10-24,4461061
2018-10-25,4368797
2018-10-26,4339775
2018-10-27,4343522
2018-10-28,4351470
2018-10-29,4359658
2018-10-30,4353615
2018-10-31,4338185
2018-11-01,4339238
2018-11-03,4287808
2018-11-04,4234867
2018-11-05,4135364
2018-11-06,4030351
2018-11-07,3932955
2018-11-08,3761957
2018-11-09,3725940
2018-11-10,3719344
2018-11-11,3767193
2018-11-12,3925520
2018-11-13,4030589
2018-11-14,4042156
2018-11-15,3994507
2018-11-16,3888025
2018-11-17,3754876
2018-11-18,3673345
2018-11-19,3707374
2018-11-20,3694480
2018-11-21,3654335
2018-11-22,3653252
2018-11-23,3671074
2018-11-24,3723470
2018-11-25,3831579
2018-11-26,3861205
2018-11-27,3835173
2018-11-28,3806678
2018-11-29,3785524
2018-12-01,3759347
2018-12-02,3745581
2018-12-03,3685570
2018-12-04,3691617
2018-12-05,3662190
2018-12-07,3652381
2018-12-09,3640867
2018-12-10,3621089
2018-12-11,3597522
2018-12-12,3583503
2018-12-13,3501973
2018-12-14,3388663
2018-12-15,3312644
2018-12-16,3274553
2018-12-17,3247365
2018-12-18,3229420
2018-12-19,3268321
2018-12-20,3357610
