date_obj,Gold%20elegant%20legs price
2015-09-21,14756
2015-09-22,14472
2015-09-23,14472
2015-09-24,14472
2015-09-25,14472
2015-09-27,14304
2015-09-28,14304
2015-09-29,14093
2015-09-30,14093
2015-10-05,13175
2015-10-06,13175
2015-10-07,12635
2015-10-08,12635
2015-10-09,12582
2015-10-10,12582
2015-10-11,12582
2015-10-12,12378
2015-10-13,12378
2015-10-14,12378
2015-10-15,11820
2015-10-16,11820
2015-10-17,11820
2015-10-18,11820
2015-10-19,11229
2015-10-20,11229
2015-10-22,10995
2015-10-23,10995
2015-10-24,10995
2015-10-25,10633
2015-10-26,10633
2015-10-27,10633
2015-10-29,10349
2015-10-30,10349
2015-10-31,10007
2015-11-01,10007
2015-11-02,10007
2015-11-03,10007
2015-11-04,9909
2015-11-05,9909
2015-11-06,9909
2015-11-07,9829
2015-11-08,9829
2015-11-09,9829
2015-11-10,9829
2015-11-11,10009
2015-11-12,10009
2015-11-13,10009
2015-11-14,10009
2015-11-15,9595
2015-11-16,9595
2015-11-17,9595
2015-11-18,9595
2015-11-19,9770
2015-11-20,9770
2015-11-21,9770
2015-11-22,9910
2015-11-23,9910
2015-11-24,9910
2015-11-25,9910
2015-11-26,9727
2015-11-27,9727
2015-11-28,9727
2015-11-29,9537
2015-11-30,9537
2015-12-01,9537
2015-12-02,9596
2015-12-03,9596
2015-12-04,9596
2015-12-05,9577
2015-12-06,9577
2015-12-07,9577
2015-12-08,9263
2015-12-09,9263
2015-12-10,9263
2015-12-11,9235
2015-12-12,9235
2015-12-13,9235
2015-12-14,9235
2015-12-15,8954
2015-12-16,8954
2015-12-17,8954
2015-12-18,8745
2015-12-19,8745
2015-12-20,8745
2015-12-21,8616
2015-12-22,8616
2015-12-23,8616
2015-12-24,8263
2015-12-25,8263
2015-12-26,8263
2015-12-27,8036
2015-12-28,8036
2015-12-29,7970
2015-12-30,7970
2015-12-31,7970
2016-01-01,7617
2016-01-02,7617
2016-01-03,7408
2016-01-04,7408
2016-01-05,7408
2016-01-06,7314
2016-01-07,7314
2016-01-08,7314
2016-01-09,7240
2016-01-10,7240
2016-01-11,7240
2016-01-12,7015
2016-01-13,7015
2016-01-14,7015
2016-01-15,6923
2016-01-16,6923
2016-01-17,6923
2016-01-18,6940
2016-01-19,6940
2016-01-20,6940
2016-01-21,6838
2016-01-22,6838
2016-01-23,6838
2016-01-24,6808
2016-01-25,6808
2016-01-26,6808
2016-01-27,6642
2016-01-28,6642
2016-01-29,6642
2016-01-30,6574
2016-01-31,6574
2016-02-01,6507
2016-02-02,6507
2016-02-03,6507
2016-02-04,6443
2016-02-05,6443
2016-02-06,6402
2016-02-07,6402
2016-02-08,6402
2016-02-09,6664
2016-02-10,6664
2016-02-11,6664
2016-02-12,6664
2016-02-13,6600
2016-02-14,6600
2016-02-15,6600
2016-02-16,6833
2016-02-17,6833
2016-02-18,6833
2016-02-19,6837
2016-02-20,6837
2016-02-21,6803
2016-02-22,6803
2016-02-23,6803
2016-02-24,6919
2016-02-25,6919
2016-02-26,6919
2016-02-27,6998
2016-02-28,6998
2016-02-29,6998
2016-03-01,7027
2016-03-02,7027
2016-03-03,7027
2016-03-04,7090
2016-03-05,7090
2016-03-06,6925
2016-03-07,6925
2016-03-08,6925
2016-03-09,6802
2016-03-10,6802
2016-03-11,6802
2016-03-12,6754
2016-03-13,6754
2016-03-14,6754
2016-03-15,6715
2016-03-16,6715
2016-03-17,6715
2016-03-18,6505
2016-03-19,6505
2016-03-20,6458
2016-03-21,6458
2016-03-22,6458
2016-03-23,6346
2016-03-24,6346
2016-03-25,6346
2016-03-26,6219
2016-03-27,6219
2016-03-28,6058
2016-03-29,6058
2016-03-30,6058
2016-03-31,5868
2016-04-01,5868
2016-04-02,5868
2016-04-03,5673
2016-04-04,5673
2016-04-05,5673
2016-04-06,5518
2016-04-07,5518
2016-04-08,5518
2016-04-09,5306
2016-04-10,5306
2016-04-11,5306
2016-04-12,5174
2016-04-13,5174
2016-04-14,5174
2016-04-15,4915
2016-04-16,4915
2016-04-17,4915
2016-04-18,4733
2016-04-19,4733
2016-04-20,4733
2016-04-21,4700
2016-04-22,4700
2016-04-23,4700
2016-04-24,4848
2016-04-25,4848
2016-04-26,4848
2016-04-27,4998
2016-04-28,4998
2016-04-29,4998
2016-04-30,4911
2016-05-01,4911
2016-05-02,4911
2016-05-03,4896
2016-05-04,4896
2016-05-05,4827
2016-05-06,4827
2016-05-07,4827
2016-05-08,4757
2016-05-09,4757
2016-05-10,4668
2016-05-11,4668
2016-05-12,4668
2016-05-13,4488
2016-05-14,4488
2016-05-15,4488
2016-05-16,4341
2016-05-17,4341
2016-05-18,4341
2016-05-19,4336
2016-05-22,4231
2016-05-23,4231
2016-05-24,4171
2016-05-25,4171
2016-05-26,4171
2016-05-27,4124
2016-05-28,4124
2016-05-29,4124
2016-05-30,4124
2016-05-31,4053
2016-06-01,4053
2016-06-02,4053
2016-06-03,4042
2016-06-04,4042
2016-06-05,4108
2016-06-06,4108
2016-06-07,4108
2016-06-08,4100
2016-06-09,4100
2016-06-10,4111
2016-06-11,4111
2016-06-12,4111
2016-06-13,4038
2016-06-14,4038
2016-06-15,4038
2016-06-16,3963
2016-06-17,3963
2016-06-18,3984
2016-06-19,3984
2016-06-20,4003
2016-06-21,4003
2016-06-22,4003
2016-06-23,4003
2016-06-24,4003
2016-06-25,4003
2016-06-26,3934
2016-06-27,3934
2016-06-28,3934
2016-06-29,3944
2016-06-30,3944
2016-07-01,3891
2016-07-02,3891
2016-07-03,3891
2016-07-04,3920
2016-07-05,3920
2016-07-06,4087
2016-07-07,4087
2016-07-08,4267
2016-07-09,4267
2016-07-10,4444
2016-07-11,4444
2016-07-12,4526
2016-07-13,4526
2016-07-14,4389
2016-07-15,4389
2016-07-16,4318
2016-07-17,4318
2016-07-18,4155
2016-07-23,4098
2016-07-24,4001
2016-07-25,4001
2016-07-26,4007
2016-07-27,4007
2016-07-28,4007
2016-07-29,3952
2016-07-30,3952
2016-07-31,3952
2016-08-01,3879
2016-08-02,3879
2016-08-03,3879
2016-08-04,3801
2016-08-05,3801
2016-08-06,3801
2016-08-07,3833
2016-08-08,3833
2016-08-09,3833
2016-08-10,3802
2016-08-11,3802
2016-08-12,3802
2016-08-13,3802
2016-08-14,3809
2016-08-15,3809
2016-08-16,3809
2016-08-17,3815
2016-08-18,3815
2016-08-19,3815
2016-08-20,3717
2016-08-21,3717
2016-08-22,3717
2016-08-23,3663
2016-08-24,3663
2016-08-25,3663
2016-08-26,3663
2016-08-28,3625
2016-08-31,3703
2016-09-01,3703
2016-09-02,3703
2016-09-03,3767
2016-09-04,3767
2016-09-05,3754
2016-09-06,3754
2016-09-07,3754
2016-09-08,3754
2016-09-09,3818
2016-09-10,3818
2016-09-11,3818
2016-09-12,3818
2016-09-13,3865
2016-09-14,3865
2016-09-15,3865
2016-09-16,3865
2016-09-17,3886
2016-09-18,3886
2016-09-19,3886
2016-09-20,3886
2016-09-21,3935
2016-09-22,3935
2016-09-23,3935
2016-09-24,3935
2016-09-25,3902
2016-09-26,3902
2016-09-27,3902
2016-09-28,3902
2016-09-29,3902
2016-09-30,3930
2016-10-01,3930
2016-10-02,3930
2016-10-03,3930
2016-10-04,3844
2016-10-05,3844
2016-10-06,3844
2016-10-07,3844
2016-10-08,3868
2016-10-09,3868
2016-10-10,3868
2016-10-11,3868
2016-10-12,3822
2016-10-13,3822
2016-10-14,3822
2016-10-15,3840
2016-10-16,3840
2016-10-17,3840
2016-10-18,3713
2016-10-19,3713
2016-10-20,3713
2016-10-21,3771
2016-10-22,3771
2016-10-23,3771
2016-10-24,3771
2016-10-25,3750
2016-10-26,3750
2016-10-27,3750
2016-10-28,3680
2016-10-29,3680
2016-10-30,3680
2016-10-31,3731
2016-11-01,3731
2016-11-02,3731
2016-11-03,3731
2016-11-04,3850
2016-11-05,3850
2016-11-06,3850
2016-11-07,3850
2016-11-08,3804
2016-11-09,3804
2016-11-10,3804
2016-11-11,3804
2016-11-12,3735
2016-11-13,3735
2016-11-14,3735
2016-11-15,3735
2016-12-07,3857
2016-12-08,3957
2016-12-09,3957
2016-12-10,3957
2016-12-11,4065
2016-12-12,4065
2016-12-13,4065
2016-12-14,4050
2016-12-15,4050
2016-12-16,4050
2016-12-17,4050
2016-12-18,4052
2016-12-19,4052
2016-12-20,4052
2016-12-21,4127
2016-12-22,4127
2016-12-23,4127
2016-12-24,4123
2016-12-25,4123
2016-12-26,4123
2016-12-27,4078
2016-12-28,4078
2016-12-29,4078
2016-12-30,4015
2016-12-31,4015
2017-01-01,4015
2017-01-02,3971
2017-01-03,3971
2017-01-04,3971
2017-01-05,3962
2017-01-06,3962
2017-01-07,3953
2017-01-08,3953
2017-01-09,3970
2017-01-10,3970
2017-01-11,4006
2017-01-12,4006
2017-01-13,4006
2017-01-14,3980
2017-01-15,3980
2017-01-16,4091
2017-01-17,4091
2017-01-18,4091
2017-01-19,4090
2017-01-20,4090
2017-01-21,4090
2017-01-22,3907
2017-01-23,3907
2017-01-27,3793
2017-01-28,3733
2017-01-29,3733
2017-01-30,3733
2017-01-31,3665
2017-02-01,3665
2017-02-02,3594
2017-02-03,3594
2017-02-04,3594
2017-02-05,3574
2017-02-06,3574
2017-02-07,3574
2017-02-08,3600
2017-02-09,3600
2017-02-10,3600
2017-02-11,3669
2017-02-12,3669
2017-02-13,3669
2017-02-14,3680
2017-02-15,3680
2017-02-16,3680
2017-02-18,3648
2017-02-19,3743
2017-02-20,3743
2017-02-21,3743
2017-02-22,3870
2017-02-23,3870
2017-02-24,3870
2017-02-25,3941
2017-02-26,3941
2017-02-27,3941
2017-02-28,3913
2017-03-01,3913
2017-03-02,3896
2017-03-03,3896
2017-03-04,3896
2017-03-05,4087
2017-03-06,4087
2017-03-07,4134
2017-03-08,4134
2017-03-09,4134
2017-03-10,4155
2017-03-11,4155
2017-03-12,4155
2017-03-13,4184
2017-03-14,4184
2017-03-15,4170
2017-03-16,4170
2017-03-17,4170
2017-03-18,4168
2017-03-19,4168
2017-03-20,4064
2017-03-21,4064
2017-03-22,3982
2017-03-23,3982
2017-03-24,3946
2017-03-25,3946
2017-03-26,3946
2017-03-27,3979
2017-03-28,3979
2017-03-29,3979
2017-03-30,3910
2017-03-31,3910
2017-04-01,3824
2017-04-02,3824
2017-04-03,3829
2017-04-04,3829
2017-04-12,4041
2017-04-13,4041
2017-04-14,4041
2017-04-15,3965
2017-04-16,3965
2017-04-17,3877
2017-04-18,3877
2017-04-19,3877
2017-04-20,3816
2017-04-21,3816
2017-04-22,3816
2017-04-23,3758
2017-04-24,3758
2017-04-25,3889
2017-04-26,3889
2017-04-27,3889
2017-04-28,3968
2017-04-29,3968
2017-04-30,3968
2017-05-01,4008
2017-05-02,4008
2017-05-03,4008
2017-05-04,4163
2017-05-05,4163
2017-05-06,4163
2017-05-07,4369
2017-05-08,4369
2017-05-09,4578
2017-05-10,4578
2017-05-11,4578
2017-05-12,4700
2017-05-13,4700
2017-05-14,4700
2017-05-15,4814
2017-05-16,4814
2017-05-17,4814
2017-05-18,4998
2017-05-19,4998
2017-05-20,4998
2017-05-21,5052
2017-05-22,5052
2017-05-23,5052
2017-05-24,4931
2017-05-25,4931
2017-05-26,4931
2017-05-27,4861
2017-05-28,4861
2017-05-29,4861
2017-05-30,5005
2017-05-31,5005
2017-06-01,5005
2017-06-02,4995
2017-06-03,4995
2017-06-04,4995
2017-06-05,4834
2017-06-06,4834
2017-06-07,4708
2017-06-08,4708
2017-06-09,4874
2017-06-10,4874
2017-06-11,4740
2017-06-12,4740
2017-06-13,4740
2017-06-14,4566
2017-06-15,4566
2017-06-16,4566
2017-06-17,4566
2017-06-18,4363
2017-06-19,4363
2017-06-20,4363
2017-06-21,4203
2017-06-22,4203
2017-06-23,4203
2017-06-24,4027
2017-06-25,4027
2017-06-26,4027
2017-06-27,3930
2017-06-28,3930
2017-06-29,3930
2017-06-30,3962
2017-07-01,3962
2017-07-02,3962
2017-07-03,3915
2017-07-04,3915
2017-07-05,3915
2017-07-06,3851
2017-07-07,3851
2017-07-08,3851
2017-07-13,3550
2017-07-14,3666
2017-07-15,3666
2017-07-16,3666
2017-07-17,3631
2017-07-18,3631
2017-07-19,3631
2017-07-20,3567
2017-07-21,3567
2017-07-22,3567
2017-07-23,3447
2017-07-24,3447
2017-07-25,3447
2017-07-26,3354
2017-07-27,3354
2017-07-28,3354
2017-07-29,3301
2017-07-30,3301
2017-07-31,3301
2017-08-01,3198
2017-08-02,3198
2017-08-03,3198
2017-08-04,3144
2017-08-05,3144
2017-08-06,3078
2017-08-09,3025
2017-08-10,3025
2017-08-11,3025
2017-08-12,3025
2017-08-13,2878
2017-08-14,2878
2017-08-15,2878
2017-08-16,2781
2017-08-17,2781
2017-08-18,2709
2017-08-19,2709
2017-08-20,2631
2017-08-21,2631
2017-08-22,2631
2017-08-23,2573
2017-08-24,2573
2017-08-25,2573
2017-08-26,2518
2017-08-27,2518
2017-08-28,2518
2017-08-29,2456
2017-08-30,2456
2017-08-31,2456
2017-09-01,2442
2017-09-02,2442
2017-09-03,2422
2017-09-04,2422
2017-09-05,2337
2017-09-06,2337
2017-09-07,2337
2017-09-08,2298
2017-09-09,2298
2017-09-10,2261
2017-09-11,2261
2017-09-12,2261
2017-09-13,2203
2017-09-14,2203
2017-09-15,2203
2017-09-16,2135
2017-09-17,2135
2017-09-18,2079
2017-09-19,2079
2017-09-20,2079
2017-09-21,2045
2017-09-22,2045
2017-09-23,2045
2017-09-24,2058
2017-09-25,2058
2017-09-26,2058
2017-09-27,2014
2017-09-28,2014
2017-09-29,1981
2017-09-30,1981
2017-10-01,1981
2017-10-02,2004
2017-10-03,2004
2017-10-04,2004
2017-10-05,2004
2017-10-06,1992
2017-10-07,1992
2017-10-08,1992
2017-10-09,2027
2017-10-10,2027
2017-10-11,2027
2017-10-12,1993
2017-10-13,1993
2017-10-14,1993
2017-10-15,1920
2017-10-16,1920
2017-10-17,1920
2017-10-18,1866
2017-10-19,1866
2017-10-20,1866
2017-10-21,1866
2017-10-22,1842
2017-10-23,1842
2017-10-24,1842
2017-10-25,1764
2017-10-26,1764
2017-10-27,1764
2017-10-28,1764
2017-10-29,1713
2017-10-30,1713
2017-10-31,1713
2017-11-01,1649
2017-11-02,1649
2017-11-03,1649
2017-11-04,1598
2017-11-05,1598
2017-11-06,1598
2017-11-07,1553
2017-11-08,1553
2017-11-09,1553
2017-11-10,1525
2017-11-11,1525
2017-11-12,1525
2017-11-13,1475
2017-11-14,1475
2017-11-15,1475
2017-11-16,1403
2017-11-17,1403
2017-11-18,1403
2017-11-19,1403
2017-11-20,1373
2017-11-21,1373
2017-11-22,1373
2017-11-23,1339
2017-11-24,1339
2017-11-25,1339
2017-11-26,1371
2017-11-27,1371
2017-11-28,1371
2017-11-29,1371
2017-11-30,1328
2017-12-01,1328
2017-12-02,1328
2017-12-03,1315
2017-12-04,1315
2017-12-05,1315
2017-12-06,1318
2017-12-07,1318
2017-12-08,1318
2017-12-09,1315
2017-12-10,1315
2017-12-11,1330
2017-12-12,1330
2017-12-13,1330
2017-12-14,1313
2017-12-15,1313
2017-12-16,1313
2017-12-17,1283
2017-12-18,1283
2017-12-19,1284
2017-12-20,1284
2017-12-21,1284
2017-12-22,1251
2017-12-23,1251
2017-12-24,1251
2017-12-25,1227
2017-12-26,1227
2017-12-27,1227
2017-12-28,1196
2017-12-29,1196
2017-12-30,1167
2017-12-31,1167
2018-01-01,1167
2018-01-02,1141
2018-01-03,1141
2018-01-04,1141
2018-01-05,1117
2018-01-06,1117
2018-01-07,1151
2018-01-08,1151
2018-01-09,1151
2018-01-10,1169
2018-01-11,1169
2018-01-12,1221
2018-01-13,1221
2018-01-14,1263
2018-01-15,1263
2018-01-16,1278
2018-01-17,1278
2018-01-18,1237
2018-01-19,1237
2018-01-20,1237
2018-01-21,1215
2018-01-22,1215
2018-01-23,1171
2018-01-24,1171
2018-01-25,1137
2018-01-26,1137
2018-01-27,1137
2018-01-28,1105
2018-01-29,1105
2018-01-30,1082
2018-01-31,1082
2018-02-01,1077
2018-02-02,1077
2018-02-03,1043
2018-02-04,1043
2018-02-05,1025
2018-02-06,1025
2018-02-07,1012
2018-02-08,1012
2018-02-09,1012
2018-02-10,1004
2018-02-11,1004
2018-02-12,1019
2018-02-13,1019
2018-02-14,1041
2018-02-15,1041
2018-02-16,1041
2018-02-17,1075
2018-02-18,1075
2018-02-19,1102
2018-02-20,1102
2018-02-21,1102
2018-02-22,1158
2018-02-23,1158
2018-02-24,1158
2018-02-25,1206
2018-02-26,1206
2018-02-27,1198
2018-02-28,1198
2018-03-01,1198
2018-03-02,1190
2018-03-03,1190
2018-03-04,1190
2018-03-05,1173
2018-03-06,1173
2018-03-07,1147
2018-03-08,1147
2018-03-09,1147
2018-03-10,1135
2018-03-11,1135
2018-03-12,1159
2018-03-13,1159
2018-03-14,1164
2018-03-15,1164
2018-03-16,1164
2018-03-17,1133
2018-03-18,1133
2018-03-19,1133
2018-03-20,1095
2018-03-21,1095
2018-03-23,1095
2018-03-24,1076
2018-03-25,1076
2018-03-26,1076
2018-03-27,1056
2018-03-28,1056
2018-03-29,1056
2018-03-30,1037
2018-03-31,1037
2018-04-01,1037
2018-04-02,1005
2018-04-03,1005
2018-04-04,1005
2018-04-05,1004
2018-04-06,1004
2018-04-07,1004
2018-04-08,1044
2018-04-09,1044
2018-04-10,1079
2018-04-11,1079
2018-04-12,1079
2018-04-13,1127
2018-04-14,1127
2018-04-15,1127
2018-04-16,1178
2018-04-17,1178
2018-04-18,1178
2018-04-19,1226
2018-04-20,1226
2018-04-21,1226
2018-04-22,1226
2018-04-23,1226
2018-04-24,1226
2018-04-25,1202
2018-04-26,1202
2018-04-27,1202
2018-04-28,1202
2018-04-29,1243
2018-04-30,1243
2018-05-01,1243
2018-05-03,1258
2018-05-04,1258
2018-05-05,1276
2018-05-06,1276
2018-05-07,1276
2018-05-08,1293
2018-05-09,1293
2018-05-10,1307
2018-05-11,1307
2018-05-12,1307
2018-05-13,1291
2018-05-14,1291
2018-05-15,1297
2018-05-16,1297
2018-05-17,1297
2018-05-18,1307
2018-05-19,1307
2018-05-20,1307
2018-05-21,1273
2018-05-22,1273
2018-05-23,1243
2018-05-24,1243
2018-05-25,1243
2018-05-26,1231
2018-05-27,1231
2018-05-28,1231
2018-05-29,1199
2018-05-30,1199
2018-05-31,1199
2018-06-01,1224
2018-06-02,1224
2018-06-03,1241
2018-06-04,1241
2018-06-05,1241
2018-06-06,1196
2018-06-07,1196
2018-06-08,1196
2018-06-09,1159
2018-06-10,1159
2018-06-11,1159
2018-06-12,1142
2018-06-13,1142
2018-06-14,1105
2018-06-15,1105
2018-06-16,1105
2018-06-17,1087
2018-06-18,1087
2018-06-19,1079
2018-06-20,1079
2018-06-21,1079
2018-06-22,1048
2018-06-23,1048
2018-06-24,1048
2018-06-25,1060
2018-06-26,1060
2018-06-27,1060
2018-06-28,1045
2018-06-29,1045
2018-06-30,1045
2018-07-01,1085
2018-07-02,1085
2018-07-03,1085
2018-07-04,1108
2018-07-05,1108
2018-07-06,1108
2018-07-07,1137
2018-07-08,1137
2018-07-09,1137
2018-07-10,1110
2018-07-11,1110
2018-07-12,1110
2018-07-13,1110
2018-07-14,1110
2018-07-15,1127
2018-07-16,1127
2018-07-17,1144
2018-07-18,1144
2018-07-19,1144
2018-07-20,1164
2018-07-21,1164
2018-07-22,1147
2018-07-23,1147
2018-07-24,1128
2018-07-25,1128
2018-07-26,1128
2018-07-27,1142
2018-07-28,1142
2018-07-29,1142
2018-07-30,1200
2018-07-31,1200
2018-08-01,1258
2018-08-02,1258
2018-08-03,1319
2018-08-04,1319
2018-08-05,1377
2018-08-06,1377
2018-08-07,1377
2018-08-08,1441
2018-08-09,1441
2018-08-10,1441
2018-08-11,1514
2018-08-12,1514
2018-08-14,1590
2018-08-16,1668
2018-08-17,1668
2018-08-18,1752
2018-08-19,1752
2018-08-20,1840
2018-08-21,1840
2018-08-22,1929
2018-08-23,1929
2018-08-24,2018
2018-08-25,2018
2018-08-26,2102
2018-08-27,2102
2018-08-28,2175
2018-08-29,2175
2018-08-30,2175
2018-08-31,2281
2018-09-01,2281
2018-09-02,2396
2018-09-03,2396
2018-09-04,2478
2018-09-05,2478
2018-09-06,2478
2018-09-07,2598
2018-09-08,2598
2018-09-09,2663
2018-09-10,2663
2018-09-11,2700
2018-09-12,2700
2018-09-13,2700
2018-09-14,2780
2018-09-15,2780
2018-09-16,2812
2018-09-17,2812
2018-09-18,2839
2018-09-19,2839
2018-09-20,2765
2018-09-21,2765
2018-09-22,2695
2018-09-23,2695
2018-09-24,2666
2018-09-25,2666
2018-09-26,2666
2018-09-27,2644
2018-09-28,2644
2018-09-29,2644
2018-09-30,2626
2018-10-01,2626
2018-10-02,2626
2018-10-03,2609
2018-10-04,2609
2018-10-05,2609
2018-10-06,2607
2018-10-07,2607
2018-10-08,2607
2018-10-09,2573
2018-10-10,2573
2018-10-11,2618
2018-10-12,2618
2018-10-13,2618
2018-10-14,2703
2018-10-15,2703
2018-10-16,2724
2018-10-17,2724
2018-10-18,2735
2018-10-19,2735
2018-10-20,2735
2018-10-21,2793
2018-10-22,2793
2018-10-23,2792
2018-10-24,2792
2018-10-25,2748
2018-10-26,2748
2018-10-27,2748
2018-10-28,2690
2018-10-29,2690
2018-10-30,2690
2018-10-31,2644
2018-11-01,2644
2018-11-03,2634
2018-11-04,2634
2018-11-05,2624
2018-11-06,2571
2018-11-07,2571
2018-11-08,2598
2018-11-09,2598
2018-11-10,2667
2018-11-11,2667
2018-11-12,2713
2018-11-13,2713
2018-11-14,2757
2018-11-15,2823
2018-11-16,2850
2018-11-17,2850
2018-11-18,2858
2018-11-19,2858
2018-11-20,2842
2018-11-21,2842
2018-11-22,2725
2018-11-23,2725
2018-11-24,2663
2018-11-25,2688
2018-11-26,2688
2018-11-27,2695
2018-11-28,2786
2018-11-29,2902
2018-12-01,3000
2018-12-02,3097
2018-12-03,3097
2018-12-04,3140
2018-12-05,3238
2018-12-07,3263
2018-12-09,3371
2018-12-10,3399
2018-12-11,3399
2018-12-12,3381
2018-12-13,3460
2018-12-14,3460
2018-12-15,3383
2018-12-16,3356
2018-12-17,3356
2018-12-18,3445
2018-12-19,3445
2018-12-20,3517
2018-12-21,3517
2018-12-22,3517
2018-12-23,3449
2018-12-24,3449
2018-12-25,3427
2018-12-26,3427
2018-12-27,3352
2018-12-28,3352
2018-12-29,3218
2018-12-30,3218
2018-12-31,3101
2019-01-01,3101
2019-01-02,3014
2019-01-03,2929
2019-01-04,2929
2019-01-05,2947
2019-01-06,2931
2019-01-08,2864
2019-01-10,2726
2019-01-11,2726
2019-01-12,2619
2019-01-13,2619
2019-01-14,2568
2019-01-15,2568
2019-01-16,2628
2019-01-17,2628
2019-01-18,2689
2019-01-19,2743
2019-01-20,2778
2019-01-21,2778
2019-01-22,2773
2019-01-23,2773
2019-01-24,2699
2019-01-25,2699
2019-01-26,2729
2019-01-27,2729
2019-01-29,2640
2019-01-30,2625
2019-01-31,2625
2019-02-01,2503
2019-02-02,2503
2019-02-03,2454
2019-02-04,2454
2019-02-05,2406
2019-02-06,2406
2019-02-07,2309
2019-02-08,2309
2019-02-09,2232
2019-02-10,2232
2019-02-11,2189
2019-02-12,2189
2019-02-13,2101
2019-02-14,2101
2019-02-15,2019
2019-02-16,2019
2019-02-17,1960
2019-02-18,1884
2019-02-19,1884
2019-02-20,1838
2019-02-21,1767
2019-02-22,1767
2019-02-23,1747
2019-02-24,1747
2019-02-25,1699
2019-02-26,1699
2019-02-27,1644
2019-02-28,1644
2019-03-01,1597
2019-03-02,1597
2019-03-03,1559
2019-03-04,1505
2019-03-05,1505
2019-03-06,1456
2019-03-07,1456
2019-03-08,1459
2019-03-09,1459
2019-03-10,1476
2019-03-11,1476
2019-03-12,1510
2019-03-13,1510
2019-03-14,1546
2019-03-15,1546
2019-03-16,1581
2019-03-17,1607
2019-03-18,1607
2019-03-19,1614
2019-03-20,1614
2019-03-21,1619
2019-03-22,1619
2019-03-23,1584
2019-03-24,1584
2019-03-25,1603
