date_obj,Ancient%20emblem price
2018-03-17,480031
2018-03-18,485235
2018-03-19,485762
2018-03-20,486641
2018-03-21,490239
2018-03-22,492203
2018-03-23,491313
2018-03-24,476312
2018-03-25,482515
2018-03-26,485350
2018-03-27,486287
2018-03-28,489324
2018-03-29,490057
2018-03-30,489577
2018-03-31,491034
2018-04-01,490922
2018-04-02,492052
2018-04-03,486682
2018-04-04,483874
2018-04-05,484254
2018-04-06,486087
2018-04-07,486087
2018-04-08,484068
2018-04-09,487659
2018-04-10,489519
2018-04-11,490211
2018-04-12,491656
2018-04-13,491546
2018-04-14,491254
2018-04-15,494663
2018-04-16,494948
2018-04-17,497246
2018-04-18,489143
2018-04-19,495550
2018-04-20,493591
2018-04-21,493818
2018-04-22,495573
2018-04-23,490391
2018-04-24,495723
2018-04-25,495939
2018-04-26,495918
2018-04-27,492486
2018-04-28,492390
2018-04-29,493545
2018-04-30,493694
2018-05-01,493927
2018-05-02,474481
2018-05-03,479201
2018-05-04,481411
2018-05-05,485414
2018-05-06,485414
2018-05-07,487417
2018-05-08,487603
2018-05-09,488038
2018-05-10,485281
2018-05-11,481217
2018-05-12,485464
2018-05-13,486088
2018-05-14,486484
2018-05-15,486739
2018-05-16,487674
2018-05-17,490017
2018-05-18,483026
2018-05-19,484611
2018-05-20,486430
2018-05-21,486913
2018-05-22,487157
2018-05-23,476412
2018-05-24,480840
2018-05-25,483585
2018-05-26,466756
2018-05-27,470612
2018-05-28,473631
2018-05-29,480673
2018-05-30,483654
2018-05-31,485525
2018-06-01,482908
2018-06-02,476156
2018-06-03,492176
2018-06-04,483223
2018-06-05,487769
2018-06-06,492709
2018-06-07,491006
2018-06-08,490427
2018-06-09,482111
2018-06-10,490567
2018-06-11,490948
2018-06-12,491650
2018-06-13,491947
2018-06-14,492029
2018-06-15,492340
2018-06-16,489692
2018-06-17,489116
2018-06-18,489160
2018-06-19,490050
2018-06-20,490976
2018-06-21,492243
2018-06-22,496809
2018-06-23,498011
2018-06-24,484460
2018-06-25,485947
2018-06-26,492055
2018-06-27,493261
2018-06-28,488525
2018-06-29,482992
2018-06-30,481629
2018-07-01,489372
2018-07-02,491499
2018-07-03,490140
2018-07-04,490607
2018-07-05,491659
2018-07-06,491602
2018-07-07,492260
2018-07-08,494057
2018-07-09,492613
2018-07-10,498010
2018-07-11,481908
2018-07-12,479431
2018-07-13,485038
2018-07-14,486009
2018-07-15,487526
2018-07-16,489320
2018-07-17,497025
2018-07-18,498395
2018-07-19,499302
2018-07-20,498028
2018-07-21,499560
2018-07-22,497594
2018-07-23,497473
2018-07-24,499249
2018-07-25,494111
2018-07-26,491981
2018-07-27,492132
2018-07-28,493806
2018-07-29,499458
2018-07-30,500319
2018-07-31,500101
2018-08-01,499987
2018-08-02,500197
2018-08-03,500087
2018-08-04,499721
2018-08-05,494345
2018-08-06,493252
2018-08-07,493271
2018-08-08,493911
2018-08-09,494500
2018-08-10,494692
2018-08-11,498582
2018-08-12,499824
2018-08-14,485483
2018-08-16,475828
2018-08-17,477127
2018-08-18,478448
2018-08-19,498925
2018-08-20,487334
2018-08-21,485487
2018-08-22,488362
2018-08-23,489880
2018-08-24,490386
2018-08-25,487056
2018-08-26,488799
2018-08-27,490284
2018-08-28,491653
2018-08-29,492172
2018-08-30,492435
2018-08-31,492818
2018-09-01,492918
2018-09-02,492903
2018-09-03,491751
2018-09-04,484637
2018-09-05,489896
2018-09-06,490226
2018-09-07,490432
2018-09-08,490745
2018-09-09,491017
2018-09-10,491157
2018-09-11,491135
2018-09-12,491673
2018-09-13,483854
2018-09-14,488609
2018-09-15,490414
2018-09-16,489169
2018-09-17,496152
2018-09-18,498994
2018-09-19,499019
2018-09-20,499165
2018-09-21,498875
2018-09-22,480002
2018-09-23,481921
2018-09-24,483318
2018-09-25,483562
2018-09-26,483934
2018-09-27,484736
2018-09-28,485076
2018-09-29,487099
2018-09-30,487241
2018-10-02,489407
2018-10-03,490036
2018-10-04,490061
2018-10-05,490383
2018-10-06,477914
2018-10-07,480901
2018-10-08,485582
2018-10-09,493918
2018-10-10,487247
2018-10-11,487346
2018-10-12,487839
2018-10-13,488013
2018-10-14,488461
2018-10-15,488632
2018-10-16,488778
2018-10-17,488844
2018-10-18,489349
2018-10-19,489420
2018-10-20,490107
2018-10-21,490357
2018-10-22,491329
2018-10-23,499148
2018-10-24,499014
2018-10-25,498718
2018-10-26,498970
2018-10-27,499579
2018-10-28,499893
2018-10-29,500070
2018-10-30,500089
2018-10-31,486970
2018-11-01,486338
2018-11-03,489449
2018-11-04,490397
2018-11-05,497145
2018-11-06,490969
2018-11-07,490919
2018-11-08,485112
2018-11-09,475473
2018-11-10,479606
2018-11-11,497668
2018-11-12,489921
2018-11-13,499929
2018-11-14,500073
2018-11-15,498059
2018-11-16,491407
2018-11-17,487011
2018-11-18,488436
2018-11-19,489694
2018-11-20,496606
2018-11-21,499035
2018-11-22,491730
2018-11-23,473820
2018-11-24,479167
2018-11-25,491425
2018-11-26,499039
2018-11-27,498842
2018-11-28,498590
2018-11-29,492044
2018-12-01,490788
2018-12-02,495386
2018-12-03,499403
2018-12-04,498247
2018-12-05,483949
2018-12-07,489555
2018-12-09,490731
2018-12-10,498816
2018-12-11,499018
2018-12-12,484055
2018-12-13,488713
2018-12-14,479435
2018-12-15,479893
2018-12-16,481001
2018-12-17,481682
2018-12-18,492119
2018-12-19,488468
2018-12-20,478946
2018-12-21,473120
2018-12-22,481648
2018-12-23,491038
2018-12-24,486020
2018-12-25,488270
2018-12-26,496453
2018-12-27,492517
2018-12-28,475525
2018-12-29,484320
2018-12-30,488173
2018-12-31,489066
2019-01-01,490264
2019-01-02,492827
2019-01-03,497741
2019-01-04,498048
2019-01-05,498665
2019-01-06,491002
2019-01-08,485162
2019-01-10,491654
2019-01-11,495527
2019-01-12,495539
2019-01-13,493309
2019-01-14,497721
2019-01-15,498332
2019-01-16,498435
2019-01-17,499449
2019-01-18,500858
2019-01-19,500172
2019-01-20,500178
2019-01-21,500020
2019-01-22,500029
2019-01-23,497381
2019-01-24,481467
2019-01-25,486888
2019-01-26,489012
2019-01-27,492316
2019-01-28,492711
2019-01-29,493156
2019-01-30,494755
2019-01-31,494851
2019-02-01,495292
2019-02-02,495011
2019-02-03,495382
2019-02-04,495413
2019-02-05,496374
2019-02-06,496315
2019-02-07,492512
2019-02-08,493430
2019-02-09,494481
2019-02-10,498703
2019-02-11,495121
2019-02-12,494955
2019-02-13,495266
2019-02-14,495437
2019-02-15,483452
2019-02-16,483556
2019-02-17,488115
2019-02-18,490152
2019-02-19,492426
2019-02-20,492159
2019-02-21,490962
2019-02-22,492589
2019-02-23,493547
2019-02-24,491568
2019-02-25,496020
2019-02-26,496606
2019-02-27,495302
2019-02-28,494810
2019-03-01,495798
2019-03-02,497669
2019-03-03,497594
2019-03-04,498656
2019-03-05,496281
2019-03-06,497377
2019-03-07,497346
2019-03-08,497460
2019-03-09,497809
2019-03-10,499441
2019-03-11,497050
2019-03-12,496709
2019-03-13,498138
2019-03-14,498678
2019-03-15,493564
2019-03-16,494458
2019-03-17,494946
2019-03-18,495025
2019-03-19,495606
2019-03-20,496171
2019-03-21,496433
2019-03-22,496912
2019-03-23,498002
2019-03-24,498066
2019-03-25,497833
2019-03-26,495025
2019-03-27,497536
2019-03-28,492275
2019-03-29,496071
2019-03-30,496444
2019-03-31,496948
2019-04-01,497630
2019-04-02,497626
2019-04-03,497697
2019-04-04,497593
2019-04-05,498113
2019-04-06,498339
2019-04-07,498692
2019-04-08,498972
2019-04-09,498522
2019-04-10,497805
2019-04-11,499349
2019-04-12,498957
2019-04-13,499424
2019-04-14,496751
2019-04-15,496839
2019-04-16,497560
2019-04-17,495005
2019-04-18,496003
2019-04-19,498779
2019-04-20,496940
2019-04-21,498664
2019-04-22,498937
2019-04-23,498114
2019-04-24,498061
2019-04-25,498034
2019-04-26,493784
2019-04-27,497598
2019-04-28,490805
2019-04-29,492481
2019-04-30,493729
2019-05-01,494875
2019-05-02,495323
2019-05-03,496672
2019-05-04,496222
2019-05-05,496380
2019-05-06,496780
2019-05-07,494686
2019-05-08,494765
2019-05-09,495016
2019-05-10,496028
2019-05-11,496368
2019-05-12,497875
2019-05-13,497351
2019-05-14,496538
2019-05-15,496165
2019-05-16,497413
2019-05-17,498206
2019-05-18,497912
2019-05-19,494520
2019-05-20,487156
2019-05-21,490425
2019-05-22,490854
2019-05-23,492609
2019-05-24,496702
2019-05-25,497089
2019-05-26,497657
2019-05-27,492643
2019-05-28,495266
2019-05-29,495903
2019-05-30,495218
2019-05-31,495320
2019-06-01,495767
2019-06-02,494500
2019-06-03,494381
2019-06-04,499062
2019-06-05,499095
2019-06-06,499048
2019-06-07,499008
2019-06-08,499415
2019-06-09,496194
2019-06-10,495237
2019-06-11,497302
2019-06-12,497576
2019-06-13,497603
2019-06-14,497508
2019-06-15,498277
2019-06-16,498204
2019-06-17,497981
2019-06-18,498145
2019-06-19,497321
2019-06-20,496275
2019-06-21,493733
2019-06-22,494113
2019-06-23,495819
2019-06-24,496093
2019-06-25,495971
2019-06-26,496522
2019-06-27,497411
2019-06-28,497818
2019-06-29,498189
2019-06-30,497448
2019-07-01,498730
2019-07-02,498602
2019-07-03,498784
2019-07-04,495100
2019-07-05,492060
2019-07-06,494836
2019-07-07,496757
2019-07-08,497628
2019-07-09,494717
2019-07-10,492854
2019-07-11,495937
2019-07-12,494942
2019-07-13,493732
2019-07-14,494878
2019-07-15,496957
2019-07-16,494315
2019-07-17,492261
2019-07-18,494942
2019-07-19,495071
2019-07-20,495436
2019-07-21,504299
2019-07-22,492977
2019-07-23,492897
2019-07-24,489202
2019-07-25,485895
2019-07-26,488155
2019-07-27,491124
2019-07-28,493906
2019-07-29,496033
2019-07-30,493719
2019-07-31,494529
2019-08-01,495463
2019-08-02,496153
2019-08-03,495575
2019-08-04,496476
2019-08-05,497394
2019-08-06,498071
2019-08-07,493212
2019-08-08,488521
2019-08-09,490576
2019-08-10,497212
2019-08-11,496364
2019-08-12,493823
2019-08-13,493671
2019-08-14,494810
2019-08-15,495726
2019-08-16,495507
2019-08-17,496281
2019-08-18,496329
2019-08-19,497263
2019-08-20,498130
2019-08-21,497775
2019-08-22,494692
2019-08-23,495990
2019-08-24,497178
2019-08-24,497178
2019-08-25,498258
2019-08-25,498258
2019-08-26,497447
2019-08-27,495526
2019-08-27,495526
2019-08-28,497304
2019-08-29,497066
2019-08-30,496659
2019-08-31,493782
2019-09-01,495705
2019-09-02,496522
2019-09-03,497256
2019-09-04,497526
2019-09-05,497289
2019-09-06,497527
2019-09-07,496491
2019-09-08,497899
2019-09-09,498353
2019-09-10,498281
2019-09-11,499628
2019-09-12,497412
2019-09-13,492796
2019-09-14,490039
2019-09-15,497513
2019-09-16,497116
2019-09-17,497937
2019-09-18,497898
2019-09-19,498059
2019-09-20,497974
2019-09-21,496802
2019-09-22,498389
2019-09-23,499098
2019-09-24,496647
2019-09-25,496466
2019-09-26,496493
2019-09-27,493301
2019-09-28,496009
2019-09-29,495948
2019-09-30,496285
2019-10-01,492899
2019-10-02,494576
2019-10-03,496619
2019-10-04,496699
2019-10-05,497328
2019-10-06,498433
2019-10-07,486140
2019-10-08,490020
2019-10-09,495368
2019-10-10,495882
2019-10-11,494541
2019-10-12,495328
2019-10-13,495783
2019-10-14,495855
2019-10-15,495328
2019-10-16,488657
2019-10-17,468515
2019-10-18,480437
2019-10-19,474348
2019-10-20,487111
2019-10-21,497343
2019-10-22,492870
2019-10-23,495044
2019-10-24,497150
2019-10-25,495041
2019-10-26,495745
2019-10-27,499491
2019-10-28,496772
2019-10-29,496773
2019-10-30,498657
2019-10-31,496917
2019-11-01,496404
2019-11-02,497066
2019-11-03,498297
2019-11-04,501857
2019-11-05,500431
2019-11-06,497186
2019-11-07,498431
2019-11-08,497116
2019-11-09,500943
2019-11-10,500931
2019-11-11,499176
2019-11-12,499244
2019-11-13,499308
2019-11-14,500029
2019-11-15,493101
2019-11-16,492377
2019-11-17,494320
2019-11-18,495777
2019-11-19,496801
2019-11-20,497888
2019-11-21,498546
2019-11-22,490853
2019-11-23,492284
2019-11-24,491836
2019-11-25,493305
2019-11-26,496413
2019-11-27,495002
2019-11-28,497018
2019-11-29,493996
2019-11-30,495177
2019-12-01,492566
2019-12-02,490545
2019-12-03,497359
2019-12-04,497948
2019-12-05,499015
2019-12-06,489991
2019-12-07,493086
2019-12-08,496947
2019-12-09,491305
2019-12-10,493880
2019-12-11,496639
2019-12-12,498514
2019-12-13,493096
2019-12-14,490031
2019-12-15,495590
2019-12-16,495391
2019-12-17,494726
2019-12-18,496773
2019-12-19,493937
2019-12-20,497512
2019-12-21,495869
2019-12-22,499843
2019-12-23,498429
2019-12-24,492708
2019-12-25,493761
2019-12-26,496343
2019-12-27,498062
2019-12-28,496961
2019-12-29,497677
2019-12-30,490290
2019-12-31,497172
2020-01-01,497662
2020-01-02,498419
2020-01-03,498070
2020-01-04,495195
2020-01-05,498638
2020-01-06,498242
2020-01-07,498257
2020-01-08,498206
2020-01-09,498168
2020-01-10,498009
2020-01-11,498007
2020-01-12,497157
2020-01-13,497360
2020-01-14,498100
2020-01-15,498495
2020-01-16,499381
2020-01-17,497416
2020-01-18,496669
2020-01-19,499257
2020-01-20,498376
2020-01-21,496790
2020-01-22,496926
2020-01-23,496864
2020-01-24,484657
2020-01-25,475870
2020-01-26,475694
2020-01-27,479919
2020-01-28,484178
2020-01-29,495075
2020-01-30,499719
2020-01-31,496369
2020-02-01,495686
2020-02-02,501752
2020-02-03,495884
2020-02-04,496503
2020-02-05,497760
2020-02-06,493139
2020-02-07,497478
2020-02-08,489860
2020-02-09,487775
2020-02-10,493964
2020-02-11,495274
2020-02-12,493002
2020-02-13,498613
2020-02-14,496882
2020-02-15,491985
2020-02-16,493991
2020-02-17,496403
2020-02-18,497670
2020-02-19,499226
2020-02-20,498447
2020-02-21,498047
2020-02-22,494758
2020-02-23,498563
2020-02-24,495939
2020-02-25,497762
2020-02-26,496397
2020-02-27,497550
2020-02-28,498223
2020-02-29,499033
2020-03-01,498471
2020-03-02,490322
2020-03-03,491054
2020-03-04,493711
2020-03-05,494656
2020-03-06,497333
2020-03-07,499335
2020-03-08,496607
2020-03-09,498078
2020-03-10,497671
2020-03-11,497543
2020-03-12,498039
2020-03-13,497929
2020-03-14,498515
2020-03-15,498840
2020-03-16,498458
2020-03-17,494425
2020-03-18,496121
2020-03-19,495304
2020-03-20,497660
2020-03-21,498979
2020-03-22,494694
2020-03-23,491864
2020-03-24,496835
2020-03-25,498371
2020-03-26,497914
2020-03-27,497364
2020-03-28,493171
2020-03-29,488953
2020-03-30,496991
2020-03-31,498138
2020-04-01,497776
2020-04-02,497103
2020-04-03,497958
2020-04-04,497623
2020-04-05,500066
2020-04-06,497779
2020-04-07,496770
2020-04-08,498858
2020-04-09,497616
2020-04-10,492609
2020-04-11,494444
2020-04-12,497843
2020-04-13,497071
2020-04-14,495446
2020-04-15,498864
2020-04-16,498705
2020-04-17,498262
2020-04-18,497542
2020-04-19,498400
2020-04-20,497787
2020-04-21,498582
2020-04-22,502817
2020-04-23,501689
2020-04-24,495796
2020-04-25,489963
2020-04-26,496461
2020-04-27,501000
2020-04-28,497351
2020-04-29,496059
2020-04-30,492047
2020-05-01,494703
2020-05-02,496463
2020-05-03,497074
2020-05-04,495624
2020-05-05,496911
2020-05-06,498323
2020-05-07,498493
2020-05-08,496326
2020-05-09,497194
2020-05-10,498327
2020-05-11,492839
2020-05-12,483259
2020-05-13,493394
