date_obj,Monk's%20robe%20(g) price
2020-03-08,1081577
2020-03-09,1069764
2020-03-10,1069764
2020-03-11,1055054
2020-03-12,1055054
2020-03-13,1055054
2020-03-14,1036405
2020-03-15,1036405
2020-03-16,1080293
2020-03-17,1080293
2020-03-18,1080293
2020-03-19,1102715
2020-03-20,1102715
2020-03-21,1132166
2020-03-22,1132166
2020-03-23,1166568
2020-03-24,1166568
2020-03-25,1160650
2020-03-26,1160650
2020-03-27,1137474
2020-03-28,1137474
2020-03-29,1135685
2020-03-30,1135685
2020-03-31,1128011
2020-04-01,1128011
2020-04-02,1109183
2020-04-03,1109183
2020-04-04,1090656
2020-04-05,1090656
2020-04-06,1072790
2020-04-07,1072790
2020-04-08,1066498
2020-04-09,1066498
2020-04-10,1060806
2020-04-11,1060806
2020-04-12,1077936
2020-04-13,1077936
2020-04-14,1090165
2020-04-15,1085861
2020-04-16,1085861
2020-04-17,1099771
2020-04-18,1099771
2020-04-19,1112370
2020-04-20,1112370
2020-04-21,1113741
2020-04-22,1097049
2020-04-23,1097049
2020-04-24,1063555
2020-04-25,1063555
2020-04-26,1039786
2020-04-27,1039786
2020-04-28,1014696
2020-04-29,1014696
2020-04-30,1007724
2020-05-01,1007724
2020-05-02,1007724
2020-05-03,1016917
2020-05-04,1016917
2020-05-05,1031001
2020-05-06,1023019
2020-05-07,1023019
2020-05-08,1023019
2020-05-09,1012094
2020-05-10,1012094
2020-05-11,1033418
2020-05-12,1033418
2020-05-13,1048104
