date_obj,Dharok's%20platebody price
2016-03-28,791142
2016-03-29,763904
2016-03-30,763904
2016-03-31,767300
2016-04-01,791821
2016-04-02,797056
2016-04-03,803377
2016-04-04,800559
2016-04-05,798384
2016-04-06,802026
2016-04-07,810601
2016-04-08,824483
2016-04-09,816573
2016-04-10,807511
2016-04-11,807511
2016-04-12,792614
2016-04-13,795755
2016-04-14,784696
2016-04-15,782049
2016-04-16,785360
2016-04-17,790656
2016-04-18,795854
2016-04-19,810242
2016-04-20,823485
2016-04-21,840306
2016-04-22,848030
2016-04-23,851732
2016-04-24,859522
2016-04-25,880001
2016-04-26,871989
2016-04-27,882035
2016-04-28,885939
2016-04-29,905518
2016-04-30,892010
2016-05-01,882778
2016-05-02,867280
2016-05-03,868737
2016-05-04,863112
2016-05-05,868894
2016-05-06,860568
2016-05-07,872538
2016-05-08,868072
2016-05-09,873555
2016-05-10,880351
2016-05-11,872071
2016-05-12,870247
2016-05-13,865166
2016-05-14,863919
2016-05-15,867520
2016-05-16,853670
2016-05-17,833401
2016-05-18,833495
2016-05-19,820768
2016-05-22,848856
2016-05-23,864964
2016-05-24,870025
2016-05-25,866836
2016-05-26,866041
2016-05-27,867761
2016-05-28,877150
2016-05-29,885789
2016-05-30,884925
2016-05-31,878178
2016-06-01,873547
2016-06-02,878011
2016-06-03,866705
2016-06-04,899604
2016-06-05,886778
2016-06-06,891889
2016-06-07,891889
2016-06-08,911704
2016-06-09,915207
2016-06-10,913140
2016-06-11,900582
2016-06-12,890786
2016-06-13,892921
2016-06-14,890952
2016-06-15,889452
2016-06-16,883033
2016-06-17,862471
2016-06-18,870505
2016-06-19,880282
2016-06-20,878743
2016-06-21,889016
2016-06-22,886031
2016-06-23,884247
2016-06-24,879795
2016-06-25,880052
2016-06-26,892227
2016-06-27,918666
2016-06-28,903130
2016-06-29,885544
2016-06-30,901442
2016-07-01,912364
2016-07-02,918131
2016-07-03,909785
2016-07-04,894516
2016-07-05,874297
2016-07-06,841352
2016-07-07,826093
2016-07-08,806426
2016-07-09,804283
2016-07-10,796336
2016-07-11,795930
2016-07-12,759618
2016-07-13,760801
2016-07-14,733124
2016-07-15,728246
2016-07-16,726523
2016-07-17,728356
2016-07-18,726657
2016-07-23,743681
2016-07-24,708191
2016-07-25,705540
2016-07-26,709953
2016-07-27,700413
2016-07-28,695856
2016-07-29,704784
2016-07-30,716173
2016-07-31,704829
2016-08-01,705894
2016-08-02,706945
2016-08-03,707319
2016-08-04,694110
2016-08-05,685009
2016-08-06,692761
2016-08-07,701054
2016-08-08,687223
2016-08-09,671520
2016-08-10,675963
2016-08-11,708706
2016-08-12,687369
2016-08-13,678367
2016-08-14,697552
2016-08-15,699660
2016-08-16,721700
2016-08-17,750779
2016-08-18,735926
2016-08-19,723423
2016-08-20,712278
2016-08-21,718429
2016-08-22,722099
2016-08-23,689873
2016-08-24,709984
2016-08-25,726938
2016-08-26,726938
2016-08-28,691204
2016-08-31,719389
2016-09-01,714086
2016-09-02,714086
2016-09-03,726212
2016-09-04,696413
2016-09-05,704102
2016-09-06,732588
2016-09-07,722998
2016-09-08,710592
2016-09-09,732760
2016-09-10,735174
2016-09-11,735174
2016-09-12,719779
2016-09-13,707049
2016-09-14,733262
2016-09-15,712960
2016-09-16,712960
2016-09-17,708874
2016-09-18,708314
2016-09-19,714913
2016-09-20,736508
2016-09-21,741447
2016-09-22,743415
2016-09-23,753979
2016-09-24,753979
2016-09-25,757071
2016-09-26,778938
2016-09-27,765248
2016-09-28,762166
2016-09-29,784220
2016-09-30,792040
2016-10-01,769367
2016-10-02,769367
2016-10-03,766875
2016-10-04,781223
2016-10-05,785567
2016-10-06,798706
2016-10-07,818875
2016-10-08,842213
2016-10-09,865210
2016-10-10,842737
2016-10-11,855814
2016-10-12,852124
2016-10-13,840791
2016-10-14,853451
2016-10-15,842316
2016-10-16,823086
2016-10-17,831359
2016-10-18,839033
2016-10-19,840447
2016-10-20,843373
2016-10-21,853699
2016-10-22,853699
2016-10-23,878434
2016-10-24,910006
2016-10-25,910006
2016-10-26,947930
2016-10-27,995327
2016-10-28,1044826
2016-10-29,1097068
2016-10-30,1134416
2016-10-31,1183149
2016-11-01,1183149
2016-11-02,1224346
2016-11-03,1251885
2016-11-04,1256176
2016-11-05,1256176
2016-11-06,1242694
2016-11-07,1266670
2016-11-08,1265718
2016-11-09,1270289
2016-11-10,1268691
2016-11-11,1277064
2016-11-12,1274057
2016-11-13,1275375
2016-11-14,1284348
2016-11-15,1265459
2016-12-07,1343878
2016-12-08,1347015
2016-12-09,1381018
2016-12-10,1413794
2016-12-11,1407294
2016-12-12,1395243
2016-12-13,1375925
2016-12-14,1389611
2016-12-15,1389611
2016-12-16,1407106
2016-12-17,1445244
2016-12-18,1462715
2016-12-19,1472332
2016-12-20,1517396
2016-12-21,1555613
2016-12-22,1556340
2016-12-23,1551512
2016-12-24,1547993
2016-12-25,1549233
2016-12-26,1551061
2016-12-27,1590438
2016-12-28,1584173
2016-12-29,1584848
2016-12-30,1655439
2016-12-31,1738122
2017-01-01,1825029
2017-01-02,1905907
2017-01-03,1906377
2017-01-04,1871383
2017-01-05,1879068
2017-01-06,1861148
2017-01-07,1787653
2017-01-08,1702564
2017-01-09,1672793
2017-01-10,1620278
2017-01-11,1602520
2017-01-12,1602915
2017-01-13,1604276
2017-01-14,1677138
2017-01-15,1729658
2017-01-16,1743112
2017-01-17,1739241
2017-01-18,1745179
2017-01-19,1740989
2017-01-20,1744269
2017-01-21,1745710
2017-01-22,1731820
2017-01-23,1732288
2017-01-27,1689691
2017-01-28,1671582
2017-01-29,1690046
2017-01-30,1665757
2017-01-31,1678701
2017-02-01,1671384
2017-02-02,1682065
2017-02-03,1680024
2017-02-04,1676835
2017-02-05,1677227
2017-02-06,1675298
2017-02-07,1675135
2017-02-08,1673693
2017-02-09,1673693
2017-02-10,1653872
2017-02-11,1644935
2017-02-12,1619280
2017-02-13,1612633
2017-02-14,1601607
2017-02-15,1566903
2017-02-16,1496040
2017-02-18,1446649
2017-02-19,1431693
2017-02-20,1436946
2017-02-21,1418448
2017-02-22,1400649
2017-02-23,1332364
2017-02-24,1271027
2017-02-25,1265535
2017-02-26,1254491
2017-02-27,1257816
2017-02-28,1258115
2017-03-01,1273538
2017-03-02,1293488
2017-03-03,1309790
2017-03-04,1312755
2017-03-05,1311039
2017-03-06,1311388
2017-03-07,1310275
2017-03-08,1310184
2017-03-09,1310112
2017-03-10,1310113
2017-03-11,1310155
2017-03-12,1310153
2017-03-13,1310311
2017-03-14,1311197
2017-03-15,1314253
2017-03-16,1315151
2017-03-17,1312230
2017-03-18,1314551
2017-03-19,1314577
2017-03-20,1315851
2017-03-21,1314274
2017-03-22,1307221
2017-03-23,1307305
2017-03-24,1305184
2017-03-25,1305093
2017-03-26,1305288
2017-03-27,1305424
2017-03-28,1305361
2017-03-29,1305357
2017-03-30,1305217
2017-03-31,1306145
2017-04-01,1305612
2017-04-02,1305863
2017-04-03,1312073
2017-04-04,1308755
2017-04-12,1210350
2017-04-13,1210105
2017-04-14,1212835
2017-04-15,1211919
2017-04-16,1210324
2017-04-17,1210503
2017-04-18,1210464
2017-04-19,1212190
2017-04-20,1215930
2017-04-21,1217485
2017-04-22,1221728
2017-04-23,1231736
2017-04-24,1253432
2017-04-25,1289829
2017-04-26,1262357
2017-04-27,1264322
2017-04-28,1270605
2017-04-29,1296409
2017-04-30,1295982
2017-05-01,1302682
2017-05-02,1295631
2017-05-03,1321389
2017-05-04,1373603
2017-05-05,1370298
2017-05-06,1374717
2017-05-07,1388122
2017-05-08,1457529
2017-05-09,1504109
2017-05-10,1500843
2017-05-11,1500733
2017-05-12,1496850
2017-05-13,1495956
2017-05-14,1495678
2017-05-15,1494993
2017-05-16,1495497
2017-05-17,1495270
2017-05-18,1495821
2017-05-19,1495523
2017-05-20,1495297
2017-05-21,1495297
2017-05-22,1495292
2017-05-23,1495482
2017-05-24,1495531
2017-05-25,1496553
2017-05-26,1498026
2017-05-27,1495658
2017-05-28,1495277
2017-05-29,1495284
2017-05-30,1495313
2017-05-31,1495371
2017-06-01,1497370
2017-06-02,1497183
2017-06-03,1495384
2017-06-04,1495346
2017-06-05,1496375
2017-06-06,1495493
2017-06-07,1495136
2017-06-08,1495343
2017-06-09,1490855
2017-06-10,1490192
2017-06-11,1489253
2017-06-12,1481499
2017-06-13,1480239
2017-06-14,1480670
2017-06-15,1480586
2017-06-16,1480158
2017-06-17,1479319
2017-06-18,1481891
2017-06-19,1481891
2017-06-20,1480389
2017-06-21,1481989
2017-06-22,1480751
2017-06-23,1484896
2017-06-24,1484135
2017-06-25,1480168
2017-06-26,1480131
2017-06-27,1480570
2017-06-28,1480541
2017-06-29,1481190
2017-06-30,1459395
2017-07-01,1459395
2017-07-02,1451252
2017-07-03,1450210
2017-07-04,1450170
2017-07-05,1450170
2017-07-06,1450074
2017-07-07,1450101
2017-07-08,1450386
2017-07-13,1454077
2017-07-14,1450705
2017-07-15,1450117
2017-07-16,1451224
2017-07-17,1450162
2017-07-18,1450125
2017-07-19,1451503
2017-07-20,1452504
2017-07-21,1452260
2017-07-22,1452538
2017-07-23,1452098
2017-07-24,1451601
2017-07-25,1452304
2017-07-26,1452286
2017-07-27,1451703
2017-07-28,1450996
2017-07-29,1451231
2017-07-30,1455113
2017-07-31,1455113
2017-08-01,1456455
2017-08-02,1457047
2017-08-03,1456257
2017-08-04,1457216
2017-08-05,1461687
2017-08-06,1457487
2017-08-09,1457311
2017-08-10,1457290
2017-08-11,1456417
2017-08-12,1456552
2017-08-13,1456565
2017-08-14,1456503
2017-08-15,1456366
2017-08-16,1456266
2017-08-17,1456416
2017-08-18,1456416
2017-08-19,1455826
2017-08-20,1445718
2017-08-21,1431349
2017-08-22,1428811
2017-08-23,1427051
2017-08-24,1427364
2017-08-25,1427047
2017-08-26,1426343
2017-08-27,1394316
2017-08-28,1324600
2017-08-29,1258370
2017-08-30,1195560
2017-08-31,1135782
2017-09-01,1104726
2017-09-03,1103573
2017-09-04,1103710
2017-09-05,1102589
2017-09-06,1101206
2017-09-07,1100842
2017-09-08,1100915
2017-09-09,1101179
2017-09-10,1101520
2017-09-11,1100921
2017-09-12,1100942
2017-09-13,1101099
2017-09-14,1101257
2017-09-15,1101257
2017-09-16,1101731
2017-09-17,1106291
2017-09-18,1111247
2017-09-19,1078898
2017-09-20,1037346
2017-09-21,1052722
2017-09-22,1063448
2017-09-23,1067374
2017-09-24,1066234
2017-09-25,1066135
2017-09-26,1066681
2017-09-27,1066373
2017-09-28,1067935
2017-09-29,1082625
2017-09-30,1084677
2017-10-01,1104815
2017-10-02,1142102
2017-10-03,1172941
2017-10-04,1172658
2017-10-05,1171466
2017-10-06,1169342
2017-10-07,1175388
2017-10-08,1171868
2017-10-09,1171193
2017-10-10,1171140
2017-10-11,1171140
2017-10-12,1171021
2017-10-13,1170496
2017-10-14,1170274
2017-10-15,1170274
2017-10-16,1171054
2017-10-17,1171054
2017-10-18,1171078
2017-10-19,1171005
2017-10-20,1170665
2017-10-21,1170802
2017-10-22,1170487
2017-10-23,1171976
2017-10-24,1171811
2017-10-25,1165887
2017-10-26,1162473
2017-10-27,1161885
2017-10-28,1161885
2017-10-29,1160933
2017-10-30,1161464
2017-10-31,1161854
2017-11-01,1161854
2017-11-02,1161932
2017-11-03,1161978
2017-11-04,1161599
2017-11-05,1161737
2017-11-06,1162407
2017-11-07,1162689
2017-11-08,1162054
2017-11-09,1160908
2017-11-10,1160926
2017-11-11,1160693
2017-11-12,1161818
2017-11-13,1162615
2017-11-14,1161961
2017-11-15,1162146
2017-11-16,1162181
2017-11-17,1161440
2017-11-18,1161584
2017-11-19,1161637
2017-11-20,1162292
2017-11-21,1162281
2017-11-22,1162729
2017-11-23,1165649
2017-11-24,1163179
2017-11-25,1162551
2017-11-26,1162751
2017-11-27,1162751
2017-11-28,1163143
2017-11-29,1162195
2017-11-30,1163383
2017-12-01,1163396
2017-12-02,1163797
2017-12-03,1162753
2017-12-04,1163481
2017-12-05,1163386
2017-12-06,1163058
2017-12-07,1163744
2017-12-08,1163744
2017-12-09,1164145
2017-12-10,1164340
2017-12-11,1163130
2017-12-12,1162959
2017-12-13,1162987
2017-12-14,1167804
2017-12-15,1178477
2017-12-16,1196340
2017-12-17,1209687
2017-12-18,1246961
2017-12-19,1265074
2017-12-20,1266038
2017-12-21,1261687
2017-12-22,1255252
2017-12-23,1238810
2017-12-24,1246002
2017-12-25,1245199
2017-12-26,1245457
2017-12-27,1258408
2017-12-28,1260622
2017-12-29,1257489
2017-12-30,1257523
2017-12-31,1255236
2018-01-01,1255861
2018-01-02,1253735
2018-01-03,1251790
2018-01-04,1252507
2018-01-05,1247072
2018-01-06,1250897
2018-01-07,1262969
2018-01-08,1321283
2018-01-09,1371088
2018-01-10,1370409
2018-01-11,1368806
2018-01-12,1367337
2018-01-13,1367185
2018-01-14,1396167
2018-01-15,1422370
2018-01-16,1424105
2018-01-17,1424052
2018-01-18,1423567
2018-01-19,1423567
2018-01-20,1420042
2018-01-21,1419338
2018-01-22,1423888
2018-01-23,1423624
2018-01-25,1423745
2018-01-26,1424010
2018-01-27,1424548
2018-01-28,1423292
2018-01-29,1424031
2018-01-30,1422837
2018-01-31,1423781
2018-02-01,1424903
2018-02-02,1423890
2018-02-03,1424116
2018-02-04,1425257
2018-02-05,1423863
2018-02-06,1423577
2018-02-07,1422791
2018-02-08,1423199
2018-02-09,1421077
2018-02-10,1420472
2018-02-11,1420795
2018-02-12,1423110
2018-02-13,1424225
2018-02-14,1423480
2018-02-15,1423229
2018-02-16,1422554
2018-02-17,1420883
2018-02-18,1420163
2018-02-19,1421275
2018-02-20,1422102
2018-02-21,1424864
2018-02-22,1423779
2018-02-23,1421642
2018-02-24,1420289
2018-02-25,1420316
2018-02-26,1423980
2018-02-27,1422491
2018-02-28,1423276
2018-03-01,1423137
2018-03-02,1424001
2018-03-03,1420514
2018-03-04,1389396
2018-03-05,1381146
2018-03-06,1380730
2018-03-07,1382201
2018-03-08,1382551
2018-03-09,1380404
2018-03-10,1380103
2018-03-11,1381240
2018-03-12,1381525
2018-03-13,1382543
2018-03-14,1382467
2018-03-15,1382443
2018-03-16,1381339
2018-03-17,1380805
2018-03-18,1380635
2018-03-19,1382582
2018-03-20,1382437
2018-03-21,1382656
2018-03-23,1381580
2018-03-24,1380661
2018-03-25,1380682
2018-03-26,1382880
2018-03-27,1382068
2018-03-28,1382172
2018-03-29,1381089
2018-03-30,1380335
2018-03-31,1381041
2018-04-01,1380412
2018-04-02,1381385
2018-04-03,1383727
2018-04-04,1382955
2018-04-05,1383076
2018-04-06,1383800
2018-04-07,1382962
2018-04-08,1383001
2018-04-09,1383628
2018-04-10,1384092
2018-04-11,1383705
2018-04-12,1383408
2018-04-13,1384347
2018-04-14,1383062
2018-04-15,1382797
2018-04-16,1384389
2018-04-17,1384002
2018-04-18,1383324
2018-04-19,1382324
2018-04-20,1383046
2018-04-21,1384284
2018-04-22,1383170
2018-04-23,1382842
2018-04-24,1383509
2018-04-25,1383040
2018-04-26,1383515
2018-04-27,1382905
2018-04-28,1382631
2018-04-29,1383109
2018-04-30,1383196
2018-05-01,1382867
2018-05-03,1353384
2018-05-04,1352811
2018-05-05,1352795
2018-05-07,1353647
2018-05-08,1353175
2018-05-09,1353233
2018-05-10,1353107
2018-05-11,1353329
2018-05-12,1353224
2018-05-13,1352615
2018-05-14,1352811
2018-05-15,1353264
2018-05-16,1353699
2018-05-17,1354282
2018-05-18,1353829
2018-05-19,1353802
2018-05-20,1353027
2018-05-21,1353038
2018-05-22,1353607
2018-05-23,1353705
2018-05-24,1353295
2018-05-25,1353366
2018-05-26,1331513
2018-05-27,1279898
2018-05-28,1278155
2018-05-29,1279745
2018-05-30,1280356
2018-05-31,1279018
2018-06-01,1279884
2018-06-02,1284945
2018-06-03,1286947
2018-06-04,1286915
2018-06-05,1286737
2018-06-06,1263337
2018-06-07,1256115
2018-06-08,1230053
2018-06-09,1231287
2018-06-10,1228907
2018-06-11,1228579
2018-06-12,1229228
2018-06-13,1228062
2018-06-14,1226988
2018-06-15,1226826
2018-06-16,1227158
2018-06-17,1227328
2018-06-18,1227353
2018-06-19,1227278
2018-06-20,1227514
2018-06-21,1227105
2018-06-22,1227068
2018-06-23,1226418
2018-06-24,1226985
2018-06-25,1227100
2018-06-26,1226846
2018-06-27,1227892
2018-06-28,1227347
2018-06-29,1257895
2018-06-30,1258655
2018-07-01,1257038
2018-07-02,1256024
2018-07-03,1255826
2018-07-04,1255708
2018-07-05,1255662
2018-07-06,1256433
2018-07-07,1256877
2018-07-08,1257612
2018-07-09,1257186
2018-07-10,1291984
2018-07-11,1301771
2018-07-12,1299599
2018-07-13,1298600
2018-07-14,1299172
2018-07-15,1299392
2018-07-16,1299026
2018-07-17,1299044
2018-07-18,1299309
2018-07-19,1303346
2018-07-20,1304286
2018-07-21,1304015
2018-07-22,1303752
2018-07-23,1304403
2018-07-24,1304716
2018-07-25,1303764
2018-07-26,1277465
2018-07-27,1267971
2018-07-28,1267248
2018-07-29,1237674
2018-07-30,1228373
2018-07-31,1227638
2018-08-01,1228047
2018-08-02,1227454
2018-08-03,1227158
2018-08-04,1225054
2018-08-05,1229503
2018-08-06,1274940
2018-08-07,1289860
2018-08-08,1333527
2018-08-09,1394701
2018-08-10,1449953
2018-08-11,1476244
2018-08-12,1493533
2018-08-14,1493142
2018-08-16,1353817
2018-08-17,1286126
2018-08-18,1235998
2018-08-19,1237797
2018-08-20,1262974
2018-08-21,1272388
2018-08-22,1272475
2018-08-23,1272823
2018-08-24,1272522
2018-08-25,1272824
2018-08-26,1272641
2018-08-27,1272691
2018-08-28,1290451
2018-08-29,1302615
2018-08-30,1302710
2018-08-31,1302273
2018-09-01,1303470
2018-09-02,1306565
2018-09-03,1306288
2018-09-04,1306125
2018-09-05,1338551
2018-09-06,1368342
2018-09-07,1389679
2018-09-08,1404399
2018-09-09,1399555
2018-09-10,1400548
2018-09-11,1400790
2018-09-12,1402426
2018-09-13,1386790
2018-09-14,1370859
2018-09-15,1370658
2018-09-16,1371066
2018-09-17,1371868
2018-09-18,1350968
2018-09-19,1344789
2018-09-20,1342554
2018-09-21,1307598
2018-09-22,1287830
2018-09-23,1287467
2018-09-24,1310147
2018-09-25,1319012
2018-09-26,1320861
2018-09-27,1361240
2018-09-28,1363434
2018-09-29,1354806
2018-09-30,1353733
2018-10-01,1359398
2018-10-02,1362429
2018-10-03,1363000
2018-10-04,1363595
2018-10-05,1363704
2018-10-06,1359028
2018-10-07,1344530
2018-10-08,1333957
2018-10-09,1340047
2018-10-10,1341903
2018-10-11,1345454
2018-10-12,1345569
2018-10-13,1346194
2018-10-14,1346142
2018-10-15,1346276
2018-10-16,1346184
2018-10-17,1346150
2018-10-18,1346315
2018-10-19,1346158
2018-10-20,1346499
2018-10-21,1346881
2018-10-22,1347574
2018-10-23,1346849
2018-10-24,1346893
2018-10-25,1347097
2018-10-26,1379783
2018-10-27,1390622
2018-10-28,1392820
2018-10-29,1406432
2018-10-30,1398976
2018-10-31,1402217
2018-11-01,1428222
2018-11-03,1442888
2018-11-04,1437669
2018-11-05,1438004
2018-11-06,1472119
2018-11-07,1485394
2018-11-08,1484257
2018-11-09,1478849
2018-11-10,1475629
2018-11-11,1477667
2018-11-12,1495879
2018-11-13,1508050
2018-11-14,1507668
2018-11-15,1510326
2018-11-16,1518843
2018-11-17,1541921
2018-11-18,1566759
2018-11-19,1578552
2018-11-20,1616561
2018-11-21,1634475
2018-11-22,1652608
2018-11-23,1648375
2018-11-24,1646617
2018-11-25,1646583
2018-11-26,1646275
2018-11-27,1626300
2018-11-28,1620435
2018-11-29,1612181
2018-12-01,1550454
2018-12-02,1530691
2018-12-03,1529545
2018-12-04,1552692
2018-12-05,1563800
2018-12-07,1542400
2018-12-09,1525217
2018-12-10,1524514
2018-12-11,1557962
2018-12-12,1562927
2018-12-13,1523897
2018-12-14,1493663
2018-12-15,1490241
2018-12-16,1497910
2018-12-17,1497927
2018-12-18,1497166
2018-12-19,1496767
2018-12-20,1496630
2018-12-21,1496551
2018-12-22,1496418
2018-12-23,1496367
2018-12-24,1496345
2018-12-25,1496119
2018-12-26,1496694
2018-12-27,1496467
2018-12-28,1496193
2018-12-29,1529244
2018-12-30,1531112
2018-12-31,1497168
2019-01-01,1496683
2019-01-02,1496277
2019-01-03,1496158
2019-01-04,1496294
2019-01-05,1496311
2019-01-06,1496465
2019-01-08,1496336
2019-01-10,1496084
2019-01-11,1496139
2019-01-12,1489679
