date_obj,Onyx%20dragon%20bolts%20(e) price
2018-04-24,9800
2018-04-25,9800
2018-04-26,9800
2018-04-27,9800
2018-04-28,9837
2018-04-29,9837
2018-04-30,9654
2018-05-01,9654
2018-05-02,9654
2018-05-04,9394
2018-05-05,9594
2018-05-06,9594
2018-05-07,9594
2018-05-08,9576
2018-05-09,9576
2018-05-10,9331
2018-05-11,9331
2018-05-12,9331
2018-05-13,9546
2018-05-14,9546
2018-05-15,9747
2018-05-16,9747
2018-05-17,9747
2018-05-18,10117
2018-05-19,10117
2018-05-20,10381
2018-05-21,10381
2018-05-22,10499
2018-05-23,10615
2018-05-24,10615
2018-05-25,10359
2018-05-26,10359
2018-05-27,10000
2018-05-28,10000
2018-05-29,9602
2018-05-30,9602
2018-05-31,9602
2018-06-01,9379
2018-06-02,9447
2018-06-03,9447
2018-06-04,9447
2018-06-05,9625
2018-06-06,9625
2018-06-07,9658
2018-06-08,9658
2018-06-09,9619
2018-06-10,9619
2018-06-11,9619
2018-06-12,9227
2018-06-13,9227
2018-06-14,9208
2018-06-15,9208
2018-06-16,9291
2018-06-17,9291
2018-06-18,9250
2018-06-19,9250
2018-06-20,9250
2018-06-21,9315
2018-06-22,9315
2018-06-23,9315
2018-06-24,9372
2018-06-25,9372
2018-06-26,9481
2018-06-27,9481
2018-06-28,9481
2018-06-29,9669
2018-06-30,9669
2018-07-01,9669
2018-07-02,9908
2018-07-03,9908
2018-07-04,9908
2018-07-05,9936
2018-07-06,9936
2018-07-07,9936
2018-07-08,9669
2018-07-09,9669
2018-07-10,9669
2018-07-11,9629
2018-07-12,9629
2018-07-13,9875
2018-07-14,9875
2018-07-15,9816
2018-07-16,9816
2018-07-17,9494
2018-07-18,9494
2018-07-19,9494
2018-07-20,9657
2018-07-21,9657
2018-07-22,9583
2018-07-23,9583
2018-07-24,9542
2018-07-25,9542
2018-07-26,9542
2018-07-27,9355
2018-07-28,9355
2018-07-29,9355
2018-07-30,9425
2018-07-31,9425
2018-08-01,9498
2018-08-02,9498
2018-08-03,9498
2018-08-04,9470
2018-08-05,9470
2018-08-06,9470
2018-08-07,9583
2018-08-08,9583
2018-08-09,9583
2018-08-10,9513
2018-08-11,9513
2018-08-12,9572
2018-08-14,9482
2018-08-16,9482
2018-08-17,9201
2018-08-18,9201
2018-08-19,9201
2018-08-20,9055
2018-08-21,9055
2018-08-22,9055
2018-08-23,9240
2018-08-24,9240
2018-08-25,9685
2018-08-26,9685
2018-08-27,9685
2018-08-28,9728
2018-08-29,9728
2018-08-30,9319
2018-08-31,9319
2018-09-01,9221
2018-09-02,9221
2018-09-03,9221
2018-09-04,9476
2018-09-05,9476
2018-09-06,9476
2018-09-07,9756
2018-09-08,9756
2018-09-09,9967
2018-09-10,9967
2018-09-11,9967
2018-09-12,9639
2018-09-13,9639
2018-09-14,9641
2018-09-15,9641
2018-09-16,9641
2018-09-17,9564
2018-09-18,9564
2018-09-19,9564
2018-09-20,9538
2018-09-21,9538
2018-09-22,9744
2018-09-23,9744
2018-09-24,9744
2018-09-25,9793
2018-09-26,9793
2018-09-27,9793
2018-09-28,9510
2018-09-29,9510
2018-09-30,9510
2018-10-02,9418
2018-10-03,9238
2018-10-04,9238
2018-10-05,9238
2018-10-06,9279
2018-10-07,9279
2018-10-08,9279
2018-10-09,9439
2018-10-10,9439
2018-10-11,9367
2018-10-12,9367
2018-10-13,9130
2018-10-14,9130
2018-10-15,9293
2018-10-16,9293
2018-10-17,9416
2018-10-18,9416
2018-10-19,9494
2018-10-20,9494
2018-10-21,9494
2018-10-22,9274
2018-10-23,9274
2018-10-24,9274
2018-10-25,9383
2018-10-26,9383
2018-10-27,9383
2018-10-28,9650
2018-10-29,9650
2018-10-30,9650
2018-10-31,9854
2018-11-01,9854
2018-11-03,9794
2018-11-04,10023
2018-11-05,10023
2018-11-06,9896
2018-11-07,9896
2018-11-08,10014
2018-11-09,10014
2018-11-10,10132
2018-11-11,10132
2018-11-12,10018
2018-11-13,10018
2018-11-15,9701
2018-11-16,9623
2018-11-17,9623
2018-11-18,9752
2018-11-19,9752
2018-11-20,9332
2018-11-21,9332
2018-11-22,9072
2018-11-23,9072
2018-11-24,9316
2018-11-25,9316
2018-11-26,9383
2018-11-27,9383
2018-11-28,9514
2018-11-29,9514
2018-12-01,9387
2018-12-02,9492
2018-12-03,9492
2018-12-05,9707
2018-12-07,9734
2018-12-09,9566
2018-12-10,9330
2018-12-11,9330
2018-12-12,9248
2018-12-13,9248
2018-12-14,9239
2018-12-15,9239
2018-12-16,9249
2018-12-17,9249
2018-12-18,9433
2018-12-19,9433
2018-12-20,9531
2018-12-21,9531
2018-12-22,9738
2018-12-23,9774
2018-12-24,9774
2018-12-25,9504
2018-12-26,9504
2018-12-27,9527
2018-12-28,9527
2018-12-29,9404
2018-12-30,9404
2018-12-31,9311
2019-01-01,9311
2019-01-02,9184
2019-01-03,9184
2019-01-04,9433
2019-01-05,9584
2019-01-06,9424
2019-01-08,9424
2019-01-10,9314
2019-01-11,9330
2019-01-12,9159
2019-01-13,9159
2019-01-14,9202
2019-01-15,9202
2019-01-16,9185
2019-01-17,9185
2019-01-18,9009
2019-01-19,9173
2019-01-20,9273
2019-01-21,9273
2019-01-22,9151
2019-01-23,9151
2019-01-24,9181
2019-01-25,9181
2019-01-26,9227
2019-01-27,9227
2019-01-28,9153
2019-01-29,9288
2019-01-30,9288
2019-01-31,9208
2019-02-01,9159
2019-02-02,9159
2019-02-03,9164
2019-02-04,9164
2019-02-05,9361
2019-02-06,9361
2019-02-07,9613
2019-02-08,9613
2019-02-09,9394
2019-02-10,9394
2019-02-11,9398
2019-02-12,9398
2019-02-13,9496
2019-02-14,9496
2019-02-15,9516
2019-02-16,9516
2019-02-17,9504
2019-02-18,9504
2019-02-19,9485
2019-02-20,9485
2019-02-21,9277
2019-02-22,9277
2019-02-23,9210
2019-02-24,9210
2019-02-25,9211
2019-02-26,9211
2019-02-27,9211
2019-02-28,9211
2019-03-01,9446
2019-03-02,9446
2019-03-03,9483
2019-03-04,9483
2019-03-05,9396
2019-03-06,9396
2019-03-07,9542
2019-03-08,9542
2019-03-09,9542
2019-03-10,9485
2019-03-11,9485
2019-03-12,9439
2019-03-13,9439
2019-03-14,9815
2019-03-15,9815
2019-03-16,9909
2019-03-17,10048
2019-03-18,10048
2019-03-19,10048
2019-03-20,10160
2019-03-21,10160
2019-03-22,10160
2019-03-23,9830
2019-03-24,9830
2019-03-25,9830
2019-03-26,9638
2019-03-27,9638
2019-03-28,9638
2019-03-29,9555
2019-03-30,9555
2019-03-31,9555
2019-04-01,9606
2019-04-02,9606
2019-04-03,9738
2019-04-04,9738
2019-04-05,9634
2019-04-06,9634
2019-04-07,9505
2019-04-08,9505
2019-04-09,9417
2019-04-10,9417
2019-04-11,9296
2019-04-12,9296
2019-04-13,9270
2019-04-14,9270
2019-04-15,9356
2019-04-16,9356
2019-04-17,9253
2019-04-18,9253
2019-04-19,9247
2019-04-20,9247
2019-04-21,9294
2019-04-22,9294
2019-04-23,9168
2019-04-24,9168
2019-04-25,9084
2019-04-26,9084
2019-04-27,9273
2019-04-28,9273
2019-04-29,9505
2019-04-30,9505
2019-05-01,9330
2019-05-02,9330
2019-05-03,9433
2019-05-04,9433
2019-05-05,9556
2019-05-06,9556
2019-05-07,9519
2019-05-08,9519
2019-05-09,9519
2019-05-10,9348
2019-05-11,9348
2019-05-12,9244
2019-05-13,9244
2019-05-14,9315
2019-05-15,9315
2019-05-16,9441
2019-05-17,9441
2019-05-18,9469
2019-05-19,9469
2019-05-20,9299
2019-05-21,9299
2019-05-22,9299
2019-05-23,9147
2019-05-24,9147
2019-05-25,9164
2019-05-26,9164
2019-05-27,9281
2019-05-28,9281
2019-05-29,9302
2019-05-30,9302
2019-05-31,9513
2019-06-01,9513
2019-06-02,9530
2019-06-03,9530
2019-06-04,9663
2019-06-05,9663
2019-06-06,9942
2019-06-07,9942
2019-06-08,10107
2019-06-09,10107
2019-06-10,10043
2019-06-11,10043
2019-06-12,9900
2019-06-13,9900
2019-06-14,9792
2019-06-15,9792
2019-06-16,9696
2019-06-17,9696
2019-06-18,9607
2019-06-19,9607
2019-06-20,9375
2019-06-21,9375
2019-06-22,9296
2019-06-23,9296
2019-06-24,8999
2019-06-25,9115
2019-06-26,9115
2019-06-27,9274
2019-06-28,9274
2019-06-29,9468
2019-06-30,9468
2019-07-01,9407
2019-07-02,9407
2019-07-03,9259
2019-07-04,9259
2019-07-05,9124
2019-07-06,9169
2019-07-07,9169
2019-07-08,9208
2019-07-09,9208
2019-07-10,9243
2019-07-11,9243
2019-07-12,9169
2019-07-13,9169
2019-07-14,9223
2019-07-15,9223
2019-07-16,9197
2019-07-17,9155
2019-07-18,9155
2019-07-19,9134
2019-07-20,9134
2019-07-21,9202
2019-07-22,9202
2019-07-23,9175
2019-07-24,9175
2019-07-25,9173
2019-07-26,9173
2019-07-27,9102
2019-07-28,9102
2019-07-29,9312
2019-07-30,9312
2019-07-31,9224
2019-08-01,9224
2019-08-02,9176
2019-08-03,9154
2019-08-04,9154
2019-08-05,9092
2019-08-06,9092
2019-08-07,9260
2019-08-08,9260
2019-08-09,9260
2019-08-10,9332
2019-08-11,9332
2019-08-12,9231
2019-08-13,9231
2019-08-14,9308
2019-08-15,9308
2019-08-16,9402
2019-08-17,9402
2019-08-18,9188
2019-08-19,9188
2019-08-20,9276
2019-08-21,9276
2019-08-22,9211
2019-08-23,9211
2019-08-24,9042
2019-08-24,9042
2019-08-25,9042
2019-08-25,9042
2019-08-26,9168
2019-08-26,9168
2019-08-27,9168
2019-08-27,9168
2019-08-28,9247
2019-08-29,9247
2019-08-30,9250
2019-08-31,9250
2019-09-01,9204
2019-09-02,9204
2019-09-03,9169
2019-09-04,9169
2019-09-05,9344
2019-09-06,9344
2019-09-07,9209
2019-09-08,9209
2019-09-09,9140
2019-09-10,9140
2019-09-11,9095
2019-09-12,9095
2019-09-13,9131
2019-09-14,9163
2019-09-15,9163
2019-09-16,9213
2019-09-17,9213
2019-09-18,9272
2019-09-19,9272
2019-09-20,9107
2019-09-21,9107
2019-09-22,8989
2019-09-23,9029
2019-09-24,9029
2019-09-25,9117
2019-09-26,9178
2019-09-27,9178
2019-09-28,9135
2019-09-29,9135
2019-09-30,9104
2019-10-01,9149
2019-10-02,9149
2019-10-03,9149
2019-10-04,9100
2019-10-05,9100
2019-10-06,9113
2019-10-07,9113
2019-10-08,9126
2019-10-09,9126
2019-10-10,9144
2019-10-11,9144
2019-10-12,8918
2019-10-13,8965
2019-10-14,9059
2019-10-15,9059
2019-10-16,9084
2019-10-17,9084
2019-10-18,9126
2019-10-19,9126
2019-10-20,9091
2019-10-21,9091
2019-10-22,9083
2019-10-23,9083
2019-10-24,9118
2019-10-25,9118
2019-10-26,9042
2019-10-27,9042
2019-10-28,9043
2019-10-29,9043
2019-10-30,9068
2019-10-31,9018
2019-11-01,9018
2019-11-02,9069
2019-11-03,9069
2019-11-04,8999
2019-11-05,8999
2019-11-06,9129
2019-11-07,9129
2019-11-08,9006
2019-11-09,9038
2019-11-10,9033
2019-11-11,9127
2019-11-12,9127
2019-11-13,8936
2019-11-14,8950
2019-11-15,8952
2019-11-16,9058
2019-11-17,9058
2019-11-18,9071
2019-11-19,9071
2019-11-20,9002
2019-11-21,9002
2019-11-22,9018
2019-11-23,8996
2019-11-24,9017
2019-11-25,8987
2019-11-26,9009
2019-11-27,9009
2019-11-28,9015
2019-11-29,9015
2019-11-30,9101
2019-12-01,9101
2019-12-02,8915
2019-12-03,9008
2019-12-04,9046
2019-12-05,9046
2019-12-06,9059
2019-12-07,9061
2019-12-08,9061
2019-12-09,8974
2019-12-10,8910
2019-12-11,8962
2019-12-12,8962
2019-12-13,9015
2019-12-14,9044
2019-12-15,9016
2019-12-16,9074
2019-12-17,9117
2019-12-18,9117
2019-12-19,9124
2019-12-20,9124
2019-12-21,9084
2019-12-22,9040
2019-12-23,9066
2019-12-24,9051
2019-12-25,9156
2019-12-26,9156
2019-12-27,9118
2019-12-28,9118
2019-12-29,9005
2019-12-30,9013
2019-12-31,9043
2020-01-01,9082
2020-01-02,9149
2020-01-03,9149
2020-01-04,9104
2020-01-05,9104
2020-01-06,9019
2020-01-07,9154
2020-01-08,9154
2020-01-09,9152
2020-01-10,9177
2020-01-11,9177
2020-01-12,9232
2020-01-13,9232
2020-01-14,9232
2020-01-15,9209
2020-01-16,9209
2020-01-17,9198
2020-01-18,9198
2020-01-19,9372
2020-01-20,9372
2020-01-21,9305
2020-01-22,9172
2020-01-23,9140
2020-01-24,9140
2020-01-25,9331
2020-01-26,9389
2020-01-27,9389
2020-01-28,9127
2020-01-29,9127
2020-01-30,9093
2020-01-31,9093
2020-02-01,9025
2020-02-02,9156
2020-02-03,9156
2020-02-04,9088
2020-02-05,9088
2020-02-06,9115
2020-02-07,9115
2020-02-08,9050
2020-02-09,9080
2020-02-10,9064
2020-02-11,9064
2020-02-12,9017
2020-02-13,9017
2020-02-14,9098
2020-02-15,9098
2020-02-16,9227
2020-02-17,9270
2020-02-18,9137
2020-02-19,9137
2020-02-20,9138
2020-02-21,9138
2020-02-22,9113
2020-02-23,9113
2020-02-24,9078
2020-02-25,9088
2020-02-26,9006
2020-02-27,9034
2020-02-28,9117
2020-02-29,9117
2020-03-01,9216
2020-03-02,9216
2020-03-03,9239
2020-03-04,9239
2020-03-05,9174
2020-03-06,9141
2020-03-07,9141
2020-03-08,9127
2020-03-09,9128
2020-03-10,9110
2020-03-11,9110
2020-03-12,9145
2020-03-13,9145
2020-03-14,9179
2020-03-15,9179
2020-03-16,9209
2020-03-17,9209
2020-03-18,9089
2020-03-19,9065
2020-03-20,9148
2020-03-21,9148
2020-03-22,9193
2020-03-23,9193
2020-03-24,9049
2020-03-25,9100
2020-03-26,9194
2020-03-27,9130
2020-03-28,9138
2020-03-29,9143
2020-03-30,9134
2020-03-31,9144
2020-04-01,9090
2020-04-02,9132
2020-04-03,9132
2020-04-04,9159
2020-04-05,9159
2020-04-06,9199
2020-04-07,9199
2020-04-08,9150
2020-04-09,9073
2020-04-10,9124
2020-04-11,9216
2020-04-12,9286
2020-04-13,9286
2020-04-14,9208
2020-04-15,9112
2020-04-16,9112
2020-04-17,9180
2020-04-18,9159
2020-04-19,9136
2020-04-20,9301
2020-04-21,9301
2020-04-22,9174
2020-04-23,9180
2020-04-24,9201
2020-04-25,9201
2020-04-26,9147
2020-04-27,9155
2020-04-28,9191
2020-04-29,9040
2020-04-30,9162
2020-05-01,9162
2020-05-02,9123
2020-05-03,9238
2020-05-04,9230
2020-05-05,9230
2020-05-06,9153
2020-05-07,9154
2020-05-08,9170
2020-05-09,9192
2020-05-10,9126
2020-05-11,9212
2020-05-12,9212
2020-05-13,9234
