date_obj,Binding%20necklace price
2015-12-29,2342
2015-12-30,2279
2015-12-31,2279
2016-01-01,2279
2016-01-02,2172
2016-01-03,2172
2016-01-04,2112
2016-01-05,2112
2016-01-06,2131
2016-01-07,2131
2016-01-08,2053
2016-01-09,2053
2016-01-10,1976
2016-01-11,1976
2016-01-12,1927
2016-01-13,1927
2016-01-14,1872
2016-01-15,1872
2016-01-16,1845
2016-01-17,1845
2016-01-18,1827
2016-01-19,1827
2016-01-20,1781
2016-01-21,1781
2016-01-22,1773
2016-01-23,1773
2016-01-24,1773
2016-01-25,1720
2016-01-26,1720
2016-01-27,1662
2016-01-28,1662
2016-01-29,1592
2016-01-30,1592
2016-01-31,1525
2016-02-01,1525
2016-02-02,1463
2016-02-03,1463
2016-02-04,1426
2016-02-05,1426
2016-02-06,1386
2016-02-07,1386
2016-02-08,1386
2016-02-09,1347
2016-02-10,1347
2016-02-11,1400
2016-02-12,1400
2016-02-13,1430
2016-02-14,1430
2016-02-15,1430
2016-02-16,1494
2016-02-17,1494
2016-02-18,1494
2016-02-19,1553
2016-02-20,1553
2016-02-21,1580
2016-02-22,1580
2016-02-23,1580
2016-02-24,1596
2016-02-25,1596
2016-02-26,1590
2016-02-27,1590
2016-02-28,1531
2016-02-29,1531
2016-03-01,1463
2016-03-02,1463
2016-03-03,1390
2016-03-04,1390
2016-03-05,1417
2016-03-06,1417
2016-03-07,1467
2016-03-08,1467
2016-03-09,1473
2016-03-10,1473
2016-03-11,1499
2016-03-12,1499
2016-03-13,1567
2016-03-14,1567
2016-03-15,1646
2016-03-16,1646
2016-03-17,1652
2016-03-18,1652
2016-03-19,1727
2016-03-20,1727
2016-03-21,1794
2016-03-22,1794
2016-03-23,1844
2016-03-24,1844
2016-03-25,1922
2016-03-26,1922
2016-03-27,1957
2016-03-28,1957
2016-03-29,2055
2016-03-30,2055
2016-03-31,2055
2016-04-01,2055
2016-04-02,2055
2016-04-03,1952
2016-04-04,1952
2016-04-05,1870
2016-04-06,1870
2016-04-07,1808
2016-04-08,1808
2016-04-09,1739
2016-04-10,1739
2016-04-11,1677
2016-04-12,1677
2016-04-13,1613
2016-04-14,1613
2016-04-15,1548
2016-04-16,1548
2016-04-17,1537
2016-04-18,1537
2016-04-19,1507
2016-04-20,1507
2016-04-21,1484
2016-04-22,1484
2016-04-23,1456
2016-04-24,1456
2016-04-25,1427
2016-04-26,1427
2016-04-27,1401
2016-04-28,1401
2016-04-29,1397
2016-04-30,1397
2016-05-01,1363
2016-05-02,1363
2016-05-03,1339
2016-05-04,1339
2016-05-05,1376
2016-05-06,1376
2016-05-07,1323
2016-05-08,1323
2016-05-09,1271
2016-05-10,1271
2016-05-11,1217
2016-05-12,1217
2016-05-13,1158
2016-05-14,1158
2016-05-15,1127
2016-05-16,1127
2016-05-17,1150
2016-05-18,1204
2016-05-19,1204
2016-05-22,1329
2016-05-23,1396
2016-05-24,1466
2016-05-25,1540
2016-05-26,1617
2016-05-27,1698
2016-05-28,1698
2016-05-29,1783
2016-05-30,1783
2016-05-31,1873
2016-06-01,1928
2016-06-02,1963
2016-06-03,1963
2016-06-04,2042
2016-06-05,2042
2016-06-06,2137
2016-06-07,2137
2016-06-08,2188
2016-06-09,2267
2016-06-10,2340
2016-06-11,2340
2016-06-12,2282
2016-06-13,2282
2016-06-14,2262
2016-06-15,2262
2016-06-16,2268
2016-06-17,2292
2016-06-18,2292
2016-06-19,2328
2016-06-20,2240
2016-06-21,2240
2016-06-22,2210
2016-06-23,2193
2016-06-24,2193
2016-06-25,2176
2016-06-26,2176
2016-06-27,2146
2016-06-28,2147
2016-06-29,2147
2016-06-30,2160
2016-07-01,2084
2016-07-02,2084
2016-07-03,2032
2016-07-04,1987
2016-07-05,1987
2016-07-06,2000
2016-07-07,2000
2016-07-08,1988
2016-07-09,1986
2016-07-10,2055
2016-07-11,2055
2016-07-12,2127
2016-07-13,2127
2016-07-14,2164
2016-07-15,2164
2016-07-16,2195
2016-07-17,2195
2016-07-18,2181
2016-07-23,2157
2016-07-24,2181
2016-07-25,2181
2016-07-26,2207
2016-07-27,2207
2016-07-28,2253
2016-07-29,2308
2016-07-30,2422
2016-07-31,2422
2016-08-01,2492
2016-08-02,2602
2016-08-03,2602
2016-08-04,2556
2016-08-05,2556
2016-08-06,2643
2016-08-07,2728
2016-08-08,2728
2016-08-09,2738
2016-08-10,2738
2016-08-11,2636
2016-08-12,2636
2016-08-13,2624
2016-08-14,2624
2016-08-15,2643
2016-08-16,2643
2016-08-17,2569
2016-08-18,2569
2016-08-19,2449
2016-08-20,2331
2016-08-21,2331
2016-08-22,2229
2016-08-23,2138
2016-08-24,2138
2016-08-25,2068
2016-08-26,2068
2016-08-28,2077
2016-08-31,1898
2016-09-01,1852
2016-09-02,1852
2016-09-03,1880
2016-09-04,1792
2016-09-05,1799
2016-09-06,1799
2016-09-07,1863
2016-09-08,1863
2016-09-09,1954
2016-09-10,1954
2016-09-11,2011
2016-09-12,2011
2016-09-13,1977
2016-09-14,1977
2016-09-15,1896
2016-09-16,1896
2016-09-17,1847
2016-09-18,1847
2016-09-19,1776
2016-09-20,1776
2016-09-21,1798
2016-09-22,1836
2016-09-23,1836
2016-09-24,1836
2016-09-25,1761
2016-09-26,1761
2016-09-27,1728
2016-09-28,1728
2016-09-29,1660
2016-09-30,1660
2016-10-01,1579
2016-10-02,1579
2016-10-03,1579
2016-10-04,1517
2016-10-05,1517
2016-10-06,1465
2016-10-07,1465
2016-10-08,1395
2016-10-09,1395
2016-10-10,1395
2016-10-11,1325
2016-10-12,1325
2016-10-13,1258
2016-10-14,1258
2016-10-15,1195
2016-10-16,1195
2016-10-17,1135
2016-10-18,1135
2016-10-19,1078
2016-10-20,1078
2016-10-21,1028
2016-10-22,1028
2016-10-23,976
2016-10-24,976
2016-10-25,927
2016-10-26,881
2016-10-27,881
2016-10-28,881
2016-10-29,847
2016-10-30,847
2016-10-31,817
2016-11-01,817
2016-11-02,832
2016-11-03,832
2016-11-04,870
2016-11-05,870
2016-11-06,874
2016-11-07,874
2016-11-08,900
2016-11-09,900
2016-11-10,905
2016-11-11,905
2016-11-12,901
2016-11-13,901
2016-11-14,917
2016-11-15,917
2016-12-07,1009
2016-12-08,1058
2016-12-09,1058
2016-12-10,1083
2016-12-11,1083
2016-12-12,1098
2016-12-13,1098
2016-12-14,1141
2016-12-15,1141
2016-12-16,1182
2016-12-17,1211
2016-12-18,1211
2016-12-19,1241
2016-12-20,1301
2016-12-21,1344
2016-12-22,1344
2016-12-23,1303
2016-12-24,1303
2016-12-25,1247
2016-12-26,1247
2016-12-27,1216
2016-12-28,1216
2016-12-29,1232
2016-12-30,1232
2016-12-31,1176
2017-01-01,1176
2017-01-02,1137
2017-01-03,1137
2017-01-04,1131
2017-01-05,1131
2017-01-06,1109
2017-01-07,1068
2017-01-08,1068
2017-01-09,1032
2017-01-10,1032
2017-01-11,1080
2017-01-12,1134
2017-01-13,1134
2017-01-14,1129
2017-01-15,1111
2017-01-16,1105
2017-01-17,1128
2017-01-18,1119
2017-01-19,1119
2017-01-20,1098
2017-01-21,1119
2017-01-23,1092
2017-01-27,1001
2017-01-28,961
2017-01-29,954
2017-01-30,954
2017-01-31,933
2017-02-01,969
2017-02-02,969
2017-02-03,1006
2017-02-04,1003
2017-02-05,1003
2017-02-06,987
2017-02-07,987
2017-02-08,992
2017-02-09,992
2017-02-10,990
2017-02-11,1024
2017-02-12,1024
2017-02-13,1042
2017-02-14,1073
2017-02-15,1073
2017-02-16,1111
2017-02-18,1136
2017-02-19,1103
2017-02-20,1103
2017-02-21,1079
2017-02-22,1079
2017-02-23,1096
2017-02-24,1096
2017-02-25,1076
2017-02-26,1076
2017-02-27,1054
2017-02-28,1057
2017-03-01,1065
2017-03-02,1063
2017-03-03,1063
2017-03-04,1053
2017-03-05,1053
2017-03-06,1077
2017-03-07,1077
2017-03-08,1098
2017-03-09,1098
2017-03-10,1134
2017-03-11,1162
2017-03-12,1162
2017-03-13,1205
2017-03-14,1242
2017-03-15,1226
2017-03-16,1194
2017-03-17,1198
2017-03-18,1198
2017-03-19,1170
2017-03-20,1149
2017-03-21,1122
2017-03-22,1122
2017-03-23,1108
2017-03-24,1077
2017-03-25,1077
2017-03-26,1031
2017-03-27,1020
2017-03-28,1020
2017-03-29,1002
2017-03-30,1002
2017-03-31,992
2017-04-01,992
2017-04-02,975
2017-04-03,950
2017-04-04,950
2017-04-12,986
2017-04-13,1007
2017-04-14,1007
2017-04-15,991
2017-04-16,990
2017-04-17,983
2017-04-18,983
2017-04-19,981
2017-04-20,981
2017-04-21,978
2017-04-22,978
2017-04-23,963
2017-04-24,963
2017-04-25,956
2017-04-26,956
2017-04-27,964
2017-04-28,985
2017-04-29,971
2017-04-30,956
2017-05-01,956
2017-05-02,955
2017-05-03,955
2017-05-04,968
2017-05-05,1012
2017-05-06,1012
2017-05-07,1031
2017-05-08,1031
2017-05-09,1018
2017-05-10,1018
2017-05-11,1006
2017-05-12,1000
2017-05-13,996
2017-05-14,996
2017-05-15,1005
2017-05-16,1002
2017-05-17,1002
2017-05-18,1016
2017-05-19,1016
2017-05-20,1060
2017-05-21,1060
2017-05-22,1094
2017-05-23,1131
2017-05-24,1119
2017-05-25,1119
2017-05-26,1072
2017-05-27,1018
2017-05-28,982
2017-05-29,957
2017-05-30,953
2017-05-31,935
2017-06-01,905
2017-06-02,920
2017-06-03,920
2017-06-04,964
2017-06-05,964
2017-06-06,1011
2017-06-07,1046
2017-06-08,1046
2017-06-09,1075
2017-06-10,1040
2017-06-11,1013
2017-06-12,1013
2017-06-13,985
2017-06-14,945
2017-06-15,945
2017-06-16,948
2017-06-17,948
2017-06-18,953
2017-06-19,953
2017-06-20,961
2017-06-21,921
2017-06-22,921
2017-06-23,942
2017-06-24,979
2017-06-25,987
2017-06-26,992
2017-06-27,995
2017-06-28,995
2017-06-29,988
2017-06-30,942
2017-07-01,942
2017-07-02,936
2017-07-03,938
2017-07-04,947
2017-07-05,947
2017-07-06,946
2017-07-07,946
2017-07-08,938
2017-07-13,932
2017-07-14,940
2017-07-15,940
2017-07-16,943
2017-07-17,945
2017-07-18,945
2017-07-19,937
2017-07-20,935
2017-07-21,928
2017-07-22,928
2017-07-23,949
2017-07-24,949
2017-07-25,934
2017-07-26,951
2017-07-27,980
2017-07-28,1018
2017-07-29,1018
2017-07-30,1029
2017-07-31,1029
2017-08-01,1051
2017-08-02,1041
2017-08-03,1041
2017-08-04,1016
2017-08-05,972
2017-08-06,972
2017-08-07,989
2017-08-08,1001
2017-08-09,1003
2017-08-10,1019
2017-08-11,1014
2017-08-12,1022
2017-08-13,1000
2017-08-14,1003
2017-08-15,1020
2017-08-16,1065
2017-08-17,1045
2017-08-18,1045
2017-08-19,1067
2017-08-20,1062
2017-08-21,1032
2017-08-22,1018
2017-08-23,1008
2017-08-24,1008
2017-08-25,1047
2017-08-26,1076
2017-08-27,1060
2017-08-28,1040
2017-08-29,1040
2017-08-30,1024
2017-08-31,1024
2017-09-01,991
2017-09-02,1001
2017-09-03,1001
2017-09-04,998
2017-09-05,1003
2017-09-06,1017
2017-09-07,1041
2017-09-08,1041
2017-09-09,1018
2017-09-10,974
2017-09-11,966
2017-09-12,966
2017-09-13,971
2017-09-14,992
2017-09-15,992
2017-09-16,999
2017-09-17,999
2017-09-18,970
2017-09-19,970
2017-09-20,950
2017-09-22,965
2017-09-23,965
2017-09-24,958
2017-09-25,948
2017-09-26,934
2017-09-27,934
2017-09-28,947
2017-09-29,942
2017-09-30,955
2017-10-01,949
2017-10-02,951
2017-10-03,951
2017-10-04,940
2017-10-05,959
2017-10-06,984
2017-10-07,972
2017-10-08,990
2017-10-09,998
2017-10-10,1010
2017-10-11,1010
2017-10-12,985
2017-10-13,966
2017-10-14,986
2017-10-15,986
2017-10-16,995
2017-10-17,995
2017-10-18,971
2017-10-19,971
2017-10-20,938
2017-10-21,938
2017-10-22,950
2017-10-23,949
2017-10-24,937
2017-10-25,908
2017-10-26,908
2017-10-27,894
2017-10-28,894
2017-10-29,865
2017-10-30,823
2017-10-31,815
2017-11-01,815
2017-11-02,819
2017-11-03,812
2017-11-04,792
2017-11-05,780
2017-11-06,750
2017-11-07,750
2017-11-08,769
2017-11-09,752
2017-11-10,752
2017-11-11,746
2017-11-12,726
2017-11-13,744
2017-11-14,744
2017-11-15,781
2017-11-16,819
2017-11-17,852
2017-11-18,852
2017-11-19,895
2017-11-20,940
2017-11-21,974
2017-11-22,974
2017-11-23,999
2017-11-24,990
2017-11-25,950
2017-11-26,907
2017-11-27,907
2017-11-28,898
2017-11-29,901
2017-11-30,901
2017-12-01,898
2017-12-02,898
2017-12-03,927
2017-12-04,927
2017-12-05,964
2017-12-06,976
2017-12-07,990
2017-12-08,990
2017-12-09,976
2017-12-10,980
2017-12-11,971
2017-12-12,957
2017-12-13,957
2017-12-14,967
2017-12-15,987
2017-12-16,987
2017-12-17,1001
2017-12-18,969
2017-12-19,969
2017-12-20,969
2017-12-21,955
2017-12-22,949
2017-12-23,954
2017-12-24,954
2017-12-25,985
2017-12-26,988
2017-12-27,963
2017-12-28,963
2017-12-29,1000
2017-12-30,975
2017-12-31,975
2018-01-01,948
2018-01-02,941
2018-01-03,943
2018-01-04,943
2018-01-05,929
2018-01-06,919
2018-01-07,926
2018-01-08,924
2018-01-09,962
2018-01-10,962
2018-01-11,963
2018-01-12,934
2018-01-13,929
2018-01-14,906
2018-01-15,926
2018-01-16,928
2018-01-17,957
2018-01-18,986
2018-01-19,986
2018-01-20,1019
2018-01-21,1055
2018-01-22,1053
2018-01-23,1049
2018-01-24,1019
2018-01-25,977
2018-01-26,979
2018-01-27,991
2018-01-28,983
2018-01-29,1011
2018-01-30,1020
2018-01-31,999
2018-02-01,969
2018-02-02,965
2018-02-03,957
2018-02-04,967
2018-02-05,953
2018-02-06,951
2018-02-07,948
2018-02-08,935
2018-02-09,913
2018-02-10,877
2018-02-11,860
2018-02-12,851
2018-02-13,857
2018-02-14,882
2018-02-15,897
2018-02-16,919
2018-02-17,931
2018-02-18,940
2018-02-19,939
2018-02-20,933
2018-02-21,906
2018-02-22,862
2018-02-23,839
2018-02-24,863
2018-02-25,870
2018-02-26,897
2018-02-27,884
2018-02-28,915
2018-03-01,954
2018-03-02,989
2018-03-03,1028
2018-03-04,1028
2018-03-05,1029
2018-03-06,979
2018-03-07,958
2018-03-08,948
2018-03-09,938
2018-03-10,934
2018-03-11,934
2018-03-12,969
2018-03-13,996
2018-03-14,998
2018-03-15,963
2018-03-16,924
2018-03-17,924
2018-03-18,915
2018-03-19,924
2018-03-20,935
2018-03-21,930
2018-03-22,956
2018-03-23,956
2018-03-24,939
2018-03-25,921
2018-03-26,916
2018-03-27,919
2018-03-28,920
2018-03-29,902
2018-03-30,923
2018-03-31,926
2018-04-01,932
2018-04-02,909
2018-04-03,885
2018-04-04,877
2018-04-05,910
2018-04-06,935
2018-04-07,969
2018-04-08,959
2018-04-09,973
2018-04-10,984
2018-04-11,978
2018-04-12,962
2018-04-13,971
2018-04-14,955
2018-04-15,948
2018-04-16,984
2018-04-17,986
2018-04-18,1025
2018-04-19,1074
2018-04-20,1101
2018-04-21,1057
2018-04-22,1021
2018-04-23,1027
2018-04-24,1028
2018-04-25,1078
2018-04-26,1099
2018-04-27,1099
2018-04-28,1058
2018-04-29,1015
2018-04-30,982
2018-05-01,973
2018-05-02,978
2018-05-03,959
2018-05-04,968
2018-05-05,962
2018-05-06,962
2018-05-07,963
2018-05-08,971
2018-05-09,965
2018-05-10,960
2018-05-11,929
2018-05-12,929
2018-05-13,944
2018-05-14,945
2018-05-15,933
2018-05-16,913
2018-05-17,883
2018-05-18,909
2018-05-19,923
2018-05-20,952
2018-05-21,950
2018-05-22,942
2018-05-23,925
2018-05-24,913
2018-05-25,913
2018-05-26,905
2018-05-27,904
2018-05-28,902
2018-05-29,889
2018-05-30,901
2018-05-31,903
2018-06-01,919
2018-06-02,929
2018-06-03,968
2018-06-04,956
2018-06-05,927
2018-06-06,895
2018-06-07,895
2018-06-08,885
2018-06-09,860
2018-06-10,847
2018-06-11,836
2018-06-12,817
2018-06-13,839
2018-06-14,844
2018-06-15,858
2018-06-16,874
2018-06-17,861
2018-06-18,848
2018-06-19,837
2018-06-20,837
2018-06-21,859
2018-06-22,838
2018-06-23,839
2018-06-24,872
2018-06-25,892
2018-06-26,913
2018-06-27,910
2018-06-28,878
2018-06-29,887
2018-06-30,897
2018-07-01,918
2018-07-02,956
2018-07-03,994
2018-07-04,1002
2018-07-05,973
2018-07-06,971
2018-07-07,958
2018-07-08,963
2018-07-09,944
2018-07-10,941
2018-07-11,933
2018-07-12,915
2018-07-13,900
2018-07-14,899
2018-07-15,903
2018-07-16,890
2018-07-17,896
2018-07-18,926
2018-07-19,888
2018-07-20,859
2018-07-21,865
2018-07-22,900
2018-07-23,945
2018-07-24,988
2018-07-25,1016
2018-07-26,998
2018-07-27,1001
2018-07-28,1041
2018-07-29,1008
2018-07-30,988
2018-07-31,994
2018-08-01,988
2018-08-02,980
2018-08-03,980
2018-08-04,991
2018-08-05,987
2018-08-06,965
2018-08-07,977
2018-08-08,953
2018-08-09,976
2018-08-10,984
2018-08-11,991
2018-08-12,979
2018-08-14,1005
2018-08-16,993
2018-08-17,1009
2018-08-18,1041
2018-08-19,1025
2018-08-20,1029
2018-08-21,1032
2018-08-22,1007
2018-08-23,985
2018-08-24,982
2018-08-25,988
2018-08-26,986
2018-08-27,981
2018-08-28,981
2018-08-29,968
2018-08-30,965
2018-08-31,945
2018-09-01,935
2018-09-02,931
2018-09-03,949
2018-09-04,976
2018-09-05,1001
2018-09-06,1001
2018-09-07,1007
2018-09-08,983
2018-09-09,948
2018-09-10,947
2018-09-11,949
2018-09-12,936
2018-09-13,944
2018-09-14,961
2018-09-15,968
2018-09-16,986
2018-09-17,998
2018-09-18,989
2018-09-19,964
2018-09-20,982
2018-09-21,995
2018-09-22,1002
2018-09-23,991
2018-09-24,996
2018-09-25,1029
2018-09-26,1025
2018-09-27,1025
2018-09-28,1011
2018-09-29,974
2018-09-30,985
2018-10-01,991
2018-10-02,984
2018-10-03,995
2018-10-04,988
2018-10-05,977
2018-10-06,979
2018-10-07,985
2018-10-08,975
2018-10-09,980
2018-10-10,984
2018-10-11,994
2018-10-12,1003
2018-10-13,998
2018-10-14,994
2018-10-15,990
2018-10-16,985
2018-10-17,975
2018-10-18,988
2018-10-19,1007
2018-10-20,1000
2018-10-21,1007
2018-10-22,1002
2018-10-23,993
2018-10-24,997
2018-10-25,994
2018-10-26,999
2018-10-27,999
2018-10-28,973
2018-10-29,960
2018-10-30,968
2018-10-31,966
2018-11-01,959
2018-11-03,956
2018-11-04,970
2018-11-05,977
2018-11-06,975
2018-11-07,988
2018-11-08,985
2018-11-09,980
2018-11-10,978
2018-11-11,975
2018-11-12,964
2018-11-13,960
2018-11-15,948
2018-11-16,955
2018-11-17,951
2018-11-18,934
2018-11-19,911
2018-11-20,900
2018-11-21,910
2018-11-22,923
2018-11-23,923
2018-11-24,901
2018-11-25,911
2018-11-26,943
2018-11-27,921
2018-11-28,896
2018-11-29,883
2018-12-01,899
2018-12-02,895
2018-12-03,888
2018-12-04,874
2018-12-05,867
2018-12-07,877
2018-12-09,842
2018-12-10,870
2018-12-11,903
2018-12-12,943
2018-12-13,984
2018-12-14,986
2018-12-15,971
2018-12-16,952
2018-12-17,929
2018-12-18,906
2018-12-19,894
2018-12-20,897
2018-12-21,893
2018-12-22,918
2018-12-23,928
2018-12-24,939
2018-12-25,937
2018-12-26,929
2018-12-27,919
2018-12-28,913
2018-12-29,908
2018-12-30,908
2018-12-31,913
2019-01-01,923
2019-01-02,923
2019-01-03,926
2019-01-04,936
2019-01-05,946
2019-01-06,959
2019-01-08,1003
2019-01-10,919
2019-01-11,908
2019-01-12,885
2019-01-13,897
2019-01-14,914
2019-01-15,908
2019-01-16,922
2019-01-17,941
2019-01-18,962
2019-01-19,955
2019-01-20,933
2019-01-21,922
2019-01-22,920
2019-01-23,930
2019-01-24,933
2019-01-25,916
2019-01-26,926
2019-01-27,952
2019-01-28,945
2019-01-29,952
2019-01-30,962
2019-01-31,990
2019-02-01,1019
2019-02-02,972
2019-02-03,939
2019-02-04,922
2019-02-05,916
2019-02-06,885
2019-02-07,882
2019-02-08,909
2019-02-09,927
2019-02-10,903
2019-02-11,902
2019-02-12,910
2019-02-13,893
2019-02-14,895
2019-02-15,899
2019-02-16,902
2019-02-17,900
2019-02-18,884
2019-02-19,888
2019-02-20,874
2019-02-21,890
2019-02-22,920
2019-02-23,917
2019-02-24,902
2019-02-25,862
2019-02-26,879
2019-02-27,903
2019-02-28,891
2019-03-01,888
2019-03-02,880
2019-03-03,869
2019-03-04,866
2019-03-05,868
2019-03-06,870
2019-03-07,880
2019-03-08,873
2019-03-09,873
2019-03-10,873
2019-03-11,872
2019-03-12,877
2019-03-13,877
2019-03-14,873
2019-03-15,873
2019-03-16,869
2019-03-17,870
2019-03-18,875
2019-03-19,874
2019-03-20,876
2019-03-21,871
2019-03-22,874
2019-03-23,875
2019-03-24,870
2019-03-25,873
2019-03-26,872
2019-03-27,879
2019-03-28,881
2019-03-29,876
2019-03-30,876
2019-03-31,870
2019-04-01,865
2019-04-02,861
2019-04-03,859
2019-04-04,856
2019-04-05,858
2019-04-06,859
2019-04-07,867
2019-04-08,896
2019-04-09,899
2019-04-10,888
2019-04-11,888
2019-04-12,902
2019-04-13,913
2019-04-14,897
2019-04-15,858
2019-04-16,847
2019-04-17,855
2019-04-18,895
2019-04-19,904
2019-04-20,874
2019-04-21,866
2019-04-22,860
2019-04-23,868
2019-04-24,872
2019-04-25,897
2019-04-26,910
2019-04-27,892
2019-04-28,877
2019-04-29,917
2019-04-30,963
2019-05-01,1011
2019-05-02,1057
2019-05-03,1009
2019-05-04,974
2019-05-05,946
2019-05-06,905
2019-05-07,902
2019-05-08,875
2019-05-09,841
2019-05-10,863
2019-05-11,870
2019-05-12,885
2019-05-13,884
2019-05-14,866
2019-05-15,862
2019-05-16,863
2019-05-17,870
2019-05-18,881
2019-05-19,893
2019-05-20,893
2019-05-21,878
2019-05-22,891
2019-05-23,916
2019-05-24,920
2019-05-25,900
2019-05-26,876
2019-05-27,855
2019-05-28,848
2019-05-29,845
2019-05-30,842
