date_obj,Bronze%20longsword price
2016-01-01,1
2016-01-02,1
2016-01-03,2
2016-01-04,2
2016-01-05,2
2016-01-06,2
2016-01-07,2
2016-01-08,2
2016-01-09,2
2016-01-10,2
2016-01-11,2
2016-01-12,2
2016-01-13,2
2016-01-14,2
2016-01-15,2
2016-01-16,2
2016-01-17,3
2016-01-18,3
2016-01-19,3
2016-01-20,4
2016-01-21,4
2016-01-22,4
2016-01-23,5
2016-01-24,5
2016-01-25,5
2016-01-26,6
2016-01-27,6
2016-01-28,6
2016-01-29,7
2016-01-30,7
2016-01-31,7
2016-02-01,7
2016-02-02,7
2016-02-03,7
2016-02-04,7
2016-02-05,7
2016-02-06,7
2016-02-07,8
2016-02-08,8
2016-02-09,8
2016-02-10,9
2016-02-11,9
2016-02-12,9
2016-02-13,10
2016-02-14,10
2016-02-15,10
2016-02-16,11
2016-02-17,11
2016-02-18,11
2016-02-19,12
2016-02-20,12
2016-02-21,13
2016-02-22,13
2016-02-23,13
2016-02-24,13
2016-02-25,14
2016-02-26,14
2016-02-27,14
2016-02-28,14
2016-02-29,14
2016-03-01,14
2016-03-02,15
2016-03-03,15
2016-03-04,15
2016-03-05,16
2016-03-06,16
2016-03-07,16
2016-03-08,16
2016-03-09,16
2016-03-10,16
2016-03-11,17
2016-03-12,17
2016-03-13,17
2016-03-14,17
2016-03-15,17
2016-03-16,17
2016-03-17,16
2016-03-18,16
2016-03-19,16
2016-03-20,16
2016-03-21,16
2016-03-22,16
2016-03-23,16
2016-03-24,16
2016-03-25,16
2016-03-26,16
2016-03-27,16
2016-03-28,16
2016-03-29,16
2016-03-30,16
2016-03-31,15
2016-04-01,15
2016-04-02,15
2016-04-03,15
2016-04-04,15
2016-04-05,15
2016-04-06,15
2016-04-07,15
2016-04-08,16
2016-04-09,16
2016-04-10,16
2016-04-11,16
2016-04-12,16
2016-04-13,16
2016-04-14,17
2016-04-15,17
2016-04-16,17
2016-04-17,17
2016-04-18,17
2016-04-19,17
2016-04-20,18
2016-04-21,18
2016-04-22,18
2016-04-23,19
2016-04-24,19
2016-04-25,20
2016-04-26,20
2016-04-27,20
2016-04-28,21
2016-04-29,21
2016-04-30,21
2016-05-01,23
2016-05-02,23
2016-05-03,23
2016-05-04,24
2016-05-05,24
2016-05-06,24
2016-05-07,24
2016-05-08,24
2016-05-09,24
2016-05-10,24
2016-05-11,24
2016-05-12,24
2016-05-13,24
2016-05-14,24
2016-05-15,24
2016-05-16,24
2016-05-17,24
2016-05-18,26
2016-05-19,26
2016-05-22,26
2016-05-23,26
2016-05-24,26
2016-05-25,26
2016-05-26,26
2016-05-27,26
2016-05-28,26
2016-05-29,26
2016-05-30,26
2016-05-31,26
2016-06-01,26
2016-06-02,26
2016-06-03,26
2016-06-04,25
2016-06-05,25
2016-06-06,25
2016-06-07,25
2016-06-08,25
2016-06-09,26
2016-06-10,26
2016-06-11,26
2016-06-12,26
2016-06-13,26
2016-06-14,26
2016-06-15,26
2016-06-16,26
2016-06-17,26
2016-06-18,26
2016-06-19,26
2016-06-20,26
2016-06-21,26
2016-06-22,26
2016-06-23,26
2016-06-24,26
2016-06-25,26
2016-06-26,26
2016-06-27,26
2016-06-28,26
2016-06-29,26
2016-06-30,26
2016-07-01,26
2016-07-02,26
2016-07-03,26
2016-07-04,26
2016-07-05,26
2016-07-06,26
2016-07-07,26
2016-07-08,26
2016-07-09,26
2016-07-10,25
2016-07-11,25
2016-07-12,25
2016-07-13,24
2016-07-14,24
2016-07-15,24
2016-07-16,26
2016-07-17,26
2016-07-18,26
2016-07-23,26
2016-07-24,26
2016-07-25,26
2016-07-26,26
2016-07-27,26
2016-07-28,26
2016-07-29,26
2016-07-30,26
2016-07-31,26
2016-08-01,26
2016-08-02,26
2016-08-03,26
2016-08-04,26
2016-08-05,26
2016-08-06,26
2016-08-07,26
2016-08-08,26
2016-08-09,26
2016-08-10,26
2016-08-11,26
2016-08-12,26
2016-08-13,26
2016-08-14,26
2016-08-15,25
2016-08-16,25
2016-08-17,25
2016-08-18,25
2016-08-19,25
2016-08-20,25
2016-08-21,25
2016-08-22,26
2016-08-23,26
2016-08-24,26
2016-08-25,26
2016-08-26,26
2016-08-28,26
2016-08-31,25
2016-09-01,25
2016-09-02,25
2016-09-03,26
2016-09-04,26
2016-09-05,26
2016-09-06,26
2016-09-07,25
2016-09-08,25
2016-09-09,25
2016-09-10,25
2016-09-11,23
2016-09-12,23
2016-09-13,23
2016-09-14,24
2016-09-15,24
2016-09-16,24
2016-09-17,24
2016-09-18,26
2016-09-19,26
2016-09-20,26
2016-09-21,26
2016-09-22,25
2016-09-23,25
2016-09-24,25
2016-09-25,25
2016-09-26,24
2016-09-27,24
2016-09-28,24
2016-09-29,24
2016-09-30,26
2016-10-01,26
2016-10-02,26
2016-10-03,26
2016-10-04,24
2016-10-05,24
2016-10-06,24
2016-10-07,24
2016-10-08,22
2016-10-09,22
2016-10-10,22
2016-10-11,22
2016-10-12,21
2016-10-13,21
2016-10-14,21
2016-10-15,20
2016-10-16,20
2016-10-17,20
2016-10-18,21
2016-10-19,21
2016-10-20,21
2016-10-21,21
2016-10-22,23
2016-10-23,23
2016-10-24,23
2016-10-25,22
2016-10-26,22
2016-10-27,22
2016-10-28,20
2016-10-29,20
2016-10-30,19
2016-10-31,19
2016-11-01,19
2016-11-02,19
2016-11-03,19
2016-11-04,19
2016-11-05,19
2016-11-06,19
2016-11-07,19
2016-11-08,19
2016-11-09,18
2016-11-10,18
2016-11-11,18
2016-11-12,18
2016-11-13,18
2016-11-14,18
2016-11-15,18
2016-12-07,15
2016-12-08,14
2016-12-09,14
2016-12-10,14
2016-12-11,13
2016-12-12,13
2016-12-13,13
2016-12-14,12
2016-12-15,12
2016-12-16,12
2016-12-17,13
2016-12-18,13
2016-12-19,13
2016-12-20,13
2016-12-21,13
2016-12-22,13
2016-12-23,14
2016-12-24,14
2016-12-25,14
2016-12-26,14
2016-12-27,14
2016-12-28,14
2016-12-29,14
2016-12-30,14
2016-12-31,14
2017-01-01,15
2017-01-02,15
2017-01-03,15
2017-01-04,15
2017-01-05,15
2017-01-06,15
2017-01-07,15
2017-01-08,15
2017-01-09,15
2017-01-10,14
2017-01-11,14
2017-01-12,14
2017-01-13,14
2017-01-14,14
2017-01-15,15
2017-01-16,15
2017-01-17,15
2017-01-18,15
2017-01-19,15
2017-01-20,15
2017-01-21,16
2017-01-22,16
2017-01-23,16
2017-01-27,16
2017-01-28,16
2017-01-29,15
2017-01-30,15
2017-01-31,15
2017-02-01,15
2017-02-02,15
2017-02-03,15
2017-02-04,14
2017-02-05,14
2017-02-06,14
2017-02-07,14
2017-02-08,14
2017-02-09,14
2017-02-10,14
2017-02-11,14
2017-02-12,14
2017-02-13,14
2017-02-14,14
2017-02-15,14
2017-02-16,13
2017-02-18,13
2017-02-19,12
2017-02-20,12
2017-02-21,12
2017-02-22,11
2017-02-23,11
2017-02-24,11
2017-02-25,11
2017-02-26,11
2017-02-27,11
2017-02-28,11
2017-03-01,11
2017-03-02,11
2017-03-03,11
2017-03-04,11
2017-03-05,11
2017-03-06,12
2017-03-07,12
2017-03-08,12
2017-03-09,12
2017-03-10,13
2017-03-11,13
2017-03-12,13
2017-03-13,14
2017-03-14,14
2017-03-15,14
2017-03-16,15
2017-03-17,15
2017-03-18,15
2017-03-19,16
2017-03-20,16
2017-03-21,16
2017-03-22,17
2017-03-23,17
2017-03-24,17
2017-03-25,17
2017-03-26,18
2017-03-27,18
2017-03-28,18
2017-03-29,19
2017-03-30,19
2017-03-31,19
2017-04-01,19
2017-04-02,19
2017-04-03,19
2017-04-04,20
2017-04-12,23
2017-04-13,25
2017-04-14,25
2017-04-15,25
2017-04-16,25
2017-04-17,25
2017-04-18,25
2017-04-19,26
2017-04-20,26
2017-04-21,26
2017-04-22,25
2017-04-23,25
2017-04-24,25
2017-04-25,23
2017-04-26,23
2017-04-27,23
2017-04-28,23
2017-04-29,23
2017-04-30,23
2017-05-01,23
2017-05-02,23
2017-05-03,23
2017-05-04,24
2017-05-05,24
2017-05-06,24
2017-05-07,24
2017-05-08,24
2017-05-09,24
2017-05-10,25
2017-05-11,25
2017-05-12,25
2017-05-13,26
2017-05-14,26
2017-05-15,26
2017-05-16,27
2017-05-17,27
2017-05-18,27
2017-05-19,27
2017-05-20,27
2017-05-21,27
2017-05-22,27
2017-05-23,27
2017-05-24,25
2017-05-25,25
2017-05-26,25
2017-05-27,27
2017-05-28,27
2017-05-29,27
2017-05-30,27
2017-05-31,27
2017-06-01,27
2017-06-02,28
2017-06-03,28
2017-06-04,28
2017-06-05,27
2017-06-06,27
2017-06-07,26
2017-06-08,26
2017-06-09,26
2017-06-10,27
2017-06-11,27
2017-06-12,27
2017-06-13,27
2017-06-14,27
2017-06-15,27
2017-06-16,26
2017-06-17,26
2017-06-18,26
2017-06-19,26
2017-06-20,25
2017-06-21,25
2017-06-22,25
2017-06-23,23
2017-06-24,23
2017-06-25,23
2017-06-26,21
2017-06-27,21
2017-06-28,19
2017-06-29,19
2017-06-30,19
2017-07-01,18
2017-07-02,18
2017-07-03,18
2017-07-04,18
2017-07-05,18
2017-07-06,19
2017-07-07,19
2017-07-08,19
2017-07-13,19
2017-07-14,19
2017-07-15,20
2017-07-16,20
2017-07-17,20
2017-07-18,20
2017-07-19,20
2017-07-20,19
2017-07-21,19
2017-07-22,18
2017-07-23,18
2017-07-24,17
2017-07-25,17
2017-07-26,16
2017-07-27,16
2017-07-28,15
2017-07-29,15
2017-07-30,14
2017-07-31,14
2017-08-01,14
2017-08-02,14
2017-08-03,14
2017-08-04,14
2017-08-05,15
2017-08-06,15
2017-08-09,16
2017-08-10,17
2017-08-11,17
2017-08-12,17
2017-08-13,18
2017-08-14,18
2017-08-15,18
2017-08-16,19
2017-08-17,19
2017-08-18,19
2017-08-19,20
2017-08-20,20
2017-08-21,20
2017-08-22,21
2017-08-23,21
2017-08-24,21
2017-08-25,22
2017-08-26,22
2017-08-27,24
2017-08-28,24
2017-08-29,24
2017-08-30,25
2017-08-31,25
2017-09-01,25
2017-09-02,24
2017-09-03,24
2017-09-04,24
2017-09-05,22
2017-09-06,22
2017-09-07,22
2017-09-08,22
2017-09-09,21
2017-09-10,21
2017-09-11,22
2017-09-12,22
2017-09-13,22
2017-09-14,22
2017-09-15,22
2017-09-16,22
2017-09-17,23
2017-09-18,23
2017-09-19,23
2017-09-20,25
2017-09-21,25
2017-09-22,25
2017-09-23,27
2017-09-24,27
2017-09-25,27
2017-09-26,26
2017-09-27,26
2017-09-28,26
2017-09-29,27
2017-09-30,27
2017-10-01,27
2017-10-02,27
2017-10-03,27
2017-10-04,27
2017-10-05,28
2017-10-06,28
2017-10-07,28
2017-10-08,27
2017-10-09,27
2017-10-10,27
2017-10-11,28
2017-10-12,28
2017-10-13,28
2017-10-14,28
2017-10-15,28
2017-10-16,28
2017-10-17,28
2017-10-18,27
2017-10-19,27
2017-10-20,27
2017-10-21,27
2017-10-22,28
2017-10-23,28
2017-10-24,28
2017-10-25,28
2017-10-26,28
2017-10-27,28
2017-10-28,28
2017-10-29,28
2017-10-30,28
2017-10-31,28
2017-11-01,28
2017-11-02,28
2017-11-03,28
2017-11-04,28
2017-11-05,28
2017-11-06,28
2017-11-07,28
2017-11-08,29
2017-11-09,29
2017-11-10,29
2017-11-11,28
2017-11-12,28
2017-11-13,28
2017-11-14,27
2017-11-15,27
2017-11-16,25
2017-11-17,25
2017-11-18,25
2017-11-19,23
2017-11-20,23
2017-11-21,21
2017-11-22,21
2017-11-23,19
2017-11-24,19
2017-11-25,18
2017-11-26,18
2017-11-27,18
2017-11-28,17
2017-11-29,17
2017-11-30,17
2017-12-01,17
2017-12-02,17
2017-12-03,17
2017-12-04,16
2017-12-05,16
2017-12-06,15
2017-12-07,15
2017-12-08,15
2017-12-09,14
2017-12-10,14
2017-12-11,13
2017-12-12,13
2017-12-13,13
2017-12-14,12
2017-12-15,12
2017-12-16,11
2017-12-17,11
2017-12-18,10
2017-12-19,10
2017-12-20,10
2017-12-21,10
2017-12-22,10
2017-12-23,10
2017-12-24,10
2017-12-25,10
2017-12-26,10
2017-12-27,10
2017-12-28,10
2017-12-29,10
2017-12-30,11
2017-12-31,11
2018-01-01,12
2018-01-02,12
2018-01-03,13
2018-01-04,13
2018-01-05,12
2018-01-06,12
2018-01-07,11
2018-01-08,11
2018-01-09,10
2018-01-10,10
2018-01-11,9
2018-01-12,9
2018-01-13,8
2018-01-14,8
2018-01-15,8
2018-01-16,8
2018-01-17,7
2018-01-18,7
2018-01-19,7
2018-01-20,7
2018-01-21,7
2018-01-22,7
2018-01-23,7
2018-01-24,6
2018-01-25,6
2018-01-26,6
2018-01-27,6
2018-01-28,6
2018-01-29,6
2018-01-30,6
2018-01-31,6
2018-02-01,5
2018-02-02,5
2018-02-03,5
2018-02-04,5
2018-02-05,6
2018-02-06,6
2018-02-07,7
2018-02-08,7
2018-02-09,8
2018-02-10,8
2018-02-11,9
2018-02-12,9
2018-02-13,10
2018-02-14,10
2018-02-15,11
2018-02-16,11
2018-02-17,10
2018-02-18,10
2018-02-19,11
2018-02-20,11
2018-02-21,12
2018-02-22,12
2018-02-23,13
2018-02-24,13
2018-02-25,13
2018-02-26,13
2018-02-27,14
2018-02-28,14
2018-03-01,14
2018-03-02,15
2018-03-03,15
2018-03-04,15
2018-03-05,15
2018-03-06,16
2018-03-07,17
2018-03-08,17
2018-03-09,17
2018-03-10,17
2018-03-11,17
2018-03-12,17
2018-03-13,16
2018-03-14,16
2018-03-15,16
2018-03-16,16
2018-03-17,16
2018-03-18,16
2018-03-19,17
2018-03-20,18
2018-03-21,18
2018-03-23,19
2018-03-24,19
2018-03-25,19
2018-03-26,19
2018-03-27,19
2018-03-28,19
2018-03-29,19
2018-03-30,19
2018-03-31,19
2018-04-01,19
2018-04-02,20
2018-04-03,20
2018-04-04,20
2018-04-05,20
2018-04-06,19
2018-04-07,19
2018-04-08,18
2018-04-09,18
2018-04-10,17
2018-04-11,17
2018-04-12,17
2018-04-13,17
2018-04-14,17
2018-04-15,17
2018-04-16,17
2018-04-17,17
2018-04-18,17
2018-04-19,16
2018-04-20,15
2018-04-21,15
2018-04-22,16
2018-04-23,16
2018-04-24,17
2018-04-25,17
2018-04-26,18
2018-04-27,18
2018-04-28,19
2018-04-29,19
2018-04-30,20
2018-05-01,20
2018-05-02,21
2018-05-03,21
2018-05-04,22
2018-05-05,23
2018-05-06,23
2018-05-07,23
2018-05-08,23
2018-05-09,22
2018-05-10,22
2018-05-11,23
2018-05-12,25
2018-05-13,25
2018-05-14,24
2018-05-15,24
2018-05-16,24
2018-05-17,24
2018-05-18,23
2018-05-19,21
2018-05-20,21
2018-05-21,21
2018-05-22,21
2018-05-23,21
2018-05-24,21
2018-05-25,23
2018-05-26,23
2018-05-27,23
2018-05-28,22
2018-05-29,22
2018-05-30,21
2018-05-31,21
2018-06-01,21
2018-06-02,19
2018-06-03,19
2018-06-04,18
2018-06-05,18
2018-06-06,17
2018-06-07,17
2018-06-08,17
2018-06-09,17
2018-06-10,18
2018-06-11,18
2018-06-12,19
2018-06-13,19
2018-06-14,20
2018-06-15,20
2018-06-16,21
2018-06-17,21
2018-06-18,21
2018-06-19,21
2018-06-20,21
2018-06-21,20
2018-06-22,20
2018-06-23,19
2018-06-24,18
2018-06-25,18
2018-06-26,17
2018-06-27,17
2018-06-28,16
2018-06-29,16
2018-06-30,15
2018-07-01,14
2018-07-02,14
2018-07-03,13
2018-07-04,13
2018-07-05,12
2018-07-06,12
2018-07-07,12
2018-07-08,11
2018-07-09,11
2018-07-10,11
2018-07-11,11
2018-07-12,11
2018-07-13,10
2018-07-14,9
2018-07-15,9
2018-07-16,8
2018-07-17,7
2018-07-18,7
2018-07-19,6
2018-07-20,6
2018-07-21,5
2018-07-22,6
2018-07-23,6
2018-07-24,6
2018-07-25,6
2018-07-26,6
2018-07-27,6
2018-07-28,6
2018-07-29,6
2018-07-30,6
2018-07-31,7
2018-08-01,7
2018-08-02,7
2018-08-03,7
2018-08-04,8
2018-08-05,9
2018-08-06,9
2018-08-07,9
2018-08-08,10
2018-08-09,10
2018-08-10,11
2018-08-11,12
2018-08-12,12
2018-08-14,11
2018-08-16,11
2018-08-17,10
2018-08-18,10
2018-08-19,10
2018-08-20,10
2018-08-21,10
2018-08-22,10
2018-08-23,11
2018-08-24,12
2018-08-25,12
2018-08-26,12
2018-08-27,12
2018-08-28,12
2018-08-29,12
2018-08-30,11
2018-08-31,11
2018-09-01,11
2018-09-02,11
2018-09-03,11
2018-09-04,11
2018-09-05,12
2018-09-06,12
2018-09-07,12
2018-09-08,12
2018-09-09,12
2018-09-10,12
2018-09-11,12
2018-09-12,12
2018-09-13,13
2018-09-14,14
2018-09-15,15
2018-09-16,15
2018-09-17,16
2018-09-18,17
2018-09-19,18
2018-09-20,19
2018-09-21,19
2018-09-22,18
2018-09-23,17
2018-09-24,16
2018-09-25,16
2018-09-26,17
2018-09-27,17
2018-09-28,18
2018-09-29,19
2018-09-30,20
2018-10-01,21
2018-10-02,23
2018-10-03,24
2018-10-04,24
2018-10-05,26
2018-10-06,27
2018-10-07,27
2018-10-08,27
2018-10-09,27
2018-10-10,28
2018-10-11,29
2018-10-12,29
2018-10-13,28
2018-10-14,27
2018-10-15,28
2018-10-16,30
2018-10-17,32
2018-10-18,30
2018-10-19,28
2018-10-20,28
2018-10-21,28
2018-10-22,29
2018-10-23,29
2018-10-24,30
2018-10-25,30
2018-10-26,32
2018-10-27,34
2018-10-28,34
2018-10-29,34
2018-10-30,33
2018-10-31,31
2018-11-01,29
2018-11-03,25
2018-11-04,23
2018-11-05,21
2018-11-06,19
2018-11-07,18
2018-11-08,17
2018-11-09,16
2018-11-10,15
2018-11-11,14
2018-11-12,13
2018-11-13,12
2018-11-15,10
2018-11-16,9
2018-11-17,8
2018-11-18,7
2018-11-19,6
2018-11-20,5
2018-11-21,4
2018-11-22,4
2018-11-23,4
2018-11-24,5
2018-11-25,5
2018-11-26,4
2018-11-27,5
2018-11-28,5
2018-11-29,5
2018-12-01,5
2018-12-02,5
2018-12-03,5
2018-12-04,6
2018-12-05,6
2018-12-07,6
2018-12-09,6
2018-12-10,6
2018-12-11,6
2018-12-12,7
2018-12-13,7
2018-12-14,8
2018-12-15,8
2018-12-16,8
2018-12-17,8
2018-12-18,8
2018-12-19,7
2018-12-20,7
2018-12-21,7
2018-12-22,6
2018-12-23,5
2018-12-24,5
2018-12-25,5
2018-12-26,5
2018-12-27,6
2018-12-28,7
2018-12-29,8
2018-12-30,8
2018-12-31,8
2019-01-01,8
2019-01-02,8
2019-01-03,8
2019-01-04,8
2019-01-05,8
2019-01-06,8
2019-01-08,8
2019-01-10,8
2019-01-11,9
2019-01-12,10
2019-01-13,10
2019-01-14,10
2019-01-15,10
2019-01-16,9
2019-01-17,9
2019-01-18,10
2019-01-19,11
2019-01-20,12
2019-01-21,13
2019-01-22,14
2019-01-23,15
2019-01-24,16
2019-01-25,17
2019-01-26,18
2019-01-27,19
2019-01-28,19
2019-01-29,20
2019-01-30,20
2019-01-31,20
2019-02-01,20
2019-02-02,20
2019-02-03,20
2019-02-04,20
2019-02-05,21
2019-02-06,22
2019-02-07,23
2019-02-08,23
2019-02-09,23
2019-02-10,22
2019-02-11,21
2019-02-12,21
2019-02-13,22
2019-02-14,22
2019-02-15,22
2019-02-16,21
2019-02-17,21
2019-02-18,22
2019-02-19,20
2019-02-20,20
2019-02-21,20
2019-02-22,20
2019-02-23,21
2019-02-24,22
2019-02-25,23
2019-02-26,25
2019-02-27,26
2019-02-28,26
2019-03-01,24
2019-03-02,23
2019-03-03,23
2019-03-04,23
2019-03-05,24
2019-03-06,24
2019-03-07,23
2019-03-08,23
2019-03-09,25
2019-03-10,26
2019-03-11,25
2019-03-12,25
2019-03-13,24
2019-03-14,23
2019-03-15,23
2019-03-16,23
2019-03-17,23
2019-03-18,23
2019-03-19,23
2019-03-20,23
2019-03-21,23
2019-03-22,23
2019-03-23,22
2019-03-24,22
2019-03-25,22
2019-03-26,22
2019-03-27,22
2019-03-28,21
2019-03-29,22
2019-03-30,22
2019-03-31,21
2019-04-01,21
2019-04-02,22
2019-04-03,23
2019-04-04,24
2019-04-05,25
2019-04-06,25
2019-04-07,25
2019-04-08,24
2019-04-09,22
2019-04-10,21
2019-04-11,23
2019-04-12,24
2019-04-13,24
2019-04-14,24
2019-04-15,25
2019-04-16,26
2019-04-17,27
2019-04-18,26
2019-04-19,26
2019-04-20,26
2019-04-21,25
2019-04-22,24
2019-04-23,24
2019-04-24,25
2019-04-25,26
2019-04-26,26
2019-04-27,26
2019-04-28,26
2019-04-29,26
2019-04-30,26
2019-05-01,25
2019-05-02,25
2019-05-03,26
2019-05-04,26
2019-05-05,25
2019-05-06,25
2019-05-07,25
2019-05-08,25
2019-05-09,25
2019-05-10,24
2019-05-11,24
2019-05-12,24
2019-05-13,24
2019-05-14,25
2019-05-15,25
2019-05-16,26
2019-05-17,26
2019-05-18,27
2019-05-19,27
2019-05-20,27
2019-05-21,27
2019-05-22,26
2019-05-23,27
2019-05-24,28
2019-05-25,28
2019-05-26,29
2019-05-27,30
2019-05-28,30
2019-05-29,28
2019-05-30,27
2019-05-31,27
2019-06-01,26
2019-06-02,26
2019-06-03,26
2019-06-04,26
2019-06-05,26
2019-06-06,26
2019-06-07,25
2019-06-08,23
2019-06-09,22
2019-06-10,21
2019-06-11,22
2019-06-12,23
2019-06-13,24
2019-06-14,24
2019-06-15,24
2019-06-16,26
2019-06-17,26
2019-06-18,26
2019-06-19,26
2019-06-20,27
2019-06-21,28
2019-06-22,28
2019-06-23,28
2019-06-24,27
2019-06-25,27
2019-06-26,28
2019-06-27,28
2019-06-28,28
2019-06-29,28
2019-06-30,27
2019-07-01,27
2019-07-02,27
2019-07-03,27
2019-07-04,27
2019-07-05,28
2019-07-06,29
2019-07-07,30
2019-07-08,31
2019-07-09,31
2019-07-10,32
2019-07-11,32
2019-07-12,33
2019-07-13,33
2019-07-14,34
2019-07-15,34
2019-07-16,32
2019-07-17,30
2019-07-18,29
2019-07-19,28
2019-07-20,28
2019-07-21,29
2019-07-22,29
2019-07-23,28
2019-07-24,28
2019-07-25,30
2019-07-26,30
2019-07-27,30
2019-07-28,29
2019-07-29,28
2019-07-30,30
2019-07-31,32
2019-08-01,32
2019-08-02,31
2019-08-03,31
2019-08-04,30
2019-08-05,31
2019-08-06,30
2019-08-07,30
2019-08-08,30
2019-08-09,30
2019-08-10,31
2019-08-11,31
2019-08-12,31
2019-08-13,32
2019-08-14,33
2019-08-15,33
2019-08-16,33
2019-08-17,33
2019-08-18,33
2019-08-19,33
2019-08-20,33
2019-08-21,34
2019-08-22,36
2019-08-23,36
2019-08-24,38
2019-08-24,38
2019-08-25,38
2019-08-25,38
