date_obj,Bandos%20bracers price
2015-11-27,21761
2015-11-28,21480
2015-11-29,21723
2015-11-30,21123
2015-12-01,21003
2015-12-02,20306
2015-12-03,20197
2015-12-04,20205
2015-12-05,20037
2015-12-06,20630
2015-12-07,21135
2015-12-08,20591
2015-12-09,20290
2015-12-10,20261
2015-12-11,20396
2015-12-12,20195
2015-12-13,20400
2015-12-14,20400
2015-12-15,21041
2015-12-16,21391
2015-12-17,21862
2015-12-18,22651
2015-12-19,23321
2015-12-20,24182
2015-12-21,24367
2015-12-22,24705
2015-12-23,25167
2015-12-24,25180
2015-12-25,25436
2015-12-26,25624
2015-12-27,26266
2015-12-28,26823
2015-12-29,26943
2015-12-30,26668
2015-12-31,26183
2016-01-01,26867
2016-01-02,26744
2016-01-03,26365
2016-01-04,25895
2016-01-05,26517
2016-01-06,26250
2016-01-07,26093
2016-01-08,26212
2016-01-09,26734
2016-01-10,26540
2016-01-11,26315
2016-01-12,26213
2016-01-13,25957
2016-01-14,25836
2016-01-15,26354
2016-01-16,26543
2016-01-17,26200
2016-01-18,26519
2016-01-19,27082
2016-01-20,27635
2016-01-21,27741
2016-01-22,28315
2016-01-23,28730
2016-01-24,29456
2016-01-25,29749
2016-01-26,29409
2016-01-27,29282
2016-01-28,29282
2016-01-29,29346
2016-01-30,28937
2016-01-31,28962
2016-02-01,28587
2016-02-02,28111
2016-02-03,28144
2016-02-04,28142
2016-02-05,27966
2016-02-06,27925
2016-02-07,27439
2016-02-08,26635
2016-02-09,26441
2016-02-10,25921
2016-02-11,25404
2016-02-12,25160
2016-02-13,24736
2016-02-14,24369
2016-02-15,24498
2016-02-16,24398
2016-02-17,24278
2016-02-18,24177
2016-02-19,24568
2016-02-20,24595
2016-02-21,24502
2016-02-22,25060
2016-02-23,25194
2016-02-24,25573
2016-02-25,26206
2016-02-26,27186
2016-02-27,27365
2016-02-28,27579
2016-02-29,27544
2016-03-01,27542
2016-03-02,27218
2016-03-03,26938
2016-03-04,27258
2016-03-05,26855
2016-03-06,26768
2016-03-07,27246
2016-03-08,28039
2016-03-09,28249
2016-03-10,28650
2016-03-11,29019
2016-03-12,28781
2016-03-13,29116
2016-03-14,28483
2016-03-15,28781
2016-03-16,28502
2016-03-17,28341
2016-03-18,28718
2016-03-19,28539
2016-03-20,28674
2016-03-21,28611
2016-03-22,28642
2016-03-23,28511
2016-03-24,28412
2016-03-25,28645
2016-03-26,28766
2016-03-27,28630
2016-03-28,28280
2016-03-29,27856
2016-03-30,27856
2016-03-31,27472
2016-04-01,26397
2016-04-02,25391
2016-04-03,24503
2016-04-04,23659
2016-04-05,23076
2016-04-06,22435
2016-04-07,21741
2016-04-08,21869
2016-04-09,22417
2016-04-10,23225
2016-04-11,23225
2016-04-12,23811
2016-04-13,23524
2016-04-14,22802
2016-04-15,22266
2016-04-16,21771
2016-04-17,22165
2016-04-18,22010
2016-04-19,22198
2016-04-20,22676
2016-04-21,22687
2016-04-22,22797
2016-04-23,23148
2016-04-24,23351
2016-04-25,23023
2016-04-26,23156
2016-04-27,23235
2016-04-28,23441
2016-04-29,23469
2016-04-30,23411
2016-05-01,23514
2016-05-02,23340
2016-05-03,23027
2016-05-04,22787
2016-05-05,22590
2016-05-06,22204
2016-05-07,22023
2016-05-08,21756
2016-05-09,21393
2016-05-10,21048
2016-05-11,20454
2016-05-12,20267
2016-05-13,20264
2016-05-14,20081
2016-05-15,19607
2016-05-16,18657
2016-05-17,18397
2016-05-18,18496
2016-05-19,18715
2016-05-22,18967
2016-05-23,19164
2016-05-24,19105
2016-05-25,18974
2016-05-26,19129
2016-05-27,18901
2016-05-28,18689
2016-05-29,18264
2016-05-30,18011
2016-05-31,17771
2016-06-01,17408
2016-06-02,16904
2016-06-03,16597
2016-06-04,16457
2016-06-05,16169
2016-06-06,16170
2016-06-07,16170
2016-06-08,16488
2016-06-09,16804
2016-06-10,16939
2016-06-11,17591
2016-06-12,18256
2016-06-13,19062
2016-06-14,19905
2016-06-15,20468
2016-06-16,20985
2016-06-17,20786
2016-06-18,20415
2016-06-19,19900
2016-06-20,20447
2016-06-21,20722
2016-06-22,20827
2016-06-23,20365
2016-06-24,20406
2016-06-25,20245
2016-06-26,20290
2016-06-27,19701
2016-06-28,19468
2016-06-29,19475
2016-06-30,19545
2016-07-01,19535
2016-07-02,19366
2016-07-03,19218
2016-07-04,19052
2016-07-05,19046
2016-07-06,18935
2016-07-07,18695
2016-07-08,18349
2016-07-09,18412
2016-07-10,18901
2016-07-11,19195
2016-07-12,19109
2016-07-13,18885
2016-07-14,18375
2016-07-15,17707
2016-07-16,17324
2016-07-17,17122
2016-07-18,16745
2016-07-23,14424
2016-07-24,13812
2016-07-25,13413
2016-07-26,13134
2016-07-27,12760
2016-07-28,12487
2016-07-29,12439
2016-07-30,13042
2016-07-31,13396
2016-08-01,13384
2016-08-02,13643
2016-08-03,13602
2016-08-04,13292
2016-08-05,12873
2016-08-06,12778
2016-08-07,13001
2016-08-08,13406
2016-08-09,13798
2016-08-10,13672
2016-08-11,13732
2016-08-12,13862
2016-08-13,14004
2016-08-14,14341
2016-08-15,14631
2016-08-16,14931
2016-08-17,15185
2016-08-18,15423
2016-08-19,15591
2016-08-20,15885
2016-08-21,16454
2016-08-22,16723
2016-08-23,16349
2016-08-24,16372
2016-08-25,15951
2016-08-26,15951
2016-08-28,14830
2016-08-31,14479
2016-09-01,14253
2016-09-02,14253
2016-09-03,14478
2016-09-04,14604
2016-09-05,14787
2016-09-06,15080
2016-09-07,15424
2016-09-08,15530
2016-09-09,15885
2016-09-10,16389
2016-09-11,16846
2016-09-12,17267
2016-09-13,17955
2016-09-14,18671
2016-09-15,19596
2016-09-16,20053
2016-09-17,19714
2016-09-18,19401
2016-09-19,20125
2016-09-20,20703
2016-09-21,20875
2016-09-22,20976
2016-09-23,20350
2016-09-24,20350
2016-09-25,20447
2016-09-26,20447
2016-09-27,20349
2016-09-28,20671
2016-09-29,21418
2016-09-30,22053
2016-10-01,21801
2016-10-02,21484
2016-10-03,20989
2016-10-04,20679
2016-10-05,20334
2016-10-06,19690
2016-10-07,19542
2016-10-08,19620
2016-10-09,19297
2016-10-10,18917
2016-10-11,18389
2016-10-12,17810
2016-10-13,17378
2016-10-14,17458
2016-10-15,17810
2016-10-16,17593
2016-10-17,17338
2016-10-18,17004
2016-10-19,16918
2016-10-20,16761
2016-10-21,16517
2016-10-22,16435
2016-10-23,16154
2016-10-24,15987
2016-10-25,15735
2016-10-26,15743
2016-10-27,15425
2016-10-28,15084
2016-10-29,14917
2016-10-30,15009
2016-10-31,14999
2016-11-01,14645
2016-11-02,14830
2016-11-03,14905
2016-11-04,15356
2016-11-05,15816
2016-11-06,16411
2016-11-07,17232
2016-11-08,17922
2016-11-09,18788
2016-11-10,19661
2016-11-11,20272
2016-11-12,20856
2016-11-13,20582
2016-11-14,20558
2016-11-15,20553
2016-12-07,16969
2016-12-08,17073
2016-12-09,17384
2016-12-10,17281
2016-12-11,17054
2016-12-12,16720
2016-12-13,16514
2016-12-14,16176
2016-12-15,15993
2016-12-16,15430
2016-12-17,14852
2016-12-18,14482
2016-12-19,14302
2016-12-20,14250
2016-12-21,14256
2016-12-22,14316
2016-12-23,14444
2016-12-24,14331
2016-12-25,14538
2016-12-26,14714
2016-12-27,15227
2016-12-28,15407
2016-12-29,15804
2016-12-30,15579
2016-12-31,15971
2017-01-01,15997
2017-01-02,16326
2017-01-03,16699
2017-01-04,16670
2017-01-05,16321
2017-01-06,16451
2017-01-07,16760
2017-01-08,16603
2017-01-09,16680
2017-01-10,16615
2017-01-11,16793
2017-01-12,16758
2017-01-13,17450
2017-01-14,17591
2017-01-15,17538
2017-01-16,17756
2017-01-17,17432
2017-01-18,16924
2017-01-19,16201
2017-01-20,15618
2017-01-21,14895
2017-01-22,14849
2017-01-23,14858
2017-01-27,14739
2017-01-28,14990
2017-01-29,15242
2017-01-30,15301
2017-01-31,15138
2017-02-01,14967
2017-02-02,14588
2017-02-03,14473
2017-02-04,14657
2017-02-05,14534
2017-02-06,14448
2017-02-07,14366
2017-02-08,14259
2017-02-09,13933
2017-02-10,13851
2017-02-11,13803
2017-02-12,13411
2017-02-13,13331
2017-02-14,12687
2017-02-15,12782
2017-02-16,12828
2017-02-18,13157
2017-02-19,12948
2017-02-20,13189
2017-02-21,13414
2017-02-22,13264
2017-02-23,13357
2017-02-24,13540
2017-02-25,13787
2017-02-26,14039
2017-02-27,14522
2017-02-28,15223
2017-03-01,15756
2017-03-02,15939
2017-03-03,16341
2017-03-04,16305
2017-03-05,16599
2017-03-06,17045
2017-03-07,17659
2017-03-08,18019
2017-03-09,18797
2017-03-10,19159
2017-03-11,19103
2017-03-12,19415
2017-03-13,19556
2017-03-14,19092
2017-03-15,18790
2017-03-16,19172
2017-03-17,19135
2017-03-18,19007
2017-03-19,19220
2017-03-20,18866
2017-03-21,18808
2017-03-22,18806
2017-03-23,18619
2017-03-24,18447
2017-03-25,17931
2017-03-26,17885
2017-03-27,17625
2017-03-28,17029
2017-03-29,16847
2017-03-30,16658
2017-03-31,16633
2017-04-01,15917
2017-04-02,15121
2017-04-03,15256
2017-04-04,15733
2017-04-05,15628
2017-04-12,15117
2017-04-13,15590
2017-04-14,16089
2017-04-15,16226
2017-04-16,16275
2017-04-17,16467
2017-04-18,16827
2017-04-19,16924
2017-04-20,16955
2017-04-21,16917
2017-04-22,17170
2017-04-23,17389
2017-04-24,16943
2017-04-25,17238
2017-04-26,17578
2017-04-27,17638
2017-04-28,17679
2017-04-29,17699
2017-04-30,17399
2017-05-01,17413
2017-05-02,17826
2017-05-03,18427
2017-05-04,18177
2017-05-05,18110
2017-05-06,17669
2017-05-07,17084
2017-05-08,16702
2017-05-09,16426
2017-05-10,16006
2017-05-11,16190
2017-05-12,16391
2017-05-13,16550
2017-05-14,16437
2017-05-15,16696
2017-05-16,17229
2017-05-17,17797
2017-05-18,18213
2017-05-19,18359
2017-05-20,18206
2017-05-21,18553
2017-05-22,18952
2017-05-23,19096
2017-05-24,19458
2017-05-25,19795
2017-05-26,20340
2017-05-27,20585
2017-05-28,20847
2017-05-29,21596
2017-05-30,22061
2017-05-31,22042
2017-06-01,22529
2017-06-02,23137
2017-06-03,23968
2017-06-04,24616
2017-06-05,25308
2017-06-06,25371
2017-06-07,25607
2017-06-08,25150
2017-06-09,25474
2017-06-10,25465
2017-06-11,25555
2017-06-12,25551
2017-06-13,25622
2017-06-14,25954
2017-06-15,25681
2017-06-16,25471
2017-06-17,24824
2017-06-18,24266
2017-06-19,24628
2017-06-20,24319
2017-06-21,24315
2017-06-22,23848
2017-06-23,23318
2017-06-24,23237
2017-06-25,22841
2017-06-26,23281
2017-06-27,23459
2017-06-28,23484
2017-06-29,23626
2017-06-30,23389
2017-07-01,23293
2017-07-02,23010
2017-07-03,22947
2017-07-04,22745
2017-07-05,22137
2017-07-06,22405
2017-07-07,22529
2017-07-08,22943
2017-07-09,22820
2017-07-13,22983
2017-07-14,22536
2017-07-15,22771
2017-07-16,23103
2017-07-17,22778
2017-07-18,22762
2017-07-19,22647
2017-07-20,22739
2017-07-21,22820
2017-07-22,22952
2017-07-23,22858
2017-07-24,23069
2017-07-25,22987
2017-07-26,23003
2017-07-27,23082
2017-07-28,23203
2017-07-29,23420
2017-07-30,23387
2017-07-31,23917
2017-08-01,24182
2017-08-02,24210
2017-08-03,23904
2017-08-04,23693
2017-08-05,24298
2017-08-06,24430
2017-08-07,24567
2017-08-08,25292
2017-08-09,24992
2017-08-10,24910
2017-08-11,24972
2017-08-12,24907
2017-08-13,24970
2017-08-14,24791
2017-08-15,24953
2017-08-16,25125
2017-08-17,26212
2017-08-18,26215
2017-08-19,25458
2017-08-20,24845
2017-08-21,24883
2017-08-22,24153
2017-08-23,23849
2017-08-24,24326
2017-08-25,24484
2017-08-26,23973
2017-08-27,23466
2017-08-28,23601
2017-08-29,22964
2017-08-30,22278
2017-08-31,22592
2017-09-01,23385
2017-09-02,23528
2017-09-03,23868
2017-09-04,24255
2017-09-05,24478
2017-09-06,24110
2017-09-07,22913
2017-09-08,21993
2017-09-09,21240
2017-09-10,20883
2017-09-11,20318
2017-09-12,21094
2017-09-13,22143
2017-09-14,22986
2017-09-15,23631
2017-09-16,24354
2017-09-17,24359
2017-09-18,24063
2017-09-19,23791
2017-09-20,24082
2017-09-22,23803
2017-09-23,24065
2017-09-24,24442
2017-09-25,23677
2017-09-26,23815
2017-09-27,24315
2017-09-28,25130
2017-09-29,25587
2017-09-30,25473
2017-10-01,25235
2017-10-02,25153
2017-10-03,24786
2017-10-04,24442
2017-10-05,24451
2017-10-06,24445
2017-10-07,25104
2017-10-08,25943
2017-10-09,26478
2017-10-10,27452
2017-10-11,28484
2017-10-12,29175
2017-10-13,29237
2017-10-14,29346
2017-10-15,30070
2017-10-16,30115
2017-10-17,29604
2017-10-18,29023
2017-10-19,28461
2017-10-20,27409
2017-10-21,26624
2017-10-22,26576
2017-10-23,26732
2017-10-24,26725
2017-10-25,27075
2017-10-26,27004
2017-10-27,26673
2017-10-28,26119
2017-10-29,25983
2017-10-30,25701
2017-10-31,25693
2017-11-01,25603
2017-11-02,25221
2017-11-03,24382
2017-11-04,24128
2017-11-05,24442
2017-11-06,24688
2017-11-07,25201
2017-11-08,25184
2017-11-09,25228
2017-11-10,25217
2017-11-11,25516
2017-11-12,25838
2017-11-13,25422
2017-11-14,25888
2017-11-15,26225
2017-11-16,25399
2017-11-17,24667
2017-11-18,24054
2017-11-19,24080
2017-11-20,24276
2017-11-21,24394
2017-11-22,23964
2017-11-23,23962
2017-11-24,23821
2017-11-25,23897
2017-11-26,24072
2017-11-27,24684
2017-11-28,24457
2017-11-29,23650
2017-11-30,23092
2017-12-01,22712
2017-12-02,22501
2017-12-03,22273
2017-12-04,22163
2017-12-05,21879
2017-12-06,21717
2017-12-07,21691
2017-12-08,21791
2017-12-09,21578
2017-12-10,21671
2017-12-11,21410
2017-12-12,21211
2017-12-13,20942
2017-12-14,20656
2017-12-15,20549
2017-12-16,20367
2017-12-17,20488
2017-12-18,20557
2017-12-19,21255
2017-12-20,21842
2017-12-21,22391
2017-12-22,22821
2017-12-23,22694
2017-12-24,22525
2017-12-25,22477
2017-12-26,22482
2017-12-27,21963
2017-12-28,21336
2017-12-29,21129
2017-12-30,20126
2017-12-31,19462
2018-01-01,19349
2018-01-02,19418
2018-01-03,19141
2018-01-04,19527
2018-01-05,18854
2018-01-06,18350
2018-01-07,18018
2018-01-08,17212
2018-01-09,16707
2018-01-10,16651
2018-01-11,16894
2018-01-12,17241
2018-01-13,17950
2018-01-14,18765
2018-01-15,19544
2018-01-16,19893
2018-01-17,19584
2018-01-18,19156
2018-01-19,18777
2018-01-20,18731
2018-01-21,18374
2018-01-22,17969
2018-01-23,17638
2018-01-24,17749
2018-01-25,17583
2018-01-26,17512
2018-01-27,17245
2018-01-28,17014
2018-01-29,16547
2018-01-30,16082
2018-01-31,15838
2018-02-01,15843
2018-02-02,16110
2018-02-03,16814
2018-02-04,17557
2018-02-05,18063
2018-02-06,17702
2018-02-07,17980
2018-02-08,18637
2018-02-09,19146
2018-02-10,19425
2018-02-11,19399
2018-02-12,19604
2018-02-13,20197
2018-02-14,21074
2018-02-15,21649
2018-02-16,21579
2018-02-17,20935
2018-02-18,20736
2018-02-19,20780
2018-02-20,20415
2018-02-21,20754
2018-02-22,21651
2018-02-23,22583
2018-02-24,23151
2018-02-25,24046
2018-02-26,24554
2018-02-27,25550
2018-02-28,25873
2018-03-01,26583
2018-03-02,27539
2018-03-03,28372
2018-03-04,28916
2018-03-05,28285
2018-03-06,27446
2018-03-07,26661
2018-03-08,26018
2018-03-09,25725
2018-03-10,25861
2018-03-11,26061
2018-03-12,26440
2018-03-13,26586
2018-03-14,27105
2018-03-15,27474
2018-03-16,27716
2018-03-17,27807
2018-03-18,27214
2018-03-20,25473
2018-03-22,23850
2018-03-23,23659
2018-03-24,23073
2018-03-25,23247
2018-03-26,23135
2018-03-27,23091
2018-03-28,22957
2018-03-29,23080
2018-03-30,23770
2018-03-31,23999
2018-04-01,24759
2018-04-02,24968
2018-04-03,24777
2018-04-04,25016
2018-04-05,24449
2018-04-06,24491
2018-04-07,24691
2018-04-08,24573
2018-04-09,25368
2018-04-10,26486
2018-04-11,27222
2018-04-12,27457
2018-04-13,28058
2018-04-14,28995
2018-04-15,29771
2018-04-16,29970
2018-04-17,29317
2018-04-18,29668
2018-04-19,29510
2018-04-20,29750
2018-04-21,30331
2018-04-22,30581
2018-04-23,30903
2018-04-24,30823
2018-04-25,31214
2018-04-26,30936
2018-04-27,31143
2018-04-28,31357
2018-04-29,31002
2018-04-30,29932
2018-05-01,30065
2018-05-02,30815
2018-05-03,31558
2018-05-04,32541
2018-05-05,34097
2018-05-06,35244
2018-05-07,35305
2018-05-08,36074
2018-05-09,35798
2018-05-10,36017
2018-05-11,36254
2018-05-12,35789
2018-05-13,35000
2018-05-14,34432
2018-05-15,33724
2018-05-16,32037
2018-05-17,30550
2018-05-18,29823
2018-05-19,29951
2018-05-20,30159
2018-05-21,29977
2018-05-22,29346
2018-05-23,29566
2018-05-24,29961
2018-05-25,29959
2018-05-26,29533
2018-05-27,30481
2018-05-28,31151
2018-05-29,31284
2018-05-30,30678
2018-05-31,31455
2018-06-01,31281
2018-06-02,31176
2018-06-03,31193
2018-06-04,31254
2018-06-05,31152
2018-06-06,30850
2018-06-07,31107
2018-06-08,30823
2018-06-09,31100
2018-06-10,31746
2018-06-11,31674
2018-06-12,31655
2018-06-13,31306
2018-06-14,31097
2018-06-15,31019
2018-06-16,30808
2018-06-17,30672
2018-06-18,30710
2018-06-19,30584
2018-06-20,30584
2018-06-21,30689
2018-06-22,30630
2018-06-23,30178
2018-06-24,30422
2018-06-25,30399
2018-06-26,29900
2018-06-27,29626
2018-06-28,29475
2018-06-29,29182
2018-06-30,28676
2018-07-01,28274
2018-07-02,27665
2018-07-03,27431
2018-07-04,27117
2018-07-05,26525
2018-07-06,26354
2018-07-07,25269
2018-07-08,24238
2018-07-09,23159
2018-07-10,22609
2018-07-11,21951
2018-07-12,21274
2018-07-13,20869
2018-07-14,20571
2018-07-15,20439
2018-07-16,20831
2018-07-17,21197
2018-07-18,21346
2018-07-19,21530
2018-07-20,21826
2018-07-21,22785
2018-07-22,23925
2018-07-23,24799
2018-07-24,25134
2018-07-25,25539
2018-07-26,26253
2018-07-27,26084
2018-07-28,26562
2018-07-29,27191
2018-07-30,27606
2018-07-31,28023
2018-08-01,28053
2018-08-02,27422
2018-08-03,26972
2018-08-04,26994
2018-08-05,27552
2018-08-06,27698
2018-08-07,28182
2018-08-08,28488
2018-08-09,28724
2018-08-10,29427
2018-08-11,30068
2018-08-12,30462
2018-08-14,32021
2018-08-16,30861
2018-08-17,30114
2018-08-18,29689
2018-08-19,29258
2018-08-20,28868
2018-08-21,28798
2018-08-22,28999
2018-08-23,28814
2018-08-24,28561
2018-08-25,28591
2018-08-26,28557
2018-08-27,28267
2018-08-28,27820
2018-08-29,26585
2018-08-30,25516
2018-08-31,25131
2018-09-01,24902
2018-09-02,24805
2018-09-03,25037
2018-09-04,25389
2018-09-05,25671
2018-09-06,25821
2018-09-07,26286
2018-09-08,26563
2018-09-09,27547
2018-09-10,26983
2018-09-11,26853
2018-09-12,26456
2018-09-13,26338
2018-09-14,25793
2018-09-15,25191
2018-09-16,25317
2018-09-17,24774
2018-09-18,24516
2018-09-19,24943
2018-09-20,25088
2018-09-21,25168
2018-09-22,24826
2018-09-23,24397
2018-09-24,24295
2018-09-25,24585
2018-09-26,24911
2018-09-27,24864
2018-09-28,24847
2018-09-29,24699
2018-09-30,25099
2018-10-01,24813
2018-10-02,24017
2018-10-03,23690
2018-10-04,23527
2018-10-05,23053
2018-10-06,22107
2018-10-07,21001
2018-10-08,20162
2018-10-09,19897
2018-10-10,19761
2018-10-11,20006
2018-10-12,19834
2018-10-13,19277
2018-10-14,19011
2018-10-15,18503
2018-10-16,18295
2018-10-17,18405
2018-10-18,18547
2018-10-19,18590
2018-10-20,18383
2018-10-21,18078
2018-10-22,17993
2018-10-23,18010
2018-10-24,18125
2018-10-25,18277
2018-10-26,18440
2018-10-27,18438
2018-10-28,18659
2018-10-29,18377
2018-10-30,18286
2018-10-31,18155
2018-11-01,18485
2018-11-03,18863
2018-11-04,19162
2018-11-05,19571
2018-11-06,19241
2018-11-07,19146
2018-11-08,19204
2018-11-09,18912
2018-11-10,18693
2018-11-11,18801
2018-11-12,19059
2018-11-13,18850
2018-11-14,19068
2018-11-15,18938
2018-11-16,19287
2018-11-17,19628
2018-11-18,19606
2018-11-19,19445
2018-11-20,19244
2018-11-21,19268
2018-11-22,19339
2018-11-23,19396
2018-11-24,19212
2018-11-25,19806
2018-11-26,20561
2018-11-27,20529
2018-11-28,20298
2018-11-29,20197
2018-12-01,20628
2018-12-02,20874
2018-12-03,20735
2018-12-04,20920
2018-12-05,21471
2018-12-07,23460
2018-12-09,25141
2018-12-10,25793
2018-12-11,26751
2018-12-12,27939
2018-12-13,29085
2018-12-14,29230
2018-12-15,30027
2018-12-16,30164
2018-12-17,30788
2018-12-18,30736
2018-12-19,30599
2018-12-20,30732
2018-12-21,31057
2018-12-22,31336
2018-12-23,30494
2018-12-24,30762
2018-12-25,30435
2018-12-26,30434
2018-12-27,31357
2018-12-28,32925
2018-12-29,34317
2018-12-30,35349
2018-12-31,36069
2019-01-01,36296
2019-01-02,35136
2019-01-03,34284
2019-01-04,34427
2019-01-05,34893
2019-01-06,34672
2019-01-08,34710
2019-01-10,34089
2019-01-11,34132
2019-01-12,34250
2019-01-13,33803
2019-01-14,34314
2019-01-15,34387
2019-01-16,34762
2019-01-17,35083
2019-01-18,34475
2019-01-19,33920
2019-01-20,32825
2019-01-21,33223
2019-01-22,33596
2019-01-23,34237
2019-01-24,35022
2019-01-25,35771
2019-01-26,36552
2019-01-27,38192
2019-01-28,39076
2019-01-29,38790
2019-01-30,39119
2019-01-31,39860
2019-02-01,40361
2019-02-02,41335
2019-02-03,41428
2019-02-04,41104
2019-02-05,41542
2019-02-06,42076
2019-02-07,43326
2019-02-08,43640
2019-02-09,44904
2019-02-10,46028
2019-02-11,46486
2019-02-12,46075
2019-02-13,46698
2019-02-14,46711
2019-02-15,46339
2019-02-16,45789
2019-02-17,46205
2019-02-18,46421
2019-02-19,46818
2019-02-20,47037
2019-02-21,47589
2019-02-22,48293
2019-02-23,49273
2019-02-24,49365
2019-02-25,48937
2019-02-26,49394
2019-02-27,49789
2019-02-28,49249
2019-03-01,48975
2019-03-02,48822
2019-03-03,47660
2019-03-04,47263
2019-03-05,47361
2019-03-06,47138
2019-03-07,46354
2019-03-08,45546
2019-03-09,44783
2019-03-10,43303
2019-03-11,42828
2019-03-12,41871
2019-03-13,40552
2019-03-14,39476
2019-03-15,38373
2019-03-16,37305
2019-03-17,36018
2019-03-18,35295
2019-03-19,34891
2019-03-20,36140
