date_obj,Necklace%20of%20faith price
2017-06-14,1431
2017-06-15,1431
2017-06-16,1431
2017-06-17,1431
2017-06-18,1431
2017-06-19,1431
2017-06-20,1431
2017-06-21,1431
2017-06-22,1431
2017-06-23,1431
2017-06-24,1431
2017-06-25,1431
2017-06-26,1431
2017-06-27,1431
2017-06-28,1431
2017-06-29,1431
2017-06-30,1431
2017-07-01,1431
2017-07-02,1431
2017-07-03,1360
2017-07-04,1360
2017-07-05,1360
2017-07-06,1360
2017-07-07,1360
2017-07-08,1360
2017-07-13,1360
2017-07-14,1360
2017-07-15,1360
2017-07-16,1360
2017-07-17,1360
2017-07-18,1360
2017-07-19,1360
2017-07-20,1360
2017-07-21,1360
2017-07-22,1360
2017-07-23,1360
2017-07-24,1360
2017-07-25,1360
2017-07-26,1360
2017-07-27,1360
2017-07-28,1360
2017-07-29,1360
2017-07-30,1360
2017-07-31,1360
2017-08-01,1294
2017-08-02,1294
2017-08-03,1294
2017-08-04,1294
2017-08-05,1294
2017-08-06,1294
2017-08-09,1294
2017-08-10,1294
2017-08-11,1294
2017-08-12,1294
2017-08-13,1294
2017-08-14,1294
2017-08-15,1294
2017-08-16,1294
2017-08-17,1294
2017-08-18,1294
2017-08-19,1294
2017-08-20,1294
2017-08-22,1294
2017-08-23,1294
2017-08-24,1294
2017-08-25,1294
2017-08-26,1294
2017-08-27,1294
2017-08-28,1294
2017-08-29,1294
2017-08-30,1232
2017-08-31,1232
2017-09-01,1232
2017-09-02,1232
2017-09-03,1232
2017-09-04,1232
2017-09-05,1232
2017-09-06,1232
2017-09-07,1232
2017-09-08,1232
2017-09-09,1232
2017-09-10,1232
2017-09-11,1232
2017-09-12,1232
2017-09-13,1232
2017-09-14,1232
2017-09-15,1232
2017-09-16,1232
2017-09-17,1232
2017-09-19,1232
2017-09-20,1232
2017-09-21,1232
2017-09-22,1232
2017-09-23,1232
2017-09-24,1232
2017-09-25,1232
2017-09-26,1232
2017-09-27,1232
2017-09-28,1232
2017-09-29,1232
2017-09-30,1232
2017-10-01,1232
2017-10-02,1232
2017-10-03,1172
2017-10-04,1172
2017-10-05,1172
2017-10-06,1172
2017-10-07,1172
2017-10-08,1172
2017-10-09,1172
2017-10-10,1172
2017-10-11,1172
2017-10-12,1172
2017-10-13,1172
2017-10-14,1172
2017-10-15,1172
2017-10-16,1172
2017-10-17,1172
2017-10-18,1172
2017-10-19,1172
2017-10-20,1172
2017-10-21,1172
2017-10-22,1172
2017-10-23,1172
2017-10-24,1172
2017-10-25,1172
2017-10-26,1172
2017-10-27,1172
2017-10-28,1172
2017-10-29,1172
2017-10-30,1172
2017-10-31,1172
2017-11-01,1172
2017-11-02,1172
2017-11-03,1172
2017-11-04,1172
2017-11-05,1172
2017-11-06,1114
2017-11-07,1114
2017-11-08,1114
2017-11-09,1114
2017-11-10,1114
2017-11-11,1114
2017-11-12,1114
2017-11-13,1114
2017-11-14,1114
2017-11-15,1114
2017-11-16,1114
2017-11-17,1114
2017-11-18,1114
2017-11-19,1114
2017-11-20,1114
2017-11-21,1114
2017-11-22,1114
2017-11-23,1114
2017-11-24,1114
2017-11-25,1114
2017-11-26,1114
2017-11-27,1114
2017-11-28,1114
2017-11-29,1114
2017-11-30,1114
2017-12-01,1114
2017-12-02,1114
2017-12-03,1114
2017-12-04,1114
2017-12-05,1083
2017-12-06,1083
2017-12-07,1083
2017-12-08,1083
2017-12-09,1083
2017-12-10,1083
2017-12-11,1083
2017-12-12,1083
2017-12-14,1083
2017-12-15,1083
2017-12-17,1083
2017-12-18,1083
2017-12-19,1083
2017-12-20,1083
2017-12-21,1083
2017-12-22,1083
2017-12-23,1083
2017-12-24,1083
2017-12-25,1083
2017-12-26,1083
2017-12-27,1083
2017-12-28,1083
2017-12-29,1083
2017-12-30,1083
2017-12-31,1083
2018-01-01,1083
2018-01-02,1083
2018-01-03,1083
2018-01-04,1083
2018-01-05,1083
2018-01-06,1083
2018-01-07,1041
2018-01-08,1041
2018-01-09,1041
2018-01-10,1041
2018-01-11,1041
2018-01-12,1041
2018-01-13,1041
2018-01-14,1041
2018-01-15,1041
2018-01-16,1041
2018-01-17,1041
2018-01-18,1041
2018-01-19,1041
2018-01-20,1041
2018-01-21,1041
2018-01-22,1041
2018-01-23,1041
2018-01-24,991
2018-01-25,991
2018-01-26,991
2018-01-27,991
2018-01-28,991
2018-01-29,991
2018-01-31,991
2018-02-01,991
2018-02-02,991
2018-02-03,991
2018-02-04,991
2018-02-05,991
2018-02-06,991
2018-02-07,991
2018-02-08,991
2018-02-09,991
2018-02-10,991
2018-02-11,952
2018-02-12,952
2018-02-13,952
2018-02-14,952
2018-02-15,952
2018-02-16,952
2018-02-17,952
2018-02-18,952
2018-02-19,952
2018-02-20,952
2018-02-21,952
2018-02-22,921
2018-02-23,921
2018-02-24,921
2018-02-25,921
2018-02-26,921
2018-02-27,921
2018-03-01,921
2018-03-02,921
2018-03-03,921
2018-03-04,921
2018-03-05,921
2018-03-06,921
2018-03-07,921
2018-03-08,921
2018-03-09,921
2018-03-10,921
2018-03-11,891
2018-03-12,891
2018-03-13,891
2018-03-14,891
2018-03-15,891
2018-03-16,891
2018-03-17,891
2018-03-18,891
2018-03-19,891
2018-03-20,891
2018-03-21,891
2018-03-23,891
2018-03-24,891
2018-03-26,891
2018-03-27,891
2018-03-28,891
2018-03-29,891
2018-03-30,891
2018-03-31,891
2018-04-01,855
2018-04-02,855
2018-04-03,855
2018-04-04,855
2018-04-05,855
2018-04-06,855
2018-04-07,855
2018-04-08,855
2018-04-09,855
2018-04-10,855
2018-04-11,855
2018-04-12,855
2018-04-13,855
2018-04-14,855
2018-04-15,855
2018-04-16,855
2018-04-17,855
2018-04-18,855
2018-04-19,855
2018-04-20,817
2018-04-21,817
2018-04-22,817
2018-04-23,817
2018-04-24,817
2018-04-25,817
2018-04-26,817
2018-04-27,817
2018-04-28,817
2018-04-29,817
2018-04-30,817
2018-05-01,817
2018-05-02,817
2018-05-04,817
2018-05-05,817
2018-05-06,817
2018-05-07,817
2018-05-08,817
2018-05-09,817
2018-05-10,817
2018-05-11,817
2018-05-12,786
2018-05-13,786
2018-05-14,786
2018-05-15,786
2018-05-16,786
2018-05-17,786
2018-05-18,786
2018-05-19,786
2018-05-20,786
2018-05-21,786
2018-05-22,786
2018-05-23,786
2018-05-24,786
2018-05-25,786
2018-05-26,786
2018-05-27,786
2018-05-28,786
2018-05-29,769
2018-05-30,769
2018-05-31,769
2018-06-01,769
2018-06-02,769
2018-06-03,769
2018-06-04,769
2018-06-05,769
2018-06-06,769
2018-06-07,769
2018-06-08,769
2018-06-09,769
2018-06-10,769
2018-06-11,769
2018-06-12,769
2018-06-13,769
2018-06-14,769
2018-06-15,769
2018-06-16,779
2018-06-17,779
2018-06-18,779
2018-06-19,779
2018-06-20,779
2018-06-21,779
2018-06-22,779
2018-06-23,779
2018-06-24,779
2018-06-25,779
2018-06-26,779
2018-06-27,779
2018-06-28,779
2018-06-29,779
2018-06-30,779
2018-07-01,779
2018-07-02,779
2018-07-03,779
2018-07-04,779
2018-07-05,779
2018-07-06,745
2018-07-07,745
2018-07-08,745
2018-07-09,745
2018-07-10,745
2018-07-11,745
2018-07-12,745
2018-07-13,745
2018-07-14,745
2018-07-15,745
2018-07-16,745
2018-07-17,745
2018-07-18,745
2018-07-19,745
2018-07-20,745
2018-07-21,745
2018-07-22,745
2018-07-23,745
2018-07-24,745
2018-07-25,745
2018-07-26,745
2018-07-27,745
2018-07-28,745
2018-07-29,713
2018-07-30,713
2018-07-31,713
2018-08-01,713
2018-08-02,713
2018-08-03,713
2018-08-04,713
2018-08-05,713
2018-08-06,713
2018-08-07,713
2018-08-08,713
2018-08-09,713
2018-08-10,713
2018-08-11,713
2018-08-12,687
2018-08-14,687
2018-08-16,687
2018-08-17,687
2018-08-18,687
2018-08-19,687
2018-08-20,687
2018-08-21,687
2018-08-22,687
2018-08-23,687
2018-08-24,687
2018-08-25,687
2018-08-26,687
2018-08-27,665
2018-08-28,665
2018-08-29,665
2018-08-30,665
2018-08-31,665
2018-09-01,665
2018-09-02,665
2018-09-03,665
2018-09-04,665
2018-09-05,665
2018-09-06,665
2018-09-07,665
2018-09-08,665
2018-09-09,665
2018-09-10,656
2018-09-11,656
2018-09-12,656
2018-09-13,656
2018-09-14,656
2018-09-15,656
2018-09-16,656
2018-09-17,656
2018-09-18,656
2018-09-19,656
2018-09-20,656
2018-09-21,656
2018-09-22,656
2018-09-23,656
2018-09-24,629
2018-09-25,629
2018-09-26,629
2018-09-27,629
2018-09-28,629
2018-09-29,629
2018-09-30,629
2018-10-02,629
2018-10-03,629
2018-10-04,629
2018-10-05,629
2018-10-06,629
2018-10-07,629
2018-10-08,629
2018-10-09,648
2018-10-10,648
2018-10-11,648
2018-10-12,648
2018-10-13,648
2018-10-14,648
2018-10-15,648
2018-10-16,648
2018-10-17,648
2018-10-18,648
2018-10-19,648
2018-10-20,648
2018-10-21,648
2018-10-22,648
2018-10-23,633
2018-10-24,633
2018-10-25,633
2018-10-26,633
2018-10-27,633
2018-10-28,633
2018-10-29,633
2018-10-30,633
2018-10-31,633
2018-11-01,633
2018-11-03,633
2018-11-04,650
2018-11-05,650
2018-11-06,650
2018-11-07,650
2018-11-08,650
2018-11-09,650
2018-11-10,650
2018-11-11,650
2018-11-12,637
2018-11-13,637
2018-11-15,637
2018-11-16,637
2018-11-17,637
2018-11-18,637
2018-11-19,637
2018-11-20,645
2018-11-21,645
2018-11-22,645
2018-11-23,645
2018-11-24,645
2018-11-25,645
2018-11-26,645
2018-11-27,645
2018-11-28,645
2018-11-29,630
2018-12-01,630
2018-12-02,630
2018-12-03,630
2018-12-04,630
2018-12-05,630
2018-12-07,615
2018-12-09,615
2018-12-10,615
2018-12-11,615
2018-12-12,615
2018-12-13,615
2018-12-14,615
2018-12-15,613
2018-12-16,613
2018-12-17,613
2018-12-18,613
2018-12-19,613
2018-12-20,613
2018-12-21,613
2018-12-22,613
2018-12-23,622
2018-12-24,622
2018-12-25,622
2018-12-26,622
2018-12-27,622
2018-12-28,622
2018-12-29,622
2018-12-30,622
2018-12-31,622
2019-01-01,609
2019-01-02,609
2019-01-03,609
2019-01-04,609
2019-01-05,609
2019-01-06,609
2019-01-08,626
2019-01-10,626
2019-01-11,626
2019-01-12,626
2019-01-13,626
2019-01-14,626
2019-01-15,626
2019-01-16,630
2019-01-17,630
2019-01-18,630
2019-01-19,630
2019-01-20,630
2019-01-21,630
2019-01-22,630
2019-01-23,630
2019-01-24,645
2019-01-25,645
2019-01-26,645
2019-01-27,645
2019-01-28,645
2019-01-29,645
2019-01-30,645
2019-01-31,645
2019-02-01,628
2019-02-02,628
2019-02-03,628
2019-02-04,628
2019-02-05,628
2019-02-06,628
2019-02-07,628
2019-02-08,628
2019-02-09,628
2019-02-10,637
2019-02-11,637
2019-02-12,637
2019-02-13,637
2019-02-14,637
2019-02-15,637
2019-02-16,637
2019-02-17,637
2019-02-18,637
2019-02-19,637
2019-02-20,637
2019-02-21,644
2019-02-22,644
2019-02-23,644
2019-02-24,644
2019-02-25,644
2019-02-26,644
2019-02-27,644
2019-02-28,644
2019-03-01,644
2019-03-02,644
2019-03-03,644
2019-03-04,644
2019-03-05,644
2019-03-06,644
2019-03-07,649
2019-03-08,649
2019-03-09,649
2019-03-10,649
2019-03-11,649
2019-03-12,649
2019-03-13,649
2019-03-14,649
2019-03-15,649
2019-03-16,649
2019-03-17,649
2019-03-18,656
2019-03-19,656
2019-03-20,656
2019-03-21,656
2019-03-22,656
2019-03-23,656
2019-03-24,656
2019-03-25,656
2019-03-26,656
2019-03-27,656
2019-03-28,656
2019-03-29,655
2019-03-30,655
2019-03-31,655
2019-04-01,655
2019-04-02,655
2019-04-03,655
2019-04-04,655
2019-04-05,655
2019-04-06,655
2019-04-07,655
2019-04-08,655
2019-04-09,655
2019-04-10,655
2019-04-11,634
2019-04-12,634
2019-04-13,634
2019-04-14,634
2019-04-15,634
2019-04-16,634
2019-04-17,634
2019-04-18,634
2019-04-19,634
2019-04-20,634
2019-04-21,634
2019-04-22,639
2019-04-23,639
2019-04-24,639
2019-04-25,639
2019-04-26,639
2019-04-27,639
2019-04-28,639
2019-04-29,639
2019-04-30,639
2019-05-01,639
2019-05-02,639
2019-05-03,655
2019-05-04,655
2019-05-05,655
2019-05-06,655
2019-05-07,655
2019-05-08,655
2019-05-09,655
2019-05-10,655
2019-05-11,655
2019-05-12,655
2019-05-13,655
2019-05-14,655
2019-05-15,655
2019-05-16,660
2019-05-17,660
2019-05-18,660
2019-05-19,660
2019-05-20,660
2019-05-21,660
2019-05-22,660
2019-05-23,660
2019-05-24,660
2019-05-25,660
2019-05-26,660
2019-05-27,660
2019-05-28,660
2019-05-29,643
2019-05-30,643
2019-05-31,643
2019-06-01,643
2019-06-02,643
2019-06-03,643
2019-06-04,643
2019-06-05,643
2019-06-06,643
2019-06-07,643
2019-06-08,643
2019-06-09,643
2019-06-10,647
2019-06-11,647
2019-06-12,647
2019-06-13,647
2019-06-14,647
2019-06-15,647
2019-06-16,647
2019-06-17,647
2019-06-18,647
2019-06-19,647
2019-06-20,647
2019-06-21,647
2019-06-22,647
2019-06-23,656
2019-06-24,656
2019-06-25,656
2019-06-26,656
2019-06-27,656
2019-06-28,656
2019-06-29,656
2019-06-30,656
2019-07-01,656
2019-07-02,656
2019-07-03,656
2019-07-04,656
2019-07-05,656
2019-07-06,656
2019-07-07,656
2019-07-08,656
2019-07-09,675
2019-07-10,675
2019-07-11,675
2019-07-12,675
2019-07-13,675
2019-07-14,675
2019-07-15,675
2019-07-16,675
2019-07-17,675
2019-07-18,675
2019-07-19,675
2019-07-20,675
2019-07-21,675
2019-07-22,675
2019-07-23,675
2019-07-24,675
2019-07-25,704
2019-07-26,704
2019-07-27,704
2019-07-28,704
2019-07-29,704
2019-07-30,704
2019-07-31,704
2019-08-01,704
2019-08-02,704
2019-08-03,704
2019-08-04,704
2019-08-05,704
2019-08-06,704
2019-08-07,704
2019-08-08,704
2019-08-09,704
2019-08-10,704
2019-08-11,704
2019-08-12,704
2019-08-13,738
2019-08-14,738
2019-08-15,738
2019-08-16,738
2019-08-17,738
2019-08-18,738
2019-08-19,738
2019-08-20,738
2019-08-21,738
2019-08-22,738
2019-08-23,738
2019-08-24,738
2019-08-24,738
2019-08-25,738
2019-08-25,738
2019-08-26,738
2019-08-26,738
2019-08-27,738
2019-08-27,738
2019-08-28,738
2019-08-29,738
2019-08-30,738
2019-08-31,738
2019-09-01,738
2019-09-02,738
2019-09-03,775
2019-09-04,775
2019-09-05,775
2019-09-06,775
2019-09-07,775
2019-09-08,775
2019-09-09,775
2019-09-10,775
2019-09-11,775
2019-09-12,775
2019-09-13,775
2019-09-14,775
2019-09-15,775
2019-09-16,775
2019-09-17,775
2019-09-18,775
2019-09-19,775
2019-09-20,775
2019-09-21,775
2019-09-22,775
2019-09-23,775
2019-09-24,775
2019-09-25,792
2019-09-26,792
2019-09-27,792
2019-09-28,792
2019-09-29,792
2019-09-30,792
2019-10-01,792
2019-10-02,792
2019-10-03,792
2019-10-04,792
2019-10-05,792
2019-10-06,792
2019-10-07,792
2019-10-08,792
2019-10-09,792
2019-10-10,792
2019-10-11,792
2019-10-12,792
2019-10-13,792
2019-10-14,792
2019-10-15,792
2019-10-16,825
2019-10-17,825
2019-10-18,825
2019-10-19,825
2019-10-20,825
2019-10-21,825
2019-10-22,825
2019-10-23,825
2019-10-24,825
2019-10-25,825
2019-10-26,825
2019-10-27,825
2019-10-28,825
2019-10-29,825
2019-10-30,825
2019-10-31,825
2019-11-01,825
2019-11-02,825
2019-11-03,816
2019-11-04,816
2019-11-05,816
2019-11-06,816
2019-11-07,816
2019-11-08,816
2019-11-09,816
2019-11-10,816
2019-11-11,816
2019-11-12,816
2019-11-13,816
2019-11-14,816
2019-11-15,816
2019-11-16,816
2019-11-17,816
2019-11-18,816
2019-11-19,816
2019-11-20,816
2019-11-21,816
2019-11-22,797
2019-11-23,797
2019-11-24,797
2019-11-25,797
2019-11-26,797
2019-11-27,797
2019-11-28,797
2019-11-29,797
2019-11-30,797
2019-12-01,797
2019-12-02,797
2019-12-03,797
2019-12-04,797
2019-12-05,797
2019-12-06,797
2019-12-07,797
2019-12-08,797
2019-12-09,797
2019-12-10,797
2019-12-11,796
2019-12-12,796
2019-12-13,796
2019-12-14,796
2019-12-15,796
2019-12-16,796
2019-12-17,796
2019-12-18,796
2019-12-19,796
2019-12-20,796
2019-12-21,796
2019-12-22,796
2019-12-23,796
2019-12-24,796
2019-12-25,796
2019-12-26,796
2019-12-27,796
2019-12-28,796
2019-12-29,796
2019-12-30,796
2019-12-31,796
2020-01-01,828
2020-01-02,828
2020-01-03,828
2020-01-04,828
2020-01-05,828
2020-01-06,828
2020-01-07,828
2020-01-08,828
2020-01-09,828
2020-01-10,828
2020-01-11,828
2020-01-12,828
2020-01-13,828
2020-01-14,828
2020-01-15,828
2020-01-16,828
2020-01-17,861
2020-01-18,861
2020-01-19,861
2020-01-20,861
2020-01-21,861
2020-01-22,861
2020-01-23,861
2020-01-24,861
2020-01-25,861
2020-01-26,861
2020-01-27,861
2020-01-28,861
2020-01-29,861
2020-01-30,861
2020-01-31,861
2020-02-01,861
2020-02-02,890
2020-02-03,890
2020-02-04,890
2020-02-05,890
2020-02-06,890
2020-02-07,890
2020-02-08,890
2020-02-09,890
2020-02-10,890
2020-02-11,890
2020-02-12,890
2020-02-13,890
2020-02-14,890
2020-02-15,890
2020-02-16,890
2020-02-17,890
2020-02-18,916
2020-02-19,916
2020-02-20,916
2020-02-21,916
2020-02-22,916
2020-02-23,916
2020-02-24,916
2020-02-25,916
2020-02-26,916
2020-02-27,916
2020-02-28,916
2020-02-29,916
2020-03-01,916
2020-03-02,916
2020-03-03,916
2020-03-04,916
2020-03-05,916
2020-03-06,955
2020-03-07,955
2020-03-08,955
2020-03-09,955
2020-03-10,955
2020-03-11,955
2020-03-12,955
2020-03-13,955
2020-03-14,955
2020-03-15,955
2020-03-16,955
2020-03-17,955
2020-03-18,955
2020-03-19,955
2020-03-20,955
2020-03-21,975
2020-03-22,975
2020-03-23,975
2020-03-24,975
2020-03-25,975
2020-03-26,975
2020-03-27,975
2020-03-28,975
2020-03-29,975
2020-03-30,975
2020-03-31,980
2020-04-01,980
2020-04-02,980
2020-04-03,980
2020-04-04,980
2020-04-05,980
2020-04-06,980
2020-04-07,980
2020-04-08,980
2020-04-09,980
2020-04-10,946
2020-04-11,946
2020-04-12,946
2020-04-13,946
2020-04-14,946
2020-04-15,946
2020-04-16,946
2020-04-17,946
2020-04-18,946
2020-04-19,961
2020-04-20,961
2020-04-21,961
2020-04-22,961
2020-04-23,961
2020-04-24,961
2020-04-25,961
2020-04-26,961
2020-04-27,961
2020-04-28,961
2020-04-29,961
2020-04-30,1010
2020-05-01,1010
2020-05-02,1010
2020-05-03,1010
2020-05-04,1010
2020-05-05,1010
2020-05-06,1010
2020-05-07,1010
2020-05-08,1010
2020-05-09,1010
2020-05-10,1061
2020-05-11,1061
2020-05-12,1061
2020-05-13,1061
