date_obj,Red%20bead price
2015-07-08,2581
2015-07-09,2581
2015-07-10,2692
2015-07-11,2796
2015-07-12,2934
2015-07-13,3026
2015-07-14,2912
2015-07-15,2766
2015-07-16,2637
2015-07-17,2505
2015-07-18,2505
2015-07-19,2379
2015-07-20,2260
2015-07-21,2157
2015-07-22,2049
2015-07-23,2049
2015-07-24,1946
2015-07-25,1859
2015-07-26,1780
2015-07-27,1691
2015-07-28,1613
2015-07-29,1571
2015-07-30,1571
2015-07-31,1535
2015-08-01,1508
2015-08-02,1459
2015-08-03,1443
2015-08-04,1443
2015-08-05,1433
2015-08-06,1443
2015-08-07,1440
2015-08-08,1447
2015-08-09,1445
2015-08-10,1418
2015-08-11,1397
2015-08-12,1397
2015-08-13,1397
2015-08-14,1385
2015-08-15,1385
2015-08-16,1361
2015-08-17,1361
2015-08-18,1365
2015-08-19,1365
2015-08-20,1333
2015-08-21,1333
2015-08-22,1355
2015-08-23,1355
2015-08-24,1312
2015-08-25,1312
2015-08-26,1312
2015-08-27,1288
2015-08-28,1288
2015-08-29,1232
2015-08-30,1232
2015-08-31,1215
2015-09-01,1215
2015-09-02,1228
2015-09-03,1228
2015-09-04,1246
2015-09-05,1246
2015-09-06,1246
2015-09-07,1204
2015-09-08,1204
2015-09-09,1178
2015-09-10,1178
2015-09-11,1169
2015-09-12,1169
2015-09-13,1142
2015-09-14,1142
2015-09-15,1135
2015-09-16,1135
2015-09-17,1170
2015-09-18,1170
2015-09-19,1216
2015-09-20,1216
2015-09-21,1270
2015-09-22,1270
2015-09-23,1312
2015-09-24,1312
2015-09-25,1312
2015-09-27,1308
2015-09-28,1323
2015-09-29,1323
2015-09-30,1341
2015-10-05,1362
2015-10-06,1358
2015-10-07,1358
2015-10-08,1346
2015-10-09,1346
2015-10-10,1327
2015-10-11,1297
2015-10-12,1297
2015-10-13,1292
2015-10-14,1292
2015-10-15,1264
2015-10-16,1264
2015-10-17,1229
2015-10-18,1229
2015-10-19,1190
2015-10-20,1190
2015-10-22,1201
2015-10-23,1246
2015-10-24,1246
2015-10-25,1295
2015-10-26,1295
2015-10-27,1360
2015-10-29,1428
2015-10-30,1428
2015-10-31,1500
2015-11-01,1500
2015-11-02,1575
2015-11-03,1575
2015-11-04,1619
2015-11-05,1619
2015-11-06,1613
2015-11-07,1623
2015-11-08,1623
2015-11-09,1623
2015-11-10,1630
2015-11-11,1645
2015-11-12,1645
2015-11-13,1645
2015-11-14,1645
2015-11-15,1645
2015-11-16,1728
2015-11-17,1728
2015-11-18,1806
2015-11-19,1851
2015-11-20,1851
2015-11-21,1902
2015-11-22,1998
2015-11-23,1998
2015-11-24,2093
2015-11-25,2198
2015-11-26,2198
2015-11-27,2298
2015-11-28,2298
2015-11-29,2309
2015-11-30,2309
2015-12-01,2302
2015-12-02,2302
2015-12-03,2274
2015-12-04,2274
2015-12-05,2261
2015-12-06,2261
2015-12-07,2200
2015-12-08,2200
2015-12-09,2105
2015-12-10,2105
2015-12-11,2031
2015-12-12,2031
2015-12-13,2010
2015-12-14,2010
2015-12-15,1949
2015-12-16,1949
2015-12-17,1936
2015-12-18,1936
2015-12-19,2017
2015-12-20,2017
2015-12-21,2059
2015-12-22,2059
2015-12-23,2012
2015-12-24,2012
2015-12-25,1938
2015-12-26,1938
2015-12-27,1843
2015-12-28,1843
2015-12-29,1754
2015-12-30,1754
2015-12-31,1666
2016-01-01,1666
2016-01-02,1588
2016-01-03,1518
2016-01-04,1518
2016-01-05,1442
2016-01-06,1442
2016-01-07,1369
2016-01-08,1369
2016-01-09,1300
2016-01-10,1300
2016-01-11,1259
2016-01-12,1227
2016-01-13,1227
2016-01-14,1215
2016-01-15,1215
2016-01-16,1218
2016-01-17,1218
2016-01-18,1222
2016-01-19,1222
2016-01-20,1239
2016-01-21,1239
2016-01-22,1256
2016-01-23,1256
2016-01-24,1309
2016-01-25,1370
2016-01-26,1370
2016-01-27,1439
2016-01-28,1439
2016-01-29,1511
2016-01-30,1511
2016-01-31,1587
2016-02-01,1587
2016-02-02,1667
2016-02-03,1667
2016-02-04,1751
2016-02-05,1751
2016-02-06,1839
2016-02-07,1839
2016-02-08,1881
2016-02-09,1881
2016-02-10,1945
2016-02-11,1945
2016-02-12,2039
2016-02-13,2141
2016-02-14,2141
2016-02-15,2150
2016-02-16,2150
2016-02-17,2068
2016-02-18,2068
2016-02-19,2137
2016-02-20,2137
2016-02-21,2244
2016-02-22,2244
2016-02-23,2311
2016-02-24,2311
2016-02-25,2308
2016-02-26,2308
2016-02-27,2293
2016-02-28,2293
2016-02-29,2365
2016-03-01,2365
2016-03-02,2484
2016-03-03,2484
2016-03-04,2569
2016-03-05,2569
2016-03-06,2538
2016-03-07,2538
2016-03-08,2549
2016-03-09,2549
2016-03-10,2653
2016-03-11,2653
2016-03-12,2775
2016-03-13,2775
2016-03-14,2815
2016-03-15,2815
2016-03-16,2744
2016-03-17,2744
2016-03-18,2727
2016-03-19,2727
2016-03-20,2655
2016-03-21,2655
2016-03-22,2632
2016-03-23,2632
2016-03-24,2568
2016-03-25,2568
2016-03-26,2526
2016-03-27,2526
2016-03-28,2606
2016-03-29,2606
2016-03-30,2705
2016-03-31,2705
2016-04-01,2726
2016-04-02,2726
2016-04-03,2604
2016-04-04,2604
2016-04-05,2676
2016-04-06,2676
2016-04-07,2699
2016-04-08,2699
2016-04-09,2696
2016-04-10,2760
2016-04-11,2760
2016-04-12,2677
2016-04-13,2677
2016-04-14,2574
2016-04-15,2574
2016-04-16,2488
2016-04-17,2488
2016-04-18,2404
2016-04-19,2404
2016-04-20,2363
2016-04-21,2363
2016-04-22,2361
2016-04-23,2361
2016-04-24,2314
2016-04-25,2267
2016-04-26,2267
2016-04-27,2189
2016-04-28,2189
2016-04-29,2246
2016-04-30,2217
2016-05-01,2217
2016-05-02,2227
2016-05-03,2241
2016-05-04,2241
2016-05-05,2288
2016-05-06,2288
2016-05-07,2354
2016-05-08,2354
2016-05-09,2441
2016-05-10,2497
2016-05-11,2497
2016-05-12,2549
2016-05-13,2662
2016-05-14,2662
2016-05-15,2697
2016-05-16,2697
2016-05-17,2724
2016-05-18,2620
2016-05-19,2620
2016-05-22,2468
2016-05-23,2446
2016-05-24,2446
2016-05-25,2443
2016-05-26,2443
2016-05-27,2508
2016-05-28,2508
2016-05-29,2527
2016-05-30,2527
2016-05-31,2511
2016-06-01,2440
2016-06-02,2440
2016-06-03,2382
2016-06-04,2341
2016-06-05,2341
2016-06-06,2307
2016-06-07,2307
2016-06-08,2253
2016-06-09,2244
2016-06-10,2222
2016-06-11,2222
2016-06-12,2253
2016-06-13,2253
2016-06-14,2366
2016-06-15,2366
2016-06-16,2286
2016-06-17,2266
2016-06-18,2266
2016-06-19,2270
2016-06-20,2270
2016-06-21,2298
2016-06-22,2333
2016-06-23,2333
2016-06-24,2370
2016-06-25,2380
2016-06-26,2380
2016-06-27,2408
2016-06-28,2413
2016-06-29,2413
2016-06-30,2307
2016-07-01,2222
2016-07-02,2222
2016-07-03,2123
2016-07-04,2069
2016-07-05,2069
2016-07-06,1997
2016-07-07,1997
2016-07-08,1935
2016-07-09,1865
2016-07-10,1865
2016-07-11,1834
2016-07-12,1834
2016-07-13,1771
2016-07-14,1771
2016-07-15,1730
2016-07-16,1730
2016-07-17,1732
2016-07-18,1732
2016-07-23,1649
2016-07-24,1649
2016-07-25,1623
2016-07-26,1623
2016-07-27,1568
2016-07-28,1568
2016-07-29,1555
2016-07-30,1555
2016-07-31,1602
2016-08-01,1602
2016-08-02,1683
2016-08-03,1683
2016-08-04,1754
2016-08-05,1754
2016-08-06,1776
2016-08-07,1776
2016-08-08,1817
2016-08-09,1817
2016-08-10,1908
2016-08-11,1908
2016-08-12,1908
2016-08-13,2004
2016-08-14,2004
2016-08-15,2059
2016-08-16,2059
2016-08-17,2091
2016-08-18,2091
2016-08-19,2095
2016-08-20,2095
2016-08-21,2125
2016-08-22,2125
2016-08-23,2144
2016-08-24,2144
2016-08-25,2173
2016-08-26,2173
2016-08-28,2142
2016-08-31,2101
2016-09-01,2042
2016-09-02,2042
2016-09-03,2042
2016-09-04,1973
2016-09-05,1973
2016-09-06,1898
2016-09-07,1898
2016-09-08,1898
2016-09-09,1868
2016-09-10,1868
2016-09-11,1886
2016-09-12,1886
2016-09-13,1939
2016-09-14,1939
2016-09-15,2001
2016-09-16,2001
2016-09-17,2001
2016-09-18,2004
2016-09-19,2004
2016-09-20,1972
2016-09-21,1972
2016-09-22,1932
2016-09-23,1932
2016-09-24,1932
2016-09-25,1865
2016-09-26,1865
2016-09-27,1865
2016-09-28,1855
2016-09-29,1855
2016-09-30,1905
2016-10-01,1905
2016-10-02,1880
2016-10-03,1880
2016-10-04,1836
2016-10-05,1836
2016-10-06,1827
2016-10-07,1827
2016-10-08,1813
2016-10-09,1813
2016-10-10,1813
2016-10-11,1810
2016-10-12,1810
2016-10-13,1821
2016-10-14,1821
2016-10-15,1806
2016-10-16,1806
2016-10-17,1793
2016-10-18,1793
2016-10-19,1770
2016-10-20,1770
2016-10-21,1747
2016-10-22,1747
2016-10-23,1710
2016-10-24,1710
2016-10-25,1715
2016-10-26,1715
2016-10-27,1707
2016-10-28,1707
2016-10-29,1723
2016-10-30,1723
2016-10-31,1732
2016-11-01,1732
2016-11-02,1806
2016-11-03,1806
2016-11-04,1888
2016-11-05,1888
2016-11-06,1960
2016-11-07,1960
2016-11-08,2028
2016-11-09,2028
2016-11-10,2095
2016-11-11,2095
2016-11-12,2119
2016-11-13,2119
2016-11-14,2096
2016-12-08,2042
2016-12-09,2042
2016-12-10,2042
2016-12-11,2042
2016-12-12,2090
2016-12-13,2090
2016-12-14,2165
2016-12-15,2165
2016-12-16,2255
2016-12-17,2271
2016-12-18,2271
2016-12-19,2322
2016-12-20,2326
2016-12-21,2326
2016-12-22,2314
2016-12-23,2415
2016-12-24,2415
2016-12-25,2441
2016-12-26,2441
2016-12-27,2415
2016-12-28,2415
2016-12-29,2387
2016-12-30,2387
2016-12-31,2375
2017-01-01,2375
2017-01-02,2377
2017-01-03,2377
2017-01-04,2374
2017-01-05,2374
2017-01-06,2306
2017-01-07,2224
2017-01-08,2224
2017-01-09,2156
2017-01-10,2156
2017-01-11,2108
2017-01-12,2091
2017-01-13,2091
2017-01-14,2080
2017-01-15,2069
2017-01-16,2069
2017-01-17,2055
2017-01-18,2136
2017-01-19,2136
2017-01-20,2084
2017-01-21,1986
2017-01-22,1986
2017-01-27,1863
2017-01-28,1829
2017-01-29,1824
2017-01-30,1824
2017-01-31,1807
2017-02-01,1807
2017-02-02,1807
2017-02-03,1836
2017-02-04,1862
2017-02-05,1862
2017-02-06,1880
2017-02-07,1880
2017-02-08,1823
2017-02-09,1823
2017-02-10,1810
2017-02-11,1776
2017-02-12,1776
2017-02-13,1741
2017-02-14,1759
2017-02-15,1759
2017-02-16,1738
2017-02-18,1758
2017-02-19,1763
2017-02-20,1763
2017-02-21,1814
2017-02-22,1814
2017-02-23,1899
2017-02-24,1899
2017-02-25,1958
2017-02-26,1958
2017-02-27,1987
2017-02-28,1899
2017-03-01,1899
2017-03-02,1863
2017-03-03,1863
2017-03-04,1832
2017-03-05,1832
2017-03-06,1773
2017-03-07,1773
2017-03-08,1698
2017-03-09,1698
2017-03-10,1622
2017-03-11,1595
2017-03-12,1595
2017-03-13,1584
2017-03-14,1594
2017-03-15,1594
2017-03-16,1587
2017-03-17,1587
2017-03-18,1663
2017-03-19,1747
2017-03-20,1828
2017-03-21,1828
2017-03-22,1900
2017-03-23,1962
2017-03-24,2012
2017-03-25,2012
2017-03-26,2013
2017-03-27,2017
2017-03-28,2017
2017-03-29,2092
2017-03-30,2092
2017-03-31,2140
2017-04-01,2140
2017-04-02,2126
2017-04-03,2102
2017-04-04,2102
2017-04-12,1741
2017-04-13,1749
2017-04-14,1749
2017-04-15,1741
2017-04-16,1715
2017-04-17,1748
2017-04-18,1748
2017-04-19,1723
2017-04-20,1723
2017-04-21,1711
2017-04-22,1711
2017-04-23,1718
2017-04-24,1718
2017-04-25,1800
2017-04-26,1800
2017-04-27,1890
2017-04-28,1890
2017-04-29,1985
2017-04-30,1985
2017-05-01,2085
2017-05-02,2107
2017-05-03,2107
2017-05-04,2042
2017-05-05,2042
2017-05-06,2005
2017-05-07,2005
2017-05-08,2082
2017-05-09,2187
2017-05-10,2187
2017-05-11,2297
2017-05-12,2412
2017-05-13,2476
2017-05-14,2476
2017-05-15,2561
2017-05-16,2575
2017-05-17,2575
2017-05-18,2541
2017-05-19,2541
2017-05-20,2421
2017-05-21,2421
2017-05-22,2321
2017-05-23,2321
2017-05-24,2243
2017-05-25,2243
2017-05-26,2152
2017-05-27,2086
2017-05-28,2086
2017-05-29,2051
2017-05-30,2051
2017-05-31,1949
2017-06-01,1949
2017-06-02,1894
2017-06-03,1894
2017-06-06,1850
2017-06-07,1850
2017-06-08,1854
2017-06-09,1854
2017-06-10,1843
2017-06-11,1843
2017-06-12,1865
2017-06-13,1849
2017-06-14,1849
2017-06-15,1865
2017-06-16,1865
2017-06-17,1841
2017-06-18,1832
2017-06-19,1832
2017-06-20,1846
2017-06-21,1846
2017-06-22,1834
2017-06-23,1834
2017-06-24,1814
2017-06-25,1814
2017-06-26,1782
2017-06-27,1835
2017-06-28,1835
2017-06-29,1793
2017-06-30,1793
2017-07-01,1732
2017-07-02,1732
2017-07-03,1696
2017-07-04,1696
2017-07-05,1709
2017-07-06,1687
2017-07-07,1687
2017-07-08,1659
2017-07-13,1496
2017-07-14,1463
2017-07-15,1463
2017-07-16,1405
2017-07-17,1409
2017-07-18,1409
2017-07-19,1401
2017-07-20,1384
2017-07-21,1384
2017-07-22,1369
2017-07-23,1343
2017-07-24,1343
2017-07-25,1363
2017-07-26,1382
2017-07-27,1372
2017-07-28,1372
2017-07-29,1418
2017-07-30,1464
2017-07-31,1464
2017-08-01,1488
2017-08-02,1546
2017-08-03,1546
2017-08-04,1578
2017-08-05,1547
2017-08-06,1547
2017-08-09,1467
2017-08-10,1439
2017-08-11,1439
2017-08-12,1397
2017-08-13,1397
2017-08-14,1422
2017-08-15,1449
2017-08-16,1449
2017-08-17,1454
2017-08-18,1454
2017-08-19,1485
2017-08-20,1546
2017-08-22,1560
2017-08-23,1560
2017-08-24,1526
2017-08-25,1526
2017-08-26,1486
2017-08-27,1421
2017-08-28,1421
2017-08-29,1411
2017-08-30,1380
2017-08-31,1380
2017-09-01,1334
2017-09-02,1310
2017-09-03,1310
2017-09-04,1272
2017-09-05,1284
2017-09-06,1284
2017-09-07,1250
2017-09-08,1250
2017-09-09,1233
2017-09-10,1214
2017-09-11,1214
2017-09-12,1197
2017-09-13,1209
2017-09-14,1241
2017-09-15,1241
2017-09-16,1294
2017-09-17,1279
2017-09-19,1293
2017-09-20,1343
2017-09-21,1343
2017-09-22,1295
2017-09-23,1295
2017-09-24,1255
2017-09-25,1255
2017-09-26,1239
2017-09-27,1239
2017-09-28,1234
2017-09-29,1204
2017-09-30,1204
2017-10-01,1184
2017-10-02,1216
2017-10-03,1216
2017-10-04,1183
2017-10-05,1183
2017-10-06,1133
2017-10-07,1091
2017-10-08,1091
2017-10-09,1045
2017-10-10,1066
2017-10-11,1066
2017-10-12,1077
2017-10-13,1121
2017-10-14,1110
2017-10-15,1110
2017-10-16,1080
2017-10-17,1080
2017-10-18,1043
2017-10-19,1043
2017-10-20,1023
2017-10-21,1023
2017-10-22,1008
2017-10-23,1008
2017-10-24,992
2017-10-25,995
2017-10-26,995
2017-10-27,1043
2017-10-28,1043
2017-10-29,1094
2017-10-30,1094
2017-10-31,1121
2017-11-01,1121
2017-11-02,1140
2017-11-03,1140
2017-11-04,1181
2017-11-05,1181
2017-11-06,1205
2017-11-07,1205
2017-11-08,1264
2017-11-09,1279
2017-11-10,1279
2017-11-11,1253
2017-11-12,1250
2017-11-13,1250
2017-11-14,1209
2017-11-15,1209
2017-11-16,1172
2017-11-17,1172
2017-11-18,1115
2017-11-19,1073
2017-11-20,1073
2017-11-21,1038
2017-11-22,1038
2017-11-23,1013
2017-11-24,1013
2017-11-25,1051
2017-11-26,1051
2017-11-27,1069
2017-11-28,1069
2017-11-29,1075
2017-11-30,1075
2017-12-01,1075
2017-12-02,1075
2017-12-03,1054
2017-12-04,1054
2017-12-05,1044
2017-12-06,1044
2017-12-07,1016
2017-12-08,1016
2017-12-09,1013
2017-12-10,995
2017-12-11,995
2017-12-12,970
2017-12-14,946
2017-12-15,939
2017-12-16,939
2017-12-17,966
2017-12-18,1011
2017-12-19,1011
2017-12-20,1040
2017-12-21,1092
2017-12-22,1092
2017-12-23,1119
2017-12-24,1119
2017-12-25,1139
2017-12-26,1141
2017-12-27,1122
2017-12-28,1122
2017-12-29,1101
2017-12-30,1089
2017-12-31,1089
2018-01-01,1095
2018-01-02,1095
2018-01-03,1085
2018-01-04,1085
2018-01-05,1058
2018-01-06,1037
2018-01-07,1044
2018-01-08,1066
2018-01-09,1071
2018-01-10,1071
2018-01-11,1035
2018-01-12,1020
2018-01-13,1034
2018-01-14,1081
2018-01-15,1131
2018-01-16,1172
2018-01-17,1146
2018-01-18,1166
2018-01-19,1166
2018-01-20,1199
2018-01-21,1213
2018-01-22,1193
2018-01-23,1191
2018-01-24,1219
2018-01-25,1279
2018-01-26,1343
2018-01-27,1411
2018-01-28,1482
2018-01-29,1557
2018-01-31,1516
2018-02-01,1447
2018-02-02,1446
2018-02-03,1479
2018-02-04,1499
2018-02-05,1566
2018-02-06,1645
2018-02-07,1700
2018-02-08,1700
2018-02-09,1623
2018-02-10,1623
2018-02-11,1544
2018-02-12,1475
2018-02-13,1436
2018-02-14,1375
2018-02-15,1318
2018-02-16,1253
2018-02-17,1283
2018-02-18,1348
2018-02-19,1401
2018-02-20,1469
2018-02-21,1519
2018-02-22,1519
2018-02-23,1461
2018-02-24,1461
2018-02-25,1396
2018-02-26,1353
2018-02-27,1290
2018-02-28,1290
2018-03-01,1243
2018-03-02,1192
2018-03-03,1132
2018-03-04,1132
2018-03-05,1134
2018-03-06,1120
2018-03-07,1176
2018-03-08,1226
2018-03-09,1282
2018-03-10,1306
2018-03-11,1359
2018-03-12,1300
2018-03-13,1344
2018-03-14,1409
2018-03-15,1409
2018-03-16,1359
2018-03-17,1311
2018-03-18,1284
2018-03-19,1284
2018-03-20,1238
2018-03-21,1215
2018-03-23,1243
2018-03-24,1278
2018-03-26,1267
2018-03-27,1254
2018-03-28,1254
2018-03-29,1242
2018-03-30,1272
2018-03-31,1256
2018-04-01,1234
2018-04-02,1204
2018-04-03,1157
2018-04-04,1135
2018-04-05,1135
2018-04-06,1091
2018-04-08,1036
2018-04-09,993
2018-04-10,955
2018-04-11,948
2018-04-12,924
2018-04-13,924
2018-04-14,913
2018-04-15,889
2018-04-16,889
2018-04-17,867
2018-04-18,867
2018-04-19,860
2018-04-20,885
2018-04-21,887
2018-04-22,887
2018-04-23,930
2018-04-24,930
2018-04-25,977
2018-04-26,977
2018-04-27,976
2018-04-28,976
2018-04-29,951
2018-04-30,971
2018-05-01,955
2018-05-02,955
2018-05-03,956
2018-05-04,956
2018-05-05,985
2018-05-06,985
2018-05-07,972
2018-05-08,972
2018-05-09,979
2018-05-10,988
2018-05-11,988
2018-05-12,1005
2018-05-13,1005
2018-05-14,1053
2018-05-15,1070
2018-05-16,1054
2018-05-17,1047
2018-05-18,1089
2018-05-19,1128
2018-05-20,1142
2018-05-21,1184
2018-05-22,1184
2018-05-23,1206
2018-05-24,1187
2018-05-25,1187
2018-05-26,1202
2018-05-27,1202
2018-05-28,1191
2018-05-29,1200
2018-05-30,1196
2018-05-31,1192
2018-06-01,1142
2018-06-02,1085
2018-06-03,1085
2018-06-04,1042
2018-06-05,1052
2018-06-06,1052
2018-06-07,1052
2018-06-08,1052
2018-06-09,1052
2018-06-10,1064
2018-06-11,1027
2018-06-12,1001
2018-06-13,984
2018-06-14,955
2018-06-15,955
2018-06-16,952
2018-06-17,985
2018-06-18,1012
2018-06-19,1013
2018-06-20,1013
2018-06-21,1031
2018-06-22,1012
2018-06-23,1012
2018-06-24,1053
2018-06-25,1105
2018-06-26,1161
2018-06-27,1199
2018-06-28,1259
2018-06-29,1294
2018-06-30,1293
2018-07-01,1295
2018-07-02,1295
2018-07-03,1296
2018-07-04,1322
2018-07-05,1385
2018-07-06,1455
2018-07-07,1528
2018-07-08,1605
2018-07-09,1658
2018-07-10,1698
2018-07-11,1726
2018-07-12,1756
2018-07-13,1773
2018-07-14,1746
2018-07-15,1811
2018-07-16,1902
2018-07-17,1930
2018-07-18,2014
2018-07-19,1935
2018-07-20,1915
2018-07-21,1864
2018-07-22,1839
2018-07-23,1785
2018-07-24,1716
2018-07-25,1647
2018-07-26,1614
2018-07-27,1578
2018-07-28,1541
2018-07-29,1492
2018-07-30,1458
2018-07-31,1398
2018-08-01,1398
2018-08-02,1374
2018-08-03,1365
2018-08-04,1350
2018-08-05,1370
2018-08-06,1410
2018-08-07,1408
2018-08-08,1430
2018-08-09,1499
2018-08-10,1559
2018-08-11,1554
2018-08-12,1482
2018-08-14,1348
2018-08-16,1303
2018-08-17,1330
2018-08-18,1289
2018-08-19,1283
2018-08-20,1284
2018-08-21,1269
2018-08-22,1268
2018-08-23,1266
2018-08-24,1269
2018-08-25,1275
2018-08-26,1265
2018-08-27,1258
2018-08-28,1286
2018-08-29,1324
2018-08-30,1345
2018-08-31,1340
2018-09-01,1403
2018-09-02,1466
2018-09-03,1528
2018-09-04,1550
2018-09-05,1572
2018-09-06,1572
2018-09-07,1625
2018-09-08,1704
2018-09-09,1789
2018-09-10,1854
2018-09-11,1855
2018-09-12,1802
2018-09-13,1792
2018-09-14,1742
2018-09-15,1703
2018-09-16,1671
2018-09-17,1631
2018-09-18,1593
2018-09-19,1551
2018-09-20,1505
2018-09-21,1473
2018-09-22,1446
2018-09-23,1452
2018-09-24,1500
2018-09-25,1539
2018-09-26,1585
2018-09-27,1610
2018-09-28,1651
2018-09-29,1698
2018-09-30,1727
2018-10-02,1781
2018-10-03,1824
2018-10-04,1824
2018-10-05,1857
2018-10-06,1883
2018-10-07,1911
2018-10-08,1998
2018-10-09,2046
2018-10-10,1995
2018-10-11,1980
2018-10-12,1922
2018-10-13,1943
2018-10-14,1929
2018-10-15,1937
2018-10-16,1887
2018-10-17,1950
2018-10-18,2031
2018-10-19,2117
2018-10-20,2117
2018-10-21,2136
2018-10-22,2158
2018-10-23,2112
2018-10-24,2158
2018-10-25,2148
2018-10-26,2110
2018-10-27,2081
2018-10-28,2082
2018-10-29,2088
2018-10-30,2125
2018-10-31,2115
2018-11-01,2193
2018-11-03,2212
2018-11-04,2216
2018-11-05,2246
2018-11-06,2288
2018-11-07,2275
2018-11-08,2202
2018-11-09,2123
2018-11-10,2047
2018-11-11,1948
2018-11-12,1851
2018-11-13,1758
2018-11-14,1702
2018-11-15,1616
2018-11-16,1564
2018-11-17,1529
2018-11-18,1512
2018-11-19,1517
2018-11-20,1520
2018-11-21,1543
2018-11-22,1508
2018-11-23,1478
2018-11-24,1410
2018-11-25,1371
2018-11-26,1343
2018-11-27,1333
2018-11-28,1309
2018-11-29,1278
2018-12-01,1191
2018-12-02,1158
2018-12-03,1125
2018-12-04,1092
2018-12-05,1078
2018-12-07,1017
2018-12-09,1038
2018-12-11,1138
2018-12-12,1195
2018-12-13,1255
2018-12-14,1301
2018-12-15,1276
2018-12-16,1239
2018-12-17,1206
2018-12-18,1223
2018-12-19,1274
2018-12-20,1219
2018-12-21,1181
2018-12-22,1128
2018-12-23,1135
2018-12-24,1141
2018-12-25,1133
2018-12-26,1147
2018-12-27,1138
2018-12-28,1112
2018-12-29,1092
2018-12-30,1074
2018-12-31,1049
2019-01-01,1047
2019-01-02,1046
2019-01-03,1049
2019-01-04,1065
2019-01-05,1062
2019-01-06,1045
2019-01-08,1036
2019-01-10,1092
2019-01-11,1130
2019-01-12,1151
2019-01-13,1167
2019-01-14,1184
2019-01-15,1189
2019-01-16,1186
2019-01-17,1153
2019-01-18,1136
2019-01-19,1081
2019-01-20,1052
2019-01-21,1024
2019-01-22,996
2019-01-23,985
2019-01-24,1000
2019-01-25,1008
2019-01-26,996
2019-01-27,985
2019-01-28,984
2019-01-29,996
2019-01-30,991
2019-01-31,997
2019-02-01,1026
2019-02-02,978
2019-02-03,951
2019-02-04,914
2019-02-05,900
2019-02-06,919
2019-02-07,898
2019-02-08,864
2019-02-09,820
2019-02-10,824
2019-02-11,787
2019-02-12,772
2019-02-13,758
2019-02-14,745
2019-02-15,780
2019-02-16,802
2019-02-17,806
2019-02-18,818
2019-02-19,825
2019-02-20,835
2019-02-21,822
2019-02-22,823
2019-02-23,822
2019-02-24,816
2019-02-25,790
2019-02-26,791
2019-02-27,797
2019-02-28,809
2019-03-01,841
2019-03-02,825
2019-03-03,839
2019-03-04,839
2019-03-05,832
2019-03-06,833
2019-03-07,836
2019-03-08,836
2019-03-09,829
2019-03-10,833
2019-03-11,852
2019-03-12,868
2019-03-13,855
2019-03-14,859
2019-03-15,858
2019-03-16,850
2019-03-17,872
2019-03-18,890
2019-03-19,910
2019-03-20,927
2019-03-21,926
2019-03-22,900
2019-03-23,900
2019-03-24,910
2019-03-25,912
2019-03-26,932
2019-03-27,932
2019-03-28,961
2019-03-29,925
2019-03-30,925
2019-03-31,934
2019-04-01,946
2019-04-02,943
2019-04-03,922
2019-04-04,956
2019-04-05,980
2019-04-06,987
2019-04-07,979
2019-04-08,985
2019-04-09,1004
2019-04-10,1017
2019-04-11,1006
2019-04-12,1003
2019-04-13,1008
2019-04-14,1018
2019-04-15,1005
2019-04-16,998
2019-04-17,1011
2019-04-18,1015
2019-04-19,1018
