date_obj,Adamant%20pickaxe price
2016-06-05,3489
2016-06-06,3633
2016-06-07,3768
2016-06-08,3885
2016-06-09,4038
2016-06-10,4120
2016-06-11,4129
2016-06-12,4048
2016-06-13,3964
2016-06-14,3908
2016-06-15,3878
2016-06-16,3929
2016-06-17,3897
2016-06-18,3936
2016-06-19,3850
2016-06-20,3748
2016-06-21,3676
2016-06-22,3645
2016-06-23,3579
2016-06-24,3624
2016-06-25,3665
2016-06-26,3590
2016-06-27,3602
2016-06-28,3638
2016-06-29,3722
2016-06-30,3811
2016-07-01,3810
2016-07-02,3837
2016-07-03,3870
2016-07-04,3838
2016-07-05,3818
2016-07-06,3779
2016-07-07,3742
2016-07-08,3704
2016-07-09,3669
2016-07-10,3578
2016-07-11,3512
2016-07-12,3386
2016-07-13,3286
2016-07-14,3203
2016-07-15,3151
2016-07-16,3157
2016-07-17,3108
2016-07-18,3054
2016-07-23,3146
2016-07-24,3122
2016-07-25,3069
2016-07-26,3009
2016-07-27,2984
2016-07-28,2905
2016-07-29,2772
2016-07-30,2675
2016-07-31,2542
2016-08-01,2432
2016-08-02,2349
2016-08-03,2245
2016-08-04,2239
2016-08-05,2258
2016-08-06,2331
2016-08-07,2360
2016-08-08,2373
2016-08-09,2403
2016-08-10,2511
2016-08-11,2562
2016-08-12,2631
2016-08-13,2752
2016-08-14,2886
2016-08-15,2968
2016-08-16,2952
2016-08-17,2945
2016-08-18,2941
2016-08-19,2936
2016-08-20,2948
2016-08-21,2884
2016-08-22,2829
2016-08-23,2804
2016-08-24,2796
2016-08-25,2764
2016-08-26,2767
2016-08-28,2652
2016-08-31,2705
2016-09-01,2782
2016-09-02,2790
2016-09-03,2794
2016-09-04,2810
2016-09-05,2856
2016-09-06,2913
2016-09-07,3020
2016-09-08,3154
2016-09-09,3292
2016-09-10,3409
2016-09-11,3491
2016-09-12,3576
2016-09-13,3698
2016-09-14,3771
2016-09-15,3860
2016-09-16,3950
2016-09-17,3889
2016-09-18,3788
2016-09-19,3705
2016-09-20,3581
2016-09-21,3466
2016-09-22,3410
2016-09-23,3398
2016-09-24,3398
2016-09-25,3324
2016-09-26,3284
2016-09-27,3295
2016-09-28,3274
2016-09-29,3320
2016-09-30,3416
2016-10-01,3491
2016-10-02,3497
2016-10-03,3488
2016-10-04,3508
2016-10-05,3526
2016-10-06,3570
2016-10-07,3600
2016-10-08,3679
2016-10-09,3717
2016-10-10,3770
2016-10-11,3850
2016-10-12,3946
2016-10-13,4039
2016-10-14,4170
2016-10-15,4357
2016-10-16,4521
2016-10-17,4634
2016-10-18,4679
2016-10-19,4577
2016-10-20,4672
2016-10-21,4666
2016-10-22,4718
2016-10-23,4726
2016-10-24,4607
2016-10-25,4435
2016-10-26,4333
2016-10-27,4165
2016-10-28,4133
2016-10-29,4027
2016-10-30,3925
2016-10-31,3851
2016-11-01,3724
2016-11-02,3675
2016-11-03,3536
2016-11-04,3468
2016-11-05,3458
2016-11-06,3537
2016-11-07,3530
2016-11-08,3572
2016-11-09,3493
2016-11-10,3391
2016-11-11,3336
2016-11-12,3320
2016-11-13,3187
2016-11-14,3103
2016-11-15,3077
2016-12-07,2996
2016-12-08,3018
2016-12-09,3008
2016-12-10,3028
2016-12-11,2988
2016-12-12,2908
2016-12-13,2848
2016-12-14,2897
2016-12-15,2881
2016-12-16,2867
2016-12-17,2908
2016-12-18,2887
2016-12-19,2931
2016-12-20,2910
2016-12-21,2876
2016-12-22,2850
2016-12-23,2835
2016-12-24,2904
2016-12-25,2902
2016-12-26,2915
2016-12-27,2912
2016-12-28,2963
2016-12-29,3022
2016-12-30,3084
2016-12-31,3124
2017-01-01,3209
2017-01-02,3355
2017-01-03,3522
2017-01-04,3619
2017-01-05,3739
2017-01-06,3888
2017-01-07,4060
2017-01-08,4246
2017-01-09,4390
2017-01-10,4604
2017-01-11,4752
2017-01-12,4978
2017-01-13,5151
2017-01-14,5202
2017-01-15,5145
2017-01-16,4961
2017-01-17,4959
2017-01-18,4970
2017-01-19,4925
2017-01-20,4980
2017-01-21,4877
2017-01-22,4822
2017-01-23,4872
2017-01-27,4023
2017-01-28,3824
2017-01-29,3634
2017-01-30,3455
2017-01-31,3289
2017-02-01,3210
2017-02-02,3236
2017-02-03,3398
2017-02-04,3555
2017-02-05,3623
2017-02-06,3649
2017-02-07,3690
2017-02-08,3665
2017-02-09,3664
2017-02-10,3658
2017-02-11,3515
2017-02-12,3365
2017-02-13,3243
2017-02-14,3117
2017-02-15,3066
2017-02-16,3000
2017-02-17,2907
2017-02-18,2863
2017-02-19,2925
2017-02-20,3024
2017-02-21,3080
2017-02-22,2979
2017-02-23,2852
2017-02-24,2807
2017-02-25,2740
2017-02-26,2637
2017-02-27,2521
2017-02-28,2394
2017-03-01,2274
2017-03-02,2194
2017-03-03,2252
2017-03-04,2294
2017-03-05,2346
2017-03-06,2380
2017-03-07,2444
2017-03-08,2499
2017-03-09,2502
2017-03-10,2540
2017-03-11,2595
2017-03-12,2576
2017-03-13,2546
2017-03-14,2543
2017-03-15,2565
2017-03-16,2572
2017-03-17,2567
2017-03-18,2632
2017-03-19,2653
2017-03-20,2641
2017-03-21,2628
2017-03-22,2628
2017-03-23,2605
2017-03-24,2553
2017-03-25,2554
2017-03-26,2554
2017-03-27,2499
2017-03-28,2429
2017-03-29,2389
2017-03-30,2322
2017-03-31,2293
2017-04-01,2249
2017-04-02,2229
2017-04-03,2208
2017-04-04,2178
2017-04-05,2140
2017-04-12,2028
2017-04-13,2011
2017-04-14,1974
2017-04-15,1971
2017-04-16,1960
2017-04-17,1942
2017-04-18,1953
2017-04-19,1976
2017-04-20,2033
2017-04-21,2053
2017-04-22,2026
2017-04-23,2001
2017-04-24,1989
2017-04-25,2013
2017-04-26,2059
2017-04-27,2081
2017-04-28,2107
2017-04-29,2106
2017-04-30,2117
2017-05-01,2126
2017-05-02,2113
2017-05-03,2119
2017-05-04,2100
2017-05-05,2113
2017-05-06,2118
2017-05-07,2109
2017-05-08,2143
2017-05-09,2188
2017-05-10,2215
2017-05-11,2188
2017-05-12,2209
2017-05-13,2176
2017-05-14,2169
2017-05-15,2114
2017-05-16,2108
2017-05-17,2121
2017-05-18,2132
2017-05-19,2119
2017-05-20,2134
2017-05-21,2201
2017-05-22,2282
2017-05-23,2340
2017-05-24,2445
2017-05-25,2549
2017-05-26,2651
2017-05-27,2747
2017-05-28,2763
2017-05-29,2836
2017-05-30,2801
2017-05-31,2775
2017-06-01,2749
2017-06-02,2713
2017-06-03,2670
2017-06-04,2652
2017-06-05,2622
2017-06-06,2625
2017-06-07,2650
2017-06-08,2666
2017-06-09,2672
2017-06-10,2692
2017-06-11,2767
2017-06-12,2873
2017-06-13,2967
2017-06-14,2996
2017-06-15,2954
2017-06-16,2908
2017-06-17,2905
2017-06-18,2858
2017-06-19,2843
2017-06-20,2752
2017-06-21,2676
2017-06-22,2636
2017-06-23,2675
2017-06-24,2672
2017-06-25,2632
2017-06-26,2659
2017-06-27,2687
2017-06-28,2683
2017-06-29,2660
2017-06-30,2632
2017-07-01,2627
2017-07-02,2723
2017-07-03,2855
2017-07-04,2990
2017-07-05,3080
2017-07-06,3159
2017-07-07,3198
2017-07-08,3256
2017-07-09,3295
2017-07-13,3126
2017-07-14,3091
2017-07-15,3111
2017-07-16,3229
2017-07-17,3378
2017-07-18,3544
2017-07-19,3696
2017-07-20,3770
2017-07-21,3836
2017-07-22,3863
2017-07-23,3926
2017-07-24,3910
2017-07-25,3880
2017-07-26,3853
2017-07-27,3851
2017-07-28,3785
2017-07-29,3627
2017-07-30,3456
2017-07-31,3298
2017-08-01,3260
2017-08-02,3223
2017-08-03,3179
2017-08-04,3173
2017-08-05,3275
2017-08-06,3410
2017-08-07,3562
2017-08-08,3736
2017-08-09,3831
2017-08-10,3818
2017-08-11,3707
2017-08-12,3664
2017-08-13,3582
2017-08-14,3497
2017-08-15,3434
2017-08-16,3381
2017-08-17,3365
2017-08-18,3296
2017-08-19,3309
2017-08-20,3370
2017-08-21,3459
2017-08-22,3581
2017-08-23,3526
2017-08-24,3547
2017-08-25,3697
2017-08-26,3872
2017-08-27,4040
2017-08-28,4158
2017-08-29,4224
2017-08-30,4266
2017-08-31,4411
2017-09-01,4522
2017-09-02,4569
2017-09-03,4395
2017-09-04,4296
2017-09-05,4201
2017-09-06,4067
2017-09-07,3916
2017-09-08,3954
2017-09-09,3891
2017-09-10,3766
2017-09-11,3642
2017-09-12,3561
2017-09-13,3559
2017-09-14,3560
2017-09-15,3450
2017-09-16,3355
2017-09-17,3207
2017-09-18,3127
2017-09-19,3048
2017-09-20,3028
2017-09-21,2964
2017-09-22,2870
2017-09-23,2791
2017-09-24,2764
2017-09-25,2771
2017-09-26,2819
2017-09-27,2867
2017-09-28,2858
2017-09-29,2840
2017-09-30,2797
2017-10-01,2732
2017-10-02,2726
2017-10-03,2694
2017-10-04,2658
2017-10-05,2648
2017-10-06,2647
2017-10-07,2626
2017-10-08,2588
2017-10-09,2583
2017-10-10,2582
2017-10-11,2616
2017-10-12,2612
2017-10-13,2600
2017-10-14,2582
2017-10-15,2628
2017-10-16,2738
2017-10-17,2821
2017-10-18,2957
2017-10-19,3075
2017-10-20,3193
2017-10-21,3277
2017-10-22,3263
2017-10-23,3210
2017-10-24,3124
2017-10-25,3005
2017-10-26,2916
2017-10-27,2863
2017-10-28,2781
2017-10-29,2702
2017-10-30,2682
2017-10-31,2625
2017-11-01,2493
2017-11-02,2454
2017-11-03,2441
2017-11-04,2437
2017-11-05,2501
2017-11-06,2539
2017-11-07,2602
2017-11-08,2636
2017-11-09,2654
2017-11-10,2685
2017-11-11,2688
2017-11-12,2724
2017-11-13,2732
2017-11-14,2812
2017-11-15,2866
2017-11-16,2851
2017-11-17,2836
2017-11-18,2843
2017-11-19,2908
2017-11-20,3014
2017-11-21,3102
2017-11-22,3232
2017-11-23,3281
2017-11-24,3237
2017-11-25,3189
2017-11-26,3194
2017-11-27,3156
2017-11-28,3096
2017-11-29,2995
2017-11-30,2926
2017-12-01,2957
2017-12-02,2998
2017-12-03,3024
2017-12-04,3077
2017-12-05,3136
2017-12-06,3245
2017-12-07,3325
2017-12-08,3320
2017-12-09,3317
2017-12-10,3270
2017-12-11,3253
2017-12-12,3218
2017-12-13,3242
2017-12-14,3217
2017-12-15,3233
2017-12-16,3241
2017-12-17,3189
2017-12-18,3207
2017-12-19,3168
2017-12-20,3066
2017-12-21,2942
2017-12-22,2884
2017-12-23,2926
2017-12-24,3034
2017-12-25,2975
2017-12-26,2928
2017-12-27,2903
2017-12-28,2849
2017-12-29,2829
2017-12-30,2759
2017-12-31,2773
2018-01-01,2755
2018-01-02,2659
2018-01-03,2691
2018-01-04,2734
2018-01-05,2767
2018-01-06,2810
2018-01-07,2758
2018-01-08,2723
2018-01-09,2754
2018-01-10,2734
2018-01-11,2756
2018-01-12,2784
2018-01-13,2853
2018-01-14,2912
2018-01-15,2920
2018-01-16,2961
2018-01-17,2955
2018-01-18,2960
2018-01-19,2936
2018-01-20,2916
2018-01-21,2847
2018-01-22,2816
2018-01-23,2780
2018-01-24,2713
2018-01-25,2672
2018-01-26,2648
2018-01-27,2586
2018-01-28,2497
2018-01-29,2422
2018-01-30,2368
2018-01-31,2323
2018-02-01,2348
2018-02-02,2279
2018-02-03,2272
2018-02-04,2255
2018-02-05,2193
2018-02-06,2112
2018-02-07,2072
2018-02-08,2036
2018-02-09,2000
2018-02-10,1953
2018-02-11,1942
2018-02-12,1913
2018-02-13,1905
2018-02-14,1908
2018-02-15,1936
2018-02-16,1981
2018-02-17,1982
2018-02-18,1966
2018-02-19,1971
2018-02-20,1985
2018-02-21,1963
2018-02-22,1952
2018-02-23,1938
2018-02-24,1902
2018-02-25,1867
2018-02-26,1859
2018-02-27,1855
2018-02-28,1885
2018-03-01,1865
2018-03-02,1837
2018-03-03,1804
2018-03-04,1813
2018-03-05,1795
2018-03-06,1764
2018-03-07,1749
2018-03-08,1756
2018-03-09,1718
2018-03-10,1710
2018-03-11,1703
2018-03-12,1738
2018-03-13,1774
2018-03-14,1804
2018-03-15,1847
2018-03-16,1829
2018-03-17,1808
2018-03-18,1828
2018-03-19,1835
2018-03-20,1857
2018-03-21,1854
2018-03-22,1821
2018-03-23,1834
2018-03-24,1823
2018-03-25,1807
2018-03-26,1829
2018-03-27,1817
2018-03-28,1824
2018-03-29,1832
2018-03-30,1806
2018-03-31,1826
2018-04-01,1826
2018-04-02,1798
2018-04-03,1801
2018-04-04,1771
2018-04-05,1793
2018-04-06,1842
2018-04-07,1881
2018-04-08,1904
2018-04-09,1813
2018-04-10,1801
2018-04-11,1823
2018-04-12,1836
2018-04-13,1816
2018-04-14,1810
2018-04-15,1816
2018-04-16,1809
2018-04-17,1800
2018-04-18,1757
2018-04-19,1760
2018-04-20,1766
2018-04-21,1740
2018-04-22,1732
2018-04-23,1737
2018-04-24,1731
2018-04-25,1727
2018-04-26,1767
2018-04-27,1800
2018-04-28,1806
2018-04-29,1793
2018-04-30,1787
2018-05-01,1815
2018-05-02,1804
2018-05-03,1814
2018-05-04,1829
2018-05-05,1814
2018-05-06,1787
2018-05-07,1789
2018-05-08,1825
2018-05-09,1842
2018-05-10,1795
2018-05-11,1794
2018-05-12,1780
2018-05-13,1742
2018-05-14,1736
2018-05-15,1744
2018-05-16,1786
2018-05-17,1764
2018-05-18,1765
2018-05-19,1742
2018-05-20,1717
2018-05-21,1721
2018-05-22,1688
2018-05-23,1716
2018-05-24,1742
2018-05-25,1750
2018-05-26,1762
2018-05-27,1754
2018-05-28,1771
2018-05-29,1797
2018-05-30,1813
2018-05-31,1787
2018-06-01,1804
2018-06-02,1805
2018-06-03,1784
2018-06-04,1770
2018-06-05,1787
2018-06-06,1789
2018-06-07,1778
2018-06-08,1774
2018-06-09,1767
2018-06-10,1764
2018-06-11,1745
2018-06-12,1722
2018-06-13,1717
2018-06-14,1746
2018-06-15,1759
2018-06-16,1745
2018-06-17,1742
2018-06-18,1742
2018-06-19,1760
2018-06-20,1731
2018-06-21,1725
2018-06-22,1745
2018-06-23,1747
2018-06-24,1733
2018-06-25,1725
2018-06-26,1761
2018-06-27,1777
2018-06-28,1762
2018-06-29,1751
2018-06-30,1756
2018-07-01,1766
2018-07-02,1758
2018-07-03,1756
2018-07-04,1774
2018-07-05,1787
2018-07-06,1802
2018-07-07,1817
2018-07-08,1799
2018-07-09,1837
2018-07-10,1829
2018-07-11,1814
2018-07-12,1795
2018-07-13,1785
2018-07-14,1764
2018-07-15,1726
2018-07-16,1725
2018-07-17,1735
2018-07-18,1714
2018-07-19,1749
2018-07-20,1762
2018-07-21,1763
2018-07-22,1762
2018-07-23,1772
2018-07-24,1774
2018-07-25,1778
2018-07-26,1785
2018-07-27,1798
2018-07-28,1809
2018-07-29,1778
2018-07-30,1780
2018-07-31,1784
2018-08-01,1779
2018-08-02,1801
2018-08-03,1775
2018-08-04,1788
2018-08-05,1777
2018-08-06,1791
2018-08-07,1763
2018-08-08,1784
2018-08-09,1774
2018-08-10,1788
2018-08-11,1813
2018-08-12,1841
2018-08-14,1887
2018-08-16,1962
2018-08-17,2000
2018-08-18,1995
2018-08-19,2017
2018-08-20,1999
2018-08-21,2007
2018-08-22,2032
2018-08-23,1991
2018-08-24,2037
2018-08-25,2075
2018-08-26,2098
2018-08-27,2154
2018-08-28,2217
2018-08-29,2259
2018-08-30,2279
2018-08-31,2303
2018-09-01,2308
2018-09-02,2292
2018-09-03,2311
2018-09-04,2368
2018-09-05,2398
2018-09-06,2413
2018-09-07,2509
2018-09-08,2523
2018-09-09,2488
2018-09-10,2517
2018-09-11,2559
2018-09-12,2652
2018-09-13,2763
2018-09-14,2884
2018-09-15,3021
2018-09-16,3151
2018-09-17,3282
2018-09-18,3381
2018-09-19,3505
2018-09-20,3552
2018-09-21,3555
2018-09-22,3597
2018-09-23,3656
2018-09-24,3818
2018-09-25,3917
2018-09-26,4002
2018-09-27,4089
2018-09-28,4227
2018-09-29,4338
2018-09-30,4329
2018-10-01,4284
2018-10-02,4216
2018-10-03,4211
2018-10-04,4153
2018-10-05,4162
2018-10-06,4128
2018-10-07,4064
2018-10-08,3995
2018-10-09,3943
2018-10-10,3797
2018-10-11,3616
2018-10-12,3493
2018-10-13,3384
2018-10-14,3255
2018-10-15,3112
2018-10-16,2988
2018-10-17,2890
2018-10-18,2768
2018-10-19,2710
2018-10-20,2644
2018-10-21,2578
2018-10-22,2508
2018-10-23,2480
2018-10-24,2482
2018-10-25,2422
2018-10-26,2449
2018-10-27,2395
2018-10-28,2342
2018-10-29,2341
2018-10-30,2359
2018-10-31,2452
2018-11-01,2482
2018-11-03,2734
2018-11-04,2864
2018-11-05,3008
2018-11-06,3159
2018-11-07,3317
2018-11-08,3482
2018-11-09,3652
2018-11-10,3792
2018-11-11,3918
2018-11-12,3984
2018-11-13,4050
2018-11-14,4035
2018-11-15,3948
2018-11-16,3846
2018-11-17,3856
2018-11-18,3880
2018-11-19,3979
2018-11-20,3978
2018-11-21,3949
2018-11-22,3835
2018-11-23,3797
2018-11-24,3763
2018-11-25,3799
2018-11-26,3917
2018-11-27,3912
2018-11-28,3926
2018-11-29,3941
2018-12-01,3887
2018-12-02,3952
2018-12-03,4038
2018-12-04,4067
2018-12-05,3997
2018-12-07,3861
2018-12-09,3711
2018-12-10,3717
2018-12-11,3700
2018-12-12,3653
2018-12-13,3644
2018-12-14,3595
2018-12-15,3642
2018-12-16,3693
2018-12-17,3765
2018-12-18,3813
2018-12-19,3835
2018-12-20,3834
2018-12-21,3813
2018-12-22,3776
2018-12-23,3719
2018-12-24,3664
2018-12-25,3655
2018-12-26,3628
2018-12-27,3656
2018-12-28,3655
2018-12-29,3618
2018-12-30,3608
2018-12-31,3555
2019-01-01,3592
2019-01-02,3624
2019-01-03,3592
2019-01-04,3596
2019-01-05,3580
2019-01-06,3574
2019-01-08,3617
2019-01-10,3553
2019-01-11,3611
2019-01-12,3623
2019-01-13,3725
2019-01-14,3771
2019-01-15,3864
2019-01-16,3919
2019-01-17,3927
2019-01-18,3918
2019-01-19,3851
2019-01-20,3821
2019-01-21,3850
2019-01-22,3850
2019-01-23,3830
2019-01-24,3872
2019-01-25,3866
2019-01-26,3852
2019-01-27,3818
2019-01-28,3806
2019-01-29,3809
2019-01-30,3779
2019-01-31,3695
2019-02-01,3602
2019-02-02,3509
2019-02-03,3371
2019-02-04,3324
2019-02-05,3315
2019-02-06,3299
2019-02-07,3349
2019-02-08,3406
2019-02-09,3446
2019-02-10,3464
2019-02-11,3485
2019-02-12,3519
2019-02-13,3612
2019-02-14,3637
2019-02-15,3650
2019-02-16,3573
2019-02-17,3548
2019-02-18,3564
2019-02-19,3557
2019-02-20,3533
2019-02-21,3510
2019-02-22,3414
2019-02-23,3368
2019-02-24,3346
2019-02-25,3297
2019-02-26,3132
2019-02-27,3074
2019-02-28,2978
2019-03-01,2907
2019-03-02,2820
2019-03-03,2765
2019-03-04,2706
2019-03-05,2685
2019-03-06,2627
2019-03-07,2549
2019-03-08,2500
2019-03-09,2448
2019-03-10,2386
2019-03-11,2369
2019-03-12,2340
2019-03-13,2303
2019-03-14,2288
2019-03-15,2275
