date_obj,Adamant%20cane price
2019-04-24,1280
2019-04-25,1291
2019-04-26,1291
2019-04-27,1301
2019-04-28,1296
2019-04-29,1296
2019-04-30,1255
2019-05-01,1255
2019-05-02,1284
2019-05-03,1288
2019-05-04,1265
2019-05-05,1265
2019-05-06,1278
2019-05-07,1296
2019-05-08,1296
2019-05-09,1316
2019-05-10,1316
2019-05-11,1322
2019-05-12,1290
2019-05-13,1285
2019-05-14,1266
2019-05-15,1266
2019-05-16,1306
2019-05-17,1306
2019-05-18,1306
2019-05-19,1306
2019-05-20,1338
2019-05-21,1338
2019-05-22,1319
2019-05-23,1319
2019-05-24,1313
2019-05-25,1313
2019-05-26,1300
2019-05-27,1300
2019-05-28,1300
2019-05-29,1313
2019-05-30,1313
2019-05-31,1332
2019-06-01,1332
2019-06-02,1341
2019-06-03,1341
2019-06-04,1375
2019-06-05,1375
2019-06-06,1374
2019-06-07,1374
2019-06-08,1380
2019-06-09,1363
2019-06-10,1363
2019-06-11,1371
2019-06-12,1371
2019-06-13,1302
2019-06-14,1302
2019-06-15,1266
2019-06-16,1238
2019-06-17,1233
2019-06-18,1233
2019-06-19,1272
2019-06-20,1272
2019-06-21,1330
2019-06-22,1330
2019-06-23,1367
2019-06-24,1367
2019-06-25,1401
2019-06-26,1401
2019-06-27,1412
2019-06-28,1412
2019-06-29,1441
2019-06-30,1415
2019-07-01,1415
2019-07-02,1422
2019-07-03,1422
2019-07-04,1429
2019-07-05,1429
2019-07-06,1412
2019-07-07,1412
2019-07-08,1415
2019-07-09,1415
2019-07-10,1434
2019-07-11,1434
2019-07-12,1464
2019-07-13,1464
2019-07-14,1500
2019-07-15,1500
2019-07-16,1571
2019-07-17,1571
2019-07-18,1639
2019-07-19,1639
2019-07-20,1721
2019-07-21,1721
2019-07-22,1808
2019-07-23,1808
2019-07-24,1871
2019-07-25,1871
2019-07-26,1959
2019-07-27,1959
2019-07-28,1999
2019-07-29,1999
2019-07-30,2013
2019-07-31,2013
2019-08-01,1985
2019-08-02,1985
2019-08-03,1931
2019-08-04,1931
2019-08-05,1877
2019-08-06,1877
2019-08-07,1806
2019-08-08,1806
2019-08-09,1766
2019-08-10,1818
2019-08-11,1818
2019-08-12,1851
2019-08-13,1851
2019-08-14,1848
2019-08-15,1848
2019-08-16,1868
2019-08-17,1868
2019-08-18,1824
2019-08-19,1824
2019-08-20,1787
2019-08-21,1787
2019-08-22,1797
2019-08-23,1797
2019-08-24,1820
2019-08-24,1820
2019-08-25,1820
2019-08-25,1820
2019-08-26,1784
2019-08-27,1784
2019-08-27,1784
2019-08-28,1787
2019-08-29,1787
2019-08-30,1769
2019-08-31,1769
2019-09-01,1736
2019-09-02,1736
2019-09-03,1710
2019-09-04,1710
2019-09-05,1667
2019-09-06,1667
2019-09-07,1589
2019-09-08,1589
2019-09-09,1527
2019-09-10,1527
2019-09-11,1573
2019-09-12,1573
2019-09-13,1599
2019-09-14,1599
2019-09-15,1662
2019-09-16,1662
2019-09-17,1710
2019-09-18,1710
2019-09-19,1725
2019-09-20,1725
2019-09-21,1755
2019-09-22,1755
2019-09-23,1737
2019-09-24,1737
2019-09-25,1737
2019-09-26,1718
2019-09-27,1718
2019-09-28,1636
2019-09-29,1636
2019-09-30,1636
2019-10-01,1628
2019-10-02,1628
2019-10-03,1628
2019-10-04,1619
2019-10-05,1619
2019-10-06,1608
2019-10-07,1608
2019-10-08,1574
2019-10-09,1574
2019-10-10,1574
2019-10-11,1571
2019-10-12,1571
2019-10-13,1533
2019-10-14,1533
2019-10-15,1459
2019-10-16,1459
2019-10-17,1398
2019-10-18,1398
2019-10-19,1386
2019-10-20,1386
2019-10-21,1349
2019-10-22,1349
2019-10-23,1310
2019-10-24,1310
2019-10-25,1260
2019-10-26,1260
2019-10-27,1220
2019-10-28,1220
2019-10-29,1191
2019-10-30,1191
2019-10-31,1163
2019-11-01,1163
2019-11-02,1122
2019-11-03,1122
2019-11-04,1096
2019-11-05,1096
2019-11-06,1096
2019-11-07,1093
2019-11-08,1093
2019-11-09,1091
2019-11-10,1091
2019-11-11,1085
2019-11-12,1085
2019-11-13,1085
2019-11-14,1086
2019-11-15,1086
2019-11-16,1085
2019-11-17,1085
2019-11-18,1085
2019-11-19,1089
2019-11-20,1089
2019-11-21,1085
2019-11-22,1085
2019-11-23,1080
2019-11-24,1080
2019-11-25,1114
2019-11-26,1114
2019-11-27,1114
2019-11-28,1158
2019-11-29,1158
2019-11-30,1158
2019-12-01,1165
2019-12-02,1165
2019-12-03,1165
2019-12-04,1218
2019-12-05,1218
2019-12-06,1218
2019-12-07,1257
2019-12-08,1257
2019-12-09,1257
2019-12-10,1298
2019-12-11,1298
2019-12-12,1298
2019-12-13,1342
2019-12-14,1342
2019-12-15,1342
2019-12-16,1342
2019-12-17,1342
2019-12-18,1361
2019-12-19,1361
2019-12-20,1361
2019-12-21,1384
2019-12-22,1384
2019-12-23,1384
2019-12-24,1410
2019-12-25,1410
2019-12-26,1415
2019-12-27,1415
2019-12-28,1397
2019-12-29,1397
2019-12-30,1397
2019-12-31,1396
2020-01-01,1396
2020-01-02,1385
2020-01-03,1385
2020-01-04,1385
2020-01-05,1358
2020-01-06,1358
2020-01-07,1369
2020-01-08,1369
2020-01-09,1369
2020-01-10,1368
2020-01-11,1368
2020-01-12,1374
2020-01-13,1374
2020-01-14,1374
2020-01-15,1392
2020-01-16,1392
2020-01-17,1397
2020-01-18,1397
2020-01-19,1387
2020-01-20,1387
2020-01-21,1387
2020-01-22,1379
2020-01-23,1379
2020-01-24,1376
2020-01-25,1376
2020-01-26,1361
2020-01-27,1361
2020-01-28,1361
2020-01-29,1356
2020-01-30,1356
2020-01-31,1372
2020-02-01,1372
2020-02-02,1383
2020-02-03,1383
2020-02-04,1401
2020-02-05,1401
2020-02-06,1430
2020-02-07,1430
2020-02-08,1446
2020-02-09,1446
2020-02-10,1469
2020-02-11,1469
2020-02-12,1448
2020-02-13,1448
2020-02-14,1429
2020-02-15,1429
2020-02-16,1405
2020-02-17,1405
2020-02-18,1424
2020-02-19,1424
2020-02-20,1477
2020-02-21,1477
2020-02-22,1485
2020-02-23,1485
2020-02-24,1524
2020-02-25,1524
2020-02-26,1508
2020-02-27,1508
2020-02-28,1494
2020-02-29,1494
2020-03-01,1466
2020-03-02,1466
2020-03-03,1488
2020-03-04,1488
2020-03-05,1481
2020-03-06,1481
2020-03-07,1494
2020-03-08,1494
2020-03-09,1494
2020-03-10,1494
2020-03-11,1456
2020-03-12,1456
2020-03-13,1434
2020-03-14,1434
2020-03-15,1419
2020-03-16,1419
2020-03-17,1390
2020-03-18,1325
2020-03-19,1325
2020-03-20,1276
2020-03-21,1276
2020-03-22,1263
2020-03-23,1263
2020-03-24,1226
2020-03-25,1226
2020-03-26,1204
2020-03-27,1151
2020-03-28,1151
2020-03-29,1105
2020-03-30,1056
2020-03-31,1056
2020-04-01,1017
2020-04-02,1013
2020-04-03,1013
2020-04-04,1018
2020-04-05,1018
2020-04-06,1012
2020-04-07,1003
2020-04-08,1016
2020-04-09,1007
2020-04-10,1007
2020-04-11,994
2020-04-12,971
2020-04-13,971
2020-04-14,998
2020-04-15,1002
2020-04-16,1002
2020-04-17,1003
2020-04-18,1009
2020-04-19,1000
2020-04-20,1000
2020-04-21,993
2020-04-22,961
2020-04-23,918
2020-04-24,918
2020-04-25,902
2020-04-26,872
2020-04-27,871
2020-04-28,868
2020-04-29,868
2020-04-30,854
2020-05-01,854
2020-05-02,857
2020-05-03,891
2020-05-04,891
2020-05-05,889
2020-05-06,865
2020-05-07,871
2020-05-08,871
2020-05-09,896
2020-05-10,896
2020-05-11,923
2020-05-12,924
2020-05-13,938
