date_obj,Death%20talisman price
2019-03-30,6812
2019-03-31,6752
2019-04-01,6673
2019-04-02,6673
2019-04-03,6477
2019-04-04,6377
2019-04-05,6165
2019-04-06,6165
2019-04-07,5967
2019-04-08,5869
2019-04-09,5589
2019-04-10,5350
2019-04-11,5082
2019-04-12,5021
2019-04-13,5190
2019-04-14,5368
2019-04-15,5637
2019-04-16,5906
2019-04-17,5920
2019-04-18,6044
2019-04-19,6347
2019-04-20,6665
2019-04-21,6999
2019-04-22,7349
2019-04-23,7717
2019-04-24,8103
2019-04-25,8509
2019-04-26,8890
2019-04-27,9189
2019-04-28,9347
2019-04-29,9512
2019-04-30,9605
2019-05-01,9605
2019-05-02,9561
2019-05-03,9520
2019-05-04,9662
2019-05-05,9823
2019-05-06,9995
2019-05-07,10348
2019-05-08,10648
2019-05-09,11175
2019-05-10,11734
2019-05-11,12318
2019-05-12,12934
2019-05-13,13483
2019-05-14,14158
2019-05-15,14842
2019-05-16,14197
2019-05-17,14197
2019-05-18,13782
2019-05-19,13223
2019-05-20,12879
2019-05-21,12974
2019-05-22,12325
2019-05-23,11825
2019-05-24,11342
2019-05-25,11001
2019-05-26,10772
2019-05-27,10898
2019-05-28,10761
2019-05-29,10568
2019-05-30,10521
2019-05-31,10521
2019-06-01,10319
2019-06-02,10835
2019-06-03,11319
2019-06-04,11283
2019-06-05,11062
2019-06-06,11472
2019-06-07,11301
2019-06-08,11066
2019-06-09,10780
2019-06-10,10780
2019-06-11,10445
2019-06-12,10694
2019-06-13,10467
2019-06-14,10383
2019-06-15,10383
2019-06-16,10404
2019-06-17,10496
2019-06-18,10496
2019-06-19,10542
2019-06-20,10069
2019-06-21,9771
2019-06-22,9415
2019-06-23,9153
2019-06-24,8887
2019-06-25,9148
2019-06-26,9287
2019-06-27,9061
2019-06-28,9061
2019-06-29,9017
2019-06-30,9049
2019-07-01,9049
2019-07-02,9456
2019-07-03,9929
2019-07-04,9929
2019-07-05,10401
2019-07-06,10869
2019-07-07,11324
2019-07-08,11842
2019-07-09,11639
2019-07-10,11454
2019-07-11,11680
2019-07-12,11791
2019-07-13,11791
2019-07-14,12164
2019-07-15,12164
2019-07-16,12677
2019-07-17,13260
2019-07-18,13923
2019-07-19,14620
2019-07-20,15351
2019-07-21,16119
2019-07-22,16925
2019-07-23,17772
2019-07-24,18661
2019-07-25,19595
2019-07-26,20575
2019-07-27,21604
2019-07-28,22685
2019-07-29,23816
2019-07-30,25007
2019-07-31,26250
2019-08-01,26913
2019-08-02,27219
2019-08-03,27095
2019-08-04,27501
2019-08-05,27424
2019-08-06,27029
2019-08-07,25678
2019-08-08,24394
2019-08-09,23218
2019-08-10,22057
2019-08-11,21049
2019-08-12,20782
2019-08-13,19868
2019-08-14,19018
2019-08-15,18881
2019-08-16,19826
2019-08-17,19826
2019-08-18,20803
2019-08-19,21485
2019-08-20,20539
2019-08-21,20417
2019-08-22,20220
2019-08-23,20220
2019-08-24,19241
2019-08-24,19241
2019-08-25,19241
2019-08-25,19241
2019-08-26,18288
2019-08-26,18288
2019-08-27,17375
2019-08-27,17375
2019-08-28,16506
2019-08-29,15816
2019-08-30,15255
2019-08-31,15255
2019-09-01,15279
2019-09-02,15279
2019-09-03,14754
2019-09-04,14208
2019-09-05,14208
2019-09-06,13772
2019-09-07,13664
2019-09-08,13768
2019-09-09,13768
2019-09-10,14457
2019-09-11,15180
2019-09-12,15180
2019-09-13,15939
2019-09-14,16736
2019-09-15,17573
2019-09-16,18343
2019-09-17,18922
2019-09-18,18667
2019-09-19,18612
2019-09-20,18612
2019-09-21,18277
2019-09-22,18067
2019-09-23,17696
2019-09-24,17696
2019-09-25,17253
2019-09-26,17235
2019-09-27,17235
2019-09-28,17872
2019-09-29,17872
2019-09-30,18729
2019-10-01,19061
2019-10-02,19061
2019-10-03,20010
2019-10-04,21009
2019-10-05,22060
2019-10-06,21588
2019-10-07,20517
2019-10-08,19619
2019-10-09,19619
2019-10-10,18647
2019-10-11,17905
2019-10-12,17009
2019-10-13,16158
2019-10-14,15350
2019-10-15,14646
2019-10-16,13926
2019-10-17,13269
2019-10-18,12605
2019-10-19,12077
2019-10-20,12681
2019-10-21,13303
2019-10-22,13674
2019-10-23,13771
2019-10-24,13431
2019-10-25,13376
2019-10-26,13405
2019-10-27,13557
2019-10-28,13976
2019-10-29,13976
2019-10-30,13913
2019-10-31,13706
2019-11-01,13263
2019-11-02,13004
2019-11-03,12589
2019-11-04,12005
2019-11-05,12005
2019-11-06,11617
2019-11-07,11565
2019-11-08,11389
2019-11-09,11357
2019-11-10,10801
2019-11-11,10755
2019-11-12,10755
2019-11-13,11095
2019-11-14,11095
2019-11-15,11138
2019-11-16,11035
2019-11-17,11035
2019-11-18,11177
2019-11-19,11177
2019-11-20,11089
2019-11-21,11089
2019-11-22,10842
2019-11-23,10299
2019-11-24,9784
2019-11-25,9294
2019-11-26,8829
2019-11-27,8829
2019-11-28,8396
2019-11-29,8396
2019-11-30,8066
2019-12-01,7724
2019-12-02,7406
2019-12-03,7035
2019-12-04,6730
2019-12-05,6730
2019-12-06,6450
2019-12-07,6366
2019-12-08,6240
2019-12-09,6238
2019-12-10,6248
2019-12-11,6211
2019-12-12,6211
2019-12-13,6413
2019-12-14,6348
2019-12-15,6184
2019-12-16,6184
2019-12-17,6090
2019-12-18,6090
2019-12-19,5785
2019-12-20,5620
2019-12-21,5422
2019-12-22,5165
2019-12-23,5165
2019-12-24,5035
2019-12-25,5107
2019-12-26,5107
2019-12-27,5295
2019-12-28,5550
2019-12-29,5550
2019-12-30,5811
2019-12-31,5867
2020-01-01,5839
2020-01-02,5698
2020-01-03,5698
2020-01-04,5416
2020-01-05,5167
2020-01-06,5011
2020-01-07,4955
2020-01-08,4955
2020-01-09,4747
2020-01-10,4688
2020-01-11,4648
2020-01-12,4615
2020-01-13,4615
2020-01-14,4611
2020-01-15,4732
2020-01-16,4866
2020-01-17,5033
2020-01-18,5033
2020-01-19,4966
2020-01-20,4733
2020-01-21,4733
2020-01-22,4869
2020-01-23,5113
2020-01-24,5369
2020-01-25,5638
2020-01-26,5920
2020-01-27,6216
2020-01-28,6503
2020-01-29,6431
2020-01-30,6573
2020-01-31,6902
2020-02-01,7019
2020-02-02,6853
2020-02-03,6812
2020-02-04,7050
2020-02-05,7403
2020-02-06,7265
2020-02-07,6901
2020-02-08,6555
2020-02-09,6232
2020-02-10,5937
2020-02-11,5854
2020-02-12,6075
2020-02-13,6075
2020-02-14,6061
2020-02-15,5776
2020-02-16,5919
2020-02-17,5623
2020-02-18,5382
2020-02-19,5142
2020-02-20,4884
2020-02-21,4884
2020-02-22,4894
2020-02-23,4708
2020-02-24,4630
2020-02-25,4445
2020-02-26,4524
2020-02-27,4748
2020-02-28,4735
2020-02-29,4735
2020-03-01,4838
2020-03-02,4879
2020-03-03,4939
2020-03-04,4939
2020-03-05,4921
2020-03-06,4936
2020-03-07,5040
2020-03-08,4834
2020-03-09,4841
2020-03-10,4750
2020-03-11,4678
2020-03-12,4495
2020-03-13,4272
2020-03-14,4169
2020-03-15,4184
2020-03-16,4215
2020-03-17,4419
2020-03-18,4537
2020-03-19,4597
2020-03-20,4505
2020-03-21,4731
2020-03-22,4968
2020-03-23,5141
2020-03-24,5375
2020-03-25,5603
2020-03-26,5489
2020-03-27,5216
2020-03-28,4975
2020-03-29,4810
2020-03-30,4733
2020-03-31,4906
2020-04-01,5152
2020-04-02,5410
2020-04-03,5410
2020-04-04,5386
2020-04-05,5218
2020-04-06,5380
2020-04-07,5588
2020-04-08,5482
2020-04-09,5248
2020-04-10,5205
2020-04-11,5200
2020-04-12,5246
2020-04-13,5367
2020-04-14,5634
2020-04-15,5916
2020-04-16,6212
2020-04-17,6523
2020-04-18,6838
2020-04-19,6988
2020-04-20,6757
2020-04-21,6527
2020-04-22,6528
2020-04-23,6465
2020-04-24,6479
2020-04-25,6496
2020-04-26,6621
2020-04-27,6953
2020-04-28,7301
2020-04-29,7667
2020-04-30,8051
2020-05-01,8454
2020-05-02,8859
2020-05-03,8900
2020-05-04,8977
2020-05-05,9254
2020-05-06,9209
2020-05-07,9278
2020-05-08,9472
2020-05-09,9451
2020-05-10,9514
2020-05-11,9137
2020-05-12,9159
2020-05-13,9580
