date_obj,Guthix%20robe%20top price
2019-03-28,91090
2019-03-29,90360
2019-03-30,90360
2019-03-31,89857
2019-04-01,89050
2019-04-02,89606
2019-04-03,90070
2019-04-04,90595
2019-04-05,91571
2019-04-06,93552
2019-04-07,95568
2019-04-08,95648
2019-04-09,97709
2019-04-10,96398
2019-04-11,95344
2019-04-12,94475
2019-04-13,93467
2019-04-14,89056
2019-04-15,84972
2019-04-16,80723
2019-04-17,77420
2019-04-18,74176
2019-04-19,73206
2019-04-20,71253
2019-04-21,68305
2019-04-22,65996
2019-04-23,63883
2019-04-24,64431
2019-04-25,62974
2019-04-26,61279
2019-04-27,59637
2019-04-28,58510
2019-04-29,57073
2019-04-30,57004
2019-05-01,56915
2019-05-02,57411
2019-05-03,56562
2019-05-04,55927
2019-05-05,54786
2019-05-06,55053
2019-05-07,56186
2019-05-08,57064
2019-05-09,59325
2019-05-10,62292
2019-05-11,65407
2019-05-12,68178
2019-05-13,70349
2019-05-14,71840
2019-05-15,73354
2019-05-16,75079
2019-05-17,77029
2019-05-18,78634
2019-05-19,80980
2019-05-20,84318
2019-05-21,86280
2019-05-22,86937
2019-05-23,89586
2019-05-24,91469
2019-05-25,92778
2019-05-26,94754
2019-05-27,99017
2019-05-28,100942
2019-05-29,104117
2019-05-30,106341
2019-05-31,107151
2019-06-01,107138
2019-06-02,105101
2019-06-03,105919
2019-06-04,106839
2019-06-05,106741
2019-06-06,107642
2019-06-07,105539
2019-06-08,104681
2019-06-09,103952
2019-06-10,103952
2019-06-11,102830
2019-06-12,102353
2019-06-13,102508
2019-06-14,102910
2019-06-15,102910
2019-06-16,102306
2019-06-17,101020
2019-06-18,100742
2019-06-19,99936
2019-06-20,99771
2019-06-21,98421
2019-06-22,97555
2019-06-23,95710
2019-06-24,94532
2019-06-25,94424
2019-06-26,95269
2019-06-27,94159
2019-06-28,94159
2019-06-29,90949
2019-06-30,89332
2019-07-01,89991
2019-07-02,88897
2019-07-03,89483
2019-07-04,87853
2019-07-05,87867
2019-07-06,87731
2019-07-07,87493
2019-07-08,86931
2019-07-09,86386
2019-07-10,87103
2019-07-11,87712
2019-07-12,85430
2019-07-13,85430
2019-07-14,87768
2019-07-15,87768
2019-07-16,89142
2019-07-17,89888
2019-07-18,90233
2019-07-19,88459
2019-07-20,89938
2019-07-21,87940
2019-07-22,85969
2019-07-23,85522
2019-07-24,85521
2019-07-25,87806
2019-07-26,89191
2019-07-27,89406
2019-07-28,90578
2019-07-29,92567
2019-07-30,93653
2019-07-31,95480
2019-08-01,96837
2019-08-02,98239
2019-08-03,101708
2019-08-04,104670
2019-08-05,107802
2019-08-06,106923
2019-08-07,105675
2019-08-08,106547
2019-08-09,103441
2019-08-10,103130
2019-08-11,102863
2019-08-12,104567
2019-08-13,105125
2019-08-14,106499
2019-08-15,107534
2019-08-16,109297
2019-08-17,109297
2019-08-18,108397
2019-08-19,107611
2019-08-20,105521
2019-08-21,103869
2019-08-22,101849
2019-08-23,99756
2019-08-24,99255
2019-08-24,99255
2019-08-25,99253
2019-08-25,99253
2019-08-26,100171
2019-08-26,100171
2019-08-27,101315
2019-08-27,101315
2019-08-28,103723
2019-08-29,106374
2019-08-30,110271
2019-08-31,113282
2019-09-01,114723
2019-09-02,114723
2019-09-03,118657
2019-09-04,122422
2019-09-05,124835
2019-09-06,124835
2019-09-07,127582
2019-09-08,128633
2019-09-09,128633
2019-09-10,127514
2019-09-11,126590
2019-09-12,123614
2019-09-13,122859
2019-09-14,121472
2019-09-15,119741
2019-09-16,120626
2019-09-17,119714
2019-09-18,120046
2019-09-19,120046
2019-09-20,117325
2019-09-21,113365
2019-09-22,109671
2019-09-23,108873
2019-09-24,108873
2019-09-25,106755
2019-09-26,103864
2019-09-27,103864
2019-09-28,101181
2019-09-29,97887
2019-09-30,98396
2019-10-01,97972
2019-10-02,97972
2019-10-03,100028
2019-10-04,103009
2019-10-05,105051
2019-10-06,106190
2019-10-07,106537
2019-10-08,107516
2019-10-09,107516
2019-10-10,107566
2019-10-11,107566
2019-10-12,107678
2019-10-13,108550
2019-10-14,108222
2019-10-15,108222
2019-10-16,107996
2019-10-17,107996
2019-10-18,107926
2019-10-19,105807
2019-10-20,105807
2019-10-21,107403
2019-10-22,104993
2019-10-23,104640
2019-10-24,103844
2019-10-25,105640
2019-10-26,107086
2019-10-27,105955
2019-10-28,105984
2019-10-29,105984
2019-10-30,106212
2019-10-31,103490
2019-11-01,100000
2019-11-02,96681
2019-11-03,94411
2019-11-04,93931
2019-11-05,93931
2019-11-06,89667
2019-11-07,89215
2019-11-08,87036
2019-11-09,89363
2019-11-10,89802
2019-11-11,91418
2019-11-12,93719
2019-11-13,94331
2019-11-14,94617
2019-11-15,95085
2019-11-16,97006
2019-11-17,97006
2019-11-18,98387
2019-11-19,99470
2019-11-20,99314
2019-11-21,99314
2019-11-22,99306
2019-11-23,100409
2019-11-24,100112
2019-11-25,99711
2019-11-26,98744
2019-11-27,98744
2019-11-28,98665
2019-11-29,99977
2019-11-30,99682
2019-12-01,101658
2019-12-02,102853
2019-12-03,104807
2019-12-04,109677
2019-12-05,109677
2019-12-06,112476
2019-12-07,112876
2019-12-08,111456
2019-12-09,112529
2019-12-10,117367
2019-12-11,121090
2019-12-12,121090
2019-12-13,123055
2019-12-14,122504
2019-12-15,127264
2019-12-16,132195
2019-12-17,133222
2019-12-18,133222
2019-12-19,136362
2019-12-20,138509
2019-12-21,140749
2019-12-22,143711
2019-12-23,145003
2019-12-24,146654
2019-12-25,146453
2019-12-26,142438
2019-12-27,142177
2019-12-28,141862
2019-12-29,142102
2019-12-30,141456
2019-12-31,142056
2020-01-01,143337
2020-01-02,145558
2020-01-03,144247
2020-01-04,144338
2020-01-05,141464
2020-01-06,138743
2020-01-07,137257
2020-01-08,137257
2020-01-09,133964
2020-01-10,134483
2020-01-11,134654
2020-01-12,135214
2020-01-13,135214
2020-01-14,134843
2020-01-15,137210
2020-01-16,139359
2020-01-17,139638
2020-01-18,144860
2020-01-19,148994
2020-01-20,153298
2020-01-21,158110
2020-01-22,158734
2020-01-23,161920
2020-01-24,164068
2020-01-25,165968
2020-01-26,168014
2020-01-27,169516
2020-01-28,173196
2020-01-29,166601
2020-01-30,163761
2020-01-31,163788
2020-02-01,162549
2020-02-02,161022
2020-02-03,159911
2020-02-04,161832
2020-02-05,163516
2020-02-06,162186
2020-02-07,160768
2020-02-08,156790
2020-02-09,154596
2020-02-10,152626
2020-02-11,150156
2020-02-12,146985
2020-02-13,149791
2020-02-14,150798
2020-02-15,152508
2020-02-16,156252
2020-02-17,164047
2020-02-18,169032
2020-02-19,172031
2020-02-20,173274
2020-02-21,173274
2020-02-22,171872
2020-02-23,168684
2020-02-24,165976
2020-02-25,164419
2020-02-26,162500
2020-02-27,156195
2020-02-28,155983
2020-02-29,155983
2020-03-01,155609
2020-03-02,153552
2020-03-03,149947
2020-03-04,149947
2020-03-05,147299
2020-03-06,145823
2020-03-07,147515
2020-03-08,146982
2020-03-09,147319
2020-03-10,147441
2020-03-11,148329
2020-03-12,147577
2020-03-13,149376
2020-03-14,153383
2020-03-15,158893
2020-03-16,162334
2020-03-17,160899
2020-03-18,162524
2020-03-19,161290
2020-03-20,159170
2020-03-21,161232
2020-03-22,163256
2020-03-23,160579
2020-03-24,159863
2020-03-25,161468
2020-03-26,163722
2020-03-27,167348
2020-03-28,171575
2020-03-29,174014
2020-03-30,173842
2020-03-31,174563
2020-04-01,174585
2020-04-02,172231
2020-04-03,175235
2020-04-04,174443
2020-04-05,178030
2020-04-06,180158
2020-04-07,184180
2020-04-08,189036
2020-04-09,192203
2020-04-10,192111
2020-04-11,192777
2020-04-12,196028
2020-04-13,195078
2020-04-14,195221
2020-04-15,196774
2020-04-16,198410
2020-04-17,197641
2020-04-18,198719
2020-04-19,201582
2020-04-20,206688
2020-04-21,208084
2020-04-22,208812
2020-04-23,211280
2020-04-24,212133
2020-04-25,211755
2020-04-26,209229
2020-04-27,212511
2020-04-28,215814
2020-04-29,217256
2020-04-30,216366
2020-05-01,216858
2020-05-02,213004
2020-05-03,210040
2020-05-04,210499
2020-05-05,211389
2020-05-06,211230
2020-05-07,214663
2020-05-08,221412
2020-05-09,225635
2020-05-10,232949
2020-05-11,236707
2020-05-12,240195
2020-05-13,244265
