date_obj,Bandos%20robe%20legs price
2016-02-14,38608
2016-02-15,40471
2016-02-16,40471
2016-02-17,41008
2016-02-18,41008
2016-02-19,41046
2016-02-20,41046
2016-02-21,40755
2016-02-22,40755
2016-02-23,39619
2016-02-24,39619
2016-02-25,38735
2016-02-26,38735
2016-02-27,38663
2016-02-28,38663
2016-02-29,38608
2016-03-01,38794
2016-03-02,38794
2016-03-03,40373
2016-03-04,40373
2016-03-05,41207
2016-03-06,43140
2016-03-07,43140
2016-03-08,43931
2016-03-09,43931
2016-03-10,44378
2016-03-11,44378
2016-03-12,45666
2016-03-13,45666
2016-03-14,44786
2016-03-15,45781
2016-03-16,45781
2016-03-17,45840
2016-03-18,46601
2016-03-19,46601
2016-03-20,46480
2016-03-21,46480
2016-03-22,47680
2016-03-23,47680
2016-03-24,47061
2016-03-25,47061
2016-03-26,45918
2016-03-27,45918
2016-03-28,44770
2016-03-29,44770
2016-03-30,44770
2016-03-31,42952
2016-04-01,42952
2016-04-02,40925
2016-04-03,40260
2016-04-04,40260
2016-04-05,39599
2016-04-06,39599
2016-04-07,38100
2016-04-08,38100
2016-04-09,37591
2016-04-10,35791
2016-04-11,35791
2016-04-12,34180
2016-04-13,33924
2016-04-14,33924
2016-04-15,33578
2016-04-16,33578
2016-04-17,34103
2016-04-18,34084
2016-04-19,34084
2016-04-20,34677
2016-04-21,34677
2016-04-22,35046
2016-04-23,35712
2016-04-24,35712
2016-04-25,36578
2016-04-26,36578
2016-04-27,37870
2016-04-28,37870
2016-04-29,39764
2016-04-30,39764
2016-05-01,41704
2016-05-02,41704
2016-05-03,42453
2016-05-04,42453
2016-05-05,43758
2016-05-06,43758
2016-05-07,45545
2016-05-08,45545
2016-05-09,46405
2016-05-10,46182
2016-05-11,46182
2016-05-12,46046
2016-05-13,45954
2016-05-14,45954
2016-05-15,44997
2016-05-16,44997
2016-05-17,45618
2016-05-18,45618
2016-05-19,46444
2016-05-22,47987
2016-05-23,48594
2016-05-24,48594
2016-05-25,49171
2016-05-26,49171
2016-05-27,48032
2016-05-28,48032
2016-05-29,48120
2016-05-30,48120
2016-05-31,48120
2016-06-01,47837
2016-06-02,47837
2016-06-03,46509
2016-06-04,46833
2016-06-05,46833
2016-06-06,45985
2016-06-07,45985
2016-06-08,47038
2016-06-09,47038
2016-06-10,48223
2016-06-11,48223
2016-06-12,49887
2016-06-13,49887
2016-06-14,50939
2016-06-15,50939
2016-06-16,50939
2016-06-17,52124
2016-06-18,52124
2016-06-19,54248
2016-06-20,54248
2016-06-21,52692
2016-06-22,52692
2016-06-23,54742
2016-06-24,54742
2016-06-25,55818
2016-06-26,55818
2016-06-27,55818
2016-06-28,57861
2016-06-29,57861
2016-06-30,58671
2016-07-01,58671
2016-07-02,59520
2016-07-03,59520
2016-07-04,57434
2016-07-05,57434
2016-07-06,54826
2016-07-07,54826
2016-07-08,52084
2016-07-09,49498
2016-07-10,47023
2016-07-11,44760
2016-07-12,44760
2016-07-13,42561
2016-07-14,43397
2016-07-15,43397
2016-07-16,42908
2016-07-17,42908
2016-07-18,44253
2016-07-23,40760
2016-07-24,38823
2016-07-25,38823
2016-07-26,38631
2016-07-27,38631
2016-07-28,39749
2016-07-29,40448
2016-07-30,40448
2016-07-31,41813
2016-08-01,41813
2016-08-02,42540
2016-08-03,42540
2016-08-04,44180
2016-08-05,44180
2016-08-06,45275
2016-08-07,45275
2016-08-08,45275
2016-08-09,44368
2016-08-10,44368
2016-08-11,45146
2016-08-12,45146
2016-08-13,45146
2016-08-14,46526
2016-08-15,46526
2016-08-16,46012
2016-08-17,46012
2016-08-18,46012
2016-08-19,45749
2016-08-20,45749
2016-08-21,46373
2016-08-22,46373
2016-08-23,45289
2016-08-24,45289
2016-08-25,43241
2016-08-26,43241
2016-08-28,42521
2016-08-31,42728
2016-09-01,42375
2016-09-02,42375
2016-09-03,42375
2016-09-04,42358
2016-09-05,42358
2016-09-06,41443
2016-09-07,41443
2016-09-08,41443
2016-09-09,41524
2016-09-10,41524
2016-09-11,41524
2016-09-12,41536
2016-09-13,41536
2016-09-14,41311
2016-09-15,41311
2016-09-16,41311
2016-09-17,41940
2016-09-18,41940
2016-09-19,41940
2016-09-20,42987
2016-09-21,42987
2016-09-22,42987
2016-09-23,43556
2016-09-24,43556
2016-09-25,44761
2016-09-26,44761
2016-09-27,44761
2016-09-28,45884
2016-09-29,45884
2016-09-30,46065
2016-10-01,46065
2016-10-02,46636
2016-10-03,46636
2016-10-04,47750
2016-10-05,47750
2016-10-06,48032
2016-10-07,48032
2016-10-08,47371
2016-10-09,47371
2016-10-10,47371
2016-10-11,47914
2016-10-12,47914
2016-10-13,47914
2016-10-14,47707
2016-10-15,47707
2016-10-16,47707
2016-10-17,47555
2016-10-18,47555
2016-10-19,48909
2016-10-20,48909
2016-10-21,49813
2016-10-22,49813
2016-10-23,50871
2016-10-24,50871
2016-10-25,50871
2016-10-26,49156
2016-10-27,49156
2016-10-28,49156
2016-10-29,48363
2016-10-30,48363
2016-10-31,48975
2016-11-01,48975
2016-11-02,48975
2016-11-03,49014
2016-11-04,49014
2016-11-05,47895
2016-11-06,47895
2016-11-07,46173
2016-11-08,46173
2016-11-09,44684
2016-11-10,44684
2016-11-11,44684
2016-11-12,42491
2016-11-13,42491
2016-11-14,40366
2016-11-15,40366
2016-12-07,42506
2016-12-08,42076
2016-12-09,42076
2016-12-10,42076
2016-12-11,41028
2016-12-12,41028
2016-12-13,41028
2016-12-14,40210
2016-12-15,40210
2016-12-16,40210
2016-12-17,38383
2016-12-18,38383
2016-12-19,38383
2016-12-20,37521
2016-12-21,37521
2016-12-22,37521
2016-12-23,36177
2016-12-24,36177
2016-12-25,35754
2016-12-26,35754
2016-12-27,37392
2016-12-28,37392
2016-12-29,38756
2016-12-30,38756
2016-12-31,40461
2017-01-01,40461
2017-01-02,41067
2017-01-03,41067
2017-01-04,42408
2017-01-05,42408
2017-01-06,42408
2017-01-07,43305
2017-01-08,43305
2017-01-09,43980
2017-01-10,43980
2017-01-11,45550
2017-01-12,45550
2017-01-13,46571
2017-01-14,46571
2017-01-15,47894
2017-01-16,47894
2017-01-17,49296
2017-01-18,50551
2017-01-19,50551
2017-01-20,50322
2017-01-21,50322
2017-01-22,49527
2017-01-23,49527
2017-01-27,48341
2017-01-28,47491
2017-01-29,47174
2017-01-30,47174
2017-01-31,46736
2017-02-01,45783
2017-02-02,45783
2017-02-03,44659
2017-02-04,44659
2017-02-05,44045
2017-02-06,44045
2017-02-07,43968
2017-02-08,43893
2017-02-09,43893
2017-02-10,43781
2017-02-11,43654
2017-02-12,43654
2017-02-13,43680
2017-02-14,43570
2017-02-15,43570
2017-02-16,43352
2017-02-18,42516
2017-02-19,41487
2017-02-20,41487
2017-02-21,40661
2017-02-22,40661
2017-02-23,40287
2017-02-24,40287
2017-02-25,40907
2017-02-26,40907
2017-02-27,40008
2017-02-28,39057
2017-03-01,39057
2017-03-02,38325
2017-03-03,38325
2017-03-04,39054
2017-03-05,39054
2017-03-06,40219
2017-03-07,40219
2017-03-08,41490
2017-03-09,41490
2017-03-10,41877
2017-03-11,41877
2017-03-12,42653
2017-03-13,42730
2017-03-14,42730
2017-03-15,42581
2017-03-16,42581
2017-03-17,41333
2017-03-18,41333
2017-03-19,41823
2017-03-20,41823
2017-03-21,40312
2017-03-22,40312
2017-03-23,39941
2017-03-24,39941
2017-03-25,40643
2017-03-26,40835
2017-03-27,40835
2017-03-28,40938
2017-03-29,41183
2017-03-30,41183
2017-03-31,40109
2017-04-01,40109
2017-04-02,39708
2017-04-03,40010
2017-04-04,40010
2017-04-12,42232
2017-04-13,42028
2017-04-14,42028
2017-04-15,41335
2017-04-16,40687
2017-04-17,41288
2017-04-18,41288
2017-04-19,41415
2017-04-20,41415
2017-04-21,40807
2017-04-22,40807
2017-04-23,41101
2017-04-24,41101
2017-04-25,40525
2017-04-26,40525
2017-04-27,40525
2017-04-28,41823
2017-04-29,42969
2017-04-30,42969
2017-05-01,44804
2017-05-02,44804
2017-05-03,44804
2017-05-04,44369
2017-05-05,44369
2017-05-06,43965
2017-05-07,43965
2017-05-08,43572
2017-05-09,42909
2017-05-10,42909
2017-05-11,41601
2017-05-12,40173
2017-05-13,39515
2017-05-14,39515
2017-05-15,39577
2017-05-16,40336
2017-05-17,40336
2017-05-18,40390
2017-05-19,40390
2017-05-20,42010
2017-05-21,42010
2017-05-22,43505
2017-05-23,43505
2017-05-24,43202
2017-05-25,43202
2017-05-26,42233
2017-05-27,42233
2017-05-28,43391
2017-05-29,43391
2017-05-30,42574
2017-05-31,42574
2017-06-01,42213
2017-06-02,42213
2017-06-03,41843
2017-06-04,42356
2017-06-05,42356
2017-06-06,41521
2017-06-07,41521
2017-06-08,41045
2017-06-09,41045
2017-06-10,39923
2017-06-11,39131
2017-06-12,39131
2017-06-13,38657
2017-06-14,38657
2017-06-15,38173
2017-06-16,39637
2017-06-17,39637
2017-06-18,41046
2017-06-19,41046
2017-06-20,42996
2017-06-21,42996
2017-06-22,44218
2017-06-23,44218
2017-06-24,46080
2017-06-25,46080
2017-06-26,48384
2017-06-27,50804
2017-06-28,50804
2017-06-29,51023
2017-06-30,51023
2017-07-01,52035
2017-07-02,52035
2017-07-03,52872
2017-07-04,53917
2017-07-05,53917
2017-07-06,54329
2017-07-07,54329
2017-07-08,54329
2017-07-09,56139
2017-07-13,55743
2017-07-14,53719
2017-07-15,53719
2017-07-16,54910
2017-07-17,54910
2017-07-18,57280
2017-07-19,57280
2017-07-20,57167
2017-07-21,57167
2017-07-22,57121
2017-07-23,57121
2017-07-24,56546
2017-07-25,56546
2017-07-26,56094
2017-07-27,56094
2017-07-28,55127
2017-07-29,55127
2017-07-30,54324
2017-07-31,54324
2017-08-01,54435
2017-08-02,55043
2017-08-03,55043
2017-08-04,54431
2017-08-05,54836
2017-08-06,54836
2017-08-07,55625
2017-08-08,55625
2017-08-09,54762
2017-08-10,55487
2017-08-11,55487
2017-08-12,55476
2017-08-13,55476
2017-08-14,53543
2017-08-15,53543
2017-08-16,52059
2017-08-17,51940
2017-08-18,51940
2017-08-19,51754
2017-08-20,51102
2017-08-21,51102
2017-08-22,49727
2017-08-23,49727
2017-08-24,48708
2017-08-25,48708
2017-08-26,46377
2017-08-27,46045
2017-08-28,46045
2017-08-29,45718
2017-08-30,45087
2017-08-31,45087
2017-09-01,44609
2017-09-02,44781
2017-09-03,44781
2017-09-04,43712
2017-09-05,44098
2017-09-06,44098
2017-09-07,43753
2017-09-08,43753
2017-09-09,43340
2017-09-10,43340
2017-09-11,41843
2017-09-12,41843
2017-09-13,40941
2017-09-14,39449
2017-09-15,39449
2017-09-16,38892
2017-09-17,39126
2017-09-18,39126
2017-09-19,40829
2017-09-20,41811
2017-09-22,43014
2017-09-23,43014
2017-09-24,44455
2017-09-25,44455
2017-09-26,46118
2017-09-27,46118
2017-09-28,47588
2017-09-29,47588
2017-09-30,48688
2017-10-01,48688
2017-10-02,50300
2017-10-03,50300
2017-10-04,50300
2017-10-05,50050
2017-10-06,50050
2017-10-07,49427
2017-10-08,49427
2017-10-09,48820
2017-10-10,48820
2017-10-11,48369
2017-10-12,48787
2017-10-13,48337
2017-10-14,47437
2017-10-15,47437
2017-10-16,46825
2017-10-17,46825
2017-10-18,47963
2017-10-19,47963
2017-10-20,46847
2017-10-21,46037
2017-10-22,45166
2017-10-23,45166
2017-10-24,44559
2017-10-25,44997
2017-10-26,44997
2017-10-27,44503
2017-10-28,44503
2017-10-29,43051
2017-10-30,43947
2017-10-31,45416
2017-11-01,45416
2017-11-02,47063
2017-11-03,47063
2017-11-04,48362
2017-11-05,48362
2017-11-06,49952
2017-11-07,49952
2017-11-08,50497
2017-11-09,52575
2017-11-10,52575
2017-11-11,54734
2017-11-12,56592
2017-11-13,56592
2017-11-14,57280
2017-11-15,57280
2017-11-16,57695
2017-11-17,57695
2017-11-18,57562
2017-11-19,57562
2017-11-20,58083
2017-11-21,58083
2017-11-22,59942
2017-11-23,59942
2017-11-24,59531
2017-11-25,59531
2017-11-26,59957
2017-11-27,59957
2017-11-28,59930
2017-11-29,59930
2017-11-30,59152
2017-12-01,56200
2017-12-02,56200
2017-12-03,54926
2017-12-04,54926
2017-12-05,55490
2017-12-06,55490
2017-12-07,54761
2017-12-08,54761
2017-12-09,56894
2017-12-10,58040
2017-12-11,58040
2017-12-12,58138
2017-12-13,58138
2017-12-14,56106
2017-12-15,56180
2017-12-16,56180
2017-12-17,56232
2017-12-18,55225
2017-12-19,55225
2017-12-20,54172
2017-12-21,53294
2017-12-22,53294
2017-12-23,52585
2017-12-24,53630
2017-12-25,53630
2017-12-26,56005
2017-12-27,58493
2017-12-28,58493
2017-12-29,60824
2017-12-30,61412
2017-12-31,61412
2018-01-01,61866
2018-01-02,61866
2018-01-03,62138
2018-01-04,64360
2018-01-05,63921
2018-01-06,63605
2018-01-07,63782
2018-01-08,63635
2018-01-09,64802
2018-01-10,64802
2018-01-11,64489
2018-01-12,64673
2018-01-13,64673
2018-01-14,65130
2018-01-15,64087
2018-01-16,63717
2018-01-17,64400
2018-01-18,64466
2018-01-19,64466
2018-01-20,63613
2018-01-21,64688
2018-01-22,64103
2018-01-23,63971
2018-01-24,64299
2018-01-25,64299
2018-01-26,64063
2018-01-27,64063
2018-01-28,63646
2018-01-29,63146
2018-01-30,63158
2018-01-31,63158
2018-02-01,63868
2018-02-02,63868
2018-02-03,64128
2018-02-04,66555
2018-02-05,66555
2018-02-06,66483
2018-02-07,67654
2018-02-08,67654
2018-02-09,67773
2018-02-10,67773
2018-02-11,67899
2018-02-12,67699
2018-02-13,67699
2018-02-14,66905
2018-02-15,66905
2018-02-16,66647
2018-02-17,66647
2018-02-18,66982
2018-02-19,67176
2018-02-20,67176
2018-02-21,68184
2018-02-22,68184
2018-02-23,70572
2018-02-24,70572
2018-02-25,73843
2018-02-26,73843
2018-02-27,76291
2018-02-28,76291
2018-03-01,75373
2018-03-02,74611
2018-03-03,75397
2018-03-04,75397
2018-03-05,73606
2018-03-06,72026
2018-03-07,71327
2018-03-08,71327
2018-03-09,70485
2018-03-10,70485
2018-03-11,69905
2018-03-12,69905
2018-03-13,69467
2018-03-14,69467
2018-03-15,67871
2018-03-16,67871
2018-03-17,66136
2018-03-18,66136
2018-03-20,65124
2018-03-21,65124
2018-03-22,64579
2018-03-23,64579
2018-03-24,65462
2018-03-25,65462
2018-03-26,65153
2018-03-27,65170
2018-03-28,65170
2018-03-29,65033
2018-03-30,65033
2018-03-31,65361
2018-04-01,65361
2018-04-02,65158
2018-04-03,64642
2018-04-04,66401
2018-04-05,66401
2018-04-06,67468
2018-04-07,67468
2018-04-08,69412
2018-04-09,69412
2018-04-10,69874
2018-04-11,69874
2018-04-12,71547
2018-04-13,71547
2018-04-14,73710
2018-04-15,72171
2018-04-16,72171
2018-04-17,75753
2018-04-18,75753
2018-04-19,74994
2018-04-20,72124
2018-04-21,73224
2018-04-22,73224
2018-04-23,74387
2018-04-24,74387
2018-04-25,72867
2018-04-26,72867
2018-04-27,71363
2018-04-28,72755
2018-04-29,73893
2018-04-30,74422
2018-05-01,75888
2018-05-02,75888
2018-05-03,76329
2018-05-04,76329
2018-05-05,76541
2018-05-06,76541
2018-05-07,76943
2018-05-08,76943
2018-05-09,75889
2018-05-10,75889
2018-05-11,73878
2018-05-12,72444
2018-05-13,72444
2018-05-14,72350
2018-05-15,72350
2018-05-16,72290
2018-05-17,72290
2018-05-18,71012
2018-05-19,69545
2018-05-20,69545
2018-05-21,69771
2018-05-22,69771
2018-05-23,69565
2018-05-24,69565
2018-05-25,70818
2018-05-26,71972
2018-05-27,71972
2018-05-28,72161
2018-05-29,72532
2018-05-30,72532
2018-05-31,71503
2018-06-01,71708
2018-06-02,69564
2018-06-03,69564
2018-06-04,67393
2018-06-05,66701
2018-06-06,65703
2018-06-07,65703
2018-06-08,66169
2018-06-09,66169
2018-06-10,66065
2018-06-11,66065
2018-06-12,64475
2018-06-13,66913
2018-06-14,68077
2018-06-15,68077
2018-06-16,68144
2018-06-17,71218
2018-06-18,71218
2018-06-19,74582
2018-06-20,74582
2018-06-21,77329
2018-06-22,77329
2018-06-23,79871
2018-06-24,79871
2018-06-25,81955
2018-06-26,81955
2018-06-27,86018
2018-06-28,86018
2018-06-29,87389
2018-06-30,87389
2018-07-01,88610
2018-07-02,88610
2018-07-03,90398
2018-07-04,90398
2018-07-05,93709
2018-07-06,97463
2018-07-07,97463
2018-07-08,100515
2018-07-09,101326
2018-07-10,101326
2018-07-11,101244
2018-07-12,101244
2018-07-13,103534
2018-07-14,105819
2018-07-15,105819
2018-07-16,105072
2018-07-17,101691
2018-07-18,101691
2018-07-19,97732
2018-07-20,93313
2018-07-21,89479
2018-07-22,87512
2018-07-23,85741
2018-07-24,82530
2018-07-25,80391
2018-07-26,79563
2018-07-27,78280
2018-07-28,78280
2018-07-29,77914
2018-07-30,77914
2018-07-31,76627
2018-08-01,76627
2018-08-02,76234
2018-08-03,76234
2018-08-04,76247
2018-08-05,76247
2018-08-06,75150
2018-08-07,75150
2018-08-08,74779
2018-08-09,74779
2018-08-10,74439
2018-08-11,75366
2018-08-12,74261
2018-08-14,74414
2018-08-16,74524
2018-08-17,74019
2018-08-18,74019
2018-08-19,74006
2018-08-20,74218
2018-08-21,74218
2018-08-22,73387
2018-08-23,73387
2018-08-24,72448
2018-08-25,71736
2018-08-26,71736
2018-08-27,73208
2018-08-28,75242
2018-08-29,75242
2018-08-30,76236
2018-08-31,75657
2018-09-01,73389
2018-09-02,73389
2018-09-03,74057
2018-09-04,73921
2018-09-05,75303
2018-09-06,75303
2018-09-07,73677
2018-09-08,74146
2018-09-09,74146
2018-09-10,77614
2018-09-11,77614
2018-09-12,79836
2018-09-13,79836
2018-09-14,81956
2018-09-15,84815
2018-09-16,84815
2018-09-17,86278
2018-09-18,88245
2018-09-19,88245
2018-09-20,88778
2018-09-21,88778
2018-09-22,89248
2018-09-23,89248
2018-09-24,92182
2018-09-25,92182
2018-09-26,91369
2018-09-27,91369
2018-09-28,89101
2018-09-29,89101
2018-09-30,87607
2018-10-01,85547
2018-10-02,85547
2018-10-03,87359
2018-10-04,87359
2018-10-05,89426
2018-10-06,87899
2018-10-07,87899
2018-10-08,88615
2018-10-09,87849
2018-10-10,86039
2018-10-11,86039
2018-10-12,84689
2018-10-13,85459
2018-10-14,85459
2018-10-15,88362
2018-10-16,91470
2018-10-17,92970
2018-10-18,93589
2018-10-19,94424
2018-10-20,94424
2018-10-21,95146
2018-10-22,96446
2018-10-23,96446
2018-10-24,96006
2018-10-25,93893
2018-10-26,93893
2018-10-27,93417
2018-10-28,94280
2018-10-29,94280
2018-10-30,95121
2018-10-31,94282
2018-11-01,94024
2018-11-03,94432
2018-11-04,96086
2018-11-05,95933
2018-11-06,95683
2018-11-07,95683
2018-11-08,97762
2018-11-09,94052
2018-11-10,94254
2018-11-11,92169
2018-11-12,92342
2018-11-13,91950
2018-11-14,91950
2018-11-15,94147
2018-11-16,94071
2018-11-17,91924
2018-11-18,88836
2018-11-19,89921
2018-11-20,88023
2018-11-21,86762
2018-11-22,84666
2018-11-23,83028
2018-11-24,80579
2018-11-25,79592
2018-11-26,79592
2018-11-27,77183
2018-11-28,73598
2018-11-29,70051
2018-12-01,67140
2018-12-02,64249
2018-12-03,64249
2018-12-04,63926
2018-12-05,61516
2018-12-07,60444
2018-12-09,60704
2018-12-10,59999
2018-12-11,60733
2018-12-12,62381
2018-12-13,64563
2018-12-14,65266
2018-12-15,66282
2018-12-16,65496
2018-12-17,63209
2018-12-18,61971
2018-12-19,62247
2018-12-20,63192
2018-12-21,63388
2018-12-22,64740
2018-12-23,65133
2018-12-24,67007
2018-12-25,67007
2018-12-26,68350
2018-12-27,70555
2018-12-28,72511
2018-12-29,73665
2018-12-30,75109
2018-12-31,74612
2019-01-01,72989
2019-01-02,71061
2019-01-03,70554
2019-01-04,68791
2019-01-05,68638
2019-01-06,68550
2019-01-08,70405
2019-01-10,72557
2019-01-11,72405
2019-01-12,72673
2019-01-13,72560
2019-01-14,72802
2019-01-15,73131
2019-01-16,75101
2019-01-17,78193
2019-01-18,80837
2019-01-19,80526
2019-01-20,80098
2019-01-21,79706
2019-01-22,79237
2019-01-23,79000
2019-01-24,76761
2019-01-25,73902
2019-01-26,71233
2019-01-27,69974
2019-01-28,69543
2019-01-29,69656
2019-01-30,69590
2019-01-31,69590
2019-02-01,70407
2019-02-02,72282
2019-02-03,72337
2019-02-04,72337
2019-02-05,73165
2019-02-06,73165
2019-02-07,73297
2019-02-08,73727
2019-02-09,73356
2019-02-10,73924
2019-02-11,76077
2019-02-12,77688
2019-02-13,75184
2019-02-14,75184
2019-02-15,75941
2019-02-16,76346
2019-02-17,76795
2019-02-18,76189
2019-02-19,74710
2019-02-20,74474
2019-02-21,72746
2019-02-22,74534
2019-02-23,74241
2019-02-24,73951
2019-02-25,73172
2019-02-26,72508
2019-02-27,73174
2019-02-28,70943
2019-03-01,68680
2019-03-02,67871
2019-03-03,66985
2019-03-04,66270
2019-03-05,65262
2019-03-06,66022
2019-03-07,65274
2019-03-08,65274
2019-03-09,65569
2019-03-10,66338
2019-03-11,64967
2019-03-12,64234
2019-03-13,64234
2019-03-14,64153
2019-03-15,64495
2019-03-16,64287
2019-03-17,64406
2019-03-18,64406
2019-03-19,65721
2019-03-20,67297
