date_obj,Magic%20seed price
2015-11-18,103185
2015-11-19,102657
2015-11-20,103337
2015-11-21,105013
2015-11-22,104714
2015-11-23,105918
2015-11-24,104095
2015-11-25,103320
2015-11-26,105259
2015-11-27,106874
2015-11-28,109265
2015-11-29,110011
2015-11-30,110858
2015-12-01,115384
2015-12-02,120935
2015-12-03,126533
2015-12-04,127479
2015-12-05,123367
2015-12-06,119554
2015-12-07,122021
2015-12-08,122269
2015-12-09,122120
2015-12-10,122726
2015-12-11,121142
2015-12-12,117456
2015-12-13,112640
2015-12-14,113458
2015-12-15,112495
2015-12-16,114856
2015-12-17,114878
2015-12-18,114632
2015-12-19,113398
2015-12-20,113017
2015-12-21,113008
2015-12-22,112881
2015-12-23,113457
2015-12-24,111947
2015-12-25,110274
2015-12-26,111062
2015-12-27,112878
2015-12-28,113824
2015-12-29,112928
2015-12-30,111423
2015-12-31,110016
2016-01-01,110686
2016-01-02,109654
2016-01-03,109188
2016-01-04,108958
2016-01-05,107473
2016-01-06,107541
2016-01-07,108175
2016-01-08,107484
2016-01-09,108215
2016-01-10,108379
2016-01-11,106718
2016-01-12,108105
2016-01-13,109622
2016-01-14,112539
2016-01-15,113234
2016-01-16,114800
2016-01-17,114423
2016-01-18,115005
2016-01-19,113120
2016-01-20,113140
2016-01-21,112720
2016-01-22,111705
2016-01-23,107325
2016-01-24,108136
2016-01-25,107284
2016-01-26,104783
2016-01-27,105758
2016-01-28,105764
2016-01-29,108690
2016-01-30,108537
2016-01-31,109488
2016-02-01,111289
2016-02-02,114942
2016-02-03,117478
2016-02-04,117638
2016-02-05,118602
2016-02-06,117774
2016-02-07,118977
2016-02-08,123228
2016-02-09,125155
2016-02-10,126535
2016-02-11,130191
2016-02-12,129714
2016-02-13,129468
2016-02-14,131141
2016-02-15,129975
2016-02-16,129283
2016-02-17,124940
2016-02-18,124774
2016-02-19,120754
2016-02-20,116917
2016-02-21,115157
2016-02-22,114974
2016-02-23,119729
2016-02-24,119861
2016-02-25,117890
2016-02-26,117094
2016-02-27,113562
2016-02-28,113141
2016-02-29,114147
2016-03-01,117648
2016-03-02,116412
2016-03-03,114661
2016-03-04,115350
2016-03-05,113553
2016-03-06,112823
2016-03-07,114044
2016-03-08,115843
2016-03-09,115922
2016-03-10,115269
2016-03-11,111607
2016-03-12,113300
2016-03-13,113408
2016-03-14,112001
2016-03-15,111878
2016-03-16,111467
2016-03-17,109831
2016-03-18,107854
2016-03-19,105307
2016-03-20,103745
2016-03-21,101920
2016-03-22,100965
2016-03-23,103232
2016-03-24,104671
2016-03-25,105179
2016-03-26,105567
2016-03-27,105197
2016-03-28,105591
2016-03-29,106547
2016-03-30,107245
2016-03-31,109070
2016-04-01,109919
2016-04-02,112702
2016-04-03,112647
2016-04-04,111512
2016-04-05,110145
2016-04-06,112296
2016-04-07,112505
2016-04-08,112430
2016-04-09,112530
2016-04-10,113048
2016-04-11,112853
2016-04-12,112085
2016-04-13,112451
2016-04-14,112152
2016-04-15,113389
2016-04-16,112752
2016-04-17,112053
2016-04-18,110734
2016-04-19,106888
2016-04-20,104742
2016-04-21,104731
2016-04-22,104180
2016-04-23,103123
2016-04-24,101838
2016-04-25,103675
2016-04-26,105019
2016-04-27,105781
2016-04-28,105871
2016-04-29,106159
2016-04-30,107094
2016-05-01,105505
2016-05-02,105899
2016-05-03,106012
2016-05-04,104893
2016-05-05,102036
2016-05-06,98468
2016-05-07,99995
2016-05-08,101633
2016-05-09,102278
2016-05-10,101082
2016-05-11,97544
2016-05-12,97261
2016-05-13,97049
2016-05-14,97140
2016-05-15,97538
2016-05-16,94590
2016-05-17,95414
2016-05-18,96555
2016-05-19,98500
2016-05-22,98696
2016-05-23,98559
2016-05-24,99620
2016-05-25,100165
2016-05-26,99264
2016-05-27,100482
2016-05-28,100446
2016-05-29,99845
2016-05-30,97526
2016-05-31,98358
2016-06-01,101125
2016-06-02,103193
2016-06-03,107184
2016-06-04,105894
2016-06-05,105215
2016-06-06,107125
2016-06-07,107923
2016-06-08,108818
2016-06-09,109483
2016-06-10,108694
2016-06-11,107945
2016-06-12,107589
2016-06-13,110321
2016-06-14,110033
2016-06-15,109765
2016-06-16,107782
2016-06-17,109632
2016-06-18,111590
2016-06-19,112228
2016-06-20,110729
2016-06-21,108489
2016-06-22,108353
2016-06-23,112135
2016-06-24,113744
2016-06-25,114874
2016-06-26,115363
2016-06-27,116039
2016-06-28,116853
2016-06-29,116021
2016-06-30,116139
2016-07-01,116891
2016-07-02,116548
2016-07-03,114412
2016-07-04,115425
2016-07-05,116055
2016-07-06,116459
2016-07-07,116952
2016-07-08,119226
2016-07-09,124390
2016-07-10,125713
2016-07-11,125953
2016-07-12,127820
2016-07-13,129960
2016-07-14,133743
2016-07-15,133448
2016-07-16,136272
2016-07-17,135549
2016-07-18,136348
2016-07-23,147622
2016-07-24,146169
2016-07-25,140596
2016-07-26,136063
2016-07-27,138644
2016-07-28,136379
2016-07-29,135688
2016-07-30,137777
2016-07-31,138856
2016-08-01,140141
2016-08-02,140166
2016-08-03,144065
2016-08-04,142376
2016-08-05,140671
2016-08-06,139544
2016-08-07,138138
2016-08-08,137837
2016-08-09,135836
2016-08-10,130028
2016-08-11,128397
2016-08-12,124132
2016-08-13,121781
2016-08-14,116925
2016-08-15,120354
2016-08-16,119053
2016-08-17,122138
2016-08-18,123631
2016-08-19,127405
2016-08-20,133727
2016-08-21,139283
2016-08-22,134374
2016-08-23,132812
2016-08-24,130335
2016-08-25,123955
2016-08-26,122467
2016-08-28,131192
2016-08-31,129967
2016-09-01,133907
2016-09-02,135244
2016-09-03,132888
2016-09-04,136607
2016-09-05,137757
2016-09-06,140979
2016-09-07,140162
2016-09-08,133732
2016-09-09,132012
2016-09-10,128186
2016-09-11,124515
2016-09-12,125919
2016-09-13,128831
2016-09-14,129183
2016-09-15,127154
2016-09-16,125577
2016-09-17,124986
2016-09-18,119088
2016-09-19,114366
2016-09-20,113666
2016-09-21,114390
2016-09-22,114722
2016-09-23,114219
2016-09-24,114767
2016-09-25,115384
2016-09-26,115989
2016-09-27,115797
2016-09-28,115935
2016-09-29,116120
2016-09-30,114997
2016-10-01,111770
2016-10-02,107928
2016-10-03,104372
2016-10-04,108222
2016-10-05,113634
2016-10-06,119316
2016-10-07,121858
2016-10-08,119492
2016-10-09,119199
2016-10-10,117497
2016-10-11,118207
2016-10-12,117980
2016-10-13,118075
2016-10-14,119319
2016-10-15,119674
2016-10-16,119665
2016-10-17,119880
2016-10-18,118748
2016-10-19,118451
2016-10-20,118815
2016-10-21,119653
2016-10-22,119813
2016-10-23,121309
2016-10-24,125500
2016-10-25,128854
2016-10-26,130661
2016-10-27,130348
2016-10-28,130259
2016-10-29,131106
2016-10-30,130385
2016-10-31,130143
2016-11-01,129081
2016-11-02,129799
2016-11-03,129506
2016-11-04,131910
2016-11-05,131069
2016-11-06,129207
2016-11-07,127756
2016-11-08,122948
2016-11-09,121640
2016-11-10,122797
2016-11-11,121283
2016-11-12,120226
2016-11-13,121061
2016-11-14,121506
2016-12-07,155275
2016-12-08,156554
2016-12-09,155593
2016-12-10,156662
2016-12-11,157088
2016-12-12,158398
2016-12-13,159931
2016-12-14,159529
2016-12-15,158355
2016-12-16,158221
2016-12-17,156738
2016-12-18,155359
2016-12-19,156105
2016-12-20,154815
2016-12-21,152125
2016-12-22,148626
2016-12-23,145429
2016-12-24,140538
2016-12-25,134815
2016-12-26,133709
2016-12-27,136661
2016-12-28,138672
2016-12-29,138800
2016-12-30,137330
2016-12-31,135963
2017-01-01,134870
2017-01-02,134808
2017-01-03,132936
2017-01-04,128776
2017-01-05,122571
2017-01-06,121999
2017-01-07,122298
2017-01-08,122100
2017-01-09,121893
2017-01-10,122890
2017-01-11,126019
2017-01-12,130116
2017-01-13,132804
2017-01-14,129833
2017-01-15,125575
2017-01-16,123860
2017-01-17,123982
2017-01-18,124329
2017-01-19,125456
2017-01-20,127788
2017-01-21,128917
2017-01-22,130762
2017-01-27,136020
2017-01-28,139385
2017-01-29,140322
2017-01-30,141455
2017-01-31,146568
2017-02-01,149653
2017-02-02,150541
2017-02-03,148866
2017-02-04,145626
2017-02-05,144076
2017-02-06,145415
2017-02-07,147696
2017-02-08,145342
2017-02-09,142624
2017-02-10,140040
2017-02-11,136488
2017-02-12,135984
2017-02-13,136697
2017-02-14,139092
2017-02-15,138731
2017-02-16,138257
2017-02-18,135949
2017-02-19,135423
2017-02-20,133561
2017-02-21,137798
2017-02-22,140981
2017-02-23,143405
2017-02-24,142927
2017-02-25,145739
2017-02-26,145715
2017-02-27,143326
2017-02-28,143030
2017-03-01,143300
2017-03-02,144055
2017-03-03,146814
2017-03-04,146796
2017-03-05,144333
2017-03-06,144296
2017-03-07,143638
2017-03-08,142688
2017-03-09,141901
2017-03-10,137788
2017-03-11,135050
2017-03-12,133564
2017-03-13,134859
2017-03-14,135082
2017-03-15,134222
2017-03-16,132458
2017-03-17,133166
2017-03-18,133063
2017-03-19,132947
2017-03-20,132754
2017-03-21,132090
2017-03-22,132189
2017-03-23,135121
2017-03-24,136309
2017-03-25,138129
2017-03-26,138315
2017-03-27,137505
2017-03-28,136102
2017-03-29,139792
2017-03-30,140441
2017-03-31,138759
2017-04-01,138204
2017-04-02,138136
2017-04-03,138238
2017-04-04,137225
2017-04-12,140369
2017-04-13,143897
2017-04-14,145099
2017-04-15,142583
2017-04-16,144012
2017-04-17,145699
2017-04-18,146232
2017-04-19,146779
2017-04-20,146488
2017-04-21,145728
2017-04-22,144491
2017-04-23,143978
2017-04-24,141987
2017-04-25,139888
2017-04-26,135880
2017-04-27,136908
2017-04-28,135755
2017-04-29,135255
2017-04-30,135542
2017-05-01,135961
2017-05-02,136354
2017-05-03,136498
2017-05-04,136266
2017-05-05,135717
2017-05-06,136210
2017-05-07,135714
2017-05-08,135469
2017-05-09,134913
2017-05-10,133251
2017-05-11,134340
2017-05-12,134313
2017-05-13,134526
2017-05-14,134393
2017-05-15,134664
2017-05-16,134509
2017-05-17,134600
2017-05-18,134010
2017-05-19,133641
2017-05-20,133710
2017-05-21,133776
2017-05-22,133988
2017-05-23,134134
2017-05-24,136643
2017-05-25,143473
2017-05-26,150647
2017-05-27,158177
2017-05-28,166080
2017-05-29,174004
2017-05-30,177229
2017-05-31,176493
2017-06-01,170763
2017-06-02,170962
2017-06-03,168975
2017-06-06,180294
2017-06-07,186787
2017-06-08,185767
2017-06-09,186067
2017-06-10,194028
2017-06-11,203730
2017-06-12,205759
2017-06-13,197203
2017-06-14,187342
2017-06-15,178049
2017-06-16,182221
2017-06-17,185959
2017-06-18,189722
2017-06-19,187599
2017-06-20,193119
2017-06-21,196933
2017-06-22,198627
2017-06-23,200945
2017-06-24,207150
2017-06-25,201275
2017-06-26,200328
2017-06-27,196245
2017-06-28,196394
2017-06-29,196999
2017-06-30,197281
2017-07-01,197940
2017-07-02,198437
2017-07-03,198067
2017-07-04,192915
2017-07-05,194163
2017-07-06,195338
2017-07-07,196699
2017-07-08,197818
2017-07-13,198623
2017-07-14,197884
2017-07-15,196351
2017-07-16,194366
2017-07-17,192790
2017-07-18,190866
2017-07-19,189109
2017-07-20,185764
2017-07-21,182973
2017-07-22,178067
2017-07-23,178820
2017-07-24,178885
2017-07-25,175833
2017-07-26,172567
2017-07-27,175087
2017-07-28,175900
2017-07-29,179708
2017-07-30,186613
2017-07-31,186984
2017-08-01,187706
2017-08-02,189285
2017-08-03,195863
2017-08-04,195789
2017-08-05,197906
2017-08-06,207320
2017-08-09,207495
2017-08-10,203814
2017-08-11,196403
2017-08-12,198900
2017-08-13,198244
2017-08-14,196780
2017-08-15,196614
2017-08-16,198812
2017-08-17,200514
2017-08-18,200671
2017-08-19,201402
2017-08-20,201577
2017-08-21,201324
2017-08-22,201440
2017-08-23,201559
2017-08-24,201967
2017-08-25,206204
2017-08-26,207015
2017-08-27,208959
2017-08-28,215670
2017-08-29,217804
2017-08-30,216852
2017-08-31,213317
2017-09-01,212171
2017-09-02,209200
2017-09-03,209297
2017-09-04,209178
2017-09-05,202436
2017-09-06,195522
2017-09-07,193511
2017-09-08,195464
2017-09-09,196881
2017-09-10,199608
2017-09-11,202893
2017-09-12,201433
2017-09-13,202415
2017-09-14,204616
2017-09-15,204566
2017-09-16,203081
2017-09-17,203218
2017-09-19,204364
2017-09-20,206958
2017-09-21,209307
2017-09-22,214326
2017-09-23,214657
2017-09-24,213055
2017-09-25,213595
2017-09-26,213313
2017-09-27,213801
2017-09-28,215014
2017-09-29,216781
2017-09-30,217057
2017-10-01,216544
2017-10-02,217485
2017-10-03,218016
2017-10-04,215868
2017-10-05,215654
2017-10-06,215843
2017-10-07,217061
2017-10-08,217209
2017-10-09,218724
2017-10-10,219124
2017-10-11,219190
2017-10-12,219167
2017-10-13,217051
2017-10-14,211247
2017-10-15,207891
2017-10-16,206517
2017-10-17,204670
2017-10-18,203371
2017-10-19,201023
2017-10-20,198837
2017-10-21,196574
2017-10-22,198984
2017-10-23,199535
2017-10-24,200895
2017-10-25,204173
2017-10-26,201459
2017-10-27,200891
2017-10-28,201946
2017-10-29,203272
2017-10-30,203432
2017-10-31,201110
2017-11-01,198529
2017-11-02,198636
2017-11-03,194201
2017-11-04,190540
2017-11-05,188026
2017-11-06,185842
2017-11-07,187298
2017-11-08,188861
2017-11-09,191196
2017-11-10,193968
2017-11-11,196597
2017-11-12,198361
2017-11-13,198873
2017-11-14,202412
2017-11-15,203352
2017-11-16,201988
2017-11-17,201185
2017-11-18,205425
2017-11-19,203306
2017-11-20,199761
2017-11-21,201098
2017-11-22,202675
2017-11-23,198076
2017-11-24,195199
2017-11-25,195747
2017-11-26,191687
2017-11-27,191337
2017-11-28,191013
2017-11-29,186390
2017-11-30,182487
2017-12-01,181452
2017-12-02,180996
2017-12-03,181399
2017-12-04,179274
2017-12-05,180168
2017-12-06,180467
2017-12-07,180010
2017-12-08,177049
2017-12-09,172428
2017-12-10,175568
2017-12-11,178623
2017-12-12,178881
2017-12-14,179046
2017-12-15,178096
2017-12-16,178063
2017-12-17,177434
2017-12-18,176429
2017-12-19,174507
2017-12-20,174201
2017-12-21,174302
2017-12-22,175961
2017-12-23,176216
2017-12-24,178292
2017-12-25,180537
2017-12-26,182120
2017-12-27,186272
2017-12-28,186294
2017-12-29,184476
2017-12-30,182153
2017-12-31,179204
2018-01-01,177152
2018-01-02,176944
2018-01-03,176772
2018-01-04,172574
2018-01-05,169087
2018-01-06,163349
2018-01-07,167219
2018-01-08,166197
2018-01-09,169924
2018-01-10,172177
2018-01-11,176934
2018-01-12,176867
2018-01-13,175707
2018-01-14,176581
2018-01-15,177137
2018-01-16,179585
2018-01-17,182772
2018-01-18,184605
2018-01-19,185841
2018-01-20,187177
2018-01-21,190078
2018-01-22,192828
2018-01-23,191932
2018-01-25,188888
2018-01-26,188628
2018-01-27,186612
2018-01-28,187141
2018-01-29,190763
2018-01-31,193649
2018-02-01,193546
2018-02-02,195202
2018-02-03,196123
2018-02-04,197531
2018-02-05,197060
2018-02-06,198800
2018-02-07,200906
2018-02-08,201913
2018-02-09,198570
2018-02-10,193955
2018-02-11,190769
2018-02-12,186244
2018-02-13,187869
2018-02-14,189211
2018-02-15,192144
2018-02-16,194404
2018-02-17,195752
2018-02-18,193915
2018-02-19,190826
2018-02-20,190053
2018-02-21,188661
2018-02-22,190412
2018-02-23,191008
2018-02-24,188698
2018-02-25,190456
2018-02-26,190476
2018-02-27,191041
2018-02-28,192270
2018-03-01,191438
2018-03-02,191344
2018-03-03,194205
2018-03-04,194612
2018-03-05,196673
2018-03-06,196810
2018-03-07,197061
2018-03-08,195089
2018-03-09,195058
2018-03-10,194680
2018-03-11,192074
2018-03-12,191254
2018-03-13,191660
2018-03-14,193851
2018-03-15,199412
2018-03-16,201069
2018-03-17,197171
2018-03-18,193735
2018-03-19,193867
2018-03-20,195115
2018-03-21,193798
2018-03-23,199552
2018-03-24,199547
2018-03-26,203763
2018-03-27,207555
2018-03-28,211194
2018-03-29,211470
2018-03-30,211299
2018-03-31,209139
2018-04-01,208162
2018-04-02,205621
2018-04-03,205550
2018-04-04,205655
2018-04-05,205270
2018-04-06,205054
2018-04-07,205308
2018-04-08,204368
2018-04-09,206644
2018-04-10,208092
2018-04-11,207921
2018-04-12,212692
2018-04-13,210955
2018-04-14,206529
2018-04-15,209056
2018-04-16,207162
2018-04-17,207297
2018-04-18,206913
2018-04-19,213342
2018-04-20,216529
2018-04-21,216343
2018-04-22,221021
2018-04-23,220245
2018-04-24,218231
2018-04-25,222484
2018-04-26,224182
2018-04-27,229234
2018-04-28,233978
2018-04-29,236858
2018-04-30,231218
2018-05-01,225926
2018-05-04,212445
2018-05-05,212079
2018-05-06,209606
2018-05-07,206295
2018-05-08,202220
2018-05-09,197977
2018-05-10,197267
2018-05-11,195857
2018-05-12,199684
2018-05-13,201042
2018-05-14,208670
2018-05-15,211171
2018-05-16,207237
2018-05-17,203165
2018-05-18,203210
2018-05-19,203901
2018-05-20,204628
2018-05-21,202817
2018-05-22,203011
2018-05-23,202384
2018-05-24,198296
2018-05-25,197245
2018-05-26,196306
2018-05-27,196303
2018-05-28,197327
2018-05-29,196919
2018-05-30,197528
2018-05-31,197473
2018-06-01,197919
2018-06-02,197546
2018-06-03,196387
2018-06-04,193349
2018-06-05,193414
2018-06-06,192731
2018-06-07,187512
2018-06-08,186580
2018-06-09,189036
2018-06-10,188362
2018-06-11,182829
2018-06-12,182683
2018-06-13,183363
2018-06-14,183406
2018-06-15,182801
2018-06-16,182805
2018-06-17,185245
2018-06-18,185008
2018-06-19,185245
2018-06-20,185343
2018-06-21,185267
2018-06-22,185893
2018-06-23,184658
2018-06-24,187438
2018-06-25,189994
2018-06-26,195073
2018-06-27,195700
2018-06-28,193190
2018-06-29,191486
2018-06-30,189436
2018-07-01,189417
2018-07-02,190047
2018-07-03,191019
2018-07-04,190775
2018-07-05,190467
2018-07-06,189911
2018-07-07,183138
2018-07-08,184581
2018-07-09,184322
2018-07-10,181842
2018-07-11,180723
2018-07-12,176679
2018-07-13,179238
2018-07-14,181709
2018-07-15,182006
2018-07-16,181727
2018-07-17,184040
2018-07-18,184640
2018-07-19,184884
2018-07-20,183425
2018-07-21,182317
2018-07-22,181502
2018-07-23,181053
2018-07-24,179629
2018-07-25,178180
2018-07-26,175527
2018-07-27,173142
2018-07-28,170230
2018-07-29,170938
2018-07-30,172039
2018-07-31,173672
2018-08-01,175146
2018-08-02,176084
2018-08-03,176622
2018-08-04,176646
2018-08-05,175850
2018-08-06,175126
2018-08-07,172375
2018-08-08,170804
2018-08-09,170817
2018-08-10,170877
2018-08-11,171633
2018-08-12,174565
2018-08-14,174914
2018-08-16,173466
2018-08-17,173186
2018-08-18,170978
2018-08-19,171678
2018-08-20,173360
2018-08-21,174386
2018-08-22,175674
2018-08-23,177309
2018-08-24,178469
2018-08-25,179811
2018-08-26,179760
2018-08-27,180280
2018-08-28,183196
2018-08-29,184383
2018-08-30,186537
2018-08-31,187385
2018-09-01,186341
2018-09-02,188812
2018-09-03,187792
2018-09-04,185299
2018-09-05,184207
2018-09-06,183037
2018-09-07,180771
2018-09-08,175883
2018-09-09,175791
2018-09-10,177003
2018-09-11,178185
2018-09-12,178234
2018-09-13,177894
2018-09-14,177912
2018-09-15,176793
2018-09-16,174809
2018-09-17,176634
2018-09-18,177292
2018-09-19,177209
2018-09-20,181465
2018-09-21,182796
2018-09-22,181708
2018-09-23,180420
2018-09-24,178648
2018-09-25,178879
2018-09-26,177963
2018-09-27,178458
2018-09-28,178800
2018-09-29,180599
2018-09-30,179911
2018-10-02,182072
2018-10-03,181026
2018-10-04,178083
2018-10-05,177535
2018-10-06,177123
2018-10-07,177959
2018-10-08,177334
2018-10-09,177606
2018-10-10,177969
2018-10-11,177960
2018-10-12,176793
2018-10-13,174717
2018-10-14,173655
2018-10-15,173864
2018-10-16,173535
2018-10-17,172640
2018-10-18,170729
2018-10-19,172416
2018-10-20,173181
2018-10-21,172810
2018-10-22,172453
2018-10-23,172928
2018-10-24,171449
2018-10-25,171511
2018-10-26,171442
2018-10-27,171155
2018-10-28,171431
2018-10-29,172622
2018-10-30,172226
2018-10-31,171637
2018-11-01,170648
2018-11-03,171209
2018-11-04,169996
2018-11-05,169534
2018-11-06,168246
2018-11-07,166798
2018-11-08,165808
2018-11-09,161983
2018-11-10,160275
2018-11-11,158336
2018-11-12,159470
2018-11-13,164030
2018-11-14,164759
2018-11-15,165121
2018-11-16,163339
2018-11-17,161487
2018-11-18,159722
2018-11-19,159969
2018-11-20,158759
2018-11-21,157236
2018-11-22,153716
2018-11-23,150785
2018-11-24,150539
2018-11-25,154843
2018-11-26,156979
2018-11-27,161640
2018-11-28,162023
2018-11-29,162788
2018-12-01,164350
2018-12-02,165088
2018-12-03,165183
2018-12-04,165724
2018-12-05,165435
2018-12-07,155838
2018-12-09,147612
2018-12-10,146765
2018-12-11,147234
2018-12-12,146491
2018-12-13,147137
2018-12-14,146277
2018-12-15,145906
2018-12-16,143480
2018-12-17,140907
2018-12-18,137691
2018-12-19,138322
2018-12-20,138993
2018-12-21,140258
2018-12-22,140152
2018-12-23,138543
2018-12-24,137222
2018-12-25,135669
2018-12-26,133707
2018-12-27,132376
2018-12-28,129611
2018-12-29,128525
2018-12-30,125746
2018-12-31,126533
2019-01-01,132143
2019-01-02,137988
2019-01-03,144519
2019-01-04,150416
2019-01-05,154639
2019-01-06,151036
2019-01-08,150358
2019-01-10,144176
2019-01-11,139179
2019-01-12,144008
2019-01-13,151021
2019-01-14,157732
2019-01-15,165619
2019-01-16,171895
2019-01-17,176690
2019-01-18,183529
2019-01-19,186369
2019-01-20,186073
2019-01-21,188620
2019-01-22,195867
2019-01-23,195222
2019-01-24,199611
2019-01-25,201105
2019-01-26,198877
2019-01-27,190642
2019-01-28,182284
2019-01-29,178760
2019-01-30,176713
2019-01-31,175386
2019-02-01,176088
2019-02-02,173337
2019-02-03,170638
2019-02-04,167115
2019-02-05,166090
2019-02-06,161260
2019-02-07,158454
2019-02-08,159029
2019-02-09,157021
2019-02-10,153948
2019-02-11,152359
2019-02-12,152650
2019-02-13,156828
2019-02-14,157012
2019-02-15,158521
2019-02-16,155521
2019-02-17,154113
2019-02-18,154406
2019-02-19,154319
2019-02-20,154479
2019-02-21,156281
2019-02-22,157973
2019-02-23,158249
2019-02-24,156950
2019-02-25,156783
2019-02-26,154004
2019-02-27,154166
2019-02-28,153737
2019-03-01,152184
2019-03-02,149065
2019-03-03,145457
2019-03-04,140912
2019-03-05,139149
2019-03-06,139105
2019-03-07,140173
2019-03-08,140691
2019-03-09,140477
2019-03-10,143631
2019-03-11,144066
2019-03-12,142865
2019-03-13,141663
2019-03-14,139049
2019-03-15,136412
2019-03-16,134515
2019-03-17,135818
2019-03-18,138227
2019-03-19,138986
2019-03-20,139984
2019-03-21,138152
2019-03-22,136188
2019-03-23,135680
2019-03-24,134374
2019-03-25,134144
2019-03-26,134457
2019-03-27,134509
2019-03-28,137156
2019-03-29,139010
2019-03-30,139507
