date_obj,Amulet%20of%20defence price
2016-03-02,945
2016-03-03,945
2016-03-04,949
2016-03-05,949
2016-03-06,978
2016-03-07,978
2016-03-08,978
2016-03-09,941
2016-03-10,941
2016-03-11,941
2016-03-12,939
2016-03-13,939
2016-03-14,939
2016-03-15,940
2016-03-16,940
2016-03-17,940
2016-03-18,933
2016-03-19,933
2016-03-20,945
2016-03-21,945
2016-03-22,945
2016-03-23,941
2016-03-24,941
2016-03-25,941
2016-03-26,940
2016-03-27,940
2016-03-28,904
2016-03-29,904
2016-03-30,904
2016-03-31,935
2016-04-01,935
2016-04-02,927
2016-04-03,927
2016-04-04,936
2016-04-05,936
2016-04-06,936
2016-04-07,933
2016-04-08,933
2016-04-09,932
2016-04-10,932
2016-04-11,932
2016-04-12,959
2016-04-13,959
2016-04-14,959
2016-04-15,955
2016-04-16,955
2016-04-17,955
2016-04-18,962
2016-04-19,962
2016-04-20,962
2016-04-21,1001
2016-04-22,1001
2016-04-23,1001
2016-04-24,1017
2016-04-25,1017
2016-04-26,1034
2016-04-27,1034
2016-04-28,1034
2016-04-29,1036
2016-04-30,1036
2016-05-01,1036
2016-05-02,1046
2016-05-03,1046
2016-05-04,1046
2016-05-05,1038
2016-05-06,1038
2016-05-07,1038
2016-05-08,999
2016-05-09,999
2016-05-10,1007
2016-05-11,1007
2016-05-12,1007
2016-05-13,1029
2016-05-14,1029
2016-05-15,1014
2016-05-16,1014
2016-05-17,1014
2016-05-18,977
2016-05-19,977
2016-05-22,950
2016-05-23,941
2016-05-24,941
2016-05-25,941
2016-05-26,940
2016-05-27,940
2016-05-28,914
2016-05-29,914
2016-05-30,929
2016-05-31,929
2016-06-01,966
2016-06-02,966
2016-06-03,966
2016-06-04,993
2016-06-05,993
2016-06-06,1019
2016-06-07,1019
2016-06-08,1019
2016-06-09,1021
2016-06-10,1021
2016-06-11,1021
2016-06-12,1017
2016-06-13,1017
2016-06-14,1017
2016-06-15,977
2016-06-16,977
2016-06-17,952
2016-06-18,952
2016-06-19,952
2016-06-20,924
2016-06-21,924
2016-06-22,889
2016-06-23,889
2016-06-24,889
2016-06-25,849
2016-06-26,849
2016-06-27,849
2016-06-28,840
2016-06-29,840
2016-06-30,840
2016-07-01,813
2016-07-02,813
2016-07-03,813
2016-07-04,806
2016-07-05,806
2016-07-06,806
2016-07-07,825
2016-07-08,825
2016-07-09,825
2016-07-10,830
2016-07-11,830
2016-07-12,830
2016-07-13,833
2016-07-14,833
2016-07-15,833
2016-07-16,823
2016-07-17,823
2016-07-18,823
2016-07-23,878
2016-07-24,878
2016-07-25,907
2016-07-26,907
2016-07-27,907
2016-07-28,938
2016-07-29,938
2016-07-30,961
2016-07-31,961
2016-08-01,961
2016-08-02,961
2016-08-03,961
2016-08-04,961
2016-08-05,961
2016-08-06,965
2016-08-07,965
2016-08-08,965
2016-08-09,965
2016-08-10,965
2016-08-11,965
2016-08-12,965
2016-08-13,951
2016-08-14,951
2016-08-15,951
2016-08-16,956
2016-08-17,956
2016-08-18,956
2016-08-19,956
2016-08-20,942
2016-08-21,942
2016-08-22,942
2016-08-23,919
2016-08-24,919
2016-08-25,919
2016-08-26,919
2016-08-28,905
2016-08-31,904
2016-09-01,904
2016-09-02,904
2016-09-03,904
2016-09-04,903
2016-09-05,903
2016-09-06,903
2016-09-07,888
2016-09-08,888
2016-09-09,888
2016-09-10,888
2016-09-11,907
2016-09-12,907
2016-09-13,907
2016-09-14,922
2016-09-15,922
2016-09-16,922
2016-09-17,922
2016-09-18,895
2016-09-19,895
2016-09-20,895
2016-09-21,895
2016-09-22,903
2016-09-23,903
2016-09-24,903
2016-09-25,903
2016-09-26,903
2016-09-27,903
2016-09-28,903
2016-09-29,903
2016-09-30,898
2016-10-01,898
2016-10-02,898
2016-10-03,898
2016-10-04,886
2016-10-05,886
2016-10-06,886
2016-10-07,886
2016-10-08,894
2016-10-09,894
2016-10-10,894
2016-10-11,894
2016-10-12,892
2016-10-13,892
2016-10-14,892
2016-10-15,874
2016-10-16,874
2016-10-17,874
2016-10-18,877
2016-10-19,877
2016-10-20,877
2016-10-21,895
2016-10-22,895
2016-10-23,895
2016-10-24,889
2016-10-25,889
2016-10-26,889
2016-10-27,899
2016-10-28,899
2016-10-29,899
2016-10-30,896
2016-10-31,896
2016-11-01,896
2016-11-02,915
2016-11-03,915
2016-11-04,915
2016-11-05,904
2016-11-06,904
2016-11-07,904
2016-11-08,898
2016-11-09,898
2016-11-10,898
2016-11-11,908
2016-11-12,908
2016-11-13,908
2016-11-14,907
2016-11-15,907
2016-12-07,709
2016-12-08,723
2016-12-09,723
2016-12-10,723
2016-12-11,755
2016-12-12,755
2016-12-13,755
2016-12-14,789
2016-12-15,789
2016-12-16,789
2016-12-17,773
2016-12-18,773
2016-12-19,773
2016-12-20,769
2016-12-21,769
2016-12-22,769
2016-12-23,764
2016-12-24,764
2016-12-25,764
2016-12-26,771
2016-12-27,771
2016-12-28,771
2016-12-29,785
2016-12-30,785
2016-12-31,785
2017-01-01,809
2017-01-02,809
2017-01-03,799
2017-01-04,799
2017-01-05,799
2017-01-06,814
2017-01-07,814
2017-01-08,809
2017-01-09,809
2017-01-10,809
2017-01-11,818
2017-01-12,818
2017-01-13,818
2017-01-14,800
2017-01-15,800
2017-01-16,815
2017-01-17,815
2017-01-18,837
2017-01-19,837
2017-01-20,837
2017-01-21,855
2017-01-22,855
2017-01-23,855
2017-01-27,863
2017-01-28,849
2017-01-29,849
2017-01-30,849
2017-01-31,844
2017-02-01,844
2017-02-02,863
2017-02-03,863
2017-02-04,872
2017-02-05,872
2017-02-06,872
2017-02-07,865
2017-02-08,865
2017-02-09,865
2017-02-10,866
2017-02-11,866
2017-02-12,866
2017-02-13,892
2017-02-14,892
2017-02-15,892
2017-02-16,861
2017-02-17,861
2017-02-18,861
2017-02-19,873
2017-02-20,873
2017-02-21,873
2017-02-22,866
2017-02-23,866
2017-02-24,866
2017-02-25,884
2017-02-26,884
2017-02-27,884
2017-02-28,857
2017-03-01,857
2017-03-02,857
2017-03-03,858
2017-03-04,858
2017-03-05,858
2017-03-06,859
2017-03-07,859
2017-03-08,859
2017-03-09,872
2017-03-10,872
2017-03-11,835
2017-03-12,835
2017-03-13,828
2017-03-14,828
2017-03-15,799
2017-03-16,799
2017-03-17,799
2017-03-18,786
2017-03-19,786
2017-03-20,786
2017-03-21,786
2017-03-22,786
2017-03-23,796
2017-03-24,796
2017-03-25,796
2017-03-26,820
2017-03-27,820
2017-03-28,820
2017-03-29,823
2017-03-30,823
2017-03-31,826
2017-04-01,826
2017-04-02,826
2017-04-03,829
2017-04-04,829
2017-04-05,829
2017-04-12,838
2017-04-13,838
2017-04-14,839
2017-04-15,839
2017-04-16,877
2017-04-17,877
2017-04-18,898
2017-04-19,898
2017-04-20,892
2017-04-21,892
2017-04-22,901
2017-04-23,901
2017-04-24,900
2017-04-25,900
2017-04-26,895
2017-04-27,895
2017-04-28,880
2017-04-29,880
2017-04-30,875
2017-05-01,875
2017-05-02,898
2017-05-03,898
2017-05-04,898
2017-05-05,903
2017-05-06,903
2017-05-07,903
2017-05-08,894
2017-05-09,894
2017-05-10,921
2017-05-11,921
2017-05-12,921
2017-05-13,914
2017-05-14,914
2017-05-15,914
2017-05-16,903
2017-05-17,903
2017-05-18,900
2017-05-19,900
2017-05-20,900
2017-05-21,913
2017-05-22,913
2017-05-23,913
2017-05-24,903
2017-05-25,903
2017-05-26,903
2017-05-27,906
2017-05-28,906
2017-05-29,906
2017-05-30,900
2017-05-31,900
2017-06-01,897
2017-06-02,897
2017-06-03,897
2017-06-04,897
2017-06-05,897
2017-06-06,910
2017-06-07,910
2017-06-08,910
2017-06-09,905
2017-06-10,905
2017-06-11,902
2017-06-12,902
2017-06-13,894
2017-06-14,894
2017-06-15,894
2017-06-16,892
2017-06-17,892
2017-06-18,902
2017-06-19,902
2017-06-20,917
2017-06-21,917
2017-06-22,917
2017-06-23,919
2017-06-24,919
2017-06-25,905
2017-06-26,905
2017-06-27,904
2017-06-28,904
2017-06-29,908
2017-06-30,908
2017-07-01,908
2017-07-02,886
2017-07-03,886
2017-07-04,857
2017-07-05,857
2017-07-06,857
2017-07-07,864
2017-07-08,864
2017-07-09,875
2017-07-13,870
2017-07-14,870
2017-07-15,869
2017-07-16,869
2017-07-17,872
2017-07-18,872
2017-07-19,867
2017-07-20,867
2017-07-21,872
2017-07-22,872
2017-07-23,877
2017-07-24,877
2017-07-25,877
2017-07-26,873
2017-07-27,873
2017-07-28,871
2017-07-29,871
2017-07-30,848
2017-07-31,848
2017-08-01,848
2017-08-02,845
2017-08-03,845
2017-08-04,845
2017-08-05,850
2017-08-06,850
2017-08-07,830
2017-08-08,830
2017-08-09,827
2017-08-10,827
2017-08-11,823
2017-08-12,823
2017-08-13,832
2017-08-14,832
2017-08-15,822
2017-08-16,822
2017-08-17,799
2017-08-18,799
2017-08-19,799
2017-08-20,799
2017-08-21,799
2017-08-22,815
2017-08-23,815
2017-08-24,838
2017-08-25,838
2017-08-26,850
2017-08-27,850
2017-08-28,847
2017-08-29,847
2017-08-30,853
2017-08-31,853
2017-09-01,853
2017-09-02,861
2017-09-03,861
2017-09-04,861
2017-09-05,903
2017-09-06,903
2017-09-07,923
2017-09-08,923
2017-09-09,946
2017-09-10,946
2017-09-11,969
2017-09-12,969
2017-09-13,985
2017-09-14,985
2017-09-15,997
2017-09-16,997
2017-09-17,997
2017-09-18,997
2017-09-19,997
2017-09-20,997
2017-09-21,997
2017-09-22,1011
2017-09-23,1011
2017-09-24,1004
2017-09-25,1004
2017-09-26,1014
2017-09-27,1014
2017-09-28,1004
2017-09-29,1004
2017-09-30,994
2017-10-01,994
2017-10-02,953
2017-10-03,953
2017-10-04,953
2017-10-05,905
2017-10-06,905
2017-10-07,904
2017-10-08,904
2017-10-09,903
2017-10-10,903
2017-10-11,903
2017-10-12,906
2017-10-13,906
2017-10-14,885
2017-10-15,885
2017-10-16,913
2017-10-17,913
2017-10-18,913
2017-10-19,924
2017-10-20,924
2017-10-21,913
2017-10-22,913
2017-10-23,890
2017-10-24,890
2017-10-25,881
2017-10-26,881
2017-10-27,899
2017-10-28,899
2017-10-29,914
2017-10-30,914
2017-10-31,916
2017-11-01,916
2017-11-02,916
2017-11-03,895
2017-11-04,921
2017-11-05,921
2017-11-06,953
2017-11-07,953
2017-11-08,977
2017-11-09,977
2017-11-10,971
2017-11-11,971
2017-11-12,962
2017-11-13,962
2017-11-14,964
2017-11-15,964
2017-11-16,962
2017-11-17,962
2017-11-18,975
2017-11-19,975
2017-11-20,945
2017-11-21,945
2017-11-22,953
2017-11-23,953
2017-11-24,959
2017-11-25,959
2017-11-26,932
2017-11-27,932
2017-11-28,918
2017-11-29,918
2017-11-30,901
2017-12-01,901
2017-12-02,916
2017-12-03,916
2017-12-04,894
2017-12-05,894
2017-12-06,900
2017-12-07,900
2017-12-08,888
2017-12-09,888
2017-12-10,889
2017-12-11,889
2017-12-12,910
2017-12-13,910
2017-12-14,939
2017-12-15,939
2017-12-16,943
2017-12-17,943
2017-12-18,919
2017-12-19,919
2017-12-20,895
2017-12-21,895
2017-12-22,896
2017-12-23,896
2017-12-24,909
2017-12-25,909
2017-12-26,930
2017-12-27,930
2017-12-28,930
2017-12-29,930
2017-12-30,938
2017-12-31,938
2018-01-01,922
2018-01-02,922
2018-01-03,913
2018-01-04,913
2018-01-05,917
2018-01-06,917
2018-01-07,916
2018-01-08,916
2018-01-09,918
2018-01-10,918
2018-01-11,926
2018-01-12,926
2018-01-13,931
2018-01-14,931
2018-01-15,941
2018-01-16,963
2018-01-17,942
2018-01-18,925
2018-01-19,925
2018-01-20,913
2018-01-21,913
2018-01-22,931
2018-01-23,951
2018-01-24,968
2018-01-25,967
2018-01-26,940
2018-01-27,947
2018-01-28,955
2018-01-29,945
2018-01-30,963
2018-01-31,969
2018-02-01,960
2018-02-02,955
2018-02-03,943
2018-02-04,916
2018-02-05,915
2018-02-06,918
2018-02-07,907
2018-02-08,907
2018-02-09,911
2018-02-10,891
2018-02-11,888
2018-02-12,877
2018-02-13,867
2018-02-14,901
2018-02-15,923
2018-02-16,964
2018-02-17,984
2018-02-18,966
2018-02-19,967
2018-02-20,976
2018-02-21,972
2018-02-22,961
2018-02-23,960
2018-02-24,960
2018-02-25,951
2018-02-26,942
2018-02-27,944
2018-02-28,988
2018-03-01,981
2018-03-02,970
2018-03-03,961
2018-03-04,961
2018-03-05,930
2018-03-06,914
2018-03-07,909
2018-03-08,916
2018-03-09,915
2018-03-10,933
2018-03-11,914
2018-03-12,887
2018-03-13,892
2018-03-14,901
2018-03-15,898
2018-03-16,878
2018-03-17,876
2018-03-18,893
2018-03-19,893
2018-03-20,896
2018-03-21,888
2018-03-22,862
2018-03-23,879
2018-03-24,882
2018-03-25,884
2018-03-26,905
2018-03-27,921
2018-03-28,908
2018-03-29,920
2018-03-30,923
2018-03-31,915
2018-04-01,912
2018-04-02,923
2018-04-03,942
2018-04-04,971
2018-04-05,971
2018-04-06,1008
2018-04-07,1008
2018-04-08,992
2018-04-09,969
2018-04-10,929
2018-04-11,895
2018-04-12,904
2018-04-13,899
2018-04-14,898
2018-04-15,888
2018-04-16,888
2018-04-17,901
2018-04-18,901
2018-04-19,874
2018-04-20,856
2018-04-21,846
2018-04-22,846
2018-04-23,847
2018-04-24,857
2018-04-25,867
2018-04-26,867
2018-04-27,857
2018-04-28,854
2018-04-29,845
2018-04-30,877
2018-05-01,889
2018-05-02,889
2018-05-03,922
2018-05-04,939
2018-05-05,921
2018-05-06,921
2018-05-07,920
2018-05-08,914
2018-05-09,914
2018-05-10,923
2018-05-11,911
2018-05-12,883
2018-05-13,882
2018-05-14,895
2018-05-15,912
2018-05-16,911
2018-05-17,939
2018-05-18,952
2018-05-19,911
2018-05-20,881
2018-05-21,858
2018-05-22,858
2018-05-23,887
2018-05-24,891
2018-05-25,899
2018-05-26,881
2018-05-27,881
2018-05-28,882
2018-05-29,852
2018-05-30,846
2018-05-31,871
2018-06-01,902
2018-06-02,902
2018-06-03,875
2018-06-04,890
2018-06-05,902
2018-06-06,925
2018-06-07,913
2018-06-08,924
2018-06-09,933
2018-06-10,909
2018-06-11,871
2018-06-12,837
2018-06-13,806
2018-06-14,786
2018-06-15,800
2018-06-16,815
2018-06-17,800
2018-06-18,787
2018-06-19,794
2018-06-20,794
2018-06-21,804
2018-06-22,827
2018-06-23,827
2018-06-24,855
2018-06-25,885
2018-06-26,846
2018-06-27,803
2018-06-28,763
2018-06-29,726
2018-06-30,689
2018-07-01,655
2018-07-02,655
2018-07-03,652
2018-07-04,680
2018-07-05,680
2018-07-06,700
2018-07-07,717
2018-07-08,732
2018-07-09,763
2018-07-10,792
2018-07-11,813
2018-07-12,813
2018-07-13,814
2018-07-14,797
2018-07-15,797
2018-07-16,808
2018-07-17,806
2018-07-18,839
2018-07-19,831
2018-07-20,835
2018-07-21,826
2018-07-22,827
2018-07-23,848
2018-07-24,852
2018-07-25,879
2018-07-26,873
2018-07-27,875
2018-07-28,840
2018-07-29,842
2018-07-30,848
2018-07-31,847
2018-08-01,847
2018-08-02,868
2018-08-03,911
2018-08-04,889
2018-08-05,878
2018-08-06,840
2018-08-07,824
2018-08-08,829
2018-08-09,870
2018-08-10,888
2018-08-11,867
2018-08-12,830
2018-08-14,885
2018-08-16,908
2018-08-17,911
2018-08-18,908
2018-08-19,904
2018-08-20,893
2018-08-21,870
2018-08-22,889
2018-08-23,931
2018-08-24,960
2018-08-25,963
2018-08-26,927
2018-08-27,901
2018-08-28,919
2018-08-29,886
2018-08-30,867
2018-08-31,856
2018-09-01,852
2018-09-02,809
2018-09-03,817
2018-09-04,840
2018-09-05,818
2018-09-06,818
2018-09-07,826
2018-09-08,828
2018-09-09,804
2018-09-10,781
2018-09-11,781
2018-09-12,788
2018-09-13,826
2018-09-14,851
2018-09-15,834
2018-09-16,854
2018-09-17,882
2018-09-18,899
2018-09-19,900
2018-09-20,914
2018-09-21,921
2018-09-22,902
2018-09-23,898
2018-09-24,919
2018-09-25,965
2018-09-26,974
2018-09-27,995
2018-09-28,1004
2018-09-29,998
2018-09-30,962
2018-10-01,946
2018-10-02,952
2018-10-03,914
2018-10-04,903
2018-10-05,896
2018-10-06,889
2018-10-07,903
2018-10-08,895
2018-10-09,873
2018-10-10,889
2018-10-11,908
2018-10-12,923
2018-10-13,916
2018-10-14,905
2018-10-15,949
2018-10-16,973
2018-10-17,944
2018-10-18,912
2018-10-19,907
2018-10-20,919
2018-10-21,902
2018-10-22,910
2018-10-23,909
2018-10-24,906
2018-10-25,928
2018-10-26,946
2018-10-27,955
2018-10-28,917
2018-10-29,904
2018-10-30,904
2018-10-31,917
2018-11-01,936
2018-11-03,925
2018-11-04,930
2018-11-05,909
2018-11-06,907
2018-11-07,901
2018-11-08,890
2018-11-09,876
2018-11-10,850
2018-11-11,851
2018-11-12,856
2018-11-13,861
2018-11-14,831
2018-11-15,818
2018-11-16,847
2018-11-17,836
2018-11-18,808
2018-11-19,814
2018-11-20,810
2018-11-21,778
2018-11-22,755
2018-11-23,727
2018-11-24,715
2018-11-25,738
2018-11-26,750
2018-11-27,780
2018-11-28,789
2018-11-29,820
2018-12-01,798
2018-12-02,781
2018-12-03,771
2018-12-04,785
2018-12-05,786
2018-12-07,811
2018-12-09,840
2018-12-10,861
2018-12-11,853
2018-12-12,836
2018-12-13,849
2018-12-14,866
2018-12-15,875
2018-12-16,854
2018-12-17,838
2018-12-18,841
2018-12-19,830
2018-12-20,841
2018-12-21,815
2018-12-22,809
2018-12-23,811
2018-12-24,812
2018-12-25,804
2018-12-26,813
2018-12-27,819
2018-12-28,815
2018-12-29,822
2018-12-30,811
2018-12-31,825
2019-01-01,827
2019-01-02,847
2019-01-03,869
2019-01-04,865
2019-01-05,898
2019-01-06,911
2019-01-08,903
2019-01-10,920
2019-01-11,917
2019-01-12,900
2019-01-13,904
2019-01-14,884
2019-01-15,903
2019-01-16,883
2019-01-17,886
2019-01-18,880
2019-01-19,860
2019-01-20,875
2019-01-21,867
2019-01-22,840
2019-01-23,819
2019-01-24,814
2019-01-25,814
2019-01-26,816
2019-01-27,821
2019-01-28,825
2019-01-29,828
2019-01-30,843
2019-01-31,851
2019-02-01,872
2019-02-02,864
2019-02-03,862
2019-02-04,843
2019-02-05,838
2019-02-06,849
2019-02-07,858
2019-02-08,857
2019-02-09,844
2019-02-10,826
2019-02-11,851
2019-02-12,849
2019-02-13,867
2019-02-14,860
2019-02-15,857
2019-02-16,839
2019-02-17,830
2019-02-18,847
2019-02-19,838
2019-02-20,832
2019-02-21,831
2019-02-22,854
2019-02-23,838
2019-02-24,830
2019-02-25,816
2019-02-26,813
2019-02-27,825
2019-02-28,826
2019-03-01,822
2019-03-02,826
2019-03-03,823
2019-03-04,824
2019-03-05,834
2019-03-06,855
2019-03-07,851
2019-03-08,874
2019-03-09,876
2019-03-10,866
2019-03-11,860
2019-03-12,851
2019-03-13,850
2019-03-14,857
2019-03-15,857
2019-03-16,834
2019-03-17,837
2019-03-18,859
2019-03-19,860
2019-03-20,850
2019-03-21,863
2019-03-22,870
2019-03-23,855
2019-03-24,843
2019-03-25,859
2019-03-26,863
2019-03-27,857
2019-03-28,860
2019-03-29,862
2019-03-30,856
2019-03-31,843
2019-04-01,865
2019-04-02,865
2019-04-03,861
2019-04-04,862
2019-04-05,860
2019-04-06,854
2019-04-07,872
2019-04-08,867
2019-04-09,884
2019-04-10,884
2019-04-11,867
2019-04-12,837
2019-04-13,822
2019-04-14,854
2019-04-15,833
2019-04-16,823
2019-04-17,845
2019-04-18,839
2019-04-19,840
2019-04-20,855
2019-04-21,872
2019-04-22,892
2019-04-23,897
2019-04-24,894
2019-04-25,893
2019-04-26,904
2019-04-27,891
2019-04-28,875
2019-04-29,892
2019-04-30,897
2019-05-01,885
2019-05-02,900
2019-05-03,912
2019-05-04,921
2019-05-05,938
2019-05-06,924
2019-05-07,916
2019-05-08,925
2019-05-09,933
2019-05-10,927
2019-05-11,917
2019-05-12,890
2019-05-13,905
2019-05-14,913
2019-05-15,917
2019-05-16,914
2019-05-17,909
2019-05-18,890
2019-05-19,882
2019-05-20,909
2019-05-21,917
2019-05-22,918
2019-05-23,915
2019-05-24,889
2019-05-25,885
2019-05-26,896
2019-05-27,894
2019-05-28,872
2019-05-29,885
2019-05-30,885
2019-05-31,898
2019-06-01,894
2019-06-02,889
2019-06-03,910
2019-06-04,877
2019-06-05,856
2019-06-06,862
2019-06-07,854
2019-06-08,888
2019-06-09,893
2019-06-10,893
2019-06-11,916
2019-06-12,924
2019-06-13,921
2019-06-14,924
2019-06-15,920
2019-06-16,927
2019-06-17,928
2019-06-18,943
2019-06-19,944
2019-06-20,919
2019-06-21,892
2019-06-22,847
2019-06-23,854
2019-06-24,874
2019-06-25,859
2019-06-26,869
2019-06-27,849
2019-06-28,812
2019-06-29,779
2019-06-30,757
2019-07-01,788
2019-07-02,828
2019-07-03,821
2019-07-04,790
2019-07-05,806
2019-07-06,807
2019-07-07,792
2019-07-08,785
2019-07-09,783
2019-07-10,823
2019-07-11,865
2019-07-12,857
2019-07-13,816
2019-07-14,797
2019-07-15,807
2019-07-16,829
2019-07-17,812
2019-07-18,818
2019-07-19,814
2019-07-20,825
2019-07-21,835
2019-07-22,853
2019-07-23,849
2019-07-24,852
2019-07-25,830
2019-07-26,860
2019-07-27,873
2019-07-28,878
2019-07-29,878
2019-07-30,891
2019-07-31,888
2019-08-01,878
2019-08-02,887
