date_obj,Mithril%20gold-trimmed%20set%20(sk) price
2019-04-06,36437
2019-04-07,36437
2019-04-08,36437
2019-04-09,36437
2019-04-10,36437
2019-04-11,36966
2019-04-12,36966
2019-04-13,36966
2019-04-14,36966
2019-04-15,36966
2019-04-16,37969
2019-04-17,37969
2019-04-18,37969
2019-04-19,37969
2019-04-20,37969
2019-04-21,37743
2019-04-22,37743
2019-04-23,37743
2019-04-24,37743
2019-04-25,37743
2019-04-26,36252
2019-04-27,36252
2019-04-28,36252
2019-04-29,36252
2019-04-30,34958
2019-05-01,34958
2019-05-02,34958
2019-05-03,34958
2019-05-04,33794
2019-05-05,33794
2019-05-06,33794
2019-05-07,33794
2019-05-08,33155
2019-05-09,33155
2019-05-10,33155
2019-05-11,33155
2019-05-12,32223
2019-05-13,32223
2019-05-14,32223
2019-05-15,32223
2019-05-16,31238
2019-05-17,31238
2019-05-18,31238
2019-05-19,31238
2019-05-20,31238
2019-05-21,31220
2019-05-22,31220
2019-05-23,31220
2019-05-24,31220
2019-05-25,32118
2019-05-26,32118
2019-05-27,32118
2019-05-28,32118
2019-05-29,32118
2019-05-30,33071
2019-05-31,33071
2019-06-01,33071
2019-06-02,33071
2019-06-03,33071
2019-06-04,32738
2019-06-05,32738
2019-06-06,32738
2019-06-07,32738
2019-06-08,32738
2019-06-09,31531
2019-06-10,31531
2019-06-11,31531
2019-06-12,31531
2019-06-13,30218
2019-06-14,30218
2019-06-15,30218
2019-06-16,30218
2019-06-17,30218
2019-06-18,29616
2019-06-19,29616
2019-06-20,29616
2019-06-21,29616
2019-06-22,30006
2019-06-23,30006
2019-06-24,30006
2019-06-25,30006
2019-06-26,30006
2019-06-27,30797
2019-06-28,30797
2019-06-29,30797
2019-06-30,30797
2019-07-01,30797
2019-07-02,32053
2019-07-03,32053
2019-07-04,32053
2019-07-05,32053
2019-07-06,32053
2019-07-07,33097
2019-07-08,33097
2019-07-09,33097
2019-07-10,33097
2019-07-11,33097
2019-07-12,33723
2019-07-13,33723
2019-07-14,33723
2019-07-15,33723
2019-07-16,33723
2019-07-17,34709
2019-07-18,34709
2019-07-19,34709
2019-07-20,34709
2019-07-21,36078
2019-07-22,36078
2019-07-23,36078
2019-07-24,36078
2019-07-25,36078
2019-07-26,36078
2019-07-27,37359
2019-07-28,37359
2019-07-29,37359
2019-07-30,37359
2019-07-31,37359
2019-08-01,37359
2019-08-02,38654
2019-08-03,38654
2019-08-04,38654
2019-08-05,38654
2019-08-06,38654
2019-08-07,38654
2019-08-08,39926
2019-08-09,39926
2019-08-10,39926
2019-08-11,39926
2019-08-12,39926
2019-08-13,39926
2019-08-14,40748
2019-08-15,40748
2019-08-16,40748
2019-08-17,40748
2019-08-18,40748
2019-08-19,41378
2019-08-20,41378
2019-08-21,41378
2019-08-22,41378
2019-08-23,41378
2019-08-24,42674
2019-08-24,42674
2019-08-25,42674
2019-08-25,42674
2019-08-26,42674
2019-08-26,42674
2019-08-27,42674
2019-08-27,42674
2019-08-28,42674
2019-08-29,42674
2019-08-30,44300
2019-08-31,44300
2019-09-01,44300
2019-09-02,44300
2019-09-03,44300
2019-09-04,44300
2019-09-05,44300
2019-09-06,44300
2019-09-07,46193
2019-09-08,46193
2019-09-09,46193
2019-09-10,46193
2019-09-11,46193
2019-09-12,46193
2019-09-13,46193
2019-09-14,46193
2019-09-15,47986
2019-09-16,47986
2019-09-17,47986
2019-09-18,47986
2019-09-19,47986
2019-09-20,47986
2019-09-21,47986
2019-09-22,49661
2019-09-23,49661
2019-09-24,49661
2019-09-25,49661
2019-09-26,49661
2019-09-27,49661
2019-09-28,49661
2019-09-29,49661
2019-09-30,51443
2019-10-01,51443
2019-10-02,51443
2019-10-03,51443
2019-10-04,51443
2019-10-05,51443
2019-10-06,50874
2019-10-07,50874
2019-10-08,50874
2019-10-09,50874
2019-10-10,50874
2019-10-11,50874
2019-10-12,50874
2019-10-13,50874
2019-10-14,50759
2019-10-15,50759
2019-10-16,50759
2019-10-17,50759
2019-10-18,50759
2019-10-19,50759
2019-10-20,49374
2019-10-21,49374
2019-10-22,49374
2019-10-23,49374
2019-10-24,49374
2019-10-25,49374
2019-10-26,49374
2019-10-27,49562
2019-10-28,49562
2019-10-29,49562
2019-10-30,49562
2019-10-31,49562
2019-11-01,49562
2019-11-02,49562
2019-11-03,51029
2019-11-04,51029
2019-11-05,51029
2019-11-06,51029
2019-11-07,51029
2019-11-08,51029
2019-11-09,51029
2019-11-10,52653
2019-11-11,52653
2019-11-12,52653
2019-11-13,52653
2019-11-14,52653
2019-11-15,52653
2019-11-16,52653
2019-11-17,52653
2019-11-18,51058
2019-11-19,51058
2019-11-20,51058
2019-11-21,51058
2019-11-22,51058
2019-11-23,50071
2019-11-24,50071
2019-11-25,50071
2019-11-26,50071
2019-11-27,50071
2019-11-28,50071
2019-11-29,50071
2019-11-30,50620
2019-12-01,50620
2019-12-02,50620
2019-12-03,50620
2019-12-04,50620
2019-12-05,50620
2019-12-06,50620
2019-12-07,50620
2019-12-08,51359
2019-12-09,51359
2019-12-10,51359
2019-12-11,51359
2019-12-12,51359
2019-12-13,51359
2019-12-14,51359
2019-12-15,51191
2019-12-16,51191
2019-12-17,51191
2019-12-18,51191
2019-12-19,51191
2019-12-20,51191
2019-12-21,51191
2019-12-22,50504
2019-12-23,50504
2019-12-24,50504
2019-12-25,50504
2019-12-26,50504
2019-12-27,50504
2019-12-28,48443
2019-12-29,48443
2019-12-30,48443
2019-12-31,48443
2020-01-01,48443
2020-01-02,48443
2020-01-03,48443
2020-01-04,46202
2020-01-05,46202
2020-01-06,46202
2020-01-07,46202
2020-01-08,46202
2020-01-09,46202
2020-01-10,46170
2020-01-11,46170
2020-01-12,46170
2020-01-13,46170
2020-01-14,46170
2020-01-15,46170
2020-01-16,47376
2020-01-17,47376
2020-01-18,47376
2020-01-19,47376
2020-01-20,47376
2020-01-21,47376
2020-01-22,47898
2020-01-23,47898
2020-01-24,47898
2020-01-25,47898
2020-01-26,47898
2020-01-27,47898
2020-01-28,47898
2020-01-29,49037
2020-01-30,49037
2020-01-31,49037
2020-02-01,49037
2020-02-02,49037
2020-02-03,49037
2020-02-04,51177
2020-02-05,51177
2020-02-06,51177
2020-02-07,51177
2020-02-08,51177
2020-02-09,51177
2020-02-10,52972
2020-02-11,52972
2020-02-12,52972
2020-02-13,52972
2020-02-14,52972
2020-02-15,52972
2020-02-16,53097
2020-02-17,53097
2020-02-18,53097
2020-02-19,53097
2020-02-20,53097
2020-02-21,53097
2020-02-22,53507
2020-02-23,53507
2020-02-24,53507
2020-02-25,53507
2020-02-26,53507
2020-02-27,53507
2020-02-28,52808
2020-02-29,52808
2020-03-01,52808
2020-03-02,52808
2020-03-03,52808
2020-03-04,52808
2020-03-05,50802
2020-03-06,50802
2020-03-07,50802
2020-03-08,50802
2020-03-09,50802
2020-03-10,49560
2020-03-11,49560
2020-03-12,49560
2020-03-13,49560
2020-03-14,49560
2020-03-15,49560
2020-03-16,47449
2020-03-17,47449
2020-03-18,47449
2020-03-19,47449
2020-03-20,47449
2020-03-21,47227
2020-03-22,47227
2020-03-23,47227
2020-03-24,47227
2020-03-25,47227
2020-03-26,46489
2020-03-27,46489
2020-03-28,46489
2020-03-29,46489
2020-03-30,44493
2020-03-31,44493
2020-04-01,44493
2020-04-02,44493
2020-04-03,43255
2020-04-04,43255
2020-04-05,43255
2020-04-06,42181
2020-04-07,42181
2020-04-08,42181
2020-04-09,42024
2020-04-10,42024
2020-04-11,42024
2020-04-12,42024
2020-04-13,41272
2020-04-14,41272
2020-04-15,41272
2020-04-16,39944
2020-04-17,39944
2020-04-18,39944
2020-04-19,38925
2020-04-20,38925
2020-04-21,38925
2020-04-22,38450
2020-04-23,38450
2020-04-24,38450
2020-04-25,38450
2020-04-26,37470
2020-04-27,37470
2020-04-28,37470
2020-04-29,37470
2020-04-30,36740
2020-05-01,36740
2020-05-02,36740
2020-05-03,36740
2020-05-04,36048
2020-05-05,36048
2020-05-06,36048
2020-05-07,36219
2020-05-08,36219
2020-05-09,36219
2020-05-10,36219
2020-05-11,35911
2020-05-12,35911
2020-05-13,35911
