date_obj,Holy%20blessing price
2017-05-23,31816
2017-05-24,30975
2017-05-25,30729
2017-05-26,30716
2017-05-27,31726
2017-05-28,31846
2017-05-29,31670
2017-05-30,31582
2017-05-31,31594
2017-06-01,31614
2017-06-02,31731
2017-06-03,31452
2017-06-04,31297
2017-06-06,31550
2017-06-07,31619
2017-06-08,31619
2017-06-09,31488
2017-06-10,31478
2017-06-11,31376
2017-06-12,30794
2017-06-13,30708
2017-06-14,30933
2017-06-15,31141
2017-06-16,31489
2017-06-17,31333
2017-06-18,31285
2017-06-19,31285
2017-06-20,31178
2017-06-21,31082
2017-06-22,30789
2017-06-23,30777
2017-06-24,30799
2017-06-25,30974
2017-06-26,30538
2017-06-27,30195
2017-06-28,29986
2017-06-29,29857
2017-06-30,29819
2017-07-01,29819
2017-07-02,29514
2017-07-03,29096
2017-07-04,28884
2017-07-05,28884
2017-07-06,28471
2017-07-07,28471
2017-07-08,27864
2017-07-13,25948
2017-07-14,25519
2017-07-15,25297
2017-07-16,25052
2017-07-17,24715
2017-07-18,24894
2017-07-19,25114
2017-07-20,25085
2017-07-21,24848
2017-07-22,25008
2017-07-23,24808
2017-07-24,24579
2017-07-25,24378
2017-07-26,24021
2017-07-27,23821
2017-07-28,23507
2017-07-29,23468
2017-07-30,23254
2017-07-31,23254
2017-08-01,23169
2017-08-02,23100
2017-08-03,22969
2017-08-04,22681
2017-08-05,22756
2017-08-06,23128
2017-08-09,22701
2017-08-10,22726
2017-08-11,22885
2017-08-12,23004
2017-08-13,23043
2017-08-14,23434
2017-08-15,23706
2017-08-16,23902
2017-08-17,24420
2017-08-18,25070
2017-08-19,25881
2017-08-20,26811
2017-08-21,27918
2017-08-22,28805
2017-08-23,30023
2017-08-24,30994
2017-08-25,32023
2017-08-26,32743
2017-08-27,32773
2017-08-28,32766
2017-08-29,32414
2017-08-30,32331
2017-08-31,32112
2017-09-01,32309
2017-09-02,31993
2017-09-03,31628
2017-09-04,30483
2017-09-05,29389
2017-09-06,28588
2017-09-07,28194
2017-09-08,28367
2017-09-09,28319
2017-09-10,27691
2017-09-11,27637
2017-09-12,27588
2017-09-13,27106
2017-09-14,26965
2017-09-15,26965
2017-09-16,26711
2017-09-17,26650
2017-09-18,26943
2017-09-19,27121
2017-09-20,27220
2017-09-21,27127
2017-09-22,27129
2017-09-23,26968
2017-09-24,26850
2017-09-25,26797
2017-09-26,26600
2017-09-27,26487
2017-09-28,26459
2017-09-29,26471
2017-09-30,26387
2017-10-01,26331
2017-10-02,26238
2017-10-03,26295
2017-10-04,26306
2017-10-05,26283
2017-10-06,26304
2017-10-07,26412
2017-10-08,26333
2017-10-09,26452
2017-10-10,26625
2017-10-11,26948
2017-10-12,27354
2017-10-13,27564
2017-10-14,27721
2017-10-15,27721
2017-10-16,27709
2017-10-17,27709
2017-10-18,27798
2017-10-19,27883
2017-10-20,27723
2017-10-21,27760
2017-10-22,27671
2017-10-23,27659
2017-10-24,27801
2017-10-25,27730
2017-10-26,27693
2017-10-27,27582
2017-10-28,27582
2017-10-29,27501
2017-10-30,27259
2017-10-31,27603
2017-11-01,28201
2017-11-02,29140
2017-11-03,30023
2017-11-04,30084
2017-11-05,30209
2017-11-06,30147
2017-11-07,29817
2017-11-08,29674
2017-11-09,29562
2017-11-10,29397
2017-11-11,28597
2017-11-12,28518
2017-11-13,28490
2017-11-14,28458
2017-11-15,28627
2017-11-16,28301
2017-11-17,28320
2017-11-18,28145
2017-11-19,28107
2017-11-20,27909
2017-11-21,27514
2017-11-22,27715
2017-11-23,27414
2017-11-24,27076
2017-11-25,26242
2017-11-26,25847
2017-11-27,25847
2017-11-28,25510
2017-11-29,25059
2017-11-30,24530
2017-12-01,24100
2017-12-02,24040
2017-12-03,24599
2017-12-04,25450
2017-12-05,26092
2017-12-06,25963
2017-12-07,25622
2017-12-08,25769
2017-12-09,25538
2017-12-10,25376
2017-12-11,25699
2017-12-12,26037
2017-12-13,25961
2017-12-14,25607
2017-12-15,25679
2017-12-16,25420
2017-12-17,25267
2017-12-18,25203
2017-12-19,24836
2017-12-20,24345
2017-12-21,24311
2017-12-22,24447
2017-12-23,24382
2017-12-24,24681
2017-12-25,24919
2017-12-26,25049
2017-12-27,24370
2017-12-28,23972
2017-12-29,23727
2017-12-30,23587
2017-12-31,23664
2018-01-01,23347
2018-01-02,23292
2018-01-03,23355
2018-01-04,23251
2018-01-05,23529
2018-01-06,23646
2018-01-07,23798
2018-01-08,24036
2018-01-09,24060
2018-01-10,24333
2018-01-11,24386
2018-01-12,24561
2018-01-13,24489
2018-01-14,24379
2018-01-15,24385
2018-01-16,24029
2018-01-17,24037
2018-01-18,24091
2018-01-19,24136
2018-01-20,24246
2018-01-21,24171
2018-01-22,24343
2018-01-23,24264
2018-01-25,23913
2018-01-26,24104
2018-01-27,24071
2018-01-28,24088
2018-01-29,23941
2018-01-30,23687
2018-01-31,23443
2018-02-01,23436
2018-02-02,23191
2018-02-03,23169
2018-02-04,22923
2018-02-05,22667
2018-02-06,22483
2018-02-07,22270
2018-02-08,22413
2018-02-09,22285
2018-02-10,22454
2018-02-11,22255
2018-02-12,21987
2018-02-13,21800
2018-02-14,21502
2018-02-15,20963
2018-02-16,20708
2018-02-17,20325
2018-02-18,19921
2018-02-19,19505
2018-02-20,19202
2018-02-21,19090
2018-02-22,19083
2018-02-23,19077
2018-02-24,19237
2018-02-25,19219
2018-02-26,19298
2018-02-27,19327
2018-02-28,19546
2018-03-01,19415
2018-03-02,19383
2018-03-03,19178
2018-03-04,18611
2018-03-05,18548
2018-03-06,18579
2018-03-07,18465
2018-03-08,18670
2018-03-09,18337
2018-03-10,18165
2018-03-11,18032
2018-03-12,18000
2018-03-13,18201
2018-03-14,18506
2018-03-15,18863
2018-03-16,19240
2018-03-17,19264
2018-03-18,19340
2018-03-19,19407
2018-03-20,19335
2018-03-21,19286
2018-03-23,19311
2018-03-24,19286
2018-03-25,19113
2018-03-26,18935
2018-03-27,18872
2018-03-28,18755
2018-03-29,18938
2018-03-30,18917
2018-03-31,18804
2018-04-01,18950
2018-04-02,18921
2018-04-03,18812
2018-04-04,18715
2018-04-05,18682
2018-04-06,18706
2018-04-07,18630
2018-04-08,18685
2018-04-09,18809
2018-04-10,19007
2018-04-11,19505
2018-04-12,20052
2018-04-13,20439
2018-04-14,20580
2018-04-15,20861
2018-04-16,21467
2018-04-17,22106
2018-04-18,22449
2018-04-19,22388
2018-04-20,22485
2018-04-21,22545
2018-04-22,22721
2018-04-23,22758
2018-04-24,22863
2018-04-25,22948
2018-04-26,23217
2018-04-27,23297
2018-04-28,23515
2018-04-29,23867
2018-04-30,24132
2018-05-01,24623
2018-05-03,25318
2018-05-04,25401
2018-05-05,25468
2018-05-06,25266
2018-05-07,25130
2018-05-08,24623
2018-05-09,24322
2018-05-10,23891
2018-05-11,23681
2018-05-12,23414
2018-05-13,23402
2018-05-14,23565
2018-05-15,23496
2018-05-16,23220
2018-05-17,23079
2018-05-18,23324
2018-05-19,24269
2018-05-20,24391
2018-05-21,24624
2018-05-22,24901
2018-05-23,25127
2018-05-24,25097
2018-05-25,25162
2018-05-26,25320
2018-05-27,25110
2018-05-28,25033
2018-05-29,24897
2018-05-30,24676
2018-05-31,24406
2018-06-01,24306
2018-06-02,24246
2018-06-03,24195
2018-06-04,23999
2018-06-05,23830
2018-06-06,23529
2018-06-07,23443
2018-06-08,23431
2018-06-09,23363
2018-06-10,23525
2018-06-11,23345
2018-06-12,23160
2018-06-13,23058
2018-06-14,22673
2018-06-15,22482
2018-06-16,22606
2018-06-17,22708
2018-06-18,22786
2018-06-19,22777
2018-06-20,22913
2018-06-21,23236
2018-06-22,23320
2018-06-23,23258
2018-06-24,23375
2018-06-25,23322
2018-06-26,23538
2018-06-27,23623
2018-06-28,23763
2018-06-29,23908
2018-06-30,23912
2018-07-01,24034
2018-07-02,24139
2018-07-03,24222
2018-07-04,24352
2018-07-05,24643
2018-07-06,24957
2018-07-07,25335
2018-07-08,25667
2018-07-09,26057
2018-07-10,26357
2018-07-11,26856
2018-07-12,27026
2018-07-13,27309
2018-07-14,27677
2018-07-15,28044
2018-07-16,28213
2018-07-17,28528
2018-07-18,29069
2018-07-19,29363
2018-07-20,29472
2018-07-21,29605
2018-07-22,29851
2018-07-23,30064
2018-07-24,30381
2018-07-25,31000
2018-07-26,31310
2018-07-27,31376
2018-07-28,31597
2018-07-29,32103
2018-07-30,31955
2018-07-31,32334
2018-08-01,32944
2018-08-02,33124
2018-08-03,33375
2018-08-04,33722
2018-08-05,34326
2018-08-06,35141
2018-08-07,35357
2018-08-08,35589
2018-08-09,35436
2018-08-10,35564
2018-08-11,35613
2018-08-12,35871
2018-08-14,35611
2018-08-16,35251
2018-08-17,35377
2018-08-18,35606
2018-08-19,35639
2018-08-20,35601
2018-08-21,35507
2018-08-22,35596
2018-08-23,35552
2018-08-24,35738
2018-08-25,35745
2018-08-26,35984
2018-08-27,35806
2018-08-28,35966
2018-08-29,36174
2018-08-30,36059
2018-08-31,36474
2018-09-01,36660
2018-09-02,36616
2018-09-03,36563
2018-09-04,36062
2018-09-05,35898
2018-09-06,35470
2018-09-07,35327
2018-09-08,35019
2018-09-09,34647
2018-09-10,34536
2018-09-11,34432
2018-09-12,34449
2018-09-13,34232
2018-09-14,34228
2018-09-15,33741
2018-09-16,33582
2018-09-17,33498
2018-09-18,32530
2018-09-19,30903
2018-09-20,29528
2018-09-21,28557
2018-09-22,27911
2018-09-23,27457
2018-09-24,26643
2018-09-25,25803
2018-09-26,25368
2018-09-27,24873
2018-09-28,24564
2018-09-29,24392
2018-09-30,24281
2018-10-01,24192
2018-10-02,24089
2018-10-03,23948
2018-10-04,23866
2018-10-05,23824
2018-10-06,23722
2018-10-07,23675
2018-10-08,23844
2018-10-09,23919
2018-10-10,24015
2018-10-11,24221
2018-10-12,24357
2018-10-13,24814
2018-10-14,25423
2018-10-15,25815
2018-10-16,26222
2018-10-17,26429
2018-10-18,26499
2018-10-19,26535
2018-10-20,26743
2018-10-21,26461
2018-10-22,26654
2018-10-23,26755
2018-10-24,26866
2018-10-25,26939
2018-10-26,27112
2018-10-27,27055
2018-10-28,26808
2018-10-29,26408
2018-10-30,26179
2018-10-31,26124
2018-11-01,26209
2018-11-03,26654
2018-11-04,26629
2018-11-05,26871
2018-11-06,27088
2018-11-07,27130
2018-11-08,27622
2018-11-09,28129
2018-11-10,28511
2018-11-11,29288
2018-11-12,29909
2018-11-13,30454
2018-11-14,30910
2018-11-15,31382
2018-11-16,32427
2018-11-17,33807
2018-11-18,35004
2018-11-19,36169
2018-11-20,37497
2018-11-21,38848
2018-11-22,39404
2018-11-23,40086
2018-11-24,40491
2018-11-25,40593
2018-11-26,40753
2018-11-27,40323
2018-11-28,38815
2018-11-29,37765
2018-12-01,35801
2018-12-02,35047
2018-12-03,34412
2018-12-04,34145
2018-12-05,34247
2018-12-07,34706
2018-12-09,34767
2018-12-10,34692
2018-12-11,35115
2018-12-12,35206
2018-12-13,35409
2018-12-14,35640
2018-12-15,35862
2018-12-16,36403
2018-12-17,36941
2018-12-18,37553
2018-12-19,37966
2018-12-20,38581
2018-12-21,38812
2018-12-22,39301
2018-12-23,39496
2018-12-24,39277
2018-12-25,39403
2018-12-26,39099
2018-12-27,38982
2018-12-28,38613
2018-12-29,38655
2018-12-30,38718
2018-12-31,38705
2019-01-01,38679
2019-01-02,38746
2019-01-03,38565
2019-01-04,38656
2019-01-05,38726
2019-01-06,38617
2019-01-08,38501
2019-01-10,37757
2019-01-11,36888
2019-01-12,35750
2019-01-13,34579
2019-01-14,33095
2019-01-15,31602
2019-01-16,30083
2019-01-17,28686
2019-01-18,27298
2019-01-19,26171
2019-01-20,25269
2019-01-21,24690
2019-01-22,23935
2019-01-23,23015
2019-01-24,22327
2019-01-25,21892
2019-01-26,21722
2019-01-27,21238
2019-01-28,21316
2019-01-29,21442
2019-01-30,21856
2019-01-31,22099
2019-02-01,22379
2019-02-02,22826
2019-02-03,23093
2019-02-04,23096
2019-02-05,23348
2019-02-06,23382
2019-02-07,23384
2019-02-08,23157
2019-02-09,23110
2019-02-10,23197
2019-02-11,23087
2019-02-12,22911
2019-02-13,22928
2019-02-14,23056
2019-02-15,23179
2019-02-16,23599
2019-02-17,23983
2019-02-18,24242
2019-02-19,24424
2019-02-20,24530
2019-02-21,24823
2019-02-22,25113
2019-02-23,25199
2019-02-24,25289
2019-02-25,25419
2019-02-26,25614
2019-02-27,25733
2019-02-28,25405
2019-03-01,25363
2019-03-02,25346
2019-03-03,25189
2019-03-04,25148
2019-03-05,25174
2019-03-06,25041
2019-03-07,25047
2019-03-08,25128
2019-03-09,25088
2019-03-10,25010
2019-03-11,24997
2019-03-12,25014
2019-03-13,24886
2019-03-14,25044
2019-03-15,25250
2019-03-16,25156
2019-03-17,25129
2019-03-18,25142
2019-03-19,25004
2019-03-20,24960
2019-03-21,24683
2019-03-22,24556
2019-03-23,24220
2019-03-24,24059
2019-03-25,23721
2019-03-26,23589
2019-03-27,23304
2019-03-28,23182
2019-03-29,23061
2019-03-30,23120
2019-03-31,22999
2019-04-01,22861
2019-04-02,22680
2019-04-03,22595
2019-04-04,22359
2019-04-05,22252
2019-04-06,22123
2019-04-07,21989
2019-04-08,21911
2019-04-09,21869
2019-04-10,21698
2019-04-11,21161
2019-04-12,20571
2019-04-13,19968
2019-04-14,19215
2019-04-15,18620
2019-04-16,17809
2019-04-17,17038
2019-04-18,16331
2019-04-19,15615
2019-04-20,14860
2019-04-21,14122
2019-04-22,13572
2019-04-23,12931
2019-04-24,12309
2019-04-25,12001
2019-04-26,11714
2019-04-27,11482
2019-04-28,11230
2019-04-29,11077
2019-04-30,10887
2019-05-01,10666
2019-05-02,10595
2019-05-03,10458
2019-05-04,10229
2019-05-05,10077
2019-05-06,9951
2019-05-07,9857
2019-05-08,9857
2019-05-09,9870
2019-05-10,9988
2019-05-11,10070
2019-05-12,10453
2019-05-13,10833
2019-05-14,11205
2019-05-15,11511
2019-05-16,11839
2019-05-17,12194
2019-05-18,12765
2019-05-19,13386
2019-05-20,14013
2019-05-21,14597
2019-05-22,15158
2019-05-23,15868
2019-05-24,16599
2019-05-25,17263
2019-05-26,17908
2019-05-27,18581
2019-05-28,19224
2019-05-29,19802
2019-05-30,20337
2019-05-31,20600
2019-06-01,20752
2019-06-02,21019
2019-06-03,21422
2019-06-04,21630
2019-06-05,21785
2019-06-06,21938
2019-06-07,22009
2019-06-08,22212
2019-06-09,22205
2019-06-10,22015
2019-06-11,22155
2019-06-12,22365
2019-06-13,22733
2019-06-14,22959
2019-06-15,23272
2019-06-16,23539
2019-06-17,23418
2019-06-18,23358
2019-06-19,23448
2019-06-20,23465
2019-06-21,23932
2019-06-22,24015
2019-06-23,24094
2019-06-24,24198
2019-06-25,24108
2019-06-26,24044
2019-06-27,24163
2019-06-28,24347
2019-06-29,24347
2019-06-30,24431
2019-07-01,24412
2019-07-02,24455
2019-07-03,24439
2019-07-04,24348
2019-07-05,24383
2019-07-06,24317
2019-07-07,24298
2019-07-08,23957
2019-07-09,23211
2019-07-10,22888
2019-07-11,22563
2019-07-12,22356
2019-07-13,22116
2019-07-14,21843
2019-07-15,21441
2019-07-16,21179
2019-07-17,20794
2019-07-18,20710
2019-07-19,20555
2019-07-20,20511
2019-07-21,20363
2019-07-22,20352
2019-07-23,20402
2019-07-24,20283
2019-07-25,20668
2019-07-26,20921
2019-07-27,21218
2019-07-28,21238
2019-07-29,21368
2019-07-30,21336
2019-07-31,21375
2019-08-01,21176
2019-08-02,21124
2019-08-03,21030
2019-08-04,21018
2019-08-05,21073
2019-08-06,20912
2019-08-07,20626
2019-08-08,20299
2019-08-09,20193
2019-08-10,20012
2019-08-11,19838
2019-08-12,19963
2019-08-13,19911
2019-08-14,19525
2019-08-15,19378
2019-08-16,19332
2019-08-17,19152
2019-08-18,19060
2019-08-19,18988
2019-08-20,18918
2019-08-21,18874
2019-08-22,18912
2019-08-23,18879
2019-08-24,18957
2019-08-24,18957
2019-08-25,19018
2019-08-25,19018
2019-08-26,18925
2019-08-26,18925
2019-08-27,19086
2019-08-27,19086
2019-08-28,19136
2019-08-29,19210
2019-08-30,19175
2019-08-31,18815
2019-09-01,18776
2019-09-02,18623
2019-09-03,18516
2019-09-04,18436
2019-09-05,18201
2019-09-06,18072
2019-09-07,18121
2019-09-08,18212
2019-09-09,18314
2019-09-10,18241
2019-09-11,18179
2019-09-12,18214
2019-09-13,18247
2019-09-14,18046
2019-09-15,17864
2019-09-16,17935
2019-09-17,17974
2019-09-18,17910
2019-09-19,17864
2019-09-20,18065
2019-09-21,18164
2019-09-22,18222
2019-09-23,18084
2019-09-24,17798
2019-09-25,17618
2019-09-26,17246
2019-09-27,17052
2019-09-28,16900
2019-09-29,16622
2019-09-30,16738
2019-10-01,16829
2019-10-02,16678
2019-10-03,16814
2019-10-04,16883
2019-10-05,16969
2019-10-06,17062
2019-10-07,17083
2019-10-08,17187
2019-10-09,17199
2019-10-10,17342
2019-10-11,17254
2019-10-12,17235
2019-10-13,17296
2019-10-14,17311
2019-10-15,17342
2019-10-16,17391
2019-10-17,17480
2019-10-18,17438
2019-10-19,17389
2019-10-20,17506
2019-10-21,17527
2019-10-22,17661
2019-10-23,17585
2019-10-24,17434
2019-10-25,17420
2019-10-26,17470
2019-10-27,17374
2019-10-28,17172
2019-10-29,16563
2019-10-30,16163
2019-10-31,15724
2019-11-01,15300
2019-11-02,14636
2019-11-03,14083
2019-11-04,13761
2019-11-05,13574
2019-11-06,13272
2019-11-07,13010
2019-11-08,12824
2019-11-09,12672
2019-11-10,12382
2019-11-11,12349
2019-11-12,12365
2019-11-13,12214
2019-11-14,12194
2019-11-15,12063
2019-11-16,11944
2019-11-17,11892
2019-11-18,12104
2019-11-19,12347
2019-11-20,12810
2019-11-21,13171
2019-11-22,13614
2019-11-23,13870
2019-11-24,14152
2019-11-25,14504
2019-11-26,15002
2019-11-27,15334
2019-11-28,15869
2019-11-29,16225
2019-11-30,16571
2019-12-01,16798
2019-12-02,17406
2019-12-03,18159
2019-12-04,18917
2019-12-05,19836
2019-12-06,20393
2019-12-07,20818
2019-12-08,20910
2019-12-09,20936
2019-12-10,20629
2019-12-11,20593
2019-12-12,20219
2019-12-13,19770
2019-12-14,19319
2019-12-15,19130
2019-12-16,18979
2019-12-17,18375
2019-12-18,17775
2019-12-19,17184
2019-12-20,16592
2019-12-21,16273
2019-12-22,15824
2019-12-23,15289
2019-12-24,15122
2019-12-25,14924
2019-12-26,14945
2019-12-27,14962
2019-12-28,14921
2019-12-29,14881
2019-12-30,14784
2019-12-31,14861
2020-01-01,15171
2020-01-02,15649
2020-01-03,16363
2020-01-04,16633
2020-01-05,16993
2020-01-06,17006
2020-01-07,17216
2020-01-08,17269
2020-01-09,17514
2020-01-10,17590
2020-01-11,17568
2020-01-12,17874
2020-01-13,17895
2020-01-14,18010
2020-01-15,18056
2020-01-16,18166
2020-01-17,18115
2020-01-18,18142
2020-01-19,18073
2020-01-20,18059
2020-01-21,18170
2020-01-22,18172
2020-01-23,18313
2020-01-24,18539
2020-01-25,18535
2020-01-26,18519
2020-01-27,18275
2020-01-28,18093
2020-01-29,17973
2020-01-30,17707
2020-01-31,17640
2020-02-01,17169
2020-02-02,16963
2020-02-03,16959
2020-02-04,16812
2020-02-05,16485
2020-02-06,16138
2020-02-07,15733
2020-02-08,15344
2020-02-09,14842
2020-02-10,14620
2020-02-11,14604
2020-02-12,14660
2020-02-13,14866
2020-02-14,14886
2020-02-15,15076
2020-02-16,15370
2020-02-17,15500
2020-02-18,15522
2020-02-19,15671
2020-02-20,15891
2020-02-21,16377
2020-02-22,16542
2020-02-23,16672
2020-02-24,17029
2020-02-25,17305
2020-02-26,17496
2020-02-27,17700
2020-02-28,17976
2020-02-29,18121
2020-03-01,18262
2020-03-02,18502
2020-03-03,18749
2020-03-04,18800
2020-03-05,19092
2020-03-06,19028
2020-03-07,18941
2020-03-08,18845
2020-03-09,18902
2020-03-10,19136
2020-03-11,19093
2020-03-12,19147
2020-03-13,19152
2020-03-14,19338
2020-03-15,19316
2020-03-16,19368
2020-03-17,19352
2020-03-18,19385
2020-03-19,19625
2020-03-20,19880
2020-03-21,20025
2020-03-22,20303
2020-03-23,20442
2020-03-24,20578
2020-03-25,20710
2020-03-26,20671
2020-03-27,20851
2020-03-28,20638
2020-03-29,20657
2020-03-30,20696
2020-03-31,20782
2020-04-01,20811
2020-04-02,20587
2020-04-03,20384
2020-04-04,20043
2020-04-05,19528
2020-04-06,19165
2020-04-07,18878
2020-04-08,18760
2020-04-09,18555
2020-04-10,18370
2020-04-11,18286
2020-04-12,18134
2020-04-13,18039
2020-04-14,17942
2020-04-15,17929
2020-04-16,17943
2020-04-17,17905
2020-04-18,17992
2020-04-19,17859
2020-04-20,17781
2020-04-21,17774
2020-04-22,17667
2020-04-23,17603
2020-04-24,17516
2020-04-25,17513
2020-04-26,17333
2020-04-27,17164
2020-04-28,17136
2020-04-29,17112
2020-04-30,17154
2020-05-01,17148
2020-05-02,17124
2020-05-03,17119
2020-05-04,17110
2020-05-05,17016
2020-05-06,16994
2020-05-07,16963
2020-05-08,16965
2020-05-09,16883
2020-05-10,16798
2020-05-11,16671
2020-05-12,16531
2020-05-13,16575
