date_obj,Ancient%20medallion price
2019-07-27,3980329
2019-07-28,3980387
2019-07-29,3988600
2019-07-30,3962862
2019-07-31,3968330
2019-08-01,3971936
2019-08-02,3979485
2019-08-03,3963060
2019-08-04,3965575
2019-08-05,3985022
2019-08-06,3989845
2019-08-07,3985179
2019-08-08,3985743
2019-08-09,3991243
2019-08-10,3997378
2019-08-11,3997313
2019-08-12,3962892
2019-08-13,3952092
2019-08-14,3955375
2019-08-15,3965811
2019-08-16,3963569
2019-08-17,3963569
2019-08-18,3962853
2019-08-19,3967801
2019-08-20,3979976
2019-08-21,3980301
2019-08-22,3986773
2019-08-23,3988190
2019-08-24,3985466
2019-08-24,3985466
2019-08-25,3986984
2019-08-25,3986984
2019-08-26,3989887
2019-08-27,3990283
2019-08-27,3990283
2019-08-28,3989797
2019-08-29,4003263
2019-08-30,3983926
2019-08-31,3942119
2019-09-01,3957736
2019-09-02,3981167
2019-09-03,3989953
2019-09-04,3987297
2019-09-05,3990152
2019-09-06,3986579
2019-09-07,3958454
2019-09-08,3975330
2019-09-09,3967992
2019-09-10,3970578
2019-09-11,3982823
2019-09-12,3975736
2019-09-13,3980797
2019-09-14,3981509
2019-09-15,3989399
2019-09-16,3986739
2019-09-17,3990225
2019-09-18,3968928
2019-09-19,3977595
2019-09-20,3978490
2019-09-21,3980427
2019-09-22,3986724
2019-09-23,3994991
2019-09-24,3991790
2019-09-25,3987088
2019-09-26,3981088
2019-09-27,3984623
2019-09-28,3984475
2019-09-29,3990274
2019-09-30,3989635
2019-10-01,3983641
2019-10-02,3985069
2019-10-03,3984162
2019-10-04,3987968
2019-10-05,3985489
2019-10-06,3991660
2019-10-07,3986436
2019-10-08,3984786
2019-10-09,3984786
2019-10-10,3987838
2019-10-11,3985627
2019-10-12,3976756
2019-10-13,3975447
2019-10-14,3979573
2019-10-15,3979279
2019-10-16,3937493
2019-10-17,3825237
2019-10-18,3804232
2019-10-19,3749811
2019-10-20,3880505
2019-10-21,3942731
2019-10-22,3973552
2019-10-23,3965043
2019-10-24,3967832
2019-10-25,3950413
2019-10-26,3964860
2019-10-27,3971850
2019-10-28,3970665
2019-10-29,3966183
2019-10-30,3981160
2019-10-31,3981828
2019-11-01,3954363
2019-11-02,3965021
2019-11-03,3984928
2019-11-04,3990554
2019-11-05,3990432
2019-11-06,3968198
2019-11-07,3973697
2019-11-08,3978395
2019-11-09,3987400
2019-11-10,3995391
2019-11-11,3995595
2019-11-12,3990670
2019-11-13,3979501
2019-11-14,3978428
2019-11-15,3934364
2019-11-16,3962762
2019-11-17,3962762
2019-11-18,3977711
2019-11-19,3971909
2019-11-20,3983458
2019-11-21,3987861
2019-11-22,3981172
2019-11-23,3968494
2019-11-24,3968727
2019-11-25,3972085
2019-11-26,3972359
2019-11-27,3969564
2019-11-28,3970649
2019-11-29,3976400
2019-11-30,3929568
2019-12-01,3948331
2019-12-02,3957463
2019-12-03,3977693
2019-12-04,3945571
2019-12-05,3986847
2019-12-06,3960245
2019-12-07,3972437
2019-12-08,3984019
2019-12-09,3961205
2019-12-10,3968651
2019-12-11,3952028
2019-12-12,3969565
2019-12-13,3957443
2019-12-14,3978257
2019-12-15,3975523
2019-12-16,3978349
2019-12-17,3980531
2019-12-18,3978882
2019-12-19,3980257
2019-12-20,3964774
2019-12-21,3965372
2019-12-22,3970999
2019-12-23,3979156
2019-12-24,3975001
2019-12-25,3968671
2019-12-26,3984276
2019-12-27,3987439
2019-12-28,3975412
2019-12-29,3980582
2019-12-30,3949691
2019-12-31,3970448
2020-01-01,3981774
2020-01-02,3980467
2020-01-03,3968431
2020-01-04,3955403
2020-01-05,3975041
2020-01-06,3977866
2020-01-07,3979056
2020-01-08,3978268
2020-01-09,3957088
2020-01-10,3969190
2020-01-11,3971257
2020-01-12,3973813
2020-01-13,3974524
2020-01-14,3976507
2020-01-15,3979212
2020-01-16,3977027
2020-01-17,3976115
2020-01-18,3973726
2020-01-19,3982070
2020-01-20,3988508
2020-01-21,3992449
2020-01-22,3980381
2020-01-23,3951484
2020-01-24,3934310
2020-01-25,3894613
2020-01-26,3785492
2020-01-27,3825400
2020-01-28,3882483
2020-01-29,3972382
2020-01-30,3982072
2020-01-31,3980852
2020-02-01,3981197
2020-02-02,3981664
2020-02-03,3982001
2020-02-04,3983298
2020-02-05,3982539
2020-02-06,3955040
2020-02-07,3976508
2020-02-08,3978733
2020-02-09,3979585
2020-02-10,3981356
2020-02-11,3982651
2020-02-12,3964951
2020-02-13,3981065
2020-02-14,3982951
2020-02-15,3982443
2020-02-16,3983236
2020-02-17,3975567
2020-02-18,3984848
2020-02-19,3985247
2020-02-20,3984752
2020-02-21,3984752
2020-02-22,3986191
2020-02-23,3990660
2020-02-24,3988291
2020-02-25,3980558
2020-02-26,3978055
2020-02-27,3983358
2020-02-28,3986860
2020-02-29,3986860
2020-03-01,3986638
2020-03-02,3989751
2020-03-03,3990649
2020-03-04,3987386
2020-03-05,3983894
2020-03-06,3986388
2020-03-07,3989851
2020-03-08,3965155
2020-03-09,3986781
2020-03-10,3976492
2020-03-11,3983477
2020-03-12,3980448
2020-03-13,3980587
2020-03-14,3983469
2020-03-15,3991295
2020-03-16,3998183
2020-03-17,3996379
2020-03-18,3975217
2020-03-19,3979138
2020-03-20,3981462
2020-03-21,3990423
2020-03-22,3986068
2020-03-23,3979135
2020-03-24,3984108
2020-03-25,3989240
2020-03-26,3992936
2020-03-27,3949844
2020-03-28,3952543
2020-03-29,3960385
2020-03-30,3972465
2020-03-31,3972066
2020-04-01,3978659
2020-04-02,3981165
2020-04-03,3981165
2020-04-04,3986592
2020-04-05,3998453
2020-04-06,3989282
2020-04-07,3975694
2020-04-08,3986468
2020-04-09,3990772
2020-04-10,3991516
2020-04-11,3989344
2020-04-12,3992179
2020-04-13,3992166
2020-04-14,3962457
2020-04-15,3986136
2020-04-16,3979302
2020-04-17,3976805
2020-04-18,3973364
2020-04-19,3989559
2020-04-20,3989264
2020-04-21,3990475
2020-04-22,3996731
2020-04-23,3991420
2020-04-24,3979917
2020-04-25,3955444
2020-04-26,3967661
2020-04-27,3975727
2020-04-28,3961830
2020-04-29,3966849
2020-04-30,3977572
2020-05-01,3979221
2020-05-02,3980023
2020-05-03,3985476
2020-05-04,3984964
2020-05-05,3979011
2020-05-06,3982545
2020-05-07,3972282
2020-05-08,3963743
2020-05-09,3974755
2020-05-10,3980527
2020-05-11,3979817
2020-05-12,3981275
2020-05-13,3982894
