date_obj,Rune%20battleaxe price
2015-12-13,26889
2015-12-14,27148
2015-12-15,27098
2015-12-16,27221
2015-12-17,27413
2015-12-18,27354
2015-12-19,27279
2015-12-20,27229
2015-12-21,27336
2015-12-22,27456
2015-12-23,27548
2015-12-24,27585
2015-12-25,27537
2015-12-26,27701
2015-12-27,27802
2015-12-28,27689
2015-12-29,27651
2015-12-30,27611
2015-12-31,27735
2016-01-01,27676
2016-01-02,27430
2016-01-03,27194
2016-01-04,27215
2016-01-05,27540
2016-01-06,27440
2016-01-07,27361
2016-01-08,27563
2016-01-09,27700
2016-01-10,27594
2016-01-11,27232
2016-01-12,27269
2016-01-13,27346
2016-01-14,27376
2016-01-15,27152
2016-01-16,27036
2016-01-17,26431
2016-01-18,26416
2016-01-19,26002
2016-01-20,25933
2016-01-21,26436
2016-01-22,26924
2016-01-23,26814
2016-01-24,26698
2016-01-25,26587
2016-01-26,26289
2016-01-27,25949
2016-01-28,25981
2016-01-29,26483
2016-01-30,26542
2016-01-31,26874
2016-02-01,27024
2016-02-02,27076
2016-02-03,27088
2016-02-04,26542
2016-02-05,25753
2016-02-06,25647
2016-02-07,25962
2016-02-08,26229
2016-02-09,26518
2016-02-10,26687
2016-02-11,26154
2016-02-12,25933
2016-02-13,25889
2016-02-14,26072
2016-02-15,26290
2016-02-16,26531
2016-02-17,26486
2016-02-18,26293
2016-02-19,26302
2016-02-20,26420
2016-02-21,26676
2016-02-22,26889
2016-02-23,27059
2016-02-24,26869
2016-02-25,27036
2016-02-26,27106
2016-02-27,27040
2016-02-28,27021
2016-02-29,27032
2016-03-01,27027
2016-03-02,26919
2016-03-03,26864
2016-03-04,26685
2016-03-05,26139
2016-03-06,25699
2016-03-07,25524
2016-03-08,25601
2016-03-09,25240
2016-03-10,25816
2016-03-11,26288
2016-03-12,26763
2016-03-13,26893
2016-03-14,26920
2016-03-15,26933
2016-03-16,26809
2016-03-17,26884
2016-03-18,26788
2016-03-19,26846
2016-03-20,26983
2016-03-21,26945
2016-03-22,26990
2016-03-23,27148
2016-03-24,27125
2016-03-25,26913
2016-03-26,26631
2016-03-27,26827
2016-03-28,26899
2016-03-29,26720
2016-03-30,26386
2016-03-31,26512
2016-04-01,26360
2016-04-02,26236
2016-04-03,26700
2016-04-04,26557
2016-04-05,26501
2016-04-06,26541
2016-04-07,26455
2016-04-08,26406
2016-04-09,26538
2016-04-10,26866
2016-04-11,26820
2016-04-12,26930
2016-04-13,26874
2016-04-14,26875
2016-04-15,26950
2016-04-16,26689
2016-04-17,26425
2016-04-18,26664
2016-04-19,26695
2016-04-20,26946
2016-04-21,26883
2016-04-22,26422
2016-04-23,26657
2016-04-24,26645
2016-04-25,26728
2016-04-26,26790
2016-04-27,26992
2016-04-28,26980
2016-04-29,26896
2016-04-30,26619
2016-05-01,25955
2016-05-02,25956
2016-05-03,26190
2016-05-04,26053
2016-05-05,25696
2016-05-06,25558
2016-05-07,25855
2016-05-08,26170
2016-05-09,26287
2016-05-10,26228
2016-05-11,26072
2016-05-12,26162
2016-05-13,26325
2016-05-14,26651
2016-05-15,26772
2016-05-16,26975
2016-05-17,26791
2016-05-18,26999
2016-05-19,26873
2016-05-22,26409
2016-05-23,26576
2016-05-24,26643
2016-05-25,26618
2016-05-26,26668
2016-05-27,26949
2016-05-28,26964
2016-05-29,27145
2016-05-30,27064
2016-05-31,27338
2016-06-01,27351
2016-06-02,27464
2016-06-03,27366
2016-06-04,27134
2016-06-05,27186
2016-06-06,27346
2016-06-07,27296
2016-06-08,27246
2016-06-09,27046
2016-06-10,26883
2016-06-11,26560
2016-06-12,26750
2016-06-13,26655
2016-06-14,26797
2016-06-15,27258
2016-06-16,27197
2016-06-17,27144
2016-06-18,26695
2016-06-19,26535
2016-06-20,26316
2016-06-21,26485
2016-06-22,26784
2016-06-23,26697
2016-06-24,26674
2016-06-25,26782
2016-06-26,26744
2016-06-27,26449
2016-06-28,26581
2016-06-29,26682
2016-06-30,26739
2016-07-01,27023
2016-07-02,26852
2016-07-03,27057
2016-07-04,26904
2016-07-05,26845
2016-07-06,26930
2016-07-07,26595
2016-07-08,26480
2016-07-09,26523
2016-07-10,26013
2016-07-11,25537
2016-07-12,25160
2016-07-13,25437
2016-07-14,26237
2016-07-15,26472
2016-07-16,26703
2016-07-17,26654
2016-07-18,26786
2016-07-23,26591
2016-07-24,26707
2016-07-25,26811
2016-07-26,26801
2016-07-27,26975
2016-07-28,27003
2016-07-29,26879
2016-07-30,27156
2016-07-31,27262
2016-08-01,27225
2016-08-02,27253
2016-08-03,27125
2016-08-04,27299
2016-08-05,27272
2016-08-06,27346
2016-08-07,27328
2016-08-08,27186
2016-08-09,27379
2016-08-10,27446
2016-08-11,27293
2016-08-12,27364
2016-08-13,27341
2016-08-14,27422
2016-08-15,27448
2016-08-16,27371
2016-08-17,27380
2016-08-18,27162
2016-08-19,26944
2016-08-20,27282
2016-08-21,27299
2016-08-22,27086
2016-08-23,26723
2016-08-24,26485
2016-08-25,26768
2016-08-26,26938
2016-08-28,26843
2016-08-31,27392
2016-09-01,27560
2016-09-02,27794
2016-09-03,27818
2016-09-04,27794
2016-09-05,27750
2016-09-06,27652
2016-09-07,27348
2016-09-08,27189
2016-09-09,27504
2016-09-10,27634
2016-09-11,27759
2016-09-12,27750
2016-09-13,27708
2016-09-14,27776
2016-09-15,27559
2016-09-16,27568
2016-09-17,27507
2016-09-18,27091
2016-09-19,27136
2016-09-20,27299
2016-09-21,27211
2016-09-22,27342
2016-09-23,27297
2016-09-24,27124
2016-09-25,27058
2016-09-26,26805
2016-09-27,27046
2016-09-28,26779
2016-09-29,26550
2016-09-30,26486
2016-10-01,26269
2016-10-02,26415
2016-10-03,26610
2016-10-04,26839
2016-10-05,27028
2016-10-06,27192
2016-10-07,27289
2016-10-08,27238
2016-10-09,26950
2016-10-10,26739
2016-10-11,26892
2016-10-12,26992
2016-10-13,27218
2016-10-14,27253
2016-10-15,26899
2016-10-16,26736
2016-10-17,26935
2016-10-18,27059
2016-10-19,26930
2016-10-20,27040
2016-10-21,26966
2016-10-22,26687
2016-10-23,26757
2016-10-24,27135
2016-10-25,27104
2016-10-26,27177
2016-10-27,27228
2016-10-28,27336
2016-10-29,27351
2016-10-30,27395
2016-10-31,27261
2016-11-01,26749
2016-11-02,27113
2016-11-03,27300
2016-11-04,27396
2016-11-05,27351
2016-11-06,26984
2016-11-07,26730
2016-11-08,26900
2016-11-09,26772
2016-11-10,26455
2016-11-11,26678
2016-11-12,26594
2016-11-13,26145
2016-11-14,25960
2016-12-08,26862
2016-12-09,27005
2016-12-10,26922
2016-12-11,26707
2016-12-12,26766
2016-12-13,26553
2016-12-14,26760
2016-12-15,26838
2016-12-16,26903
2016-12-17,26727
2016-12-18,26349
2016-12-19,25887
2016-12-20,26119
2016-12-21,26576
2016-12-22,26768
2016-12-23,26856
2016-12-24,26668
2016-12-25,26688
2016-12-26,26638
2016-12-27,26769
2016-12-28,26612
2016-12-29,26692
2016-12-30,26873
2016-12-31,27154
2017-01-01,26839
2017-01-02,26630
2017-01-03,26473
2017-01-04,26283
2017-01-05,26340
2017-01-06,26455
2017-01-07,26104
2017-01-08,26319
2017-01-09,26500
2017-01-10,26634
2017-01-11,26656
2017-01-12,26571
2017-01-13,26427
2017-01-14,26770
2017-01-15,26738
2017-01-16,26726
2017-01-17,26613
2017-01-18,26694
2017-01-19,26596
2017-01-20,26661
2017-01-21,26809
2017-01-22,26675
2017-01-27,27117
2017-01-28,27044
2017-01-29,27012
2017-01-30,27010
2017-01-31,26986
2017-02-01,26944
2017-02-02,27049
2017-02-03,27156
2017-02-04,27150
2017-02-05,26822
2017-02-06,26781
2017-02-07,26833
2017-02-08,27035
2017-02-09,26962
2017-02-10,27029
2017-02-11,26911
2017-02-12,26708
2017-02-13,26840
2017-02-14,26699
2017-02-15,26596
2017-02-16,26720
2017-02-18,26596
2017-02-19,26556
2017-02-20,26803
2017-02-21,26862
2017-02-22,27054
2017-02-23,27172
2017-02-24,27375
2017-02-25,27443
2017-02-26,27542
2017-02-27,27541
2017-02-28,27394
2017-03-01,27341
2017-03-02,27360
2017-03-03,27386
2017-03-04,27367
2017-03-05,27402
2017-03-06,27386
2017-03-07,27427
2017-03-08,27301
2017-03-09,27386
2017-03-10,27358
2017-03-11,27386
2017-03-12,27252
2017-03-13,27213
2017-03-14,27096
2017-03-15,27157
2017-03-16,27288
2017-03-17,27474
2017-03-18,27383
2017-03-19,27265
2017-03-20,27190
2017-03-21,27078
2017-03-22,26966
2017-03-23,27050
2017-03-24,27305
2017-03-25,27384
2017-03-26,27304
2017-03-27,27414
2017-03-28,27428
2017-03-29,27463
2017-03-30,27513
2017-03-31,27511
2017-04-01,27602
2017-04-02,27600
2017-04-03,27620
2017-04-04,27648
2017-04-12,27606
2017-04-13,27649
2017-04-14,27500
2017-04-15,27439
2017-04-16,27432
2017-04-17,27134
2017-04-18,27270
2017-04-19,26466
2017-04-20,25446
2017-04-21,24931
2017-04-22,24947
2017-04-23,24891
2017-04-24,24750
2017-04-25,24728
2017-04-26,24671
2017-04-27,24974
2017-04-28,25400
2017-04-29,25968
2017-04-30,26075
2017-05-01,26031
2017-05-02,26274
2017-05-03,25898
2017-05-04,25257
2017-05-05,25805
2017-05-06,25335
2017-05-07,25069
2017-05-08,25379
2017-05-09,25867
2017-05-10,25973
2017-05-11,25915
2017-05-12,26098
2017-05-13,26073
2017-05-14,25987
2017-05-15,26040
2017-05-16,26464
2017-05-17,26798
2017-05-18,26957
2017-05-19,26990
2017-05-20,26965
2017-05-21,27028
2017-05-22,27177
2017-05-23,27250
2017-05-24,27284
2017-05-25,25919
2017-05-26,24628
2017-05-27,24285
2017-05-28,24385
2017-05-29,24444
2017-05-30,24532
2017-05-31,24487
2017-06-01,24482
2017-06-02,24446
2017-06-03,24471
2017-06-06,24556
2017-06-07,24544
2017-06-08,24416
2017-06-09,24418
2017-06-10,24416
2017-06-11,24395
2017-06-12,24464
2017-06-13,24517
2017-06-14,24552
2017-06-15,24571
2017-06-16,24560
2017-06-17,24600
2017-06-18,24574
2017-06-19,24539
2017-06-20,24535
2017-06-21,24573
2017-06-22,24567
2017-06-23,24528
2017-06-24,24532
2017-06-25,24515
2017-06-26,24543
2017-06-27,24560
2017-06-28,24570
2017-06-29,24580
2017-06-30,24556
2017-07-01,24568
2017-07-02,24542
2017-07-03,24594
2017-07-04,24688
2017-07-05,24675
2017-07-06,24667
2017-07-07,24612
2017-07-08,24554
2017-07-13,24597
2017-07-14,24558
2017-07-15,24593
2017-07-16,24574
2017-07-17,24582
2017-07-18,24569
2017-07-19,24626
2017-07-20,24636
2017-07-21,24662
2017-07-22,24636
2017-07-23,24601
2017-07-24,24619
2017-07-25,24619
2017-07-26,24620
2017-07-27,24564
2017-07-28,24592
2017-07-29,24496
2017-07-30,24550
2017-07-31,24611
2017-08-01,24625
2017-08-02,24633
2017-08-03,24631
2017-08-04,24587
2017-08-05,24571
2017-08-06,24591
2017-08-09,24577
2017-08-10,24593
2017-08-11,24535
2017-08-12,24573
2017-08-13,24491
2017-08-14,24558
2017-08-15,24547
2017-08-17,24606
2017-08-18,24599
2017-08-19,24648
2017-08-20,24583
2017-08-21,24581
2017-08-22,24598
2017-08-23,24644
2017-08-24,24635
2017-08-25,24577
2017-08-26,24530
2017-08-27,24550
2017-08-28,24598
2017-08-29,24603
2017-08-30,24547
2017-08-31,24543
2017-09-01,24590
2017-09-02,24610
2017-09-03,24564
2017-09-04,24565
2017-09-05,24588
2017-09-06,24612
2017-09-07,24551
2017-09-08,24546
2017-09-09,24566
2017-09-10,24579
2017-09-11,24542
2017-09-12,24549
2017-09-13,24590
2017-09-14,24596
2017-09-15,24554
2017-09-16,24593
2017-09-17,24617
2017-09-19,24609
2017-09-20,24589
2017-09-21,24617
2017-09-22,24619
2017-09-23,24665
2017-09-24,24643
2017-09-25,24672
2017-09-26,24621
2017-09-27,24653
2017-09-28,24652
2017-09-29,24621
2017-09-30,24657
2017-10-01,24627
2017-10-02,24576
2017-10-03,24614
2017-10-04,24609
2017-10-05,24612
2017-10-06,24628
2017-10-07,24587
2017-10-08,24589
2017-10-09,24639
2017-10-10,24658
2017-10-11,24568
2017-10-12,24583
2017-10-13,24608
2017-10-14,24557
2017-10-15,24634
2017-10-16,24570
2017-10-17,24589
2017-10-18,24601
2017-10-19,24603
2017-10-20,24612
2017-10-21,24604
2017-10-22,24578
2017-10-23,24605
2017-10-24,24585
2017-10-25,24541
2017-10-26,24527
2017-10-27,24466
2017-10-28,24444
2017-10-29,24473
2017-10-30,24545
2017-10-31,24577
2017-11-01,24588
2017-11-02,24586
2017-11-03,24577
2017-11-04,24543
2017-11-05,24531
2017-11-06,24612
2017-11-07,24627
2017-11-08,24564
2017-11-09,24597
2017-11-10,24638
2017-11-11,24605
2017-11-12,24567
2017-11-13,24566
2017-11-14,24546
2017-11-15,24581
2017-11-16,24596
2017-11-17,24518
2017-11-18,24491
2017-11-19,24498
2017-11-20,24551
2017-11-21,24593
2017-11-22,24590
2017-11-23,24586
2017-11-24,24547
2017-11-25,24513
2017-11-26,24560
2017-11-27,24563
2017-11-28,24603
2017-11-29,24590
2017-11-30,24558
2017-12-01,24558
2017-12-02,24538
2017-12-03,24545
2017-12-04,24605
2017-12-05,24597
2017-12-06,24613
2017-12-07,24582
2017-12-08,24581
2017-12-09,24573
2017-12-10,24612
2017-12-11,24628
2017-12-12,24627
2017-12-13,24578
2017-12-14,24582
2017-12-15,24612
2017-12-16,24632
2017-12-17,24583
2017-12-18,24599
2017-12-19,24607
2017-12-20,24617
2017-12-21,24589
2017-12-22,24600
2017-12-23,24590
2017-12-24,24591
2017-12-25,24556
2017-12-26,24596
2017-12-27,24607
2017-12-28,24607
2017-12-29,24588
2017-12-30,24574
2017-12-31,24592
2018-01-01,24549
2018-01-02,24469
2018-01-03,24493
2018-01-04,24488
2018-01-05,24516
2018-01-06,24519
2018-01-07,24564
2018-01-08,24552
2018-01-09,24573
2018-01-10,24580
2018-01-11,24532
2018-01-12,24562
2018-01-13,24572
2018-01-14,24525
2018-01-15,24578
2018-01-16,24565
2018-01-17,24600
2018-01-18,24609
2018-01-19,24624
2018-01-20,24578
2018-01-21,24552
2018-01-22,24551
2018-01-23,24588
2018-01-24,24605
2018-01-25,24586
2018-01-26,24602
2018-01-27,24595
2018-01-28,24582
2018-01-29,24594
2018-01-30,24509
2018-01-31,24575
2018-02-01,24598
2018-02-02,24582
2018-02-03,24575
2018-02-04,24563
2018-02-05,24585
2018-02-06,24598
2018-02-07,24603
2018-02-08,24579
2018-02-09,24574
2018-02-10,24593
2018-02-11,24543
2018-02-12,24546
2018-02-13,24579
2018-02-14,24620
2018-02-15,24616
2018-02-16,24619
2018-02-17,24572
2018-02-18,24507
2018-02-19,24557
2018-02-20,24570
2018-02-21,24563
2018-02-22,24614
2018-02-23,24603
2018-02-24,24580
2018-02-25,24554
2018-02-26,24615
2018-02-27,24602
2018-02-28,24591
2018-03-01,24577
2018-03-02,24572
2018-03-03,24581
2018-03-04,24568
2018-03-05,24568
2018-03-06,24581
2018-03-07,24593
2018-03-08,24590
2018-03-09,24595
2018-03-10,24576
2018-03-11,24600
2018-03-12,24647
2018-03-13,24653
2018-03-14,24626
2018-03-15,24613
2018-03-16,24607
2018-03-17,24619
2018-03-18,24612
2018-03-19,24643
2018-03-20,24682
2018-03-21,24693
2018-03-23,24602
2018-03-24,24635
2018-03-26,24627
2018-03-27,24645
2018-03-29,24651
2018-03-30,24644
2018-03-31,24597
2018-04-01,24612
2018-04-02,24623
2018-04-03,24612
2018-04-04,24634
2018-04-05,24674
2018-04-06,24654
2018-04-08,24658
2018-04-09,24617
2018-04-10,24633
2018-04-11,24627
2018-04-12,24659
2018-04-13,24616
2018-04-14,24608
2018-04-15,24615
2018-04-16,24636
2018-04-17,24650
2018-04-18,24652
2018-04-19,24610
2018-04-20,24602
2018-04-21,24654
2018-04-22,24644
2018-04-23,24617
2018-04-24,24694
2018-04-25,24647
2018-04-26,24600
2018-04-27,24655
2018-04-28,24629
2018-04-29,24621
2018-04-30,24606
2018-05-01,24631
2018-05-02,24634
2018-05-03,24652
2018-05-04,24606
2018-05-05,24654
2018-05-06,24680
2018-05-07,24631
2018-05-08,24594
2018-05-09,24547
2018-05-10,24562
2018-05-11,24606
2018-05-12,24593
2018-05-13,24600
2018-05-14,24570
2018-05-15,24653
2018-05-16,24649
2018-05-17,24641
2018-05-18,24648
2018-05-19,24640
2018-05-20,24617
2018-05-21,24629
2018-05-22,24635
2018-05-23,24618
2018-05-24,24614
2018-05-25,24637
2018-05-26,24641
2018-05-27,24625
2018-05-28,24602
2018-05-29,24636
2018-05-30,24632
2018-05-31,24628
2018-06-01,24596
2018-06-02,24626
2018-06-03,24605
2018-06-04,24656
2018-06-05,24622
2018-06-06,24644
2018-06-07,24484
2018-06-08,24590
2018-06-09,24662
2018-06-10,24610
2018-06-11,24656
2018-06-12,24627
2018-06-13,24613
2018-06-14,24598
2018-06-15,24583
2018-06-16,24608
2018-06-17,24584
2018-06-18,24573
2018-06-19,24552
2018-06-20,24567
2018-06-21,24588
2018-06-22,24652
2018-06-23,24610
2018-06-24,24650
2018-06-25,24637
2018-06-26,24610
2018-06-27,24579
2018-06-28,24576
2018-06-29,24580
2018-06-30,24593
2018-07-01,24585
2018-07-02,24622
2018-07-03,24636
2018-07-04,24619
2018-07-05,24636
2018-07-06,24502
2018-07-07,24506
2018-07-08,24550
2018-07-09,24558
2018-07-10,24569
2018-07-11,24559
2018-07-12,24610
2018-07-13,24556
2018-07-14,24570
2018-07-15,24586
2018-07-16,24564
2018-07-17,24516
2018-07-18,24530
2018-07-19,24608
2018-07-20,24562
2018-07-21,24578
2018-07-22,24517
2018-07-23,24519
2018-07-24,24526
2018-07-25,24500
2018-07-26,24470
2018-07-27,24509
2018-07-28,24491
2018-07-29,24500
2018-07-30,24485
2018-07-31,24500
2018-08-01,24442
2018-08-02,24471
2018-08-03,24481
2018-08-04,24493
2018-08-05,24449
2018-08-06,24514
2018-08-07,24516
2018-08-08,24494
2018-08-09,24469
2018-08-10,24502
2018-08-11,24481
2018-08-12,24420
2018-08-14,24479
2018-08-16,24491
2018-08-17,24480
2018-08-18,24487
2018-08-19,24541
2018-08-20,24555
2018-08-21,24521
2018-08-22,24521
2018-08-23,24540
2018-08-24,24564
2018-08-25,24495
2018-08-26,24483
2018-08-27,24517
2018-08-28,24527
2018-08-29,24531
2018-08-30,24539
2018-08-31,24544
2018-09-01,24537
2018-09-02,24474
2018-09-03,24510
2018-09-04,24557
2018-09-05,24542
2018-09-06,24522
2018-09-07,24536
2018-09-08,24514
2018-09-09,24471
2018-09-10,24537
2018-09-11,24551
2018-09-12,24568
2018-09-13,24579
2018-09-14,24592
2018-09-15,24604
2018-09-16,24569
2018-09-17,24546
2018-09-18,24558
2018-09-19,24567
2018-09-20,24565
2018-09-21,24551
2018-09-22,24541
2018-09-23,24578
2018-09-24,24610
2018-09-25,24553
2018-09-26,24580
2018-09-27,24591
2018-09-28,24570
2018-09-29,24483
2018-09-30,24520
2018-10-02,24563
2018-10-03,24580
2018-10-04,24602
2018-10-05,24572
2018-10-06,24542
2018-10-07,24529
2018-10-08,24538
2018-10-09,24538
2018-10-10,24554
2018-10-11,24560
2018-10-12,24552
2018-10-13,24562
2018-10-14,24588
2018-10-15,24578
2018-10-16,24571
2018-10-17,24551
2018-10-18,24553
2018-10-19,24569
2018-10-20,24546
2018-10-21,24553
2018-10-22,24519
2018-10-23,24545
2018-10-24,24584
2018-10-25,24582
2018-10-26,24572
2018-10-27,24549
2018-10-28,24561
2018-10-29,24606
2018-10-30,24564
2018-10-31,24552
2018-11-01,24534
2018-11-03,24612
2018-11-04,24607
2018-11-05,24585
2018-11-06,24557
2018-11-07,24602
2018-11-08,24601
2018-11-09,24609
2018-11-10,24606
2018-11-11,24537
2018-11-12,24550
2018-11-13,24566
2018-11-14,24583
2018-11-15,24542
2018-11-16,24533
2018-11-17,24546
2018-11-18,24558
2018-11-19,24541
2018-11-20,24579
2018-11-21,24574
2018-11-22,24595
2018-11-23,24575
2018-11-24,24581
2018-11-25,24594
2018-11-26,24623
2018-11-27,24617
2018-11-28,24619
2018-11-29,24607
2018-12-01,24560
2018-12-02,24593
2018-12-03,24614
2018-12-04,24616
2018-12-05,24608
2018-12-07,24587
2018-12-09,24592
2018-12-10,24626
2018-12-11,24673
2018-12-12,24674
2018-12-13,24591
2018-12-14,24629
2018-12-15,24608
2018-12-16,24613
2018-12-17,24618
2018-12-18,24623
2018-12-19,24622
2018-12-20,24604
2018-12-21,24620
2018-12-22,24602
2018-12-23,24587
2018-12-24,24601
2018-12-25,24592
2018-12-26,24570
2018-12-27,24553
2018-12-28,24572
2018-12-29,24565
2018-12-30,24583
2018-12-31,24556
2019-01-01,24526
2019-01-02,24513
2019-01-03,24551
2019-01-04,24565
2019-01-05,24592
2019-01-06,24604
2019-01-08,24583
2019-01-10,24484
2019-01-11,24459
2019-01-12,24497
2019-01-13,24517
2019-01-14,24558
2019-01-15,24576
2019-01-16,24570
2019-01-17,24581
2019-01-18,24591
2019-01-19,24574
2019-01-20,24567
2019-01-21,24568
2019-01-22,24599
2019-01-23,24559
2019-01-24,24557
2019-01-25,24544
2019-01-26,24575
2019-01-27,24581
2019-01-28,24570
2019-01-29,24582
2019-01-30,24598
2019-01-31,24603
2019-02-01,24582
2019-02-02,24587
2019-02-03,24579
2019-02-04,24583
2019-02-05,24603
2019-02-06,24595
2019-02-07,24608
2019-02-08,24624
2019-02-09,24609
2019-02-10,24591
2019-02-11,24488
2019-02-12,24551
2019-02-13,24588
2019-02-14,24580
2019-02-15,24595
2019-02-16,24580
2019-02-17,24597
2019-02-18,24601
2019-02-19,24613
2019-02-20,24619
2019-02-21,24623
2019-02-22,24626
2019-02-23,24606
2019-02-24,24622
2019-02-25,24634
2019-02-26,24624
2019-02-27,24611
2019-02-28,24617
2019-03-01,24632
2019-03-02,24605
2019-03-03,24596
2019-03-04,24584
2019-03-05,24635
2019-03-06,24631
2019-03-07,24630
2019-03-08,24604
2019-03-09,24596
2019-03-10,24564
2019-03-11,24584
2019-03-12,24592
2019-03-13,24588
2019-03-14,24588
2019-03-15,24596
2019-03-16,24574
2019-03-17,24567
2019-03-18,24535
2019-03-19,24572
2019-03-20,24579
2019-03-21,24589
2019-03-22,24599
2019-03-23,24588
2019-03-24,24568
2019-03-25,24581
2019-03-26,24606
2019-03-27,24563
2019-03-28,24565
2019-03-29,24572
2019-03-30,24564
2019-03-31,24527
2019-04-01,24534
2019-04-02,24548
2019-04-03,24601
