date_obj,Steel%20full%20helm price
2019-09-04,140
2019-09-05,137
2019-09-06,137
2019-09-07,136
2019-09-08,135
2019-09-09,133
2019-09-10,134
2019-09-11,137
2019-09-12,140
2019-09-13,144
2019-09-14,147
2019-09-15,146
2019-09-16,148
2019-09-17,151
2019-09-18,152
2019-09-19,154
2019-09-20,148
2019-09-21,153
2019-09-22,150
2019-09-23,151
2019-09-24,151
2019-09-25,151
2019-09-26,152
2019-09-27,152
2019-09-28,147
2019-09-29,141
2019-09-30,140
2019-10-01,141
2019-10-02,144
2019-10-03,145
2019-10-04,145
2019-10-05,148
2019-10-06,146
2019-10-07,145
2019-10-08,144
2019-10-09,143
2019-10-10,140
2019-10-11,140
2019-10-12,139
2019-10-13,139
2019-10-14,137
2019-10-15,136
2019-10-16,134
2019-10-17,133
2019-10-18,131
2019-10-19,132
2019-10-20,131
2019-10-21,130
2019-10-22,130
2019-10-23,128
2019-10-24,131
2019-10-25,128
2019-10-26,127
2019-10-27,124
2019-10-28,127
2019-10-29,125
2019-10-30,128
2019-10-31,129
2019-11-01,126
2019-11-02,127
2019-11-03,125
2019-11-04,128
2019-11-05,126
2019-11-06,125
2019-11-07,125
2019-11-08,128
2019-11-09,128
2019-11-10,127
2019-11-11,128
2019-11-12,128
2019-11-13,127
2019-11-14,125
2019-11-15,126
2019-11-16,127
2019-11-17,125
2019-11-18,122
2019-11-19,120
2019-11-20,119
2019-11-21,122
2019-11-22,121
2019-11-23,120
2019-11-24,119
2019-11-25,124
2019-11-26,124
2019-11-27,124
2019-11-28,122
2019-11-29,124
2019-11-30,124
2019-12-01,125
2019-12-02,125
2019-12-03,125
2019-12-04,128
2019-12-05,128
2019-12-06,131
2019-12-07,130
2019-12-08,126
2019-12-09,125
2019-12-10,127
2019-12-11,126
2019-12-12,126
2019-12-13,127
2019-12-14,130
2019-12-15,133
2019-12-16,133
2019-12-17,135
2019-12-18,137
2019-12-19,139
2019-12-20,139
2019-12-21,139
2019-12-22,140
2019-12-23,139
2019-12-24,143
2019-12-25,143
2019-12-26,143
2019-12-27,144
2019-12-28,148
2019-12-29,148
2019-12-30,146
2019-12-31,148
2020-01-01,146
2020-01-02,149
2020-01-03,153
2020-01-04,156
2020-01-05,159
2020-01-06,160
2020-01-07,161
2020-01-08,164
2020-01-09,164
2020-01-10,163
2020-01-11,165
2020-01-12,160
2020-01-13,156
2020-01-14,157
2020-01-15,152
2020-01-16,150
2020-01-17,153
2020-01-18,154
2020-01-19,157
2020-01-20,156
2020-01-21,155
2020-01-22,161
2020-01-23,165
2020-01-24,168
2020-01-25,165
2020-01-26,163
2020-01-27,162
2020-01-28,164
2020-01-29,160
2020-01-30,158
2020-01-31,154
2020-02-01,152
2020-02-02,147
2020-02-03,146
2020-02-04,149
2020-02-05,150
2020-02-06,146
2020-02-07,141
2020-02-08,137
2020-02-09,131
2020-02-10,129
2020-02-11,129
2020-02-12,127
2020-02-13,132
2020-02-14,132
2020-02-15,132
2020-02-16,129
2020-02-17,127
2020-02-18,127
2020-02-19,126
2020-02-20,124
2020-02-21,125
2020-02-22,126
2020-02-23,122
2020-02-24,122
2020-02-25,120
2020-02-26,121
2020-02-27,123
2020-02-28,125
2020-02-29,130
2020-03-01,131
2020-03-02,135
2020-03-03,139
2020-03-04,144
2020-03-05,144
2020-03-06,143
2020-03-07,140
2020-03-08,135
2020-03-09,133
2020-03-10,135
2020-03-11,139
2020-03-12,138
2020-03-13,138
2020-03-14,143
2020-03-15,144
2020-03-16,141
2020-03-17,139
2020-03-18,141
2020-03-19,141
2020-03-20,142
2020-03-21,142
2020-03-22,142
2020-03-23,143
2020-03-24,141
2020-03-25,144
2020-03-26,143
2020-03-27,144
2020-03-28,141
2020-03-29,138
2020-03-30,135
2020-03-31,132
2020-04-01,130
2020-04-02,124
2020-04-03,117
2020-04-04,113
2020-04-05,112
2020-04-06,113
2020-04-07,112
2020-04-08,111
2020-04-09,107
2020-04-10,107
2020-04-11,107
2020-04-12,107
2020-04-13,101
2020-04-14,99
2020-04-15,99
2020-04-16,102
2020-04-17,102
2020-04-18,103
2020-04-19,101
2020-04-20,102
2020-04-21,102
2020-04-22,104
2020-04-23,105
2020-04-24,106
2020-04-25,106
2020-04-26,108
2020-04-27,107
2020-04-28,108
2020-04-29,109
2020-04-30,113
2020-05-01,114
2020-05-02,116
2020-05-03,119
2020-05-04,120
2020-05-05,120
2020-05-06,122
2020-05-07,124
2020-05-08,125
2020-05-09,125
2020-05-10,122
2020-05-11,120
2020-05-12,121
2020-05-13,122
