date_obj,Mithril%20full%20helm price
2019-08-30,650
2019-08-31,653
2019-09-01,656
2019-09-02,645
2019-09-03,634
2019-09-04,639
2019-09-05,639
2019-09-06,649
2019-09-07,647
2019-09-08,653
2019-09-09,648
2019-09-10,673
2019-09-11,670
2019-09-12,661
2019-09-13,649
2019-09-14,659
2019-09-15,647
2019-09-16,657
2019-09-17,657
2019-09-18,641
2019-09-19,633
2019-09-20,642
2019-09-21,663
2019-09-22,652
2019-09-23,634
2019-09-24,645
2019-09-25,659
2019-09-26,643
2019-09-27,648
2019-09-28,639
2019-09-29,611
2019-09-30,597
2019-10-01,599
2019-10-02,599
2019-10-03,610
2019-10-04,616
2019-10-05,617
2019-10-06,626
2019-10-07,630
2019-10-08,632
2019-10-09,641
2019-10-10,641
2019-10-11,647
2019-10-12,639
2019-10-13,636
2019-10-14,620
2019-10-15,618
2019-10-16,642
2019-10-17,647
2019-10-18,657
2019-10-19,652
2019-10-20,633
2019-10-21,626
2019-10-22,628
2019-10-23,616
2019-10-24,635
2019-10-25,643
2019-10-26,653
2019-10-27,669
2019-10-28,659
2019-10-29,648
2019-10-30,630
2019-10-31,607
2019-11-01,599
2019-11-02,605
2019-11-03,619
2019-11-04,615
2019-11-05,607
2019-11-06,596
2019-11-07,599
2019-11-08,613
2019-11-09,627
2019-11-10,643
2019-11-11,633
2019-11-12,606
2019-11-13,599
2019-11-14,619
2019-11-15,636
2019-11-16,628
2019-11-17,603
2019-11-18,615
2019-11-19,632
2019-11-20,628
2019-11-21,631
2019-11-22,623
2019-11-23,611
2019-11-24,610
2019-11-25,608
2019-11-26,614
2019-11-27,594
2019-11-28,594
2019-11-29,595
2019-11-30,602
2019-12-01,595
2019-12-02,608
2019-12-03,613
2019-12-04,606
2019-12-05,594
2019-12-06,596
2019-12-07,594
2019-12-08,576
2019-12-09,583
2019-12-10,602
2019-12-11,594
2019-12-12,607
2019-12-13,612
2019-12-14,625
2019-12-15,637
2019-12-16,625
2019-12-17,627
2019-12-18,648
2019-12-19,636
2019-12-20,626
2019-12-21,634
2019-12-22,641
2019-12-23,636
2019-12-24,637
2019-12-25,633
2019-12-26,632
2019-12-27,621
2019-12-28,611
2019-12-29,631
2019-12-30,641
2019-12-31,640
2020-01-01,624
2020-01-02,616
2020-01-03,612
2020-01-04,596
2020-01-05,596
2020-01-06,598
2020-01-07,596
2020-01-08,606
2020-01-09,606
2020-01-10,610
2020-01-11,612
2020-01-12,613
2020-01-13,604
2020-01-14,617
2020-01-15,615
2020-01-16,610
2020-01-17,624
2020-01-18,617
2020-01-19,623
2020-01-20,625
2020-01-21,617
2020-01-22,616
2020-01-23,613
2020-01-24,615
2020-01-25,626
2020-01-26,630
2020-01-27,626
2020-01-28,629
2020-01-29,637
2020-01-30,646
2020-01-31,645
2020-02-01,615
2020-02-02,610
2020-02-03,625
2020-02-04,639
2020-02-05,644
2020-02-06,653
2020-02-07,663
2020-02-08,673
2020-02-09,665
2020-02-10,657
2020-02-11,643
2020-02-12,652
2020-02-13,661
2020-02-14,652
2020-02-15,644
2020-02-16,644
2020-02-17,635
2020-02-18,644
2020-02-19,659
2020-02-20,663
2020-02-21,665
2020-02-22,681
2020-02-23,662
2020-02-24,639
2020-02-25,643
2020-02-26,630
2020-02-27,653
2020-02-28,662
2020-02-29,663
2020-03-01,652
2020-03-02,673
2020-03-03,681
2020-03-04,699
2020-03-05,695
2020-03-06,697
2020-03-07,694
2020-03-08,679
2020-03-09,662
2020-03-10,654
2020-03-11,655
2020-03-12,670
2020-03-13,672
2020-03-14,662
2020-03-15,655
2020-03-16,640
2020-03-17,630
2020-03-18,619
2020-03-19,631
2020-03-20,635
2020-03-21,634
2020-03-22,641
2020-03-23,643
2020-03-24,648
2020-03-25,649
2020-03-26,634
2020-03-27,614
2020-03-28,604
2020-03-29,602
2020-03-30,602
2020-03-31,608
2020-04-01,612
2020-04-02,600
2020-04-03,618
2020-04-04,624
2020-04-05,606
2020-04-06,592
2020-04-07,583
2020-04-08,594
2020-04-09,590
2020-04-10,589
2020-04-11,592
2020-04-12,591
2020-04-13,593
2020-04-14,597
2020-04-15,612
2020-04-16,622
2020-04-17,623
2020-04-18,624
2020-04-19,616
2020-04-20,617
2020-04-21,608
2020-04-22,616
2020-04-23,618
2020-04-24,625
2020-04-25,625
2020-04-26,631
2020-04-27,622
2020-04-28,637
2020-04-29,625
2020-04-30,631
2020-05-01,631
2020-05-02,638
2020-05-03,644
2020-05-04,647
2020-05-05,651
2020-05-06,649
2020-05-07,645
2020-05-08,641
2020-05-09,641
2020-05-10,654
2020-05-11,669
2020-05-12,664
2020-05-13,661
