date_obj,Mithril%20platelegs price
2015-08-30,1371
2015-08-31,1372
2015-09-01,1363
2015-09-02,1392
2015-09-03,1355
2015-09-04,1322
2015-09-05,1340
2015-09-06,1347
2015-09-07,1386
2015-09-08,1357
2015-09-09,1349
2015-09-10,1364
2015-09-11,1350
2015-09-12,1405
2015-09-13,1399
2015-09-14,1460
2015-09-15,1408
2015-09-16,1385
2015-09-17,1377
2015-09-18,1388
2015-09-19,1414
2015-09-20,1430
2015-09-21,1429
2015-09-22,1422
2015-09-23,1381
2015-09-24,1358
2015-09-25,1385
2015-09-27,1441
2015-09-28,1413
2015-09-29,1407
2015-09-30,1428
2015-10-05,1362
2015-10-06,1366
2015-10-07,1362
2015-10-08,1361
2015-10-09,1357
2015-10-10,1357
2015-10-11,1367
2015-10-12,1369
2015-10-13,1350
2015-10-14,1372
2015-10-15,1358
2015-10-16,1363
2015-10-17,1388
2015-10-18,1393
2015-10-19,1397
2015-10-20,1364
2015-10-22,1368
2015-10-23,1392
2015-10-24,1393
2015-10-25,1406
2015-10-26,1389
2015-10-27,1401
2015-10-29,1395
2015-10-30,1367
2015-10-31,1374
2015-11-01,1365
2015-11-02,1372
2015-11-03,1347
2015-11-04,1364
2015-11-05,1364
2015-11-06,1377
2015-11-07,1380
2015-11-08,1336
2015-11-09,1368
2015-11-10,1387
2015-11-11,1420
2015-11-12,1446
2015-11-13,1449
2015-11-14,1483
2015-11-15,1470
2015-11-16,1464
2015-11-17,1476
2015-11-18,1478
2015-11-19,1442
2015-11-20,1425
2015-11-21,1372
2015-11-22,1389
2015-11-23,1394
2015-11-24,1407
2015-11-25,1407
2015-11-26,1414
2015-11-27,1421
2015-11-28,1463
2015-11-29,1459
2015-11-30,1486
2015-12-01,1500
2015-12-02,1481
2015-12-03,1459
2015-12-04,1479
2015-12-05,1432
2015-12-06,1404
2015-12-07,1416
2015-12-08,1445
2015-12-09,1401
2015-12-10,1402
2015-12-11,1393
2015-12-12,1404
2015-12-13,1418
2015-12-14,1415
2015-12-15,1414
2015-12-16,1456
2015-12-17,1411
2015-12-18,1380
2015-12-19,1427
2015-12-20,1469
2015-12-21,1431
2015-12-22,1436
2015-12-23,1469
2015-12-24,1492
2015-12-25,1466
2015-12-26,1433
2015-12-27,1420
2015-12-28,1379
2015-12-29,1364
2015-12-30,1358
2015-12-31,1390
2016-01-01,1432
2016-01-02,1430
2016-01-03,1432
2016-01-04,1443
2016-01-05,1443
2016-01-06,1434
2016-01-07,1468
2016-01-08,1425
2016-01-09,1418
2016-01-10,1395
2016-01-11,1401
2016-01-12,1374
2016-01-13,1426
2016-01-14,1424
2016-01-15,1443
2016-01-16,1407
2016-01-17,1428
2016-01-18,1407
2016-01-19,1445
2016-01-20,1447
2016-01-21,1444
2016-01-22,1391
2016-01-23,1379
2016-01-24,1378
2016-01-25,1390
2016-01-26,1389
2016-01-27,1435
2016-01-28,1455
2016-01-29,1461
2016-01-30,1459
2016-01-31,1414
2016-02-01,1439
2016-02-02,1429
2016-02-03,1421
2016-02-04,1416
2016-02-05,1418
2016-02-06,1396
2016-02-07,1380
2016-02-08,1405
2016-02-09,1423
2016-02-10,1423
2016-02-11,1397
2016-02-12,1434
2016-02-13,1418
2016-02-14,1397
2016-02-15,1430
2016-02-16,1421
2016-02-17,1449
2016-02-18,1470
2016-02-19,1517
2016-02-20,1511
2016-02-21,1481
2016-02-22,1511
2016-02-23,1500
2016-02-24,1498
2016-02-25,1489
2016-02-26,1498
2016-02-27,1477
2016-02-28,1439
2016-02-29,1451
2016-03-01,1503
2016-03-02,1518
2016-03-03,1481
2016-03-04,1470
2016-03-05,1416
2016-03-06,1395
2016-03-07,1411
2016-03-08,1408
2016-03-09,1421
2016-03-10,1440
2016-03-11,1451
2016-03-12,1430
2016-03-13,1464
2016-03-14,1436
2016-03-15,1450
2016-03-16,1479
2016-03-17,1480
2016-03-18,1472
2016-03-19,1479
2016-03-20,1449
2016-03-21,1416
2016-03-22,1429
2016-03-23,1434
2016-03-24,1404
2016-03-25,1441
2016-03-26,1444
2016-03-27,1468
2016-03-28,1470
2016-03-29,1477
2016-03-30,1455
2016-03-31,1486
2016-04-01,1461
2016-04-02,1480
2016-04-03,1503
2016-04-04,1503
2016-04-05,1521
2016-04-06,1507
2016-04-07,1463
2016-04-08,1510
2016-04-09,1495
2016-04-10,1496
2016-04-11,1496
2016-04-12,1513
2016-04-13,1516
2016-04-14,1476
2016-04-15,1501
2016-04-16,1517
2016-04-17,1506
2016-04-18,1491
2016-04-19,1493
2016-04-20,1465
2016-04-21,1481
2016-04-22,1471
2016-04-23,1454
2016-04-24,1465
2016-04-25,1473
2016-04-26,1487
2016-04-27,1508
2016-04-28,1534
2016-04-29,1536
2016-04-30,1517
2016-05-01,1533
2016-05-02,1491
2016-05-03,1495
2016-05-04,1464
2016-05-05,1495
2016-05-06,1439
2016-05-07,1421
2016-05-08,1440
2016-05-09,1471
2016-05-10,1471
2016-05-11,1447
2016-05-12,1415
2016-05-13,1414
2016-05-14,1380
2016-05-15,1364
2016-05-16,1380
2016-05-17,1387
2016-05-18,1394
2016-05-19,1409
2016-05-22,1442
2016-05-23,1407
2016-05-24,1397
2016-05-25,1390
2016-05-26,1415
2016-05-27,1420
2016-05-28,1416
2016-05-29,1395
2016-05-30,1427
2016-05-31,1400
2016-06-01,1432
2016-06-02,1437
2016-06-03,1464
2016-06-04,1484
2016-06-05,1465
2016-06-06,1472
2016-06-07,1436
2016-06-08,1396
2016-06-09,1369
2016-06-10,1368
2016-06-11,1407
2016-06-12,1428
2016-06-13,1397
2016-06-14,1365
2016-06-15,1378
2016-06-16,1423
2016-06-17,1448
2016-06-18,1497
2016-06-19,1488
2016-06-20,1480
2016-06-21,1504
2016-06-22,1556
2016-06-23,1553
2016-06-24,1491
2016-06-25,1485
2016-06-26,1428
2016-06-27,1378
2016-06-28,1358
2016-06-29,1309
2016-06-30,1320
2016-07-01,1365
2016-07-02,1382
2016-07-03,1401
2016-07-04,1422
2016-07-05,1401
2016-07-06,1404
2016-07-07,1374
2016-07-08,1388
2016-07-09,1406
2016-07-10,1468
2016-07-11,1466
2016-07-12,1447
2016-07-13,1476
2016-07-14,1413
2016-07-15,1445
2016-07-16,1423
2016-07-17,1401
2016-07-18,1373
2016-07-23,1394
2016-07-24,1382
2016-07-25,1391
2016-07-26,1394
2016-07-27,1401
2016-07-28,1429
2016-07-29,1486
2016-07-30,1446
2016-07-31,1417
2016-08-01,1391
2016-08-02,1389
2016-08-03,1364
2016-08-04,1347
2016-08-05,1326
2016-08-06,1364
2016-08-07,1397
2016-08-08,1377
2016-08-09,1384
2016-08-10,1408
2016-08-11,1374
2016-08-12,1344
2016-08-13,1358
2016-08-14,1369
2016-08-15,1361
2016-08-16,1377
2016-08-17,1388
2016-08-18,1359
2016-08-19,1391
2016-08-20,1384
2016-08-21,1402
2016-08-22,1386
2016-08-23,1362
2016-08-24,1391
2016-08-25,1400
2016-08-26,1400
2016-08-28,1398
2016-08-31,1325
2016-09-01,1372
2016-09-02,1372
2016-09-03,1387
2016-09-04,1378
2016-09-05,1365
2016-09-06,1362
2016-09-07,1385
2016-09-08,1364
2016-09-09,1391
2016-09-10,1384
2016-09-11,1384
2016-09-12,1378
2016-09-13,1345
2016-09-14,1343
2016-09-15,1340
2016-09-16,1311
2016-09-17,1320
2016-09-18,1307
2016-09-19,1341
2016-09-20,1333
2016-09-21,1336
2016-09-22,1358
2016-09-23,1334
2016-09-24,1334
2016-09-25,1351
2016-09-26,1348
2016-09-27,1343
2016-09-28,1347
2016-09-29,1370
2016-09-30,1340
2016-10-01,1341
2016-10-02,1331
2016-10-03,1343
2016-10-04,1344
2016-10-05,1369
2016-10-06,1363
2016-10-07,1393
2016-10-08,1378
2016-10-09,1386
2016-10-10,1381
2016-10-11,1376
2016-10-12,1369
2016-10-13,1374
2016-10-14,1408
2016-10-15,1390
2016-10-16,1387
2016-10-17,1386
2016-10-18,1403
2016-10-19,1391
2016-10-20,1416
2016-10-21,1405
2016-10-22,1358
2016-10-23,1398
2016-10-24,1395
2016-10-25,1365
2016-10-26,1377
2016-10-27,1388
2016-10-28,1411
2016-10-29,1415
2016-10-30,1436
2016-10-31,1410
2016-11-01,1383
2016-11-02,1399
2016-11-03,1370
2016-11-04,1386
2016-11-05,1343
2016-11-06,1378
2016-11-07,1375
2016-11-08,1390
2016-11-09,1405
2016-11-10,1411
2016-11-11,1400
2016-11-12,1383
2016-11-13,1371
2016-11-14,1394
2016-12-07,1365
2016-12-08,1380
2016-12-09,1392
2016-12-10,1394
2016-12-11,1368
2016-12-12,1343
2016-12-13,1360
2016-12-14,1373
2016-12-15,1410
2016-12-16,1409
2016-12-17,1382
2016-12-18,1345
2016-12-19,1382
2016-12-20,1364
2016-12-21,1368
2016-12-22,1351
2016-12-23,1365
2016-12-24,1366
2016-12-25,1388
2016-12-26,1392
2016-12-27,1386
2016-12-28,1396
2016-12-29,1386
2016-12-30,1389
2016-12-31,1400
2017-01-01,1366
2017-01-02,1367
2017-01-03,1371
2017-01-04,1358
2017-01-05,1339
2017-01-06,1378
2017-01-07,1375
2017-01-08,1387
2017-01-09,1419
2017-01-10,1428
2017-01-11,1434
2017-01-12,1416
2017-01-13,1390
2017-01-14,1381
2017-01-15,1379
2017-01-16,1405
2017-01-17,1403
2017-01-18,1394
2017-01-19,1391
2017-01-20,1419
2017-01-21,1404
2017-01-22,1372
2017-01-27,1404
2017-01-28,1393
2017-01-29,1388
2017-01-30,1373
2017-01-31,1371
2017-02-01,1390
2017-02-02,1416
2017-02-03,1426
2017-02-04,1404
2017-02-05,1380
2017-02-06,1352
2017-02-07,1376
2017-02-08,1372
2017-02-09,1369
2017-02-10,1392
2017-02-11,1387
2017-02-12,1346
2017-02-13,1373
2017-02-14,1371
2017-02-15,1387
2017-02-16,1412
2017-02-18,1351
2017-02-19,1368
2017-02-20,1363
2017-02-21,1371
2017-02-22,1379
2017-02-23,1365
2017-02-24,1342
2017-02-25,1345
2017-02-26,1372
2017-02-27,1380
2017-02-28,1363
2017-03-01,1375
2017-03-02,1373
2017-03-03,1416
2017-03-04,1381
2017-03-05,1369
2017-03-06,1356
2017-03-07,1354
2017-03-08,1366
2017-03-09,1391
2017-03-10,1380
2017-03-11,1343
2017-03-12,1354
2017-03-13,1357
2017-03-14,1363
2017-03-15,1365
2017-03-16,1369
2017-03-17,1376
2017-03-18,1352
2017-03-19,1370
2017-03-20,1367
2017-03-21,1371
2017-03-22,1343
2017-03-23,1365
2017-03-24,1385
2017-03-25,1377
2017-03-26,1356
2017-03-27,1344
2017-03-28,1375
2017-03-29,1377
2017-03-30,1382
2017-03-31,1395
2017-04-01,1344
2017-04-02,1369
2017-04-03,1374
2017-04-04,1363
2017-04-12,1387
2017-04-13,1397
2017-04-14,1384
2017-04-15,1403
2017-04-16,1417
2017-04-17,1381
2017-04-18,1426
2017-04-19,1443
2017-04-20,1479
2017-04-21,1459
2017-04-22,1452
2017-04-23,1414
2017-04-24,1426
2017-04-25,1424
2017-04-26,1382
2017-04-27,1396
2017-04-28,1387
2017-04-29,1393
2017-04-30,1370
2017-05-01,1350
2017-05-02,1377
2017-05-03,1375
2017-05-04,1385
2017-05-05,1392
2017-05-06,1383
2017-05-07,1358
2017-05-08,1377
2017-05-09,1360
2017-05-10,1392
2017-05-11,1342
2017-05-12,1373
2017-05-13,1380
2017-05-14,1387
2017-05-15,1385
2017-05-16,1395
2017-05-17,1386
2017-05-18,1356
2017-05-19,1354
2017-05-20,1358
2017-05-21,1358
2017-05-22,1385
2017-05-23,1391
2017-05-24,1403
2017-05-25,1384
2017-05-26,1382
2017-05-27,1365
2017-05-28,1376
2017-05-29,1381
2017-05-30,1407
2017-05-31,1392
2017-06-01,1373
2017-06-02,1376
2017-06-03,1346
2017-06-06,1367
2017-06-07,1346
2017-06-08,1355
2017-06-09,1363
2017-06-10,1374
2017-06-11,1367
2017-06-12,1386
2017-06-13,1400
2017-06-14,1399
2017-06-15,1389
2017-06-16,1396
2017-06-17,1381
2017-06-18,1381
2017-06-19,1408
2017-06-20,1384
2017-06-21,1379
2017-06-22,1369
2017-06-23,1365
2017-06-24,1360
2017-06-25,1359
2017-06-26,1373
2017-06-27,1390
2017-06-28,1388
2017-06-29,1372
2017-06-30,1355
2017-07-01,1398
2017-07-02,1357
2017-07-03,1329
2017-07-04,1294
2017-07-05,1350
2017-07-06,1368
2017-07-07,1349
2017-07-08,1337
2017-07-13,1360
2017-07-14,1376
2017-07-15,1394
2017-07-16,1388
2017-07-17,1366
2017-07-18,1388
2017-07-19,1369
2017-07-20,1388
2017-07-21,1394
2017-07-22,1369
2017-07-23,1374
2017-07-24,1382
2017-07-25,1375
2017-07-26,1396
2017-07-27,1386
2017-07-28,1371
2017-07-29,1361
2017-07-30,1404
2017-07-31,1391
2017-08-01,1385
2017-08-02,1394
2017-08-03,1379
2017-08-04,1365
2017-08-05,1385
2017-08-06,1393
2017-08-09,1485
2017-08-10,1427
2017-08-11,1403
2017-08-12,1395
2017-08-13,1381
2017-08-14,1396
2017-08-15,1416
2017-08-16,1381
2017-08-17,1357
2017-08-18,1360
2017-08-19,1366
2017-08-20,1385
2017-08-21,1381
2017-08-22,1414
2017-08-23,1449
2017-08-24,1459
2017-08-25,1478
2017-08-26,1460
2017-08-27,1482
2017-08-28,1474
2017-08-29,1489
2017-08-30,1475
2017-08-31,1466
2017-09-01,1460
2017-09-02,1468
2017-09-03,1420
2017-09-04,1433
2017-09-05,1462
2017-09-06,1405
2017-09-07,1387
2017-09-08,1346
2017-09-09,1352
2017-09-10,1384
2017-09-11,1397
2017-09-12,1417
2017-09-13,1407
2017-09-14,1400
2017-09-15,1377
2017-09-16,1375
2017-09-17,1373
2017-09-19,1383
2017-09-20,1414
2017-09-21,1445
2017-09-22,1444
2017-09-23,1423
2017-09-24,1384
2017-09-25,1359
2017-09-26,1367
2017-09-27,1436
2017-09-28,1444
2017-09-29,1433
2017-09-30,1414
2017-10-01,1457
2017-10-02,1513
2017-10-03,1504
2017-10-04,1517
2017-10-05,1468
2017-10-06,1455
2017-10-07,1451
2017-10-08,1392
2017-10-09,1370
2017-10-10,1351
2017-10-11,1354
2017-10-12,1330
2017-10-13,1341
2017-10-14,1351
2017-10-15,1356
2017-10-16,1354
2017-10-17,1359
2017-10-18,1369
2017-10-19,1360
2017-10-20,1372
2017-10-21,1371
2017-10-22,1363
2017-10-23,1381
2017-10-24,1380
2017-10-25,1383
2017-10-26,1384
2017-10-27,1370
2017-10-28,1370
2017-10-29,1376
2017-10-30,1352
2017-10-31,1342
2017-11-01,1341
2017-11-02,1343
2017-11-03,1360
2017-11-04,1374
2017-11-05,1382
2017-11-06,1368
2017-11-07,1380
2017-11-08,1387
2017-11-09,1419
2017-11-10,1398
2017-11-11,1389
2017-11-12,1377
2017-11-13,1390
2017-11-14,1400
2017-11-15,1394
2017-11-16,1407
2017-11-17,1420
2017-11-18,1489
2017-11-19,1499
2017-11-20,1526
2017-11-21,1536
2017-11-22,1505
2017-11-23,1505
2017-11-24,1499
2017-11-25,1448
2017-11-26,1413
2017-11-27,1404
2017-11-28,1412
2017-11-29,1433
2017-11-30,1445
2017-12-01,1453
2017-12-02,1442
2017-12-03,1474
2017-12-04,1495
2017-12-05,1474
2017-12-06,1469
2017-12-07,1473
2017-12-08,1460
2017-12-09,1477
2017-12-10,1463
2017-12-11,1494
2017-12-12,1494
2017-12-14,1482
2017-12-15,1467
2017-12-17,1453
2017-12-18,1436
2017-12-19,1371
2017-12-20,1336
2017-12-21,1340
2017-12-22,1329
2017-12-23,1324
2017-12-24,1337
2017-12-25,1386
2017-12-26,1381
2017-12-27,1352
2017-12-28,1336
2017-12-29,1355
2017-12-30,1381
2017-12-31,1384
2018-01-01,1365
2018-01-02,1396
2018-01-03,1365
2018-01-04,1313
2018-01-05,1336
2018-01-06,1337
2018-01-07,1352
2018-01-08,1355
2018-01-09,1362
2018-01-10,1391
2018-01-11,1384
2018-01-12,1358
2018-01-13,1340
2018-01-14,1309
2018-01-15,1362
2018-01-16,1365
2018-01-17,1422
2018-01-18,1454
2018-01-19,1462
2018-01-20,1454
2018-01-21,1389
2018-01-22,1402
2018-01-23,1415
2018-01-25,1392
2018-01-26,1385
2018-01-27,1377
2018-01-28,1368
2018-01-29,1368
2018-01-31,1422
2018-02-01,1421
2018-02-02,1421
2018-02-03,1421
2018-02-04,1423
2018-02-05,1423
2018-02-06,1429
2018-02-07,1431
2018-02-08,1458
2018-02-09,1444
2018-02-10,1403
2018-02-11,1415
2018-02-12,1383
2018-02-13,1414
2018-02-14,1470
2018-02-15,1486
2018-02-16,1457
2018-02-17,1464
2018-02-18,1525
2018-02-19,1508
2018-02-20,1477
2018-02-21,1422
2018-02-22,1476
2018-02-23,1482
2018-02-24,1451
2018-02-25,1403
2018-02-26,1348
2018-02-27,1374
2018-03-01,1378
2018-03-02,1373
2018-03-03,1369
2018-03-04,1379
2018-03-05,1370
2018-03-06,1366
2018-03-07,1362
2018-03-08,1348
2018-03-09,1330
2018-03-10,1321
2018-03-11,1321
2018-03-12,1330
2018-03-13,1355
2018-03-14,1353
2018-03-15,1353
2018-03-16,1329
2018-03-17,1332
2018-03-18,1338
2018-03-19,1341
2018-03-20,1327
2018-03-21,1320
2018-03-23,1370
2018-03-24,1338
2018-03-26,1343
2018-03-27,1344
2018-03-28,1364
2018-03-29,1344
2018-03-30,1357
2018-03-31,1351
2018-04-01,1351
2018-04-02,1392
2018-04-03,1453
2018-04-04,1464
2018-04-05,1477
2018-04-06,1427
2018-04-07,1364
2018-04-08,1355
2018-04-09,1398
2018-04-10,1357
2018-04-11,1389
2018-04-12,1383
2018-04-13,1402
2018-04-14,1395
2018-04-15,1377
2018-04-16,1376
2018-04-17,1362
2018-04-18,1337
2018-04-19,1336
2018-04-20,1371
2018-04-21,1364
2018-04-22,1406
2018-04-23,1404
2018-04-24,1398
2018-04-25,1364
2018-04-26,1356
2018-04-27,1362
2018-04-28,1363
2018-04-29,1339
2018-04-30,1356
2018-05-01,1370
2018-05-04,1355
2018-05-05,1362
2018-05-06,1341
2018-05-07,1331
2018-05-08,1369
2018-05-09,1352
2018-05-10,1341
2018-05-11,1385
2018-05-12,1376
2018-05-13,1362
2018-05-14,1382
2018-05-15,1426
2018-05-16,1443
2018-05-17,1454
2018-05-18,1433
2018-05-19,1380
2018-05-20,1344
2018-05-21,1354
2018-05-22,1302
2018-05-23,1348
2018-05-24,1356
2018-05-25,1348
2018-05-26,1330
2018-05-27,1356
2018-05-28,1403
2018-05-29,1375
2018-05-30,1363
2018-05-31,1378
2018-06-01,1339
2018-06-02,1359
2018-06-03,1309
2018-06-04,1367
2018-06-05,1380
2018-06-06,1361
2018-06-07,1378
2018-06-08,1364
2018-06-09,1331
2018-06-10,1317
2018-06-11,1323
2018-06-12,1345
2018-06-13,1349
2018-06-14,1364
2018-06-15,1373
2018-06-16,1368
2018-06-17,1374
2018-06-18,1360
2018-06-19,1386
2018-06-20,1386
2018-06-21,1398
2018-06-22,1413
2018-06-23,1407
2018-06-24,1433
2018-06-25,1405
2018-06-26,1346
2018-06-27,1334
2018-06-28,1352
2018-06-29,1368
2018-06-30,1365
2018-07-01,1375
2018-07-02,1383
2018-07-03,1407
2018-07-04,1377
2018-07-05,1353
2018-07-06,1353
2018-07-07,1365
2018-07-08,1393
2018-07-09,1365
2018-07-10,1352
2018-07-11,1372
2018-07-12,1336
2018-07-13,1329
2018-07-14,1335
2018-07-15,1363
2018-07-16,1364
2018-07-17,1358
2018-07-18,1392
2018-07-19,1384
2018-07-20,1384
2018-07-21,1357
2018-07-22,1332
2018-07-23,1367
2018-07-24,1378
2018-07-25,1346
2018-07-26,1344
2018-07-27,1362
2018-07-28,1382
2018-07-29,1381
2018-07-30,1386
2018-07-31,1374
2018-08-01,1350
2018-08-02,1361
2018-08-03,1362
2018-08-04,1351
2018-08-05,1323
2018-08-06,1344
2018-08-07,1365
2018-08-08,1368
2018-08-09,1410
2018-08-10,1382
2018-08-11,1333
2018-08-12,1323
2018-08-14,1330
2018-08-16,1259
2018-08-17,1292
2018-08-18,1315
2018-08-19,1346
2018-08-20,1325
2018-08-21,1332
2018-08-22,1331
2018-08-23,1325
2018-08-24,1315
2018-08-25,1324
2018-08-26,1313
2018-08-27,1307
2018-08-28,1314
2018-08-29,1320
2018-08-30,1333
2018-08-31,1326
2018-09-01,1314
2018-09-02,1305
2018-09-03,1329
2018-09-04,1318
2018-09-05,1304
2018-09-06,1341
2018-09-07,1326
2018-09-08,1324
2018-09-09,1334
2018-09-10,1329
2018-09-11,1330
2018-09-12,1331
2018-09-13,1354
2018-09-14,1353
2018-09-15,1345
2018-09-16,1340
2018-09-17,1335
2018-09-18,1323
2018-09-19,1338
2018-09-20,1335
2018-09-21,1345
2018-09-22,1337
2018-09-23,1327
2018-09-24,1347
2018-09-25,1338
2018-09-26,1344
2018-09-27,1342
2018-09-28,1348
2018-09-29,1343
2018-09-30,1356
2018-10-02,1380
2018-10-03,1348
2018-10-04,1319
2018-10-05,1366
2018-10-06,1345
2018-10-07,1318
2018-10-08,1332
2018-10-09,1299
2018-10-10,1356
2018-10-11,1373
2018-10-12,1344
2018-10-13,1354
2018-10-14,1373
2018-10-15,1387
2018-10-16,1336
2018-10-17,1348
2018-10-18,1310
2018-10-19,1341
2018-10-20,1409
2018-10-21,1397
2018-10-22,1378
2018-10-23,1344
2018-10-24,1347
2018-10-25,1338
2018-10-26,1337
2018-10-27,1333
2018-10-28,1350
2018-10-29,1345
2018-10-30,1356
2018-10-31,1368
2018-11-01,1370
2018-11-03,1373
2018-11-04,1405
2018-11-05,1411
2018-11-06,1415
2018-11-07,1457
2018-11-08,1451
2018-11-09,1449
2018-11-10,1424
2018-11-11,1402
2018-11-12,1383
2018-11-13,1406
2018-11-14,1405
2018-11-15,1413
2018-11-16,1383
2018-11-17,1363
2018-11-18,1338
2018-11-19,1320
2018-11-20,1337
2018-11-21,1286
2018-11-22,1293
2018-11-23,1325
2018-11-24,1329
2018-11-25,1312
2018-11-26,1320
2018-11-27,1308
2018-11-28,1316
2018-11-29,1331
2018-12-01,1352
2018-12-02,1322
2018-12-03,1303
2018-12-05,1347
2018-12-07,1352
2018-12-09,1349
2018-12-10,1380
2018-12-11,1360
2018-12-12,1372
2018-12-13,1391
2018-12-14,1403
2018-12-15,1403
2018-12-16,1376
2018-12-17,1378
2018-12-18,1371
2018-12-19,1375
2018-12-20,1358
2018-12-21,1353
2018-12-22,1355
2018-12-23,1355
2018-12-24,1348
2018-12-25,1345
2018-12-26,1349
2018-12-27,1349
2018-12-28,1358
2018-12-29,1345
2018-12-30,1356
2018-12-31,1356
2019-01-01,1320
2019-01-02,1317
2019-01-03,1335
2019-01-04,1314
2019-01-05,1336
2019-01-06,1346
2019-01-08,1343
2019-01-10,1360
2019-01-11,1362
2019-01-12,1380
2019-01-13,1375
2019-01-14,1385
2019-01-15,1381
2019-01-16,1376
2019-01-17,1365
2019-01-18,1390
2019-01-19,1366
2019-01-20,1347
2019-01-22,1283
2019-01-23,1299
2019-01-24,1295
2019-01-25,1299
2019-01-26,1308
2019-01-27,1314
2019-01-28,1317
2019-01-29,1323
2019-01-30,1324
2019-01-31,1338
2019-02-01,1331
2019-02-02,1323
2019-02-03,1327
2019-02-04,1362
2019-02-05,1361
2019-02-06,1354
2019-02-07,1343
2019-02-08,1350
2019-02-09,1340
2019-02-10,1349
2019-02-11,1328
2019-02-12,1353
2019-02-13,1347
2019-02-14,1362
2019-02-15,1358
2019-02-16,1361
2019-02-17,1343
2019-02-18,1359
2019-02-19,1360
2019-02-20,1348
2019-02-21,1340
2019-02-22,1334
2019-02-23,1340
2019-02-24,1331
2019-02-25,1331
2019-02-26,1341
2019-02-27,1334
2019-02-28,1349
2019-03-01,1355
2019-03-02,1347
2019-03-03,1340
2019-03-04,1370
2019-03-05,1364
2019-03-06,1358
2019-03-07,1356
2019-03-08,1339
2019-03-09,1337
2019-03-10,1339
2019-03-11,1356
2019-03-12,1351
2019-03-13,1338
2019-03-14,1349
2019-03-15,1349
2019-03-16,1323
2019-03-17,1324
2019-03-18,1321
2019-03-19,1338
2019-03-20,1332
2019-03-21,1324
2019-03-22,1317
2019-03-23,1315
2019-03-24,1332
2019-03-25,1348
2019-03-26,1343
2019-03-27,1364
2019-03-28,1324
2019-03-29,1327
2019-03-30,1301
2019-03-31,1307
2019-04-01,1312
2019-04-02,1315
2019-04-03,1318
2019-04-04,1333
2019-04-05,1340
2019-04-06,1312
2019-04-07,1307
2019-04-08,1311
