date_obj,Steel%20plateskirt price
2015-10-16,638
2015-10-17,638
2015-10-18,638
2015-10-19,613
2015-10-20,613
2015-10-22,613
2015-10-23,613
2015-10-24,583
2015-10-25,583
2015-10-26,583
2015-10-27,583
2015-10-29,573
2015-10-30,573
2015-10-31,573
2015-11-01,573
2015-11-02,553
2015-11-03,553
2015-11-04,553
2015-11-05,553
2015-11-06,553
2015-11-07,525
2015-11-08,525
2015-11-09,525
2015-11-10,525
2015-11-11,525
2015-11-12,509
2015-11-13,509
2015-11-14,509
2015-11-15,509
2015-11-16,509
2015-11-17,491
2015-11-18,491
2015-11-19,491
2015-11-20,491
2015-11-21,491
2015-11-22,485
2015-11-23,485
2015-11-24,485
2015-11-25,485
2015-11-26,485
2015-11-27,488
2015-11-28,488
2015-11-29,488
2015-11-30,488
2015-12-01,493
2015-12-02,493
2015-12-03,493
2015-12-04,493
2015-12-05,493
2015-12-06,500
2015-12-07,500
2015-12-08,500
2015-12-09,500
2015-12-10,500
2015-12-11,503
2015-12-13,503
2015-12-14,503
2015-12-15,503
2015-12-16,505
2015-12-17,505
2015-12-18,505
2015-12-19,505
2015-12-20,505
2015-12-21,505
2015-12-22,505
2015-12-23,505
2015-12-24,505
2015-12-25,485
2015-12-26,485
2015-12-27,485
2015-12-28,485
2015-12-29,483
2015-12-30,483
2015-12-31,483
2016-01-01,483
2016-01-02,483
2016-01-03,474
2016-01-04,474
2016-01-05,474
2016-01-06,474
2016-01-07,475
2016-01-08,475
2016-01-09,475
2016-01-10,475
2016-01-11,479
2016-01-12,479
2016-01-13,479
2016-01-14,479
2016-01-15,488
2016-01-16,488
2016-01-17,488
2016-01-18,488
2016-01-19,484
2016-01-20,484
2016-01-21,484
2016-01-22,484
2016-01-23,492
2016-01-24,492
2016-01-25,492
2016-01-26,492
2016-01-27,478
2016-01-28,478
2016-01-29,478
2016-01-30,478
2016-01-31,493
2016-02-01,493
2016-02-02,493
2016-02-03,493
2016-02-04,485
2016-02-05,485
2016-02-06,485
2016-02-07,485
2016-02-08,485
2016-02-09,485
2016-02-10,485
2016-02-11,485
2016-02-12,488
2016-02-13,488
2016-02-14,488
2016-02-15,498
2016-02-16,498
2016-02-17,498
2016-02-18,498
2016-02-19,502
2016-02-20,502
2016-02-21,502
2016-02-22,488
2016-02-23,488
2016-02-24,488
2016-02-25,496
2016-02-26,496
2016-02-27,496
2016-02-28,496
2016-02-29,504
2016-03-01,504
2016-03-02,504
2016-03-03,504
2016-03-04,495
2016-03-05,495
2016-03-06,495
2016-03-07,495
2016-03-08,483
2016-03-09,483
2016-03-10,483
2016-03-11,483
2016-03-12,481
2016-03-13,481
2016-03-14,481
2016-03-15,481
2016-03-16,481
2016-03-17,475
2016-03-18,475
2016-03-19,475
2016-03-20,488
2016-03-21,488
2016-03-22,488
2016-03-23,488
2016-03-24,501
2016-03-25,501
2016-03-26,501
2016-03-27,501
2016-03-28,494
2016-03-29,494
2016-03-30,494
2016-03-31,494
2016-04-01,480
2016-04-02,480
2016-04-03,480
2016-04-04,473
2016-04-05,473
2016-04-06,473
2016-04-07,473
2016-04-08,463
2016-04-09,463
2016-04-10,463
2016-04-11,463
2016-04-12,463
2016-04-13,463
2016-04-14,463
2016-04-15,463
2016-04-16,470
2016-04-17,470
2016-04-18,470
2016-04-19,475
2016-04-20,475
2016-04-21,475
2016-04-22,475
2016-04-23,470
2016-04-24,470
2016-04-25,470
2016-04-26,467
2016-04-27,467
2016-04-28,467
2016-04-29,467
2016-04-30,461
2016-05-01,461
2016-05-02,461
2016-05-03,450
2016-05-04,450
2016-05-05,450
2016-05-06,450
2016-05-07,448
2016-05-08,448
2016-05-09,448
2016-05-10,448
2016-05-11,450
2016-05-12,450
2016-05-13,450
2016-05-14,450
2016-05-15,449
2016-05-16,449
2016-05-17,449
2016-05-18,450
2016-05-19,450
2016-05-22,445
2016-05-23,445
2016-05-24,445
2016-05-25,448
2016-05-26,448
2016-05-27,448
2016-05-28,448
2016-05-29,450
2016-05-30,450
2016-05-31,450
2016-06-01,450
2016-06-02,441
2016-06-03,441
2016-06-04,441
2016-06-05,441
2016-06-06,441
2016-06-07,441
2016-06-08,441
2016-06-09,441
2016-06-10,445
2016-06-11,445
2016-06-12,445
2016-06-13,445
2016-06-14,445
2016-06-15,445
2016-06-16,445
2016-06-17,448
2016-06-18,448
2016-06-19,448
2016-06-20,448
2016-06-21,452
2016-06-22,452
2016-06-23,452
2016-06-24,452
2016-06-25,458
2016-06-26,458
2016-06-27,458
2016-06-28,458
2016-06-29,458
2016-06-30,458
2016-07-01,458
2016-07-02,474
2016-07-03,474
2016-07-04,474
2016-07-05,476
2016-07-06,471
2016-07-07,471
2016-07-08,489
2016-07-09,489
2016-07-10,483
2016-07-11,483
2016-07-12,485
2016-07-13,485
2016-07-14,480
2016-07-15,480
2016-07-16,478
2016-07-17,478
2016-07-18,482
2016-07-24,469
2016-07-25,469
2016-07-26,469
2016-07-27,485
2016-07-28,485
2016-07-29,485
2016-07-30,475
2016-07-31,475
2016-08-01,475
2016-08-02,461
2016-08-03,461
2016-08-04,461
2016-08-05,461
2016-08-06,451
2016-08-07,451
2016-08-08,451
2016-08-09,446
2016-08-10,446
2016-08-11,446
2016-08-12,446
2016-08-13,441
2016-08-14,441
2016-08-15,441
2016-08-16,441
2016-08-17,428
2016-08-18,428
2016-08-19,428
2016-08-20,428
2016-08-21,434
2016-08-22,434
2016-08-23,434
2016-08-24,434
2016-08-25,421
2016-08-26,421
2016-08-28,421
2016-08-31,426
2016-09-01,426
2016-09-02,426
2016-09-03,421
2016-09-04,421
2016-09-05,421
2016-09-06,421
2016-09-07,423
2016-09-08,423
2016-09-09,423
2016-09-10,423
2016-09-11,423
2016-09-12,430
2016-09-13,430
2016-09-14,430
2016-09-15,430
2016-09-16,430
2016-09-17,430
2016-09-18,430
2016-09-19,430
2016-09-20,430
2016-09-21,430
2016-09-22,431
2016-09-23,431
2016-09-24,431
2016-09-25,431
2016-09-26,431
2016-09-27,426
2016-09-28,426
2016-09-29,426
2016-09-30,426
2016-10-01,426
2016-10-02,421
2016-10-03,421
2016-10-04,421
2016-10-05,421
2016-10-06,418
2016-10-07,418
2016-10-08,418
2016-10-09,418
2016-10-10,418
2016-10-11,415
2016-10-12,415
2016-10-13,415
2016-10-14,415
2016-10-15,414
2016-10-16,414
2016-10-17,414
2016-10-18,414
2016-10-19,415
2016-10-20,415
2016-10-21,415
2016-10-22,415
2016-10-23,417
2016-10-24,417
2016-10-25,417
2016-10-26,417
2016-10-27,433
2016-10-28,433
2016-10-29,433
2016-10-30,433
2016-10-31,447
2016-11-01,447
2016-11-02,447
2016-11-03,447
2016-11-04,446
2016-11-05,446
2016-11-06,446
2016-11-07,446
2016-11-08,446
2016-11-09,446
2016-11-10,446
2016-11-11,446
2016-11-12,446
2016-11-13,446
2016-11-14,443
2016-12-08,459
2016-12-09,452
2016-12-10,452
2016-12-11,452
2016-12-12,452
2016-12-13,458
2016-12-14,458
2016-12-15,458
2016-12-16,458
2016-12-17,446
2016-12-18,446
2016-12-19,446
2016-12-20,441
2016-12-21,441
2016-12-22,441
2016-12-23,441
2016-12-24,440
2016-12-25,440
2016-12-26,440
2016-12-27,440
2016-12-28,438
2016-12-29,438
2016-12-30,438
2016-12-31,438
2017-01-01,424
2017-01-02,424
2017-01-03,424
2017-01-04,421
2017-01-05,421
2017-01-06,421
2017-01-07,421
2017-01-08,420
2017-01-09,420
2017-01-10,420
2017-01-11,425
2017-01-12,425
2017-01-13,425
2017-01-14,427
2017-01-15,427
2017-01-16,427
2017-01-17,427
2017-01-18,427
2017-01-19,427
2017-01-20,427
2017-01-21,427
2017-01-22,427
2017-01-27,434
2017-01-28,434
2017-01-29,434
2017-01-30,434
2017-01-31,434
2017-02-01,424
2017-02-02,424
2017-02-03,424
2017-02-04,424
2017-02-05,424
2017-02-06,424
2017-02-07,424
2017-02-08,425
2017-02-09,425
2017-02-10,425
2017-02-11,419
2017-02-12,419
2017-02-13,419
2017-02-14,419
2017-02-15,416
2017-02-16,416
2017-02-18,419
2017-02-19,419
2017-02-20,419
2017-02-21,414
2017-02-22,414
2017-02-23,414
2017-02-24,414
2017-02-25,409
2017-02-26,409
2017-02-27,409
2017-02-28,404
2017-03-01,404
2017-03-02,404
2017-03-03,404
2017-03-04,404
2017-03-05,404
2017-03-06,404
2017-03-07,401
2017-03-08,401
2017-03-09,401
2017-03-10,401
2017-03-11,413
2017-03-12,413
2017-03-13,413
2017-03-14,414
2017-03-15,414
2017-03-16,414
2017-03-17,414
2017-03-18,407
2017-03-19,407
2017-03-20,407
2017-03-21,400
2017-03-22,400
2017-03-23,400
2017-03-24,403
2017-03-25,403
2017-03-26,403
2017-03-27,403
2017-03-28,405
2017-03-29,405
2017-03-30,405
2017-03-31,410
2017-04-01,410
2017-04-02,410
2017-04-03,407
2017-04-04,407
2017-04-12,411
2017-04-13,411
2017-04-14,417
2017-04-15,417
2017-04-16,417
2017-04-17,425
2017-04-18,425
2017-04-19,425
2017-04-20,425
2017-04-21,422
2017-04-22,422
2017-04-23,422
2017-04-24,422
2017-04-25,420
2017-04-26,420
2017-04-27,420
2017-04-28,420
2017-04-29,427
2017-04-30,427
2017-05-01,427
2017-05-02,427
2017-05-03,430
2017-05-04,430
2017-05-05,430
2017-05-06,430
2017-05-07,444
2017-05-08,444
2017-05-09,444
2017-05-10,444
2017-05-11,439
2017-05-12,439
2017-05-13,439
2017-05-14,439
2017-05-15,445
2017-05-16,445
2017-05-17,445
2017-05-18,445
2017-05-19,442
2017-05-20,442
2017-05-21,442
2017-05-22,442
2017-05-23,442
2017-05-24,442
2017-05-25,442
2017-05-26,442
2017-05-27,434
2017-05-28,434
2017-05-29,434
2017-05-30,434
2017-05-31,435
2017-06-01,435
2017-06-02,435
2017-06-03,435
2017-06-06,433
2017-06-07,434
2017-06-08,434
2017-06-09,434
2017-06-10,434
2017-06-11,416
2017-06-12,416
2017-06-13,416
2017-06-14,416
2017-06-15,418
2017-06-16,418
2017-06-17,418
2017-06-18,418
2017-06-19,418
2017-06-20,418
2017-06-21,418
2017-06-22,418
2017-06-23,418
2017-06-24,418
2017-06-25,418
2017-06-26,422
2017-06-27,422
2017-06-28,422
2017-06-29,422
2017-06-30,417
2017-07-01,417
2017-07-02,417
2017-07-03,417
2017-07-04,412
2017-07-05,412
2017-07-06,412
2017-07-07,412
2017-07-08,406
2017-07-13,410
2017-07-14,410
2017-07-15,410
2017-07-16,410
2017-07-17,410
2017-07-18,410
2017-07-19,411
2017-07-20,411
2017-07-21,411
2017-07-22,415
2017-07-23,415
2017-07-24,415
2017-07-25,415
2017-07-26,408
2017-07-27,408
2017-07-28,408
2017-07-29,415
2017-07-30,415
2017-07-31,415
2017-08-01,415
2017-08-02,413
2017-08-03,413
2017-08-04,413
2017-08-05,418
2017-08-06,418
2017-08-09,412
2017-08-10,412
2017-08-11,412
2017-08-12,415
2017-08-13,415
2017-08-14,415
2017-08-15,415
2017-08-17,403
2017-08-18,403
2017-08-19,403
2017-08-20,413
2017-08-21,413
2017-08-22,413
2017-08-23,413
2017-08-24,418
2017-08-25,418
2017-08-26,418
2017-08-27,415
2017-08-28,415
2017-08-29,415
2017-08-30,415
2017-08-31,414
2017-09-01,414
2017-09-02,414
2017-09-03,414
2017-09-04,408
2017-09-05,408
2017-09-06,408
2017-09-07,408
2017-09-08,408
2017-09-09,408
2017-09-10,408
2017-09-11,409
2017-09-12,409
2017-09-13,409
2017-09-14,413
2017-09-15,413
2017-09-16,413
2017-09-17,413
2017-09-19,411
2017-09-20,411
2017-09-21,411
2017-09-22,411
2017-09-23,411
2017-09-24,411
2017-09-25,411
2017-09-26,415
2017-09-27,415
2017-09-28,415
2017-09-29,415
2017-09-30,406
2017-10-01,406
2017-10-02,406
2017-10-03,406
2017-10-04,408
2017-10-05,408
2017-10-06,408
2017-10-07,406
2017-10-08,406
2017-10-09,406
2017-10-10,406
2017-10-11,410
2017-10-12,410
2017-10-13,410
2017-10-14,410
2017-10-15,415
2017-10-16,415
2017-10-17,415
2017-10-18,415
2017-10-19,415
2017-10-20,415
2017-10-21,415
2017-10-22,415
2017-10-23,410
2017-10-24,410
2017-10-25,410
2017-10-26,410
2017-10-27,406
2017-10-28,406
2017-10-29,406
2017-10-30,406
2017-10-31,404
2017-11-01,404
2017-11-02,404
2017-11-03,404
2017-11-04,404
2017-11-05,404
2017-11-06,404
2017-11-07,404
2017-11-08,404
2017-11-09,402
2017-11-10,402
2017-11-11,402
2017-11-12,402
2017-11-13,405
2017-11-14,405
2017-11-15,405
2017-11-16,405
2017-11-17,406
2017-11-18,406
2017-11-19,406
2017-11-20,406
2017-11-21,404
2017-11-22,404
2017-11-23,404
2017-11-24,404
2017-11-25,402
2017-11-26,402
2017-11-27,402
2017-11-28,402
2017-11-29,405
2017-11-30,405
2017-12-01,405
2017-12-02,405
2017-12-03,406
2017-12-04,406
2017-12-05,406
2017-12-06,406
2017-12-07,402
2017-12-08,402
2017-12-09,402
2017-12-10,402
2017-12-11,402
2017-12-12,402
2017-12-13,402
2017-12-14,404
2017-12-15,404
2017-12-16,404
2017-12-17,404
2017-12-18,404
2017-12-19,404
2017-12-20,404
2017-12-21,404
2017-12-22,408
2017-12-23,408
2017-12-24,408
2017-12-25,408
2017-12-26,411
2017-12-27,411
2017-12-28,411
2017-12-29,411
2017-12-30,413
2017-12-31,413
2018-01-01,413
2018-01-02,413
2018-01-03,414
2018-01-04,414
2018-01-05,414
2018-01-06,423
2018-01-07,423
2018-01-08,423
2018-01-09,417
2018-01-10,417
2018-01-11,417
2018-01-12,417
2018-01-13,414
2018-01-14,414
2018-01-15,414
2018-01-16,414
2018-01-17,414
2018-01-18,414
2018-01-19,412
2018-01-20,412
2018-01-21,412
2018-01-22,414
2018-01-23,414
2018-01-24,416
2018-01-25,416
2018-01-26,410
2018-01-27,410
2018-01-28,424
2018-01-29,424
2018-01-30,415
2018-02-01,415
2018-02-02,414
2018-02-03,414
2018-02-04,427
2018-02-05,427
2018-02-06,422
2018-02-07,422
2018-02-08,428
2018-02-09,428
2018-02-10,420
2018-02-11,420
2018-02-12,419
2018-02-13,419
2018-02-14,419
2018-02-15,419
2018-02-16,422
2018-02-17,422
2018-02-18,419
2018-02-19,419
2018-02-20,423
2018-02-21,423
2018-02-22,415
2018-02-23,415
2018-02-24,412
2018-02-25,412
2018-02-26,408
2018-02-27,408
2018-02-28,408
2018-03-01,408
2018-03-02,397
2018-03-03,397
2018-03-04,404
2018-03-05,404
2018-03-06,399
2018-03-07,399
2018-03-08,408
2018-03-09,408
2018-03-10,411
2018-03-11,411
2018-03-12,409
2018-03-13,409
2018-03-14,406
2018-03-15,406
2018-03-16,406
2018-03-17,395
2018-03-18,395
2018-03-19,395
2018-03-20,405
2018-03-21,405
2018-03-23,411
2018-03-24,411
2018-03-26,411
2018-03-27,414
2018-03-28,414
2018-03-29,414
2018-03-30,420
2018-03-31,420
2018-04-01,420
2018-04-02,418
2018-04-03,418
2018-04-04,419
2018-04-05,419
2018-04-06,419
2018-04-08,413
2018-04-09,416
2018-04-10,416
2018-04-11,416
2018-04-12,418
2018-04-13,418
2018-04-14,418
2018-04-16,415
2018-04-17,415
2018-04-18,416
2018-04-19,416
2018-04-20,416
2018-04-21,413
2018-04-22,413
2018-04-23,413
2018-04-24,402
2018-04-25,402
2018-04-26,402
2018-04-27,409
2018-04-28,409
2018-04-29,418
2018-04-30,418
2018-05-01,418
2018-05-02,418
2018-05-03,418
2018-05-04,418
2018-05-05,423
2018-05-06,423
2018-05-07,423
2018-05-08,414
2018-05-09,414
2018-05-10,421
2018-05-11,421
2018-05-12,432
2018-05-13,432
2018-05-14,432
2018-05-15,421
2018-05-16,421
2018-05-17,413
2018-05-18,413
2018-05-19,412
2018-05-20,412
2018-05-21,410
2018-05-22,410
2018-05-23,420
2018-05-24,420
2018-05-25,420
2018-05-26,423
2018-05-27,423
2018-05-28,418
2018-05-29,418
2018-05-30,435
2018-05-31,435
2018-06-01,424
2018-06-02,424
2018-06-03,418
2018-06-04,418
2018-06-05,423
2018-06-06,423
2018-06-07,423
2018-06-08,422
2018-06-09,422
2018-06-10,411
2018-06-11,411
2018-06-12,402
2018-06-13,402
2018-06-14,417
2018-06-15,417
2018-06-16,417
2018-06-17,415
2018-06-18,415
2018-06-19,409
2018-06-20,409
2018-06-21,409
2018-06-22,410
2018-06-23,410
2018-06-24,410
2018-06-25,412
2018-06-26,412
2018-06-27,412
2018-06-28,416
2018-06-29,416
2018-06-30,421
2018-07-01,421
2018-07-02,421
2018-07-03,406
2018-07-04,406
2018-07-05,406
2018-07-06,407
2018-07-07,407
2018-07-08,413
2018-07-09,413
2018-07-10,417
2018-07-11,417
2018-07-12,417
2018-07-13,409
2018-07-14,416
2018-07-15,416
2018-07-16,419
2018-07-17,424
2018-07-18,424
2018-07-19,424
2018-07-20,421
2018-07-21,421
2018-07-22,423
2018-07-23,423
2018-07-24,423
2018-07-25,423
2018-07-26,417
2018-07-27,422
2018-07-28,422
2018-07-29,420
2018-07-30,420
2018-07-31,416
2018-08-01,416
2018-08-02,423
2018-08-03,423
2018-08-04,413
2018-08-05,413
2018-08-06,416
2018-08-07,416
2018-08-08,411
2018-08-09,411
2018-08-10,410
2018-08-11,410
2018-08-12,397
2018-08-14,394
2018-08-16,391
2018-08-17,385
2018-08-18,385
2018-08-19,385
2018-08-20,391
2018-08-21,391
2018-08-22,398
2018-08-23,398
2018-08-24,397
2018-08-25,394
2018-08-26,394
2018-08-27,394
2018-08-28,394
2018-08-29,393
2018-08-30,393
2018-08-31,395
2018-09-01,396
2018-09-02,396
2018-09-03,397
2018-09-04,389
2018-09-05,389
2018-09-06,396
2018-09-07,403
2018-09-08,403
2018-09-09,400
2018-09-10,400
2018-09-11,403
2018-09-12,403
2018-09-13,403
2018-09-14,403
2018-09-15,410
2018-09-16,410
2018-09-17,401
2018-09-18,400
2018-09-19,400
2018-09-20,394
2018-09-21,394
2018-09-22,391
2018-09-23,391
2018-09-24,389
2018-09-25,389
2018-09-26,403
2018-09-27,403
2018-09-28,397
2018-09-29,397
2018-09-30,397
2018-10-02,404
2018-10-03,399
2018-10-04,399
2018-10-05,403
2018-10-06,409
2018-10-07,409
2018-10-08,413
2018-10-09,413
2018-10-10,409
2018-10-11,409
2018-10-12,407
2018-10-13,410
2018-10-14,410
2018-10-15,410
2018-10-16,410
2018-10-17,408
2018-10-18,408
2018-10-19,415
2018-10-20,415
2018-10-21,419
2018-10-22,417
2018-10-23,417
2018-10-24,417
2018-10-25,417
2018-10-26,412
2018-10-27,412
2018-10-28,419
2018-10-29,419
2018-10-30,417
2018-10-31,424
2018-11-01,405
2018-11-03,424
2018-11-04,424
2018-11-05,424
2018-11-06,424
2018-11-07,423
2018-11-08,424
2018-11-09,417
2018-11-10,413
2018-11-11,411
2018-11-12,409
2018-11-13,416
2018-11-14,412
2018-11-15,416
2018-11-16,417
2018-11-17,415
2018-11-18,419
2018-11-19,420
2018-11-20,424
2018-11-21,417
2018-11-22,412
2018-11-23,400
2018-11-24,402
2018-11-25,397
2018-11-26,393
2018-11-27,396
2018-11-28,399
2018-11-29,400
2018-12-01,387
2018-12-02,384
2018-12-03,384
2018-12-04,379
2018-12-05,380
2018-12-07,381
2018-12-09,391
2018-12-10,392
2018-12-11,395
2018-12-12,392
2018-12-13,400
2018-12-14,400
2018-12-15,392
2018-12-16,394
2018-12-17,393
2018-12-18,392
2018-12-19,390
2018-12-20,393
2018-12-21,396
2018-12-22,406
2018-12-23,403
2018-12-24,400
2018-12-25,399
2018-12-26,393
2018-12-27,392
2018-12-28,392
2018-12-29,385
2018-12-30,386
2018-12-31,382
2019-01-01,374
2019-01-02,369
2019-01-03,364
2019-01-04,366
2019-01-05,369
2019-01-06,366
2019-01-08,364
2019-01-10,372
2019-01-11,372
2019-01-12,371
2019-01-13,377
2019-01-14,372
2019-01-15,371
2019-01-16,370
2019-01-17,380
2019-01-18,385
2019-01-19,386
2019-01-20,382
2019-01-22,378
2019-01-23,379
2019-01-24,382
2019-01-25,388
2019-01-26,388
2019-01-27,380
2019-01-28,376
2019-01-29,381
2019-01-30,373
2019-01-31,373
2019-02-01,372
2019-02-02,360
2019-02-03,377
2019-02-04,377
2019-02-05,373
2019-02-06,373
2019-02-07,373
2019-02-08,374
2019-02-09,382
2019-02-10,378
2019-02-11,384
2019-02-12,384
2019-02-13,383
2019-02-14,383
2019-02-15,383
2019-02-16,384
2019-02-17,382
2019-02-18,394
2019-02-19,398
2019-02-20,398
2019-02-21,399
2019-02-22,399
2019-02-23,403
2019-02-24,406
2019-02-25,413
2019-02-26,407
2019-02-27,407
2019-02-28,407
2019-03-01,403
2019-03-02,404
2019-03-03,403
2019-03-04,406
2019-03-05,416
2019-03-06,419
2019-03-07,408
2019-03-08,408
2019-03-09,411
2019-03-10,406
2019-03-11,403
2019-03-12,401
2019-03-13,401
2019-03-14,403
2019-03-15,403
2019-03-16,405
2019-03-17,406
2019-03-18,406
2019-03-19,398
2019-03-20,389
2019-03-21,394
2019-03-22,394
2019-03-23,397
2019-03-24,400
2019-03-25,400
2019-03-26,405
2019-03-27,405
2019-03-28,401
2019-03-29,394
2019-03-30,394
2019-03-31,386
2019-04-01,387
2019-04-02,387
2019-04-03,383
2019-04-04,389
2019-04-05,389
2019-04-06,395
2019-04-07,392
2019-04-08,389
2019-04-09,389
2019-04-10,379
2019-04-11,365
2019-04-12,381
2019-04-13,390
2019-04-14,399
2019-04-15,392
2019-04-16,399
2019-04-17,394
2019-04-18,392
2019-04-19,386
2019-04-20,388
2019-04-21,379
2019-04-22,386
2019-04-23,375
2019-04-24,379
2019-04-25,389
2019-04-26,389
2019-04-27,389
2019-04-28,389
2019-04-29,389
2019-04-30,395
2019-05-01,395
2019-05-02,384
2019-05-03,381
2019-05-04,383
2019-05-05,386
2019-05-06,401
2019-05-07,407
2019-05-08,401
2019-05-09,390
2019-05-10,399
2019-05-11,400
2019-05-12,396
2019-05-13,395
2019-05-14,396
2019-05-15,396
2019-05-16,386
2019-05-17,386
2019-05-18,387
2019-05-19,390
2019-05-20,388
2019-05-21,385
2019-05-22,382
2019-05-23,392
2019-05-24,394
2019-05-25,391
2019-05-26,393
2019-05-27,387
2019-05-28,385
2019-05-29,390
2019-05-30,390
2019-05-31,390
2019-06-01,402
2019-06-02,399
2019-06-03,404
2019-06-04,400
2019-06-05,398
2019-06-06,405
2019-06-07,406
2019-06-08,396
2019-06-09,395
2019-06-10,395
2019-06-11,388
2019-06-12,396
2019-06-13,392
2019-06-14,391
2019-06-15,391
2019-06-16,387
2019-06-17,377
2019-06-18,377
2019-06-19,383
2019-06-20,383
2019-06-21,368
2019-06-22,366
2019-06-23,383
2019-06-24,390
2019-06-25,382
2019-06-26,383
2019-06-27,395
2019-06-28,395
2019-06-29,394
2019-06-30,405
2019-07-01,405
2019-07-02,416
2019-07-03,427
2019-07-04,427
2019-07-05,443
2019-07-06,424
2019-07-07,409
2019-07-08,400
2019-07-09,393
2019-07-10,407
2019-07-11,410
2019-07-12,405
2019-07-13,405
2019-07-14,419
2019-07-15,419
2019-07-16,415
2019-07-17,413
2019-07-18,413
2019-07-19,408
2019-07-20,401
2019-07-21,384
2019-07-22,379
2019-07-23,376
2019-07-24,376
2019-07-25,372
2019-07-26,372
2019-07-27,384
2019-07-28,397
2019-07-29,402
2019-07-30,396
2019-07-31,387
2019-08-01,386
2019-08-02,388
2019-08-03,386
2019-08-04,386
2019-08-05,393
2019-08-06,393
2019-08-07,400
2019-08-08,400
2019-08-09,396
2019-08-10,388
2019-08-11,388
2019-08-12,390
2019-08-13,390
2019-08-14,391
2019-08-15,394
2019-08-16,393
2019-08-17,393
2019-08-18,388
2019-08-19,404
2019-08-20,404
2019-08-21,413
2019-08-22,415
