date_obj,Warrior%20ring price
2016-10-16,142295
2016-10-17,148982
2016-10-18,155108
2016-10-19,162630
2016-10-20,169831
2016-10-21,168166
2016-10-22,162308
2016-10-23,159223
2016-10-24,154911
2016-10-25,153472
2016-10-26,156822
2016-10-27,160472
2016-10-28,166517
2016-10-29,162711
2016-10-30,164610
2016-10-31,161832
2016-11-01,155592
2016-11-02,153004
2016-11-03,154110
2016-11-04,154979
2016-11-05,156584
2016-11-06,157846
2016-11-07,156957
2016-11-08,160095
2016-11-09,165861
2016-11-10,171958
2016-11-11,180283
2016-11-12,186497
2016-11-13,193166
2016-11-14,202060
2016-12-08,242828
2016-12-09,241167
2016-12-10,242840
2016-12-11,237780
2016-12-12,232186
2016-12-13,226941
2016-12-14,218648
2016-12-15,213999
2016-12-16,217962
2016-12-17,221966
2016-12-18,226511
2016-12-19,227625
2016-12-20,229760
2016-12-21,224737
2016-12-22,218633
2016-12-23,216863
2016-12-24,212021
2016-12-25,208070
2016-12-26,208130
2016-12-27,208507
2016-12-28,209731
2016-12-29,207606
2016-12-30,207646
2016-12-31,205253
2017-01-01,205855
2017-01-02,203008
2017-01-03,201080
2017-01-04,196901
2017-01-05,193662
2017-01-06,189634
2017-01-07,185911
2017-01-08,179399
2017-01-09,178179
2017-01-10,173276
2017-01-11,173202
2017-01-12,177111
2017-01-13,182410
2017-01-14,182788
2017-01-15,184398
2017-01-16,187449
2017-01-17,191248
2017-01-18,197231
2017-01-19,190963
2017-01-20,181919
2017-01-21,173276
2017-01-22,171073
2017-01-27,163963
2017-01-28,162273
2017-01-29,157202
2017-01-30,152456
2017-01-31,152997
2017-02-01,156189
2017-02-02,157121
2017-02-03,155239
2017-02-04,156766
2017-02-05,158917
2017-02-06,162005
2017-02-07,160553
2017-02-08,161032
2017-02-09,164966
2017-02-10,168325
2017-02-11,166785
2017-02-12,165303
2017-02-13,165974
2017-02-14,167341
2017-02-15,169008
2017-02-16,168516
2017-02-18,167642
2017-02-19,166348
2017-02-20,161228
2017-02-21,158036
2017-02-22,155375
2017-02-23,154388
2017-02-24,149387
2017-02-25,143480
2017-02-26,136757
2017-02-27,132177
2017-02-28,129758
2017-03-01,129567
2017-03-02,125789
2017-03-03,121720
2017-03-04,121369
2017-03-05,119400
2017-03-06,121391
2017-03-07,123415
2017-03-08,124108
2017-03-09,119884
2017-03-10,115542
2017-03-11,114399
2017-03-12,114666
2017-03-13,113229
2017-03-14,110595
2017-03-15,109361
2017-03-16,108697
2017-03-17,109283
2017-03-18,109035
2017-03-19,107502
2017-03-20,105821
2017-03-21,104890
2017-03-22,104365
2017-03-23,104491
2017-03-24,103923
2017-03-25,102174
2017-03-26,97912
2017-03-27,95166
2017-03-28,93496
2017-03-29,94133
2017-03-30,93405
2017-03-31,92585
2017-04-01,93262
2017-04-02,94764
2017-04-03,95651
2017-04-04,96639
2017-04-12,97424
2017-04-13,99696
2017-04-14,99161
2017-04-15,102213
2017-04-16,103069
2017-04-17,102580
2017-04-18,99620
2017-04-19,99584
2017-04-20,99120
2017-04-21,99085
2017-04-22,100579
2017-04-23,100014
2017-04-24,100914
2017-04-25,102472
2017-04-26,101132
2017-04-27,98328
2017-04-28,97571
2017-04-29,96242
2017-04-30,96056
2017-05-01,97212
2017-05-02,98789
2017-05-03,98165
2017-05-04,100246
2017-05-05,99207
2017-05-06,99813
2017-05-07,100801
2017-05-08,101176
2017-05-09,101579
2017-05-10,99996
2017-05-11,98848
2017-05-12,97702
2017-05-13,97175
2017-05-14,97204
2017-05-15,98227
2017-05-16,99305
2017-05-17,99908
2017-05-18,99541
2017-05-19,99606
2017-05-20,96396
2017-05-21,93565
2017-05-22,93099
2017-05-23,91826
2017-05-24,91015
2017-05-25,88280
2017-05-26,87374
2017-05-27,85561
2017-05-28,84592
2017-05-29,82884
2017-05-30,82015
2017-05-31,82197
2017-06-01,80886
2017-06-02,80104
2017-06-03,80612
2017-06-06,82285
2017-06-07,85684
2017-06-08,87630
2017-06-09,89712
2017-06-10,89711
2017-06-11,87712
2017-06-12,86184
2017-06-13,84576
2017-06-14,82351
2017-06-15,81872
2017-06-16,81690
2017-06-17,81387
2017-06-18,79330
2017-06-19,80955
2017-06-20,80722
2017-06-21,82723
2017-06-22,82290
2017-06-23,82166
2017-06-24,80716
2017-06-25,80293
2017-06-26,80202
2017-06-27,79365
2017-06-28,79516
2017-06-29,81178
2017-06-30,81082
2017-07-01,81516
2017-07-02,81335
2017-07-03,78561
2017-07-04,75970
2017-07-05,74769
2017-07-06,73986
2017-07-07,74128
2017-07-08,73363
2017-07-13,70036
2017-07-14,70207
2017-07-15,70494
2017-07-16,72265
2017-07-17,72725
2017-07-18,72784
2017-07-19,73280
2017-07-20,74317
2017-07-21,76360
2017-07-22,76774
2017-07-23,79146
2017-07-24,80881
2017-07-25,80684
2017-07-26,81809
2017-07-27,82984
2017-07-28,84783
2017-07-29,86647
2017-07-30,88381
2017-07-31,89008
2017-08-01,90226
2017-08-02,87887
2017-08-03,85981
2017-08-04,84283
2017-08-05,82720
2017-08-06,82484
2017-08-09,80886
2017-08-10,80773
2017-08-11,81833
2017-08-12,80564
2017-08-13,79191
2017-08-14,79595
2017-08-15,80161
2017-08-16,79853
2017-08-17,78782
2017-08-18,79682
2017-08-19,79817
2017-08-20,78707
2017-08-21,77828
2017-08-22,77601
2017-08-23,76505
2017-08-24,75559
2017-08-25,74990
2017-08-26,74853
2017-08-27,73886
2017-08-28,73138
2017-08-29,72050
2017-08-30,71673
2017-08-31,70696
2017-09-01,71192
2017-09-02,70615
2017-09-03,71159
2017-09-04,71448
2017-09-05,71496
2017-09-06,71100
2017-09-07,70923
2017-09-08,71233
2017-09-09,71146
2017-09-10,70186
2017-09-11,69700
2017-09-12,68460
2017-09-13,67894
2017-09-14,67588
2017-09-15,67452
2017-09-16,67781
2017-09-17,68559
2017-09-18,68414
2017-09-19,67627
2017-09-20,68846
2017-09-21,70120
2017-09-22,71546
2017-09-23,71825
2017-09-24,72004
2017-09-25,71500
2017-09-26,72397
2017-09-27,71678
2017-09-28,71881
2017-09-29,72096
2017-09-30,72173
2017-10-01,72333
2017-10-02,72120
2017-10-03,72133
2017-10-04,72737
2017-10-05,73589
2017-10-06,71019
2017-10-07,69209
2017-10-08,68169
2017-10-09,67938
2017-10-10,67096
2017-10-11,67335
2017-10-12,68111
2017-10-13,69650
2017-10-14,71502
2017-10-15,71241
2017-10-16,72037
2017-10-17,72149
2017-10-18,72680
2017-10-19,72716
2017-10-20,72399
2017-10-21,73026
2017-10-22,73157
2017-10-23,73449
2017-10-24,74230
2017-10-25,73895
2017-10-26,73380
2017-10-27,73117
2017-10-28,72664
2017-10-29,72436
2017-10-30,71572
2017-10-31,72076
2017-11-01,72138
2017-11-02,71752
2017-11-03,71440
2017-11-04,71334
2017-11-05,70558
2017-11-06,70496
2017-11-07,70944
2017-11-08,71160
2017-11-09,70641
2017-11-10,69812
2017-11-11,70020
2017-11-12,69984
2017-11-13,70020
2017-11-14,70236
2017-11-15,70494
2017-11-16,70960
2017-11-17,70589
2017-11-18,70044
2017-11-19,71102
2017-11-20,70648
2017-11-21,70053
2017-11-22,69272
2017-11-23,68917
2017-11-24,67089
2017-11-25,65094
2017-11-26,63599
2017-11-27,63447
2017-11-28,63793
2017-11-29,62599
2017-11-30,61876
2017-12-01,61895
2017-12-02,62277
2017-12-03,62863
2017-12-04,62517
2017-12-05,62845
2017-12-06,62786
2017-12-07,62101
2017-12-08,62430
2017-12-09,61753
2017-12-10,60394
2017-12-11,58973
2017-12-12,57035
2017-12-13,55418
2017-12-14,53562
2017-12-15,51848
2017-12-16,51712
2017-12-17,51374
2017-12-18,52683
2017-12-19,54585
2017-12-20,56900
2017-12-21,58725
2017-12-22,61084
2017-12-23,63978
2017-12-24,66955
2017-12-25,69298
2017-12-26,70362
2017-12-27,70681
2017-12-28,71701
2017-12-29,74343
2017-12-30,76325
2017-12-31,77814
2018-01-01,75175
2018-01-02,72328
2018-01-03,71539
2018-01-04,69150
2018-01-05,66974
2018-01-06,65711
2018-01-07,65208
2018-01-08,64015
2018-01-09,63818
2018-01-10,64522
2018-01-11,65907
2018-01-12,67474
2018-01-13,69183
2018-01-14,71465
2018-01-15,72468
2018-01-16,74704
2018-01-17,76928
2018-01-18,78290
2018-01-19,81241
2018-01-20,83722
2018-01-21,86127
2018-01-22,89113
2018-01-23,92040
2018-01-24,92584
2018-01-25,93632
2018-01-26,96344
2018-01-27,98929
2018-01-28,101153
2018-01-29,100963
2018-01-30,98278
2018-02-01,91658
2018-02-02,88606
2018-02-03,85066
2018-02-04,82721
2018-02-05,81088
2018-02-06,79932
2018-02-07,81874
2018-02-08,82353
2018-02-09,83246
2018-02-10,82261
2018-02-11,82388
2018-02-12,82681
2018-02-13,82636
2018-02-14,83915
2018-02-15,83590
2018-02-16,84953
2018-02-17,85251
2018-02-18,85263
2018-02-19,86884
2018-02-20,89816
2018-02-21,90490
2018-02-22,91031
2018-02-23,91220
2018-02-24,92232
2018-02-25,90518
2018-02-26,88769
2018-02-27,87161
2018-02-28,88078
2018-03-01,88948
2018-03-02,90079
2018-03-03,93379
2018-03-04,94494
2018-03-05,94132
2018-03-06,92361
2018-03-07,91712
2018-03-08,92225
2018-03-09,94240
2018-03-10,94609
2018-03-11,94111
2018-03-12,94029
2018-03-13,94641
2018-03-14,95722
2018-03-15,94949
2018-03-16,94885
2018-03-17,95349
2018-03-18,96038
2018-03-19,95239
2018-03-20,95723
2018-03-21,95531
2018-03-23,97519
2018-03-24,98831
2018-03-26,101704
2018-03-27,103471
2018-03-28,105911
2018-03-29,109330
2018-03-30,113428
2018-03-31,110504
2018-04-01,107388
2018-04-02,105296
2018-04-03,103685
2018-04-04,101992
2018-04-05,100735
2018-04-06,100007
2018-04-08,98558
2018-04-09,97466
2018-04-10,97108
2018-04-11,94999
2018-04-12,93338
2018-04-13,90082
2018-04-14,89094
2018-04-16,90486
2018-04-17,91267
2018-04-18,90547
2018-04-19,89578
2018-04-20,88930
2018-04-21,87225
2018-04-22,86377
2018-04-23,86542
2018-04-24,87510
2018-04-25,88683
2018-04-26,90477
2018-04-27,91567
2018-04-28,90894
2018-04-29,89012
2018-04-30,88686
2018-05-01,88781
2018-05-02,88736
2018-05-03,87897
2018-05-04,88913
2018-05-05,89407
2018-05-06,90102
2018-05-07,90784
2018-05-08,90675
2018-05-09,89326
2018-05-10,88841
2018-05-11,89780
2018-05-12,90827
2018-05-13,90936
2018-05-14,91669
2018-05-15,90687
2018-05-16,90602
2018-05-17,90054
2018-05-18,88968
2018-05-19,87106
2018-05-20,87046
2018-05-21,85064
2018-05-22,84340
2018-05-23,85197
2018-05-24,86188
2018-05-25,87701
2018-05-26,89485
2018-05-27,89518
2018-05-28,88900
2018-05-29,89019
2018-05-30,89804
2018-05-31,89097
2018-06-01,89090
2018-06-02,88985
2018-06-03,89228
2018-06-04,89222
2018-06-05,88878
2018-06-06,88103
2018-06-07,84683
2018-06-08,82339
2018-06-09,79851
2018-06-10,77149
2018-06-11,74588
2018-06-12,71920
2018-06-13,69460
2018-06-14,66751
2018-06-15,65295
2018-06-16,62953
2018-06-17,62857
2018-06-18,63462
2018-06-19,64391
2018-06-20,64921
2018-06-21,64881
2018-06-22,66129
2018-06-23,66906
2018-06-24,68554
2018-06-25,69767
2018-06-26,70067
2018-06-27,69330
2018-06-28,69064
2018-06-29,68863
2018-06-30,68601
2018-07-01,69486
2018-07-02,69975
2018-07-03,70532
2018-07-04,71968
2018-07-05,73024
2018-07-06,73611
2018-07-07,74702
2018-07-08,76530
2018-07-09,79593
2018-07-10,81960
2018-07-11,85137
2018-07-12,88715
2018-07-13,92675
2018-07-14,97100
2018-07-15,101880
2018-07-16,105802
2018-07-17,102581
2018-07-18,97821
2018-07-19,93876
2018-07-20,91208
2018-07-21,89276
2018-07-22,87581
2018-07-23,88624
2018-07-24,91619
2018-07-25,94238
2018-07-26,94101
2018-07-27,93533
2018-07-28,93453
2018-07-29,93509
2018-07-30,93781
2018-07-31,94013
2018-08-01,93974
2018-08-02,93474
2018-08-03,93714
2018-08-04,93311
2018-08-05,93102
2018-08-06,93915
2018-08-07,93963
2018-08-08,94366
2018-08-09,95326
2018-08-10,95377
2018-08-11,95321
2018-08-12,93974
2018-08-14,92213
2018-08-16,87369
2018-08-17,85766
2018-08-18,83725
2018-08-19,82143
2018-08-20,81552
2018-08-21,80077
2018-08-22,81333
2018-08-23,83783
2018-08-24,84612
2018-08-25,83774
2018-08-26,84574
2018-08-27,85672
2018-08-28,86896
2018-08-29,87134
2018-08-30,86947
2018-08-31,87785
2018-09-01,88475
2018-09-02,88385
2018-09-03,89043
2018-09-04,89402
2018-09-05,90906
2018-09-06,92441
2018-09-07,93941
2018-09-08,96229
2018-09-09,98287
2018-09-10,99654
2018-09-11,100695
2018-09-12,99846
2018-09-13,97665
2018-09-14,97434
2018-09-15,97263
2018-09-16,96707
2018-09-17,95086
2018-09-18,92949
2018-09-19,90581
2018-09-20,88273
2018-09-21,86336
2018-09-22,85411
2018-09-23,85447
2018-09-24,85949
2018-09-25,87440
2018-09-26,87714
2018-09-27,89447
2018-09-28,92098
2018-09-29,91874
2018-09-30,91935
2018-10-02,93693
2018-10-03,95079
2018-10-04,96094
2018-10-05,97090
2018-10-06,97701
2018-10-07,99485
2018-10-08,100348
2018-10-09,100345
2018-10-10,98896
2018-10-11,97639
2018-10-12,96491
2018-10-13,95664
2018-10-14,93613
2018-10-15,91402
2018-10-16,90121
2018-10-17,87401
2018-10-18,85577
2018-10-19,84425
2018-10-20,83711
2018-10-21,84825
2018-10-22,86388
2018-10-23,86425
2018-10-24,86512
2018-10-25,88014
2018-10-26,90418
2018-10-27,92449
2018-10-28,94051
2018-10-29,94140
2018-10-30,92355
2018-10-31,90907
2018-11-01,90156
2018-11-03,88353
2018-11-04,88182
2018-11-05,90422
2018-11-06,93092
2018-11-07,95114
2018-11-08,96933
2018-11-09,99190
2018-11-10,103664
2018-11-11,108848
2018-11-12,114269
2018-11-13,119273
2018-11-14,124733
2018-11-15,129262
2018-11-16,133022
2018-11-17,137533
2018-11-18,141343
2018-11-19,147030
2018-11-20,153253
2018-11-21,158295
2018-11-22,163398
2018-11-23,167102
2018-11-24,170314
2018-11-25,171429
2018-11-26,165815
2018-11-27,159544
2018-11-28,152120
2018-11-29,146598
2018-12-01,145197
2018-12-02,145062
2018-12-03,143358
2018-12-04,142564
2018-12-05,142140
2018-12-07,139789
2018-12-09,129977
2018-12-10,124314
2018-12-11,118719
2018-12-12,115086
2018-12-13,111148
2018-12-14,107979
2018-12-15,106034
2018-12-16,106009
2018-12-17,106430
2018-12-18,109641
2018-12-19,113961
2018-12-20,118435
2018-12-21,122896
2018-12-22,124545
2018-12-23,123482
2018-12-24,120366
2018-12-25,117360
2018-12-26,114434
2018-12-27,111534
2018-12-28,108410
2018-12-29,107746
2018-12-30,106899
2018-12-31,106450
2019-01-01,107549
2019-01-02,108215
2019-01-03,107515
2019-01-04,108276
2019-01-05,107927
2019-01-06,107541
2019-01-08,104582
2019-01-10,99171
2019-01-11,95121
2019-01-12,91025
2019-01-13,89052
2019-01-14,87136
2019-01-15,87309
2019-01-16,87881
2019-01-17,90579
2019-01-18,93518
2019-01-19,95906
2019-01-20,97143
2019-01-22,102207
2019-01-23,103340
2019-01-24,105968
2019-01-25,109758
2019-01-26,112733
2019-01-27,115255
2019-01-28,116724
2019-01-29,114734
2019-01-30,109124
2019-01-31,104948
2019-02-01,100652
2019-02-02,99164
2019-02-03,99149
2019-02-04,101277
2019-02-05,100496
2019-02-06,99200
2019-02-07,98403
2019-02-08,98481
2019-02-09,98100
2019-02-10,97675
2019-02-11,97251
2019-02-12,95569
2019-02-13,95383
2019-02-14,94271
2019-02-15,93633
2019-02-16,92049
2019-02-17,89939
2019-02-18,87274
2019-02-19,86485
2019-02-20,84901
2019-02-21,83268
2019-02-22,83544
2019-02-23,81063
2019-02-24,78477
2019-02-25,76583
2019-02-26,75210
2019-02-27,74529
2019-02-28,73689
2019-03-01,72674
2019-03-02,70130
2019-03-03,69274
2019-03-04,70526
2019-03-05,71779
2019-03-06,72602
2019-03-07,73281
2019-03-08,72976
2019-03-09,71902
2019-03-10,71969
2019-03-11,72924
2019-03-12,72881
2019-03-13,74028
2019-03-14,75556
2019-03-15,77152
2019-03-16,77106
2019-03-17,76826
2019-03-18,76754
2019-03-19,76426
2019-03-20,75430
2019-03-21,75258
2019-03-22,75844
2019-03-23,75573
2019-03-24,75350
2019-03-25,75010
2019-03-26,75131
2019-03-27,74295
2019-03-28,72789
2019-03-29,70087
2019-03-30,68342
2019-03-31,67698
2019-04-01,67149
2019-04-02,66431
2019-04-03,65349
2019-04-04,62930
2019-04-05,60444
2019-04-06,58987
