date_obj,Black%20d'hide%20chaps price
2015-08-01,5318
2015-08-02,5306
2015-08-03,5302
2015-08-04,5342
2015-08-05,5295
2015-08-06,5161
2015-08-07,5012
2015-08-08,4811
2015-08-09,4673
2015-08-10,4676
2015-08-11,4623
2015-08-12,4608
2015-08-13,4668
2015-08-14,4811
2015-08-15,4992
2015-08-16,5013
2015-08-17,5057
2015-08-18,5232
2015-08-19,5253
2015-08-20,5400
2015-08-21,5443
2015-08-22,5472
2015-08-23,5326
2015-08-24,5245
2015-08-25,5052
2015-08-26,4980
2015-08-27,4881
2015-08-28,4893
2015-08-29,4862
2015-08-30,4796
2015-08-31,4706
2015-09-01,4662
2015-09-02,4704
2015-09-03,4626
2015-09-04,4675
2015-09-05,4741
2015-09-06,4724
2015-09-07,4819
2015-09-08,4891
2015-09-09,4897
2015-09-10,4899
2015-09-11,4964
2015-09-12,5018
2015-09-13,5057
2015-09-14,5171
2015-09-15,5044
2015-09-16,4833
2015-09-17,4769
2015-09-18,4729
2015-09-19,4673
2015-09-20,4572
2015-09-21,4540
2015-09-22,4456
2015-09-23,4462
2015-09-24,4417
2015-09-25,4464
2015-09-27,4563
2015-09-28,4556
2015-09-29,4627
2015-09-30,4659
2015-10-05,5070
2015-10-06,5154
2015-10-07,5219
2015-10-08,5314
2015-10-09,5363
2015-10-10,5229
2015-10-11,5102
2015-10-12,4943
2015-10-13,4824
2015-10-14,4721
2015-10-15,4706
2015-10-16,4716
2015-10-17,4712
2015-10-18,4686
2015-10-19,4698
2015-10-20,4799
2015-10-22,4624
2015-10-23,4676
2015-10-24,4660
2015-10-25,4731
2015-10-26,4818
2015-10-27,4812
2015-10-28,4898
2015-10-29,4985
2015-10-30,5005
2015-10-31,5012
2015-11-01,4828
2015-11-02,4798
2015-11-03,4729
2015-11-04,4657
2015-11-05,4641
2015-11-06,4575
2015-11-07,4624
2015-11-08,4664
2015-11-09,4635
2015-11-10,4529
2015-11-11,4495
2015-11-12,4534
2015-11-13,4522
2015-11-14,4492
2015-11-15,4553
2015-11-16,4509
2015-11-17,4607
2015-11-18,4639
2015-11-19,4746
2015-11-20,4828
2015-11-21,4887
2015-11-22,4946
2015-11-23,4981
2015-11-24,5083
2015-11-25,5129
2015-11-26,5273
2015-11-27,5320
2015-11-28,5305
2015-11-29,5290
2015-11-30,5297
2015-12-01,5349
2015-12-02,5267
2015-12-03,5307
2015-12-04,5295
2015-12-05,5302
2015-12-06,5299
2015-12-07,5306
2015-12-08,5344
2015-12-09,5342
2015-12-10,5337
2015-12-11,5415
2015-12-12,5393
2015-12-13,5419
2015-12-14,5448
2015-12-15,5555
2015-12-16,5617
2015-12-17,5653
2015-12-18,5632
2015-12-19,5595
2015-12-20,5504
2015-12-21,5511
2015-12-22,5519
2015-12-23,5370
2015-12-24,5376
2015-12-25,5406
2015-12-26,5397
2015-12-27,5407
2015-12-28,5425
2015-12-29,5374
2015-12-30,5413
2015-12-31,5488
2016-01-01,5543
2016-01-02,5599
2016-01-03,5648
2016-01-04,5564
2016-01-05,5617
2016-01-06,5538
2016-01-07,5532
2016-01-08,5578
2016-01-09,5632
2016-01-10,5715
2016-01-11,5938
2016-01-12,6173
2016-01-13,6389
2016-01-14,6658
2016-01-15,6856
2016-01-16,6616
2016-01-17,6435
2016-01-18,6227
2016-01-19,6089
2016-01-20,5868
2016-01-21,5674
2016-01-22,5419
2016-01-23,5256
2016-01-24,5136
2016-01-25,5019
2016-01-26,4974
2016-01-27,4989
2016-01-28,4950
2016-01-29,4989
2016-01-30,5021
2016-01-31,5046
2016-02-01,5143
2016-02-02,5237
2016-02-03,5271
2016-02-04,5217
2016-02-05,5264
2016-02-06,5218
2016-02-07,5251
2016-02-08,5220
2016-02-09,5269
2016-02-10,5336
2016-02-11,5384
2016-02-12,5381
2016-02-13,5422
2016-02-14,5391
2016-02-15,5182
2016-02-16,5021
2016-02-17,4862
2016-02-18,4775
2016-02-19,4777
2016-02-20,4701
2016-02-21,4777
2016-02-22,4737
2016-02-23,4822
2016-02-24,4883
2016-02-25,4899
2016-02-26,4907
2016-02-27,4960
2016-02-28,4925
2016-02-29,4902
2016-03-01,4835
2016-03-02,4784
2016-03-03,4856
2016-03-04,4851
2016-03-05,4833
2016-03-06,4959
2016-03-07,5009
2016-03-08,5041
2016-03-09,5097
2016-03-10,5080
2016-03-11,5043
2016-03-12,4952
2016-03-13,4932
2016-03-14,4890
2016-03-15,4836
2016-03-16,4810
2016-03-17,4904
2016-03-18,4957
2016-03-19,4901
2016-03-20,4891
2016-03-21,4982
2016-03-22,5076
2016-03-23,5198
2016-03-24,5124
2016-03-25,4995
2016-03-26,5011
2016-03-27,5018
2016-03-28,5044
2016-03-29,4999
2016-03-30,5045
2016-03-31,5030
2016-04-01,5070
2016-04-02,5025
2016-04-03,5070
2016-04-04,5179
2016-04-05,5223
2016-04-06,5295
2016-04-07,5410
2016-04-08,5566
2016-04-09,5650
2016-04-10,5845
2016-04-11,5938
2016-04-12,6153
2016-04-13,6166
2016-04-14,6159
2016-04-15,6151
2016-04-16,6188
2016-04-17,6231
2016-04-18,6244
2016-04-19,6297
2016-04-20,6317
2016-04-21,6464
2016-04-22,6686
2016-04-23,6774
2016-04-24,6565
2016-04-25,6365
2016-04-26,6153
2016-04-27,5861
2016-04-28,5605
2016-04-29,5523
2016-04-30,5472
2016-05-01,5444
2016-05-02,5314
2016-05-03,5117
2016-05-04,4994
2016-05-05,4963
2016-05-06,5006
2016-05-07,4947
2016-05-08,4780
2016-05-09,4783
2016-05-10,4859
2016-05-11,4951
2016-05-12,4953
2016-05-13,4998
2016-05-14,5004
2016-05-15,4893
2016-05-16,4973
2016-05-17,5106
2016-05-18,5258
2016-05-19,5415
2016-05-22,5742
2016-05-23,5657
2016-05-24,5576
2016-05-25,5531
2016-05-26,5450
2016-05-27,5379
2016-05-28,5429
2016-05-29,5442
2016-05-30,5287
2016-05-31,5315
2016-06-01,5339
2016-06-02,5401
2016-06-03,5469
2016-06-04,5547
2016-06-05,5559
2016-06-06,5618
2016-06-07,5707
2016-06-08,5636
2016-06-09,5610
2016-06-10,5548
2016-06-11,5570
2016-06-12,5635
2016-06-13,5589
2016-06-14,5622
2016-06-15,5697
2016-06-16,5620
2016-06-17,5417
2016-06-18,5404
2016-06-19,5313
2016-06-20,5171
2016-06-21,5119
2016-06-22,5127
2016-06-23,5110
2016-06-24,5159
2016-06-25,5141
2016-06-26,5054
2016-06-27,5053
2016-06-28,5057
2016-06-29,5026
2016-06-30,4944
2016-07-01,5001
2016-07-02,4940
2016-07-03,4795
2016-07-04,4793
2016-07-05,4866
2016-07-06,4756
2016-07-07,4715
2016-07-08,4781
2016-07-09,4847
2016-07-10,4859
2016-07-11,4818
2016-07-12,4782
2016-07-13,4765
2016-07-14,4793
2016-07-15,4846
2016-07-16,4890
2016-07-17,4892
2016-07-18,4844
2016-07-23,4766
2016-07-24,4826
2016-07-25,4961
2016-07-26,4873
2016-07-27,4983
2016-07-28,4932
2016-07-29,4875
2016-07-30,4959
2016-07-31,5103
2016-08-01,5068
2016-08-02,5000
2016-08-03,4919
2016-08-04,4935
2016-08-05,4993
2016-08-06,5044
2016-08-07,5036
2016-08-08,4991
2016-08-09,4945
2016-08-10,4938
2016-08-11,5001
2016-08-12,4995
2016-08-13,4937
2016-08-14,4917
2016-08-15,4910
2016-08-16,4912
2016-08-17,4919
2016-08-18,4959
2016-08-19,4951
2016-08-20,4964
2016-08-21,5078
2016-08-22,5093
2016-08-23,5030
2016-08-24,4965
2016-08-25,5009
2016-08-26,5060
2016-08-28,5095
2016-08-31,4908
2016-09-01,4927
2016-09-02,4976
2016-09-03,5002
2016-09-04,5021
2016-09-05,5060
2016-09-06,5091
2016-09-07,5123
2016-09-08,5021
2016-09-09,4994
2016-09-10,5057
2016-09-11,5107
2016-09-12,5098
2016-09-13,5143
2016-09-14,5265
2016-09-15,5368
2016-09-16,5535
2016-09-17,5669
2016-09-18,5662
2016-09-19,5603
2016-09-20,5538
2016-09-21,5495
2016-09-22,5467
2016-09-23,5558
2016-09-24,5646
2016-09-25,5724
2016-09-26,5766
2016-09-27,5836
2016-09-28,5873
2016-09-29,5709
2016-09-30,5591
2016-10-01,5645
2016-10-02,5686
2016-10-03,5766
2016-10-04,5941
2016-10-05,6026
2016-10-06,5937
2016-10-07,5943
2016-10-08,5965
2016-10-09,6018
2016-10-10,5955
2016-10-11,6021
2016-10-12,6016
2016-10-13,6089
2016-10-14,6131
2016-10-15,6227
2016-10-16,6225
2016-10-17,6126
2016-10-18,6081
2016-10-19,6145
2016-10-20,6068
2016-10-21,6117
2016-10-22,6137
2016-10-23,6154
2016-10-24,6044
2016-10-25,6014
2016-10-26,6057
2016-10-27,6161
2016-10-28,6210
2016-10-29,6070
2016-10-30,5843
2016-10-31,5612
2016-11-01,5496
2016-11-02,5354
2016-11-03,5299
2016-11-04,5224
2016-11-05,5214
2016-11-06,5251
2016-11-07,5187
2016-11-08,5241
2016-11-09,5291
2016-11-10,5383
2016-11-11,5443
2016-11-12,5543
2016-11-13,5581
2016-11-14,5596
2016-11-15,5664
2016-12-07,5280
2016-12-08,5229
2016-12-09,5238
2016-12-10,5132
2016-12-11,5105
2016-12-12,5057
2016-12-13,5057
2016-12-14,5053
2016-12-15,5063
2016-12-16,4991
2016-12-17,4974
2016-12-18,4988
2016-12-19,5010
2016-12-20,5034
2016-12-21,5048
2016-12-22,4931
2016-12-23,4933
2016-12-24,4947
2016-12-25,4971
2016-12-26,4946
2016-12-27,4961
2016-12-28,4887
2016-12-29,4909
2016-12-30,4956
2016-12-31,4989
2017-01-01,5069
2017-01-02,4995
2017-01-03,4979
2017-01-04,4928
2017-01-05,4863
2017-01-06,4794
2017-01-07,4715
2017-01-08,4658
2017-01-09,4584
2017-01-10,4459
2017-01-11,4410
2017-01-12,4384
2017-01-13,4416
2017-01-14,4403
2017-01-15,4481
2017-01-16,4509
2017-01-17,4580
2017-01-18,4683
2017-01-19,4770
2017-01-20,4829
2017-01-21,4829
2017-01-22,4755
2017-01-23,4716
2017-01-27,4815
2017-01-28,4843
2017-01-29,4855
2017-01-30,4848
2017-01-31,4827
2017-02-01,4889
2017-02-02,4842
2017-02-03,4887
2017-02-04,4898
2017-02-05,4909
2017-02-06,4911
2017-02-07,4970
2017-02-08,5003
2017-02-09,5019
2017-02-10,5111
2017-02-11,5228
2017-02-12,5329
2017-02-13,5421
2017-02-14,5497
2017-02-15,5484
2017-02-16,5563
2017-02-18,5662
2017-02-19,5710
2017-02-20,5631
2017-02-21,5572
2017-02-22,5628
2017-02-23,5689
2017-02-24,5744
2017-02-25,5701
2017-02-26,5788
2017-02-27,5774
2017-02-28,5768
2017-03-01,5702
2017-03-02,5652
2017-03-03,5714
2017-03-04,5784
2017-03-05,5742
2017-03-06,5740
2017-03-07,5572
2017-03-08,5544
2017-03-09,5587
2017-03-10,5532
2017-03-11,5539
2017-03-12,5539
2017-03-13,5523
2017-03-14,5541
2017-03-15,5550
2017-03-16,5571
2017-03-17,5551
2017-03-18,5562
2017-03-19,5413
2017-03-20,5312
2017-03-21,5275
2017-03-22,5204
2017-03-23,5244
2017-03-24,5152
2017-03-25,5105
2017-03-26,5138
2017-03-27,5191
2017-03-28,5167
2017-03-29,5249
2017-03-30,5259
2017-03-31,5197
2017-04-01,5276
2017-04-02,5282
2017-04-03,5246
2017-04-04,5137
2017-04-12,5305
2017-04-13,5401
2017-04-14,5464
2017-04-15,5446
2017-04-16,5447
2017-04-17,5499
2017-04-18,5614
2017-04-19,5648
2017-04-20,5723
2017-04-21,5766
2017-04-22,5875
2017-04-23,5985
2017-04-24,6054
2017-04-25,5929
2017-04-26,5782
2017-04-27,5739
2017-04-28,5552
2017-04-29,5582
2017-04-30,5551
2017-05-01,5606
2017-05-02,5610
2017-05-03,5594
2017-05-04,5626
2017-05-05,5627
2017-05-06,5613
2017-05-07,5662
2017-05-08,5669
2017-05-09,5587
2017-05-10,5559
2017-05-11,5567
2017-05-12,5515
2017-05-13,5458
2017-05-14,5436
2017-05-15,5347
2017-05-16,5379
2017-05-17,5348
2017-05-18,5320
2017-05-19,5309
2017-05-20,5121
2017-05-21,5102
2017-05-22,5124
2017-05-23,5099
2017-05-24,5142
2017-05-25,5108
2017-05-26,4979
2017-05-27,4921
2017-05-28,4787
2017-05-29,4750
2017-05-30,4721
2017-05-31,4786
2017-06-01,4761
2017-06-02,4797
2017-06-03,4809
2017-06-04,4888
2017-06-05,4963
2017-06-06,4971
2017-06-07,4935
2017-06-08,4807
2017-06-09,4734
2017-06-10,4747
2017-06-11,4665
2017-06-12,4566
2017-06-13,4557
2017-06-14,4619
2017-06-15,4721
2017-06-16,4775
2017-06-17,4759
2017-06-18,4810
2017-06-19,4907
2017-06-20,4944
2017-06-21,5091
2017-06-22,5205
2017-06-23,5348
2017-06-24,5507
2017-06-25,5613
2017-06-26,5683
2017-06-27,5666
2017-06-28,5647
2017-06-29,5587
2017-06-30,5534
2017-07-01,5649
2017-07-02,5666
2017-07-03,5551
2017-07-04,5483
2017-07-05,5519
2017-07-06,5440
2017-07-07,5390
2017-07-08,5331
2017-07-13,5846
2017-07-14,5893
2017-07-15,5879
2017-07-16,5795
2017-07-17,5601
2017-07-18,5456
2017-07-19,5364
2017-07-20,5152
2017-07-21,5154
2017-07-22,5098
2017-07-23,5155
2017-07-24,5185
2017-07-25,5132
2017-07-26,5085
2017-07-27,5014
2017-07-28,4864
2017-07-29,4750
2017-07-30,4787
2017-07-31,4829
2017-08-01,4865
2017-08-02,4947
2017-08-03,5011
2017-08-04,5006
2017-08-05,5030
2017-08-06,4990
2017-08-07,4983
2017-08-08,4944
2017-08-09,4920
2017-08-10,4918
2017-08-11,4958
2017-08-12,4930
2017-08-13,5005
2017-08-14,5054
2017-08-15,5013
2017-08-16,5040
2017-08-17,5079
2017-08-18,5149
2017-08-19,5138
2017-08-20,5193
2017-08-21,5129
2017-08-22,5230
2017-08-23,5375
2017-08-24,5531
2017-08-25,5735
2017-08-26,5900
2017-08-27,5975
2017-08-28,5942
2017-08-29,5719
2017-08-30,5551
2017-08-31,5449
2017-09-01,5504
2017-09-02,5459
2017-09-03,5495
2017-09-04,5391
2017-09-05,5363
2017-09-06,5306
2017-09-07,5243
2017-09-08,5179
2017-09-09,5181
2017-09-10,5300
2017-09-11,5412
2017-09-12,5480
2017-09-13,5558
2017-09-14,5604
2017-09-15,5517
2017-09-16,5503
2017-09-17,5570
2017-09-18,5514
2017-09-19,5532
2017-09-20,5609
2017-09-22,5850
2017-09-23,5834
2017-09-24,6042
2017-09-25,6189
2017-09-26,6352
2017-09-27,6528
2017-09-28,6738
2017-09-29,6551
2017-09-30,6555
2017-10-01,6490
2017-10-02,6481
2017-10-03,6438
2017-10-04,6323
2017-10-05,6136
2017-10-06,6025
2017-10-07,5895
2017-10-08,5822
2017-10-09,5795
2017-10-10,5745
2017-10-11,5718
2017-10-12,5747
2017-10-13,5705
2017-10-14,5586
2017-10-15,5478
2017-10-16,5600
2017-10-17,5531
2017-10-18,5501
2017-10-19,5417
2017-10-20,5483
2017-10-21,5580
2017-10-22,5545
2017-10-23,5457
2017-10-24,5396
2017-10-25,5393
2017-10-26,5417
2017-10-27,5435
2017-10-28,5497
2017-10-29,5590
2017-10-30,5528
2017-10-31,5491
2017-11-01,5406
2017-11-02,5436
2017-11-03,5329
2017-11-04,5300
2017-11-05,5256
2017-11-06,5284
2017-11-07,5328
2017-11-08,5327
2017-11-09,5413
2017-11-10,5509
2017-11-11,5627
2017-11-12,5833
2017-11-13,6000
2017-11-14,6141
2017-11-15,6175
2017-11-16,6188
2017-11-17,6117
2017-11-18,6187
2017-11-19,6239
2017-11-20,6323
2017-11-21,6185
2017-11-22,6062
2017-11-23,6040
2017-11-24,6047
2017-11-25,6151
2017-11-26,6058
2017-11-27,5931
2017-11-28,5862
2017-11-29,5703
2017-11-30,5538
2017-12-01,5436
2017-12-02,5245
2017-12-03,5077
2017-12-04,5080
2017-12-05,5145
2017-12-06,5218
2017-12-07,5311
2017-12-08,5392
2017-12-09,5371
2017-12-10,5400
2017-12-11,5420
2017-12-12,5461
2017-12-13,5612
2017-12-14,5727
2017-12-15,5901
2017-12-16,6038
2017-12-17,5946
2017-12-18,5747
2017-12-19,5662
2017-12-20,5538
2017-12-21,5472
2017-12-22,5383
2017-12-23,5388
2017-12-24,5324
2017-12-25,5254
2017-12-26,5210
2017-12-27,5287
2017-12-28,5295
2017-12-29,5284
2017-12-30,5366
2017-12-31,5383
2018-01-01,5315
2018-01-02,5227
2018-01-03,5248
2018-01-04,5262
2018-01-05,5306
2018-01-06,5339
2018-01-07,5297
2018-01-08,5355
2018-01-09,5427
2018-01-10,5548
2018-01-11,5571
2018-01-12,5617
2018-01-13,5589
2018-01-14,5441
2018-01-15,5306
2018-01-16,5280
2018-01-17,5306
2018-01-18,5321
2018-01-19,5349
2018-01-20,5342
2018-01-21,5353
2018-01-22,5336
2018-01-23,5289
2018-01-24,5340
2018-01-25,5346
2018-01-26,5412
2018-01-27,5357
2018-01-28,5372
2018-01-29,5404
2018-01-30,5496
2018-01-31,5618
2018-02-01,5702
2018-02-02,5698
2018-02-03,5632
2018-02-04,5471
2018-02-05,5430
2018-02-06,5426
2018-02-07,5506
2018-02-08,5635
2018-02-09,5798
2018-02-10,5805
2018-02-11,5708
2018-02-12,5680
2018-02-13,5532
2018-02-14,5539
2018-02-15,5551
2018-02-16,5393
2018-02-17,5223
2018-02-18,5173
2018-02-19,5145
2018-02-20,5140
2018-02-21,4966
2018-02-22,4967
2018-02-23,4970
2018-02-24,4902
2018-02-25,4892
2018-02-26,4939
2018-02-27,4952
2018-02-28,4988
2018-03-01,4926
2018-03-02,5024
2018-03-03,5043
2018-03-04,5053
2018-03-05,5117
2018-03-06,5128
2018-03-07,5222
2018-03-08,5172
2018-03-09,5146
2018-03-10,5196
2018-03-11,5226
2018-03-12,5293
2018-03-13,5321
2018-03-14,5439
2018-03-15,5447
2018-03-16,5511
2018-03-17,5572
2018-03-18,5641
2018-03-20,5687
2018-03-21,5777
2018-03-22,5809
2018-03-23,5893
2018-03-24,5984
2018-03-25,5767
2018-03-26,5576
2018-03-27,5441
2018-03-28,5298
2018-03-29,5371
2018-03-30,5412
2018-03-31,5454
2018-04-01,5458
2018-04-02,5496
2018-04-03,5516
2018-04-04,5443
2018-04-05,5484
2018-04-06,5473
2018-04-07,5440
2018-04-08,5504
2018-04-09,5603
2018-04-10,5562
2018-04-11,5593
2018-04-12,5596
2018-04-13,5553
2018-04-14,5633
2018-04-15,5654
2018-04-16,5753
2018-04-17,5846
2018-04-18,6020
2018-04-19,6040
2018-04-20,5940
2018-04-21,5790
2018-04-22,5737
2018-04-23,5670
2018-04-24,5566
2018-04-25,5594
2018-04-26,5599
2018-04-27,5575
2018-04-28,5512
2018-04-29,5467
2018-04-30,5391
2018-05-01,5344
2018-05-02,5427
2018-05-03,5366
2018-05-04,5344
2018-05-05,5372
2018-05-06,5261
2018-05-07,5330
2018-05-08,5322
2018-05-09,5328
2018-05-10,5392
2018-05-11,5451
2018-05-12,5458
2018-05-13,5381
2018-05-14,5385
2018-05-15,5375
2018-05-16,5450
2018-05-17,5499
2018-05-18,5520
2018-05-19,5553
2018-05-20,5557
2018-05-21,5551
2018-05-22,5651
2018-05-23,5745
2018-05-24,5860
2018-05-25,6028
2018-05-26,6129
2018-05-27,6240
2018-05-28,6174
2018-05-29,6120
2018-05-30,6144
2018-05-31,6091
2018-06-01,6058
2018-06-02,5926
2018-06-03,5729
2018-06-04,5631
2018-06-05,5532
2018-06-06,5443
2018-06-07,5379
2018-06-08,5336
2018-06-09,5347
2018-06-10,5356
2018-06-11,5336
2018-06-12,5344
2018-06-13,5441
2018-06-14,5484
2018-06-15,5497
2018-06-16,5494
2018-06-17,5485
2018-06-18,5477
2018-06-19,5567
2018-06-20,5618
2018-06-21,5589
2018-06-22,5533
2018-06-23,5492
2018-06-24,5519
2018-06-25,5556
2018-06-26,5522
2018-06-27,5526
2018-06-28,5554
2018-06-29,5585
2018-06-30,5562
2018-07-01,5551
2018-07-02,5569
2018-07-03,5635
2018-07-04,5679
2018-07-05,5673
2018-07-06,5686
2018-07-07,5583
2018-07-08,5597
2018-07-09,5520
2018-07-10,5560
2018-07-11,5536
2018-07-12,5486
2018-07-13,5551
2018-07-14,5555
2018-07-15,5575
2018-07-16,5586
2018-07-17,5639
2018-07-18,5675
2018-07-19,5713
2018-07-20,5702
2018-07-21,5635
2018-07-22,5668
2018-07-23,5681
2018-07-24,5777
2018-07-25,5776
2018-07-26,5860
2018-07-27,5849
2018-07-28,5800
2018-07-29,5887
2018-07-30,5938
2018-07-31,5980
2018-08-01,5978
2018-08-02,5954
2018-08-03,5826
2018-08-04,5772
2018-08-05,5670
2018-08-06,5520
2018-08-07,5350
2018-08-08,5117
2018-08-09,4925
2018-08-10,4865
2018-08-11,4957
2018-08-12,5036
2018-08-14,5114
2018-08-16,5243
2018-08-17,5302
2018-08-18,5317
2018-08-19,5440
2018-08-20,5558
2018-08-21,5686
2018-08-22,5750
2018-08-23,5797
2018-08-24,5794
2018-08-25,5752
2018-08-26,5726
2018-08-27,5724
2018-08-28,5699
2018-08-29,5584
2018-08-30,5532
2018-08-31,5460
2018-09-01,5342
2018-09-02,5311
2018-09-03,5410
2018-09-04,5546
2018-09-05,5423
2018-09-06,5397
2018-09-07,5463
2018-09-08,5561
2018-09-09,5616
2018-09-10,5685
2018-09-11,5800
2018-09-12,5672
2018-09-13,5694
2018-09-14,5612
2018-09-15,5638
2018-09-16,5655
2018-09-17,5744
2018-09-18,5736
2018-09-19,5675
2018-09-20,5567
2018-09-21,5559
2018-09-22,5551
2018-09-23,5556
2018-09-24,5597
2018-09-25,5639
2018-09-26,5737
2018-09-27,5683
2018-09-28,5735
2018-09-29,5817
2018-09-30,5854
2018-10-01,5758
2018-10-02,5729
2018-10-03,5685
2018-10-04,5675
2018-10-05,5708
2018-10-06,5658
2018-10-07,5523
2018-10-08,5407
2018-10-09,5343
2018-10-10,5302
2018-10-11,5264
2018-10-12,5211
2018-10-13,5159
2018-10-14,5171
2018-10-15,5199
2018-10-16,5131
2018-10-17,5148
2018-10-18,5212
2018-10-19,5257
2018-10-20,5289
2018-10-21,5293
2018-10-22,5347
2018-10-23,5401
2018-10-24,5491
2018-10-25,5535
2018-10-26,5525
2018-10-27,5559
2018-10-28,5544
2018-10-29,5588
2018-10-30,5639
2018-10-31,5683
2018-11-01,5754
2018-11-03,5857
2018-11-04,5865
2018-11-05,5807
2018-11-06,5690
2018-11-07,5573
2018-11-08,5491
2018-11-09,5322
2018-11-10,5268
2018-11-11,5244
2018-11-12,5302
2018-11-13,5316
2018-11-15,5432
2018-11-16,5466
2018-11-17,5449
2018-11-18,5427
2018-11-19,5505
2018-11-20,5581
2018-11-21,5601
2018-11-22,5665
2018-11-23,5636
2018-11-24,5619
2018-11-25,5612
2018-11-26,5586
2018-11-27,5643
2018-11-28,5661
2018-11-29,5684
2018-12-01,5748
2018-12-02,5715
2018-12-03,5618
2018-12-04,5637
2018-12-05,5679
2018-12-07,5583
2018-12-09,5369
2018-12-10,5340
2018-12-11,5397
2018-12-12,5463
2018-12-13,5515
2018-12-14,5365
2018-12-15,5362
2018-12-16,5265
2018-12-17,5240
2018-12-18,5281
2018-12-19,5326
2018-12-20,5322
2018-12-21,5341
2018-12-22,5311
2018-12-23,5361
2018-12-24,5432
2018-12-25,5466
2018-12-26,5478
2018-12-27,5478
2018-12-28,5450
2018-12-29,5482
2018-12-30,5471
2018-12-31,5468
2019-01-01,5515
2019-01-02,5438
2019-01-03,5552
2019-01-04,5587
2019-01-05,5629
2019-01-06,5643
2019-01-08,5509
2019-01-10,5583
2019-01-11,5561
2019-01-12,5524
2019-01-13,5435
2019-01-14,5420
2019-01-15,5361
2019-01-16,5419
2019-01-17,5355
2019-01-18,5343
2019-01-19,5361
2019-01-20,5413
2019-01-21,5390
2019-01-22,5437
2019-01-23,5486
2019-01-24,5451
2019-01-25,5490
2019-01-26,5529
2019-01-27,5527
2019-01-28,5547
2019-01-29,5536
2019-01-30,5563
2019-01-31,5555
2019-02-01,5596
2019-02-02,5643
2019-02-03,5636
2019-02-04,5627
2019-02-05,5629
2019-02-06,5640
2019-02-07,5642
2019-02-08,5700
2019-02-09,5646
2019-02-10,5666
2019-02-11,5746
2019-02-12,5686
2019-02-13,5752
2019-02-14,5780
2019-02-15,5830
2019-02-16,5690
2019-02-17,5533
2019-02-18,5409
2019-02-19,5495
2019-02-20,5521
2019-02-21,5513
2019-02-22,5573
2019-02-23,5566
2019-02-24,5550
2019-02-25,5604
2019-02-26,5617
2019-02-27,5634
2019-02-28,5661
2019-03-01,5660
2019-03-02,5673
2019-03-03,5594
2019-03-04,5583
2019-03-05,5650
2019-03-06,5692
2019-03-07,5521
2019-03-08,5616
2019-03-09,5588
2019-03-10,5610
2019-03-11,5684
2019-03-12,5663
2019-03-13,5642
2019-03-14,5668
2019-03-15,5491
2019-03-16,5451
2019-03-17,5428
2019-03-18,5384
2019-03-19,5319
2019-03-20,5352
2019-03-21,5440
2019-03-22,5439
