date_obj,Shaman%20mask price
2018-05-02,35370
2018-05-03,34120
2018-05-04,34120
2018-05-05,33405
2018-05-06,33405
2018-05-07,32343
2018-05-08,32343
2018-05-09,31721
2018-05-10,30856
2018-05-11,30856
2018-05-12,29393
2018-05-13,29393
2018-05-14,29002
2018-05-15,29002
2018-05-16,28783
2018-05-17,28783
2018-05-18,28860
2018-05-19,28894
2018-05-20,28894
2018-05-21,28731
2018-05-22,28731
2018-05-23,28209
2018-05-24,28209
2018-05-25,28103
2018-05-26,27897
2018-05-27,27897
2018-05-28,27052
2018-05-29,25815
2018-05-30,25815
2018-05-31,25932
2018-06-01,25932
2018-06-02,25160
2018-06-03,25160
2018-06-04,24224
2018-06-05,23633
2018-06-06,22581
2018-06-07,22581
2018-06-08,21519
2018-06-09,21519
2018-06-10,20868
2018-06-11,20868
2018-06-12,19949
2018-06-13,19233
2018-06-14,18510
2018-06-15,18510
2018-06-16,18085
2018-06-17,18037
2018-06-18,17537
2018-06-19,16660
2018-06-20,16660
2018-06-21,15938
2018-06-22,15457
2018-06-23,15457
2018-06-24,15257
2018-06-25,14661
2018-06-26,14112
2018-06-27,14112
2018-06-28,13519
2018-06-29,12884
2018-06-30,12631
2018-07-01,12971
2018-07-02,12971
2018-07-03,13034
2018-07-04,13034
2018-07-05,13422
2018-07-06,13980
2018-07-07,13980
2018-07-08,14464
2018-07-09,15128
2018-07-10,15855
2018-07-11,16630
2018-07-12,16630
2018-07-13,17194
2018-07-14,17902
2018-07-15,17902
2018-07-16,18504
2018-07-17,18471
2018-07-18,18471
2018-07-19,18609
2018-07-20,18609
2018-07-21,19332
2018-07-22,19719
2018-07-23,19505
2018-07-24,19505
2018-07-25,20310
2018-07-26,21200
2018-07-27,21165
2018-07-28,21165
2018-07-29,20994
2018-07-30,20994
2018-07-31,20821
2018-08-01,20821
2018-08-02,20073
2018-08-03,20073
2018-08-04,19954
2018-08-05,19954
2018-08-06,19816
2018-08-07,19816
2018-08-08,20163
2018-08-09,20163
2018-08-10,20726
2018-08-11,20726
2018-08-12,20862
2018-08-14,20386
2018-08-16,19707
2018-08-17,19649
2018-08-18,19649
2018-08-19,19011
2018-08-20,18867
2018-08-21,18867
2018-08-22,18764
2018-08-23,18764
2018-08-24,18721
2018-08-25,18545
2018-08-26,18545
2018-08-27,18285
2018-08-28,18419
2018-08-29,18419
2018-08-30,17899
2018-08-31,17613
2018-09-01,17486
2018-09-02,17486
2018-09-03,17491
2018-09-04,17141
2018-09-05,17275
2018-09-06,17275
2018-09-07,17210
2018-09-08,17763
2018-09-09,17763
2018-09-10,17779
2018-09-11,17779
2018-09-12,17763
2018-09-13,18336
2018-09-14,18776
2018-09-15,18630
2018-09-16,18630
2018-09-17,18480
2018-09-18,18442
2018-09-19,18442
2018-09-20,18485
2018-09-21,18485
2018-09-22,18739
2018-09-23,18734
2018-09-24,18712
2018-09-25,18712
2018-09-26,19011
2018-09-27,19011
2018-09-28,19757
2018-09-29,19757
2018-09-30,19669
2018-10-02,19448
2018-10-03,19008
2018-10-04,19008
2018-10-05,19677
2018-10-06,19736
2018-10-07,19736
2018-10-08,20390
2018-10-09,21077
2018-10-10,21739
2018-10-11,22731
2018-10-12,22731
2018-10-13,23752
2018-10-14,23752
2018-10-15,23796
2018-10-16,24742
2018-10-17,24748
2018-10-18,25605
2018-10-19,26172
2018-10-20,26172
2018-10-21,25626
2018-10-22,24665
2018-10-23,24665
2018-10-24,23435
2018-10-25,22516
2018-10-26,22510
2018-10-27,21681
2018-10-28,20628
2018-10-29,20628
2018-10-30,19903
2018-10-31,19250
2018-11-01,18641
2018-11-03,16867
2018-11-04,16237
2018-11-05,16299
2018-11-06,16110
2018-11-07,15952
2018-11-08,15975
2018-11-09,15330
2018-11-10,15343
2018-11-11,15982
2018-11-12,16668
2018-11-13,17449
2018-11-14,18287
2018-11-15,18213
2018-11-16,18273
2018-11-17,18128
2018-11-18,18841
2018-11-19,18618
2018-11-20,18326
2018-11-21,18634
2018-11-22,18989
2018-11-23,19796
2018-11-24,19273
2018-11-25,18817
2018-11-26,18403
2018-11-27,18124
2018-11-28,17320
2018-11-29,16997
2018-12-01,16934
2018-12-02,16817
2018-12-03,17050
2018-12-04,16784
2018-12-05,15968
2018-12-07,14410
2018-12-09,13219
2018-12-10,12621
2018-12-11,12386
2018-12-12,12111
2018-12-13,11730
2018-12-14,12313
2018-12-15,12582
2018-12-16,12653
2018-12-17,12285
2018-12-18,11825
2018-12-19,11479
2018-12-20,11238
2018-12-21,10945
2018-12-22,10927
2018-12-23,10534
2018-12-24,10401
2018-12-25,10054
2018-12-26,9784
2018-12-27,9505
2018-12-28,9165
2018-12-29,8766
2018-12-30,8711
2018-12-31,8390
2019-01-01,8100
2019-01-02,7944
2019-01-03,7781
2019-01-04,7601
2019-01-05,7538
2019-01-06,7271
2019-01-08,7157
2019-01-10,7025
2019-01-11,7158
2019-01-12,7205
2019-01-13,7311
2019-01-14,7361
2019-01-15,7272
2019-01-16,7370
2019-01-17,7611
2019-01-18,7933
2019-01-19,7707
2019-01-20,7656
2019-01-21,7966
2019-01-22,8365
2019-01-23,8778
2019-01-24,9217
2019-01-25,9678
2019-01-26,10162
2019-01-27,10671
2019-01-28,11205
2019-01-29,11766
2019-01-30,12049
2019-01-31,12208
2019-02-01,12250
2019-02-02,12317
2019-02-03,12286
2019-02-04,12286
2019-02-05,12772
2019-02-06,12580
2019-02-07,12684
2019-02-08,12569
2019-02-09,12587
2019-02-10,12537
2019-02-11,12641
2019-02-12,12594
2019-02-13,12402
2019-02-14,12406
2019-02-15,12272
2019-02-16,12105
2019-02-17,12167
2019-02-18,12207
2019-02-19,12170
2019-02-20,12224
2019-02-21,12237
2019-02-22,12173
2019-02-23,12170
2019-02-24,12092
2019-02-25,11964
2019-02-26,11782
2019-02-27,11370
2019-02-28,10912
2019-03-01,10522
2019-03-02,10075
2019-03-03,9779
2019-03-04,9403
2019-03-05,9018
2019-03-06,8819
2019-03-07,8417
2019-03-08,8417
2019-03-09,8272
2019-03-10,8429
2019-03-11,8421
2019-03-12,8565
2019-03-13,8960
2019-03-14,9407
2019-03-15,9878
2019-03-16,10174
2019-03-17,10453
2019-03-18,10453
2019-03-19,10858
2019-03-20,11062
2019-03-21,11179
2019-03-22,11295
2019-03-23,10805
2019-03-24,10264
2019-03-25,9868
2019-03-26,9561
2019-03-27,9561
2019-03-28,9153
2019-03-29,8745
2019-03-30,8745
2019-03-31,8505
2019-04-01,8142
2019-04-02,7812
2019-04-03,7440
2019-04-04,7151
2019-04-05,6995
2019-04-06,7137
2019-04-07,7358
2019-04-08,7392
2019-04-09,7466
2019-04-10,7801
2019-04-11,7955
2019-04-12,7639
2019-04-13,7524
2019-04-14,7692
2019-04-15,8008
2019-04-16,7842
2019-04-17,7619
2019-04-18,7583
2019-04-19,7566
2019-04-20,7434
2019-04-21,7118
2019-04-22,7199
2019-04-23,7208
2019-04-24,7337
2019-04-25,7295
2019-04-26,7461
2019-04-27,7460
2019-04-28,7339
2019-04-29,7443
2019-04-30,7682
2019-05-01,8054
2019-05-02,8353
2019-05-03,8771
2019-05-04,9189
2019-05-05,9628
2019-05-06,10057
2019-05-07,10560
2019-05-08,11088
2019-05-09,11643
2019-05-10,12225
2019-05-11,12404
2019-05-12,12407
2019-05-13,12549
2019-05-14,12697
2019-05-15,12697
2019-05-16,12531
2019-05-17,12531
2019-05-18,12417
2019-05-19,12414
2019-05-20,12232
2019-05-21,11884
2019-05-22,11643
2019-05-23,11297
2019-05-24,11286
2019-05-25,11275
2019-05-26,11139
2019-05-27,11246
2019-05-28,11246
2019-05-29,11249
2019-05-30,11235
2019-05-31,11235
2019-06-01,11443
2019-06-02,11378
2019-06-03,11591
2019-06-04,11487
2019-06-05,11283
2019-06-06,11384
2019-06-07,11621
2019-06-08,11658
2019-06-09,11468
2019-06-10,11468
2019-06-11,11542
2019-06-12,11520
2019-06-13,11704
2019-06-14,11480
2019-06-15,11513
2019-06-16,11673
2019-06-17,11579
2019-06-18,11779
2019-06-19,11769
2019-06-20,11850
2019-06-21,11814
2019-06-22,11814
2019-06-23,11886
2019-06-24,12073
2019-06-25,11959
2019-06-26,12043
2019-06-27,11580
2019-06-28,11580
2019-06-29,11033
2019-06-30,11060
2019-07-01,11060
2019-07-02,11016
2019-07-03,10861
2019-07-04,10861
2019-07-05,10861
2019-07-06,10952
2019-07-07,10712
2019-07-08,10411
2019-07-09,10432
2019-07-10,10482
2019-07-11,10465
2019-07-12,10464
2019-07-13,10461
2019-07-14,10462
2019-07-15,10462
2019-07-16,10809
2019-07-17,11112
2019-07-18,11198
2019-07-19,11222
2019-07-20,11636
2019-07-21,11298
2019-07-22,11253
2019-07-23,11816
2019-07-24,12189
2019-07-25,12780
2019-07-26,12788
2019-07-27,12315
2019-07-28,12335
2019-07-29,12388
2019-07-30,12461
2019-07-31,12558
2019-08-01,12339
2019-08-02,12186
2019-08-03,12451
2019-08-04,12370
2019-08-05,12315
2019-08-06,12127
2019-08-07,11829
2019-08-08,11306
2019-08-09,11306
2019-08-10,11312
2019-08-11,11312
2019-08-12,11075
2019-08-13,10669
2019-08-14,10224
2019-08-15,10359
2019-08-16,10312
2019-08-17,10312
2019-08-18,10182
2019-08-19,10220
2019-08-20,10220
2019-08-21,10367
2019-08-22,10242
2019-08-23,10242
2019-08-24,10191
2019-08-24,10191
2019-08-25,10191
2019-08-25,10191
2019-08-26,10283
2019-08-26,10283
2019-08-27,10225
2019-08-27,10225
2019-08-28,10161
2019-08-29,10054
2019-08-30,10256
2019-08-31,10256
2019-09-01,10145
2019-09-02,10145
2019-09-03,10108
2019-09-04,10137
2019-09-05,9704
2019-09-06,9316
2019-09-07,8905
2019-09-08,8459
2019-09-09,8445
2019-09-10,8707
2019-09-11,8742
2019-09-12,8638
2019-09-13,8858
2019-09-14,9209
2019-09-15,9670
2019-09-16,10114
2019-09-17,10200
2019-09-18,9941
2019-09-19,9799
2019-09-20,9572
2019-09-21,9279
2019-09-22,9135
2019-09-23,9204
2019-09-24,9204
2019-09-25,9355
2019-09-26,9823
2019-09-27,9823
2019-09-28,10133
2019-09-29,10133
2019-09-30,10051
2019-10-01,10080
2019-10-02,10080
2019-10-03,10055
2019-10-04,9877
2019-10-05,9877
2019-10-06,9807
2019-10-07,9550
2019-10-08,9342
2019-10-09,9342
2019-10-10,9273
2019-10-11,9273
2019-10-12,9209
2019-10-13,8786
2019-10-14,8751
2019-10-15,8751
2019-10-16,8620
2019-10-17,8620
2019-10-18,8206
2019-10-19,7860
2019-10-20,7522
2019-10-21,7276
2019-10-22,7352
2019-10-23,7178
2019-10-24,7042
2019-10-25,7088
2019-10-26,6928
2019-10-27,7102
2019-10-28,7345
2019-10-29,7345
2019-10-30,7687
2019-10-31,8072
2019-11-01,8466
2019-11-02,8890
2019-11-03,9335
2019-11-04,9687
2019-11-05,9687
2019-11-06,10118
2019-11-07,10118
2019-11-08,10280
2019-11-09,10012
2019-11-10,9738
2019-11-11,9438
2019-11-12,9438
2019-11-13,9254
2019-11-14,8984
2019-11-15,8534
2019-11-16,8114
2019-11-17,8114
2019-11-18,7821
2019-11-19,7838
2019-11-20,7778
2019-11-21,7778
2019-11-22,7408
2019-11-23,7049
2019-11-24,6770
2019-11-25,6449
2019-11-26,6308
2019-11-27,6308
2019-11-28,6369
2019-11-29,6369
2019-11-30,6688
2019-12-01,7018
2019-12-02,7313
2019-12-03,7586
2019-12-04,7878
2019-12-05,7878
2019-12-06,8086
2019-12-07,8415
2019-12-08,8415
2019-12-09,8836
2019-12-10,9278
2019-12-11,9278
2019-12-12,9273
2019-12-13,9112
2019-12-14,8908
2019-12-15,8514
2019-12-16,8128
2019-12-17,7849
2019-12-18,7849
2019-12-19,7516
2019-12-20,7414
2019-12-21,7568
2019-12-22,7588
2019-12-23,7588
2019-12-24,7901
2019-12-25,8203
2019-12-26,8203
2019-12-27,8513
2019-12-28,8925
2019-12-29,8925
2019-12-30,9372
2019-12-31,9712
2020-01-01,9816
2020-01-02,9971
2020-01-03,9525
2020-01-04,9715
2020-01-05,9239
2020-01-06,8984
2020-01-07,9070
2020-01-08,9070
2020-01-09,9210
2020-01-10,9263
2020-01-11,9437
2020-01-12,9819
2020-01-13,9819
2020-01-14,10070
2020-01-15,9768
2020-01-16,9323
2020-01-17,9390
2020-01-18,9390
2020-01-19,9810
2020-01-20,9951
2020-01-21,9951
2020-01-22,10018
2020-01-23,10345
2020-01-24,10283
2020-01-25,10283
2020-01-26,10312
2020-01-27,10314
2020-01-28,10314
2020-01-29,9968
2020-01-30,9880
2020-01-31,10090
2020-02-01,10222
2020-02-02,10613
2020-02-03,11082
2020-02-04,11145
2020-02-05,10984
2020-02-06,11096
2020-02-07,10763
2020-02-08,10414
2020-02-09,10459
2020-02-10,10610
2020-02-11,10610
2020-02-12,10471
2020-02-13,10471
2020-02-14,10000
2020-02-15,10118
2020-02-16,10091
2020-02-17,10233
2020-02-18,10198
2020-02-19,10198
2020-02-20,10171
2020-02-21,10171
2020-02-22,9994
2020-02-23,9878
2020-02-24,9603
2020-02-25,9394
2020-02-26,9742
2020-02-27,10093
2020-02-28,10053
2020-02-29,10053
2020-03-01,10036
2020-03-02,10104
2020-03-03,10076
2020-03-04,10076
2020-03-05,10102
2020-03-06,10080
2020-03-07,10080
2020-03-08,10318
2020-03-09,10592
2020-03-10,10703
2020-03-11,10689
2020-03-12,10664
2020-03-13,10583
2020-03-14,10737
2020-03-15,10613
2020-03-16,10513
2020-03-17,10186
2020-03-18,10171
2020-03-19,10182
2020-03-20,10322
2020-03-21,10536
2020-03-22,11063
2020-03-23,11330
2020-03-24,11314
2020-03-25,11272
2020-03-26,11542
2020-03-27,11645
2020-03-28,11711
2020-03-29,11475
2020-03-30,10945
2020-03-31,10584
2020-04-01,10147
2020-04-02,10022
2020-04-03,10022
2020-04-04,9929
2020-04-05,10148
2020-04-06,10153
2020-04-07,10095
2020-04-08,10496
2020-04-09,10796
2020-04-10,10796
2020-04-11,11256
2020-04-12,11512
2020-04-13,11063
2020-04-14,10733
2020-04-15,10587
2020-04-16,10077
2020-04-17,9609
2020-04-18,9128
2020-04-19,8671
2020-04-20,8323
2020-04-21,8161
2020-04-22,7788
2020-04-23,7684
2020-04-24,7829
2020-04-25,7821
2020-04-26,7884
2020-04-27,7774
2020-04-28,7821
2020-04-29,7824
2020-04-30,7942
2020-05-01,7946
2020-05-02,7858
2020-05-03,7886
2020-05-04,7842
2020-05-05,7865
2020-05-06,7860
2020-05-07,7697
2020-05-08,7898
2020-05-09,8125
2020-05-10,8464
2020-05-11,8813
2020-05-12,9254
2020-05-13,9717
