date_obj,Archer%20helm price
2015-12-02,61639
2015-12-03,62097
2015-12-04,62203
2015-12-05,62029
2015-12-06,60013
2015-12-07,57788
2015-12-08,55534
2015-12-09,53371
2015-12-10,51072
2015-12-11,50240
2015-12-12,51604
2015-12-13,54179
2015-12-14,56569
2015-12-15,57989
2015-12-16,57060
2015-12-17,55146
2015-12-18,52693
2015-12-19,50549
2015-12-20,49554
2015-12-21,51645
2015-12-22,53814
2015-12-23,55273
2015-12-24,55034
2015-12-25,53490
2015-12-26,51661
2015-12-27,50721
2015-12-28,50778
2015-12-29,51897
2015-12-30,50917
2015-12-31,49500
2016-01-01,51825
2016-01-02,52758
2016-01-03,52960
2016-01-04,53908
2016-01-05,52602
2016-01-06,51723
2016-01-07,51216
2016-01-08,50393
2016-01-09,49313
2016-01-10,50344
2016-01-11,51162
2016-01-12,51149
2016-01-13,51190
2016-01-14,51857
2016-01-15,52663
2016-01-16,53298
2016-01-17,53464
2016-01-18,54346
2016-01-19,56018
2016-01-20,57311
2016-01-21,56777
2016-01-22,55915
2016-01-23,55939
2016-01-24,56410
2016-01-25,55790
2016-01-26,55564
2016-01-27,55077
2016-01-28,55077
2016-01-29,54831
2016-01-30,54227
2016-01-31,54009
2016-02-01,52928
2016-02-02,51199
2016-02-03,50824
2016-02-04,51360
2016-02-05,50395
2016-02-06,49981
2016-02-07,51615
2016-02-08,51836
2016-02-09,52463
2016-02-10,51439
2016-02-11,50670
2016-02-12,50030
2016-02-13,49356
2016-02-14,50980
2016-02-15,49307
2016-02-16,48236
2016-02-17,48015
2016-02-18,48372
2016-02-19,46428
2016-02-20,45190
2016-02-21,46129
2016-02-22,46710
2016-02-23,47125
2016-02-24,46887
2016-02-25,46189
2016-02-26,44539
2016-02-27,44575
2016-02-28,46323
2016-02-29,46584
2016-03-01,46789
2016-03-02,46347
2016-03-03,45692
2016-03-04,46558
2016-03-05,46395
2016-03-06,46540
2016-03-07,48521
2016-03-08,46732
2016-03-09,45774
2016-03-10,45671
2016-03-11,45586
2016-03-12,45674
2016-03-13,45639
2016-03-14,46339
2016-03-15,46706
2016-03-16,46730
2016-03-17,46217
2016-03-18,45772
2016-03-19,46118
2016-03-20,45954
2016-03-21,45356
2016-03-22,45845
2016-03-23,46807
2016-03-24,48770
2016-03-25,48327
2016-03-26,47263
2016-03-27,47470
2016-03-28,49319
2016-03-29,51106
2016-03-30,50911
2016-03-31,50911
2016-04-01,49766
2016-04-02,50842
2016-04-03,51800
2016-04-04,52376
2016-04-05,54191
2016-04-06,52244
2016-04-07,51493
2016-04-08,52148
2016-04-09,52849
2016-04-10,53650
2016-04-11,53650
2016-04-12,52509
2016-04-13,53886
2016-04-14,54313
2016-04-15,53173
2016-04-16,52510
2016-04-17,51968
2016-04-18,52537
2016-04-19,51554
2016-04-20,50782
2016-04-21,50883
2016-04-22,49665
2016-04-23,49328
2016-04-24,49212
2016-04-25,49743
2016-04-26,49287
2016-04-27,48599
2016-04-28,48809
2016-04-29,48668
2016-04-30,48828
2016-05-01,48592
2016-05-02,48200
2016-05-03,48043
2016-05-04,46888
2016-05-05,46272
2016-05-06,46419
2016-05-07,46664
2016-05-08,46655
2016-05-09,46298
2016-05-10,46523
2016-05-11,47076
2016-05-12,48627
2016-05-13,49750
2016-05-14,50787
2016-05-15,51111
2016-05-16,50170
2016-05-17,50807
2016-05-18,50521
2016-05-19,51333
2016-05-22,49474
2016-05-23,49795
2016-05-24,49698
2016-05-25,49041
2016-05-26,49407
2016-05-27,49466
2016-05-28,49656
2016-05-29,49034
2016-05-30,48237
2016-05-31,47856
2016-06-01,47914
2016-06-02,48501
2016-06-03,48777
2016-06-04,49437
2016-06-05,48945
2016-06-06,48099
2016-06-07,47985
2016-06-08,48388
2016-06-09,49003
2016-06-10,48775
2016-06-11,49268
2016-06-12,49660
2016-06-13,50324
2016-06-14,50165
2016-06-15,50392
2016-06-16,50029
2016-06-17,49965
2016-06-18,50302
2016-06-19,49811
2016-06-20,50029
2016-06-21,51034
2016-06-22,50214
2016-06-23,50661
2016-06-24,50137
2016-06-25,51115
2016-06-26,50901
2016-06-27,50701
2016-06-28,51277
2016-06-29,51445
2016-06-30,51154
2016-07-01,52888
2016-07-02,53862
2016-07-03,54705
2016-07-04,55996
2016-07-05,56089
2016-07-06,57004
2016-07-07,56070
2016-07-08,56857
2016-07-09,56726
2016-07-10,57515
2016-07-11,57454
2016-07-12,57948
2016-07-13,57331
2016-07-14,56986
2016-07-15,56230
2016-07-16,56294
2016-07-17,56051
2016-07-18,56011
2016-07-23,51424
2016-07-24,51770
2016-07-25,51299
2016-07-26,51694
2016-07-27,50316
2016-07-28,51012
2016-07-29,51965
2016-07-30,53244
2016-07-31,54215
2016-08-01,52687
2016-08-02,52396
2016-08-03,52468
2016-08-04,51697
2016-08-05,49966
2016-08-06,49746
2016-08-07,48358
2016-08-08,48571
2016-08-09,48496
2016-08-10,49538
2016-08-11,49660
2016-08-12,48685
2016-08-13,48909
2016-08-14,50703
2016-08-15,51888
2016-08-16,51187
2016-08-17,50993
2016-08-18,50409
2016-08-19,49162
2016-08-20,48896
2016-08-21,47531
2016-08-22,45958
2016-08-23,45910
2016-08-24,45299
2016-08-25,44538
2016-08-26,44538
2016-08-28,41817
2016-08-31,42886
2016-09-01,41902
2016-09-02,41902
2016-09-03,40760
2016-09-04,40309
2016-09-05,40565
2016-09-06,41612
2016-09-07,42448
2016-09-08,42408
2016-09-09,41887
2016-09-10,40586
2016-09-11,39949
2016-09-12,39633
2016-09-13,39346
2016-09-14,39849
2016-09-15,39913
2016-09-16,40178
2016-09-17,39412
2016-09-18,38701
2016-09-19,39652
2016-09-20,40394
2016-09-21,41403
2016-09-22,40604
2016-09-23,40053
2016-09-24,40053
2016-09-25,40083
2016-09-26,40885
2016-09-27,42133
2016-09-28,42854
2016-09-29,42369
2016-09-30,42581
2016-10-01,43162
2016-10-02,41886
2016-10-03,41521
2016-10-04,41161
2016-10-05,41473
2016-10-06,41237
2016-10-07,41364
2016-10-08,40903
2016-10-09,39404
2016-10-10,39371
2016-10-11,40329
2016-10-12,41713
2016-10-13,43393
2016-10-14,44657
2016-10-15,45866
2016-10-16,46696
2016-10-17,46316
2016-10-18,44575
2016-10-19,43897
2016-10-20,44642
2016-10-21,45230
2016-10-22,44750
2016-10-23,45116
2016-10-24,45963
2016-10-25,45701
2016-10-26,45581
2016-10-27,44993
2016-10-28,45145
2016-10-29,45210
2016-10-30,45289
2016-10-31,45393
2016-11-01,45393
2016-11-02,44818
2016-11-03,44724
2016-11-04,45095
2016-11-05,44859
2016-11-06,44751
2016-11-07,43996
2016-11-08,44031
2016-11-09,44211
2016-11-10,43261
2016-11-11,42093
2016-11-12,41477
2016-11-13,42255
2016-11-14,43417
2016-11-15,42650
2016-12-07,42759
2016-12-08,42644
2016-12-09,42687
2016-12-10,42234
2016-12-11,42509
2016-12-12,41447
2016-12-13,42559
2016-12-14,43937
2016-12-15,44990
2016-12-16,44377
2016-12-17,42948
2016-12-18,41652
2016-12-19,40807
2016-12-20,40447
2016-12-21,40060
2016-12-22,39723
2016-12-23,40193
2016-12-24,41080
2016-12-25,41448
2016-12-26,41645
2016-12-27,41548
2016-12-28,41492
2016-12-29,42478
2016-12-30,42919
2016-12-31,42902
2017-01-01,43259
2017-01-02,42258
2017-01-03,41210
2017-01-04,40710
2017-01-05,40708
2017-01-06,40959
2017-01-07,41154
2017-01-08,40268
2017-01-09,40524
2017-01-10,40630
2017-01-11,41413
2017-01-12,40941
2017-01-13,40126
2017-01-14,40144
2017-01-15,40826
2017-01-16,41116
2017-01-17,41195
2017-01-18,41115
2017-01-19,40701
2017-01-20,40754
2017-01-21,40866
2017-01-22,39990
2017-01-23,41044
2017-01-27,40146
2017-01-28,40500
2017-01-29,40696
2017-01-30,41140
2017-01-31,41094
2017-02-01,40520
2017-02-02,40652
2017-02-03,40485
2017-02-04,41000
2017-02-05,41251
2017-02-06,40174
2017-02-07,40185
2017-02-08,40422
2017-02-09,40671
2017-02-10,40599
2017-02-11,40490
2017-02-12,40710
2017-02-13,40474
2017-02-14,40740
2017-02-15,40970
2017-02-16,41579
2017-02-18,40227
2017-02-19,40277
2017-02-20,39825
2017-02-21,39931
2017-02-22,40136
2017-02-23,40217
2017-02-24,40311
2017-02-25,39901
2017-02-26,39999
2017-02-27,40499
2017-02-28,40916
2017-03-01,41487
2017-03-02,40657
2017-03-03,39830
2017-03-04,40387
2017-03-05,40896
2017-03-06,40550
2017-03-07,39681
2017-03-08,39239
2017-03-09,39730
2017-03-10,39848
2017-03-11,39592
2017-03-12,39696
2017-03-13,38787
2017-03-14,37821
2017-03-15,38583
2017-03-16,38322
2017-03-17,38559
2017-03-18,37759
2017-03-19,38352
2017-03-20,39833
2017-03-21,39286
2017-03-22,39141
2017-03-23,39328
2017-03-24,38499
2017-03-25,38252
2017-03-26,37592
2017-03-27,38782
2017-03-28,40443
2017-03-29,42396
2017-03-30,42908
2017-03-31,41881
2017-04-01,41634
2017-04-02,41426
2017-04-03,39700
2017-04-04,38792
2017-04-05,39249
2017-04-12,41810
2017-04-13,43649
2017-04-14,45389
2017-04-15,46012
2017-04-16,45396
2017-04-17,43816
2017-04-18,42013
2017-04-19,40219
2017-04-20,40459
2017-04-21,41820
2017-04-22,42346
2017-04-23,40719
2017-04-24,39531
2017-04-25,38193
2017-04-26,37417
2017-04-27,38450
2017-04-28,39250
2017-04-29,38944
2017-04-30,39291
2017-05-01,39124
2017-05-02,38662
2017-05-03,38276
2017-05-04,38823
2017-05-05,38477
2017-05-06,38478
2017-05-07,39521
2017-05-08,41303
2017-05-09,41814
2017-05-10,40742
2017-05-11,39776
2017-05-12,38478
2017-05-13,38907
2017-05-14,39132
2017-05-15,38596
2017-05-16,38162
2017-05-17,37270
2017-05-18,37878
2017-05-19,38372
2017-05-20,38929
2017-05-21,39963
2017-05-22,41373
2017-05-23,41111
2017-05-24,40527
2017-05-25,39711
2017-05-26,39281
2017-05-27,39324
2017-05-28,39498
2017-05-29,39272
2017-05-30,39693
2017-05-31,40103
2017-06-01,41029
2017-06-02,40512
2017-06-03,40200
2017-06-04,40080
2017-06-05,41218
2017-06-06,41691
2017-06-07,41648
2017-06-08,42000
2017-06-09,41312
2017-06-10,40432
2017-06-11,39585
2017-06-12,39480
2017-06-13,39088
2017-06-14,38881
2017-06-15,38558
2017-06-16,38676
2017-06-17,39198
2017-06-18,39211
2017-06-19,39211
2017-06-20,39455
2017-06-21,39278
2017-06-22,38756
2017-06-23,37794
2017-06-24,37461
2017-06-25,37719
2017-06-26,37340
2017-06-27,37390
2017-06-28,37623
2017-06-29,37997
2017-06-30,37570
2017-07-01,37279
2017-07-02,36471
2017-07-03,36864
2017-07-04,38054
2017-07-05,39410
2017-07-06,40716
2017-07-07,42596
2017-07-08,44609
2017-07-09,46156
2017-07-13,43692
2017-07-14,43796
2017-07-15,43028
2017-07-16,44036
2017-07-17,43955
2017-07-18,43550
2017-07-19,43747
2017-07-20,42300
2017-07-21,40682
2017-07-22,40474
2017-07-23,40967
2017-07-24,39961
2017-07-25,38715
2017-07-26,38484
2017-07-27,39005
2017-07-28,39521
2017-07-29,38903
2017-07-30,38983
2017-07-31,39217
2017-08-01,39319
2017-08-02,39107
2017-08-03,39199
2017-08-04,39002
2017-08-05,39808
2017-08-06,40228
2017-08-07,39148
2017-08-08,38579
2017-08-09,38251
2017-08-10,38733
2017-08-11,38786
2017-08-12,38426
2017-08-13,38291
2017-08-14,37866
2017-08-15,37616
2017-08-16,37521
2017-08-17,38114
2017-08-18,38106
2017-08-19,37721
2017-08-20,37852
2017-08-21,37532
2017-08-22,37577
2017-08-23,37548
2017-08-24,37508
2017-08-25,37761
2017-08-26,37873
2017-08-27,38385
2017-08-28,38064
2017-08-29,37735
2017-08-30,37653
2017-08-31,37415
2017-09-01,38042
2017-09-02,39213
2017-09-03,40845
2017-09-04,40425
2017-09-05,39759
2017-09-06,38503
2017-09-07,38621
2017-09-08,38504
2017-09-09,37439
2017-09-10,36245
2017-09-11,35997
2017-09-12,37020
2017-09-13,38842
2017-09-14,40100
2017-09-15,40382
2017-09-16,40366
2017-09-17,40765
2017-09-18,40141
2017-09-19,40368
2017-09-20,40202
2017-09-22,39321
2017-09-23,39188
2017-09-24,39954
2017-09-25,41434
2017-09-26,41240
2017-09-27,41929
2017-09-28,42803
2017-09-29,41906
2017-09-30,43110
2017-10-01,43006
2017-10-02,41736
2017-10-03,40465
2017-10-04,39961
2017-10-05,39452
2017-10-06,39334
2017-10-07,39956
2017-10-08,40317
2017-10-09,41186
2017-10-10,40981
2017-10-11,40847
2017-10-12,41375
2017-10-13,42306
2017-10-14,42456
2017-10-15,42560
2017-10-16,41960
2017-10-17,41885
2017-10-18,41445
2017-10-19,41636
2017-10-20,40850
2017-10-21,39667
2017-10-22,38578
2017-10-23,37245
2017-10-24,37104
2017-10-25,38294
2017-10-26,38829
2017-10-27,39322
2017-10-28,39322
2017-10-29,39218
2017-10-30,39739
2017-10-31,39767
2017-11-01,39759
2017-11-02,40234
2017-11-03,39956
2017-11-04,40776
2017-11-05,40691
2017-11-06,39630
2017-11-07,39558
2017-11-08,39781
2017-11-09,39600
2017-11-10,39418
2017-11-11,39096
2017-11-12,38276
2017-11-13,38796
2017-11-14,39428
2017-11-15,39574
2017-11-16,39943
2017-11-17,39590
2017-11-18,40300
2017-11-19,41109
2017-11-20,40929
2017-11-21,40901
2017-11-22,41142
2017-11-23,42141
2017-11-24,43745
2017-11-25,45824
2017-11-26,48116
2017-11-27,50522
2017-11-28,53049
2017-11-29,55493
2017-11-30,55858
2017-12-01,58416
2017-12-02,60728
2017-12-03,58110
2017-12-04,55319
2017-12-05,52553
2017-12-06,49925
2017-12-07,47621
2017-12-08,45340
2017-12-09,43545
2017-12-10,43084
2017-12-11,43621
2017-12-12,42541
2017-12-13,42595
2017-12-14,44381
2017-12-15,45456
2017-12-16,45382
2017-12-17,45040
2017-12-18,44506
2017-12-19,44282
2017-12-20,44416
2017-12-21,44145
2017-12-22,43849
2017-12-23,43942
2017-12-24,43196
2017-12-25,43146
2017-12-26,42589
2017-12-27,41592
2017-12-28,40549
2017-12-29,41030
2017-12-30,40784
2017-12-31,40464
2018-01-01,41271
2018-01-02,43289
2018-01-03,43696
2018-01-04,45185
2018-01-05,46479
2018-01-06,46596
2018-01-07,46977
2018-01-08,47160
2018-01-09,45013
2018-01-10,43753
2018-01-11,43843
2018-01-12,45321
2018-01-13,47208
2018-01-14,48188
2018-01-15,47201
2018-01-16,45241
2018-01-17,43162
2018-01-18,42633
2018-01-19,43331
2018-01-20,43886
2018-01-21,42418
2018-01-22,42530
2018-01-23,41667
2018-01-24,41656
2018-01-25,41570
2018-01-26,41822
2018-01-27,42290
2018-01-29,41432
2018-01-30,41218
2018-01-31,41087
2018-02-01,40826
2018-02-02,40593
2018-02-03,40254
2018-02-04,41122
2018-02-05,41697
2018-02-06,40935
2018-02-07,42065
2018-02-08,43424
2018-02-09,45580
2018-02-10,47859
2018-02-11,50252
2018-02-12,52728
2018-02-13,55365
2018-02-14,58118
2018-02-15,60948
2018-02-16,63996
2018-02-17,66315
2018-02-18,64988
2018-02-19,62614
2018-02-20,60066
2018-02-21,57063
2018-02-22,54209
2018-02-23,51498
2018-02-24,48936
2018-02-25,46521
2018-02-26,44434
2018-02-27,42802
2018-02-28,41918
2018-03-01,43226
2018-03-02,45248
2018-03-03,45632
2018-03-04,43870
2018-03-05,42878
2018-03-06,42092
2018-03-07,43276
2018-03-08,42794
2018-03-09,42283
2018-03-10,41217
2018-03-11,41786
2018-03-12,41653
2018-03-13,40697
2018-03-14,41426
2018-03-15,41808
2018-03-16,41979
2018-03-17,41768
2018-03-18,41766
2018-03-20,41590
2018-03-22,41273
2018-03-23,41701
2018-03-24,42587
2018-03-25,43713
2018-03-26,42968
2018-03-27,43323
2018-03-28,43166
2018-03-29,43255
2018-03-30,43512
2018-03-31,44185
2018-04-01,45325
2018-04-02,45681
2018-04-03,45866
2018-04-04,44668
2018-04-05,44654
2018-04-06,43561
2018-04-07,43512
2018-04-08,43805
2018-04-09,45003
2018-04-10,44558
2018-04-11,43600
2018-04-12,42753
2018-04-13,42542
2018-04-14,42100
2018-04-15,43151
2018-04-16,42889
2018-04-17,42493
2018-04-18,42319
2018-04-19,43506
2018-04-20,44654
2018-04-21,46565
2018-04-22,47895
2018-04-23,47770
2018-04-24,49953
2018-04-25,52442
2018-04-26,54264
2018-04-27,55883
2018-04-28,54170
2018-04-29,52664
2018-04-30,50523
2018-05-01,48752
2018-05-02,46439
2018-05-03,44698
2018-05-04,43866
2018-05-05,45016
2018-05-06,45055
2018-05-07,44443
2018-05-08,44707
2018-05-09,44803
2018-05-10,44752
2018-05-11,44948
2018-05-12,45092
2018-05-13,46060
2018-05-14,46212
2018-05-15,47105
2018-05-16,46523
2018-05-17,46922
2018-05-18,45936
2018-05-19,46836
2018-05-20,47195
2018-05-21,47045
2018-05-22,46422
2018-05-23,46537
2018-05-24,45982
2018-05-25,46181
2018-05-26,47340
2018-05-27,48117
2018-05-28,48781
2018-05-29,49316
2018-05-30,49648
2018-05-31,48413
2018-06-01,46903
2018-06-02,45946
2018-06-03,47949
2018-06-04,49860
2018-06-05,48877
2018-06-06,48204
2018-06-07,48949
2018-06-08,48782
2018-06-09,48071
2018-06-10,48775
2018-06-11,48621
2018-06-12,49296
2018-06-13,49256
2018-06-14,48810
2018-06-15,49000
2018-06-16,48580
2018-06-17,47859
2018-06-18,48313
2018-06-19,47512
2018-06-20,48357
2018-06-21,47952
2018-06-22,48550
2018-06-23,49481
2018-06-24,49842
2018-06-25,48890
2018-06-26,48516
2018-06-27,47348
2018-06-28,48340
2018-06-29,48416
2018-06-30,48257
2018-07-01,48639
2018-07-02,49339
2018-07-03,49196
2018-07-04,49609
2018-07-05,50460
2018-07-06,51065
2018-07-07,49936
2018-07-08,49710
2018-07-09,49833
2018-07-10,49276
2018-07-11,48860
2018-07-12,49019
2018-07-13,49759
2018-07-14,51441
2018-07-15,52813
2018-07-16,54651
2018-07-17,56510
2018-07-18,59260
2018-07-19,61329
2018-07-20,61979
2018-07-21,62090
2018-07-22,61936
2018-07-23,61096
2018-07-24,60593
2018-07-25,59909
2018-07-26,59103
2018-07-27,61846
2018-07-28,64750
2018-07-29,67611
2018-07-30,69782
2018-07-31,70604
2018-08-01,70370
2018-08-02,70588
2018-08-03,69610
2018-08-04,67143
2018-08-05,64523
2018-08-06,62952
2018-08-07,64331
2018-08-08,64869
2018-08-09,64058
2018-08-10,65377
2018-08-11,67040
2018-08-12,68567
2018-08-14,69584
2018-08-16,64685
2018-08-17,62495
2018-08-18,60670
2018-08-19,60766
2018-08-20,60351
2018-08-21,58935
2018-08-22,59546
2018-08-23,60668
2018-08-24,62238
2018-08-25,62597
2018-08-26,65451
2018-08-27,67602
2018-08-28,65818
2018-08-29,64928
2018-08-30,65814
2018-08-31,66661
2018-09-01,66132
2018-09-02,64456
2018-09-03,62035
2018-09-04,59887
2018-09-05,60045
2018-09-06,60629
2018-09-07,59843
2018-09-08,58887
2018-09-09,59284
2018-09-10,59854
2018-09-11,59334
2018-09-12,60175
2018-09-13,60713
2018-09-14,58868
2018-09-15,57453
2018-09-16,58234
2018-09-17,56960
2018-09-18,56988
2018-09-19,57165
2018-09-20,57478
2018-09-21,57143
2018-09-22,57599
2018-09-23,57657
2018-09-24,57402
2018-09-25,57248
2018-09-26,56509
2018-09-27,55843
2018-09-28,54665
2018-09-29,53685
2018-09-30,52709
2018-10-01,53135
2018-10-02,52938
2018-10-03,53726
2018-10-04,55050
2018-10-05,55223
2018-10-06,54969
2018-10-07,53698
2018-10-08,53296
2018-10-09,54426
2018-10-10,53938
2018-10-11,53165
2018-10-12,53251
2018-10-13,52024
2018-10-14,50908
2018-10-15,51326
2018-10-16,50688
2018-10-17,49499
2018-10-18,48655
2018-10-19,48559
2018-10-20,48217
2018-10-21,49843
2018-10-22,51108
2018-10-23,51124
2018-10-24,49622
2018-10-25,49631
2018-10-26,49286
2018-10-27,50264
2018-10-28,51133
2018-10-29,50570
2018-10-30,50989
2018-10-31,52097
2018-11-01,52531
2018-11-03,51795
2018-11-04,51031
2018-11-05,49965
2018-11-06,49648
2018-11-07,49907
2018-11-08,49725
2018-11-09,49946
2018-11-10,50623
2018-11-11,51936
2018-11-12,53523
2018-11-13,52456
2018-11-14,52430
2018-11-15,51959
2018-11-16,51044
2018-11-17,50548
2018-11-18,50004
2018-11-19,49825
2018-11-20,49387
2018-11-21,49073
2018-11-22,47925
2018-11-23,47033
2018-11-24,46433
2018-11-25,46894
2018-11-26,47157
2018-11-27,48140
2018-11-28,48680
2018-11-29,48990
2018-12-01,48874
2018-12-02,49127
2018-12-03,50328
2018-12-04,49545
2018-12-05,49900
2018-12-07,49623
2018-12-09,51218
2018-12-10,50746
2018-12-11,51247
2018-12-12,50394
2018-12-13,49375
2018-12-14,49103
2018-12-15,49485
2018-12-16,50958
2018-12-17,51354
2018-12-18,52677
2018-12-19,54720
2018-12-20,57303
2018-12-21,55688
2018-12-22,53754
2018-12-23,54451
2018-12-24,54009
2018-12-25,52036
2018-12-26,50268
2018-12-27,50109
2018-12-28,49858
2018-12-29,50100
2018-12-30,51365
2018-12-31,50415
2019-01-01,50145
2019-01-02,49415
2019-01-03,48516
2019-01-04,47692
2019-01-05,48414
2019-01-06,47517
2019-01-08,46696
2019-01-10,46049
2019-01-11,46190
2019-01-12,46543
2019-01-13,46833
2019-01-14,45862
2019-01-15,44826
2019-01-16,43694
2019-01-17,43058
2019-01-18,42878
2019-01-19,43099
2019-01-20,43386
2019-01-21,43550
2019-01-22,43460
2019-01-23,42205
2019-01-24,41435
2019-01-25,41849
2019-01-26,41663
2019-01-27,41906
2019-01-28,42808
2019-01-29,43542
2019-01-30,44243
2019-01-31,46294
2019-02-01,46172
2019-02-02,45831
2019-02-03,46017
2019-02-04,46542
2019-02-05,47146
2019-02-06,47645
2019-02-07,48905
2019-02-08,48723
2019-02-09,49817
2019-02-10,50226
2019-02-11,50196
2019-02-12,49824
2019-02-13,49259
2019-02-14,48451
2019-02-15,46204
2019-02-16,45077
2019-02-17,45452
2019-02-18,44653
2019-02-19,44222
2019-02-20,44449
2019-02-21,45548
2019-02-22,46160
2019-02-23,46657
2019-02-24,47026
2019-02-25,47819
2019-02-26,48519
2019-02-27,48354
2019-02-28,48726
2019-03-01,49545
2019-03-02,50189
2019-03-03,51090
2019-03-04,53359
2019-03-05,54770
2019-03-06,54449
2019-03-07,52492
2019-03-08,49867
2019-03-09,47403
2019-03-10,45902
2019-03-11,46250
2019-03-12,48457
2019-03-13,48756
2019-03-14,47999
2019-03-15,46917
2019-03-16,46801
2019-03-17,46018
2019-03-18,45622
2019-03-19,46429
2019-03-20,46747
2019-03-21,46970
2019-03-22,46086
