date_obj,Dragon%20defender%20ornament%20kit price
2020-02-28,1240834
2020-02-29,1280246
2020-03-01,1310400
2020-03-02,1356607
2020-03-03,1346676
2020-03-04,1303662
2020-03-05,1274589
2020-03-06,1211947
2020-03-07,1157419
2020-03-08,1125484
2020-03-09,1111399
2020-03-10,1078524
2020-03-11,1055972
2020-03-12,1022483
2020-03-13,1013943
2020-03-14,1018428
2020-03-15,1014303
2020-03-16,1003584
2020-03-17,982260
2020-03-18,944171
2020-03-19,921622
2020-03-20,904742
2020-03-21,899673
2020-03-22,893687
2020-03-23,885813
2020-03-24,899594
2020-03-25,936256
2020-03-26,966968
2020-03-27,1008569
2020-03-28,1013155
2020-03-29,989858
2020-03-30,969600
2020-03-31,978513
2020-04-01,1001400
2020-04-02,1041117
2020-04-03,1083050
2020-04-04,1129102
2020-04-05,1152410
2020-04-06,1124707
2020-04-07,1089807
2020-04-08,1058977
2020-04-09,1049625
2020-04-10,1031202
2020-04-11,991290
2020-04-12,971289
2020-04-13,949413
2020-04-14,923241
2020-04-15,912531
2020-04-16,902718
2020-04-17,904646
2020-04-18,921241
2020-04-19,939457
2020-04-20,933261
2020-04-21,930800
2020-04-22,921380
2020-04-23,916148
2020-04-24,926294
2020-04-25,938336
2020-04-26,947217
2020-04-27,955044
2020-04-28,979351
2020-04-29,968710
2020-04-30,962116
2020-05-01,954051
2020-05-02,964410
2020-05-03,960948
2020-05-04,947616
2020-05-05,927769
2020-05-06,912602
2020-05-07,900855
2020-05-08,893597
2020-05-09,873553
2020-05-10,874616
2020-05-11,879527
2020-05-12,875829
2020-05-13,878083
