date_obj,Yellow%20bead price
2015-09-04,1227
2015-09-05,1227
2015-09-06,1198
2015-09-07,1198
2015-09-08,1217
2015-09-09,1217
2015-09-10,1217
2015-09-11,1217
2015-09-12,1231
2015-09-13,1231
2015-09-14,1269
2015-09-15,1269
2015-09-16,1247
2015-09-17,1247
2015-09-18,1260
2015-09-19,1260
2015-09-20,1323
2015-09-21,1323
2015-09-22,1390
2015-09-23,1390
2015-09-24,1456
2015-09-25,1456
2015-09-27,1529
2015-09-28,1606
2015-09-29,1606
2015-09-30,1687
2015-10-05,1844
2015-10-06,1844
2015-10-07,1933
2015-10-08,1933
2015-10-09,1993
2015-10-10,1993
2015-10-11,2081
2015-10-12,2081
2015-10-13,2183
2015-10-14,2183
2015-10-15,2293
2015-10-16,2293
2015-10-17,2404
2015-10-18,2404
2015-10-19,2525
2015-10-20,2525
2015-10-22,2652
2015-10-23,2729
2015-10-24,2729
2015-10-25,2701
2015-10-26,2701
2015-10-27,2792
2015-10-29,2915
2015-10-30,2915
2015-10-31,2995
2015-11-01,2995
2015-11-02,3059
2015-11-03,3059
2015-11-05,2989
2015-11-06,2885
2015-11-07,2869
2015-11-08,2869
2015-11-09,2869
2015-11-10,2821
2015-11-11,2821
2015-11-12,2924
2015-11-13,2924
2015-11-14,2877
2015-11-15,2877
2015-11-16,2800
2015-11-17,2800
2015-11-18,2733
2015-11-19,2733
2015-11-20,2646
2015-11-21,2646
2015-11-22,2548
2015-11-23,2548
2015-11-24,2447
2015-11-25,2355
2015-11-26,2355
2015-11-27,2295
2015-11-28,2295
2015-11-29,2223
2015-11-30,2223
2015-12-01,2202
2015-12-02,2202
2015-12-03,2307
2015-12-04,2307
2015-12-05,2423
2015-12-06,2526
2015-12-07,2526
2015-12-08,2570
2015-12-09,2570
2015-12-10,2459
2015-12-11,2459
2015-12-13,2388
2015-12-14,2291
2015-12-15,2190
2015-12-16,2190
2015-12-17,2081
2015-12-18,2081
2015-12-19,2001
2015-12-20,2001
2015-12-21,1969
2015-12-22,1969
2015-12-23,1949
2015-12-24,1949
2015-12-25,1886
2015-12-26,1886
2015-12-27,1793
2015-12-28,1793
2015-12-29,1713
2015-12-30,1713
2015-12-31,1627
2016-01-01,1627
2016-01-02,1545
2016-01-03,1475
2016-01-04,1475
2016-01-05,1416
2016-01-06,1416
2016-01-07,1398
2016-01-08,1398
2016-01-09,1405
2016-01-10,1405
2016-01-11,1334
2016-01-12,1334
2016-01-13,1267
2016-01-14,1260
2016-01-15,1260
2016-01-16,1254
2016-01-17,1254
2016-01-18,1250
2016-01-19,1250
2016-01-20,1280
2016-01-21,1280
2016-01-22,1344
2016-01-23,1344
2016-01-24,1412
2016-01-25,1478
2016-01-26,1478
2016-01-27,1552
2016-01-28,1552
2016-01-29,1630
2016-01-30,1630
2016-01-31,1712
2016-02-01,1712
2016-02-02,1797
2016-02-03,1797
2016-02-04,1887
2016-02-05,1887
2016-02-06,1982
2016-02-07,1982
2016-02-08,2082
2016-02-09,2082
2016-02-10,2179
2016-02-11,2179
2016-02-12,2226
2016-02-13,2320
2016-02-14,2320
2016-02-15,2419
2016-02-16,2419
2016-02-17,2416
2016-02-18,2416
2016-02-19,2525
2016-02-20,2525
2016-02-21,2552
2016-02-22,2552
2016-02-23,2516
2016-02-24,2516
2016-02-25,2468
2016-02-26,2468
2016-02-27,2436
2016-02-28,2436
2016-02-29,2458
2016-03-01,2458
2016-03-02,2478
2016-03-03,2478
2016-03-04,2457
2016-03-05,2457
2016-03-06,2562
2016-03-07,2562
2016-03-08,2636
2016-03-09,2636
2016-03-10,2706
2016-03-11,2706
2016-03-12,2842
2016-03-13,2842
2016-03-14,2815
2016-03-15,2815
2016-03-16,2689
2016-03-17,2689
2016-03-18,2678
2016-03-19,2678
2016-03-20,2642
2016-03-21,2642
2016-03-22,2678
2016-03-23,2678
2016-03-24,2605
2016-03-25,2605
2016-03-26,2560
2016-03-27,2560
2016-03-28,2554
2016-03-29,2554
2016-03-30,2682
2016-03-31,2682
2016-04-01,2765
2016-04-02,2765
2016-04-03,2773
2016-04-04,2773
2016-04-05,2684
2016-04-06,2684
2016-04-07,2622
2016-04-08,2622
2016-04-09,2602
2016-04-10,2571
2016-04-11,2571
2016-04-12,2481
2016-04-13,2481
2016-04-14,2456
2016-04-15,2456
2016-04-16,2429
2016-04-17,2429
2016-04-18,2433
2016-04-19,2433
2016-04-20,2549
2016-04-21,2549
2016-04-22,2596
2016-04-23,2596
2016-04-24,2546
2016-04-25,2479
2016-04-26,2479
2016-04-27,2462
2016-04-28,2462
2016-04-29,2422
2016-04-30,2363
2016-05-01,2363
2016-05-02,2352
2016-05-03,2352
2016-05-04,2342
2016-05-05,2339
2016-05-06,2339
2016-05-07,2435
2016-05-08,2435
2016-05-09,2557
2016-05-10,2682
2016-05-11,2682
2016-05-12,2817
2016-05-13,2866
2016-05-14,2866
2016-05-15,2897
2016-05-16,2897
2016-05-17,2882
2016-05-18,2867
2016-05-19,2867
2016-05-22,2828
2016-05-23,2776
2016-05-24,2776
2016-05-25,2662
2016-05-26,2662
2016-05-27,2629
2016-05-28,2629
2016-05-29,2583
2016-05-30,2583
2016-05-31,2502
2016-06-01,2430
2016-06-02,2430
2016-06-03,2424
2016-06-04,2419
2016-06-05,2419
2016-06-06,2412
2016-06-07,2412
2016-06-08,2385
2016-06-09,2298
2016-06-10,2234
2016-06-11,2234
2016-06-12,2165
2016-06-13,2165
2016-06-14,2128
2016-06-15,2128
2016-06-16,2093
2016-06-17,2147
2016-06-18,2147
2016-06-19,2155
2016-06-20,2155
2016-06-21,2093
2016-06-22,2037
2016-06-23,2037
2016-06-24,1973
2016-06-25,2038
2016-06-26,2038
2016-06-27,2140
2016-06-28,2247
2016-06-29,2247
2016-06-30,2360
2016-07-01,2478
2016-07-02,2478
2016-07-03,2559
2016-07-04,2678
2016-07-05,2678
2016-07-06,2811
2016-07-07,2811
2016-07-08,2952
2016-07-09,2989
2016-07-10,2989
2016-07-11,2903
2016-07-12,2903
2016-07-13,2762
2016-07-14,2762
2016-07-15,2640
2016-07-16,2640
2016-07-17,2530
2016-07-18,2530
2016-07-24,2299
2016-07-25,2229
2016-07-26,2229
2016-07-27,2142
2016-07-28,2142
2016-07-29,2124
2016-07-30,2124
2016-07-31,2103
2016-08-01,2103
2016-08-02,2139
2016-08-03,2139
2016-08-04,2124
2016-08-05,2124
2016-08-06,2121
2016-08-07,2121
2016-08-08,2176
2016-08-09,2176
2016-08-10,2230
2016-08-11,2230
2016-08-12,2230
2016-08-13,2322
2016-08-14,2322
2016-08-15,2354
2016-08-16,2354
2016-08-17,2405
2016-08-18,2405
2016-08-19,2516
2016-08-20,2516
2016-08-21,2586
2016-08-22,2586
2016-08-23,2584
2016-08-24,2584
2016-08-25,2558
2016-08-26,2558
2016-08-28,2499
2016-08-31,2444
2016-09-01,2473
2016-09-02,2473
2016-09-03,2473
2016-09-04,2414
2016-09-05,2414
2016-09-06,2354
2016-09-07,2354
2016-09-08,2354
2016-09-09,2292
2016-09-10,2292
2016-09-11,2255
2016-09-12,2255
2016-09-13,2284
2016-09-14,2284
2016-09-15,2260
2016-09-16,2260
2016-09-17,2260
2016-09-18,2240
2016-09-19,2240
2016-09-20,2240
2016-09-21,2209
2016-09-22,2209
2016-09-23,2174
2016-09-24,2174
2016-09-25,2174
2016-09-26,2191
2016-09-27,2191
2016-09-28,2207
2016-09-29,2207
2016-09-30,2282
2016-10-01,2282
2016-10-02,2282
2016-10-03,2365
2016-10-04,2365
2016-10-05,2338
2016-10-06,2338
2016-10-07,2280
2016-10-08,2280
2016-10-09,2235
2016-10-10,2235
2016-10-11,2191
2016-10-12,2191
2016-10-13,2129
2016-10-14,2129
2016-10-15,2196
2016-10-16,2196
2016-10-17,2302
2016-10-18,2302
2016-10-19,2366
2016-10-20,2366
2016-10-21,2390
2016-10-22,2390
2016-10-23,2469
2016-10-24,2469
2016-10-25,2574
2016-10-26,2574
2016-10-27,2684
2016-10-28,2684
2016-10-29,2803
2016-10-30,2803
2016-10-31,2914
2016-11-01,2914
2016-11-02,3035
2016-11-03,3035
2016-11-04,2988
2016-11-05,2988
2016-11-06,2838
2016-11-07,2838
2016-11-08,2696
2016-11-09,2696
2016-11-10,2561
2016-11-11,2561
2016-11-12,2432
2016-11-13,2432
2016-11-14,2310
2016-12-08,2070
2016-12-09,2070
2016-12-10,2031
2016-12-11,2031
2016-12-12,2040
2016-12-13,2040
2016-12-14,2037
2016-12-15,2037
2016-12-16,2042
2016-12-17,2026
2016-12-18,2026
2016-12-19,2028
2016-12-20,2061
2016-12-21,2061
2016-12-22,2077
2016-12-23,2170
2016-12-24,2170
2016-12-25,2172
2016-12-26,2172
2016-12-27,2147
2016-12-28,2147
2016-12-29,2120
2016-12-30,2120
2016-12-31,2114
2017-01-01,2114
2017-01-02,2074
2017-01-03,2074
2017-01-04,2083
2017-01-05,2083
2017-01-06,2127
2017-01-07,2140
2017-01-08,2140
2017-01-09,2118
2017-01-10,2118
2017-01-11,2207
2017-01-12,2261
2017-01-13,2261
2017-01-14,2300
2017-01-15,2364
2017-01-16,2364
2017-01-17,2374
2017-01-18,2364
2017-01-19,2364
2017-01-20,2335
2017-01-21,2354
2017-01-22,2354
2017-01-27,2334
2017-01-28,2288
2017-01-29,2242
2017-01-30,2242
2017-01-31,2219
2017-02-01,2183
2017-02-02,2183
2017-02-03,2150
2017-02-04,2121
2017-02-05,2121
2017-02-06,2108
2017-02-07,2108
2017-02-08,2118
2017-02-09,2118
2017-02-10,2070
2017-02-11,2040
2017-02-12,2040
2017-02-13,2031
2017-02-14,2040
2017-02-15,2040
2017-02-16,2090
2017-02-18,2098
2017-02-19,2041
2017-02-20,2041
2017-02-21,2086
2017-02-22,2086
2017-02-23,2060
2017-02-24,2060
2017-02-25,1995
2017-02-26,1995
2017-02-27,1932
2017-02-28,1843
2017-03-01,1843
2017-03-02,1785
2017-03-03,1785
2017-03-04,1794
2017-03-05,1794
2017-03-06,1781
2017-03-07,1781
2017-03-08,1781
2017-03-09,1781
2017-03-10,1767
2017-03-11,1773
2017-03-12,1773
2017-03-13,1732
2017-03-14,1767
2017-03-15,1767
2017-03-16,1783
2017-03-17,1783
2017-03-18,1868
2017-03-19,1943
2017-03-20,1931
2017-03-21,1931
2017-03-22,1883
2017-03-23,1883
2017-03-24,1906
2017-03-25,1906
2017-03-26,1885
2017-03-27,1884
2017-03-28,1884
2017-03-29,1934
2017-03-30,1934
2017-03-31,1955
2017-04-01,1955
2017-04-02,2008
2017-04-03,2056
2017-04-04,2056
2017-04-12,2141
2017-04-13,2105
2017-04-14,2105
2017-04-15,2087
2017-04-16,2045
2017-04-17,1984
2017-04-18,1984
2017-04-19,1984
2017-04-20,1984
2017-04-21,2037
2017-04-22,2037
2017-04-23,2022
2017-04-24,2022
2017-04-25,2024
2017-04-26,2024
2017-04-27,1999
2017-04-28,1999
2017-04-29,1982
2017-04-30,1982
2017-05-01,2006
2017-05-02,2006
2017-05-03,1981
2017-05-04,1918
2017-05-05,1918
2017-05-06,1905
2017-05-07,1905
2017-05-08,1925
2017-05-09,1880
2017-05-10,1880
2017-05-11,1917
2017-05-12,1931
2017-05-13,1880
2017-05-14,1880
2017-05-15,1923
2017-05-16,1946
2017-05-17,1946
2017-05-18,1922
2017-05-19,1922
2017-05-20,1929
2017-05-21,1929
2017-05-22,1905
2017-05-23,1905
2017-05-24,1927
2017-05-25,1927
2017-05-26,1914
2017-05-27,1914
2017-05-28,1872
2017-05-29,1872
2017-05-30,1880
2017-05-31,1880
2017-06-01,1849
2017-06-02,1849
2017-06-03,1921
2017-06-06,2030
2017-06-07,2030
2017-06-08,1981
2017-06-09,1981
2017-06-10,1933
2017-06-11,1933
2017-06-12,1921
2017-06-13,1891
2017-06-14,1891
2017-06-15,1945
2017-06-16,1945
2017-06-17,1984
2017-06-18,1947
2017-06-19,1947
2017-06-20,1980
2017-06-21,1980
2017-06-22,1971
2017-06-23,1971
2017-06-24,1920
2017-06-25,1920
2017-06-26,1923
2017-06-27,1919
2017-06-28,1919
2017-06-29,1895
2017-06-30,1895
2017-07-01,1818
2017-07-02,1818
2017-07-03,1753
2017-07-04,1761
2017-07-05,1761
2017-07-06,1721
2017-07-07,1721
2017-07-08,1667
2017-07-13,1520
2017-07-14,1449
2017-07-15,1449
2017-07-16,1398
2017-07-17,1362
2017-07-18,1362
2017-07-19,1431
2017-07-20,1489
2017-07-21,1489
2017-07-22,1521
2017-07-23,1482
2017-07-24,1482
2017-07-25,1453
2017-07-26,1444
2017-07-27,1472
2017-07-28,1472
2017-07-29,1509
2017-07-30,1567
2017-07-31,1567
2017-08-01,1646
2017-08-02,1729
2017-08-03,1729
2017-08-04,1816
2017-08-05,1794
2017-08-06,1794
2017-08-09,1693
2017-08-10,1613
2017-08-11,1613
2017-08-12,1545
2017-08-13,1545
2017-08-14,1509
2017-08-15,1469
2017-08-16,1469
2017-08-17,1431
2017-08-18,1431
2017-08-19,1428
2017-08-20,1433
2017-08-21,1433
2017-08-22,1416
2017-08-23,1416
2017-08-24,1416
2017-08-25,1416
2017-08-26,1409
2017-08-27,1409
2017-08-28,1396
2017-08-29,1396
2017-08-30,1443
2017-08-31,1443
2017-09-01,1423
2017-09-02,1371
2017-09-03,1371
2017-09-04,1332
2017-09-05,1333
2017-09-06,1333
2017-09-07,1375
2017-09-08,1375
2017-09-09,1381
2017-09-10,1359
2017-09-11,1359
2017-09-12,1334
2017-09-13,1345
2017-09-14,1362
2017-09-15,1362
2017-09-16,1425
2017-09-17,1431
2017-09-18,1431
2017-09-19,1416
2017-09-20,1414
2017-09-21,1414
2017-09-22,1438
2017-09-23,1438
2017-09-24,1483
2017-09-25,1483
2017-09-26,1509
2017-09-27,1509
2017-09-28,1485
2017-09-29,1476
2017-09-30,1476
2017-10-01,1467
2017-10-02,1468
2017-10-03,1468
2017-10-04,1414
2017-10-05,1395
2017-10-06,1395
2017-10-07,1393
2017-10-08,1393
2017-10-09,1381
2017-10-10,1393
2017-10-11,1393
2017-10-12,1443
2017-10-13,1478
2017-10-14,1494
2017-10-15,1494
2017-10-16,1499
2017-10-17,1499
2017-10-18,1563
2017-10-19,1563
2017-10-20,1631
2017-10-21,1631
2017-10-22,1650
2017-10-23,1650
2017-10-24,1672
2017-10-25,1673
2017-10-26,1673
2017-10-27,1615
2017-10-28,1615
2017-10-29,1571
2017-10-30,1571
2017-10-31,1641
2017-11-01,1641
2017-11-02,1598
2017-11-03,1598
2017-11-04,1612
2017-11-05,1612
2017-11-06,1586
2017-11-07,1586
2017-11-08,1621
2017-11-09,1584
2017-11-10,1584
2017-11-11,1558
2017-11-12,1497
2017-11-13,1497
2017-11-14,1433
2017-11-15,1433
2017-11-16,1398
2017-11-17,1398
2017-11-18,1336
2017-11-19,1279
2017-11-20,1279
2017-11-21,1259
2017-11-22,1259
2017-11-23,1244
2017-11-24,1244
2017-11-25,1226
2017-11-26,1226
2017-11-27,1207
2017-11-28,1207
2017-11-29,1197
2017-11-30,1197
2017-12-01,1156
2017-12-02,1156
2017-12-03,1103
2017-12-04,1103
2017-12-05,1095
2017-12-06,1095
2017-12-07,1067
2017-12-08,1067
2017-12-09,1058
2017-12-10,1032
2017-12-11,1032
2017-12-12,999
2017-12-13,999
2017-12-14,962
2017-12-15,962
2017-12-16,962
2017-12-17,997
2017-12-18,1009
2017-12-19,1009
2017-12-20,1038
2017-12-21,1090
2017-12-22,1090
2017-12-23,1122
2017-12-24,1122
2017-12-25,1120
2017-12-26,1140
2017-12-27,1171
2017-12-28,1171
2017-12-29,1153
2017-12-30,1117
2017-12-31,1117
2018-01-01,1108
2018-01-02,1108
2018-01-03,1109
2018-01-04,1109
2018-01-05,1100
2018-01-06,1078
2018-01-07,1093
2018-01-08,1130
2018-01-09,1161
2018-01-10,1161
2018-01-11,1137
2018-01-12,1142
2018-01-13,1156
2018-01-14,1184
2018-01-15,1209
2018-01-16,1270
2018-01-17,1334
2018-01-18,1399
2018-01-19,1399
2018-01-20,1394
2018-01-21,1355
2018-01-22,1346
2018-01-23,1305
2018-01-24,1281
2018-01-25,1281
2018-01-26,1339
2018-01-27,1403
2018-01-28,1474
2018-01-29,1542
2018-01-30,1620
2018-02-01,1681
2018-02-02,1766
2018-02-03,1855
2018-02-04,1873
2018-02-05,1786
2018-02-06,1718
2018-02-07,1727
2018-02-08,1727
2018-02-09,1814
2018-02-10,1814
2018-02-11,1894
2018-02-12,1897
2018-02-13,1992
2018-02-14,2092
2018-02-15,2196
2018-02-16,2269
2018-02-17,2365
2018-02-18,2459
2018-02-19,2491
2018-02-20,2491
2018-02-21,2502
2018-02-22,2502
2018-02-23,2611
2018-02-24,2611
2018-02-25,2733
2018-02-26,2870
2018-02-27,3006
2018-02-28,3006
2018-03-01,3019
2018-03-02,2895
2018-03-03,2833
2018-03-04,2833
2018-03-05,2748
2018-03-06,2610
2018-03-07,2479
2018-03-08,2399
2018-03-09,2340
2018-03-10,2242
2018-03-11,2228
2018-03-12,2174
2018-03-13,2145
2018-03-14,2105
2018-03-15,2105
2018-03-16,2088
2018-03-17,2074
2018-03-18,2049
2018-03-20,2097
2018-03-21,2131
2018-03-23,2154
2018-03-24,2180
2018-03-26,2039
2018-03-27,2132
2018-03-28,2132
2018-03-29,2239
2018-03-30,2316
2018-03-31,2296
2018-04-01,2367
2018-04-02,2361
2018-04-03,2428
2018-04-04,2462
2018-04-05,2462
2018-04-06,2465
2018-04-08,2383
2018-04-09,2336
2018-04-10,2336
2018-04-11,2268
2018-04-12,2208
2018-04-13,2208
2018-04-14,2160
2018-04-16,2129
2018-04-17,2114
2018-04-18,2114
2018-04-19,2074
2018-04-20,1991
2018-04-21,1961
2018-04-22,1961
2018-04-23,2013
2018-04-24,2013
2018-04-25,2001
2018-04-26,2001
2018-04-27,1927
2018-04-28,1899
2018-04-29,1991
2018-04-30,2034
2018-05-02,2100
2018-05-03,2092
2018-05-04,2092
2018-05-05,2163
2018-05-06,2163
2018-05-07,2225
2018-05-08,2225
2018-05-09,2256
2018-05-10,2207
2018-05-11,2132
2018-05-12,2141
2018-05-13,2141
2018-05-14,2156
2018-05-15,2109
2018-05-16,2012
2018-05-17,1927
2018-05-18,1864
2018-05-19,1829
2018-05-20,1856
2018-05-21,1874
2018-05-22,1874
2018-05-23,1892
2018-05-24,1960
2018-05-25,1960
2018-05-26,1987
2018-05-27,1987
2018-05-28,1969
2018-05-29,1949
2018-05-30,1923
2018-05-31,1907
2018-06-01,1866
2018-06-02,1828
2018-06-03,1828
2018-06-04,1793
2018-06-05,1758
2018-06-06,1729
2018-06-07,1729
2018-06-08,1697
2018-06-09,1697
2018-06-10,1682
2018-06-11,1677
2018-06-12,1659
2018-06-13,1653
2018-06-14,1638
2018-06-15,1638
2018-06-16,1616
2018-06-17,1605
2018-06-18,1619
2018-06-19,1635
2018-06-20,1635
2018-06-21,1624
2018-06-22,1665
2018-06-23,1665
2018-06-24,1738
2018-06-25,1825
2018-06-26,1917
2018-06-27,1988
2018-06-28,2056
2018-06-29,2003
2018-06-30,1933
2018-07-01,1894
2018-07-02,1894
2018-07-03,1956
2018-07-04,1991
2018-07-05,2018
2018-07-06,2038
2018-07-07,2023
2018-07-08,2028
2018-07-09,2087
2018-07-10,2192
2018-07-11,2302
2018-07-12,2416
2018-07-13,2523
2018-07-14,2645
2018-07-15,2773
2018-07-16,2753
2018-07-17,2668
2018-07-18,2573
2018-07-19,2465
2018-07-20,2561
2018-07-21,2690
2018-07-22,2814
2018-07-23,2856
2018-07-24,2905
2018-07-25,2805
2018-07-26,2762
2018-07-27,2753
2018-07-28,2686
2018-07-29,2609
2018-07-30,2579
2018-07-31,2578
2018-08-01,2578
2018-08-02,2562
2018-08-03,2589
2018-08-04,2661
2018-08-05,2682
2018-08-06,2665
2018-08-07,2676
2018-08-08,2723
2018-08-09,2723
2018-08-10,2733
2018-08-11,2788
2018-08-12,2827
2018-08-14,2731
2018-08-16,2756
2018-08-17,2738
2018-08-18,2875
2018-08-19,3008
2018-08-20,3026
2018-08-21,2987
2018-08-22,2914
2018-08-23,2874
2018-08-24,2987
2018-08-25,3045
2018-08-26,3034
2018-08-27,3047
2018-08-28,3008
2018-08-29,3039
2018-08-30,3006
2018-08-31,2984
2018-09-01,3047
2018-09-02,3006
2018-09-03,3039
2018-09-04,3048
2018-09-05,3043
2018-09-06,3043
2018-09-07,3048
2018-09-08,3069
2018-09-09,3087
2018-09-10,3128
2018-09-11,3084
2018-09-12,3074
2018-09-13,3112
2018-09-14,3131
2018-09-15,3162
2018-09-16,3321
2018-09-17,3381
2018-09-18,3295
2018-09-19,3184
2018-09-20,3074
2018-09-21,3092
2018-09-22,3116
2018-09-23,3091
2018-09-24,3079
2018-09-25,3015
2018-09-26,3057
2018-09-27,3081
2018-09-28,3038
2018-09-29,2939
2018-09-30,2814
2018-10-02,2632
2018-10-03,2703
2018-10-04,2812
2018-10-05,2814
2018-10-06,2907
2018-10-07,3003
2018-10-08,3020
2018-10-09,3027
2018-10-10,2995
2018-10-11,2929
2018-10-12,2806
2018-10-13,2761
2018-10-14,2697
2018-10-15,2612
2018-10-16,2541
2018-10-17,2559
2018-10-18,2576
2018-10-19,2550
2018-10-20,2550
2018-10-21,2524
2018-10-22,2593
2018-10-23,2509
2018-10-24,2451
2018-10-25,2406
2018-10-26,2309
2018-10-27,2217
2018-10-28,2137
2018-10-29,2147
2018-10-30,2177
2018-10-31,2276
2018-11-01,2356
2018-11-03,2482
2018-11-04,2523
2018-11-05,2616
2018-11-06,2690
2018-11-07,2643
2018-11-08,2529
2018-11-09,2413
2018-11-10,2325
2018-11-11,2211
2018-11-12,2100
2018-11-13,1995
2018-11-14,1975
2018-11-15,2028
2018-11-16,1956
2018-11-17,1878
2018-11-18,1787
2018-11-19,1712
2018-11-20,1628
2018-11-21,1546
2018-11-22,1513
2018-11-23,1508
2018-11-24,1515
2018-11-25,1529
2018-11-26,1534
2018-11-27,1554
2018-11-28,1536
2018-11-29,1528
2018-12-01,1532
2018-12-02,1520
2018-12-03,1510
2018-12-05,1513
2018-12-07,1513
2018-12-09,1514
2018-12-10,1512
2018-12-11,1512
2018-12-12,1512
2018-12-13,1513
2018-12-14,1511
2018-12-15,1509
2018-12-16,1496
2018-12-17,1452
2018-12-18,1459
2018-12-19,1408
2018-12-20,1339
2018-12-21,1315
2018-12-22,1291
2018-12-23,1312
2018-12-24,1367
2018-12-25,1369
2018-12-26,1414
2018-12-27,1426
2018-12-28,1421
2018-12-29,1351
2018-12-30,1289
2018-12-31,1235
2019-01-01,1234
2019-01-02,1202
2019-01-03,1193
2019-01-04,1177
2019-01-05,1146
2019-01-06,1126
2019-01-08,1084
2019-01-10,1110
2019-01-11,1143
2019-01-12,1197
2019-01-13,1222
2019-01-14,1240
2019-01-15,1300
2019-01-16,1342
2019-01-17,1410
2019-01-18,1481
2019-01-19,1556
2019-01-20,1629
2019-01-21,1711
2019-01-22,1797
2019-01-23,1858
2019-01-24,1883
2019-01-25,1912
2019-01-26,1879
2019-01-27,1830
2019-01-28,1838
2019-01-29,1858
2019-01-30,1948
2019-01-31,2028
2019-02-01,2129
2019-02-02,2236
2019-02-03,2324
2019-02-04,2441
2019-02-05,2563
2019-02-06,2691
2019-02-07,2826
2019-02-08,2968
2019-02-09,3058
2019-02-10,3132
2019-02-11,3089
2019-02-12,2953
2019-02-13,2812
2019-02-14,2701
2019-02-15,2565
2019-02-16,2608
2019-02-17,2739
2019-02-18,2868
2019-02-19,3011
2019-02-20,3026
2019-02-21,3014
2019-02-22,3007
2019-02-23,2982
2019-02-24,3036
2019-02-25,2938
2019-02-26,3004
2019-02-27,3058
2019-02-28,3022
2019-03-01,3039
2019-03-02,3059
2019-03-03,3055
2019-03-04,3091
2019-03-05,2958
2019-03-06,2810
2019-03-07,2681
2019-03-08,2597
2019-03-09,2473
2019-03-10,2369
2019-03-11,2270
2019-03-12,2156
2019-03-13,2048
2019-03-14,1945
2019-03-15,1859
2019-03-16,1769
2019-03-17,1738
2019-03-18,1689
2019-03-19,1674
2019-03-20,1633
2019-03-21,1556
2019-03-22,1513
2019-03-23,1525
2019-03-24,1547
2019-03-25,1567
2019-03-26,1598
2019-03-27,1598
2019-03-28,1558
2019-03-29,1523
2019-03-30,1523
2019-03-31,1459
2019-04-01,1447
2019-04-02,1520
2019-04-03,1557
2019-04-04,1590
2019-04-05,1622
2019-04-06,1572
2019-04-07,1520
2019-04-08,1472
2019-04-09,1489
2019-04-10,1551
