date_obj,Guthix%20mitre price
2015-12-25,65538
2015-12-26,66146
2015-12-27,65768
2015-12-28,66875
2015-12-29,69158
2015-12-30,71200
2015-12-31,73175
2016-01-01,73725
2016-01-02,73754
2016-01-03,74743
2016-01-04,71468
2016-01-05,70373
2016-01-06,68226
2016-01-07,68634
2016-01-08,68839
2016-01-09,69131
2016-01-10,67034
2016-01-11,66642
2016-01-12,64198
2016-01-13,62439
2016-01-14,61938
2016-01-15,61317
2016-01-16,61196
2016-01-17,59844
2016-01-18,61932
2016-01-19,64787
2016-01-20,66973
2016-01-21,68258
2016-01-22,68444
2016-01-23,65674
2016-01-24,63327
2016-01-25,61220
2016-01-26,60216
2016-01-27,57479
2016-01-28,57479
2016-01-29,54804
2016-01-30,53027
2016-01-31,50841
2016-02-01,49936
2016-02-02,48934
2016-02-03,47097
2016-02-04,46257
2016-02-05,46582
2016-02-06,47185
2016-02-07,48894
2016-02-08,50537
2016-02-09,52240
2016-02-10,51068
2016-02-11,53085
2016-02-12,55070
2016-02-13,57559
2016-02-14,59047
2016-02-15,58256
2016-02-16,55343
2016-02-17,53241
2016-02-18,51848
2016-02-19,52733
2016-02-20,51482
2016-02-21,49591
2016-02-22,48725
2016-02-23,50443
2016-02-24,52727
2016-02-25,54712
2016-02-26,54712
2016-02-27,55331
2016-02-28,56039
2016-02-29,56859
2016-03-01,56799
2016-03-02,56189
2016-03-03,55988
2016-03-04,55762
2016-03-05,55618
2016-03-06,54791
2016-03-07,54631
2016-03-08,53848
2016-03-09,53906
2016-03-10,53072
2016-03-11,51522
2016-03-12,50871
2016-03-13,51549
2016-03-14,51883
2016-03-15,52048
2016-03-16,51129
2016-03-17,51677
2016-03-18,51425
2016-03-19,51880
2016-03-20,53461
2016-03-21,55820
2016-03-22,58456
2016-03-23,58055
2016-03-24,58158
2016-03-25,56155
2016-03-26,54419
2016-03-27,53556
2016-03-28,52239
2016-03-29,51168
2016-03-30,51168
2016-03-31,49945
2016-04-01,49315
2016-04-02,49943
2016-04-03,49639
2016-04-04,49267
2016-04-05,49904
2016-04-06,51402
2016-04-07,53003
2016-04-08,52378
2016-04-09,51094
2016-04-10,50993
2016-04-11,50993
2016-04-12,50736
2016-04-13,50395
2016-04-14,50610
2016-04-15,51207
2016-04-16,50280
2016-04-17,50350
2016-04-18,50146
2016-04-19,50176
2016-04-20,50166
2016-04-21,49678
2016-04-22,49678
2016-04-23,48315
2016-04-24,48655
2016-04-25,47099
2016-04-26,45864
2016-04-27,47029
2016-04-28,48735
2016-04-29,49686
2016-04-30,49683
2016-05-01,49332
2016-05-02,51335
2016-05-03,53742
2016-05-04,54578
2016-05-05,55923
2016-05-06,55923
2016-05-07,57593
2016-05-08,59205
2016-05-09,60279
2016-05-10,61936
2016-05-11,63664
2016-05-12,64261
2016-05-13,63966
2016-05-14,63715
2016-05-15,63428
2016-05-16,62796
2016-05-17,62306
2016-05-18,61534
2016-05-19,59881
2016-05-22,58085
2016-05-23,57603
2016-05-24,56956
2016-05-25,56671
2016-05-26,55857
2016-05-27,55449
2016-05-28,55478
2016-05-29,54927
2016-05-30,54454
2016-05-31,52816
2016-06-01,52761
2016-06-02,53315
2016-06-03,53040
2016-06-04,52774
2016-06-05,51593
2016-06-06,51988
2016-06-07,51988
2016-06-08,51156
2016-06-09,51531
2016-06-10,52479
2016-06-11,52438
2016-06-12,52336
2016-06-13,51058
2016-06-14,51203
2016-06-15,52595
2016-06-16,53521
2016-06-17,54641
2016-06-18,55248
2016-06-19,55192
2016-06-20,55029
2016-06-21,54808
2016-06-22,55079
2016-06-23,54740
2016-06-24,54498
2016-06-25,56812
2016-06-26,57318
2016-06-27,57385
2016-06-28,56649
2016-06-29,56385
2016-06-30,55844
2016-07-01,55134
2016-07-02,54800
2016-07-03,54331
2016-07-04,54081
2016-07-05,53829
2016-07-06,52675
2016-07-07,50671
2016-07-08,48511
2016-07-09,46519
2016-07-10,44624
2016-07-11,43572
2016-07-12,42888
2016-07-13,42962
2016-07-14,41719
2016-07-15,40308
2016-07-16,39013
2016-07-17,38757
2016-07-18,38883
2016-07-23,39036
2016-07-24,39207
2016-07-25,39408
2016-07-26,39506
2016-07-27,39365
2016-07-28,39284
2016-07-29,40247
2016-07-30,40912
2016-07-31,41506
2016-08-01,42446
2016-08-02,44037
2016-08-03,45550
2016-08-04,45957
2016-08-05,46225
2016-08-06,46545
2016-08-07,45904
2016-08-08,45917
2016-08-09,45672
2016-08-10,45468
2016-08-11,45474
2016-08-12,44351
2016-08-13,43022
2016-08-14,42032
2016-08-15,40801
2016-08-16,41495
2016-08-17,42671
2016-08-18,42653
2016-08-19,42629
2016-08-20,41747
2016-08-21,40274
2016-08-22,39988
2016-08-23,40457
2016-08-24,40592
2016-08-25,41384
2016-08-26,41384
2016-08-28,40445
2016-08-31,38395
2016-09-01,38730
2016-09-02,38730
2016-09-03,38916
2016-09-04,39267
2016-09-05,38510
2016-09-06,38331
2016-09-07,38477
2016-09-08,38918
2016-09-09,38814
2016-09-10,39487
2016-09-11,39041
2016-09-12,39033
2016-09-13,38421
2016-09-14,38421
2016-09-15,37589
2016-09-16,37589
2016-09-17,37583
2016-09-18,39053
2016-09-19,38945
2016-09-20,38945
2016-09-21,38761
2016-09-22,38186
2016-09-23,37977
2016-09-24,37977
2016-09-25,38072
2016-09-26,38072
2016-09-27,37973
2016-09-28,37786
2016-09-29,37786
2016-09-30,36839
2016-10-01,37539
2016-10-02,37539
2016-10-03,38460
2016-10-04,37638
2016-10-05,36706
2016-10-06,36427
2016-10-07,37553
2016-10-08,39064
2016-10-09,40611
2016-10-10,41160
2016-10-11,41967
2016-10-12,43963
2016-10-13,45554
2016-10-14,46300
2016-10-15,48233
2016-10-16,49367
2016-10-17,50798
2016-10-18,53219
2016-10-19,55816
2016-10-20,57390
2016-10-21,58970
2016-10-22,58970
2016-10-23,61052
2016-10-24,62972
2016-10-25,62972
2016-10-26,64612
2016-10-27,65170
2016-10-28,65170
2016-10-29,64217
2016-10-30,62944
2016-10-31,60138
2016-11-01,60138
2016-11-02,57131
2016-11-03,55299
2016-11-04,52872
2016-11-05,52872
2016-11-06,50339
2016-11-07,50339
2016-11-08,47890
2016-11-09,45495
2016-11-10,43475
2016-11-11,42652
2016-11-12,41808
2016-11-13,41808
2016-11-14,41686
2016-11-15,42183
2016-12-07,41900
2016-12-08,41007
2016-12-09,40951
2016-12-10,41511
2016-12-11,41567
2016-12-12,41749
2016-12-13,42201
2016-12-14,41590
2016-12-15,41590
2016-12-16,41414
2016-12-17,42620
2016-12-18,42912
2016-12-19,42705
2016-12-20,42730
2016-12-21,42893
2016-12-22,44065
2016-12-23,45267
2016-12-24,46105
2016-12-25,46762
2016-12-26,47746
2016-12-27,47893
2016-12-28,47884
2016-12-29,47961
2016-12-30,47219
2016-12-31,46493
2017-01-01,45523
2017-01-02,45012
2017-01-03,44688
2017-01-04,43909
2017-01-05,43419
2017-01-06,43220
2017-01-07,42724
2017-01-08,42016
2017-01-09,41127
2017-01-10,40658
2017-01-11,40603
2017-01-12,40285
2017-01-13,39477
2017-01-14,39817
2017-01-15,39412
2017-01-16,39851
2017-01-17,39786
2017-01-18,40634
2017-01-19,41013
2017-01-20,42375
2017-01-21,43073
2017-01-22,43320
2017-01-23,43428
2017-01-27,42138
2017-01-28,42278
2017-01-29,41658
2017-01-30,41503
2017-01-31,41852
2017-02-01,41734
2017-02-02,41039
2017-02-03,40861
2017-02-04,41033
2017-02-05,40966
2017-02-06,39829
2017-02-07,39586
2017-02-08,39310
2017-02-09,39310
2017-02-10,39277
2017-02-11,39367
2017-02-12,39578
2017-02-13,39816
2017-02-14,39215
2017-02-15,38382
2017-02-16,38306
2017-02-18,38639
2017-02-19,38928
2017-02-20,39887
2017-02-21,40788
2017-02-22,41062
2017-02-23,41629
2017-02-24,41622
2017-02-25,41580
2017-02-26,41234
2017-02-27,41352
2017-02-28,41050
2017-03-01,40959
2017-03-02,41530
2017-03-03,41015
2017-03-04,40809
2017-03-05,40268
2017-03-06,39243
2017-03-07,39094
2017-03-08,39010
2017-03-09,38348
2017-03-10,37072
2017-03-11,36117
2017-03-12,35412
2017-03-13,34842
2017-03-14,35574
2017-03-15,35937
2017-03-16,36739
2017-03-17,36240
2017-03-18,35894
2017-03-19,35023
2017-03-20,34275
2017-03-21,33746
2017-03-22,33342
2017-03-23,32720
2017-03-24,32696
2017-03-25,32696
2017-03-26,32263
2017-03-27,32189
2017-03-28,31636
2017-03-29,31085
2017-03-30,30948
2017-03-31,32133
2017-04-01,32554
2017-04-02,32965
2017-04-03,33782
2017-04-04,35029
2017-04-12,37147
2017-04-13,36981
2017-04-14,37084
2017-04-15,37782
2017-04-16,38186
2017-04-17,37783
2017-04-18,37537
2017-04-19,37662
2017-04-20,38179
2017-04-21,37772
2017-04-22,37828
2017-04-23,39698
2017-04-24,41399
2017-04-25,42717
2017-04-26,43278
2017-04-27,43881
2017-04-28,43458
2017-04-29,42676
2017-04-30,42717
2017-05-01,42229
2017-05-02,41961
2017-05-03,41174
2017-05-04,40316
2017-05-05,39109
2017-05-06,37755
2017-05-07,36935
2017-05-08,36256
2017-05-09,35787
2017-05-10,36136
2017-05-11,36291
2017-05-12,36327
2017-05-13,36337
2017-05-14,36254
2017-05-15,37059
2017-05-16,36575
2017-05-17,36069
2017-05-18,35889
2017-05-19,35002
2017-05-20,34681
2017-05-21,34681
2017-05-22,35972
2017-05-23,36812
2017-05-24,36466
2017-05-25,35726
2017-05-26,35186
2017-05-27,34322
2017-05-28,33626
2017-05-29,34121
2017-05-30,34598
2017-05-31,34141
2017-06-01,34371
2017-06-02,33475
2017-06-03,32597
2017-06-04,31363
2017-06-05,30593
2017-06-06,29474
2017-06-07,28334
2017-06-08,26917
2017-06-09,26391
2017-06-10,25810
2017-06-11,25575
2017-06-12,25153
2017-06-13,24999
2017-06-14,24354
2017-06-15,24761
2017-06-16,25017
2017-06-17,25742
2017-06-18,26029
2017-06-19,26029
2017-06-20,25595
2017-06-21,25601
2017-06-22,26048
2017-06-23,26132
2017-06-24,26272
2017-06-25,26380
2017-06-26,27035
2017-06-27,27451
2017-06-28,28546
2017-06-29,29770
2017-06-30,31259
2017-07-01,32795
2017-07-02,34422
2017-07-03,35556
2017-07-04,36470
2017-07-05,36470
2017-07-06,36562
2017-07-07,37206
2017-07-08,37652
2017-07-13,36680
2017-07-14,36269
2017-07-15,36458
2017-07-16,36650
2017-07-17,36211
2017-07-18,36259
2017-07-19,36299
2017-07-20,35431
2017-07-21,35005
2017-07-22,33643
2017-07-23,33224
2017-07-24,32615
2017-07-25,32620
2017-07-26,32849
2017-07-27,31945
2017-07-28,31480
2017-07-29,31031
2017-07-30,30373
2017-07-31,30373
2017-08-01,30254
2017-08-02,29123
2017-08-03,29614
2017-08-04,30356
2017-08-05,30844
2017-08-06,31069
2017-08-09,32287
2017-08-10,31995
2017-08-11,31732
2017-08-12,32159
2017-08-13,32650
2017-08-14,32436
2017-08-15,32747
2017-08-16,32569
2017-08-17,33105
2017-08-18,33105
2017-08-19,34542
2017-08-20,36050
2017-08-21,37228
2017-08-22,37345
2017-08-23,37464
2017-08-24,36733
2017-08-25,36109
2017-08-26,35407
2017-08-27,36233
2017-08-28,37291
2017-08-29,37870
2017-08-30,38996
2017-08-31,39461
2017-09-01,39108
2017-09-02,39303
2017-09-03,38794
2017-09-04,38369
2017-09-05,38502
2017-09-06,38005
2017-09-07,38461
2017-09-08,38941
2017-09-09,39249
2017-09-10,39981
2017-09-11,40906
2017-09-12,41344
2017-09-13,42213
2017-09-14,42040
2017-09-15,42040
2017-09-16,40926
2017-09-17,39276
2017-09-18,38136
2017-09-19,38040
2017-09-20,38367
2017-09-21,38254
2017-09-22,38709
2017-09-23,39786
2017-09-24,41021
2017-09-25,41319
2017-09-26,40916
2017-09-27,40891
2017-09-28,42268
2017-09-29,43563
2017-09-30,43689
2017-10-01,43908
2017-10-02,44639
2017-10-03,44815
2017-10-04,44756
2017-10-05,44170
2017-10-06,44214
2017-10-07,43928
2017-10-08,42929
2017-10-09,43119
2017-10-10,41701
2017-10-11,41701
2017-10-12,40333
2017-10-13,38668
2017-10-14,37819
2017-10-15,38438
2017-10-16,38720
2017-10-17,39492
2017-10-18,39316
2017-10-19,39263
2017-10-20,39330
2017-10-21,39561
2017-10-22,39886
2017-10-23,39298
2017-10-24,38817
2017-10-25,38488
2017-10-26,38532
2017-10-27,39020
2017-10-28,39020
2017-10-29,38547
2017-10-30,39051
2017-10-31,39876
2017-11-01,39876
2017-11-02,40030
2017-11-03,39759
2017-11-04,40264
2017-11-05,41754
2017-11-06,41623
2017-11-07,40181
2017-11-08,38925
2017-11-09,37519
2017-11-10,36603
2017-11-11,36149
2017-11-12,36198
2017-11-13,35702
2017-11-14,34791
2017-11-15,33914
2017-11-16,32926
2017-11-17,33382
2017-11-18,33983
2017-11-19,34085
2017-11-20,34611
2017-11-21,35052
2017-11-22,35508
2017-11-23,34864
2017-11-24,35519
2017-11-25,35651
2017-11-26,35555
2017-11-27,35555
2017-11-28,35006
2017-11-29,35153
2017-11-30,34356
2017-12-01,34397
2017-12-02,34706
2017-12-03,35421
2017-12-04,36183
2017-12-05,36637
2017-12-06,35896
2017-12-07,35789
2017-12-08,35789
2017-12-09,36166
2017-12-10,36798
2017-12-11,36420
2017-12-12,36443
2017-12-13,36351
2017-12-14,36240
2017-12-15,35597
2017-12-16,35347
2017-12-17,35019
2017-12-18,34273
2017-12-19,34126
2017-12-20,32849
2017-12-21,31967
2017-12-22,31281
2017-12-23,31053
2017-12-24,30752
2017-12-25,30481
2017-12-26,31016
2017-12-27,30810
2017-12-28,30440
2017-12-29,30320
2017-12-30,30480
2017-12-31,30661
2018-01-01,31067
2018-01-02,30422
2018-01-03,29922
2018-01-04,29310
2018-01-05,28599
2018-01-06,27846
2018-01-07,27564
2018-01-08,26775
2018-01-09,26615
2018-01-10,26430
2018-01-11,26135
2018-01-12,26439
2018-01-13,26667
2018-01-14,26062
2018-01-15,26370
2018-01-16,27410
2018-01-17,28228
2018-01-18,28768
2018-01-19,30099
2018-01-20,30449
2018-01-21,30628
2018-01-22,30797
2018-01-23,30675
2018-01-25,30217
2018-01-26,29539
2018-01-27,28853
2018-01-28,28344
2018-01-29,27730
2018-01-30,27704
2018-01-31,27032
2018-02-01,25838
2018-02-02,25547
2018-02-03,24672
2018-02-04,24194
2018-02-05,23579
2018-02-06,23171
2018-02-07,23111
2018-02-08,22279
2018-02-09,21973
2018-02-10,22026
2018-02-11,22217
2018-02-12,22224
2018-02-13,21923
2018-02-14,21438
2018-02-15,20969
2018-02-16,20503
2018-02-17,20292
2018-02-18,20101
2018-02-19,20315
2018-02-20,20531
2018-02-21,20313
2018-02-22,20862
2018-02-23,21222
2018-02-24,21361
2018-02-25,21452
2018-02-26,21461
2018-02-27,21194
2018-02-28,20748
2018-03-01,20627
2018-03-02,20372
2018-03-03,19846
2018-03-04,19846
2018-03-05,19493
2018-03-06,19456
2018-03-07,19389
2018-03-08,19077
2018-03-09,18575
2018-03-10,18294
2018-03-11,18382
2018-03-12,18418
2018-03-13,18969
2018-03-14,18464
2018-03-15,17769
2018-03-16,18096
2018-03-17,18892
2018-03-18,19511
2018-03-19,20199
2018-03-20,20511
2018-03-21,20779
2018-03-23,20954
2018-03-24,20711
2018-03-25,20547
2018-03-26,20620
2018-03-27,20966
2018-03-28,21146
2018-03-29,21189
2018-03-30,21173
2018-03-31,20917
2018-04-01,21138
2018-04-02,21015
2018-04-03,21312
2018-04-04,21655
2018-04-05,22086
2018-04-06,22788
2018-04-07,23330
2018-04-08,24085
2018-04-09,23821
2018-04-10,23525
2018-04-11,23831
2018-04-12,24217
2018-04-13,24306
2018-04-14,24017
2018-04-15,23971
2018-04-16,24339
2018-04-17,24729
2018-04-18,24820
2018-04-19,25260
2018-04-20,25412
2018-04-21,25442
2018-04-22,25562
2018-04-23,25797
2018-04-24,25555
2018-04-25,25509
2018-04-26,25578
2018-04-27,25627
2018-04-28,25560
2018-04-29,25636
2018-04-30,25248
2018-05-01,26131
2018-05-03,27913
2018-05-04,27905
2018-05-05,28042
2018-05-06,28042
2018-05-07,28712
2018-05-08,28958
2018-05-09,30268
2018-05-10,30253
2018-05-11,31109
2018-05-12,31517
2018-05-13,31624
2018-05-14,32165
2018-05-15,31497
2018-05-16,31857
2018-05-17,31748
2018-05-18,31289
2018-05-19,31096
2018-05-20,31619
2018-05-21,32855
2018-05-22,34021
2018-05-23,33904
2018-05-24,33359
2018-05-25,33433
2018-05-26,33416
2018-05-27,32883
2018-05-28,33180
2018-05-29,33526
2018-05-30,34277
2018-05-31,33984
2018-06-01,34837
2018-06-02,34343
2018-06-03,34526
2018-06-04,34290
2018-06-05,33725
2018-06-06,32681
2018-06-07,32272
2018-06-08,31565
2018-06-09,31002
2018-06-10,30476
2018-06-11,29959
2018-06-12,29130
2018-06-13,29328
2018-06-14,29060
2018-06-15,29010
2018-06-16,28690
2018-06-17,28530
2018-06-18,28056
2018-06-19,28131
2018-06-20,28131
2018-06-21,27272
2018-06-22,27325
2018-06-23,26992
2018-06-24,27398
2018-06-25,26585
2018-06-26,26277
2018-06-27,25974
2018-06-28,25799
2018-06-29,25587
2018-06-30,25307
2018-07-01,25279
2018-07-02,25279
2018-07-03,24949
2018-07-04,24511
2018-07-05,24472
2018-07-06,24336
2018-07-07,24194
2018-07-08,23799
2018-07-09,23498
2018-07-10,23271
2018-07-11,23420
2018-07-12,23670
2018-07-13,23520
2018-07-14,23803
2018-07-15,23799
2018-07-16,24361
2018-07-17,24588
2018-07-18,24512
2018-07-19,23995
2018-07-20,23827
2018-07-21,24201
2018-07-22,24357
2018-07-23,24218
2018-07-24,24437
2018-07-25,24278
2018-07-26,24412
2018-07-27,25242
2018-07-28,25543
2018-07-29,25630
2018-07-30,26808
2018-07-31,27880
2018-08-01,28666
2018-08-02,29456
2018-08-03,29808
2018-08-04,30080
2018-08-05,30381
2018-08-06,30832
2018-08-07,30710
2018-08-08,31084
2018-08-09,31165
2018-08-10,31443
2018-08-11,31047
2018-08-12,31220
2018-08-14,31473
2018-08-16,31838
2018-08-17,32249
2018-08-18,32636
2018-08-19,33211
2018-08-20,34174
2018-08-21,34071
2018-08-22,34021
2018-08-23,33468
2018-08-24,32668
2018-08-25,31962
2018-08-26,32346
2018-08-27,31143
2018-08-28,30701
2018-08-29,30261
2018-08-30,29696
2018-08-31,29548
2018-09-01,28562
2018-09-02,27902
2018-09-03,27458
2018-09-04,26524
2018-09-05,26152
2018-09-06,26152
2018-09-07,26509
2018-09-08,26141
2018-09-09,26194
2018-09-10,26371
2018-09-11,27049
2018-09-12,26555
2018-09-13,26366
2018-09-14,26204
2018-09-15,26116
2018-09-16,26172
2018-09-17,26161
2018-09-18,26287
2018-09-19,25786
2018-09-20,26262
2018-09-21,26403
2018-09-22,27026
2018-09-23,27853
2018-09-24,27572
2018-09-25,28223
2018-09-26,28242
2018-09-27,28223
2018-09-28,27764
2018-09-29,27699
2018-09-30,27982
2018-10-01,28603
2018-10-02,29454
2018-10-03,30039
2018-10-04,30246
2018-10-05,30860
2018-10-06,31375
2018-10-07,31736
2018-10-08,32213
2018-10-09,32545
2018-10-10,32700
2018-10-11,32774
2018-10-12,32169
2018-10-13,32987
2018-10-14,32797
2018-10-15,32473
2018-10-16,31479
2018-10-17,31532
2018-10-18,31090
2018-10-19,31210
2018-10-20,31301
2018-10-21,30809
2018-10-22,30631
2018-10-23,30672
2018-10-24,30565
2018-10-25,30771
2018-10-26,30924
2018-10-27,31314
2018-10-28,31296
2018-10-29,31133
2018-10-30,31694
2018-10-31,31586
2018-11-01,31330
2018-11-03,30733
2018-11-04,30225
2018-11-05,29911
2018-11-06,29687
2018-11-07,29294
2018-11-08,28826
2018-11-09,29267
2018-11-10,28685
2018-11-11,27528
2018-11-12,26726
2018-11-13,25812
2018-11-14,25045
2018-11-15,24258
2018-11-16,23479
2018-11-17,23857
2018-11-18,23781
2018-11-19,23783
2018-11-20,23852
2018-11-21,23669
2018-11-22,23708
2018-11-23,24023
2018-11-24,24591
2018-11-25,24463
2018-11-26,24217
2018-11-27,24663
2018-11-28,25012
2018-11-29,25023
2018-12-01,24672
2018-12-02,24673
2018-12-03,25097
2018-12-04,25631
2018-12-05,26093
2018-12-07,25938
2018-12-09,25693
2018-12-10,25602
2018-12-11,26718
2018-12-12,26857
2018-12-13,27082
2018-12-14,27406
2018-12-15,27589
2018-12-16,27591
2018-12-17,27279
2018-12-18,27282
2018-12-19,26987
2018-12-20,26735
2018-12-21,26307
2018-12-22,25717
2018-12-23,25356
2018-12-24,24815
2018-12-25,24479
2018-12-26,24548
2018-12-27,24222
2018-12-28,23484
2018-12-29,23894
2018-12-30,24204
2018-12-31,24605
2019-01-01,24927
2019-01-02,25008
2019-01-03,25014
2019-01-04,25958
2019-01-05,26320
2019-01-06,26272
2019-01-08,25858
2019-01-10,24839
2019-01-11,24744
2019-01-12,25083
2019-01-13,25475
2019-01-14,25778
2019-01-15,25792
2019-01-16,25739
2019-01-17,26323
2019-01-18,26273
2019-01-19,26618
2019-01-20,26891
2019-01-21,26959
2019-01-22,27252
2019-01-23,27130
2019-01-24,26993
2019-01-25,26912
2019-01-26,26897
2019-01-27,26629
2019-01-28,26412
2019-01-29,26400
2019-01-30,26016
2019-01-31,25195
2019-02-01,24543
2019-02-02,24132
2019-02-03,23679
2019-02-04,23465
2019-02-05,23145
2019-02-06,22773
2019-02-07,22798
2019-02-08,23073
2019-02-09,23179
2019-02-10,22903
2019-02-11,22640
2019-02-12,22077
2019-02-13,21661
2019-02-14,21309
2019-02-15,20913
2019-02-16,20486
2019-02-17,20398
2019-02-18,20431
2019-02-19,20814
2019-02-20,20730
2019-02-21,20683
2019-02-22,20475
2019-02-23,20601
2019-02-24,20278
2019-02-25,19940
2019-02-26,19966
2019-02-27,20109
2019-02-28,20041
2019-03-01,20001
2019-03-02,19999
2019-03-03,20002
2019-03-04,20223
2019-03-05,20276
2019-03-06,20169
2019-03-07,19399
2019-03-08,19574
2019-03-09,19655
2019-03-10,19592
2019-03-11,19534
2019-03-12,19538
2019-03-13,19472
2019-03-14,19558
2019-03-15,19704
2019-03-16,19575
2019-03-17,19454
2019-03-18,19483
2019-03-19,19904
2019-03-20,19753
2019-03-21,19458
2019-03-22,19377
2019-03-23,19383
2019-03-24,19201
2019-03-25,18936
