date_obj,Obsidian%20platelegs price
2018-04-22,976471
2018-04-23,974102
2018-04-24,981925
2018-04-25,988603
2018-04-26,979381
2018-04-27,971111
2018-04-28,968752
2018-04-29,969224
2018-04-30,970309
2018-05-01,989833
2018-05-02,998795
2018-05-04,993029
2018-05-05,1006429
2018-05-06,1014700
2018-05-07,1003601
2018-05-08,993727
2018-05-09,987017
2018-05-10,986086
2018-05-11,993601
2018-05-12,996096
2018-05-13,1012974
2018-05-14,1034464
2018-05-15,1069634
2018-05-16,1086208
2018-05-17,1080227
2018-05-18,1038800
2018-05-19,1026699
2018-05-20,1016155
2018-05-21,1009169
2018-05-22,1007719
2018-05-23,1014973
2018-05-24,1018288
2018-05-25,1021756
2018-05-26,1041916
2018-05-27,1032434
2018-05-28,1021451
2018-05-29,989571
2018-05-30,995017
2018-05-31,1002278
2018-06-01,1004524
2018-06-02,1030169
2018-06-03,1059276
2018-06-04,1055193
2018-06-05,1033212
2018-06-06,990636
2018-06-07,941104
2018-06-08,898991
2018-06-09,883021
2018-06-10,873295
2018-06-11,879024
2018-06-12,856862
2018-06-13,891587
2018-06-14,927022
2018-06-15,932490
2018-06-16,943570
2018-06-17,957639
2018-06-18,954604
2018-06-19,954936
2018-06-20,936879
2018-06-21,941357
2018-06-22,934947
2018-06-23,922107
2018-06-24,932872
2018-06-25,971561
2018-06-26,977971
2018-06-27,1012478
2018-06-28,1015881
2018-06-29,1037545
2018-06-30,1028311
2018-07-01,979567
2018-07-02,964621
2018-07-03,935512
2018-07-04,937499
2018-07-05,945879
2018-07-06,930464
2018-07-07,927323
2018-07-08,956409
2018-07-09,1003694
2018-07-10,1037681
2018-07-11,1085852
2018-07-12,1139508
2018-07-13,1179010
2018-07-14,1179884
2018-07-15,1161383
2018-07-16,1159801
2018-07-17,1130118
2018-07-18,1118022
2018-07-19,1091624
2018-07-20,1050435
2018-07-21,1045424
2018-07-22,1020059
2018-07-23,1025967
2018-07-24,1030185
2018-07-25,1054925
2018-07-26,1062635
2018-07-27,1033679
2018-07-28,1039195
2018-07-29,1032710
2018-07-30,1018996
2018-07-31,1005129
2018-08-01,991844
2018-08-02,1006830
2018-08-03,1034676
2018-08-04,1049241
2018-08-05,1032791
2018-08-06,1043067
2018-08-07,1074874
2018-08-08,1051597
2018-08-09,1068986
2018-08-10,1062346
2018-08-11,1086811
2018-08-12,1063615
2018-08-14,1012224
2018-08-16,978359
2018-08-17,958358
2018-08-18,948292
2018-08-19,960086
2018-08-20,998071
2018-08-21,1020689
2018-08-22,1044149
2018-08-23,1055269
2018-08-24,1025942
2018-08-25,1013531
2018-08-26,992688
2018-08-27,989579
2018-08-28,991110
2018-08-29,1011471
2018-08-30,1037781
2018-08-31,1018488
2018-09-01,997972
2018-09-02,1005231
2018-09-03,998422
2018-09-04,1007490
2018-09-05,1031053
2018-09-06,1022045
2018-09-07,1031213
2018-09-08,1032629
2018-09-09,1063756
2018-09-10,1051193
2018-09-11,1035750
2018-09-12,1026672
2018-09-13,1012578
2018-09-14,996868
2018-09-15,1006914
2018-09-16,1010987
2018-09-17,1036733
2018-09-18,1075711
2018-09-19,1117533
2018-09-20,1134405
2018-09-21,1099337
2018-09-22,1048926
2018-09-23,1038227
2018-09-24,1033118
2018-09-25,1027160
2018-09-26,1042852
2018-09-27,1064836
2018-09-28,1045307
2018-09-29,1031723
2018-09-30,1024300
2018-10-02,1031179
2018-10-03,1021503
2018-10-04,1019153
2018-10-05,1013923
2018-10-06,1050331
2018-10-07,1095375
2018-10-08,1135929
2018-10-09,1134479
2018-10-10,1103720
2018-10-11,1090799
2018-10-12,1079795
2018-10-13,1090089
2018-10-14,1061165
2018-10-15,1033923
2018-10-16,1040226
2018-10-17,1026928
2018-10-18,1026448
2018-10-19,1038478
2018-10-20,1080269
2018-10-21,1092678
2018-10-22,1077061
2018-10-23,1031503
2018-10-24,1020316
2018-10-25,1018599
2018-10-26,1011153
2018-10-27,1014519
2018-10-28,1047563
2018-10-29,1057675
2018-10-30,1085038
2018-10-31,1062298
2018-11-01,1027772
2018-11-03,1051830
2018-11-04,1096310
2018-11-05,1146596
2018-11-06,1138853
2018-11-07,1125575
2018-11-08,1114992
2018-11-09,1095337
2018-11-10,1086012
2018-11-11,1077167
2018-11-12,1085202
2018-11-13,1117709
2018-11-15,1092018
2018-11-16,1072050
2018-11-17,1093709
2018-11-18,1109999
2018-11-19,1091065
2018-11-20,1079756
2018-11-21,1114479
2018-11-22,1095395
2018-11-23,1061097
2018-11-24,1050453
2018-11-25,1026253
2018-11-26,1011186
2018-11-27,1018147
2018-11-28,1023186
2018-11-29,1027255
2018-12-01,1033403
2018-12-02,1059412
2018-12-03,1061640
2018-12-04,1077306
2018-12-05,1055637
2018-12-07,1036426
2018-12-09,1032272
2018-12-10,1024436
2018-12-11,1025499
2018-12-12,1048121
2018-12-13,1052296
2018-12-14,1062811
2018-12-15,1066724
2018-12-16,1046768
2018-12-17,1048134
2018-12-18,1042234
2018-12-19,1037718
2018-12-20,1046915
2018-12-21,1034015
2018-12-22,1026254
2018-12-23,1026787
2018-12-24,1020297
2018-12-25,1028976
2018-12-26,1026627
2018-12-27,1038949
2018-12-28,1042504
2018-12-29,1029901
2018-12-30,1022274
2018-12-31,1014265
2019-01-01,990407
2019-01-02,986839
2019-01-03,1001326
2019-01-04,1020957
2019-01-05,1052996
2019-01-06,1037419
2019-01-08,1031566
2019-01-10,1065564
2019-01-11,1019732
2019-01-12,1025355
2019-01-13,1031872
2019-01-14,1021921
2019-01-15,1019362
2019-01-16,1014128
2019-01-17,1008153
2019-01-18,1021754
2019-01-19,1048624
2019-01-20,1026027
2019-01-21,1051828
2019-01-22,1042403
2019-01-23,1031298
2019-01-24,1027472
2019-01-25,1051896
2019-01-26,1089800
2019-01-27,1099193
2019-01-28,1074801
2019-01-29,1077151
2019-01-30,1053906
2019-01-31,1032091
2019-02-01,1024913
2019-02-02,1033674
2019-02-03,1029173
2019-02-04,1035372
2019-02-05,1039835
2019-02-06,1035135
2019-02-07,1029113
2019-02-08,1017661
2019-02-09,1001303
2019-02-10,989153
2019-02-11,983802
2019-02-12,968006
2019-02-13,991420
2019-02-14,996626
2019-02-15,1001478
2019-02-16,1007239
2019-02-17,1008087
2019-02-18,1002722
2019-02-19,1013426
2019-02-20,1001258
2019-02-21,998126
2019-02-22,1006387
2019-02-23,998140
2019-02-24,994715
2019-02-25,990002
2019-02-26,988680
2019-02-27,987599
2019-02-28,974296
2019-03-01,988721
2019-03-02,992579
2019-03-03,991946
2019-03-04,989556
2019-03-05,993832
2019-03-06,999341
2019-03-07,995444
2019-03-08,990636
2019-03-09,983507
2019-03-10,988481
2019-03-11,998398
2019-03-12,993659
2019-03-13,992613
2019-03-14,998448
2019-03-15,1019181
2019-03-16,1003485
2019-03-17,997090
2019-03-18,995351
2019-03-19,992369
2019-03-20,992706
2019-03-21,991092
2019-03-22,993211
2019-03-23,995865
2019-03-24,996243
2019-03-25,992010
2019-03-26,990847
2019-03-27,990528
2019-03-28,989689
2019-03-29,978735
2019-03-30,952535
2019-03-31,969746
2019-04-01,968977
2019-04-02,979407
2019-04-03,972193
2019-04-04,970355
2019-04-05,967426
2019-04-06,973629
2019-04-07,962368
2019-04-08,960392
2019-04-09,964931
2019-04-10,965434
2019-04-11,971135
2019-04-12,983554
2019-04-13,993812
2019-04-14,986880
2019-04-15,981444
2019-04-16,979770
2019-04-17,984328
2019-04-18,977097
2019-04-19,986038
2019-04-20,983631
2019-04-21,974506
2019-04-22,968470
2019-04-23,960799
2019-04-24,947760
2019-04-25,944014
2019-04-26,943953
2019-04-27,959873
2019-04-28,976041
2019-04-29,993614
2019-04-30,993103
2019-05-01,1016366
2019-05-02,1009860
2019-05-03,1004134
2019-05-04,987216
2019-05-05,979287
2019-05-06,990789
2019-05-07,996672
2019-05-08,992332
2019-05-09,984506
2019-05-10,981769
2019-05-11,982761
2019-05-12,997689
2019-05-13,1004982
2019-05-14,996710
2019-05-15,1005757
2019-05-16,1004246
2019-05-17,999183
2019-05-18,988150
2019-05-19,986670
2019-05-20,981562
2019-05-21,986093
2019-05-22,993432
2019-05-23,1009468
2019-05-24,998945
2019-05-25,994439
2019-05-26,1013425
2019-05-27,993145
2019-05-28,992975
2019-05-29,993217
2019-05-30,994593
2019-05-31,985382
2019-06-01,984579
2019-06-02,972983
2019-06-03,979904
2019-06-04,996100
2019-06-05,993880
2019-06-06,1001131
2019-06-07,998380
2019-06-08,1007137
2019-06-09,1011378
2019-06-10,1002214
2019-06-11,1000936
2019-06-12,997438
2019-06-13,988615
2019-06-14,984160
2019-06-15,980159
2019-06-16,973975
2019-06-17,970307
2019-06-18,973384
2019-06-19,972500
2019-06-20,970078
2019-06-21,964835
2019-06-22,969088
2019-06-23,971955
2019-06-24,943925
2019-06-25,940084
2019-06-26,938906
2019-06-27,927976
2019-06-28,935330
2019-06-29,934810
2019-06-30,946935
2019-07-01,967754
2019-07-02,971168
2019-07-03,970929
2019-07-04,1005925
2019-07-05,1006540
2019-07-06,998714
2019-07-07,979002
2019-07-08,971020
2019-07-09,965964
2019-07-10,963202
2019-07-11,955002
2019-07-12,950450
2019-07-13,951114
2019-07-14,946344
2019-07-15,944941
2019-07-16,944611
2019-07-17,937565
2019-07-18,930639
2019-07-19,925524
2019-07-20,924966
2019-07-21,917104
2019-07-22,920108
2019-07-23,915997
2019-07-24,913773
2019-07-25,914330
2019-07-26,890022
2019-07-27,873437
2019-07-28,872616
2019-07-29,858064
2019-07-30,841759
2019-07-31,829113
2019-08-01,823090
2019-08-02,811169
2019-08-03,791484
2019-08-04,784014
2019-08-05,778790
2019-08-06,772831
2019-08-07,776072
2019-08-08,802962
2019-08-09,816873
2019-08-10,813458
2019-08-11,800732
2019-08-12,800310
2019-08-13,786060
2019-08-14,799936
2019-08-15,796589
2019-08-16,784723
2019-08-17,765609
2019-08-18,762869
2019-08-19,765710
2019-08-20,763167
2019-08-21,758796
2019-08-22,763610
2019-08-23,774422
2019-08-24,775515
2019-08-24,775515
2019-08-25,793081
2019-08-25,793081
2019-08-26,787258
2019-08-26,787258
2019-08-27,777568
2019-08-27,777568
2019-08-28,777764
2019-08-29,795544
2019-08-30,786746
2019-08-31,807202
2019-09-01,814628
2019-09-02,805880
2019-09-03,794314
2019-09-04,786451
2019-09-05,775630
2019-09-06,769936
2019-09-07,769047
2019-09-08,763266
2019-09-09,774079
2019-09-10,779067
2019-09-11,774913
2019-09-12,770071
2019-09-13,765573
2019-09-14,761551
2019-09-15,783812
2019-09-16,809526
2019-09-17,809950
2019-09-18,804949
2019-09-19,803252
2019-09-20,804010
2019-09-21,816785
2019-09-22,811616
2019-09-23,807597
2019-09-24,809637
2019-09-25,811146
2019-09-26,823271
2019-09-27,813905
2019-09-28,837176
2019-09-29,830637
2019-09-30,853928
2019-10-01,831032
2019-10-02,819529
2019-10-03,819540
2019-10-04,816623
2019-10-05,811764
2019-10-06,816701
2019-10-07,832782
2019-10-08,854195
2019-10-09,840810
2019-10-10,838789
2019-10-11,821412
2019-10-12,803844
2019-10-13,775021
2019-10-14,775572
2019-10-15,775136
2019-10-16,785750
2019-10-17,786041
2019-10-18,791681
2019-10-19,778998
2019-10-20,763359
2019-10-21,742651
2019-10-22,759990
2019-10-23,760610
2019-10-24,752557
2019-10-25,733007
2019-10-26,729687
2019-10-27,730059
2019-10-28,727569
2019-10-29,714775
2019-10-30,692630
2019-10-31,702020
2019-11-01,696544
2019-11-02,699758
2019-11-03,710462
2019-11-04,698698
2019-11-05,696460
2019-11-06,703483
2019-11-07,694438
2019-11-08,691221
2019-11-09,681145
2019-11-10,689280
2019-11-11,681451
2019-11-12,702792
2019-11-13,706036
2019-11-14,693566
2019-11-15,688962
2019-11-16,694760
2019-11-17,705936
2019-11-18,705133
2019-11-19,702303
2019-11-20,700301
2019-11-21,693786
2019-11-22,707323
2019-11-23,718434
2019-11-24,722847
2019-11-25,706693
2019-11-26,681068
2019-11-27,678577
2019-11-28,697628
2019-11-29,690065
2019-11-30,672642
2019-12-01,662109
2019-12-02,656534
2019-12-03,640022
2019-12-04,639142
2019-12-05,659427
2019-12-06,675332
2019-12-07,674668
2019-12-08,701288
2019-12-09,728006
2019-12-10,747754
2019-12-11,738064
2019-12-12,715623
2019-12-13,707761
2019-12-14,702215
2019-12-15,691603
2019-12-16,680014
2019-12-17,663822
2019-12-18,656000
2019-12-19,649551
2019-12-20,642384
2019-12-21,637733
2019-12-22,633849
2019-12-23,651368
2019-12-24,664829
2019-12-25,644835
2019-12-26,633262
2019-12-27,648997
2019-12-28,638603
2019-12-29,643028
2019-12-30,627161
2019-12-31,629108
2020-01-01,638770
2020-01-02,656961
2020-01-03,678263
2020-01-04,660850
2020-01-05,672508
2020-01-06,676323
2020-01-07,673798
2020-01-08,669884
2020-01-09,662867
2020-01-10,674666
2020-01-11,670709
2020-01-12,672668
2020-01-13,666053
2020-01-14,671170
2020-01-15,690364
2020-01-16,667884
2020-01-17,652026
2020-01-18,657558
2020-01-19,658366
2020-01-20,680298
2020-01-21,698425
2020-01-22,696528
2020-01-23,709205
2020-01-24,712358
2020-01-25,684386
2020-01-26,670528
2020-01-27,660154
2020-01-28,648723
2020-01-29,652262
2020-01-30,653489
2020-01-31,659973
2020-02-01,673172
2020-02-02,697255
2020-02-03,730733
2020-02-04,753407
2020-02-05,727102
2020-02-06,722578
2020-02-07,699551
2020-02-08,693210
2020-02-09,712579
2020-02-10,742021
2020-02-11,774716
2020-02-12,775760
2020-02-13,800679
2020-02-14,808148
2020-02-15,816969
2020-02-16,816878
2020-02-17,782287
2020-02-18,770480
2020-02-19,757903
2020-02-20,749779
2020-02-21,748768
2020-02-22,728714
2020-02-23,697487
2020-02-24,681599
2020-02-25,691286
2020-02-26,710315
2020-02-27,721243
2020-02-28,695567
2020-02-29,705674
2020-03-01,709356
2020-03-02,720268
2020-03-03,745185
2020-03-04,782445
2020-03-05,784088
2020-03-06,769825
2020-03-07,762378
2020-03-08,768826
2020-03-09,798327
2020-03-10,814511
2020-03-11,830546
2020-03-12,866729
2020-03-13,853005
2020-03-14,848087
2020-03-15,817720
2020-03-16,785519
2020-03-17,780162
2020-03-18,776533
2020-03-19,785076
2020-03-20,795960
2020-03-21,818082
2020-03-22,828339
2020-03-23,821706
2020-03-24,808727
2020-03-25,794024
2020-03-26,817715
2020-03-27,851386
2020-03-28,877686
2020-03-29,879562
2020-03-30,849915
2020-03-31,843706
2020-04-01,840066
2020-04-02,865271
2020-04-03,904440
2020-04-04,905900
2020-04-05,934165
2020-04-06,967259
2020-04-07,938242
2020-04-08,920784
2020-04-09,905571
2020-04-10,871562
2020-04-11,842433
2020-04-12,852772
2020-04-13,871033
2020-04-14,909058
2020-04-15,925907
2020-04-16,939651
2020-04-17,913868
2020-04-18,886000
2020-04-19,886282
2020-04-20,899631
2020-04-21,929889
2020-04-22,957167
2020-04-23,941032
2020-04-24,940144
2020-04-25,933775
2020-04-26,937270
2020-04-27,970458
2020-04-28,943362
2020-04-29,953337
2020-04-30,940070
2020-05-01,934518
2020-05-02,934227
2020-05-03,929358
2020-05-04,935398
2020-05-05,954245
2020-05-06,966422
2020-05-07,947742
2020-05-08,951819
2020-05-09,969732
2020-05-10,1016625
2020-05-11,1010195
2020-05-12,1023523
2020-05-13,1066704
