date_obj,Black%20chinchompa price
2015-08-14,1844
2015-08-15,1844
2015-08-16,1839
2015-08-17,1839
2015-08-18,1796
2015-08-19,1796
2015-08-20,1781
2015-08-21,1781
2015-08-22,1838
2015-08-23,1838
2015-08-24,1877
2015-08-25,1877
2015-08-26,1877
2015-08-27,1937
2015-08-28,1937
2015-08-29,1951
2015-08-30,1951
2015-08-31,1855
2015-09-01,1855
2015-09-02,1855
2015-09-03,1842
2015-09-04,1842
2015-09-05,1915
2015-09-06,1915
2015-09-07,1905
2015-09-08,1905
2015-09-09,1940
2015-09-10,1940
2015-09-11,1970
2015-09-12,1970
2015-09-13,1897
2015-09-14,1897
2015-09-15,1896
2015-09-16,1896
2015-09-17,1953
2015-09-18,1953
2015-09-19,2036
2015-09-20,2036
2015-09-21,2036
2015-09-22,2032
2015-09-23,2032
2015-09-24,2032
2015-09-25,2040
2015-09-27,2040
2015-09-28,2071
2015-09-29,2071
2015-09-30,2137
2015-10-05,2159
2015-10-06,2159
2015-10-07,2159
2015-10-08,2098
2015-10-09,2098
2015-10-10,2098
2015-10-11,2074
2015-10-12,2074
2015-10-13,2074
2015-10-14,2097
2015-10-15,2097
2015-10-16,2092
2015-10-17,2092
2015-10-18,2092
2015-10-19,2055
2015-10-20,2055
2015-10-22,2021
2015-10-23,2021
2015-10-24,2099
2015-10-25,2099
2015-10-26,2134
2015-10-27,2134
2015-10-28,2134
2015-10-29,2224
2015-10-30,2224
2015-10-31,2224
2015-11-01,2252
2015-11-02,2252
2015-11-03,2252
2015-11-04,2234
2015-11-05,2234
2015-11-06,2234
2015-11-07,2253
2015-11-08,2253
2015-11-09,2253
2015-11-10,2253
2015-11-11,2304
2015-11-12,2304
2015-11-13,2304
2015-11-14,2304
2015-11-15,2413
2015-11-16,2413
2015-11-17,2413
2015-11-18,2487
2015-11-19,2487
2015-11-20,2441
2015-11-21,2441
2015-11-22,2441
2015-11-23,2394
2015-11-24,2394
2015-11-25,2413
2015-11-26,2413
2015-11-27,2413
2015-11-28,2518
2015-11-29,2518
2015-11-30,2512
2015-12-01,2512
2015-12-02,2512
2015-12-03,2498
2015-12-04,2498
2015-12-05,2498
2015-12-06,2471
2015-12-07,2471
2015-12-08,2471
2015-12-09,2468
2015-12-10,2468
2015-12-11,2478
2015-12-12,2478
2015-12-13,2462
2015-12-14,2462
2015-12-15,2462
2015-12-16,2453
2015-12-17,2453
2015-12-18,2453
2015-12-19,2454
2015-12-20,2454
2015-12-21,2426
2015-12-22,2426
2015-12-23,2389
2015-12-24,2389
2015-12-25,2389
2015-12-26,2363
2015-12-27,2363
2015-12-28,2287
2015-12-29,2287
2015-12-30,2277
2015-12-31,2277
2016-01-01,2277
2016-01-02,2288
2016-01-03,2288
2016-01-04,2255
2016-01-05,2255
2016-01-06,2273
2016-01-07,2273
2016-01-08,2253
2016-01-09,2253
2016-01-10,2234
2016-01-11,2234
2016-01-12,2239
2016-01-13,2239
2016-01-14,2337
2016-01-15,2337
2016-01-16,2425
2016-01-17,2425
2016-01-18,2358
2016-01-19,2358
2016-01-20,2383
2016-01-21,2383
2016-01-22,2382
2016-01-23,2382
2016-01-24,2382
2016-01-25,2386
2016-01-26,2386
2016-01-27,2386
2016-01-28,2386
2016-01-29,2338
2016-01-30,2338
2016-01-31,2317
2016-02-01,2317
2016-02-02,2308
2016-02-03,2308
2016-02-04,2336
2016-02-05,2336
2016-02-06,2374
2016-02-07,2374
2016-02-08,2374
2016-02-09,2405
2016-02-10,2405
2016-02-11,2489
2016-02-12,2489
2016-02-13,2554
2016-02-14,2554
2016-02-15,2445
2016-02-16,2445
2016-02-17,2394
2016-02-18,2394
2016-02-19,2338
2016-02-20,2338
2016-02-21,2343
2016-02-22,2343
2016-02-23,2411
2016-02-24,2411
2016-02-25,2521
2016-02-26,2521
2016-02-27,2527
2016-02-28,2527
2016-02-29,2400
2016-03-01,2400
2016-03-02,2309
2016-03-03,2309
2016-03-04,2383
2016-03-05,2383
2016-03-06,2473
2016-03-07,2473
2016-03-08,2473
2016-03-09,2550
2016-03-10,2550
2016-03-11,2667
2016-03-12,2667
2016-03-13,2712
2016-03-14,2712
2016-03-15,2614
2016-03-16,2614
2016-03-17,2648
2016-03-18,2648
2016-03-19,2770
2016-03-20,2770
2016-03-21,2851
2016-03-22,2851
2016-03-23,2976
2016-03-24,2976
2016-03-25,3070
2016-03-26,3070
2016-03-27,2991
2016-03-28,2991
2016-03-29,2913
2016-03-30,2913
2016-03-31,2913
2016-04-01,2923
2016-04-02,2923
2016-04-03,2970
2016-04-04,2970
2016-04-05,3080
2016-04-06,3080
2016-04-07,2981
2016-04-08,2981
2016-04-09,2923
2016-04-10,2923
2016-04-11,2861
2016-04-12,2861
2016-04-13,2863
2016-04-14,2863
2016-04-15,2840
2016-04-16,2840
2016-04-17,2860
2016-04-18,2860
2016-04-19,2825
2016-04-20,2825
2016-04-21,2797
2016-04-22,2797
2016-04-23,2797
2016-04-24,2826
2016-04-25,2826
2016-04-26,2714
2016-04-27,2714
2016-04-28,2735
2016-04-29,2735
2016-04-30,2708
2016-05-01,2708
2016-05-02,2646
2016-05-03,2646
2016-05-04,2609
2016-05-05,2609
2016-05-06,2643
2016-05-07,2643
2016-05-08,2658
2016-05-09,2658
2016-05-10,2762
2016-05-11,2762
2016-05-12,2648
2016-05-13,2648
2016-05-14,2672
2016-05-15,2672
2016-05-16,2703
2016-05-17,2703
2016-05-18,2674
2016-05-19,2674
2016-05-22,2767
2016-05-23,2767
2016-05-24,2770
2016-05-25,2770
2016-05-26,2795
2016-05-27,2773
2016-05-28,2773
2016-05-29,2796
2016-05-30,2796
2016-05-31,2747
2016-06-01,2747
2016-06-02,2720
2016-06-03,2720
2016-06-04,2734
2016-06-05,2734
2016-06-06,2730
2016-06-07,2730
2016-06-08,2698
2016-06-09,2698
2016-06-10,2677
2016-06-11,2677
2016-06-12,2687
2016-06-13,2687
2016-06-14,2682
2016-06-15,2682
2016-06-16,2682
2016-06-17,2712
2016-06-18,2712
2016-06-19,2735
2016-06-20,2735
2016-06-21,2706
2016-06-22,2706
2016-06-23,2675
2016-06-24,2675
2016-06-25,2660
2016-06-26,2660
2016-06-27,2660
2016-06-28,2622
2016-06-29,2622
2016-06-30,2578
2016-07-01,2578
2016-07-02,2568
2016-07-03,2568
2016-07-04,2561
2016-07-05,2561
2016-07-06,2577
2016-07-07,2577
2016-07-08,2635
2016-07-09,2635
2016-07-10,2650
2016-07-11,2650
2016-07-12,2652
2016-07-13,2652
2016-07-14,2601
2016-07-15,2601
2016-07-16,2549
2016-07-17,2549
2016-07-18,2504
2016-07-23,2517
2016-07-24,2499
2016-07-25,2499
2016-07-26,2499
2016-07-27,2441
2016-07-28,2441
2016-07-29,2424
2016-07-30,2424
2016-07-31,2424
2016-08-01,2406
2016-08-02,2406
2016-08-03,2399
2016-08-04,2399
2016-08-05,2399
2016-08-06,2465
2016-08-07,2465
2016-08-08,2465
2016-08-09,2427
2016-08-10,2427
2016-08-11,2427
2016-08-12,2457
2016-08-13,2457
2016-08-14,2457
2016-08-15,2510
2016-08-16,2510
2016-08-17,2510
2016-08-18,2512
2016-08-19,2512
2016-08-20,2499
2016-08-21,2499
2016-08-22,2455
2016-08-23,2455
2016-08-24,2385
2016-08-25,2385
2016-08-26,2385
2016-08-28,2349
2016-08-31,2319
2016-09-01,2394
2016-09-02,2394
2016-09-03,2394
2016-09-04,2429
2016-09-05,2429
2016-09-06,2429
2016-09-07,2443
2016-09-08,2443
2016-09-09,2443
2016-09-10,2380
2016-09-11,2380
2016-09-12,2380
2016-09-13,2374
2016-09-14,2374
2016-09-15,2374
2016-09-16,2393
2016-09-17,2393
2016-09-18,2393
2016-09-19,2473
2016-09-20,2473
2016-09-21,2473
2016-09-22,2461
2016-09-23,2461
2016-09-24,2461
2016-09-25,2496
2016-09-26,2496
2016-09-27,2496
2016-09-28,2473
2016-09-29,2473
2016-09-30,2473
2016-10-01,2409
2016-10-02,2409
2016-10-03,2409
2016-10-04,2345
2016-10-05,2345
2016-10-06,2345
2016-10-07,2348
2016-10-08,2348
2016-10-09,2398
2016-10-10,2398
2016-10-11,2398
2016-10-12,2446
2016-10-13,2446
2016-10-14,2537
2016-10-15,2537
2016-10-16,2537
2016-10-17,2617
2016-10-18,2617
2016-10-19,2617
2016-10-20,2653
2016-10-21,2653
2016-10-22,2655
2016-10-23,2655
2016-10-24,2656
2016-10-25,2656
2016-10-26,2710
2016-10-27,2710
2016-10-28,2710
2016-10-29,2785
2016-10-30,2785
2016-10-31,2706
2016-11-01,2706
2016-11-02,2706
2016-11-03,2704
2016-11-04,2704
2016-11-05,2724
2016-11-06,2724
2016-11-07,2748
2016-11-08,2748
2016-11-09,2647
2016-11-10,2647
2016-11-11,2647
2016-11-12,2599
2016-11-13,2599
2016-11-14,2599
2016-11-15,2600
2016-12-07,2551
2016-12-08,2531
2016-12-09,2531
2016-12-10,2518
2016-12-11,2518
2016-12-12,2524
2016-12-13,2524
2016-12-14,2515
2016-12-15,2515
2016-12-16,2515
2016-12-17,2575
2016-12-18,2575
2016-12-19,2575
2016-12-20,2612
2016-12-21,2612
2016-12-22,2582
2016-12-23,2582
2016-12-24,2631
2016-12-25,2631
2016-12-26,2623
2016-12-27,2623
2016-12-28,2598
2016-12-29,2598
2016-12-30,2580
2016-12-31,2580
2017-01-01,2569
2017-01-02,2565
2017-01-03,2565
2017-01-04,2486
2017-01-05,2486
2017-01-06,2369
2017-01-07,2335
2017-01-08,2335
2017-01-09,2402
2017-01-10,2402
2017-01-11,2518
2017-01-12,2542
2017-01-13,2542
2017-01-14,2596
2017-01-15,2596
2017-01-16,2645
2017-01-17,2645
2017-01-18,2748
2017-01-19,2748
2017-01-20,2738
2017-01-21,2738
2017-01-22,2692
2017-01-23,2692
2017-01-27,2822
2017-01-28,2767
2017-01-29,2767
2017-01-30,2739
2017-01-31,2739
2017-02-01,2695
2017-02-02,2695
2017-02-03,2624
2017-02-04,2624
2017-02-05,2603
2017-02-06,2603
2017-02-07,2657
2017-02-08,2657
2017-02-09,2633
2017-02-10,2626
2017-02-11,2626
2017-02-12,2619
2017-02-13,2619
2017-02-14,2586
2017-02-15,2586
2017-02-16,2615
2017-02-18,2615
2017-02-19,2644
2017-02-20,2644
2017-02-21,2662
2017-02-22,2662
2017-02-23,2662
2017-02-24,2568
2017-02-25,2568
2017-02-26,2590
2017-02-27,2590
2017-02-28,2637
2017-03-01,2637
2017-03-02,2675
2017-03-03,2675
2017-03-04,2734
2017-03-05,2734
2017-03-06,2787
2017-03-07,2787
2017-03-08,2837
2017-03-09,2837
2017-03-10,2840
2017-03-11,2840
2017-03-12,2829
2017-03-13,2829
2017-03-14,2824
2017-03-15,2824
2017-03-16,2777
2017-03-17,2777
2017-03-18,2661
2017-03-19,2629
2017-03-20,2629
2017-03-21,2674
2017-03-22,2674
2017-03-23,2652
2017-03-24,2652
2017-03-25,2662
2017-03-26,2662
2017-03-27,2699
2017-03-28,2699
2017-03-29,2757
2017-03-30,2757
2017-03-31,2865
2017-04-01,2865
2017-04-02,2972
2017-04-03,2944
2017-04-04,2944
2017-04-12,2975
2017-04-13,2885
2017-04-14,2885
2017-04-15,2841
2017-04-16,2809
2017-04-17,2809
2017-04-18,2744
2017-04-19,2744
2017-04-20,2780
2017-04-21,2780
2017-04-22,2760
2017-04-23,2760
2017-04-24,2764
2017-04-25,2757
2017-04-26,2757
2017-04-27,2747
2017-04-28,2747
2017-04-29,2810
2017-04-30,2810
2017-05-01,2904
2017-05-02,2904
2017-05-03,2816
2017-05-04,2816
2017-05-05,2795
2017-05-06,2795
2017-05-07,2814
2017-05-08,2814
2017-05-09,2785
2017-05-10,2785
2017-05-11,2850
2017-05-12,2850
2017-05-13,2887
2017-05-14,2887
2017-05-15,2870
2017-05-16,2870
2017-05-17,2803
2017-05-18,2803
2017-05-19,2793
2017-05-20,2769
2017-05-21,2769
2017-05-22,2799
2017-05-23,2799
2017-05-24,2806
2017-05-25,2806
2017-05-26,2878
2017-05-27,2878
2017-05-28,2845
2017-05-29,2845
2017-05-30,2913
2017-05-31,2913
2017-06-01,2951
2017-06-02,2951
2017-06-03,2838
2017-06-04,2856
2017-06-05,2856
2017-06-06,2863
2017-06-07,2863
2017-06-08,2847
2017-06-09,2847
2017-06-10,2865
2017-06-11,2869
2017-06-12,2869
2017-06-13,2857
2017-06-14,2857
2017-06-15,2815
2017-06-16,2815
2017-06-17,2816
2017-06-18,2825
2017-06-19,2825
2017-06-20,2823
2017-06-21,2823
2017-06-22,2820
2017-06-23,2820
2017-06-24,2769
2017-06-25,2769
2017-06-26,2760
2017-06-27,2760
2017-06-28,2730
2017-06-29,2730
2017-07-01,2680
2017-07-02,2680
2017-07-03,2648
2017-07-04,2648
2017-07-05,2642
2017-07-06,2642
2017-07-07,2627
2017-07-08,2627
2017-07-13,2621
2017-07-14,2637
2017-07-15,2637
2017-07-16,2653
2017-07-17,2653
2017-07-18,2686
2017-07-19,2686
2017-07-20,2690
2017-07-21,2690
2017-07-22,2747
2017-07-23,2747
2017-07-24,2782
2017-07-25,2782
2017-07-26,2782
2017-07-27,2782
2017-07-28,2740
2017-07-29,2740
2017-07-30,2766
2017-07-31,2766
2017-08-01,2759
2017-08-02,2770
2017-08-03,2770
2017-08-04,2787
2017-08-05,2787
2017-08-06,2787
2017-08-07,2772
2017-08-08,2772
2017-08-09,2772
2017-08-10,2772
2017-08-11,2787
2017-08-12,2787
2017-08-13,2789
2017-08-14,2789
2017-08-15,2805
2017-08-16,2805
2017-08-17,2873
2017-08-18,2873
2017-08-19,3008
2017-08-20,3105
2017-08-21,3105
2017-08-22,3040
2017-08-23,3040
2017-08-24,2995
2017-08-25,2995
2017-08-26,2956
2017-08-27,2956
2017-08-28,2969
2017-08-29,2969
2017-08-30,2982
2017-08-31,2982
2017-09-01,2982
2017-09-02,2982
2017-09-03,2982
2017-09-04,2981
2017-09-05,2981
2017-09-06,3000
2017-09-07,3000
2017-09-08,2985
2017-09-09,2983
2017-09-10,2978
2017-09-11,2978
2017-09-12,2937
2017-09-13,2937
2017-09-14,2917
2017-09-15,2917
2017-09-16,2894
2017-09-17,2867
2017-09-18,2867
2017-09-19,2854
2017-09-20,2854
2017-09-22,2812
2017-09-23,2778
2017-09-24,2778
2017-09-25,2691
2017-09-26,2691
2017-09-27,2714
2017-09-28,2714
2017-09-29,2787
2017-09-30,2787
2017-10-01,2840
2017-10-02,2840
2017-10-03,2790
2017-10-04,2790
2017-10-05,2803
2017-10-06,2803
2017-10-07,2815
2017-10-08,2815
2017-10-09,2794
2017-10-10,2794
2017-10-11,2775
2017-10-12,2775
2017-10-13,2846
2017-10-14,2846
2017-10-15,2885
2017-10-16,2885
2017-10-17,2892
2017-10-18,2892
2017-10-19,2890
2017-10-20,2890
2017-10-21,2850
2017-10-22,2855
2017-10-23,2855
2017-10-24,2882
2017-10-25,2904
2017-10-26,2904
2017-10-27,2871
2017-10-28,2871
2017-10-29,2886
2017-10-30,2886
2017-10-31,2928
2017-11-01,2928
2017-11-02,2966
2017-11-03,2966
2017-11-04,2911
2017-11-05,2911
2017-11-06,2908
2017-11-07,2908
2017-11-08,2894
2017-11-09,2865
2017-11-10,2865
2017-11-11,2799
2017-11-12,2750
2017-11-13,2750
2017-11-14,2692
2017-11-15,2692
2017-11-16,2725
2017-11-17,2725
2017-11-18,2727
2017-11-19,2784
2017-11-20,2784
2017-11-21,2798
2017-11-22,2798
2017-11-23,2766
2017-11-24,2766
2017-11-25,2751
2017-11-26,2751
2017-11-27,2715
2017-11-28,2691
2017-11-29,2691
2017-11-30,2673
2017-12-01,2699
2017-12-02,2699
2017-12-03,2669
2017-12-04,2669
2017-12-05,2619
2017-12-06,2619
2017-12-07,2640
2017-12-08,2640
2017-12-09,2650
2017-12-10,2656
2017-12-11,2656
2017-12-12,2636
2017-12-13,2636
2017-12-14,2590
2017-12-15,2509
2017-12-16,2509
2017-12-17,2528
2017-12-18,2605
2017-12-19,2605
2017-12-20,2625
2017-12-21,2638
2017-12-22,2638
2017-12-23,2622
2017-12-24,2622
2017-12-25,2605
2017-12-26,2592
2017-12-27,2598
2017-12-28,2598
2017-12-29,2615
2017-12-30,2648
2017-12-31,2648
2018-01-01,2753
2018-01-02,2753
2018-01-03,2812
2018-01-04,2812
2018-01-05,2733
2018-01-06,2761
2018-01-07,2761
2018-01-08,2799
2018-01-09,2744
2018-01-10,2744
2018-01-11,2764
2018-01-12,2764
2018-01-13,2719
2018-01-14,2739
2018-01-15,2764
2018-01-16,2769
2018-01-17,2778
2018-01-18,2778
2018-01-19,2842
2018-01-20,2843
2018-01-21,2843
2018-01-22,2852
2018-01-23,2867
2018-01-24,2831
2018-01-25,2831
2018-01-26,2816
2018-01-27,2800
2018-01-28,2813
2018-01-29,2850
2018-01-30,2883
2018-01-31,2883
2018-02-01,2865
2018-02-02,2865
2018-02-03,2879
2018-02-04,2948
2018-02-05,2948
2018-02-06,2963
2018-02-07,3068
2018-02-08,3068
2018-02-09,2985
2018-02-10,2985
2018-02-11,2845
2018-02-12,2849
2018-02-13,2887
2018-02-14,2882
2018-02-15,2970
2018-02-16,3000
2018-02-17,3004
2018-02-18,3013
2018-02-19,3035
2018-02-20,3035
2018-02-21,3010
2018-02-22,3010
2018-02-23,2995
2018-02-24,2995
2018-02-25,2992
2018-02-26,3029
2018-02-27,3042
2018-02-28,3042
2018-03-01,3107
2018-03-02,3247
2018-03-03,3341
2018-03-04,3341
2018-03-05,3328
2018-03-06,3269
2018-03-07,3215
2018-03-08,3215
2018-03-09,3186
2018-03-10,3250
2018-03-11,3350
2018-03-12,3317
2018-03-13,3329
2018-03-14,3286
2018-03-15,3286
2018-03-16,3278
2018-03-17,3328
2018-03-18,3306
2018-03-19,3306
2018-03-20,3293
2018-03-21,3293
2018-03-22,3314
2018-03-23,3314
2018-03-24,3307
2018-03-25,3366
2018-03-26,3351
2018-03-27,3318
2018-03-28,3318
2018-03-29,3243
2018-03-30,3295
2018-03-31,3316
2018-04-01,3271
2018-04-02,3244
2018-04-03,3223
2018-04-04,3272
2018-04-05,3272
2018-04-06,3317
2018-04-07,3317
2018-04-08,3301
2018-04-09,3321
2018-04-10,3290
2018-04-11,3324
2018-04-12,3419
2018-04-13,3419
2018-04-14,3438
2018-04-15,3387
2018-04-16,3387
2018-04-17,3358
2018-04-18,3358
2018-04-19,3414
2018-04-20,3382
2018-04-21,3382
2018-04-22,3382
2018-04-23,3326
2018-04-24,3285
2018-04-25,3225
2018-04-26,3225
2018-04-27,3203
2018-04-28,3192
2018-04-29,3183
2018-04-30,3167
2018-05-01,3151
2018-05-02,3151
2018-05-03,3138
2018-05-04,3138
2018-05-05,3169
2018-05-06,3169
2018-05-07,3321
2018-05-08,3466
2018-05-09,3353
2018-05-10,3374
2018-05-11,3414
2018-05-12,3355
2018-05-13,3355
2018-05-14,3384
2018-05-15,3465
2018-05-16,3517
2018-05-17,3425
2018-05-18,3365
2018-05-19,3356
2018-05-20,3316
2018-05-21,3284
2018-05-22,3284
2018-05-23,3270
2018-05-24,3276
2018-05-25,3335
2018-05-26,3415
2018-05-27,3415
2018-05-28,3489
2018-05-29,3506
2018-05-30,3480
2018-05-31,3456
2018-06-01,3403
2018-06-02,3350
2018-06-03,3350
2018-06-04,3314
2018-06-05,3355
2018-06-06,3277
2018-06-07,3277
2018-06-08,3167
2018-06-09,3167
2018-06-10,3169
2018-06-11,3118
2018-06-12,3116
2018-06-13,3194
2018-06-14,3157
2018-06-15,3157
2018-06-16,3129
2018-06-17,3086
2018-06-18,3114
2018-06-19,3138
2018-06-20,3138
2018-06-21,3110
2018-06-22,3074
2018-06-23,3074
2018-06-24,3101
2018-06-25,3105
2018-06-26,3105
2018-06-27,3155
2018-06-28,3204
2018-06-29,3251
2018-06-30,3251
2018-07-01,3198
2018-07-02,3198
2018-07-03,3161
2018-07-04,3161
2018-07-05,3198
2018-07-06,3297
2018-07-07,3354
2018-07-08,3281
2018-07-09,3345
2018-07-10,3315
2018-07-11,3290
2018-07-12,3290
2018-07-13,3282
2018-07-14,3272
2018-07-15,3272
2018-07-16,3255
2018-07-17,3329
2018-07-18,3319
2018-07-19,3319
2018-07-20,3420
2018-07-21,3344
2018-07-22,3365
2018-07-23,3349
2018-07-24,3342
2018-07-25,3329
2018-07-26,3310
2018-07-27,3248
2018-07-28,3248
2018-07-29,3259
2018-07-30,3266
2018-07-31,3299
2018-08-01,3299
2018-08-02,3373
2018-08-03,3373
2018-08-04,3301
2018-08-05,3290
2018-08-06,3269
2018-08-07,3275
2018-08-08,3238
2018-08-09,3238
2018-08-10,3249
2018-08-11,3276
2018-08-12,3298
2018-08-14,3292
2018-08-16,3322
2018-08-17,3273
2018-08-18,3273
2018-08-19,3315
2018-08-20,3328
2018-08-21,3328
2018-08-22,3305
2018-08-23,3266
2018-08-24,3237
2018-08-25,3200
2018-08-26,3200
2018-08-27,3193
2018-08-28,3219
2018-08-29,3201
2018-08-30,3185
2018-08-31,3165
2018-09-01,3175
2018-09-02,3198
2018-09-03,3267
2018-09-04,3305
2018-09-05,3253
2018-09-06,3253
2018-09-07,3259
2018-09-08,3279
2018-09-09,3279
2018-09-10,3276
2018-09-11,3276
2018-09-12,3260
2018-09-13,3260
2018-09-14,3331
2018-09-15,3320
2018-09-16,3320
2018-09-17,3396
2018-09-18,3446
2018-09-19,3446
2018-09-20,3424
2018-09-21,3424
2018-09-22,3329
2018-09-23,3308
2018-09-24,3250
2018-09-25,3250
2018-09-26,3224
2018-09-27,3224
2018-09-28,3222
2018-09-29,3259
2018-09-30,3271
2018-10-01,3251
2018-10-02,3252
2018-10-03,3238
2018-10-04,3238
2018-10-05,3241
2018-10-06,3181
2018-10-07,3181
2018-10-08,3146
2018-10-09,3124
2018-10-10,3098
2018-10-11,3109
2018-10-12,3109
2018-10-13,3186
2018-10-14,3228
2018-10-15,3205
2018-10-16,3182
2018-10-17,3146
2018-10-18,3109
2018-10-19,3092
2018-10-20,3092
2018-10-21,3105
2018-10-22,3105
2018-10-23,3105
2018-10-24,3121
2018-10-25,3106
2018-10-26,3112
2018-10-27,3094
2018-10-28,3056
2018-10-29,3056
2018-10-30,3044
2018-10-31,3029
2018-11-01,3016
2018-11-03,2991
2018-11-04,2978
2018-11-05,2971
2018-11-06,2974
2018-11-07,2974
2018-11-08,2977
2018-11-09,2991
2018-11-10,3044
2018-11-11,3062
2018-11-12,3094
2018-11-13,3088
2018-11-15,3084
2018-11-16,3109
2018-11-17,3072
2018-11-18,3071
2018-11-19,3071
2018-11-20,3053
2018-11-21,3000
2018-11-22,2980
2018-11-23,2983
2018-11-24,2978
2018-11-25,2934
2018-11-26,2911
2018-11-27,2907
2018-11-28,2855
2018-11-29,2814
2018-12-01,2914
2018-12-02,2964
2018-12-03,2964
2018-12-04,2946
2018-12-05,2962
2018-12-07,2962
2018-12-09,2994
2018-12-10,2980
2018-12-11,3003
2018-12-12,2981
2018-12-13,2965
2018-12-14,2971
2018-12-15,2973
2018-12-16,2998
2018-12-17,3001
2018-12-18,2964
2018-12-19,2953
2018-12-20,2939
2018-12-21,2916
2018-12-22,2928
2018-12-23,2942
2018-12-24,2965
2018-12-25,2977
2018-12-26,2975
2018-12-27,2983
2018-12-28,2975
2018-12-29,2981
2018-12-30,3021
2018-12-31,3065
2019-01-01,3186
2019-01-02,3180
2019-01-03,3174
2019-01-04,3158
2019-01-05,3125
2019-01-06,3049
2019-01-08,3052
2019-01-10,2985
2019-01-11,2972
2019-01-12,3006
2019-01-13,3131
2019-01-14,3217
2019-01-15,3212
2019-01-16,3173
2019-01-17,3249
2019-01-18,3333
2019-01-19,3363
2019-01-20,3493
2019-01-21,3514
2019-01-22,3469
2019-01-23,3515
2019-01-24,3458
2019-01-25,3466
2019-01-26,3464
2019-01-27,3499
2019-01-28,3518
2019-01-29,3541
2019-01-30,3499
2019-01-31,3446
2019-02-01,3352
2019-02-02,3341
2019-02-03,3343
2019-02-04,3331
2019-02-05,3329
2019-02-06,3321
2019-02-07,3300
2019-02-08,3280
2019-02-09,3231
2019-02-10,3188
2019-02-11,3069
2019-02-12,3010
2019-02-13,3002
2019-02-14,3102
2019-02-15,3154
2019-02-16,3184
2019-02-17,3202
2019-02-18,3149
2019-02-19,3093
2019-02-20,3022
2019-02-21,3020
2019-02-22,3021
2019-02-23,3039
2019-02-24,3035
2019-02-25,3034
2019-02-26,3037
2019-02-27,3021
2019-02-28,2989
2019-03-01,3002
2019-03-02,2982
2019-03-03,2976
2019-03-04,2966
2019-03-05,2949
2019-03-06,2926
2019-03-07,2966
2019-03-08,2966
2019-03-09,3085
2019-03-10,3155
2019-03-11,3137
2019-03-12,3060
2019-03-13,2990
2019-03-14,2976
2019-03-15,2971
2019-03-16,2988
2019-03-17,3005
2019-03-18,3012
2019-03-19,2977
2019-03-20,2972
2019-03-21,2969
2019-03-22,2958
