date_obj,Black%20wizard%20robe%20(t) price
2015-11-11,373184
2015-11-12,386954
2015-11-13,386954
2015-11-14,402726
2015-11-15,421203
2015-11-16,438807
2015-11-17,438807
2015-11-18,457408
2015-11-19,463519
2015-11-20,470092
2015-11-21,470092
2015-11-22,464912
2015-11-23,464912
2015-11-24,458329
2015-11-25,451802
2015-11-26,451802
2015-11-27,449326
2015-11-28,449326
2015-11-29,439236
2015-11-30,426096
2015-12-01,426096
2015-12-02,426653
2015-12-03,418245
2015-12-04,418245
2015-12-05,407986
2015-12-06,390077
2015-12-07,378086
2015-12-08,376166
2015-12-09,374415
2015-12-10,373612
2015-12-11,381618
2015-12-12,385135
2015-12-13,382621
2015-12-14,382621
2015-12-15,379765
2015-12-16,371771
2015-12-17,366343
2015-12-18,363030
2015-12-19,362107
2015-12-20,363342
2015-12-21,366147
2015-12-22,362050
2015-12-23,363064
2015-12-24,370814
2015-12-25,370814
2015-12-26,384621
2015-12-27,390716
2015-12-28,400090
2015-12-29,409565
2015-12-30,414025
2015-12-31,412342
2016-01-01,412342
2016-01-02,406322
2016-01-03,392902
2016-01-04,373561
2016-01-05,355750
2016-01-06,339731
2016-01-07,328214
2016-01-08,320825
2016-01-09,320825
2016-01-10,316933
2016-01-11,308385
2016-01-12,299875
2016-01-13,299875
2016-01-14,292066
2016-01-15,289333
2016-01-16,287993
2016-01-17,280437
2016-01-18,276088
2016-01-19,276088
2016-01-20,275135
2016-01-21,266072
2016-01-22,265413
2016-01-23,270264
2016-01-24,270264
2016-01-25,277776
2016-01-26,273184
2016-01-27,263637
2016-01-28,263637
2016-01-29,258053
2016-01-30,258053
2016-01-31,259011
2016-02-01,271032
2016-02-02,277708
2016-02-03,282562
2016-02-04,287626
2016-02-05,287626
2016-02-06,295725
2016-02-07,295725
2016-02-08,307069
2016-02-09,316752
2016-02-10,321381
2016-02-11,321381
2016-02-12,327554
2016-02-13,326425
2016-02-14,326425
2016-02-15,321015
2016-02-16,327409
2016-02-17,332472
2016-02-18,332472
2016-02-19,336934
2016-02-20,330688
2016-02-21,322301
2016-02-22,322301
2016-02-23,312250
2016-02-24,312250
2016-02-25,305581
2016-02-26,305581
2016-02-27,302675
2016-02-28,297487
2016-02-29,289141
2016-03-01,293917
2016-03-02,293917
2016-03-03,294887
2016-03-04,301712
2016-03-05,307266
2016-03-06,305975
2016-03-07,305975
2016-03-08,307483
2016-03-09,307347
2016-03-10,310269
2016-03-11,310269
2016-03-12,312977
2016-03-13,315555
2016-03-14,317528
2016-03-15,316849
2016-03-16,309478
2016-03-17,310302
2016-03-18,307647
2016-03-19,304348
2016-03-20,295622
2016-03-21,295622
2016-03-22,283282
2016-03-23,278039
2016-03-24,277917
2016-03-25,271265
2016-03-26,262361
2016-03-27,251312
2016-03-28,244585
2016-03-29,240788
2016-03-30,240788
2016-03-31,235164
2016-04-01,233048
2016-04-02,231322
2016-04-03,231999
2016-04-04,235747
2016-04-05,242846
2016-04-06,250314
2016-04-07,255719
2016-04-08,259779
2016-04-09,264155
2016-04-10,266206
2016-04-11,266206
2016-04-12,263083
2016-04-13,256229
2016-04-14,253302
2016-04-15,255577
2016-04-16,254214
2016-04-17,256805
2016-04-18,258763
2016-04-19,250844
2016-04-20,250790
2016-04-21,250790
2016-04-22,246541
2016-04-23,248853
2016-04-24,246767
2016-04-25,245361
2016-04-26,242533
2016-04-27,237473
2016-04-28,240958
2016-04-29,240958
2016-04-30,242885
2016-05-01,243702
2016-05-02,242687
2016-05-03,242690
2016-05-04,242690
2016-05-05,239820
2016-05-06,239820
2016-05-07,237061
2016-05-08,231264
2016-05-09,228355
2016-05-10,225417
2016-05-11,225417
2016-05-12,221329
2016-05-13,216354
2016-05-14,215390
2016-05-15,212384
2016-05-16,204167
2016-05-17,199992
2016-05-18,198347
2016-05-19,194347
2016-05-22,198765
2016-05-23,193202
2016-05-24,191979
2016-05-25,188906
2016-05-26,189503
2016-05-27,185203
2016-05-28,185203
2016-05-29,188374
2016-05-30,188374
2016-05-31,189387
2016-06-01,191288
2016-06-02,191925
2016-06-03,191925
2016-06-04,198458
2016-06-05,198458
2016-06-06,202471
2016-06-07,202471
2016-06-08,201542
2016-06-09,196255
2016-06-10,194515
2016-06-11,191040
2016-06-12,192932
2016-06-13,194058
2016-06-14,197433
2016-06-15,197724
2016-06-16,201311
2016-06-17,204572
2016-06-18,204572
2016-06-19,206907
2016-06-20,206824
2016-06-21,206597
2016-06-22,202639
2016-06-23,198917
2016-06-24,196746
2016-06-25,193324
2016-06-26,192535
2016-06-27,190642
2016-06-28,188909
2016-06-29,193150
2016-06-30,199555
2016-07-01,203373
2016-07-02,204042
2016-07-03,205541
2016-07-04,203023
2016-07-05,200950
2016-07-06,195796
2016-07-07,190351
2016-07-08,181571
2016-07-09,172683
2016-07-10,164145
2016-07-11,156414
2016-07-12,151076
2016-07-13,145120
2016-07-14,138194
2016-07-15,133082
2016-07-16,128111
2016-07-17,125077
2016-07-18,122097
2016-07-23,116725
2016-07-24,115396
2016-07-25,109639
2016-07-26,105547
2016-07-27,106382
2016-07-28,107919
2016-07-29,109076
2016-07-30,107456
2016-07-31,107456
2016-08-01,109775
2016-08-02,115154
2016-08-03,115948
2016-08-04,119551
2016-08-05,119551
2016-08-06,120247
2016-08-07,119772
2016-08-08,119772
2016-08-09,117474
2016-08-10,116435
2016-08-11,115473
2016-08-12,113734
2016-08-13,108463
2016-08-14,105532
2016-08-15,104447
2016-08-16,104072
2016-08-17,104862
2016-08-18,107274
2016-08-19,110601
2016-08-20,111111
2016-08-21,110683
2016-08-22,110676
2016-08-23,111593
2016-08-24,111624
2016-08-25,112342
2016-08-26,112342
2016-08-28,114647
2016-08-31,116431
2016-09-01,113537
2016-09-02,113537
2016-09-03,109660
2016-09-04,109903
2016-09-05,110488
2016-09-06,110316
2016-09-07,111705
2016-09-08,111431
2016-09-09,111463
2016-09-10,109155
2016-09-11,109155
2016-09-12,110768
2016-09-13,111025
2016-09-14,111806
2016-09-15,112461
2016-09-16,112461
2016-09-17,112703
2016-09-18,114456
2016-09-19,119209
2016-09-20,119209
2016-09-21,125112
2016-09-22,129097
2016-09-23,126495
2016-09-24,126495
2016-09-25,127151
2016-09-26,127151
2016-09-27,131045
2016-09-28,134149
2016-09-29,134149
2016-09-30,134538
2016-10-01,131876
2016-10-02,131876
2016-10-03,132305
2016-10-04,134250
2016-10-05,138291
2016-10-06,132151
2016-10-07,132151
2016-10-08,132884
2016-10-09,135712
2016-10-10,138307
2016-10-11,140620
2016-10-12,140620
2016-10-13,144032
2016-10-14,145983
2016-10-15,150022
2016-10-16,157061
2016-10-17,161668
2016-10-18,165633
2016-10-19,167939
2016-10-20,164546
2016-10-21,162448
2016-10-22,162448
2016-10-23,165053
2016-10-24,167375
2016-10-25,167375
2016-10-26,165929
2016-10-27,165929
2016-10-28,170041
2016-10-29,169503
2016-10-30,167451
2016-10-31,167659
2016-11-01,167659
2016-11-02,167338
2016-11-03,167338
2016-11-04,172985
2016-11-05,172985
2016-11-06,175038
2016-11-07,175038
2016-11-08,171330
2016-11-09,169116
2016-11-10,166774
2016-11-11,166774
2016-11-12,163759
2016-11-13,160900
2016-11-14,156055
2016-11-15,156055
2016-12-07,171519
2016-12-08,171793
2016-12-09,171057
2016-12-10,171057
2016-12-11,170717
2016-12-12,165772
2016-12-13,166783
2016-12-14,165793
2016-12-15,165793
2016-12-16,167682
2016-12-17,167555
2016-12-18,167555
2016-12-19,169070
2016-12-20,172782
2016-12-21,175923
2016-12-22,175923
2016-12-23,182453
2016-12-24,182453
2016-12-25,181951
2016-12-26,182030
2016-12-27,184357
2016-12-28,185856
2016-12-29,183729
2016-12-30,180922
2016-12-31,180517
2017-01-01,181872
2017-01-02,179297
2017-01-03,177164
2017-01-04,172585
2017-01-05,172585
2017-01-06,173756
2017-01-07,176525
2017-01-08,175526
2017-01-09,176839
2017-01-10,177747
2017-01-11,178157
2017-01-12,176826
2017-01-13,176826
2017-01-14,175384
2017-01-15,178692
2017-01-16,182400
2017-01-17,180573
2017-01-18,179793
2017-01-19,180769
2017-01-20,175519
2017-01-21,176123
2017-01-22,177704
2017-01-23,174995
2017-01-27,176387
2017-01-28,176012
2017-01-29,180185
2017-01-30,180185
2017-01-31,181365
2017-02-01,185731
2017-02-02,190773
2017-02-03,190450
2017-02-04,187579
2017-02-05,188353
2017-02-06,182139
2017-02-07,183175
2017-02-08,178644
2017-02-09,178644
2017-02-10,173329
2017-02-11,174782
2017-02-12,174782
2017-02-13,178481
2017-02-14,177048
2017-02-15,177048
2017-02-16,173636
2017-02-18,172338
2017-02-19,173513
2017-02-20,170751
2017-02-21,170106
2017-02-22,170106
2017-02-23,168314
2017-02-24,168314
2017-02-25,167472
2017-02-26,169059
2017-02-27,165832
2017-02-28,165228
2017-03-01,165228
2017-03-02,165104
2017-03-03,165906
2017-03-04,163682
2017-03-05,160227
2017-03-06,158512
2017-03-07,158294
2017-03-08,158294
2017-03-09,157176
2017-03-10,162866
2017-03-11,162076
2017-03-12,156088
2017-03-13,155330
2017-03-14,155024
2017-03-15,154550
2017-03-16,157414
2017-03-17,158250
2017-03-18,159071
2017-03-19,158405
2017-03-20,157734
2017-03-21,162883
2017-03-22,168784
2017-03-23,171270
2017-03-24,173480
2017-03-25,173480
2017-03-26,174300
2017-03-27,171784
2017-03-28,163895
2017-03-29,158951
2017-03-30,157825
2017-03-31,158005
2017-04-01,158005
2017-04-02,156605
2017-04-03,155606
2017-04-04,158146
2017-04-12,161080
2017-04-13,158845
2017-04-14,159247
2017-04-15,157902
2017-04-16,158661
2017-04-17,159555
2017-04-18,159248
2017-04-19,154885
2017-04-20,155336
2017-04-21,154379
2017-04-22,154379
2017-04-23,154225
2017-04-24,153445
2017-04-25,150493
2017-04-26,150493
2017-04-27,153033
2017-04-28,155336
2017-04-29,156810
2017-04-30,156306
2017-05-01,155778
2017-05-02,157691
2017-05-03,158530
2017-05-04,158766
2017-05-05,160167
2017-05-06,159654
2017-05-07,158115
2017-05-08,158115
2017-05-09,157026
2017-05-10,156438
2017-05-11,156438
2017-05-12,152688
2017-05-13,150290
2017-05-14,150290
2017-05-15,147596
2017-05-16,145892
2017-05-17,145892
2017-05-18,144485
2017-05-19,144485
2017-05-20,143875
2017-05-21,143875
2017-05-22,142551
2017-05-23,142221
2017-05-24,141291
2017-05-25,139048
2017-05-26,140995
2017-05-27,144691
2017-05-28,146229
2017-05-29,147076
2017-05-30,147933
2017-05-31,151251
2017-06-01,155011
2017-06-02,152815
2017-06-03,151979
2017-06-04,153552
2017-06-05,153552
2017-06-06,152135
2017-06-07,148561
2017-06-08,148561
2017-06-09,143821
2017-06-10,138141
2017-06-11,132206
2017-06-12,126221
2017-06-13,122517
2017-06-14,120180
2017-06-15,121357
2017-06-16,121796
2017-06-17,122683
2017-06-18,120995
2017-06-19,120995
2017-06-20,121941
2017-06-21,121968
2017-06-22,121968
2017-06-23,121134
2017-06-24,122599
2017-06-25,123201
2017-06-26,123376
2017-06-27,125584
2017-06-28,128050
2017-06-29,128858
2017-06-30,130416
2017-07-01,130416
2017-07-02,129806
2017-07-03,130016
2017-07-04,131513
2017-07-05,131513
2017-07-06,132938
2017-07-07,132938
2017-07-08,134775
2017-07-13,139151
2017-07-14,139848
2017-07-15,139848
2017-07-16,141585
2017-07-17,145431
2017-07-18,149390
2017-07-19,151948
2017-07-20,154258
2017-07-21,156363
2017-07-22,158746
2017-07-23,165384
2017-07-24,165384
2017-07-25,169345
2017-07-26,170244
2017-07-27,178074
2017-07-28,182668
2017-07-29,182668
2017-07-30,181648
2017-07-31,181648
2017-08-01,183061
2017-08-02,183145
2017-08-03,183145
2017-08-04,179353
2017-08-05,175951
2017-08-06,175951
2017-08-07,174674
2017-08-08,176340
2017-08-09,174312
2017-08-10,172062
2017-08-11,172704
2017-08-12,169435
2017-08-13,166388
2017-08-14,164103
2017-08-15,162219
2017-08-16,160947
2017-08-17,159497
2017-08-18,159497
2017-08-19,159189
2017-08-20,155508
2017-08-21,150110
2017-08-22,149101
2017-08-23,147977
2017-08-24,147977
2017-08-25,145314
2017-08-26,143646
2017-08-27,143019
2017-08-28,141182
2017-08-29,140872
2017-08-30,139765
2017-08-31,136536
2017-09-01,136536
2017-09-02,134921
2017-09-03,134921
2017-09-04,134420
2017-09-05,133701
2017-09-06,130479
2017-09-07,128749
2017-09-08,128749
2017-09-09,127902
2017-09-10,126963
2017-09-11,125183
2017-09-12,124275
2017-09-13,126128
2017-09-14,125339
2017-09-15,125339
2017-09-16,130177
2017-09-17,136019
2017-09-18,142694
2017-09-19,148582
2017-09-20,150417
2017-09-22,152077
2017-09-23,152077
2017-09-24,152418
2017-09-25,152434
2017-09-26,151408
2017-09-27,151408
2017-09-28,149912
2017-09-29,150787
2017-09-30,151199
2017-10-01,152760
2017-10-02,152535
2017-10-03,152535
2017-10-04,151488
2017-10-05,153509
2017-10-06,156250
2017-10-07,155606
2017-10-08,155695
2017-10-09,155734
2017-10-10,158509
2017-10-11,158509
2017-10-12,158391
2017-10-13,160452
2017-10-14,160479
2017-10-15,160479
2017-10-16,158699
2017-10-17,158699
2017-10-18,158035
2017-10-19,158564
2017-10-20,155119
2017-10-21,154539
2017-10-22,156039
2017-10-23,158391
2017-10-24,158391
2017-10-25,160448
2017-10-26,160647
2017-10-27,160091
2017-10-28,160091
2017-10-29,162710
2017-10-30,162755
2017-10-31,159894
2017-11-01,159894
2017-11-02,156800
2017-11-03,156315
2017-11-04,157127
2017-11-05,157908
2017-11-06,156456
2017-11-07,156456
2017-11-08,156436
2017-11-09,156980
2017-11-10,156980
2017-11-11,156537
2017-11-12,156526
2017-11-13,155916
2017-11-14,155916
2017-11-15,158424
2017-11-16,162001
2017-11-17,164569
2017-11-18,164569
2017-11-19,166777
2017-11-20,170055
2017-11-21,170681
2017-11-22,170681
2017-11-23,168658
2017-11-24,169576
2017-11-25,168162
2017-11-26,167199
2017-11-27,167199
2017-11-28,165313
2017-11-29,170706
2017-11-30,176949
2017-12-01,179341
2017-12-02,179341
2017-12-03,181876
2017-12-04,181573
2017-12-05,181258
2017-12-06,181305
2017-12-07,182025
2017-12-08,182025
2017-12-09,182254
2017-12-10,181228
2017-12-11,186033
2017-12-12,186033
2017-12-13,185495
2017-12-14,185495
2017-12-15,186578
2017-12-16,186578
2017-12-17,186655
2017-12-18,186837
2017-12-19,189131
2017-12-20,189131
2017-12-21,190251
2017-12-22,194586
2017-12-23,196076
2017-12-24,196572
2017-12-25,196117
2017-12-26,199075
2017-12-27,202939
2017-12-28,202939
2017-12-29,206146
2017-12-30,209680
2017-12-31,209680
2018-01-01,212205
2018-01-02,215183
2018-01-03,218614
2018-01-04,218954
2018-01-05,220554
2018-01-06,217199
2018-01-07,214694
2018-01-08,214655
2018-01-09,214182
2018-01-10,214182
2018-01-11,211406
2018-01-12,213219
2018-01-13,213840
2018-01-14,215784
2018-01-15,217955
2018-01-16,217950
2018-01-17,219050
2018-01-18,217288
2018-01-19,217288
2018-01-20,218386
2018-01-21,216870
2018-01-22,213206
2018-01-23,211364
2018-01-24,212090
2018-01-25,209471
2018-01-26,210856
2018-01-27,209012
2018-01-28,205104
2018-01-29,203055
2018-01-30,201494
2018-01-31,200120
2018-02-01,198309
2018-02-02,198309
2018-02-03,192136
2018-02-04,188007
2018-02-05,186413
2018-02-06,188458
2018-02-07,189827
2018-02-08,189827
2018-02-09,192931
2018-02-10,192931
2018-02-11,189467
2018-02-12,187014
2018-02-13,183022
2018-02-14,180756
2018-02-15,181613
2018-02-16,180806
2018-02-17,179992
2018-02-18,182900
2018-02-19,179975
2018-02-20,179038
2018-02-21,180700
2018-02-22,179280
2018-02-23,182407
2018-02-24,182407
2018-02-25,182463
2018-02-26,179285
2018-02-27,177132
2018-02-28,177132
2018-03-01,175883
2018-03-02,174256
2018-03-03,174785
2018-03-04,174785
2018-03-05,174140
2018-03-06,171127
2018-03-07,169807
2018-03-08,171110
2018-03-09,169057
2018-03-10,169430
2018-03-11,169926
2018-03-12,170078
2018-03-13,171359
2018-03-14,174202
2018-03-15,174202
2018-03-16,172050
2018-03-17,173742
2018-03-18,173750
2018-03-20,173033
2018-03-21,172562
2018-03-22,175685
2018-03-23,179320
2018-03-24,183143
2018-03-25,186517
2018-03-26,192101
2018-03-27,193864
2018-03-28,193864
2018-03-29,195294
2018-03-30,195294
2018-03-31,191649
2018-04-01,191649
2018-04-02,196130
2018-04-03,201533
2018-04-04,206457
2018-04-05,206457
2018-04-06,206295
2018-04-07,206295
2018-04-08,202773
2018-04-09,199808
2018-04-10,199808
2018-04-11,201832
2018-04-12,198324
2018-04-13,198324
2018-04-14,198238
2018-04-15,196544
2018-04-16,196544
2018-04-17,198089
2018-04-18,198089
2018-04-19,195761
2018-04-20,193511
2018-04-21,194471
2018-04-22,194471
2018-04-23,192919
2018-04-24,192919
2018-04-25,191369
2018-04-26,191369
2018-04-27,188786
2018-04-28,189021
2018-04-29,185785
2018-04-30,185889
2018-05-01,189450
2018-05-02,189450
2018-05-03,190552
2018-05-04,190552
2018-05-05,191481
2018-05-06,191481
2018-05-07,191589
2018-05-08,190457
2018-05-09,190226
2018-05-10,190942
2018-05-11,189404
2018-05-12,187880
2018-05-13,187880
2018-05-14,185908
2018-05-15,185908
2018-05-16,186178
2018-05-17,185207
2018-05-18,184889
2018-05-19,186227
2018-05-20,189227
2018-05-21,186332
2018-05-22,186332
2018-05-23,184805
2018-05-24,182017
2018-05-25,180058
2018-05-26,179701
2018-05-27,179701
2018-05-28,178046
2018-05-29,177984
2018-05-30,177984
2018-05-31,175549
2018-06-01,170566
2018-06-02,170493
2018-06-03,170480
2018-06-04,166790
2018-06-05,163828
2018-06-06,159346
2018-06-07,159346
2018-06-08,158772
2018-06-09,158772
2018-06-10,156691
2018-06-11,158413
2018-06-12,156858
2018-06-13,155112
2018-06-14,152776
2018-06-15,152776
2018-06-16,154504
2018-06-17,155057
2018-06-18,154018
2018-06-19,152668
2018-06-20,152668
2018-06-21,151050
2018-06-22,148430
2018-06-23,148430
2018-06-24,147174
2018-06-25,145591
2018-06-26,142210
2018-06-27,142210
2018-06-28,142727
2018-06-29,143470
2018-06-30,141022
2018-07-01,138004
2018-07-02,138004
2018-07-03,136293
2018-07-04,136293
2018-07-05,131958
2018-07-06,132843
2018-07-07,132820
2018-07-08,129512
2018-07-09,130373
2018-07-10,131503
2018-07-11,130511
2018-07-12,133144
2018-07-13,133794
2018-07-14,131279
2018-07-15,131279
2018-07-16,130890
2018-07-17,131461
2018-07-18,133574
2018-07-19,133574
2018-07-20,134520
2018-07-21,135549
2018-07-22,134316
2018-07-23,135190
2018-07-24,136830
2018-07-25,133014
2018-07-26,131357
2018-07-27,130900
2018-07-28,133060
2018-07-29,133738
2018-07-30,133424
2018-07-31,134495
2018-08-01,134495
2018-08-02,134388
2018-08-03,134388
2018-08-04,134839
2018-08-05,138509
2018-08-06,136348
2018-08-07,136031
2018-08-08,136098
2018-08-09,136098
2018-08-10,137277
2018-08-11,139712
2018-08-12,137619
2018-08-14,134595
2018-08-16,134394
2018-08-17,135520
2018-08-18,136877
2018-08-19,138046
2018-08-20,136968
2018-08-21,140077
2018-08-22,141326
2018-08-23,143242
2018-08-24,142472
2018-08-25,147216
2018-08-26,153748
2018-08-27,158816
2018-08-28,165257
2018-08-29,170112
2018-08-30,174779
2018-08-31,177947
2018-09-01,180701
2018-09-02,183953
2018-09-03,185724
2018-09-04,185703
2018-09-05,187816
2018-09-06,187816
2018-09-07,192310
2018-09-08,199985
2018-09-09,208622
2018-09-10,217356
2018-09-11,217356
2018-09-12,224213
2018-09-13,235235
2018-09-14,243264
2018-09-15,244336
2018-09-16,244336
2018-09-17,243788
2018-09-18,242279
2018-09-19,240354
2018-09-20,238314
2018-09-21,238314
2018-09-22,238640
2018-09-23,235723
2018-09-24,232080
2018-09-25,232080
2018-09-26,230045
2018-09-27,226997
2018-09-28,225718
2018-09-29,220830
2018-09-30,217837
2018-10-01,217624
2018-10-02,214967
2018-10-03,216325
2018-10-04,216325
2018-10-05,211947
2018-10-06,210444
2018-10-07,212551
2018-10-08,212632
2018-10-09,213946
2018-10-10,210955
2018-10-11,208475
2018-10-12,203939
2018-10-13,200903
2018-10-14,199225
2018-10-15,199845
2018-10-16,198746
2018-10-17,199534
2018-10-18,195724
2018-10-19,194890
2018-10-20,194890
2018-10-21,193459
2018-10-22,192690
2018-10-23,192690
2018-10-24,194591
2018-10-25,194912
2018-10-26,196528
2018-10-27,199672
2018-10-28,198661
2018-10-29,200538
2018-10-30,202756
2018-10-31,208102
2018-11-01,217152
2018-11-03,239411
2018-11-04,251382
2018-11-05,263864
2018-11-06,277058
2018-11-07,290911
2018-11-08,305383
2018-11-09,320653
2018-11-10,336686
2018-11-11,353521
2018-11-12,371198
2018-11-13,389758
2018-11-15,429709
2018-11-16,451195
2018-11-17,473755
2018-11-18,494693
2018-11-19,507066
2018-11-20,516891
2018-11-21,523991
2018-11-22,522253
2018-11-23,524586
2018-11-24,528089
2018-11-25,520843
2018-11-26,514414
2018-11-27,515797
2018-11-28,509769
2018-11-29,497625
2018-12-01,461068
2018-12-02,443603
2018-12-03,425576
2018-12-04,412243
2018-12-05,393174
2018-12-07,380341
2018-12-09,370166
2018-12-10,362639
2018-12-11,364243
2018-12-12,361100
2018-12-13,351730
2018-12-14,345421
2018-12-15,339233
2018-12-16,336272
2018-12-17,335400
2018-12-18,338871
2018-12-19,342685
2018-12-20,343876
2018-12-21,347218
2018-12-22,351278
2018-12-23,353072
2018-12-24,356434
2018-12-25,360344
2018-12-26,363071
2018-12-27,368079
2018-12-28,373267
2018-12-29,373334
2018-12-30,372486
2018-12-31,374590
2019-01-01,372384
2019-01-02,370155
2019-01-03,367277
2019-01-04,359828
2019-01-05,356591
2019-01-06,347397
2019-01-08,336734
2019-01-10,321728
2019-01-11,317428
2019-01-12,310135
2019-01-13,301477
2019-01-14,292825
2019-01-15,285014
2019-01-16,275844
2019-01-17,265602
2019-01-18,255687
2019-01-19,247214
2019-01-20,243787
2019-01-21,239662
2019-01-22,234019
2019-01-23,229032
2019-01-24,229329
2019-01-25,228966
2019-01-26,227055
2019-01-27,222628
2019-01-28,217121
2019-01-29,215939
2019-01-30,213974
2019-01-31,217029
2019-02-01,223520
2019-02-02,224844
2019-02-03,222670
2019-02-04,223257
2019-02-05,225856
2019-02-06,230198
2019-02-07,234645
2019-02-08,239190
2019-02-09,244017
2019-02-10,248605
2019-02-11,249965
2019-02-12,243907
2019-02-13,236749
2019-02-14,232538
2019-02-15,229813
2019-02-16,229918
2019-02-17,232841
2019-02-18,234593
2019-02-19,230738
2019-02-20,226655
2019-02-21,225448
2019-02-22,222600
2019-02-23,219238
2019-02-24,216033
2019-02-25,215845
2019-02-26,217704
2019-02-27,218655
2019-02-28,219279
2019-03-01,218252
2019-03-02,217961
2019-03-03,220251
2019-03-04,219232
2019-03-05,218406
2019-03-06,216108
2019-03-07,214760
2019-03-08,214760
2019-03-09,211461
2019-03-10,212827
2019-03-11,214560
2019-03-12,212254
2019-03-13,210593
2019-03-14,211833
2019-03-15,210809
2019-03-16,207767
2019-03-17,206205
2019-03-18,206205
2019-03-19,203972
2019-03-20,203981
2019-03-21,205028
2019-03-22,204462
