date_obj,Casket price
2015-07-03,1765
2015-07-04,1692
2015-07-05,1692
2015-07-06,1692
2015-07-07,1667
2015-07-08,1667
2015-07-09,1667
2015-07-10,1615
2015-07-11,1615
2015-07-12,1615
2015-07-13,1583
2015-07-14,1583
2015-07-15,1583
2015-07-16,1545
2015-07-17,1545
2015-07-18,1545
2015-07-19,1486
2015-07-20,1486
2015-07-21,1486
2015-07-22,1443
2015-07-23,1443
2015-07-24,1443
2015-07-25,1386
2015-07-26,1386
2015-07-27,1386
2015-07-28,1334
2015-07-29,1334
2015-07-30,1334
2015-07-31,1337
2015-08-01,1337
2015-08-02,1317
2015-08-03,1317
2015-08-04,1317
2015-08-05,1286
2015-08-06,1286
2015-08-07,1286
2015-08-08,1233
2015-08-09,1233
2015-08-10,1233
2015-08-11,1211
2015-08-12,1211
2015-08-13,1211
2015-08-14,1206
2015-08-15,1206
2015-08-16,1206
2015-08-17,1185
2015-08-18,1185
2015-08-19,1185
2015-08-20,1140
2015-08-21,1140
2015-08-22,1140
2015-08-23,1163
2015-08-24,1163
2015-08-25,1163
2015-08-26,1174
2015-08-27,1174
2015-08-28,1174
2015-08-29,1151
2015-08-30,1151
2015-08-31,1151
2015-09-01,1118
2015-09-02,1118
2015-09-03,1118
2015-09-04,1104
2015-09-05,1104
2015-09-06,1104
2015-09-07,1114
2015-09-08,1114
2015-09-09,1114
2015-09-10,1084
2015-09-11,1084
2015-09-12,1084
2015-09-13,1046
2015-09-14,1046
2015-09-15,1046
2015-09-16,1046
2015-09-17,1036
2015-09-18,1036
2015-09-19,1036
2015-09-20,1036
2015-09-21,1015
2015-09-22,1015
2015-09-23,1015
2015-09-24,1015
2015-09-25,1064
2015-09-27,1064
2015-09-28,1091
2015-09-29,1091
2015-09-30,1091
2015-10-05,1093
2015-10-06,1093
2015-10-07,1093
2015-10-08,1048
2015-10-09,1048
2015-10-10,1048
2015-10-11,1027
2015-10-12,1027
2015-10-13,1027
2015-10-14,1027
2015-10-15,1002
2015-10-16,1002
2015-10-17,1002
2015-10-18,1002
2015-10-19,986
2015-10-20,986
2015-10-22,986
2015-10-23,997
2015-10-24,997
2015-10-25,997
2015-10-26,997
2015-10-27,1017
2015-10-29,1017
2015-10-30,1017
2015-10-31,1015
2015-11-01,1015
2015-11-02,1015
2015-11-03,1015
2015-11-04,1015
2015-11-05,1016
2015-11-06,1016
2015-11-07,1016
2015-11-08,1016
2015-11-09,1021
2015-11-10,1021
2015-11-11,1021
2015-11-12,1021
2015-11-13,1021
2015-11-14,1012
2015-11-15,1012
2015-11-16,1012
2015-11-17,1012
2015-11-18,1026
2015-11-19,1026
2015-11-20,1026
2015-11-21,1026
2015-11-22,1037
2015-11-23,1037
2015-11-24,1037
2015-11-25,1037
2015-11-26,1082
2015-11-27,1082
2015-11-28,1082
2015-11-29,1099
2015-11-30,1099
2015-12-01,1099
2015-12-02,1099
2015-12-03,1108
2015-12-04,1108
2015-12-05,1108
2015-12-06,1108
2015-12-07,1138
2015-12-08,1138
2015-12-09,1138
2015-12-10,1182
2015-12-11,1182
2015-12-12,1182
2015-12-13,1197
2015-12-14,1197
2015-12-15,1197
2015-12-16,1219
2015-12-17,1219
2015-12-18,1219
2015-12-19,1203
2015-12-20,1203
2015-12-21,1203
2015-12-22,1176
2015-12-23,1176
2015-12-24,1176
2015-12-25,1178
2015-12-26,1178
2015-12-27,1178
2015-12-28,1165
2015-12-29,1165
2015-12-30,1143
2015-12-31,1143
2016-01-01,1143
2016-01-02,1148
2016-01-03,1148
2016-01-04,1135
2016-01-05,1135
2016-01-06,1135
2016-01-07,1135
2016-01-08,1137
2016-01-09,1137
2016-01-10,1137
2016-01-11,1151
2016-01-12,1151
2016-01-13,1151
2016-01-14,1142
2016-01-15,1142
2016-01-16,1142
2016-01-17,1129
2016-01-18,1129
2016-01-19,1129
2016-01-20,1154
2016-01-21,1154
2016-01-22,1154
2016-01-23,1173
2016-01-24,1173
2016-01-25,1172
2016-01-26,1172
2016-01-27,1172
2016-01-28,1194
2016-01-29,1194
2016-01-30,1193
2016-01-31,1193
2016-02-01,1195
2016-02-02,1195
2016-02-03,1195
2016-02-04,1224
2016-02-05,1224
2016-02-06,1229
2016-02-07,1229
2016-02-08,1229
2016-02-09,1233
2016-02-10,1233
2016-02-11,1233
2016-02-12,1279
2016-02-13,1279
2016-02-14,1279
2016-02-15,1301
2016-02-16,1301
2016-02-17,1301
2016-02-18,1353
2016-02-19,1353
2016-02-20,1353
2016-02-21,1368
2016-02-22,1368
2016-02-23,1368
2016-02-24,1384
2016-02-25,1384
2016-02-26,1384
2016-02-27,1372
2016-02-28,1372
2016-02-29,1372
2016-03-01,1372
2016-03-02,1372
2016-03-03,1372
2016-03-04,1426
2016-03-05,1426
2016-03-06,1495
2016-03-07,1495
2016-03-08,1495
2016-03-09,1520
2016-03-10,1520
2016-03-11,1520
2016-03-12,1458
2016-03-13,1458
2016-03-14,1458
2016-03-15,1405
2016-03-16,1405
2016-03-17,1417
2016-03-18,1417
2016-03-19,1382
2016-03-20,1382
2016-03-21,1415
2016-03-22,1415
2016-03-23,1417
2016-03-24,1417
2016-03-25,1360
2016-03-26,1360
2016-03-27,1360
2016-03-28,1340
2016-03-29,1340
2016-03-30,1340
2016-03-31,1312
2016-04-01,1312
2016-04-02,1312
2016-04-03,1296
2016-04-04,1296
2016-04-05,1296
2016-04-06,1264
2016-04-07,1264
2016-04-08,1264
2016-04-09,1245
2016-04-10,1245
2016-04-11,1245
2016-04-12,1208
2016-04-13,1208
2016-04-14,1208
2016-04-15,1231
2016-04-16,1231
2016-04-17,1231
2016-04-18,1250
2016-04-19,1250
2016-04-20,1250
2016-04-21,1247
2016-04-22,1247
2016-04-23,1247
2016-04-24,1277
2016-04-25,1277
2016-04-26,1277
2016-04-27,1277
2016-04-28,1277
2016-04-29,1274
2016-04-30,1274
2016-05-01,1273
2016-05-02,1273
2016-05-03,1306
2016-05-04,1306
2016-05-05,1302
2016-05-06,1302
2016-05-07,1302
2016-05-08,1272
2016-05-09,1272
2016-05-10,1217
2016-05-11,1217
2016-05-12,1217
2016-05-13,1156
2016-05-14,1156
2016-05-15,1134
2016-05-16,1134
2016-05-17,1134
2016-05-18,1141
2016-05-19,1141
2016-05-22,1181
2016-05-23,1181
2016-05-24,1201
2016-05-25,1201
2016-05-26,1211
2016-05-27,1211
2016-05-28,1200
2016-05-29,1190
2016-05-30,1190
2016-05-31,1190
2016-06-01,1229
2016-06-02,1229
2016-06-03,1284
2016-06-04,1284
2016-06-05,1335
2016-06-06,1335
2016-06-07,1372
2016-06-08,1372
2016-06-09,1397
2016-06-10,1397
2016-06-11,1406
2016-06-12,1406
2016-06-13,1436
2016-06-14,1436
2016-06-15,1448
2016-06-16,1448
2016-06-17,1492
2016-06-18,1492
2016-06-19,1486
2016-06-20,1486
2016-06-21,1521
2016-06-22,1521
2016-06-23,1508
2016-06-24,1508
2016-06-25,1583
2016-06-26,1583
2016-06-27,1630
2016-06-28,1630
2016-06-29,1647
2016-06-30,1647
2016-07-01,1657
2016-07-02,1657
2016-07-03,1711
2016-07-04,1729
2016-07-05,1729
2016-07-06,1776
2016-07-07,1776
2016-07-08,1744
2016-07-09,1744
2016-07-10,1772
2016-07-11,1728
2016-07-12,1728
2016-07-13,1737
2016-07-14,1737
2016-07-15,1758
2016-07-16,1758
2016-07-17,1751
2016-07-18,1751
2016-07-23,1826
2016-07-24,1826
2016-07-25,1852
2016-07-26,1852
2016-07-27,1876
2016-07-28,1876
2016-07-29,1894
2016-07-30,1894
2016-07-31,1891
2016-08-01,1891
2016-08-02,1922
2016-08-03,1922
2016-08-04,1894
2016-08-05,1894
2016-08-06,1874
2016-08-07,1874
2016-08-08,1849
2016-08-09,1862
2016-08-10,1862
2016-08-11,1879
2016-08-12,1879
2016-08-13,1904
2016-08-14,1904
2016-08-15,1935
2016-08-16,1935
2016-08-17,1977
2016-08-18,1977
2016-08-19,1930
2016-08-20,1930
2016-08-21,1869
2016-08-22,1869
2016-08-23,1827
2016-08-24,1827
2016-08-25,1828
2016-08-26,1828
2016-08-28,1849
2016-08-31,1790
2016-09-01,1792
2016-09-02,1792
2016-09-03,1824
2016-09-04,1824
2016-09-05,1756
2016-09-06,1756
2016-09-07,1687
2016-09-08,1687
2016-09-09,1687
2016-09-10,1626
2016-09-11,1626
2016-09-12,1574
2016-09-13,1574
2016-09-14,1535
2016-09-15,1535
2016-09-16,1495
2016-09-17,1495
2016-09-18,1483
2016-09-19,1483
2016-09-20,1488
2016-09-21,1488
2016-09-22,1499
2016-09-23,1499
2016-09-24,1499
2016-09-25,1475
2016-09-26,1475
2016-09-27,1473
2016-09-28,1473
2016-09-29,1473
2016-09-30,1486
2016-10-01,1486
2016-10-02,1471
2016-10-03,1471
2016-10-04,1471
2016-10-05,1460
2016-10-06,1460
2016-10-07,1460
2016-10-08,1422
2016-10-09,1422
2016-10-10,1422
2016-10-11,1381
2016-10-12,1381
2016-10-13,1341
2016-10-14,1341
2016-10-15,1305
2016-10-16,1305
2016-10-17,1264
2016-10-18,1264
2016-10-19,1264
2016-10-20,1257
2016-10-21,1257
2016-10-22,1259
2016-10-23,1259
2016-10-24,1242
2016-10-25,1242
2016-10-26,1247
2016-10-27,1247
2016-10-28,1247
2016-10-29,1235
2016-10-30,1235
2016-10-31,1238
2016-11-01,1238
2016-11-02,1265
2016-11-03,1265
2016-11-04,1287
2016-11-05,1287
2016-11-06,1287
2016-11-07,1322
2016-11-08,1322
2016-11-09,1382
2016-11-10,1382
2016-11-11,1422
2016-11-12,1422
2016-11-13,1454
2016-11-14,1454
2016-11-15,1466
2016-12-07,1369
2016-12-08,1369
2016-12-09,1362
2016-12-10,1362
2016-12-11,1367
2016-12-12,1367
2016-12-13,1390
2016-12-14,1390
2016-12-15,1358
2016-12-16,1358
2016-12-17,1332
2016-12-18,1332
2016-12-19,1333
2016-12-20,1333
2016-12-21,1334
2016-12-22,1334
2016-12-23,1346
2016-12-24,1346
2016-12-25,1360
2016-12-26,1360
2016-12-27,1377
2016-12-28,1377
2016-12-29,1336
2016-12-30,1336
2016-12-31,1317
2017-01-01,1317
2017-01-02,1344
2017-01-03,1344
2017-01-04,1311
2017-01-05,1311
2017-01-06,1269
2017-01-07,1250
2017-01-08,1250
2017-01-09,1206
2017-01-10,1206
2017-01-11,1231
2017-01-12,1226
2017-01-13,1226
2017-01-14,1250
2017-01-15,1232
2017-01-16,1255
2017-01-17,1263
2017-01-18,1299
2017-01-19,1299
2017-01-20,1311
2017-01-21,1308
2017-01-22,1302
2017-01-23,1295
2017-01-27,1250
2017-01-28,1233
2017-01-29,1218
2017-01-30,1218
2017-01-31,1205
2017-02-01,1203
2017-02-02,1195
2017-02-03,1200
2017-02-04,1207
2017-02-05,1207
2017-02-06,1227
2017-02-07,1227
2017-02-08,1231
2017-02-09,1231
2017-02-10,1210
2017-02-11,1190
2017-02-12,1190
2017-02-13,1186
2017-02-14,1168
2017-02-15,1168
2017-02-16,1162
2017-02-18,1121
2017-02-19,1114
2017-02-20,1114
2017-02-21,1119
2017-02-22,1119
2017-02-23,1130
2017-02-24,1130
2017-02-25,1133
2017-02-26,1133
2017-02-27,1149
2017-02-28,1139
2017-03-01,1139
2017-03-02,1097
2017-03-03,1097
2017-03-04,1087
2017-03-05,1087
2017-03-06,1092
2017-03-07,1117
2017-03-08,1117
2017-03-09,1118
2017-03-10,1139
2017-03-11,1132
2017-03-12,1135
2017-03-13,1146
2017-03-14,1167
2017-03-15,1187
2017-03-16,1171
2017-03-17,1171
2017-03-18,1152
2017-03-19,1135
2017-03-20,1097
2017-03-21,1083
2017-03-22,1083
2017-03-23,1067
2017-03-24,1062
2017-03-25,1062
2017-03-26,1063
2017-03-27,1086
2017-03-28,1086
2017-03-29,1130
2017-03-30,1182
2017-03-31,1222
2017-04-01,1222
2017-04-02,1283
2017-04-03,1335
2017-04-04,1335
2017-04-12,1217
2017-04-13,1184
2017-04-14,1184
2017-04-15,1151
2017-04-16,1111
2017-04-17,1075
2017-04-18,1075
2017-04-19,1090
2017-04-20,1090
2017-04-21,1110
2017-04-22,1110
2017-04-23,1147
2017-04-24,1203
2017-04-25,1205
2017-04-26,1205
2017-04-27,1198
2017-04-28,1166
2017-04-29,1121
2017-04-30,1104
2017-05-01,1104
2017-05-02,1095
2017-05-03,1095
2017-05-04,1082
2017-05-05,1070
2017-05-06,1070
2017-05-07,1081
2017-05-08,1081
2017-05-09,1057
2017-05-10,1057
2017-05-11,1060
2017-05-12,1069
2017-05-13,1056
2017-05-14,1056
2017-05-15,1051
2017-05-16,1089
2017-05-17,1089
2017-05-18,1117
2017-05-19,1117
2017-05-20,1119
2017-05-21,1119
2017-05-22,1142
2017-05-23,1142
2017-05-24,1172
2017-05-25,1172
2017-05-26,1167
2017-05-27,1169
2017-05-28,1169
2017-05-29,1170
2017-05-30,1170
2017-05-31,1164
2017-06-01,1177
2017-06-02,1167
2017-06-03,1167
2017-06-04,1134
2017-06-05,1134
2017-06-06,1115
2017-06-07,1076
2017-06-08,1076
2017-06-09,1040
2017-06-10,1023
2017-06-11,1002
2017-06-12,1002
2017-06-13,988
2017-06-14,988
2017-06-15,979
2017-06-16,979
2017-06-17,974
2017-06-18,960
2017-06-19,960
2017-06-20,977
2017-06-21,977
2017-06-22,995
2017-06-23,995
2017-06-24,987
2017-06-25,987
2017-06-26,1003
2017-06-27,1012
2017-06-28,1012
2017-06-29,1027
2017-06-30,1027
2017-07-01,1022
2017-07-02,1022
2017-07-03,1030
2017-07-04,1011
2017-07-05,1011
2017-07-06,997
2017-07-07,997
2017-07-08,1013
2017-07-13,1015
2017-07-14,1034
2017-07-15,1034
2017-07-16,1050
2017-07-17,1066
2017-07-18,1066
2017-07-19,1025
2017-07-20,1041
2017-07-21,1053
2017-07-22,1053
2017-07-23,1066
2017-07-24,1066
2017-07-25,1049
2017-07-26,1057
2017-07-27,1055
2017-07-28,1055
2017-07-29,1019
2017-07-30,1020
2017-07-31,1020
2017-08-01,1024
2017-08-02,1010
2017-08-03,1010
2017-08-04,1009
2017-08-05,989
2017-08-06,989
2017-08-09,1007
2017-08-10,1032
2017-08-11,1032
2017-08-12,1030
2017-08-13,1030
2017-08-14,1025
2017-08-15,1014
2017-08-16,1014
2017-08-17,1025
2017-08-18,1025
2017-08-19,995
2017-08-20,978
2017-08-21,978
2017-08-22,988
2017-08-23,988
2017-08-24,981
2017-08-25,981
2017-08-26,969
2017-08-27,969
2017-08-28,958
2017-08-29,958
2017-08-30,933
2017-08-31,933
2017-09-01,933
2017-09-02,938
2017-09-03,938
2017-09-04,938
2017-09-05,938
2017-09-06,934
2017-09-07,934
2017-09-08,907
2017-09-09,918
2017-09-10,918
2017-09-11,923
2017-09-12,923
2017-09-13,894
2017-09-14,894
2017-09-15,908
2017-09-16,908
2017-09-17,906
2017-09-18,906
2017-09-19,920
2017-09-20,920
2017-09-21,917
2017-09-22,917
2017-09-23,914
2017-09-24,914
2017-09-25,906
2017-09-26,906
2017-09-27,876
2017-09-28,876
2017-09-29,864
2017-09-30,864
2017-10-01,884
2017-10-02,884
2017-10-03,882
2017-10-04,882
2017-10-05,887
2017-10-06,887
2017-10-07,891
2017-10-08,891
2017-10-09,877
2017-10-10,877
2017-10-11,882
2017-10-12,882
2017-10-13,873
2017-10-14,873
2017-10-15,858
2017-10-16,858
2017-10-17,884
2017-10-18,884
2017-10-19,920
2017-10-20,920
2017-10-21,920
2017-10-22,906
2017-10-23,906
2017-10-24,941
2017-10-25,941
2017-10-26,928
2017-10-27,928
2017-10-28,928
2017-10-29,915
2017-10-30,915
2017-10-31,907
2017-11-01,907
2017-11-02,884
2017-11-03,884
2017-11-04,883
2017-11-05,883
2017-11-06,894
2017-11-07,894
2017-11-08,894
2017-11-09,893
2017-11-10,893
2017-11-11,893
2017-11-12,879
2017-11-13,879
2017-11-14,879
2017-11-15,860
2017-11-16,860
2017-11-17,851
2017-11-18,851
2017-11-19,858
2017-11-20,858
2017-11-21,841
2017-11-22,841
2017-11-23,847
2017-11-24,847
2017-11-25,863
2017-11-26,863
2017-11-27,863
2017-11-28,858
2017-11-29,858
2017-11-30,858
2017-12-01,857
2017-12-02,857
2017-12-03,848
2017-12-04,848
2017-12-05,838
2017-12-06,838
2017-12-07,835
2017-12-08,835
2017-12-09,846
2017-12-10,846
2017-12-11,865
2017-12-12,865
2017-12-13,865
2017-12-14,840
2017-12-15,840
2017-12-16,839
2017-12-17,839
2017-12-18,823
2017-12-19,823
2017-12-20,843
2017-12-21,843
2017-12-22,865
2017-12-23,865
2017-12-24,882
2017-12-25,882
2017-12-26,872
2017-12-27,872
2017-12-28,866
2017-12-29,866
2017-12-30,848
2017-12-31,848
2018-01-01,830
2018-01-02,830
2018-01-03,829
2018-01-04,829
2018-01-05,851
2018-01-06,851
2018-01-07,848
2018-01-08,848
2018-01-09,839
2018-01-10,839
2018-01-11,862
2018-01-12,862
2018-01-13,860
2018-01-14,860
2018-01-15,842
2018-01-16,842
2018-01-17,817
2018-01-18,817
2018-01-19,817
2018-01-20,813
2018-01-21,813
2018-01-22,847
2018-01-23,847
2018-01-24,847
2018-01-25,847
2018-01-26,816
2018-01-27,820
2018-01-28,822
2018-01-29,849
2018-01-30,870
2018-01-31,886
2018-02-01,886
2018-02-02,865
2018-02-03,859
2018-02-04,875
2018-02-05,883
2018-02-06,890
2018-02-07,892
2018-02-08,892
2018-02-09,885
2018-02-10,885
2018-02-11,882
2018-02-12,918
2018-02-13,918
2018-02-14,940
2018-02-15,935
2018-02-16,915
2018-02-17,907
2018-02-18,915
2018-02-19,915
2018-02-20,911
2018-02-21,917
2018-02-22,917
2018-02-23,909
2018-02-24,909
2018-02-25,889
2018-02-26,871
2018-02-27,887
2018-02-28,887
2018-03-01,886
2018-03-02,905
2018-03-03,924
2018-03-04,924
2018-03-05,941
2018-03-06,901
2018-03-07,908
2018-03-08,932
2018-03-09,944
2018-03-10,917
2018-03-11,932
2018-03-12,928
2018-03-13,961
2018-03-14,954
2018-03-15,962
2018-03-16,952
2018-03-17,943
2018-03-18,912
2018-03-20,904
2018-03-21,889
2018-03-23,875
2018-03-24,897
2018-03-25,891
2018-03-26,909
2018-03-27,928
2018-03-28,928
2018-03-29,945
2018-03-30,945
2018-03-31,915
2018-04-01,920
2018-04-02,897
2018-04-03,886
2018-04-04,884
2018-04-05,884
2018-04-06,902
2018-04-07,902
2018-04-08,901
2018-04-09,903
2018-04-10,903
2018-04-11,884
2018-04-12,895
2018-04-13,895
2018-04-14,896
2018-04-15,876
2018-04-16,876
2018-04-17,880
2018-04-18,880
2018-04-19,902
2018-04-20,889
2018-04-21,919
2018-04-22,919
2018-04-23,930
2018-04-24,962
2018-04-25,958
2018-04-26,958
2018-04-27,947
2018-04-28,912
2018-04-29,898
2018-04-30,909
2018-05-01,936
2018-05-02,936
2018-05-03,926
2018-05-04,926
2018-05-05,915
2018-05-06,915
2018-05-07,945
2018-05-08,945
2018-05-09,968
2018-05-10,936
2018-05-11,938
2018-05-12,958
2018-05-13,958
2018-05-14,969
2018-05-15,953
2018-05-16,925
2018-05-17,941
2018-05-18,930
2018-05-19,896
2018-05-20,871
2018-05-21,871
2018-05-22,871
2018-05-23,879
2018-05-24,879
2018-05-25,874
2018-05-26,863
2018-05-27,863
2018-05-28,849
2018-05-29,839
2018-05-30,859
2018-05-31,866
2018-06-01,853
2018-06-02,850
2018-06-03,849
2018-06-04,847
2018-06-05,847
2018-06-06,831
2018-06-07,831
2018-06-08,818
2018-06-09,818
2018-06-10,796
2018-06-11,774
2018-06-12,763
2018-06-13,746
2018-06-14,741
2018-06-15,754
2018-06-16,751
2018-06-17,771
2018-06-18,743
2018-06-19,705
2018-06-20,705
2018-06-21,690
2018-06-22,697
2018-06-23,697
2018-06-24,711
2018-06-25,716
2018-06-26,731
2018-06-27,718
2018-06-28,704
2018-06-29,719
2018-06-30,731
2018-07-01,734
2018-07-02,734
2018-07-03,725
2018-07-04,729
2018-07-05,738
2018-07-06,744
2018-07-07,753
2018-07-08,741
2018-07-09,744
2018-07-10,752
2018-07-11,761
2018-07-12,776
2018-07-13,773
2018-07-14,790
2018-07-15,770
2018-07-16,801
2018-07-17,802
2018-07-18,834
2018-07-19,802
2018-07-20,815
2018-07-21,816
2018-07-22,802
2018-07-23,789
2018-07-24,791
2018-07-25,783
2018-07-26,817
2018-07-27,817
2018-07-28,814
2018-07-29,809
2018-07-30,796
2018-07-31,792
2018-08-01,792
2018-08-02,772
2018-08-03,792
2018-08-04,809
2018-08-05,810
2018-08-06,836
2018-08-07,861
2018-08-08,878
2018-08-09,893
2018-08-10,891
2018-08-11,910
2018-08-12,893
2018-08-14,878
2018-08-16,888
2018-08-17,877
2018-08-18,869
2018-08-19,847
2018-08-20,837
2018-08-21,835
2018-08-22,834
2018-08-23,843
2018-08-24,873
2018-08-25,877
2018-08-26,859
2018-08-27,866
2018-08-28,859
2018-08-29,837
2018-08-30,837
2018-08-31,831
2018-09-01,812
2018-09-02,801
2018-09-03,790
2018-09-04,786
2018-09-05,817
2018-09-06,817
2018-09-07,849
2018-09-08,837
2018-09-09,832
2018-09-10,812
2018-09-11,788
2018-09-12,756
2018-09-13,758
2018-09-14,775
2018-09-15,793
2018-09-16,812
2018-09-17,836
2018-09-18,826
2018-09-19,803
2018-09-20,810
2018-09-21,808
2018-09-22,805
2018-09-23,820
2018-09-24,820
2018-09-25,797
2018-09-26,791
2018-09-27,809
2018-09-28,845
2018-09-29,857
2018-09-30,848
2018-10-01,840
2018-10-02,836
2018-10-03,865
2018-10-04,831
2018-10-05,813
2018-10-06,805
2018-10-07,805
2018-10-08,804
2018-10-09,787
2018-10-10,773
2018-10-11,754
2018-10-12,761
2018-10-13,755
2018-10-14,749
2018-10-15,742
2018-10-16,723
2018-10-17,724
2018-10-18,721
2018-10-19,727
2018-10-20,727
2018-10-21,743
2018-10-22,768
2018-10-23,783
2018-10-24,797
2018-10-25,798
2018-10-26,792
2018-10-27,787
2018-10-28,800
2018-10-29,803
2018-10-30,791
2018-10-31,751
2018-11-01,730
2018-11-03,712
2018-11-04,719
2018-11-05,739
2018-11-06,746
2018-11-07,759
2018-11-08,758
2018-11-09,763
2018-11-10,795
2018-11-11,813
2018-11-12,832
2018-11-13,851
2018-11-14,841
2018-11-15,851
2018-11-16,854
2018-11-17,853
2018-11-18,854
2018-11-19,876
2018-11-20,886
2018-11-21,902
2018-11-22,895
2018-11-23,887
2018-11-24,882
2018-11-25,900
2018-11-26,904
2018-11-27,877
2018-11-28,864
2018-11-29,860
2018-12-01,868
2018-12-02,861
2018-12-03,871
2018-12-04,889
2018-12-05,894
2018-12-07,929
2018-12-09,920
2018-12-10,915
2018-12-11,903
2018-12-12,910
2018-12-13,916
2018-12-14,895
2018-12-15,883
2018-12-16,872
2018-12-17,876
2018-12-18,881
2018-12-19,854
2018-12-20,846
2018-12-21,840
2018-12-22,835
2018-12-23,838
2018-12-24,858
2018-12-25,882
2018-12-26,864
2018-12-27,881
2018-12-28,876
2018-12-29,874
2018-12-30,850
2018-12-31,847
2019-01-01,859
2019-01-02,890
2019-01-03,905
2019-01-04,923
2019-01-05,925
2019-01-06,918
2019-01-08,949
2019-01-10,955
2019-01-11,949
2019-01-12,939
2019-01-13,923
2019-01-14,916
2019-01-15,899
2019-01-16,884
2019-01-17,891
2019-01-18,874
2019-01-19,864
2019-01-20,863
2019-01-21,886
2019-01-22,893
2019-01-23,908
2019-01-24,931
2019-01-25,929
2019-01-26,912
2019-01-27,906
2019-01-28,914
2019-01-29,868
2019-01-30,824
2019-01-31,802
2019-02-01,801
2019-02-02,809
2019-02-03,830
2019-02-04,867
2019-02-05,900
2019-02-06,919
2019-02-07,942
2019-02-08,970
2019-02-09,969
2019-02-10,952
2019-02-11,958
2019-02-12,974
2019-02-13,990
2019-02-14,977
2019-02-15,963
2019-02-16,975
2019-02-17,940
2019-02-18,900
2019-02-19,883
2019-02-20,869
2019-02-21,852
2019-02-22,846
2019-02-23,829
2019-02-24,810
2019-02-25,792
2019-02-26,774
2019-02-27,762
2019-02-28,737
2019-03-01,749
2019-03-02,776
2019-03-03,780
2019-03-04,757
2019-03-05,774
2019-03-06,788
2019-03-07,809
2019-03-08,793
2019-03-09,820
2019-03-10,828
2019-03-11,812
2019-03-12,850
2019-03-13,893
2019-03-14,936
2019-03-15,980
2019-03-16,1003
2019-03-17,1004
2019-03-18,1006
2019-03-19,1001
2019-03-20,968
2019-03-21,965
2019-03-22,941
2019-03-23,916
2019-03-24,901
2019-03-25,900
2019-03-26,875
2019-03-27,879
2019-03-28,891
2019-03-29,865
2019-03-30,833
2019-03-31,804
2019-04-01,813
2019-04-02,809
2019-04-03,812
2019-04-04,786
2019-04-05,766
2019-04-06,750
2019-04-07,733
2019-04-08,739
2019-04-09,739
2019-04-10,754
2019-04-11,788
2019-04-12,824
2019-04-13,850
2019-04-14,869
2019-04-15,895
2019-04-16,912
2019-04-17,955
2019-04-18,944
2019-04-19,956
2019-04-20,969
2019-04-21,949
2019-04-22,943
2019-04-23,934
2019-04-24,896
2019-04-25,862
2019-04-26,846
2019-04-27,827
2019-04-28,805
2019-04-29,797
2019-04-30,809
2019-05-01,824
2019-05-02,835
2019-05-03,832
2019-05-04,809
2019-05-05,808
2019-05-06,810
2019-05-07,825
2019-05-08,807
2019-05-09,816
2019-05-10,826
2019-05-11,806
2019-05-12,781
2019-05-13,766
2019-05-14,795
2019-05-15,822
2019-05-16,818
2019-05-17,795
2019-05-18,790
2019-05-19,795
2019-05-20,814
2019-05-21,819
2019-05-22,814
2019-05-23,793
2019-05-24,769
2019-05-25,763
2019-05-26,778
2019-05-27,765
2019-05-28,782
2019-05-29,801
2019-05-30,840
2019-05-31,876
